CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM_NA_ES,PRI_PVEM_NA,PRI_PVEM_ES,PRI_PVEM,PRI_NA,PRI_ES,PRI_NA_ES,PVEM_NA_ES,PVEM_NA,PVEM_ES,NA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1309,2,18,96,16,7,190,4,28,478,21,0,,,,,,,,,,,,858,0,51,909,1302
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,4,490,145,28,101,55,37,31,888,33,4,1,4,0,7,1,0,0,0,1,0,0,1826,0,66,1892,2969
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1311,3,244,311,29,35,32,40,32,642,17,2,0,8,0,9,1,0,0,0,0,0,0,1402,0,47,1449,2064
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1312,2,142,67,11,19,32,13,20,302,10,3,1,1,0,1,0,0,0,0,0,0,0,622,0,29,651,948
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1313,3,233,204,5,35,32,34,28,658,17,6,0,1,0,4,0,0,0,0,0,1,0,1258,0,47,1305,1989
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1314,3,252,146,26,37,35,23,26,715,21,6,0,0,0,3,0,0,0,0,0,0,0,1290,0,86,1376,2199
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1315,1,87,40,13,16,13,8,10,235,6,0,0,0,0,0,0,0,0,0,0,0,0,428,0,19,447,643
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1316,4,713,186,17,31,36,22,34,516,21,17,0,3,0,5,1,0,0,0,2,0,0,1604,1,66,1671,2326
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,4,472,218,30,60,45,38,24,780,25,11,1,5,0,4,0,0,0,0,0,0,0,1713,0,83,1796,2912
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1318,3,263,148,19,27,41,28,14,458,8,9,1,1,1,4,0,0,0,0,0,0,0,1022,0,57,1079,1608
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,4,778,162,10,42,28,30,45,531,18,21,1,1,0,2,1,0,0,0,1,0,0,1671,0,61,1732,2655
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1320,2,311,123,9,17,16,14,48,319,13,8,0,2,0,2,0,0,0,0,0,0,0,882,1,29,912,1273
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1321,2,127,89,20,25,25,22,17,339,4,1,1,0,0,2,0,0,0,0,0,0,0,672,0,35,707,1050
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1322,2,158,138,15,9,32,26,24,473,12,3,0,7,0,1,0,0,0,0,0,0,0,898,0,54,952,1399
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1323,1,69,116,11,15,9,13,5,234,8,2,0,2,0,5,2,0,0,0,0,0,0,491,0,14,505,737
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1324,2,221,150,15,15,15,6,7,294,14,2,0,4,0,1,1,0,0,0,0,0,0,745,0,30,775,1344
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1325,3,222,217,21,33,30,29,17,400,13,3,0,7,0,3,0,0,0,0,0,0,0,995,0,31,1026,1571
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1326,3,103,149,14,59,27,28,22,452,21,1,0,3,0,1,1,0,0,0,0,0,1,882,0,48,930,1528
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1327,3,112,122,16,31,27,28,13,510,16,0,0,1,0,1,1,0,0,0,0,0,0,878,0,54,932,1587
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1328,4,307,147,43,23,31,27,14,732,20,12,0,0,0,4,0,0,0,0,0,0,0,1360,0,64,1424,2295
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1329,2,201,114,16,9,9,8,12,313,4,4,0,1,0,4,0,0,0,0,0,0,0,695,0,16,711,1014
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1330,1,152,15,5,0,11,4,11,179,5,5,0,0,0,1,0,0,0,0,0,0,0,388,0,11,399,557
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1331,1,105,52,3,7,4,8,21,156,3,0,0,0,0,1,0,0,0,0,0,0,0,360,0,11,371,489
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1332,2,175,148,14,15,20,9,15,467,16,0,0,2,0,5,0,0,0,0,0,0,0,886,0,32,918,1238
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1333,2,21,134,9,32,14,7,122,284,82,0,,,,,,,,,,,,705,0,39,744,1006
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1334,2,29,146,12,9,15,11,99,262,57,0,,,,,,,,,,,,640,0,53,693,1011
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1335,1,0,13,4,1,4,2,17,92,34,0,,,,,,,,,,,,167,0,8,175,260
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1336,1,6,101,1,11,4,8,42,113,78,0,,,,,,,,,,,,364,0,52,416,591
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1337,1,5,38,0,2,5,7,25,105,108,0,,,,,,,,,,,,295,0,39,334,453
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1338,2,9,85,12,21,56,14,61,137,135,0,,,,,,,,,,,,530,0,69,599,856
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1339,1,7,34,4,1,1,4,9,40,19,0,,,,,,,,,,,,119,0,19,138,192
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1340,1,7,174,6,4,7,7,53,56,20,0,,,,,,,,,,,,334,0,49,383,544
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1341,1,11,38,4,7,10,3,45,150,75,0,,,,,,,,,,,,343,0,40,383,535
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1342,2,40,67,18,13,41,9,109,108,142,2,,,,,,,,,,,,549,0,132,681,930
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1343,1,4,45,1,5,2,0,33,50,55,0,,,,,,,,,,,,195,0,27,222,295
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1344,2,24,87,15,15,39,17,130,87,117,0,,,,,,,,,,,,531,0,146,677,1316
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1345,1,16,64,6,16,16,9,31,58,21,0,,,,,,,,,,,,237,0,55,292,458
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1346,2,9,98,3,4,12,10,65,140,141,0,,,,,,,,,,,,482,0,65,547,728
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1347,1,15,66,2,21,17,32,78,154,104,0,,,,,,,,,,,,489,0,29,518,733
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1348,1,9,72,5,12,3,9,75,95,88,0,,,,,,,,,,,,368,0,27,395,544
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1350,3,157,227,22,29,35,10,66,739,41,1,,,,,,,,,,,,1327,2,68,1397,2236
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1351,3,115,298,16,35,24,15,78,546,58,1,,,,,,,,,,,,1186,0,43,1229,1889
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1352,5,225,411,38,47,53,56,94,1091,115,1,,,,,,,,,,,,2131,0,136,2267,3674
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1353,4,213,307,28,57,37,38,84,819,55,1,,,,,,,,,,,,1639,1,73,1713,2760
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1354,3,73,133,14,31,26,7,43,503,22,0,,,,,,,,,,,,852,0,50,902,1324
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1355,3,109,229,14,36,20,7,66,546,29,0,,,,,,,,,,,,1056,2,48,1106,1689
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1356,2,76,177,13,25,18,15,37,426,87,1,,,,,,,,,,,,875,0,44,919,1355
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1357,7,300,358,78,76,58,47,138,1185,113,6,,,,,,,,,,,,2359,3,112,2474,4520
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1358,6,229,347,47,60,58,51,100,1352,81,6,,,,,,,,,,,,2331,4,90,2425,4322
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1359,2,75,105,16,29,8,18,29,369,32,0,,,,,,,,,,,,681,0,27,708,993
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1360,2,97,133,10,21,13,10,36,408,27,2,,,,,,,,,,,,757,0,56,813,1256
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1361,2,88,99,10,10,18,7,25,297,17,0,,,,,,,,,,,,571,0,41,612,920
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1362,8,355,517,53,88,87,62,137,1874,106,7,,,,,,,,,,,,3286,2,126,3414,5432
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1363,17,665,987,138,159,218,122,371,3378,282,2,,,,,,,,,,,,6322,1,378,6701,11267
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1364,8,288,462,85,92,96,46,172,1702,137,2,,,,,,,,,,,,3082,1,156,3239,5583
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1365,4,180,196,47,43,47,27,65,905,66,1,,,,,,,,,,,,1577,1,94,1672,2664
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1366,4,169,307,41,28,46,17,57,730,40,2,,,,,,,,,,,,1437,0,82,1519,2372
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1367,6,289,454,42,64,58,32,73,1331,99,5,,,,,,,,,,,,2447,0,144,2591,4188
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1368,11,529,657,81,121,157,76,189,2396,174,5,,,,,,,,,,,,4385,4,240,4629,8020
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1767,2,63,130,35,19,18,12,30,302,23,4,,,,,,,,,,,,636,0,35,671,1264
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1768,3,68,145,20,11,24,14,33,356,33,1,,,,,,,,,,,,705,0,49,754,1504
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1769,3,87,137,21,21,28,23,60,410,28,2,,,,,,,,,,,,817,1,65,883,1773
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1770,6,239,290,48,75,54,48,105,1221,84,2,,,,,,,,,,,,2166,2,118,2286,4297
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1771,1,40,49,9,14,12,11,15,208,18,1,,,,,,,,,,,,377,0,28,405,725
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1772,2,46,81,14,18,16,7,18,313,25,0,,,,,,,,,,,,538,0,43,581,975
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1773,2,53,70,9,12,12,13,15,345,17,0,,,,,,,,,,,,546,0,27,573,1065
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1774,2,47,110,23,17,20,11,24,305,23,0,,,,,,,,,,,,580,0,42,622,1113
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1775,2,66,84,16,30,13,8,29,322,38,0,,,,,,,,,,,,606,0,33,639,1088
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1776,2,76,69,11,22,9,7,32,250,27,0,,,,,,,,,,,,503,0,24,527,987
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1777,2,69,100,19,20,14,8,22,329,26,1,,,,,,,,,,,,608,0,21,629,1085
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1778,2,48,101,17,21,18,9,21,267,21,1,,,,,,,,,,,,524,0,32,556,1008
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1779,2,51,61,20,14,14,8,26,231,26,2,,,,,,,,,,,,453,14,13,480,825
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1780,3,77,138,25,31,23,18,52,529,34,0,,,,,,,,,,,,927,0,41,968,1631
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1781,2,86,126,13,23,20,13,31,339,27,1,,,,,,,,,,,,679,0,33,712,1108
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1782,2,79,81,12,21,21,21,25,382,27,1,,,,,,,,,,,,670,1,32,703,1270
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1783,2,76,103,15,31,13,17,31,220,27,2,,,,,,,,,,,,535,0,38,573,1126
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1784,2,41,90,9,7,21,11,24,250,20,2,,,,,,,,,,,,475,0,14,489,874
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1785,2,57,98,19,12,26,10,23,321,23,0,,,,,,,,,,,,589,1,36,626,1080
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1786,2,70,153,9,19,20,11,34,295,28,0,,,,,,,,,,,,639,1,36,676,1168
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1787,2,48,116,19,18,15,5,34,417,24,0,,,,,,,,,,,,696,0,53,749,1375
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1369,2,62,91,8,6,16,12,49,307,9,0,,,,,,,,,,,,560,0,26,586,877
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1370,2,88,143,9,7,20,9,72,424,26,0,,,,,,,,,,,,798,0,35,833,1187
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1371,1,17,80,3,8,10,8,47,278,11,0,,,,,,,,,,,,462,0,21,483,641
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1372,1,38,72,5,3,14,8,72,234,8,0,,,,,,,,,,,,454,0,15,469,744
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1373,2,67,127,4,4,11,6,126,542,16,0,,,,,,,,,,,,903,0,39,942,1433
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1374,3,66,185,9,14,30,20,101,736,25,2,,,,,,,,,,,,1188,0,56,1244,1866
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1375,3,58,133,16,13,33,12,62,559,14,1,,,,,,,,,,,,901,0,33,934,1530
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1376,5,117,192,15,18,59,27,137,1001,58,3,,,,,,,,,,,,1627,2,58,1687,2646
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1377,3,60,163,26,15,40,20,160,734,37,1,,,,,,,,,,,,1256,0,77,1333,2041
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1378,2,36,147,15,3,65,10,79,85,1,0,,,,,,,,,,,,441,0,26,467,762
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1379,1,12,174,13,5,46,2,66,54,2,0,,,,,,,,,,,,374,0,17,391,644
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1380,2,27,84,117,8,23,14,80,101,5,1,,,,,,,,,,,,460,0,45,505,775
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1381,1,38,183,6,2,12,3,23,46,4,0,,,,,,,,,,,,317,0,15,332,557
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1382,2,13,89,7,1,28,0,34,30,1,0,,,,,,,,,,,,203,0,18,221,356
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1383,1,29,75,17,4,28,6,38,37,2,0,,,,,,,,,,,,236,0,31,267,425
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1384,1,7,37,5,1,2,2,10,17,0,0,,,,,,,,,,,,81,0,11,92,164
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1385,1,11,55,0,2,3,2,51,28,0,0,,,,,,,,,,,,152,0,20,172,261
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1386,1,10,128,4,2,7,5,2,8,4,0,,,,,,,,,,,,170,0,17,187,441
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1387,1,2,37,2,0,1,2,24,10,0,1,,,,,,,,,,,,79,0,1,80,122
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1388,2,8,175,5,2,23,2,148,79,10,0,,,,,,,,,,,,452,0,42,494,763
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1389,1,4,32,1,1,11,1,53,24,2,0,,,,,,,,,,,,129,0,16,145,205
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1390,1,8,73,3,1,41,1,17,20,2,0,,,,,,,,,,,,166,0,9,175,272
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1391,1,4,80,8,5,48,1,48,114,4,0,,,,,,,,,,,,312,0,33,345,553
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1392,1,10,47,7,4,30,4,19,136,3,1,,,,,,,,,,,,261,0,19,280,441
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1393,1,9,48,2,0,66,0,63,45,1,0,,,,,,,,,,,,234,0,29,263,391
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1394,1,2,27,9,4,18,5,9,47,0,0,,,,,,,,,,,,121,0,9,130,195
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1395,2,41,230,7,8,24,20,72,476,29,1,,,,,,,,,,,,908,0,46,954,1286
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1396,2,44,220,9,7,21,7,44,488,7,1,,,,,,,,,,,,848,0,35,883,1150
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1397,2,29,236,20,3,27,17,41,443,13,0,,,,,,,,,,,,829,0,35,864,1130
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1398,3,35,244,14,16,16,11,35,634,38,0,,,,,,,,,,,,1043,0,44,1087,1524
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1399,3,29,214,16,9,31,15,68,681,40,0,,,,,,,,,,,,1103,1,51,1155,1564
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1400,1,12,50,9,5,4,6,18,138,4,0,,,,,,,,,,,,246,0,17,263,387
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1401,1,16,95,5,4,14,9,16,267,14,1,,,,,,,,,,,,441,0,18,459,626
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1402,2,65,96,4,12,10,9,46,337,38,2,,,,,,,,,,,,619,1,16,636,851
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1403,3,434,190,41,13,51,21,43,604,32,12,2,1,0,1,1,1,0,0,1,0,0,1448,0,74,1522,2242
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1404,1,114,31,6,2,11,3,8,27,10,0,0,0,0,0,0,0,0,0,0,0,0,212,0,29,241,344
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1405,1,55,85,29,6,7,1,13,35,2,0,0,0,0,0,0,0,0,0,0,0,0,233,0,16,249,471
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1406,1,136,137,2,7,10,5,27,60,17,6,0,0,0,1,3,1,0,0,0,0,0,412,0,64,476,715
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1407,2,326,107,7,3,3,0,25,54,32,2,0,0,0,4,3,0,0,0,0,0,0,566,0,42,608,778
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1408,2,227,111,15,6,11,7,30,137,13,5,0,0,0,0,0,1,0,0,1,0,0,564,0,57,621,846
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1409,1,334,103,4,2,3,0,6,59,3,9,1,0,0,0,2,0,0,0,0,0,0,526,0,23,549,712
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1410,5,468,203,18,10,36,28,33,374,68,11,1,2,0,2,4,3,0,0,1,0,0,1262,0,113,1375,1966
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1411,2,219,121,34,6,5,1,8,85,16,4,0,1,0,0,3,0,0,0,0,0,0,503,0,65,568,755
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1412,2,201,114,6,14,7,3,23,122,37,6,1,1,1,0,0,2,1,0,1,0,0,540,0,40,580,796
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1413,1,112,118,10,3,2,5,17,118,33,1,0,1,0,0,0,0,0,0,0,0,0,420,0,0,420,653
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1414,3,137,256,23,22,29,13,46,240,217,1,1,3,0,3,2,3,0,1,1,0,2,1000,1,93,1094,1553
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1415,2,350,108,17,8,29,7,8,288,27,13,0,0,0,1,0,0,0,0,0,0,0,856,0,68,924,1294
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1416,1,106,40,2,1,8,2,13,67,0,2,0,0,0,0,1,0,0,0,0,0,0,242,0,12,254,365
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1417,2,172,133,18,9,19,11,20,124,33,2,0,1,0,2,2,0,0,0,0,0,0,546,0,50,596,910
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1418,1,159,47,15,10,37,9,5,96,12,0,0,0,0,0,0,0,0,0,0,0,0,390,0,63,453,621
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1419,2,284,121,21,9,24,2,18,117,61,2,1,0,0,0,0,0,0,0,1,0,2,663,0,9,672,1068
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1420,1,30,45,27,7,20,5,18,87,1,4,0,0,0,0,1,1,0,0,1,0,0,247,0,33,280,368
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1421,1,122,36,8,8,9,5,9,71,3,3,0,0,0,0,0,0,0,0,0,0,0,274,36,0,310,445
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1422,3,81,212,147,14,49,12,29,205,15,8,2,0,0,5,0,0,0,1,0,0,0,780,1,74,855,1254
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1423,3,173,202,40,5,40,12,17,361,27,2,0,8,0,2,1,1,1,0,0,0,1,893,0,72,965,1262
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1424,2,74,124,8,3,39,7,12,171,9,2,1,0,0,1,0,0,1,0,0,0,0,452,0,28,480,802
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1425,2,128,141,20,4,24,7,17,224,5,1,0,1,0,3,3,0,0,0,1,0,0,579,0,54,633,902
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1426,2,63,118,44,7,9,9,29,149,13,4,0,2,0,1,0,0,0,0,0,0,0,448,0,67,515,766
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1427,1,49,31,15,1,9,6,9,214,6,0,0,0,0,0,0,0,0,0,0,0,0,340,0,43,383,545
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1428,4,427,275,59,17,36,13,58,781,38,9,0,2,0,0,2,1,0,0,0,0,2,1720,0,81,1801,2003
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1429,3,158,206,10,31,16,7,116,586,23,0,,,,,,,,,,,,1153,0,50,1203,1838
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1430,4,205,299,13,40,38,21,371,897,26,2,,,,,,,,,,,,1912,1,91,2004,2861
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1431,3,170,152,22,36,21,14,143,648,20,2,,,,,,,,,,,,1228,1,57,1286,1927
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1432,3,126,180,14,27,19,7,157,500,14,2,,,,,,,,,,,,1046,2,49,1097,1572
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1433,3,104,101,12,14,22,11,103,532,30,0,,,,,,,,,,,,929,1,52,982,1501
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1434,3,180,147,8,18,28,9,105,607,31,3,,,,,,,,,,,,1136,0,67,1203,1742
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1435,3,149,123,13,15,22,12,71,486,14,0,,,,,,,,,,,,905,0,56,961,1511
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1436,3,124,175,18,20,28,13,128,570,28,0,,,,,,,,,,,,1104,0,22,1126,1818
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1437,3,137,171,11,29,32,14,151,556,49,0,,,,,,,,,,,,1150,0,40,1190,1840
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1438,4,193,245,25,34,43,29,153,769,41,2,,,,,,,,,,,,1534,0,66,1600,2286
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1439,2,94,137,8,17,22,3,98,372,54,1,,,,,,,,,,,,806,0,34,840,1410
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1440,2,28,169,5,29,10,9,28,295,15,1,,,,,,,,,,,,589,0,21,610,798
