ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,32,CARRILLO PUERTO,8,26,2252,900,138,467,318,151,130,3946,94,22,15,4,1,24,54,19,3,24,,8562,3,279,8844,12660,
30,VERACRUZ,33,CASTILLO DE TEAYO,15,26,3224,1270,179,257,411,208,96,3877,115,48,40,6,1,18,68,34,5,21,,9878,0,363,10241,14407,
30,VERACRUZ,34,CATEMACO,24,53,5033,1536,1074,560,809,483,1170,9475,423,139,113,17,11,61,230,90,25,59,,21308,1,1008,22317,35113,
30,VERACRUZ,35,CAZONES DE HERRERA,15,35,4880,2207,443,152,231,90,104,4077,68,43,48,9,0,33,56,27,4,21,,12493,2,290,12785,18558,
30,VERACRUZ,36,CERRO AZUL,24,35,2055,1766,135,319,216,884,255,5773,118,40,9,25,2,45,62,28,2,14,,11748,4,302,12054,18254,
30,VERACRUZ,56,CHACALTIANGUIS,10,20,1788,1184,467,48,124,76,81,1951,52,42,76,3,4,32,30,11,0,9,,5978,1,246,6225,9128,
30,VERACRUZ,57,CHALMA,9,19,713,682,1794,403,101,84,118,2066,133,16,23,0,2,39,0,0,0,0,,6174,0,304,6478,9268,
30,VERACRUZ,58,CHICONAMEL,6,9,298,482,1288,69,42,27,26,801,56,18,20,0,0,27,0,0,0,0,,3154,0,155,3309,4635,
30,VERACRUZ,59,CHICONQUIACO,8,17,2382,762,92,888,87,86,38,1445,30,28,28,9,1,120,20,4,0,9,,6029,0,209,6238,9201,
30,VERACRUZ,60,CHICONTEPEC,47,78,3407,1431,2226,6296,792,742,636,10551,303,80,75,8,19,169,0,0,0,0,,26735,5,1581,28321,38584,
30,VERACRUZ,61,CHINAMECA,13,32,1123,1341,280,66,251,80,146,4840,104,36,21,1,2,31,90,29,17,25,,8483,1,256,8740,13393,
30,VERACRUZ,62,CHINAMPA DE GOROSTIZA,10,20,2680,449,62,95,97,75,49,2930,53,32,12,3,0,22,66,26,5,22,,6678,0,141,6819,10397,
30,VERACRUZ,64,CHOCAMAN,7,23,1955,1021,796,356,167,213,284,2803,733,88,93,14,3,36,0,0,0,0,,8562,1,510,9073,13453,
30,VERACRUZ,65,CHONTLA,10,19,2965,1831,143,181,94,55,92,1123,21,31,22,5,1,82,0,0,0,0,,6646,0,222,6868,9436,
30,VERACRUZ,66,CHUMATLAN,2,5,540,153,270,19,59,395,91,506,22,2,3,8,3,0,4,1,0,1,,2077,0,62,2139,2911,
30,VERACRUZ,37,CITLALTEPETL,9,14,2203,1270,96,136,96,49,52,1351,20,9,4,2,1,31,0,0,0,0,,5320,0,140,5460,7277,
30,VERACRUZ,38,COACOATZINTLA,5,14,1466,351,176,286,125,174,61,1569,91,44,24,8,2,26,34,13,3,8,,4461,1,133,4595,7111,
30,VERACRUZ,39,COAHUITLAN,3,8,1164,644,87,33,116,33,33,1101,37,17,14,3,2,8,27,3,2,2,,3326,1,151,3478,5295,
30,VERACRUZ,40,COATEPEC,51,119,11549,5092,1118,992,789,909,909,19372,577,215,178,41,7,124,285,119,7,81,,42364,24,1599,43987,67104,
30,VERACRUZ,41,COATZACOALCOS,190,456,21795,11916,2471,1301,2295,2489,3804,98557,2223,715,239,101,28,339,2664,521,71,699,2778,155006,140,3786,158932,247776,
30,VERACRUZ,42,COATZINTLA,29,68,2997,1859,7000,276,472,414,842,9190,175,276,233,22,31,51,186,80,11,51,,24166,6,647,24819,38693,
30,VERACRUZ,43,COETZALA,2,4,232,306,22,25,14,82,11,454,10,4,1,2,2,20,6,1,4,0,,1196,0,57,1253,1687,
30,VERACRUZ,44,COLIPA,6,10,138,130,1716,183,52,48,47,809,16,6,20,2,6,4,5,6,1,1,,3190,0,82,3272,4446,
30,VERACRUZ,45,COMAPA,10,28,4114,2988,131,332,65,91,64,1546,50,37,18,15,5,44,0,0,0,0,,9500,0,380,9880,14197,
30,VERACRUZ,46,CORDOBA,114,250,16100,18069,1220,2732,1868,1408,5722,48620,1417,295,133,61,27,579,831,263,38,271,,99654,103,3518,103275,153995,
30,VERACRUZ,47,COSAMALOAPAN,41,85,7012,3772,937,357,653,554,266,10641,221,115,99,28,9,99,150,68,16,56,,25053,5,901,25959,42021,
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,21,3113,1199,218,122,137,140,97,1887,59,67,47,14,5,29,29,9,0,15,,7187,0,404,7591,11082,
30,VERACRUZ,49,COSCOMATEPEC,22,59,3285,5537,3467,417,427,333,870,5119,247,138,247,23,11,204,0,0,0,0,,20325,3,1181,21509,35511,
30,VERACRUZ,50,COSOLEACAQUE,68,153,4248,8200,1210,806,957,604,553,35699,605,114,81,19,15,184,622,222,16,167,,54322,14,1467,55803,87773,
30,VERACRUZ,51,COTAXTLA,14,30,3674,935,140,355,205,222,111,4849,223,54,30,10,2,33,84,30,9,56,,11022,0,290,11312,15942,
30,VERACRUZ,52,COXQUIHUI,9,19,3163,1105,288,379,120,88,67,1628,55,45,35,3,3,54,27,7,1,4,,7072,1,225,7298,10578,
30,VERACRUZ,53,COYUTLA,11,27,4403,805,336,97,374,171,296,4373,115,50,51,13,2,12,73,14,7,15,,11207,3,452,11662,15731,
30,VERACRUZ,54,CUICHAPA,7,15,1795,1107,69,61,102,122,43,2494,46,41,17,6,1,28,38,18,3,19,,6010,0,186,6196,8753,
30,VERACRUZ,55,CUITLAHUAC,17,38,2330,1199,233,1078,230,279,213,6625,139,36,18,6,2,44,79,26,8,32,,12577,7,500,13084,20135,
30,VERACRUZ,207,EL HIGO,16,28,2319,1811,164,122,187,134,124,4046,108,27,14,7,2,46,88,42,5,25,,9271,0,363,9634,14404,
30,VERACRUZ,67,EMILIANO ZAPATA,34,88,6873,4127,1317,1107,620,401,864,14519,382,155,206,34,4,115,206,78,3,57,,31068,25,938,32031,49145,
30,VERACRUZ,68,ESPINAL,14,36,2634,2418,1792,221,224,204,588,3294,99,66,103,4,5,62,48,14,3,14,,11793,1,462,12256,18923,
30,VERACRUZ,69,FILOMENO MATA,5,16,1854,1570,175,119,341,992,69,1381,76,25,9,5,2,34,17,6,1,2,,6678,0,165,6843,9791,
30,VERACRUZ,70,FORTIN,27,78,7266,2569,762,850,533,737,564,16425,476,124,83,22,19,82,265,80,10,86,,30953,23,1076,32052,47450,
30,VERACRUZ,71,GUTIERREZ ZAMORA,23,35,2226,1083,585,422,268,1976,492,4065,134,75,18,25,8,24,86,28,8,24,,11547,19,422,11988,18098,
30,VERACRUZ,72,HIDALGOTITLAN,12,24,3354,1256,386,118,163,153,104,2232,52,98,55,11,3,14,37,21,1,9,,8067,0,268,8335,12300,
30,VERACRUZ,73,HUATUSCO,26,72,7964,3881,839,1423,352,511,291,9903,488,225,125,33,11,281,0,0,0,0,,26327,40,1305,27672,40664,
30,VERACRUZ,74,HUAYACOCOTLA,18,31,1269,1325,2155,96,959,200,94,2839,93,72,119,4,7,32,77,54,7,18,,9420,0,502,9922,13697,
30,VERACRUZ,75,HUEYAPAN DE OCAMPO,27,54,4692,1900,842,237,905,445,453,7015,257,119,84,23,6,57,259,82,20,61,,17457,0,803,18260,29441,
30,VERACRUZ,76,HUILOAPAN DE CUAUHTEMOC,4,9,615,186,97,92,78,196,76,1736,48,27,3,5,2,3,22,8,1,4,,3199,0,104,3303,4976,
30,VERACRUZ,77,IGNACIO DE LA LLAVE,16,26,3577,1968,105,169,110,108,78,1812,38,43,51,10,1,55,11,11,0,12,,8159,14,298,8471,13054,
30,VERACRUZ,78,ILAMATLAN,13,21,1145,809,135,58,621,1957,53,818,133,15,15,7,6,8,14,7,0,4,,5805,0,355,6160,8615,
30,VERACRUZ,79,ISLA,17,55,5665,1188,429,315,680,312,211,6095,199,127,81,34,4,52,170,81,8,42,,15693,4,769,16466,28743,
30,VERACRUZ,80,IXCATEPEC,8,16,1287,900,1742,240,87,76,69,1729,58,14,28,2,2,20,0,0,0,0,,6254,4,232,6490,8795,
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,14,2141,2237,320,45,38,69,21,516,36,15,20,3,0,54,7,1,2,4,,5529,0,163,5692,7698,
30,VERACRUZ,82,IXHUATLAN DE MADERO,33,62,6956,3747,1702,315,668,358,379,7150,248,110,212,25,12,56,125,50,11,33,,22157,5,1201,23363,33434,
30,VERACRUZ,83,IXHUATLAN DEL CAFE,11,26,2741,1383,484,357,370,271,158,3244,163,55,52,9,1,65,0,0,0,0,,9353,6,486,9845,15619,
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,23,881,533,1037,44,143,127,41,4699,87,45,59,0,4,19,83,26,4,39,,7871,0,207,8078,11904,
30,VERACRUZ,85,IXHUATLANCILLO,7,18,1258,488,1981,524,302,194,132,3343,186,90,80,6,15,29,98,26,8,34,,8794,1,464,9259,14893,
30,VERACRUZ,86,IXMATLAHUACAN,7,15,1375,331,81,51,87,98,57,868,22,12,13,3,1,4,15,2,0,4,,3024,0,92,3116,4809,
30,VERACRUZ,87,IXTACZOQUITLAN,32,83,6673,3299,801,952,689,623,420,16105,469,129,70,25,8,92,307,114,12,90,,30878,15,986,31879,46008,
30,VERACRUZ,88,JALACINGO,18,49,5237,2185,462,2153,419,590,194,4468,135,88,80,28,0,78,59,44,4,24,,16248,3,761,17012,26393,
30,VERACRUZ,90,JALCOMULCO,4,7,334,319,300,29,43,468,10,893,19,19,11,7,0,5,7,3,2,3,,2472,1,82,2555,4020,
30,VERACRUZ,91,JALTIPAN,33,66,3751,2404,333,187,265,196,201,11165,187,86,52,7,2,47,186,50,8,44,,19171,3,463,19637,29572,
30,VERACRUZ,92,JAMAPA,8,15,1980,774,81,487,80,157,57,1406,128,68,32,14,1,45,52,9,2,12,,5385,1,171,5557,8490,
30,VERACRUZ,93,JESUS CARRANZA,22,42,2274,1078,754,175,301,360,170,5383,138,114,101,14,8,16,136,40,6,41,,11109,4,435,11548,18747,
30,VERACRUZ,94,JILOTEPEC,9,20,1749,1285,268,184,149,208,107,3066,110,53,28,6,1,40,40,19,3,15,,7331,1,245,7577,11364,
30,VERACRUZ,168,JOSE AZUETA,19,37,2526,974,279,322,267,221,169,3692,91,45,49,5,0,22,73,33,10,31,,8809,3,432,9244,17540,
30,VERACRUZ,95,JUAN RODRIGUEZ CLARA,22,44,5297,2610,627,176,246,250,89,4452,95,125,102,20,5,63,82,37,7,29,,14312,3,627,14942,25823,
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,26,1254,696,905,1999,151,100,103,1633,79,55,159,2,8,163,53,9,6,23,,7398,2,424,7824,11735,
30,VERACRUZ,17,LA ANTIGUA,21,39,4046,2054,228,361,287,206,125,5537,154,71,39,9,2,57,82,39,3,21,,13321,7,444,13772,23101,
30,VERACRUZ,128,LA PERLA,8,28,5048,870,310,1147,85,230,63,670,49,134,91,25,22,186,10,6,1,8,,8955,3,448,9406,14046,
30,VERACRUZ,97,LANDERO Y COSS,2,3,486,74,13,107,11,47,5,195,2,3,0,1,0,1,3,2,0,2,,952,0,29,981,1456,
30,VERACRUZ,63,LAS CHOAPAS,43,112,8076,3330,659,420,1131,688,279,13955,424,524,149,63,14,107,621,124,21,133,,30718,5,1508,32231,55115,
30,VERACRUZ,108,LAS MINAS,2,4,611,244,15,77,15,35,9,254,5,1,7,2,2,12,1,0,0,3,,1293,0,57,1350,2082,
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,30,3384,1463,269,180,182,201,109,2563,74,66,34,17,1,23,19,15,2,7,,8609,3,270,8882,12691,
30,VERACRUZ,98,LERDO DE TEJADA,16,29,2855,672,365,567,145,132,140,4259,94,56,52,16,0,31,62,26,0,16,,9488,2,331,9821,15334,
30,VERACRUZ,138,LOS REYES,3,5,690,778,61,44,79,219,209,473,21,17,5,7,1,21,2,2,0,3,,2632,0,138,2770,3710,
30,VERACRUZ,99,MAGDALENA,3,6,631,233,23,11,72,24,7,441,13,16,3,6,1,1,9,3,0,0,,1494,0,56,1550,1979,
30,VERACRUZ,100,MALTRATA,9,30,1817,334,362,280,165,118,499,2286,98,51,35,6,4,17,82,30,3,28,,6215,0,316,6531,11359,
30,VERACRUZ,101,MANLIO FABIO ALTAMIRANO,16,34,2637,929,138,427,275,1172,246,4025,140,85,25,108,3,41,70,20,0,21,,10362,4,387,10753,17041,
30,VERACRUZ,102,MARIANO ESCOBEDO,16,36,2768,1019,1437,1203,346,441,206,5278,241,104,79,21,11,59,107,43,2,30,,13395,2,682,14079,22744,
30,VERACRUZ,103,MARTINEZ DE LA TORRE,62,140,9934,2720,1827,889,798,1786,2622,23394,465,282,138,74,21,90,367,169,9,124,,45709,14,1452,47175,77921,
30,VERACRUZ,104,MECATLAN,5,13,1259,847,147,101,433,82,84,1358,47,24,14,4,1,28,31,17,4,5,,4486,0,185,4671,7326,
30,VERACRUZ,105,MECAYAPAN,7,11,1558,1189,1933,84,166,129,146,2890,81,56,116,4,11,22,48,13,8,10,,8464,0,315,8779,13211,
30,VERACRUZ,106,MEDELLIN DE BRAVO,25,82,9403,2442,296,4301,433,724,226,8920,429,173,76,60,9,199,169,62,10,46,,27978,7,830,28815,50655,
30,VERACRUZ,107,MIAHUATLAN,3,7,268,161,702,204,32,23,16,808,8,16,29,0,0,16,4,6,0,1,,2294,1,52,2347,3221,
30,VERACRUZ,109,MINATITLAN,100,228,15472,7803,3580,686,1263,1260,3069,44716,566,539,341,52,31,158,734,241,32,172,,80715,24,1953,82692,124228,
30,VERACRUZ,110,MISANTLA,52,95,7449,2398,499,3867,506,1204,852,12664,204,111,66,54,4,158,161,84,6,65,,30352,4,882,31238,47009,
30,VERACRUZ,111,MIXTLA DE ALTAMIRANO,5,7,2621,1155,45,62,49,37,35,559,82,50,19,4,2,33,3,1,0,0,,4757,0,175,4932,7261,
30,VERACRUZ,112,MOLOACAN,11,27,1354,1504,220,67,151,226,51,4019,108,89,23,16,6,30,126,23,6,28,,8047,2,247,8296,12310,
30,VERACRUZ,205,NANCHITAL DE LAZARO CARDENAS DEL RIO,20,43,1597,1870,629,92,167,255,62,10248,159,29,32,4,3,36,219,54,9,53,,15518,3,326,15847,23009,
30,VERACRUZ,113,NAOLINCO,13,28,3241,1256,346,1017,177,178,184,3474,86,55,62,7,3,55,49,21,3,20,,10234,0,341,10575,15369,
30,VERACRUZ,114,NARANJAL,3,7,582,616,66,28,33,121,20,828,17,3,4,3,0,20,9,4,3,1,,2358,0,70,2428,3366,
30,VERACRUZ,15,NARANJOS AMATLAN,19,36,3287,1685,296,393,203,219,302,6239,116,37,17,3,2,44,0,0,0,0,,12843,3,476,13322,19355,
30,VERACRUZ,115,NAUTLA,11,18,1150,566,514,870,107,65,89,1747,42,17,18,2,3,40,26,9,0,8,,5273,0,186,5459,7951,
30,VERACRUZ,116,NOGALES,19,52,3002,1562,1127,905,446,434,512,11445,485,86,51,14,9,69,232,66,20,81,,20546,8,868,21422,33158,
30,VERACRUZ,117,OLUTA,10,22,2350,606,452,66,108,90,51,3201,92,55,35,2,0,11,65,19,3,14,,7220,2,196,7418,11809,
30,VERACRUZ,118,OMEALCA,16,26,1683,2422,177,108,236,229,108,5433,115,15,23,5,4,51,79,22,5,37,,10752,2,373,11127,16487,
30,VERACRUZ,119,ORIZABA,98,178,12672,8701,998,4452,1100,1316,1209,31623,896,266,85,49,12,341,561,198,17,136,,64632,52,1879,66563,97209,
30,VERACRUZ,120,OTATITLAN,5,11,736,539,88,30,70,55,30,1033,22,13,10,1,4,16,31,10,0,8,,2696,0,118,2814,4246,
30,VERACRUZ,121,OTEAPAN,6,13,722,868,264,86,169,68,163,3225,183,23,13,4,0,18,50,13,2,22,,5893,0,164,6057,9821,
30,VERACRUZ,122,OZULUAMA,29,39,3803,1644,234,170,168,177,302,1910,132,76,49,9,2,34,33,20,3,26,,8792,0,327,9119,15243,
30,VERACRUZ,123,PAJAPAN,9,27,2148,627,225,107,227,152,126,3732,86,33,46,2,1,16,55,18,4,13,,7618,0,349,7967,12288,
30,VERACRUZ,124,PANUCO,83,141,15732,6033,679,1053,926,519,966,16061,506,150,122,53,7,144,292,146,17,105,,43511,5,1572,45088,68376,
30,VERACRUZ,125,PAPANTLA,92,218,10599,8589,8143,1971,2015,3545,1169,33394,920,480,280,72,38,214,635,205,23,189,,72481,20,2337,74838,119982,
30,VERACRUZ,127,PASO DE OVEJAS,24,48,5813,1939,290,339,237,274,256,5231,165,70,50,18,7,42,55,39,6,18,,14849,17,427,15293,24755,
30,VERACRUZ,126,PASO DEL MACHO,14,40,2762,1240,2223,411,177,213,2865,4820,120,24,59,6,7,27,48,17,0,28,,15047,3,636,15686,22358,
30,VERACRUZ,129,PEROTE,31,69,7913,7722,1549,574,508,614,731,9715,262,101,125,10,6,238,100,53,8,38,,30267,7,1297,31571,47828,
30,VERACRUZ,130,PLATON SANCHEZ,14,24,3119,1073,240,397,149,86,124,2704,101,47,44,5,1,44,0,0,0,0,,8134,0,338,8472,12349,
30,VERACRUZ,131,PLAYA VICENTE,24,53,7958,1455,501,204,509,295,135,7095,126,151,93,33,2,51,78,76,7,41,,18810,4,647,19461,28813,
30,VERACRUZ,132,POZA RICA DE HIDALGO,110,256,15379,8610,8691,1309,1895,1582,3315,50209,829,672,439,60,44,169,815,414,15,185,,94632,34,2466,97132,147043,
30,VERACRUZ,133,PUEBLO VIEJO,40,67,6400,1722,571,463,453,381,241,6346,3265,130,51,16,6,48,222,48,11,173,,20547,6,635,21188,33807,
30,VERACRUZ,134,PUENTE NACIONAL,15,33,3188,2370,384,808,163,281,106,3143,72,75,48,19,1,130,41,18,2,8,,10857,3,308,11168,16876,
30,VERACRUZ,135,RAFAEL DELGADO,9,22,2365,1296,205,182,480,180,162,3864,120,67,25,10,0,41,64,33,1,20,,9115,2,336,9453,13861,
30,VERACRUZ,136,RAFAEL LUCIO,3,9,1208,448,225,76,69,82,37,1564,48,27,33,5,1,13,16,7,1,16,,3876,0,136,4012,5695,
30,VERACRUZ,139,RIO BLANCO,24,61,3427,1484,957,639,290,614,323,12901,422,78,48,7,5,51,232,67,10,73,,21628,12,697,22337,33526,
30,VERACRUZ,140,SALTABARRANCA,5,11,897,233,135,407,99,45,35,1060,53,15,13,2,2,21,13,6,0,6,,3042,0,122,3164,4879,
30,VERACRUZ,141,SAN ANDRES TENEJAPAN,2,3,433,295,100,12,31,37,18,295,40,9,7,1,0,6,8,4,0,2,,1298,0,69,1367,1823,
30,VERACRUZ,142,SAN ANDRES TUXTLA,81,210,22205,5980,2824,2404,1037,1299,1043,25827,624,748,438,102,40,365,621,170,38,135,,65900,13,3093,69006,117374,
30,VERACRUZ,143,SAN JUAN EVANGELISTA,27,51,4526,1863,535,168,305,260,140,5751,169,130,76,16,5,40,100,35,4,37,,14160,2,514,14676,23874,
30,VERACRUZ,211,SAN RAFAEL,28,46,2493,1859,2906,226,181,331,1307,4826,105,60,98,13,3,32,43,29,6,18,,14536,1,428,14965,22793,
30,VERACRUZ,212,SANTIAGO SOCHIAPAN,7,16,1103,927,121,56,130,72,46,2496,47,10,6,2,0,23,29,27,1,14,,5110,0,198,5308,8928,
30,VERACRUZ,144,SANTIAGO TUXTLA,38,75,2565,2638,8250,657,327,419,1672,8285,181,205,325,17,33,126,149,46,15,56,,25966,8,1259,27233,43254,
30,VERACRUZ,145,SAYULA DE ALEMAN,19,42,1857,3140,2114,334,194,263,75,5267,104,54,113,5,3,112,75,20,6,26,,13762,2,401,14165,22820,
30,VERACRUZ,147,SOCHIAPA,2,5,636,402,55,105,49,23,19,473,17,14,10,1,0,13,0,0,0,0,,1817,0,100,1917,2744,
30,VERACRUZ,146,SOCONUSCO,8,20,1376,370,262,75,150,984,44,3180,55,21,9,15,4,4,34,17,1,9,,6610,1,168,6779,10113,
30,VERACRUZ,148,SOLEDAD ATZOMPA,9,23,1026,1739,1627,270,534,307,317,3778,142,13,53,6,8,27,26,34,5,26,,9938,0,714,10652,14026,
30,VERACRUZ,149,SOLEDAD DE DOBLADO,17,40,4868,2263,184,326,183,333,413,5012,143,73,57,22,1,53,75,19,2,31,,14058,3,526,14587,21396,
30,VERACRUZ,150,SOTEAPAN,11,28,4097,3711,375,210,493,303,178,5121,212,92,82,17,2,124,113,20,12,45,,15207,1,738,15946,23144,
30,VERACRUZ,151,TAMALIN,8,15,1593,1946,41,70,217,1132,54,1114,18,28,4,15,2,61,20,8,0,4,,6327,2,101,6430,8470,
30,VERACRUZ,152,TAMIAHUA,21,37,3352,1567,691,1923,207,170,223,2389,75,64,44,10,1,59,36,16,5,15,,10847,1,439,11287,16864,
30,VERACRUZ,153,TAMPICO ALTO,19,23,2544,702,77,56,116,100,53,1295,162,33,11,9,1,14,34,8,3,19,,5237,9,185,5431,8693,
30,VERACRUZ,154,TANCOCO,7,9,1291,423,116,96,38,45,125,872,16,22,3,3,1,21,0,0,0,0,,3072,0,96,3168,4371,
30,VERACRUZ,155,TANTIMA,11,16,3549,1126,53,83,85,60,36,1226,41,36,10,9,1,18,18,6,1,11,,6369,0,160,6529,9056,
30,VERACRUZ,156,TANTOYUCA,60,126,23699,7162,757,2533,652,450,469,10812,405,226,131,24,2,363,0,0,0,0,,47685,8,1524,49217,68338,
30,VERACRUZ,210,TATAHUICAPAN DE JUAREZ,8,26,1022,1573,575,187,141,137,92,3231,70,34,47,7,7,65,47,19,6,7,,7267,3,421,7691,11032,
30,VERACRUZ,157,TATATILA,4,9,1374,317,47,31,28,400,11,360,14,22,14,14,1,1,0,0,0,0,,2634,0,101,2735,3752,
30,VERACRUZ,158,TECOLUTLA,28,43,3203,1596,552,722,194,924,345,3986,107,65,34,21,5,54,65,20,2,32,,11927,17,409,12353,18452,
30,VERACRUZ,159,TEHUIPANGO,7,19,3448,2089,356,176,980,225,157,2408,205,31,43,11,3,61,31,21,6,8,,10259,1,722,10982,15559,
30,VERACRUZ,160,TEMPOAL,30,49,6311,2022,483,224,394,301,278,5079,250,44,55,26,1,54,104,40,4,43,,15713,0,712,16425,24826,
30,VERACRUZ,161,TENAMPA,3,8,1439,862,81,55,40,41,27,573,44,19,17,6,19,23,0,0,0,0,,3246,0,176,3422,4797,
