CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0014,B,126,167,5,0,1,112,5,6,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,427,9,436,603,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0014B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0014,C01,140,153,0,2,1,120,10,3,5,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,438,9,447,603,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0014C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0014,C02,136,167,6,0,0,110,5,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,433,6,439,602,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0014C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0015,B,142,150,1,0,2,114,2,6,15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,434,17,451,624,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0015B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0015,C01,122,164,1,2,1,118,8,4,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,426,6,432,624,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0015C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0016,B,118,142,0,2,0,96,6,2,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,371,5,376,521,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0016B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0016,C01,133,135,0,0,0,65,4,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,344,4,349,520,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0016C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0017,B,97,141,2,0,0,73,8,2,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,328,7,335,470,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0017B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0017,C01,105,132,3,0,0,72,8,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,324,5,329,470,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0017C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0018,B,137,144,1,0,1,103,8,5,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,404,3,407,533,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0018B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0018,C01,94,155,0,0,0,101,5,2,6,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,367,6,373,533,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0018C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0018,E01,118,99,0,2,1,107,3,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,333,10,343,458,GRUPO DE RECUENTO,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0018E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0019,B,136,211,0,4,1,130,5,4,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,498,12,510,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0019B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0019,C01,136,211,4,0,0,138,7,9,3,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,516,13,529,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0019C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0019,C02,145,232,3,3,1,127,10,7,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,530,14,544,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0019C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0019,C03,156,216,2,1,0,126,6,7,8,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,526,9,535,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0019C3.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0020,B,28,77,1,0,0,110,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,219,4,223,341,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0020B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0020,E01,34,42,2,0,1,42,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,126,0,126,245,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0020E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0021,B,90,136,1,1,0,47,1,5,6,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,289,7,296,551,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0021B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0022,B,154,134,0,0,1,247,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,539,10,549,697,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0022B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0023,B,131,178,3,4,1,107,5,3,4,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,0,441,12,453,620,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0023B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0023,C01,128,178,4,1,2,112,7,8,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,448,6,454,619,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0023C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0024,B,5,41,0,0,0,108,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,156,9,165,230,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0024B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0024,E01,169,109,3,0,3,177,13,9,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,484,14,498,654,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0024E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0025,B,68,124,2,0,0,133,0,5,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,335,15,350,451,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0025B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0025,C01,84,94,3,0,2,146,4,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,336,15,351,451,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0025C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0026,B,199,99,4,2,2,75,3,29,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,419,7,426,582,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0026B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0027,B,163,125,0,0,0,77,2,0,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,372,9,381,526,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0027B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0027,E01,120,77,0,0,2,77,0,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,280,6,286,388,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0027E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0027,E01C01,116,57,1,1,0,84,1,0,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,271,9,280,388,GRUPO DE RECUENTO,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0027E01C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0028,B,151,157,1,2,0,124,9,4,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,451,6,457,601,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0028B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0029,B,12,70,0,1,0,92,3,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,181,4,185,237,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0029B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0030,B,79,102,1,1,0,96,1,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,286,6,292,397,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0030B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0030,C01,62,88,0,0,3,96,1,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,255,6,261,397,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0030C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0030,E01,97,118,1,1,2,132,9,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,362,6,368,518,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0030E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0031,B,133,209,1,0,1,130,3,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,483,21,504,611,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0031B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0032,B,76,76,0,1,1,116,3,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,275,12,287,394,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0032B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0032,C01,123,72,0,0,1,91,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,292,14,306,394,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0032C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0033,B,23,183,1,14,2,162,9,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,397,9,406,469,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0033B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0033,E01,122,120,13,2,7,103,0,81,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,452,24,476,587,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0033E01.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0033,E02,45,38,0,0,1,70,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,156,0,156,186,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALDAMA/A_0033E02.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,B,180,146,2,5,2,7,4,4,6,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,359,8,367,630,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,C01,210,149,3,1,6,13,2,6,3,4,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,400,6,406,630,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,C02,209,141,2,2,3,10,1,6,2,1,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,0,381,2,383,630,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,C03,185,143,2,2,3,7,1,8,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,358,1,359,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034C3.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,C04,193,126,9,6,16,12,3,4,4,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,1,377,6,378,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034C4.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,C05,206,109,3,0,4,15,2,4,4,3,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,0,354,3,357,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0034C5.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0035,B,192,158,5,2,7,16,2,5,6,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,1,397,8,406,712,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0035B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0035,C01,183,172,6,3,8,29,5,7,2,3,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,0,425,4,429,712,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0035C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0036,B,190,166,4,2,5,13,5,13,2,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,0,405,6,411,692,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0036B.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0036,C01,175,168,7,0,2,22,0,6,2,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,0,385,6,391,692,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0036C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0036,C02,189,150,6,7,6,18,3,11,2,1,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,402,4,406,692,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0036C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0037,B,131,99,1,2,3,9,0,1,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,0,251,5,256,430,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/ALTAMIRA/A_0037B.pdf
