ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,MC,NA,PVEM,ES,MORENA,PT,CQ,QI,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,PRI_PVEM,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRI_PVEM,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,1,0,C01,117,72,8,6,4,8,10,113,8,1,7,1,5,0,0,0,2,1,1,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,387,0,11,398,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,2,0,C02,138,72,3,3,5,4,10,120,14,3,9,2,3,1,0,0,2,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,408,0,7,415,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,3,0,C03,97,67,4,4,4,14,12,124,15,3,12,5,1,0,1,1,0,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,384,0,6,390,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,4,0,C04,123,52,6,3,2,9,10,126,7,2,8,3,0,3,0,2,1,1,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,380,0,10,390,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,5,0,C05,129,62,4,3,5,11,21,154,3,1,9,1,1,0,0,0,0,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,423,0,6,429,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,6,0,C06,106,73,4,1,4,13,14,125,5,3,6,7,1,1,0,1,1,0,1,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,383,1,12,396,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,7,0,C07,105,60,13,5,1,11,16,129,3,2,4,1,0,1,1,1,3,2,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,380,0,6,386,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,8,0,C08,98,71,3,6,6,5,10,130,8,2,6,4,2,0,0,1,0,0,1,1,,,,,16,,,,,,,,,,,,,,,,,,,,,,370,0,14,384,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,9,0,C09,119,55,4,5,0,6,12,141,10,4,11,3,0,0,1,0,4,2,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,393,0,7,400,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,10,0,C10,124,60,6,5,5,11,17,138,9,1,14,1,1,0,0,1,1,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,413,0,9,422,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,11,0,C11,118,63,4,2,3,7,11,146,11,2,6,5,0,1,0,3,3,0,0,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,402,0,11,413,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,12,0,C12,95,79,5,4,0,6,7,138,9,4,11,3,1,1,0,1,4,1,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,390,0,7,397,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,13,0,C13,99,59,6,5,2,7,10,142,11,1,3,8,0,0,1,2,3,2,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,386,0,12,398,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,14,0,C14,95,66,4,5,3,5,14,138,11,2,8,4,1,2,0,2,1,0,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,,,376,1,11,388,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,15,0,C15,91,73,6,2,3,7,14,136,8,3,17,10,2,1,0,0,3,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,396,1,12,409,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,16,0,C16,105,79,8,4,4,3,13,113,13,3,14,4,1,3,0,0,1,1,0,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,386,0,7,393,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,C,17,0,C17,105,55,8,5,1,9,10,122,9,1,9,9,4,4,0,2,3,0,0,0,,,,,31,,,,,,,,,,,,,,,,,,,,,,387,0,14,401,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,E,1,0,E01,287,59,5,4,1,3,6,67,3,1,7,5,0,1,0,2,4,0,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,481,0,5,486,709,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,278,E,1,1,E01C01,284,69,6,5,0,10,9,78,3,1,11,3,0,0,0,1,2,2,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,512,0,4,516,708,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,287,B,1,0,B,57,43,4,2,9,8,11,96,2,2,3,2,2,0,0,0,1,1,0,0,,,,,10,,,,,,,,,,,,,,,,,,,,,,253,0,10,263,507,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,287,C,1,0,C01,59,35,3,1,2,11,9,110,8,1,6,0,0,1,0,1,1,2,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,261,0,6,267,507,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,287,C,2,0,C02,72,41,3,2,8,9,11,95,12,4,7,4,0,0,0,0,0,0,0,0,,,,,10,,,,,,,,,,,,,,,,,,,,,,278,0,5,283,507,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,288,B,1,0,B,109,60,8,3,2,10,16,165,10,3,7,6,1,0,0,2,3,1,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,430,0,8,438,733,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,288,C,1,0,C01,99,65,4,4,0,14,12,132,10,4,6,6,5,0,1,5,5,2,1,1,,,,,25,,,,,,,,,,,,,,,,,,,,,,401,0,15,416,733,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,288,C,2,0,C02,109,91,7,4,6,12,14,144,6,3,13,2,0,1,0,1,0,0,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,437,0,2,439,732,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,288,C,3,0,C03,97,81,9,5,3,10,12,143,8,5,10,4,4,0,0,0,1,1,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,413,1,9,423,732,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,296,B,1,0,B,98,82,3,4,1,12,18,127,12,2,9,3,0,1,0,2,4,1,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,,,394,0,17,411,722,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,296,C,1,0,C01,92,71,1,3,3,9,18,162,17,1,9,3,0,0,1,1,4,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,414,0,15,429,722,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,B,1,0,B,133,86,6,6,9,14,16,125,6,3,13,5,1,2,0,0,1,0,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,451,0,9,460,745,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,1,0,C01,139,76,4,2,4,10,9,133,13,5,5,9,2,1,0,2,2,1,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,440,0,8,448,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,2,0,C02,112,72,3,1,2,12,21,140,2,3,16,7,1,1,0,1,3,0,1,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,425,1,11,437,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,3,0,C03,114,81,6,2,1,7,22,133,11,6,7,7,1,2,0,2,2,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,425,0,11,436,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,4,0,C04,130,68,8,5,3,9,12,132,10,4,21,6,1,2,0,1,0,2,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,440,2,5,447,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,5,0,C05,121,64,4,8,3,4,19,119,13,3,15,2,1,2,0,0,3,0,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,408,0,7,415,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,303,C,6,0,C06,131,69,6,7,6,10,12,171,10,2,9,3,1,3,1,2,2,1,1,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,471,1,11,483,744,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,B,1,0,B,120,75,5,6,2,9,14,145,12,4,7,4,1,4,0,1,2,0,1,0,,,,,30,,,,,,,,,,,,,,,,,,,,,,442,0,6,448,742,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,C,1,0,C01,129,61,8,6,6,7,12,145,9,3,13,3,1,2,0,2,0,0,1,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,425,1,8,434,741,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,C,2,0,C02,112,64,6,3,6,18,19,145,22,1,11,3,1,2,0,1,1,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,434,0,14,448,741,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,C,3,0,C03,124,71,6,5,4,4,22,138,9,1,11,3,1,0,0,1,0,0,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,424,0,7,431,741,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,C,4,0,C04,131,74,2,3,3,5,27,156,11,1,9,7,2,3,0,6,2,0,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,468,0,8,476,741,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,305,C,5,0,C05,117,71,1,5,5,9,8,163,17,2,12,5,1,0,0,3,4,1,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,448,0,6,454,741,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,B,1,0,B,129,74,3,3,3,12,14,129,7,8,14,2,0,1,0,1,2,0,0,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,431,0,12,443,699,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,1,0,C01,123,64,2,2,2,6,16,152,15,0,12,6,1,1,0,1,1,1,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,432,0,10,442,699,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,2,0,C02,118,72,7,3,3,12,14,160,6,5,14,2,1,2,0,0,2,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,440,0,8,448,699,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,3,0,C03,117,65,4,2,7,9,11,141,6,3,15,1,0,2,0,1,1,1,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,407,0,12,419,699,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,4,0,C04,111,80,5,6,4,12,17,126,11,1,11,6,4,1,1,1,2,1,2,0,,,,,34,,,,,,,,,,,,,,,,,,,,,,436,0,10,446,698,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,5,0,C05,117,68,2,3,5,10,9,135,9,4,10,2,2,1,0,1,1,0,1,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,408,0,5,413,698,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,318,C,6,0,C06,127,68,5,6,7,5,11,130,11,6,17,3,0,1,0,1,2,1,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,421,0,10,431,698,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,B,1,0,B,124,67,9,2,1,10,11,126,11,5,13,6,1,1,0,3,0,0,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,416,0,14,430,651,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,1,0,C01,117,79,1,2,3,10,10,127,6,5,8,8,2,1,1,4,4,0,0,0,,,,,45,,,,,,,,,,,,,,,,,,,,,,433,2,14,449,651,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,2,0,C02,111,66,4,2,2,6,13,134,15,4,13,3,1,1,0,0,1,0,0,0,,,,,30,,,,,,,,,,,,,,,,,,,,,,406,0,8,414,651,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,3,0,C03,87,64,4,3,6,9,15,148,7,7,11,5,3,0,0,0,1,0,0,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,399,0,10,409,651,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,4,0,C04,101,72,1,3,4,6,16,131,8,3,11,2,1,1,0,0,3,0,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,387,2,11,400,650,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,5,0,C05,85,66,6,3,0,15,11,151,19,6,7,6,0,2,0,1,1,0,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,404,0,11,415,650,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,319,C,6,0,C06,128,56,4,8,2,11,12,138,5,1,8,4,1,0,0,1,2,0,1,0,,,,,32,,,,,,,,,,,,,,,,,,,,,,414,0,10,424,650,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,320,B,1,0,B,121,70,3,3,5,11,12,87,8,5,10,4,2,2,0,4,2,0,1,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,371,0,10,381,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,320,C,1,0,C01,96,73,3,7,4,6,11,101,7,2,11,3,2,1,1,0,0,1,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,340,0,9,349,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,320,C,2,0,C02,101,68,5,2,5,10,14,111,8,2,9,3,1,1,0,0,2,0,1,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,369,1,11,381,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,320,C,3,0,C03,104,58,3,3,3,4,12,129,11,0,5,9,2,0,0,0,0,0,1,0,,,,,30,,,,,,,,,,,,,,,,,,,,,,374,0,13,387,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,326,B,1,0,B,115,79,5,5,4,14,10,107,6,1,8,3,1,0,0,0,1,0,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,386,0,10,396,728,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,326,C,1,0,C01,105,77,4,2,2,6,7,114,9,1,3,4,3,0,2,3,1,0,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,369,0,15,384,727,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,326,C,2,0,C02,82,62,9,4,2,4,6,121,9,4,13,2,1,0,0,0,0,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,338,0,3,341,727,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,327,B,1,0,B,156,50,4,5,4,5,5,121,11,7,12,6,0,0,0,2,4,0,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,410,0,4,414,663,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,327,C,1,0,C01,146,60,3,2,7,4,17,128,10,1,9,3,1,1,0,2,1,0,1,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,422,0,10,432,663,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,327,C,2,0,C02,126,54,9,1,3,8,14,134,8,4,6,6,1,1,0,1,0,0,1,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,398,0,6,404,663,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,327,C,3,0,C03,126,56,2,7,2,8,12,137,6,5,14,6,1,1,0,1,4,3,0,1,,,,,29,,,,,,,,,,,,,,,,,,,,,,421,0,6,427,663,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,327,C,4,0,C04,134,54,3,2,3,8,10,128,4,4,10,6,0,3,0,2,1,0,1,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,397,0,5,402,663,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,328,B,1,0,B,110,59,4,4,5,7,14,121,5,1,8,4,2,0,0,0,1,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,364,0,11,375,612,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,328,C,1,0,C01,114,82,4,2,0,6,7,112,3,1,14,1,0,1,0,0,1,1,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,365,0,18,383,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,328,C,2,0,C02,107,68,4,4,2,11,15,103,14,2,6,3,1,2,0,1,2,1,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,365,0,7,372,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,328,C,3,0,C03,103,89,1,4,2,3,12,106,9,4,9,0,1,1,0,0,2,0,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,370,0,7,377,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,328,C,4,0,C04,107,87,8,5,4,5,11,94,12,2,5,3,0,0,0,2,3,0,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,,,363,0,10,373,611,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,332,B,1,0,B,50,80,2,1,5,9,8,79,6,2,4,2,2,2,0,1,1,1,0,0,,,,,8,,,,,,,,,,,,,,,,,,,,,,263,1,12,276,547,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,332,C,1,0,C01,50,74,4,3,3,9,5,84,13,2,4,4,0,2,1,1,1,3,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,274,0,6,280,547,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,332,C,2,0,C02,58,76,0,3,2,7,4,104,8,0,2,4,1,0,0,2,1,1,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,278,0,12,290,546,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,338,B,1,0,B,213,94,4,3,5,8,11,106,6,0,5,5,0,1,1,2,0,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,486,0,14,500,726,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,338,C,1,0,C01,198,109,3,1,5,11,12,96,4,3,4,2,1,0,0,2,3,0,0,0,,,,,30,,,,,,,,,,,,,,,,,,,,,,484,0,8,492,725,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,338,C,2,0,C02,218,90,1,1,4,5,8,101,8,2,6,2,1,0,0,2,2,2,0,0,,,,,34,,,,,,,,,,,,,,,,,,,,,,487,0,5,492,725,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,338,C,3,0,C03,193,116,5,4,0,5,16,99,7,1,4,3,0,0,0,0,3,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,477,0,8,485,725,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,347,B,1,0,B,135,75,6,3,2,9,14,116,9,2,10,1,0,0,0,1,1,1,2,0,,,,,35,,,,,,,,,,,,,,,,,,,,,,422,1,9,432,679,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,347,C,1,0,C01,164,75,2,2,2,6,13,145,3,4,11,4,0,1,0,0,3,1,0,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,465,0,14,479,679,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,348,B,1,0,B,121,54,4,1,1,8,4,119,9,8,8,1,2,0,0,1,2,0,0,1,,,,,27,,,,,,,,,,,,,,,,,,,,,,371,0,22,393,613,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,348,C,1,0,C01,88,70,5,4,2,10,17,140,8,4,9,4,1,0,0,1,1,1,1,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,399,0,14,413,612,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,349,B,1,0,B,154,63,2,4,3,3,5,101,3,5,13,4,0,1,0,0,1,0,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,390,0,4,394,601,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,349,C,1,0,C01,139,70,3,3,3,8,9,106,5,1,8,0,0,0,0,1,0,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,385,0,6,391,601,Grupo de recuento,,,
22,QUERÉTARO,1,QUERÉTARO,14,QUERÉTARO,349,C,2,0,C02,140,67,3,1,4,8,10,94,1,6,12,5,0,0,0,1,5,1,0,0,,,,,37,,,,,,,,,,,,,,,,,,,,,,395,0,5,400,601,Grupo de recuento,,,
