CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,51,2,33,35,12,43,37,8,9,399,60,0,1,0,0,0,5,0,0,10,57,,,,,709,2,30,741,1199
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,70,2,27,17,10,27,36,10,6,410,52,2,0,1,0,1,4,0,0,7,75,,,,,685,0,28,713,1089
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,56,636,382,198,476,784,166,97,11082,1443,45,32,13,12,32,40,9,15,226,1329,,,,,17017,72,584,17673,40865
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,579,2,16,18,13,24,29,7,2,370,28,0,2,0,0,0,0,0,0,7,29,,,,,545,1,14,560,1002
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,580,1,9,13,1,19,22,3,2,201,14,1,0,0,0,1,1,0,0,4,27,,,,,318,1,9,328,546
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,581,1,9,9,4,14,9,2,1,122,16,0,0,0,0,0,0,0,0,5,14,,,,,205,6,4,215,354
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,582,1,4,7,3,13,19,1,1,154,28,0,0,0,0,0,3,0,0,6,13,,,,,252,0,8,260,425
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,583,1,7,1,7,18,5,3,1,96,7,0,0,0,0,0,0,0,0,0,12,,,,,157,1,4,162,252
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,584,1,2,2,2,21,6,0,0,72,5,0,0,0,0,0,0,0,0,0,4,,,,,114,0,2,116,165
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,595,2,15,20,3,19,21,6,3,281,28,1,1,0,0,0,0,0,0,5,38,,,,,441,0,15,456,782
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,596,1,10,10,5,15,13,4,3,218,19,1,0,0,0,1,1,0,1,3,43,,,,,347,3,8,358,557
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,599,1,21,54,0,0,23,0,0,239,33,0,0,0,0,0,0,0,0,0,45,,,,,415,0,25,440,714
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,601,1,20,15,6,22,21,2,4,197,12,2,0,0,0,0,3,0,0,6,0,,,,,310,0,3,313,600
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,602,1,19,17,2,11,13,4,3,164,16,1,0,1,0,0,0,0,0,4,30,,,,,285,0,4,289,458
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,811,2,21,31,3,27,37,5,6,244,35,1,2,0,0,0,3,0,0,9,42,,,,,466,1,25,492,870
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,812,2,21,20,10,35,44,3,6,360,45,0,0,0,0,0,3,0,0,6,49,,,,,602,0,25,627,1158
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,813,2,19,28,8,31,38,5,5,269,46,1,1,1,0,0,3,4,0,16,24,,,,,499,1,26,526,1007
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,814,2,33,23,2,24,28,9,3,403,39,2,0,0,0,0,2,0,0,9,79,,,,,656,1,18,675,1163
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,815,2,21,28,5,13,17,7,6,321,39,0,0,0,0,0,0,0,0,2,72,,,,,531,1,7,539,926
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,816,2,19,18,13,24,24,7,2,322,42,1,0,0,0,1,1,0,1,13,64,,,,,552,0,14,566,1097
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,817,2,25,18,6,12,29,5,4,387,37,1,0,0,0,1,3,0,0,7,64,,,,,599,0,17,616,1035
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,818,2,20,10,12,21,28,7,1,381,56,2,1,0,0,0,1,0,0,15,57,,,,,612,2,18,632,1240
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,819,2,25,14,3,12,18,3,5,253,39,0,0,0,0,1,0,0,0,14,53,,,,,440,0,8,448,798
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,820,1,12,8,5,10,60,8,1,214,34,0,0,0,0,0,3,0,0,8,21,,,,,384,0,9,393,674
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,821,1,10,5,0,12,20,1,2,200,19,0,0,0,0,0,2,0,0,0,28,,,,,299,1,12,312,570
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,822,3,33,17,13,15,51,13,5,503,72,0,0,0,0,0,0,0,0,15,78,,,,,815,1,27,843,1610
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,823,1,9,9,4,12,18,3,5,225,28,0,2,0,0,0,0,0,0,8,42,,,,,365,0,8,373,664
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,824,1,12,8,5,12,25,5,4,222,28,0,0,0,0,0,0,0,0,11,33,,,,,365,0,9,374,668
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,825,2,18,19,11,16,24,4,2,277,39,1,0,0,0,0,1,0,0,12,50,,,,,474,1,10,485,849
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,826,9,80,52,33,66,136,30,9,1718,233,4,4,0,0,2,4,1,0,43,120,,,,,2535,19,119,2673,6518
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,827,1,11,12,5,7,15,6,2,209,18,1,0,0,0,1,0,0,0,1,38,,,,,326,0,9,335,548
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,828,2,38,15,5,28,25,5,4,376,22,3,0,0,0,0,2,0,0,5,110,,,,,638,3,15,656,1078
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,829,1,8,5,9,11,15,6,1,211,27,0,0,0,0,0,0,0,0,4,24,,,,,321,0,13,334,545
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,830,2,33,17,4,8,20,2,5,274,35,1,0,0,0,0,2,0,0,4,55,,,,,460,0,15,475,904
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,831,1,12,6,6,19,19,1,1,191,9,0,0,0,0,0,1,1,0,0,20,,,,,286,0,6,292,464
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,832,2,27,17,6,16,21,8,4,273,24,2,0,0,0,0,2,0,2,6,70,,,,,478,1,11,490,779
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,833,1,19,5,4,22,24,6,3,245,28,1,1,0,0,1,1,0,0,1,34,,,,,395,0,18,413,697
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,834,1,24,16,3,11,10,3,8,194,14,1,1,0,0,0,2,0,1,7,37,,,,,332,1,9,342,589
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,835,1,21,10,1,8,0,5,5,178,21,1,0,0,0,0,1,0,0,2,45,,,,,298,0,9,307,523
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,836,1,30,13,5,7,14,6,1,213,31,0,0,1,0,1,1,0,0,3,48,,,,,374,1,12,387,607
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,837,2,21,17,5,12,32,8,2,263,33,0,1,0,1,8,0,0,0,5,58,,,,,466,2,16,484,817
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,838,1,6,12,2,15,11,3,3,125,12,1,0,1,0,0,1,0,0,2,18,,,,,212,1,9,222,369
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,839,2,18,13,10,15,31,7,3,323,40,1,0,0,0,1,1,0,1,14,31,,,,,509,0,13,522,1190
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,840,1,6,19,4,15,13,5,0,216,24,0,0,0,0,0,1,0,0,3,37,,,,,343,0,13,356,590
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,841,2,20,18,4,17,19,3,2,294,35,1,1,0,1,0,1,0,0,2,81,,,,,499,5,9,513,835
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,842,2,23,14,4,22,22,5,4,341,38,0,0,0,0,0,1,0,0,6,39,,,,,519,1,17,537,870
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,843,1,16,8,2,28,24,6,1,167,24,0,0,0,0,0,0,0,0,7,44,,,,,327,0,11,338,525
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,844,1,22,17,2,29,20,3,4,208,20,0,0,0,0,0,0,0,0,12,35,,,,,372,0,19,391,625
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,845,1,20,18,5,26,26,9,1,247,30,0,0,0,0,0,0,0,0,3,36,,,,,421,0,10,431,698
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,846,2,35,16,6,17,27,6,5,298,44,0,0,1,0,0,0,0,0,5,42,,,,,502,0,19,521,1092
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,847,2,79,26,8,25,35,3,8,298,28,1,0,0,0,1,0,0,0,3,92,,,,,607,1,13,621,1037
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,848,2,21,18,7,10,26,6,3,363,33,0,0,0,1,0,1,0,0,3,60,,,,,552,0,14,566,1115
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,849,2,11,5,3,14,27,3,1,238,36,0,1,0,0,1,2,0,0,6,21,,,,,369,3,16,388,777
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,850,1,11,5,4,18,22,0,3,233,38,0,0,0,1,0,0,0,0,20,0,,,,,355,0,0,355,634
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,851,2,10,10,6,13,19,6,4,319,60,0,1,0,0,0,0,0,0,10,49,,,,,507,0,18,525,1016
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,852,2,30,9,6,13,16,5,4,290,32,0,0,0,0,0,0,0,0,9,44,,,,,458,0,7,465,884
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,853,1,4,6,3,23,18,7,2,232,38,1,0,0,0,1,2,0,0,4,28,,,,,369,1,15,385,712
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,854,2,38,18,8,13,33,6,6,428,44,1,0,1,2,0,0,0,0,6,89,,,,,693,4,17,714,1199
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,855,2,37,20,10,11,14,13,3,312,10,2,1,0,0,0,1,0,0,5,60,,,,,499,1,15,515,872
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,856,1,7,8,3,12,13,4,1,200,22,0,0,0,0,0,0,0,0,4,25,,,,,299,0,3,302,600
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,858,1,18,5,3,12,9,6,1,201,16,0,0,0,0,0,0,0,0,1,32,,,,,304,2,6,312,608
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,491,25,369,168,101,150,409,95,60,5506,682,17,4,3,1,2,8,2,1,130,863,,,,,8571,27,250,8848,17769
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,492,4,35,22,17,28,58,8,6,712,106,4,1,0,0,2,4,0,0,12,98,,,,,1113,1,34,1148,2345
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,493,2,11,7,6,12,20,4,5,290,45,2,0,0,0,0,0,0,0,6,16,,,,,424,14,22,460,846
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,494,1,11,7,6,13,12,8,1,184,29,1,2,0,0,1,2,0,0,14,22,,,,,313,2,10,325,574
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,495,1,7,7,2,8,10,6,1,157,32,0,0,0,0,0,1,0,0,1,13,,,,,245,0,10,255,504
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,496,1,12,9,3,5,10,4,2,158,26,1,0,0,0,0,0,0,0,4,20,,,,,254,0,11,265,480
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,497,3,30,11,10,15,35,7,4,537,81,3,1,0,0,0,1,0,0,6,47,,,,,788,0,31,819,1528
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,498,4,49,34,22,38,63,14,6,942,109,5,2,0,1,2,2,0,0,42,82,,,,,1413,2,60,1475,2816
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,499,1,21,54,0,0,23,0,23,33,0,0,0,0,0,0,0,0,0,0,45,,,,,199,0,25,224,590
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,500,2,24,15,11,16,25,3,5,332,72,1,1,0,0,0,0,0,0,5,39,,,,,549,0,15,564,1032
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,501,1,8,5,0,15,12,3,1,166,35,0,0,0,0,0,0,0,0,3,23,,,,,271,1,13,285,488
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,502,2,21,13,5,18,23,6,5,362,65,1,0,0,0,0,0,0,0,10,55,,,,,584,0,21,605,1013
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,503,1,10,12,2,7,16,3,4,225,65,0,0,0,0,0,0,0,0,8,17,,,,,369,1,13,383,748
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,504,2,19,10,2,23,18,2,2,286,62,0,1,0,0,1,0,0,0,6,47,,,,,479,0,17,496,845
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,505,1,12,8,4,20,11,4,4,271,33,0,1,0,0,0,0,0,0,7,31,,,,,406,0,0,406,701
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,506,1,9,6,3,10,20,3,3,258,36,0,0,0,0,1,2,0,0,4,22,,,,,377,0,13,390,660
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,507,1,9,7,5,17,9,2,0,168,27,2,0,0,0,1,0,0,0,2,15,,,,,264,0,8,272,484
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,508,1,14,7,3,10,16,9,0,238,41,2,0,0,0,0,0,1,0,0,29,,,,,370,4,18,392,679
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,509,1,15,5,3,7,15,3,2,118,26,0,0,1,3,0,2,0,0,2,9,,,,,211,0,5,216,340
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,510,2,21,19,10,36,35,6,1,467,93,1,0,1,0,0,2,0,0,8,53,,,,,753,0,30,783,1388
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,511,2,13,8,5,16,31,2,5,357,96,1,0,0,0,0,1,0,0,8,44,,,,,587,0,29,616,1115
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,512,1,12,7,4,33,24,3,3,184,26,0,1,0,0,0,3,0,1,6,16,,,,,323,2,23,348,594
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,513,1,7,4,2,11,10,5,1,201,27,0,0,0,0,0,0,0,0,3,10,,,,,281,3,12,296,518
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,514,1,19,8,11,17,28,6,1,256,35,1,0,0,0,0,2,0,0,2,34,,,,,420,1,13,434,750
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,515,1,18,11,4,12,15,1,5,209,28,0,0,0,0,0,0,0,0,5,37,,,,,345,1,4,350,599
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,516,2,127,12,11,12,18,8,1,404,49,1,0,0,0,1,0,0,0,14,49,,,,,707,1,18,726,1075
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,517,1,15,6,2,16,13,3,0,161,26,0,0,0,0,0,1,0,1,4,25,,,,,273,1,6,280,456
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,518,2,35,9,5,11,17,6,3,410,57,0,1,0,0,1,1,0,0,4,36,,,,,596,34,17,647,1114
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,519,2,20,6,7,6,17,6,2,346,41,0,0,0,0,0,0,0,0,4,50,,,,,505,1,11,517,851
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,520,2,25,9,10,16,32,7,5,448,60,0,0,0,0,0,1,1,0,8,78,,,,,700,1,15,716,1182
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,521,2,34,17,9,19,29,9,3,395,48,0,0,0,1,0,1,0,0,4,68,,,,,637,2,27,666,1130
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,522,3,38,36,12,57,62,21,6,579,120,2,1,0,0,3,4,0,0,18,73,,,,,1032,1,35,1068,1727
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,523,1,17,6,2,10,11,4,2,208,22,1,1,0,0,0,0,0,0,5,32,,,,,321,0,11,332,522
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,524,1,9,12,3,14,15,6,2,222,28,0,0,0,0,0,1,0,0,8,35,,,,,355,0,4,359,606
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,525,2,31,22,14,24,35,14,12,440,59,0,1,1,1,3,1,0,0,8,61,,,,,727,0,19,746,1248
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,526,2,23,13,7,33,25,3,9,253,43,1,0,0,0,0,0,0,0,6,37,,,,,453,0,14,467,826
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,527,2,21,13,7,24,16,6,4,289,43,2,0,0,0,0,4,0,1,4,44,,,,,478,1,18,497,905
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,528,2,15,8,5,24,30,5,9,320,58,0,1,0,0,0,5,0,0,5,37,,,,,522,1,31,554,971
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,529,2,20,10,7,18,14,4,6,317,43,2,0,0,0,3,0,0,0,3,37,,,,,484,1,18,503,899
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,530,2,18,25,8,28,24,12,3,326,57,2,0,1,0,1,1,1,0,16,33,,,,,556,0,22,578,998
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,531,2,14,16,9,21,27,9,8,405,65,1,0,1,0,1,1,0,0,10,39,,,,,627,1,25,653,1124
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,532,2,19,8,4,19,21,2,3,268,37,0,0,0,1,0,1,0,0,3,30,,,,,416,0,15,431,778
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,533,2,23,14,7,30,40,9,7,406,47,1,0,0,0,0,2,0,0,9,48,,,,,643,0,23,666,1035
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,534,2,19,7,9,53,26,13,2,301,29,1,1,0,0,1,3,3,0,2,34,,,,,504,0,26,530,830
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,535,2,25,6,10,9,28,12,5,292,51,0,0,1,0,1,2,0,0,1,78,,,,,521,2,12,535,879
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,536,2,49,15,12,13,31,10,4,467,67,2,0,0,0,1,0,0,1,6,92,,,,,770,5,26,801,1409
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,537,1,15,4,6,15,14,4,5,199,27,0,0,0,0,0,0,0,0,2,39,,,,,330,0,7,337,560
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,538,2,26,23,4,11,23,8,0,322,42,1,0,0,0,1,1,0,0,4,57,,,,,523,0,23,546,882
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,539,2,27,9,4,9,17,5,1,277,27,1,0,0,1,0,0,0,1,5,52,,,,,436,1,12,449,793
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,543,2,33,16,7,17,26,8,6,249,51,2,1,0,0,2,3,0,0,1,45,,,,,467,0,19,486,762
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,544,2,21,12,13,19,37,3,4,294,41,1,0,0,1,1,2,0,0,6,29,,,,,484,0,22,506,871
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,545,1,17,13,8,16,24,5,4,233,52,0,1,1,0,0,1,0,0,11,42,,,,,428,0,18,446,744
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,546,2,18,27,6,34,27,2,1,288,30,2,1,0,0,1,1,0,0,8,46,,,,,492,2,18,512,824
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,547,2,28,22,11,18,23,10,6,278,52,2,0,0,2,0,3,0,0,7,51,,,,,513,0,19,532,870
