ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,PAN_PRD,CAND_IND1,CAND_IND2,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,791,2,174,126,34,102,12,26,9,40,14,1,3,0,0,1,,,542,2,19,563,1267
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,792,3,308,189,22,88,9,24,34,85,27,1,1,0,0,1,,,789,1,58,848,1658
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,793,3,445,207,19,80,27,39,10,115,24,5,4,1,0,0,,,976,1,60,1037,1951
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,794,2,149,128,22,70,17,18,14,33,9,1,8,0,0,1,,,470,1,45,516,1342
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,795,2,113,123,27,98,17,35,22,52,9,0,0,0,0,1,,,497,0,41,538,1110
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,796,2,240,135,54,44,15,13,17,52,17,0,0,2,0,1,,,590,0,32,622,1288
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,797,4,337,356,50,133,41,45,39,140,37,2,2,4,4,1,,,1191,1,87,1279,2380
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,798,3,215,124,20,69,4,24,6,25,3,0,0,1,10,0,,,501,0,21,522,1111
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,803,3,364,114,15,88,20,37,9,97,11,1,1,0,0,0,,,757,0,48,805,1510
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,804,4,318,215,37,99,22,70,15,71,17,1,0,0,0,0,,,865,0,43,908,1913
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,807,3,245,99,31,33,10,29,10,67,6,2,2,0,0,0,,,534,0,30,564,1575
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,808,4,340,330,29,112,23,60,16,83,25,3,1,0,0,1,,,1023,0,45,1068,2204
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1894,2,188,235,10,41,0,60,4,48,3,0,1,0,0,0,,,590,1,20,611,967
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1895,3,332,340,32,50,7,280,40,75,2,1,0,0,0,0,,,1159,0,51,1210,2113
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1896,2,240,264,14,38,3,97,21,59,1,0,0,0,0,0,,,737,0,22,759,1209
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1897,3,320,389,24,26,2,140,15,47,1,1,0,0,0,3,,,968,1,28,997,1543
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1898,1,20,79,1,3,5,26,3,47,0,1,0,0,0,0,,,185,0,9,194,257
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1899,2,172,91,10,18,4,34,5,23,4,0,0,0,0,0,,,361,1,38,400,900
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1900,1,51,73,12,8,3,43,4,10,0,0,0,0,0,0,,,204,0,10,214,365
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1901,4,249,606,34,18,7,161,10,24,1,0,0,1,0,4,,,1115,0,40,1155,1868
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1902,1,65,27,5,4,0,33,0,7,0,0,0,0,0,0,,,141,0,1,142,208
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1903,2,134,92,25,19,6,62,7,31,1,1,1,2,1,1,,,383,0,18,401,851
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1904,2,174,132,16,15,1,51,4,23,2,0,0,0,0,0,,,418,0,9,427,847
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1905,2,133,161,11,25,5,133,7,41,2,0,0,0,0,0,,,518,0,21,539,1010
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1906,2,177,193,32,29,5,93,6,26,3,0,1,0,0,0,,,565,0,18,583,990
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1907,2,142,146,36,23,7,31,11,48,5,2,1,0,0,2,,,454,10,17,481,961
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1908,2,190,54,22,25,8,30,10,41,2,0,1,0,0,0,,,383,0,13,396,819
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1909,1,85,56,6,4,1,48,4,7,0,0,0,0,0,0,,,211,0,15,226,331
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1910,2,241,296,53,27,5,100,11,61,2,1,1,1,0,1,,,800,0,38,838,1370
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1911,2,179,252,190,29,9,73,13,42,4,1,3,0,1,0,,,796,15,0,811,1195
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2347,2,300,153,23,29,21,66,89,67,2,1,0,0,0,2,,,753,0,20,773,1352
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2348,3,356,156,21,39,14,38,107,115,7,6,0,2,0,0,,,861,1,20,882,1507
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2349,2,258,195,13,39,11,37,72,73,9,0,0,0,0,4,,,711,2,35,748,1204
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2350,2,303,185,35,63,5,51,59,69,1,0,0,0,0,4,,,775,0,36,811,1347
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2351,1,102,155,6,24,6,20,9,32,3,0,0,0,0,1,,,358,0,11,369,731
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2352,2,328,183,9,29,7,24,21,21,5,0,0,0,0,0,,,627,0,27,654,1187
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2353,1,164,147,16,39,11,18,7,15,2,0,0,0,0,0,,,419,0,18,437,700
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2354,2,234,158,14,19,10,18,7,60,4,4,0,0,0,1,,,529,0,26,555,988
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2355,1,129,55,14,10,1,11,2,3,1,0,0,0,0,1,,,227,0,4,231,335
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2356,3,740,221,31,56,17,34,13,54,17,1,0,2,0,5,,,1191,0,50,1241,2095
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2357,1,132,21,2,10,0,26,3,16,0,0,0,0,0,0,,,210,0,7,217,368
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2358,3,630,252,18,59,9,60,33,60,5,4,1,0,0,2,,,1133,0,32,1165,1841
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2359,2,393,116,12,50,8,33,13,44,6,2,0,0,0,2,,,679,0,22,701,1240
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2360,2,300,170,13,30,10,12,28,44,4,2,0,0,0,3,,,616,0,31,647,1243
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2361,2,278,109,2,7,3,12,2,34,0,0,0,0,0,0,,,447,0,4,451,789
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2362,1,16,35,39,15,1,5,6,6,4,1,0,0,0,1,,,129,0,8,137,236
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2363,2,173,127,42,16,6,10,7,34,0,0,0,0,0,5,,,420,0,26,446,765
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2364,2,198,139,22,16,12,20,10,26,3,1,0,0,0,0,,,447,0,16,463,763
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2365,2,173,104,11,23,6,10,6,16,6,0,0,0,0,3,,,358,0,15,373,849
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2366,1,104,73,29,16,4,6,6,8,3,0,0,0,0,0,,,249,1,0,250,595
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2367,1,160,4,6,6,6,6,6,16,0,0,0,0,0,2,,,212,0,6,218,473
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2368,2,377,115,2,20,7,13,15,34,9,1,1,2,0,0,,,596,0,38,634,1184
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2369,2,218,166,7,62,8,7,4,33,8,0,1,1,0,0,,,515,12,20,547,1024
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2370,1,129,25,15,8,3,2,0,9,9,0,0,0,0,0,,,200,1,10,211,482
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2371,2,292,324,19,14,7,22,9,20,2,1,0,0,0,1,,,711,15,28,754,1264
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2372,1,99,140,15,22,11,7,4,20,5,0,0,0,0,0,,,323,0,14,337,606
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2373,2,198,145,8,43,9,3,4,17,2,0,0,0,0,2,,,431,0,38,469,1022
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2374,2,277,186,9,25,8,3,3,31,16,35,0,1,1,169,,,764,0,34,798,1060
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2375,2,130,170,12,86,11,17,107,68,12,1,0,2,0,0,,,616,1,34,651,1468
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2376,2,104,114,13,136,6,35,105,89,9,1,1,0,0,0,,,613,1,23,637,1109
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2377,3,171,172,21,143,14,35,155,93,17,0,1,0,0,0,,,822,0,44,866,1767
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2378,2,114,182,17,96,8,20,135,82,9,1,0,0,0,4,,,668,2,53,723,1211
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2379,3,240,232,29,151,22,45,175,177,14,3,0,0,0,2,,,1090,3,59,1152,2209
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2380,2,121,209,18,59,18,24,87,95,14,1,0,0,0,1,,,647,3,51,701,1275
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2381,3,233,229,20,171,11,40,113,134,14,0,0,0,1,0,,,966,0,59,1025,938
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2382,3,226,185,12,172,11,68,161,156,10,3,0,1,0,1,,,1006,2,48,1056,1871
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2383,2,153,143,15,133,10,20,79,103,11,0,0,0,0,1,,,668,0,49,717,1187
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2384,2,92,158,5,80,6,24,65,59,7,1,0,0,0,1,,,498,1,22,521,927
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2385,5,294,343,39,170,15,86,207,215,28,0,2,2,0,5,,,1406,0,76,1482,3158
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2386,2,118,164,9,79,8,26,83,87,6,3,1,0,0,0,,,584,0,35,619,1180
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2387,2,151,135,12,114,9,30,79,68,11,1,1,1,0,0,,,612,0,35,647,1055
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2388,3,207,227,16,186,15,38,144,146,15,2,3,0,0,0,,,999,1,53,1053,1844
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2389,3,200,147,25,134,18,54,146,109,14,0,0,2,0,1,,,850,1,52,903,1880
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2390,4,328,244,12,179,38,113,133,178,6,5,5,3,2,1,,,1247,1,91,1339,2536
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2391,1,86,148,11,43,7,71,9,38,5,1,0,0,0,2,,,421,0,31,452,668
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2392,3,188,94,47,221,8,27,36,60,3,1,0,0,0,1,,,686,2,57,745,1823
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2393,2,122,50,38,195,2,24,37,40,2,2,0,1,0,0,,,513,0,34,547,920
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2394,2,168,27,1,253,9,25,22,62,8,1,1,0,0,1,,,578,0,27,605,1100
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2395,2,70,99,5,83,8,7,65,75,4,1,2,1,1,1,,,422,0,29,451,800
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2396,2,128,40,7,61,10,60,21,9,1,2,0,0,0,0,,,339,0,22,361,851
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2397,2,95,24,66,66,7,57,22,15,1,1,0,0,0,1,,,355,0,39,394,812
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2398,3,196,99,8,101,11,52,120,53,3,0,1,0,0,0,,,644,0,33,677,1744
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2399,3,313,193,13,147,12,44,38,191,10,1,0,0,0,4,,,966,0,54,1020,2026
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2400,2,108,67,7,120,15,49,91,55,4,0,0,0,0,0,,,516,0,51,567,1092
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2401,2,141,55,11,188,1,107,39,27,2,0,0,0,0,0,,,571,0,40,611,1218
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2402,1,101,30,27,79,2,15,20,29,0,3,0,0,0,3,,,309,3,16,328,642
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2403,1,69,38,8,41,5,43,17,14,4,2,0,0,0,0,,,241,1,20,262,665
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2404,1,27,66,7,64,4,7,13,4,0,0,0,0,0,0,,,192,1,10,203,516
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2405,3,147,171,6,217,15,14,45,46,5,1,0,0,0,0,,,667,3,44,714,1631
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2406,2,107,41,8,175,8,59,115,24,1,0,0,0,0,1,,,539,0,45,584,1288
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2407,3,78,53,12,344,4,19,30,50,3,1,0,0,0,0,,,594,1,45,640,1502
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2408,2,92,39,9,291,4,23,48,53,3,3,2,1,0,0,,,568,0,37,605,1424
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2409,3,82,99,10,583,7,17,31,32,3,0,0,0,1,0,,,865,0,54,919,1934
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2410,2,36,38,2,133,5,8,28,57,6,4,1,1,0,0,,,319,0,23,342,799
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2411,2,21,57,10,92,7,7,22,28,1,0,0,0,0,0,,,245,0,25,270,813
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2412,2,68,97,10,53,18,24,50,38,3,0,0,0,0,0,,,361,0,44,405,923
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2413,3,256,76,12,212,9,26,148,41,6,0,2,0,0,3,,,791,0,32,823,1997
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2414,3,118,264,15,223,15,23,94,98,6,1,0,0,0,0,,,857,0,51,908,1852
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2415,2,61,85,13,135,27,13,46,24,0,2,0,1,0,0,,,407,0,25,432,1200
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2416,1,44,37,0,59,9,14,10,19,2,4,0,0,0,0,,,198,0,9,207,555
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2417,2,95,83,2,83,8,0,85,27,3,0,0,0,0,1,,,387,0,55,442,1336
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2418,1,118,37,2,38,8,8,45,31,6,0,0,0,0,0,,,293,0,19,312,551
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2419,1,44,37,0,39,0,22,55,28,0,0,0,0,0,0,,,225,0,15,240,523
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2420,2,151,80,27,255,10,27,39,25,3,0,0,0,0,1,,,618,0,37,655,1248
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2421,2,107,111,6,159,7,19,41,41,2,0,2,0,0,1,,,496,0,42,538,1155
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2422,2,167,42,26,119,18,41,59,57,10,3,2,0,0,1,,,545,1,34,580,1190
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2423,2,99,116,9,75,8,20,34,21,6,0,1,0,0,2,,,391,0,21,412,837
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2424,2,150,54,42,68,7,13,18,27,3,3,0,0,0,0,,,385,0,32,417,904
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2425,2,167,66,9,145,10,14,33,17,2,0,0,0,0,1,,,464,0,43,507,1049
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2426,2,222,64,21,118,7,21,50,27,3,0,3,1,0,0,,,537,0,25,562,973
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2427,2,152,85,12,133,18,24,25,33,5,0,2,1,0,2,,,492,2,37,531,1095
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2428,1,65,19,5,47,5,20,35,23,1,1,0,1,0,2,,,224,0,16,240,414
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2429,2,90,57,16,77,20,41,46,38,5,7,2,2,0,1,,,402,0,46,448,921
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2430,1,77,36,13,47,4,5,12,12,4,0,0,0,0,0,,,210,1,29,240,485
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2431,2,112,29,10,124,2,11,24,27,3,0,1,0,0,1,,,344,0,25,369,852
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2432,1,152,20,1,128,4,8,19,15,4,0,0,0,0,2,,,353,0,21,374,715
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2433,2,90,47,9,92,30,22,51,54,7,3,0,2,1,1,,,409,0,39,448,792
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2434,2,120,76,9,108,7,22,14,27,0,0,0,0,0,1,,,384,0,23,407,821
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2435,2,185,34,13,117,2,13,34,13,3,0,0,1,0,0,,,415,0,30,445,849
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2436,2,182,120,2,86,8,14,46,30,5,0,0,0,0,0,,,493,0,34,527,934
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2437,1,75,22,10,135,8,16,1,29,6,0,1,0,0,1,,,304,0,33,337,678
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2438,2,125,44,10,132,4,2,10,20,3,0,0,1,0,0,,,351,0,21,372,782
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2439,2,238,39,2,209,6,16,25,19,0,0,0,0,0,0,,,554,0,30,584,1166
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2440,2,150,111,11,141,3,6,9,15,1,0,0,0,0,0,,,447,0,38,485,935
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2441,2,199,31,7,139,11,1,20,26,1,0,0,0,0,0,,,435,0,24,459,1071
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2442,1,89,47,7,79,0,2,2,10,0,0,1,0,0,0,,,237,0,15,252,612
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2443,1,88,41,3,99,3,5,11,33,2,0,0,0,0,0,,,285,0,28,313,569
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2444,1,70,70,3,102,3,6,15,8,3,0,0,0,0,1,,,281,0,29,310,599
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2445,1,80,31,1,110,1,2,18,7,1,0,0,0,0,1,,,252,0,13,265,475
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,331,1,272,44,6,140,1,4,7,46,2,0,1,0,0,0,,,523,0,37,560,683
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,332,3,242,79,9,156,5,4,3,67,4,1,0,1,0,5,,,576,0,45,621,762
