ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCIONES,CASILLAS,PAN_PRD_PT_PRS,PAN_PRD,PRI_PVEM,PRI,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,CAND_IND185,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,2,AHUACATLAN ,4,AHUACATLAN 04,3,5,412,,,504,5,,367,10,48,5,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1445,55,1501,2172,0.6911
18,NAYARIT,2,AHUACATLAN ,5,AHUACATLAN 05,4,5,387,,,669,2,,264,3,71,3,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1461,44,1505,2071,0.7267
18,NAYARIT,3,AMATLAN DE CAÑAS ,1,AMATLAN DE CAÑAS 01,5,7,711,,,498,3,,102,185,122,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1857,55,1913,2694,0.7101
18,NAYARIT,3,AMATLAN DE CAÑAS ,2,AMATLAN DE CAÑAS 02,5,5,404,,,338,1,,17,38,41,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,960,35,995,1280,0.7773
18,NAYARIT,3,AMATLAN DE CAÑAS ,3,AMATLAN DE CAÑAS 03,4,4,135,,,237,2,,60,94,64,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1315,25,1340,1853,0.7232
18,NAYARIT,3,AMATLAN DE CAÑAS ,4,AMATLAN DE CAÑAS 04,3,4,426,,,414,5,,86,137,93,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1278,67,1345,2005,0.6708
18,NAYARIT,3,AMATLAN DE CAÑAS ,5,AMATLAN DE CAÑAS 05,5,6,415,,,276,4,,22,82,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,987,40,1027,1458,0.7044
18,NAYARIT,4,BAHIA DE BANDERAS ,1,BAHIA DE BANDERAS 01,6,14,1520,,,1259,95,,1210,46,142,17,,,,,,,,,,,12,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4949,231,5180,8808,0.5881
18,NAYARIT,4,BAHIA DE BANDERAS ,2,BAHIA DE BANDERAS 02,3,13,1161,,,728,333,,845,43,283,28,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4167,180,4349,8642,0.5032
18,NAYARIT,4,BAHIA DE BANDERAS ,3,BAHIA DE BANDERAS 03,2,23,2243,,,1434,389,,686,167,414,64,,,,,,,,,,,,,,298,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6350,310,6662,16237,0.4103
18,NAYARIT,4,BAHIA DE BANDERAS ,4,BAHIA DE BANDERAS 04,1,23,1978,,,1417,240,,1057,258,674,74,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6268,234,6509,15755,0.4131
18,NAYARIT,4,BAHIA DE BANDERAS ,5,BAHIA DE BANDERAS 05,3,9,567,,,353,11,,668,34,126,11,,,,,,,,,,,,,,,,,321,171,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2601,117,2719,5618,0.484
18,NAYARIT,4,BAHIA DE BANDERAS ,6,BAHIA DE BANDERAS 06,2,10,992,,,1113,52,,898,50,94,15,,,,,,,,,,,,,,,,,,,,110,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3365,132,3498,6879,0.5085
18,NAYARIT,4,BAHIA DE BANDERAS ,7,BAHIA DE BANDERAS 07,3,25,2936,,,1481,881,,1039,188,423,42,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7369,243,7615,17470,0.4359
18,NAYARIT,4,BAHIA DE BANDERAS ,8,BAHIA DE BANDERAS 08,5,13,1548,,,1889,64,,674,41,242,10,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4645,124,4770,7301,0.6533
18,NAYARIT,4,BAHIA DE BANDERAS ,9,BAHIA DE BANDERAS 09,9,18,2732,,,1961,404,,352,80,237,15,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6254,187,6442,10008,0.6437
18,NAYARIT,5,COMPOSTELA ,1,COMPOSTELA 01,8,13,1314,,,681,153,,284,394,661,80,,,,,,,,,,,,,,,,,,,,,,,,,210,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4552,152,4707,7383,0.6375
18,NAYARIT,5,COMPOSTELA ,2,COMPOSTELA 02,7,15,1387,,,955,412,,317,559,415,250,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4430,155,4593,7482,0.6139
18,NAYARIT,5,COMPOSTELA ,3,COMPOSTELA 03,10,13,809,,,883,220,,66,234,464,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3199,160,3360,5503,0.6106
18,NAYARIT,5,COMPOSTELA ,4,COMPOSTELA 04,10,13,1015,,,1246,102,,993,273,186,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3852,172,4024,6427,0.6261
18,NAYARIT,5,COMPOSTELA ,5,COMPOSTELA 05,9,13,1086,,,858,93,,273,98,369,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3191,155,3347,5837,0.5734
18,NAYARIT,5,COMPOSTELA ,6,COMPOSTELA 06,6,11,1239,,,601,24,,182,15,435,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2981,101,3153,5473,0.5761
18,NAYARIT,5,COMPOSTELA ,7,COMPOSTELA 07,9,13,1085,,,846,57,,454,37,361,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3114,151,3266,6192,0.5275
18,NAYARIT,5,COMPOSTELA ,8,COMPOSTELA 08,3,12,871,,,403,96,,278,32,230,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2718,110,2830,5663,0.4997
18,NAYARIT,5,COMPOSTELA ,9,COMPOSTELA 09,10,12,581,,,382,204,,216,16,475,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2410,131,2541,4433,0.5732
18,NAYARIT,6,HUAJICORI ,1,HUAJICORI 01,2,4,413,,,683,5,,62,51,566,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784,70,1855,2414,0.7684
18,NAYARIT,6,HUAJICORI ,2,HUAJICORI 02,5,5,213,,,425,53,,0,181,192,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1066,59,1125,1447,0.7775
18,NAYARIT,6,HUAJICORI ,3,HUAJICORI 03,6,6,128,,,538,22,,0,1,438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1127,32,1159,1423,0.8145
18,NAYARIT,6,HUAJICORI ,4,HUAJICORI 04,2,4,190,,,471,1,,8,2,336,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1014,34,1048,1373,0.7633
18,NAYARIT,6,HUAJICORI ,5,HUAJICORI 05,4,5,269,,,258,2,,5,5,304,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,849,42,892,1107,0.8058
18,NAYARIT,7,IXTLAN DEL RIO ,1,IXTLAN DEL RIO 01,2,5,449,,,82,417,,440,13,93,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1714,87,1804,2780,0.6489
18,NAYARIT,7,IXTLAN DEL RIO ,2,IXTLAN DEL RIO 02,4,6,596,,,435,437,,461,39,196,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2203,71,2274,3338,0.6812
18,NAYARIT,7,IXTLAN DEL RIO ,3,IXTLAN DEL RIO 03,2,5,571,,,165,325,,445,12,84,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784,76,1861,2793,0.6663
18,NAYARIT,7,IXTLAN DEL RIO ,4,IXTLAN DEL RIO 04,2,5,462,,,240,379,,492,8,100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1710,97,1808,2740,0.6599
18,NAYARIT,7,IXTLAN DEL RIO ,5,IXTLAN DEL RIO 05,5,7,634,,,517,273,,598,21,100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2241,133,2376,3713,0.6399
18,NAYARIT,7,IXTLAN DEL RIO ,6,IXTLAN DEL RIO 06,3,5,818,,,128,166,,387,20,138,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1693,87,1782,2826,0.6306
18,NAYARIT,7,IXTLAN DEL RIO ,7,IXTLAN DEL RIO 07,6,7,291,,,125,556,,203,5,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1244,77,1321,2033,0.6498
18,NAYARIT,8,JALA ,1,JALA 01,3,5,724,,,631,32,,39,270,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1745,38,1783,2405,0.7414
18,NAYARIT,8,JALA ,2,JALA 02,4,5,468,,,549,19,,38,272,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1586,50,1636,2211,0.7399
18,NAYARIT,8,JALA ,3,JALA 03,4,6,429,,,671,49,,210,327,173,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2161,68,2229,2872,0.7761
18,NAYARIT,8,JALA ,4,JALA 04,3,5,804,,,636,6,,287,138,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1909,56,1965,2529,0.777
18,NAYARIT,8,JALA ,5,JALA 05,4,7,753,,,783,7,,178,171,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2044,79,2123,2788,0.7615
18,NAYARIT,9,DEL NAYAR ,1,DEL NAYAR 01,2,6,1297,,,286,132,,105,21,104,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1970,103,2073,3241,0.6396
18,NAYARIT,9,DEL NAYAR ,2,DEL NAYAR 02,5,7,1172,,,288,174,,78,211,65,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1998,182,2180,3204,0.6804
18,NAYARIT,9,DEL NAYAR ,3,DEL NAYAR 03,1,7,1134,,,318,82,,113,87,128,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1941,192,2133,3528,0.6046
18,NAYARIT,9,DEL NAYAR ,4,DEL NAYAR 04,2,7,565,,,273,276,,132,17,131,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1692,175,1867,2832,0.6593
18,NAYARIT,9,DEL NAYAR ,5,DEL NAYAR 05,4,9,1397,,,601,45,,105,34,172,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2725,182,2907,4400,0.6607
