CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1313,C01,4,90,214,4,2,42,8,15,3,0,4,2,0,0,388,15,403,547,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,B,2,167,235,8,4,36,6,7,4,0,13,0,0,1,482,20,503,716,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,C01,0,126,244,7,8,35,6,6,0,0,11,0,0,0,443,15,458,716,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,C02,6,133,245,8,3,0,7,7,2,0,11,2,0,0,424,24,448,715,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,B,2,116,191,4,4,30,8,14,4,0,6,2,0,0,381,6,387,546,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,C01,1,148,187,4,3,14,1,17,0,0,3,1,0,1,379,26,406,546,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,C02,4,120,165,3,3,26,2,10,4,0,3,2,0,0,342,19,361,545,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,B,3,134,245,6,7,44,3,27,2,0,7,1,0,0,479,23,502,702,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,C01,3,128,228,4,2,37,6,26,7,0,9,3,0,0,453,22,475,701,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,SMR01,0,26,21,1,0,5,1,1,0,0,0,0,0,0,55,4,59,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,SRP01,4,81,49,2,2,8,3,19,1,0,7,1,,0,177,14,191,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,B,1,133,212,14,6,21,9,21,4,0,6,3,0,0,430,28,458,671,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,C01,6,122,229,8,2,18,4,12,2,0,7,1,0,0,411,29,440,671,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,C02,4,128,178,21,3,23,6,14,1,0,11,1,0,0,390,35,425,670,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,B,5,122,206,10,2,28,7,18,3,0,15,5,0,0,421,26,447,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,C01,6,127,257,12,4,24,0,15,2,0,18,0,0,0,465,28,493,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,C02,4,0,216,0,0,28,7,15,4,0,14,155,0,1,443,28,472,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,B,4,128,202,8,3,31,2,8,3,0,34,0,0,0,423,21,444,694,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,C01,7,102,231,10,4,19,8,7,2,0,22,1,0,0,413,27,440,693,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,C02,5,116,211,14,4,27,12,5,4,0,28,3,0,0,429,14,443,693,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1320,B,7,148,140,3,0,36,0,0,11,0,2,0,0,0,347,14,361,638,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1322,B,1,141,86,6,7,3,2,3,0,0,0,0,0,0,249,16,265,688,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,B,6,86,83,6,3,9,7,6,5,0,8,0,0,0,219,7,226,543,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,C01,5,95,61,4,4,11,2,5,2,0,2,0,0,0,191,8,199,543,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,C02,3,77,70,3,3,23,9,10,1,0,0,0,0,0,199,5,204,543,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,B,5,99,59,4,5,9,1,2,5,0,3,0,0,0,192,0,192,539,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,C01,3,106,82,2,7,5,2,8,0,0,1,2,0,0,218,9,227,539,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,SMR01,0,12,10,0,0,2,1,0,0,0,0,0,0,0,25,2,27,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,SRP01,0,12,4,0,0,1,0,2,0,0,1,0,0,0,20,2,22,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1325,B,2,64,3,0,1,4,0,0,1,0,2,0,0,0,77,0,77,144,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1325,E01,0,77,57,0,4,2,0,0,0,0,0,0,0,0,140,5,145,236,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1326,B,0,210,161,1,1,1,0,1,0,0,0,0,0,0,375,8,383,610,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1326,E01,0,104,48,0,0,3,0,0,0,0,0,1,0,0,156,0,156,234,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1327,B,1,3,87,0,0,1,1,0,4,0,0,0,0,0,97,2,99,139,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1328,B,0,129,9,0,1,0,1,2,0,0,5,0,0,0,147,8,155,394,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1328,C01,0,139,11,0,3,1,0,2,0,0,1,142,0,0,299,2,301,394,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1329,B,1,90,182,1,3,20,1,6,57,0,7,1,0,0,369,17,386,725,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1329,C01,2,132,148,3,3,24,0,5,52,0,6,3,0,0,378,16,394,725,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1330,B,3,113,132,0,0,13,2,1,60,0,6,0,0,0,330,23,353,611,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1330,C01,0,118,106,6,4,13,2,2,69,0,5,0,0,0,325,18,343,611,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1331,B,8,123,139,13,0,12,3,5,14,0,16,0,0,0,333,42,375,494,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1331,C01,4,127,156,16,1,9,1,0,16,0,12,0,0,0,342,34,376,494,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1332,B,4,104,111,0,11,3,12,3,1,0,0,17,0,1,266,0,267,410,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1332,C01,3,104,86,5,0,15,0,0,5,0,16,104,0,0,338,27,365,410,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1333,B,1,33,136,0,0,0,0,0,2,0,1,0,0,0,173,3,176,234,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1334,B,4,106,123,2,3,63,1,2,11,0,0,5,0,0,320,2,322,525,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1334,C01,0,103,102,7,1,69,3,2,8,0,3,2,0,0,300,20,320,525,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1334,C02,1,105,124,6,1,62,2,0,17,0,4,0,0,0,322,10,332,524,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1335,B,6,168,129,5,4,56,4,5,6,0,0,2,0,0,385,25,410,680,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1335,C01,4,169,150,2,3,65,3,3,4,0,1,0,0,0,404,41,445,679,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1336,B,0,39,130,2,0,2,0,0,0,0,0,2,0,0,175,8,183,259,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1336,E01,1,62,125,1,4,9,0,2,1,0,0,0,0,0,205,17,222,318,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1337,B,3,102,180,0,0,12,0,5,10,0,35,0,0,0,347,20,367,556,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1338,B,0,16,69,1,1,0,0,0,0,0,2,0,0,0,89,6,95,191,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1382,B,9,227,217,1,5,0,8,25,1,0,2,0,0,0,495,20,515,711,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1382,C01,5,248,89,3,2,0,5,17,0,0,0,0,0,0,369,18,387,710,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1383,B,7,251,119,2,1,4,3,22,2,0,0,1,0,0,412,24,436,747,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1383,C01,9,174,142,0,5,1,2,18,2,0,0,0,0,0,353,25,378,651,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1384,B,3,189,96,3,0,4,5,16,1,0,0,0,0,0,317,14,331,591,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1384,C01,10,169,101,3,7,2,2,21,0,0,5,0,0,0,320,11,331,591,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1384,C02,3,219,75,1,3,3,8,20,2,0,0,2,0,0,336,12,348,590,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1386,B,4,71,33,1,2,0,0,11,0,0,0,1,0,0,123,0,123,404,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1386,E01,3,169,13,0,1,0,3,25,2,0,1,0,0,0,217,6,223,342,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1387,B,0,78,1,0,0,0,0,0,0,0,0,0,0,0,79,0,79,138,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1388,B,6,173,85,2,8,6,5,21,0,0,0,8,0,0,314,0,314,603,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1389,B,0,76,4,0,1,0,0,1,0,0,0,0,0,0,82,1,83,180,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1390,B,1,65,0,0,0,0,2,3,0,0,0,0,0,0,71,0,71,182,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1393,B,0,70,21,0,0,0,3,3,0,0,0,0,0,0,97,0,97,491,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1394,B,6,92,48,0,0,0,0,5,0,0,0,0,0,0,151,9,160,253,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1395,B,1,84,12,4,1,0,0,1,0,0,0,0,0,0,103,0,103,165,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1396,B,1,77,23,1,0,0,0,0,0,0,0,0,0,0,102,3,105,140,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1397,B,0,59,17,2,0,0,0,0,0,0,0,0,0,0,78,4,82,150,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1398,B,2,275,43,1,1,0,0,3,1,0,0,1,0,0,327,8,335,520,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1401,B,0,52,72,0,0,0,0,2,0,0,0,0,0,0,126,0,126,143,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1402,B,3,325,73,0,1,0,2,6,0,0,0,0,0,0,410,12,422,706,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1403,B,2,151,3,0,0,0,0,3,0,0,0,0,0,0,159,1,160,230,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1404,B,4,206,14,1,2,0,2,13,0,0,,0,0,0,242,0,242,449,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1405,B,7,238,5,1,0,0,0,1,1,0,0,0,0,0,253,9,262,387,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1406,B,0,212,63,5,1,0,1,2,0,0,0,1,0,0,285,7,292,400,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1407,B,7,67,13,0,0,0,2,6,0,0,0,0,0,0,95,5,100,158,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1408,B,2,153,31,1,3,0,0,0,1,0,0,0,0,0,191,7,198,278,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1409,B,2,137,91,2,0,0,0,1,0,0,0,0,0,0,233,10,243,330,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1410,B,13,194,11,1,2,0,0,15,0,0,0,0,0,0,236,7,243,475,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1411,B,5,208,14,1,1,2,4,4,0,0,1,0,0,0,240,4,244,408,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1412,B,2,62,13,0,1,3,0,2,0,0,0,0,0,0,83,1,84,142,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1413,B,5,74,41,5,2,12,2,4,3,0,0,0,0,0,148,8,156,233,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1414,B,4,70,42,4,3,10,2,3,3,0,0,0,0,0,141,1,142,411,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1415,B,0,118,57,0,4,0,0,1,1,0,0,1,0,0,182,9,191,298,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1416,B,10,120,11,1,1,0,0,2,0,0,0,1,0,0,146,3,149,239,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1417,B,11,336,101,1,0,19,1,3,0,0,0,0,0,0,472,25,497,698,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1418,B,19,204,152,6,7,7,0,5,1,0,3,0,0,0,404,17,421,645,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1419,B,21,177,73,3,8,25,0,3,0,0,1,1,0,0,312,16,328,519,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1420,B,2,199,21,0,0,0,2,0,0,0,1,0,0,0,225,4,229,376,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1421,B,1,123,206,1,0,1,2,14,0,0,0,0,0,0,348,24,372,595,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1422,B,7,82,127,1,3,0,0,1,0,0,0,0,0,0,221,19,240,333,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1423,B,1,38,59,0,0,0,0,5,0,0,0,0,0,0,103,5,108,228,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1424,B,3,66,44,1,0,0,1,4,0,0,0,0,0,0,119,2,121,181,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1425,B,10,119,16,0,4,0,0,0,0,0,0,0,0,0,149,4,153,198,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1426,B,4,29,48,2,0,0,0,5,0,0,0,0,0,0,88,9,97,173,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1426,E01,2,225,8,0,1,0,0,2,0,0,0,0,0,0,238,71,309,288,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1427,B,4,152,0,0,0,0,1,0,0,0,0,1,0,0,158,1,159,173,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1428,B,6,73,52,4,2,0,5,38,2,0,3,1,0,0,186,10,196,495,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1428,C01,6,56,46,3,3,1,7,39,3,0,0,0,0,0,164,16,180,494,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1429,B,7,354,9,0,0,0,0,1,0,0,0,0,0,0,371,2,373,470,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1429,C01,2,405,8,0,0,0,1,0,1,0,0,0,0,0,417,1,418,470,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1430,B,0,169,63,4,1,0,0,1,0,0,0,0,0,0,238,0,238,429,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1431,B,18,130,54,18,1,3,2,5,0,0,1,0,0,0,232,18,250,594,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1431,C01,22,140,44,2,2,2,3,12,0,0,0,0,0,0,227,8,235,593,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1677,B,42,132,212,1,3,23,2,13,0,0,0,3,0,1,431,21,453,666,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1677,C01,37,112,239,3,2,39,1,10,1,0,0,0,0,0,444,36,480,665,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1678,B,30,82,219,1,4,8,5,8,3,0,1,4,0,0,365,19,384,559,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1678,C01,49,73,213,0,3,10,2,14,0,0,2,0,0,0,366,19,385,559,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1679,B,39,85,150,1,2,18,1,9,0,0,0,1,0,0,306,13,319,420,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1679,C01,30,84,140,1,2,16,1,9,0,0,0,1,0,0,284,13,297,419,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1680,B,78,129,222,5,0,27,3,2,1,0,1,0,0,0,468,26,494,686,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1680,C01,94,109,231,4,2,17,2,11,0,0,7,0,0,0,477,24,501,685,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1680,C02,69,130,195,3,0,0,3,13,1,0,2,0,0,0,416,27,443,685,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1681,B,51,86,138,3,4,19,3,8,1,0,2,2,0,0,317,26,343,484,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1681,C01,45,124,129,0,3,15,2,7,0,0,2,2,0,0,329,0,329,483,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1682,B,81,143,198,8,1,17,1,3,0,0,2,2,0,0,456,22,478,650,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1682,C01,58,150,221,5,5,16,1,2,0,0,0,4,0,0,462,23,485,650,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1683,B,14,39,117,4,0,0,1,0,0,0,1,1,0,1,177,15,193,247,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1684,B,81,113,211,4,0,1,0,0,1,0,0,0,0,0,411,3,414,502,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1684,E01,7,10,67,0,0,0,0,0,0,0,0,0,0,0,84,4,88,105,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1685,B,16,108,97,4,1,8,2,0,0,0,0,1,0,0,237,5,242,291,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1686,B,43,131,158,6,1,0,2,1,0,0,0,0,0,0,342,14,356,516,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1687,B,15,79,90,0,0,3,1,0,1,0,0,1,0,0,190,13,203,310,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1688,B,65,188,169,0,0,0,2,5,0,0,1,0,0,0,430,22,452,693,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1689,B,18,90,144,1,2,36,3,1,1,0,0,0,0,0,296,14,310,465,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1689,C01,15,75,137,1,0,5,1,0,0,0,0,0,0,0,234,19,253,464,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1690,B,41,5,78,2,1,0,1,0,0,0,2,0,0,0,130,6,136,244,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1691,B,112,178,170,3,4,12,10,0,1,0,1,1,0,0,492,13,505,615,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1692,B,126,109,68,0,1,20,10,0,0,0,1,0,0,0,335,24,359,408,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1693,B,103,183,55,1,2,0,0,0,1,0,0,1,0,0,346,11,357,420,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1694,B,61,84,161,16,1,17,0,1,0,0,0,85,0,0,426,19,445,506,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1694,C01,78,128,122,19,4,8,0,1,1,0,0,0,0,0,361,0,361,506,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1695,B,156,26,198,14,2,16,0,2,0,0,0,0,0,1,414,15,430,560,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1695,C01,159,30,197,12,4,5,3,2,4,0,0,0,0,0,416,8,424,559,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1696,B,85,65,107,3,3,11,1,0,0,0,0,1,0,2,276,13,291,428,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1697,B,7,26,44,0,0,1,0,0,0,0,0,0,0,0,78,5,83,105,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1697,E01,17,40,41,0,0,0,0,0,0,0,0,0,0,0,98,1,99,119,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,41,LEONARDO BRAVO,1698,B,206,145,40,1,3,0,6,0,0,0,0,0,0,0,401,17,418,542,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,479,B,0,124,70,14,8,86,64,13,3,2,0,1,1,0,386,21,407,638,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,480,B,1,149,92,8,6,88,91,22,4,3,0,1,0,0,465,17,482,723,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,481,B,1,85,49,3,6,54,55,8,4,2,1,0,1,0,269,12,281,455,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,481,C01,1,115,41,1,4,40,63,9,3,0,1,0,1,0,279,15,294,455,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,482,B,2,67,43,5,1,47,67,6,0,3,0,0,0,0,241,11,252,396,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,482,C01,1,70,37,5,6,62,69,3,2,0,1,1,0,0,257,12,269,396,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,483,B,1,92,50,1,7,67,68,16,1,2,2,0,0,0,307,8,315,476,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,483,C01,0,122,59,3,3,46,70,12,3,2,1,0,0,0,321,11,332,476,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,6,APAXTLA,484,B,0,60,64,5,7,59,73,7,5,2,0,0,0,1,282,16,299,454,Acta Casilla,,,
