CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA _ALIANZA,MORENA,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,9,METEPEC,1,ACATLAN,7,C01,234,167,11,14,7,20,13,3,0,0,0,0,469,7,476,659,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,
5,13,HIDALGO,9,METEPEC,1,ACATLAN,8,B ,200,108,9,6,0,5,12,3,2,2,0,0,347,19,366,619,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0008B00.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,8,C01,201,103,6,7,2,10,17,2,0,1,0,0,349,19,368,619,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0008C01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,8,C02,189,129,9,10,6,6,8,5,0,0,0,0,362,20,382,618,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0008C02.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,9,B ,154,165,21,14,5,27,27,4,0,0,0,0,417,26,443,658,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0009B00.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,9,C01,103,157,22,10,14,32,31,6,1,1,0,0,377,30,407,658,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0009C01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,9,C02,110,128,24,14,4,25,39,5,0,0,0,0,349,31,380,658,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0009C02.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,9,C03,114,206,13,15,13,32,42,6,1,4,0,0,446,31,477,658,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0009C03.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,10,B ,172,132,20,4,6,12,14,4,1,1,0,1,366,14,381,582,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0010B00.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,10,C01,166,133,17,5,5,11,19,2,0,2,0,1,360,12,373,581,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0010C01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,10,E01,65,201,9,15,5,6,9,1,4,0,1,0,316,9,325,546,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0010E01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,11,B ,154,157,29,13,5,8,18,0,3,0,0,0,387,17,404,679,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0011B00.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,11,C01,138,166,29,9,4,19,17,2,1,0,0,0,385,7,392,679,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0011C01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,11,C02,176,174,17,6,6,10,23,6,2,0,0,0,420,18,438,679,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0011C02.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,12,B ,73,154,0,5,3,5,8,0,2,0,0,0,250,14,264,560,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0012B00.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,12,C01,83,146,19,8,0,2,10,5,2,2,0,0,277,16,293,560,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0012C01.jpg
5,13,HIDALGO,9,METEPEC,1,ACATLAN,12,E01,50,64,6,3,6,8,8,0,0,0,0,0,145,18,163,281,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0012E01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,B ,109,188,50,4,10,9,41,3,2,0,0,2,416,16,434,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0013B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,C01,111,206,42,7,8,10,42,1,2,1,1,5,431,17,453,693,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0013C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,C02,149,198,40,9,11,10,36,1,0,0,0,0,454,20,474,693,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0013C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,B ,80,152,45,2,9,14,43,0,2,0,0,0,347,22,369,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0014B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,C01,92,160,32,2,13,7,36,2,1,1,0,1,346,14,361,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0014C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,C02,105,163,44,2,4,4,49,0,1,0,0,0,372,19,391,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0014C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,15,B ,27,136,26,9,24,15,22,0,0,2,0,0,261,14,275,451,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0015B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,16,B ,145,164,17,14,29,22,47,0,0,0,0,0,438,45,483,722,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0016B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,17,B ,46,70,10,4,19,8,22,0,0,0,1,0,180,45,225,394,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0017B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,17,C01,35,100,6,2,7,6,23,0,0,0,0,0,179,42,221,393,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0017C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,18,B ,4,58,2,4,1,3,5,0,1,0,0,0,78,8,86,146,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0018B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,19,B ,29,130,39,2,9,52,49,0,0,0,0,0,310,0,310,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0019B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,19,C01,19,123,36,5,12,6,15,0,0,0,0,0,216,8,224,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0019C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,20,B ,55,119,12,18,11,12,16,0,1,0,0,0,244,34,278,567,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0020B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,20,C01,36,120,6,27,10,8,19,2,0,0,0,3,228,25,256,566,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0020C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,B ,44,124,12,20,17,9,19,5,0,0,0,0,250,29,279,636,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0021B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,C01,41,118,10,20,18,22,22,0,0,0,0,4,251,38,293,636,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0021C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,C02,41,120,8,17,20,6,19,3,0,0,0,0,234,27,261,636,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0021C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,B ,59,85,64,25,2,6,14,2,4,0,0,1,261,15,277,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0022B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,C01,50,116,60,11,7,14,14,4,0,0,0,0,276,15,291,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0022C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,C02,49,98,75,13,5,12,17,6,2,0,0,0,277,28,305,502,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0022C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,B ,83,226,23,14,13,14,24,0,1,1,1,0,400,21,421,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0023B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,C01,62,190,30,8,14,13,24,1,0,1,0,0,343,32,375,680,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0023C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,C02,80,197,26,18,16,9,14,2,3,0,0,0,365,0,365,680,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0023C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,B ,91,191,58,13,25,12,44,0,2,1,1,0,438,35,473,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0024B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,C01,74,206,48,18,25,20,57,3,2,2,0,0,455,22,477,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0024C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,C02,95,158,64,15,16,32,50,1,3,0,0,13,434,25,472,740,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0024C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,B ,79,147,35,12,7,14,35,1,0,0,0,1,330,7,338,569,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0025B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,E01,73,111,26,5,15,9,38,1,2,0,0,0,280,16,296,452,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0025E01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,E01C01,70,120,25,2,15,8,29,1,0,0,0,2,270,9,281,451,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0025E01C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,26,B ,77,143,35,8,14,18,47,0,0,0,0,0,342,21,363,743,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0026B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,B ,69,121,26,8,12,16,103,0,2,0,0,0,357,49,406,709,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0027B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C01,83,120,30,12,15,9,124,0,0,0,0,0,393,40,433,708,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0027C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C02,83,132,16,15,20,16,143,0,0,0,0,0,425,24,449,708,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0027C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C03,90,92,30,25,20,6,166,0,0,0,0,0,429,35,464,708,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0027C03.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,28,B ,17,120,9,16,5,9,115,0,1,0,0,1,292,25,318,485,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0028B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,28,C01,14,99,15,25,10,11,120,135,24,68,0,5,521,13,539,485,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0028C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,B ,24,149,78,30,28,14,42,2,0,0,0,0,367,15,382,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0029B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,C01,41,119,53,25,46,14,40,0,1,1,1,0,341,23,364,558,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0029C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,C02,42,159,61,18,29,12,41,0,0,0,0,0,362,20,382,558,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0029C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,B ,45,106,39,24,26,15,136,0,3,0,0,1,394,32,427,743,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0030B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,C01,57,112,32,30,20,14,120,0,0,1,1,5,387,24,416,742,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0030C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,C02,31,103,31,32,22,6,130,3,1,0,0,0,359,45,404,742,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0030C02.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,B ,52,77,21,23,17,17,96,0,1,0,0,1,304,44,349,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0031B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,C01,45,64,23,35,23,10,87,0,3,0,0,2,290,31,323,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0031C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,B ,80,181,27,14,9,14,51,0,1,0,0,0,377,28,405,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0032B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,C01,94,193,34,20,14,17,66,0,1,0,0,0,439,18,457,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0032C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,B ,32,109,89,6,7,2,15,0,1,3,0,2,264,18,284,455,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0033B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,C01,14,128,79,5,10,9,13,0,0,0,0,0,258,16,274,454,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0033C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,B ,66,108,55,5,8,12,40,1,1,0,0,6,296,14,316,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C01,71,121,66,5,3,23,37,0,0,0,0,0,326,19,345,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C02,88,150,57,7,9,13,44,5,0,0,0,6,373,13,392,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C03,83,107,71,6,9,32,31,0,0,0,0,0,339,21,360,663,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034C03.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C04,93,136,66,2,4,14,26,5,0,0,1,0,347,11,358,663,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034C04.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C05,78,155,49,0,9,0,33,0,0,0,0,0,324,19,343,663,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0034C05.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,B ,67,143,52,6,7,23,33,1,0,2,0,2,334,28,364,742,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0035B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,C01,51,169,63,9,12,21,43,0,0,1,0,0,369,25,394,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0035C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,C02,57,156,46,10,6,17,30,2,0,1,0,4,325,1,330,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0035C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,B ,74,116,60,4,6,17,32,1,0,0,0,0,310,17,327,613,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0036B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,C01,82,117,52,5,9,12,35,0,1,0,0,0,313,13,326,613,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0036C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,B ,69,149,57,8,10,11,36,0,0,2,1,6,343,10,359,645,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0037B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C01,88,131,61,4,15,20,28,0,0,0,0,1,347,19,367,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0037C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C02,85,118,46,3,15,24,35,1,0,1,0,5,328,12,345,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0037C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,38,B ,77,144,62,5,8,9,60,0,0,0,0,0,365,16,381,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0038B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,38,C01,110,143,64,4,6,13,48,1,1,0,0,0,390,14,404,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0038C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,B ,92,126,52,2,6,10,34,1,0,0,0,0,323,9,332,578,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0039B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,C01,,,,,,,,,,,,,,,,578,SIN ACTA,ANULADA,JIN-GOB-PAN-001/2016,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,C02,108,123,51,2,5,17,35,2,0,0,0,0,343,13,356,577,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0039C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,B ,80,136,74,5,5,16,38,0,0,1,0,0,355,9,364,655,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0040B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,C01,101,0,83,0,3,0,41,148,0,0,0,0,376,15,391,655,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0040C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,C02,101,143,73,6,6,23,34,172,149,166,29,0,902,14,916,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0040C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,41,B ,86,133,53,11,14,17,38,161,144,150,28,0,835,17,852,724,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0041B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,41,C01,76,123,66,11,7,21,46,1,0,0,0,0,351,18,369,723,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0041C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,42,B ,56,124,38,10,10,15,40,0,2,0,0,0,295,15,310,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0042B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,42,C01,64,115,39,7,7,19,26,0,0,0,0,0,277,19,296,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0042C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,43,B ,119,134,57,5,6,9,38,0,1,0,0,1,369,14,384,623,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0043B00.jpg
