CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,2,,1,COLIMA,9,B,1,0,B,90,61,7,8,6,43,8,64,3,2,0,1,0,0,0,10,,,,303,0,12,315,426,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,9,C,1,0,C01,75,71,5,12,3,49,20,55,2,2,2,1,0,0,0,16,,,,313,0,12,325,426,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,10,B,1,0,B,122,58,9,25,5,36,8,70,5,0,1,0,0,0,0,26,,,,365,0,22,387,584,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,10,C,1,0,C01,153,40,5,15,10,37,9,68,4,3,1,2,0,0,0,15,,,,362,0,13,375,583,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,11,B,1,0,B,114,74,7,13,6,72,11,90,3,0,0,1,0,1,0,23,,,,415,0,13,428,584,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,12,B,1,0,B,83,76,2,4,8,34,7,81,2,0,0,1,1,0,0,,15,,,314,0,13,327,447,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,12,C,1,0,C01,114,67,1,10,1,40,15,62,1,2,1,0,1,0,0,,23,,,338,0,11,349,447,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,13,B,1,0,B,156,96,4,10,14,63,18,117,5,1,4,3,1,0,0,,33,,,525,0,15,540,741,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,13,C,1,0,C01,148,110,4,7,8,61,29,127,3,3,2,2,1,0,0,,30,,,535,1,15,551,741,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,14,B,1,0,B,40,71,5,24,3,20,19,91,4,1,5,2,1,0,0,10,,,,296,0,9,305,456,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,14,C,1,0,C01,49,87,4,23,9,24,16,74,2,1,7,2,1,0,0,14,,,,313,1,9,323,456,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,15,B,1,0,B,79,75,4,14,5,27,11,86,3,0,5,1,1,0,2,23,,,,336,0,12,348,498,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,16,B,1,0,B,79,102,2,16,5,48,12,122,4,1,4,1,0,1,0,13,,,,410,0,15,425,613,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,17,B,1,0,B,104,64,9,36,5,63,20,108,2,1,4,3,0,0,0,20,,,,439,1,12,452,670,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,18,B,1,0,B,75,48,2,8,4,43,7,78,6,4,4,2,0,0,0,10,,,,291,1,8,300,422,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,18,C,1,0,C01,59,57,8,12,4,36,10,94,4,3,2,4,0,0,1,18,,,,312,0,9,321,422,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,19,B,1,0,B,85,68,7,15,5,45,13,70,6,3,4,4,0,0,0,11,,,,336,2,14,352,481,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,19,C,1,0,C01,88,65,6,16,4,47,16,79,3,0,2,2,0,0,0,18,,,,346,1,12,359,481,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,20,B,1,0,B,85,78,5,6,1,49,20,76,2,2,1,0,1,1,1,,,,,328,0,8,336,455,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,20,C,1,0,C01,109,71,2,7,3,50,30,73,2,0,3,0,1,0,0,,,,,351,0,9,360,455,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,20,S,1,0,SMR01,2,2,1,1,0,3,1,8,1,0,0,0,0,0,0,,,,,19,1,0,20,0,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,21,B,1,0,B,118,74,2,5,6,60,17,84,2,1,2,5,0,0,1,,,,,377,1,13,391,540,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,21,C,1,0,C01,112,72,7,2,6,82,20,79,4,0,1,1,0,0,0,,,,,386,0,12,398,540,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,22,B,1,0,B,23,40,6,3,9,26,7,107,1,0,1,3,4,0,0,,21,,,251,0,6,257,394,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,22,C,1,0,C01,44,47,4,4,13,20,14,82,2,1,1,1,0,1,0,,14,,,248,0,7,255,393,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,23,B,1,0,B,72,60,9,8,14,36,11,99,2,2,3,2,2,0,0,,,,,320,0,12,332,571,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,23,C,1,0,C01,70,51,5,11,17,53,4,114,6,2,1,0,1,0,0,,,,,335,1,13,349,571,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,23,C,2,0,C02,64,58,5,5,9,39,16,113,4,0,3,5,1,0,0,,,,,322,0,16,338,570,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,23,C,3,0,C03,69,67,6,9,12,35,11,112,5,2,1,3,0,0,2,,,,,334,0,5,339,570,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,24,B,1,0,B,90,77,10,8,21,49,14,140,10,3,2,1,4,1,0,,,,,430,0,23,453,739,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,24,C,1,0,C01,100,69,6,15,18,32,12,156,5,0,1,1,2,1,0,,,,,418,0,16,434,739,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,24,C,2,0,C02,92,88,6,0,31,47,13,121,3,2,0,3,0,0,4,,,,,410,0,20,430,739,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,24,C,3,0,C03,89,68,11,8,17,44,12,134,4,4,2,3,2,0,0,,,,,398,0,13,411,739,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,24,C,4,0,C04,117,58,4,6,24,34,10,126,6,4,3,5,3,0,1,,,,,401,1,21,423,739,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,24,C,5,0,C05,99,63,7,5,31,57,15,126,7,3,2,2,1,0,0,,,,,418,0,14,432,738,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,25,B,1,0,B,65,75,7,17,8,26,8,86,3,1,4,4,1,0,0,30,,,,335,0,8,343,546,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,25,C,1,0,C01,65,59,7,19,9,29,13,73,9,3,7,0,1,0,0,35,,,,329,0,13,342,546,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,26,B,1,0,B,75,74,3,23,7,21,4,67,3,1,3,1,1,0,0,12,,,,295,0,8,303,432,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,26,C,1,0,C01,62,58,2,23,9,32,9,58,3,0,5,1,0,0,19,0,,,,281,0,9,290,432,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,27,B,1,0,B,130,77,14,22,8,65,12,101,9,4,1,3,0,0,0,48,,,,494,0,16,510,747,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,28,B,1,0,B,53,70,1,15,5,59,16,95,2,1,3,1,0,0,0,13,,,,334,0,15,349,466,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,28,S,1,0,SMR01,2,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,,,,11,0,2,13,0,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,29,B,1,0,B,97,113,8,22,7,86,8,113,4,1,5,2,0,0,1,9,,,,476,1,15,492,692,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,30,B,1,0,B,61,60,3,11,6,29,16,71,1,0,0,0,1,0,0,14,,,,273,0,3,276,445,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,31,B,1,0,B,65,67,4,15,8,33,19,76,1,3,2,1,2,0,0,19,,,,315,0,20,335,476,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,31,C,1,0,C01,73,57,4,28,9,23,29,85,3,2,1,1,0,0,0,24,,,,339,0,10,349,476,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,32,B,1,0,B,71,110,3,8,10,39,13,101,1,1,3,0,0,0,0,,,,,360,1,16,377,585,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,32,C,1,0,C01,62,81,1,8,16,36,26,103,6,1,8,4,1,0,0,,,,,353,0,9,362,585,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,33,B,1,0,B,81,115,2,16,12,52,37,134,3,0,3,3,1,0,1,,,,,460,0,14,474,650,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,33,C,1,0,C01,83,111,9,13,10,52,40,154,1,0,3,1,2,0,0,,,,,479,0,11,490,649,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,34,B,1,0,B,59,118,4,19,11,52,23,112,3,2,0,2,0,0,0,,,,,405,1,16,422,543,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,34,C,1,0,C01,61,98,4,18,8,59,23,128,1,2,0,2,0,0,0,,,,,404,0,5,409,543,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,35,B,1,0,B,88,81,11,10,8,37,25,137,7,1,4,2,0,0,0,,,,,411,0,14,425,623,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,35,C,1,0,C01,69,77,3,13,20,41,16,123,4,2,2,3,0,0,1,,,,,374,1,14,389,622,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,36,B,1,0,B,75,63,1,13,18,23,16,135,9,4,0,4,3,0,0,,,,,364,0,4,368,697,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,36,C,1,0,C01,71,63,4,18,19,32,23,147,4,2,3,3,3,0,0,,,,,392,0,17,409,696,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,37,B,1,0,B,88,69,9,9,18,30,10,154,5,1,6,2,1,0,0,,,,,402,0,23,425,742,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,37,C,1,0,C01,71,79,5,7,17,39,15,132,6,0,2,4,4,0,0,,,,,381,0,14,395,742,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,37,C,2,0,C02,67,79,5,10,27,36,16,126,5,2,4,4,0,0,0,,,,,381,0,15,396,741,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,38,B,1,0,B,53,47,7,20,10,15,5,74,5,2,5,3,1,0,0,25,,,,272,0,10,282,430,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,38,C,1,0,C01,62,39,3,16,9,25,4,70,3,1,7,0,2,0,0,18,,,,259,0,11,270,430,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,39,B,1,0,B,77,55,10,14,6,41,16,67,1,2,4,1,1,1,0,35,,,,331,1,15,347,505,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,40,B,1,0,B,61,62,5,15,9,33,13,93,1,1,5,3,1,1,1,16,,,,320,0,4,324,574,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,40,S,1,0,SMR01,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,,,6,0,0,6,0,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,41,B,1,0,B,73,47,5,7,2,44,13,64,0,0,0,0,1,0,1,18,,,,275,0,14,289,419,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,42,B,1,0,B,60,59,2,6,15,45,38,107,4,3,3,4,0,0,0,,,,,346,1,12,359,562,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,43,B,1,0,B,41,89,2,11,11,47,22,66,1,0,2,2,0,0,0,,,,,294,0,12,306,510,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,43,C,1,0,C01,54,81,6,10,8,47,17,80,5,1,6,1,0,0,0,,,,,316,0,12,328,510,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,44,B,1,0,B,81,43,5,9,7,25,14,86,6,1,2,1,0,1,2,,,,,283,1,20,304,481,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,45,B,1,0,B,62,63,4,9,6,47,20,96,7,3,3,5,1,0,0,,,,,326,0,14,340,516,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,45,C,1,0,C01,71,77,3,15,11,41,27,95,8,3,3,1,3,0,1,,,,,359,0,15,374,515,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,45,C,2,0,C02,63,86,3,10,13,43,31,89,7,2,1,2,0,0,1,,,,,351,0,14,365,515,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,46,B,1,0,B,34,80,4,10,18,34,14,85,7,1,2,0,0,0,0,,,,,289,0,12,301,432,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,46,C,1,0,C01,71,69,10,8,5,42,11,86,2,0,3,1,2,0,0,,,,,310,0,12,322,432,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,47,B,1,0,B,98,88,8,22,6,39,16,116,3,1,3,0,0,0,0,19,,,,419,0,13,432,594,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,47,C,1,0,C01,95,86,7,13,10,45,19,106,6,0,6,4,1,0,0,27,,,,425,1,11,437,593,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,48,B,1,0,B,63,52,5,9,9,38,24,91,5,2,4,2,2,2,2,35,,,,345,1,13,359,545,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,48,C,1,0,C01,86,58,3,34,6,28,13,113,2,0,4,4,0,0,0,36,,,,387,1,8,396,545,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,49,B,1,0,B,38,61,2,5,2,30,6,57,3,4,3,1,0,0,0,11,,,,223,0,2,225,323,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,50,B,1,0,B,50,60,10,6,7,22,25,80,5,1,1,1,0,0,1,,,,,269,0,10,279,401,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,50,C,1,0,C01,53,40,2,5,11,33,22,65,8,1,3,1,0,0,1,,,,,245,0,9,254,400,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,51,B,1,0,B,55,51,3,6,12,29,14,58,3,1,7,1,0,0,1,,,,,241,0,15,256,400,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,51,C,1,0,C01,68,55,3,8,5,32,16,64,3,0,0,1,1,1,1,,,,,258,0,8,266,399,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,52,B,1,0,B,60,73,5,6,8,42,21,101,4,1,3,2,2,0,0,,,,,328,0,22,350,530,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,52,C,1,0,C01,67,89,4,10,12,41,18,94,0,3,6,3,0,0,0,,,,,347,1,18,366,530,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,52,C,2,0,C02,55,78,6,9,11,37,26,94,10,2,3,2,0,0,0,,,,,333,0,14,347,530,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,53,B,1,0,B,93,83,7,18,13,57,19,123,1,1,1,2,1,0,2,,,,,421,0,18,439,678,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,53,C,1,0,C01,86,90,3,17,10,50,18,127,4,1,4,1,2,0,0,,,,,413,0,16,429,678,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,54,B,1,0,B,94,82,3,24,9,41,13,146,7,1,4,2,1,0,0,53,,,,480,0,11,491,719,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,54,C,1,0,C01,112,85,8,26,16,40,20,120,6,4,3,4,2,1,0,41,,,,488,0,12,500,718,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,54,C,2,0,C02,97,88,7,26,5,39,18,128,4,1,3,3,1,0,0,45,,,,465,1,12,478,718,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,54,S,1,0,SMR01,4,1,0,1,2,3,1,5,0,0,0,0,0,0,0,2,,,,19,0,0,19,0,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,55,B,1,0,B,65,69,8,46,3,25,9,88,2,5,3,3,3,0,1,16,,,,346,0,9,355,551,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,55,C,1,0,C01,60,69,1,54,10,24,11,73,2,2,7,3,0,0,1,14,,,,331,0,11,342,550,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,56,B,1,0,B,69,51,6,27,5,36,21,62,1,0,2,0,1,0,2,12,,,,295,1,12,308,435,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,57,B,1,0,B,54,46,1,4,3,20,15,72,2,1,3,2,0,0,1,,,,,224,0,10,234,376,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,57,C,1,0,C01,45,38,2,4,6,24,22,49,8,1,2,1,1,0,0,,,,,203,0,10,213,375,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,58,B,1,0,B,71,87,4,9,9,49,23,79,4,2,5,2,3,0,8,,,,,355,0,8,363,512,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,58,C,1,0,C01,59,85,3,18,12,42,14,79,5,0,3,7,1,1,0,,,,,329,0,15,344,511,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,59,B,1,0,B,62,61,7,16,21,24,14,100,4,1,3,5,0,0,1,,,,,319,0,23,342,582,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,59,C,1,0,C01,67,87,67,32,12,28,10,91,3,0,3,5,1,1,1,,,,,408,0,11,419,581,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,60,B,1,0,B,65,67,4,15,25,43,17,120,6,1,4,1,4,5,0,,,,,377,1,15,393,709,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,C,1,0,C01,73,67,2,17,16,36,16,130,6,0,5,8,4,0,0,,,,,380,1,14,395,709,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,60,C,2,0,C02,68,44,2,9,14,45,12,138,7,1,0,3,2,0,2,,,,,347,0,16,363,708,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,60,C,3,0,C03,62,69,7,15,15,29,11,137,9,2,4,2,2,0,2,,,,,366,0,12,378,708,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,0,E01,68,64,4,10,10,51,14,125,3,1,7,6,1,0,0,,,,,364,1,11,376,665,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,1,E01C01,69,63,10,14,7,48,14,140,6,2,1,3,1,0,1,,,,,379,0,10,389,665,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,2,E01C02,58,72,6,15,6,31,23,146,8,0,7,1,1,0,0,,,,,374,0,9,383,665,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,3,E01C03,68,62,9,17,15,35,17,147,9,2,3,4,1,0,0,,,,,389,0,11,400,665,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,4,E01C04,70,51,1,10,12,44,16,154,2,0,7,6,1,0,0,,,,,374,0,20,394,665,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,5,E01C05,65,79,6,7,14,39,16,130,10,0,2,1,4,0,0,,,,,373,0,9,382,665,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,E,1,6,E01C06,71,51,4,12,13,40,25,147,8,0,0,0,0,0,0,,,,,371,3,10,384,664,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,60,S,1,0,SMR01,3,1,0,2,0,1,0,1,0,0,0,0,0,0,0,,,,,8,0,0,8,0,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,61,B,1,0,B,72,79,7,7,12,41,16,86,1,0,3,3,3,0,0,,,,,330,1,18,349,649,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,61,C,1,0,C01,60,69,7,11,10,36,10,128,4,1,2,0,3,0,0,,,,,341,0,11,352,649,Grupo de Recuento,,,
5,6,COLIMA,3,,1,COLIMA,61,C,2,0,C02,78,73,9,9,9,41,8,110,3,1,1,3,1,0,0,,,,,346,0,19,365,648,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,62,B,1,0,B,60,71,8,9,13,50,19,110,3,0,3,1,2,0,0,,,,,349,1,19,369,602,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,C,1,0,C01,68,82,5,6,22,46,13,86,4,0,3,3,1,0,1,,,,,340,0,14,354,602,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,C,2,0,C02,66,66,8,8,17,38,6,112,5,2,3,0,3,0,1,,,,,335,0,12,347,601,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,C,3,0,C03,61,65,6,11,21,43,6,97,4,1,0,2,2,0,1,,,,,320,0,22,342,601,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,C,4,0,C04,56,65,5,12,13,53,13,89,3,0,0,0,3,0,0,,,,,312,1,16,329,601,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,0,E01,67,66,2,7,10,33,13,99,7,0,1,0,2,0,0,,,,,307,0,12,319,657,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,1,E01C01,94,46,6,5,16,29,11,121,1,3,4,4,4,0,2,,,,,346,0,24,370,657,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,2,E01C02,82,45,2,10,18,29,14,104,8,0,5,4,1,1,0,,,,,323,0,17,340,657,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,3,E01C03,76,63,6,7,12,28,12,113,7,2,1,2,0,0,1,,,,,330,2,12,344,657,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,4,E01C04,83,65,2,8,11,40,11,134,1,1,3,5,1,0,0,,,,,365,0,16,381,657,Acta de Casilla,,,
