id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,Nulos,NoRegistrados,PAN,PRI,PRD-PT-Convergencia,PVEM,PCP,PNA,PASC,PAN-PNA,PAN-PCP-PNA,PRI-PASC,PRI-PCP-PASC,PVEM-PCP,PVEM-PCP-PNA,PCP-PNA,Total
24,2/7/2006,12,Ayuntamientos,24,0,1418,1,B,Basica,0,38,TAMPACAN,506,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,209,63,63,0,0,0,42,0,0,7,0,0,0,0,400
24,2/7/2006,12,Ayuntamientos,24,0,1419,1,B,Basica,0,38,TAMPACAN,374,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,0,101,59,17,0,0,0,47,0,0,3,0,0,0,0,248
24,2/7/2006,12,Ayuntamientos,24,0,1359,1,B,Basica,0,58,MATLAPA,668,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,27,0,231,46,95,0,3,2,0,0,0,0,0,0,0,0,404
24,2/7/2006,12,Ayuntamientos,24,0,1362,1,E,Extraordinaria,1,58,MATLAPA,447,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,22,2,230,54,26,0,1,2,0,0,0,0,0,0,0,0,337
24,2/7/2006,12,Ayuntamientos,24,0,1363,1,B,Basica,0,58,MATLAPA,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,2,262,112,54,0,10,0,0,0,0,0,0,0,0,0,453
24,2/7/2006,12,Ayuntamientos,24,0,1364,1,B,Basica,0,58,MATLAPA,690,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,0,182,38,157,0,6,3,0,0,0,0,0,0,0,0,427
24,2/7/2006,12,Ayuntamientos,24,0,1135,1,B,Basica,0,29,SAN MARTIN CHALCHICUAUTLA,213,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,33,65,48,0,1,0,0,0,0,0,0,0,0,0,155
24,2/7/2006,12,Ayuntamientos,24,0,1139,1,B,Basica,0,29,SAN MARTIN CHALCHICUAUTLA,306,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,53,32,99,0,2,0,0,0,0,0,0,0,0,0,194
24,2/7/2006,12,Ayuntamientos,24,0,1140,1,B,Basica,0,29,SAN MARTIN CHALCHICUAUTLA,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,134,86,142,0,2,0,0,0,0,0,0,0,0,0,380
24,2/7/2006,12,Ayuntamientos,24,0,1140,1,C,Contigua,0,29,SAN MARTIN CHALCHICUAUTLA,539,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,0,155,135,71,0,2,0,0,0,0,0,0,0,0,0,392
24,2/7/2006,12,Ayuntamientos,24,0,1146,1,B,Basica,0,29,SAN MARTIN CHALCHICUAUTLA,243,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,67,43,54,0,0,0,0,0,0,0,0,0,0,0,172
24,2/7/2006,12,Ayuntamientos,24,0,1147,1,E,Extraordinaria,1,29,SAN MARTIN CHALCHICUAUTLA,305,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,75,44,91,0,0,0,0,0,0,0,0,0,0,0,219
24,2/7/2006,12,Ayuntamientos,24,0,1348,1,B,Basica,0,37,TAMAZUNCHALE,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,0,81,163,148,0,0,3,0,0,0,0,0,0,0,0,413
24,2/7/2006,12,Ayuntamientos,24,0,1368,1,B,Basica,0,37,TAMAZUNCHALE,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,0,36,87,92,0,1,3,0,0,0,0,0,0,0,1,243
24,2/7/2006,12,Ayuntamientos,24,0,1370,1,B,Basica,0,37,TAMAZUNCHALE,306,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,0,5,98,55,0,1,1,0,0,0,0,0,0,0,0,174
24,2/7/2006,12,Ayuntamientos,24,0,1376,1,C,Contigua,0,37,TAMAZUNCHALE,649,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,30,0,44,129,110,0,1,3,0,0,0,0,0,0,0,0,317
24,2/7/2006,12,Ayuntamientos,24,0,1379,1,B,Basica,0,37,TAMAZUNCHALE,219,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,33,35,67,0,0,1,0,0,0,0,0,0,0,0,145
24,2/7/2006,12,Ayuntamientos,24,0,1382,1,B,Basica,0,37,TAMAZUNCHALE,487,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,0,30,99,117,0,1,1,0,0,0,0,0,0,0,0,269
24,2/7/2006,12,Ayuntamientos,24,0,1383,1,C,Contigua,0,37,TAMAZUNCHALE,543,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,24,0,14,158,137,0,1,0,0,0,0,0,0,0,0,0,334
24,2/7/2006,12,Ayuntamientos,24,0,1391,1,C,Contigua,0,37,TAMAZUNCHALE,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,0,15,114,165,0,1,0,0,0,0,0,0,0,0,1,336
24,2/7/2006,12,Ayuntamientos,24,0,1392,1,B,Basica,0,37,TAMAZUNCHALE,510,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,20,0,23,103,119,0,1,1,0,0,0,0,0,0,0,1,268
24,2/7/2006,12,Ayuntamientos,24,0,1398,1,B,Basica,0,37,TAMAZUNCHALE,727,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,0,81,101,147,0,0,0,0,0,0,0,0,0,0,0,358
24,2/7/2006,12,Ayuntamientos,24,0,1404,1,C,Contigua,0,37,TAMAZUNCHALE,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,0,57,98,131,0,0,3,0,0,0,0,0,0,0,0,325
24,2/7/2006,12,Ayuntamientos,24,0,1411,1,C,Contigua,0,37,TAMAZUNCHALE,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,0,112,206,138,0,0,0,0,0,0,0,0,0,0,12,468
24,2/7/2006,12,Ayuntamientos,24,0,1412,1,B,Basica,0,38,TAMPACAN,676,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,170,133,152,0,0,0,60,0,0,12,0,0,0,0,539
24,2/7/2006,12,Ayuntamientos,24,0,1414,1,C,Contigua,0,38,TAMPACAN,378,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,76,123,59,0,0,0,14,0,0,8,0,0,0,0,285
24,2/7/2006,12,Ayuntamientos,24,0,1417,1,B,Basica,0,38,TAMPACAN,447,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,89,103,62,0,0,0,62,0,0,8,0,0,0,0,340
24,2/7/2006,12,Ayuntamientos,24,0,106,1,B,Basica,0,6,CATORCE,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,164,118,15,0,0,0,0,0,0,0,0,0,0,0,301
24,2/7/2006,12,Ayuntamientos,24,0,1775,1,B,Basica,0,56,ZARAGOZA,715,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,0,114,77,1,122,62,14,3,26,0,14,0,0,0,0,448
24,2/7/2006,12,Ayuntamientos,24,0,1777,1,B,Basica,0,56,ZARAGOZA,165,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,28,24,5,18,18,1,1,1,0,2,0,0,0,0,105
24,2/7/2006,12,Ayuntamientos,24,0,1780,1,B,Basica,0,56,ZARAGOZA,181,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,30,10,6,5,43,9,0,0,0,0,0,0,0,0,114
24,2/7/2006,12,Ayuntamientos,24,0,1792,1,B,Basica,0,56,ZARAGOZA,403,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,129,23,3,25,32,1,0,8,0,3,0,0,0,0,232
24,2/7/2006,12,Ayuntamientos,24,0,556,1,B,Basica,0,21,MEXQUITIC DE CARMONA,600,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,2,142,103,3,0,7,0,0,5,0,0,0,0,0,0,266
24,2/7/2006,12,Ayuntamientos,24,0,1533,1,B,Basica,0,44,VANEGAS,201,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,28,62,3,0,0,0,4,0,0,12,0,0,0,0,112
24,2/7/2006,12,Ayuntamientos,24,0,1591,1,B,Basica,0,48,VILLA DE GUADALUPE,276,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,36,28,30,0,1,14,0,0,0,0,0,0,0,0,113
24,2/7/2006,12,Ayuntamientos,24,0,1598,1,B,Basica,0,48,VILLA DE GUADALUPE,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,1,78,153,8,0,13,174,0,0,0,0,0,0,0,0,439
24,2/7/2006,12,Ayuntamientos,24,0,1602,1,B,Basica,0,48,VILLA DE GUADALUPE,268,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,45,68,26,0,1,12,0,0,0,0,0,0,0,0,157
24,2/7/2006,12,Ayuntamientos,24,0,1605,1,C,Contigua,0,49,VILLA DE LA PAZ,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,81,158,26,0,0,0,0,0,0,3,0,0,0,0,275
24,2/7/2006,12,Ayuntamientos,24,0,1607,1,B,Basica,0,49,VILLA DE LA PAZ,480,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,94,152,34,0,0,0,7,0,0,10,0,0,0,0,304
24,2/7/2006,12,Ayuntamientos,24,0,72,1,B,Basica,0,4,ARMADILLO DE LOS INFANTE,145,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,0,30,16,5,0,9,1,0,5,0,4,0,0,0,0,70
24,2/7/2006,12,Ayuntamientos,24,0,136,1,B,Basica,0,8,CERRITOS,379,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,103,96,22,0,0,2,0,9,0,0,0,0,0,0,239
24,2/7/2006,12,Ayuntamientos,24,0,139,1,C,Contigua,0,8,CERRITOS,672,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,119,168,77,0,17,3,0,12,0,0,0,0,0,0,408
24,2/7/2006,12,Ayuntamientos,24,0,141,1,C,Contigua,0,8,CERRITOS,687,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,0,105,174,98,0,2,3,0,11,0,0,0,0,0,0,411
24,2/7/2006,12,Ayuntamientos,24,0,144,1,B,Basica,0,8,CERRITOS,520,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,130,166,38,0,1,8,0,5,0,0,0,0,0,0,354
24,2/7/2006,12,Ayuntamientos,24,0,439,1,B,Basica,0,17,GUADALCAZAR,386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,106,112,3,0,0,1,0,0,0,0,0,0,0,0,226
24,2/7/2006,12,Ayuntamientos,24,0,444,1,B,Basica,0,17,GUADALCAZAR,221,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,24,114,1,0,0,1,0,2,0,0,0,0,0,0,150
24,2/7/2006,12,Ayuntamientos,24,0,451,1,B,Basica,0,17,GUADALCAZAR,442,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,0,92,132,23,0,0,6,0,25,0,0,0,0,0,0,293
24,2/7/2006,12,Ayuntamientos,24,0,463,1,B,Basica,0,17,GUADALCAZAR,613,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,0,165,169,6,0,0,9,0,26,0,0,0,0,0,0,389
24,2/7/2006,12,Ayuntamientos,24,0,465,1,B,Basica,0,17,GUADALCAZAR,413,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,2,68,110,5,0,0,0,0,0,0,0,0,0,0,0,191
24,2/7/2006,12,Ayuntamientos,24,0,1157,1,B,Basica,0,30,SAN NICOLAS TOLENTINO,97,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,11,25,21,0,0,1,0,0,0,0,0,0,0,0,61
24,2/7/2006,12,Ayuntamientos,24,0,1556,2,C,Contigua,0,46,VILLA DE ARISTA,581,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,0,100,129,96,0,0,0,6,0,0,32,0,0,0,0,380
24,2/7/2006,12,Ayuntamientos,24,0,1557,1,C,Contigua,0,46,VILLA DE ARISTA,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,94,126,72,0,0,0,6,0,0,27,0,0,0,0,332
24,2/7/2006,12,Ayuntamientos,24,0,1563,1,B,Basica,0,46,VILLA DE ARISTA,255,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,55,88,10,0,0,0,1,0,0,5,0,0,0,0,162
24,2/7/2006,12,Ayuntamientos,24,0,556,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,600,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,165,111,2,4,4,2,0,16,0,0,0,0,0,0,320
24,2/7/2006,12,Ayuntamientos,24,0,556,1,E,Extraordinaria,1,21,MEXQUITIC DE CARMONA,352,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,102,73,3,2,1,0,0,0,0,0,0,0,0,0,184
24,2/7/2006,12,Ayuntamientos,24,0,559,2,C,Contigua,0,21,MEXQUITIC DE CARMONA,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,118,80,6,56,12,6,0,0,0,0,0,0,0,0,290
24,2/7/2006,12,Ayuntamientos,24,0,560,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,466,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,57,131,3,40,20,4,0,4,0,0,0,0,0,0,271
24,2/7/2006,12,Ayuntamientos,24,0,568,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,380,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,2,0,65,136,1,3,4,2,0,5,0,0,0,0,0,0,218
24,2/7/2006,12,Ayuntamientos,24,0,570,1,B,Basica,0,21,MEXQUITIC DE CARMONA,494,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,27,0,64,151,7,7,6,4,0,10,0,0,0,0,0,0,276
24,2/7/2006,12,Ayuntamientos,24,0,573,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,722,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,159,149,7,2,63,4,0,16,0,0,0,0,0,0,413
24,2/7/2006,12,Ayuntamientos,24,0,578,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,397,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,0,65,106,8,10,4,8,0,12,0,0,0,0,0,0,228
24,2/7/2006,12,Ayuntamientos,24,0,579,1,B,Basica,0,21,MEXQUITIC DE CARMONA,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,0,44,132,13,4,92,2,0,6,0,0,0,0,0,0,316
24,2/7/2006,12,Ayuntamientos,24,0,580,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,109,94,7,5,125,7,0,17,0,0,0,0,0,0,372
24,2/7/2006,12,Ayuntamientos,24,0,584,1,B,Basica,0,21,MEXQUITIC DE CARMONA,614,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,117,189,12,9,39,4,0,3,0,0,0,0,0,0,382
24,2/7/2006,12,Ayuntamientos,24,0,585,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,2,101,76,4,17,16,5,0,5,0,0,0,0,0,0,242
24,2/7/2006,12,Ayuntamientos,24,0,589,1,C,Contigua,0,21,MEXQUITIC DE CARMONA,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,129,116,12,25,37,3,0,4,0,0,0,0,0,0,338
24,2/7/2006,12,Ayuntamientos,24,0,1190,1,B,Basica,0,33,SANTA MARIA DEL RIO,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,134,88,20,9,0,0,1,0,0,0,12,0,0,0,271
24,2/7/2006,12,Ayuntamientos,24,0,1195,1,B,Basica,0,33,SANTA MARIA DEL RIO,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,0,154,70,18,24,2,0,0,0,0,0,3,0,0,0,286
24,2/7/2006,12,Ayuntamientos,24,0,1196,1,B,Basica,0,33,SANTA MARIA DEL RIO,398,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,0,64,35,20,10,3,0,0,0,0,0,1,0,0,0,151
24,2/7/2006,12,Ayuntamientos,24,0,394,1,B,Basica,0,15,CHARCAS,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,2,58,163,122,0,0,0,4,0,0,35,0,0,0,0,398
24,2/7/2006,12,Ayuntamientos,24,0,397,1,B,Basica,0,15,CHARCAS,331,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,40,59,64,0,4,0,5,0,0,23,0,0,0,0,203
24,2/7/2006,12,Ayuntamientos,24,0,401,1,B,Basica,0,15,CHARCAS,381,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,80,94,23,0,1,0,30,0,0,6,0,0,0,0,245
24,2/7/2006,12,Ayuntamientos,24,0,403,1,B,Basica,0,15,CHARCAS,387,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,49,110,21,0,8,0,7,0,0,24,0,0,0,0,230
