CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0006,B,197,139,14,2,13,2,2,1,0,38,,0,8,1,,,,,,,0,417,12,429,579,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0006,C01,191,115,18,1,8,0,0,1,0,57,,0,7,0,,,,,,,0,398,9,407,578,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0006,C02,236,74,23,3,12,5,0,2,0,52,,1,13,1,,,,,,,0,422,12,434,578,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0007,B,166,85,18,2,4,13,0,2,1,23,,0,10,3,,,,,,,0,327,13,340,461,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0007,C01,155,100,18,0,7,4,0,1,1,24,,0,14,1,,,,,,,0,325,17,342,461,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0008,B,296,154,9,0,3,0,1,0,0,32,,0,9,2,,,,,,,0,506,10,516,712,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0009,B,276,132,17,0,3,0,0,0,0,43,,0,18,1,,,,,,,0,490,7,497,682,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0010,B,250,115,5,0,8,1,0,1,1,42,,0,14,1,,,,,,,0,438,7,445,603,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0010,C01,259,119,5,6,4,1,0,0,0,34,,1,16,1,,,,,,,0,446,5,451,603,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0011,B,193,86,9,5,1,1,0,2,0,26,,1,8,3,,,,,,,0,335,5,340,501,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0011,C01,213,86,9,1,3,0,0,0,0,29,,2,8,4,,,,,,,0,355,4,359,501,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0011,C02,228,73,4,3,4,1,0,3,0,21,,0,7,2,,,,,,,0,346,4,350,500,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0012,B,196,117,5,3,4,0,2,1,1,39,,0,7,1,,,,,,,0,376,9,385,539,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0012,C01,220,85,8,5,3,0,0,1,1,26,,0,12,0,,,,,,,0,361,7,368,539,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0012,C02,225,106,0,2,3,1,0,0,0,38,,0,0,0,,,,,,,0,375,9,384,538,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0013,B,265,156,5,4,7,0,0,3,0,12,,0,8,2,,,,,,,0,462,13,475,613,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0014,B,141,142,3,3,4,0,0,1,0,10,,0,6,2,,,,,,,0,312,5,317,387,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0014,C01,141,120,1,2,3,3,1,3,0,12,,0,5,1,,,,,,,0,292,7,299,387,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0015,B,201,87,3,3,3,1,0,2,0,14,,0,2,1,,,,,,,0,317,5,322,383,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0015,C01,162,88,8,0,0,0,0,1,0,7,,1,11,1,,,,,,,0,279,11,290,382,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0016,B,141,81,6,1,1,6,0,2,0,16,,0,1,0,,,,,,,0,255,1,256,332,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0017,B,224,139,11,2,5,1,0,2,0,25,,1,7,1,,,,,,,0,418,4,422,585,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0017,C01,241,137,8,3,2,0,1,1,0,22,,1,9,1,,,,,,,0,426,14,440,584,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0018,B,231,73,1,5,4,0,0,0,0,24,,1,8,1,,,,,,,0,348,3,351,422,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0019,B,231,142,8,3,2,0,0,0,0,21,,0,7,2,,,,,,,0,416,8,424,563,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0020,B,310,147,17,3,48,1,0,1,0,20,,0,9,1,,,,,,,0,557,10,567,674,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0021,B,128,140,46,0,49,3,1,3,1,61,,1,12,1,,,,,,,0,446,8,454,573,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0021,C01,135,132,17,2,29,4,1,2,1,84,,1,9,0,,,,,,,0,417,9,426,572,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0022,B,239,114,13,7,13,0,0,5,1,9,,0,12,2,,,,,,,0,415,8,423,515,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0023,B,276,146,9,2,4,0,0,0,2,25,,0,8,4,,,,,,,0,476,10,486,639,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0024,B,162,125,3,41,6,2,2,1,13,13,,0,9,4,,,,,,,0,381,11,392,553,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0024,C01,180,123,2,29,5,1,0,1,10,15,,0,12,7,,,,,,,0,385,10,395,552,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0025,B,186,51,4,13,6,1,0,3,0,14,,1,10,4,,,,,,,0,293,5,298,402,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0025,C01,165,51,10,9,5,1,1,0,0,24,,0,9,2,,,,,,,0,277,7,284,401,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0026,B,209,93,5,1,3,0,0,1,1,2,,0,17,1,,,,,,,0,333,6,339,436,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0026,C01,189,90,3,1,2,0,0,0,0,14,,0,5,1,,,,,,,0,305,3,308,435,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0027,B,210,237,5,5,16,2,1,1,1,46,,0,4,2,,,,,,,0,530,4,534,699,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0028,B,140,111,2,2,3,0,0,1,1,15,,0,2,1,,,,,,,0,278,7,285,377,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0028,C01,141,116,5,2,4,0,0,0,0,21,,0,1,1,,,,,,,0,291,12,303,376,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0029,B,197,162,20,0,0,1,2,2,0,10,,0,13,0,,,,,,,0,407,8,415,546,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0029,C01,230,162,11,2,2,2,1,0,0,7,,0,3,5,,,,,,,0,425,8,433,546,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0030,B,153,111,14,2,3,0,0,1,0,8,,0,14,6,,,,,,,0,312,4,316,393,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0030,C01,124,113,17,8,2,2,3,1,1,9,,0,9,4,,,,,,,0,293,9,302,393,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0031,B,208,197,7,3,3,3,1,3,1,15,,0,11,5,,,,,,,0,457,11,468,592,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0031,C01,217,169,8,4,3,1,2,2,1,18,,0,11,4,,,,,,,0,440,11,451,591,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0031,C02,216,167,5,5,0,1,0,4,0,24,,0,9,1,,,,,,,0,432,12,444,591,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0032,B,163,137,3,2,3,0,0,3,0,4,,0,0,0,,,,,,,0,315,9,324,385,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0033,B,103,186,6,8,9,1,0,0,2,7,,0,5,0,,,,,,,0,327,5,332,407,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0033,C01,91,202,7,4,4,0,1,1,0,12,,0,0,5,,,,,,,0,327,7,334,406,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0033,E01,128,219,4,1,3,1,0,1,0,5,,0,9,5,,,,,,,0,376,5,381,456,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0034,B,125,210,15,4,15,1,0,4,0,30,,0,1,2,,,,,,,0,407,9,416,494,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,0034,E01,187,229,29,2,7,1,0,7,1,53,,1,2,0,,,,,,,0,519,0,519,701,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0134,B,69,111,7,6,3,42,0,1,8,33,,1,2,3,,,,,,,0,286,13,299,405,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0134,C01,49,122,6,10,10,27,1,0,3,49,,0,2,8,,,,,,,0,287,15,302,405,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0135,B,88,165,7,9,11,63,0,6,10,38,,0,1,10,,,,,,,0,408,24,432,579,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0135,C01,89,168,12,7,18,60,0,1,12,35,,3,1,9,,,,,,,0,415,16,431,579,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0135,C02,86,167,10,14,6,58,0,9,11,22,,3,6,19,,,,,,,0,411,23,434,578,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0136,B,80,131,14,8,11,94,1,5,6,47,,0,4,5,,,,,,,0,406,12,418,575,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0136,C01,104,114,12,15,13,70,2,5,4,42,,1,7,10,,,,,,,0,399,14,413,574,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0136,C02,72,133,12,10,10,85,2,6,3,27,,2,0,12,,,,,,,0,374,19,393,574,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0137,B,60,267,20,20,3,24,0,2,2,37,,0,2,23,,,,,,,0,460,12,472,612,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0138,B,62,280,11,15,8,22,1,2,8,59,,1,4,22,,,,,,,0,495,12,507,658,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0139,B,30,212,11,10,3,61,0,5,31,57,,2,1,16,,,,,,,0,439,13,452,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0139,C01,33,239,9,12,5,55,0,6,21,57,,1,0,17,,,,,,,0,455,13,468,632,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0140,B,40,188,4,28,5,47,0,6,18,17,,1,0,7,,,,,,,0,361,8,369,474,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0141,B,81,265,18,17,10,61,2,4,13,41,,4,4,16,,,,,,,0,536,14,550,732,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0142,B,45,58,5,19,6,59,0,6,59,0,,0,0,12,,,,,,,0,269,34,303,468,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0143,B,58,150,14,6,17,38,1,6,4,37,,6,0,6,,,,,,,0,343,18,361,536,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,0143,C01,66,160,14,7,14,51,3,4,3,33,,0,2,6,,,,,,,0,363,23,386,536,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0952,B,16,244,214,2,1,1,1,0,0,14,,0,8,3,,,,,,,0,504,2,506,651,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0952,C01,8,262,183,2,0,0,0,0,1,17,,0,4,1,,,,,,,0,478,8,486,650,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0952,E01,10,173,127,1,0,0,0,0,0,3,,0,2,0,,,,,,,0,316,3,319,391,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0952,E01C01,6,177,120,1,0,0,1,0,0,2,,0,3,5,,,,,,,0,315,2,317,390,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0953,B,32,190,220,0,0,0,0,0,0,2,,0,4,2,,,,,,,0,450,1,451,576,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,0954,B,0,291,262,1,0,0,0,0,0,0,,0,5,1,,,,,,,0,560,6,566,730,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0962,B,3,56,22,3,101,107,3,4,2,160,,51,0,0,,,,,,,0,512,40,552,687,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0962,C01,2,54,27,0,125,130,1,1,56,106,,1,0,1,,,,,,,0,504,45,549,687,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0962,C02,2,68,33,6,120,117,2,0,3,99,,44,0,2,,,,,,,0,496,39,535,686,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0963,B,0,122,7,2,40,37,3,2,5,0,,121,0,0,,,,,,,0,339,16,355,478,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0964,B,0,41,6,2,8,128,1,0,3,4,,49,0,0,,,,,,,0,242,13,255,325,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0965,B,0,61,3,0,99,72,0,1,3,4,,95,0,0,,,,,,,0,338,9,347,493,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0966,B,6,45,7,3,140,118,0,2,2,5,,32,0,0,,,,,,,0,360,12,372,494,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0966,E01,12,95,4,2,15,46,0,0,0,4,,36,0,1,,,,,,,0,215,6,221,353,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0967,B,0,38,15,0,161,83,0,0,3,14,,117,0,0,,,,,,,0,431,28,459,602,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0968,B,0,25,1,0,59,61,0,0,1,1,,50,0,0,,,,,,,0,198,2,200,274,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0969,B,1,62,9,2,189,87,4,0,4,32,,104,0,0,,,,,,,0,494,31,525,639,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0970,B,2,95,12,1,59,89,0,1,7,24,,101,3,2,,,,,,,1,396,23,420,563,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0970,C01,1,85,14,0,79,108,3,1,2,24,,104,0,2,,,,,,,0,423,20,443,563,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0971,B,0,26,6,3,50,45,1,3,1,4,,30,1,0,,,,,,,0,170,8,178,214,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0972,B,5,53,16,2,85,123,2,3,3,7,,111,0,0,,,,,,,0,410,11,421,586,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0972,C01,3,48,13,2,90,160,1,0,3,11,,128,0,0,,,,,,,0,459,19,478,586,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0972,E01,0,25,6,0,59,93,0,1,3,14,,154,0,0,,,,,,,0,355,15,370,460,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0973,B,1,12,4,1,68,39,0,0,6,0,,78,6,1,,,,,,,0,216,7,223,279,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0974,B,0,9,11,2,24,64,2,2,2,4,,36,0,0,,,,,,,0,156,7,163,208,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0974,E01,1,8,25,0,78,93,3,2,4,15,,18,1,0,,,,,,,0,248,21,269,319,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0975,B,1,36,7,0,170,91,1,0,1,15,,48,0,0,,,,,,,0,370,18,388,480,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0975,E01,6,26,3,0,27,2,1,1,0,0,,14,0,0,,,,,,,0,80,2,82,98,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0976,B,1,112,2,0,22,15,0,0,2,6,,128,0,0,,,,,,,0,288,14,302,391,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0976,C01,2,89,5,0,46,29,2,1,3,4,,108,0,0,,,,,,,0,289,10,299,390,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,0977,B,1,90,7,0,151,74,3,3,8,7,,73,0,0,,,,,,,0,417,9,426,584,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,B,18,124,4,4,32,8,0,1,0,18,,0,0,0,,,,,,,0,209,13,222,319,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,E01,9,234,8,3,2,4,33,2,0,18,,0,0,6,,,,,,,0,319,16,335,500,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,B,85,239,28,1,9,1,3,1,1,20,,0,10,5,,,,,,,0,403,14,417,545,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,C01,78,0,22,0,6,2,1,2,0,22,,0,15,4,,,,,,,0,152,11,163,545,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,C02,84,244,32,1,7,0,1,5,0,28,,0,5,9,,,,,,,0,416,8,424,544,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,B,91,177,70,1,5,0,0,0,0,17,,0,15,0,,,,,,,0,376,4,380,472,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,C01,84,188,59,0,3,0,2,0,0,17,,1,11,2,,,,,,,0,367,8,375,471,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,B,117,245,51,0,21,0,5,2,0,27,,0,9,5,,,,,,,0,482,11,493,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,C01,107,264,69,0,7,1,1,1,2,37,,4,12,5,,,,,,,0,510,3,513,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,B,75,200,50,1,4,0,0,1,0,24,,1,11,1,,,,,,,0,368,8,376,465,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,C01,84,214,34,1,5,2,1,2,0,19,,0,12,1,,,,,,,0,375,0,375,465,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,SMR01,16,34,9,4,8,1,0,0,0,21,,0,0,3,,,,,,,0,96,0,96,,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,SRP01,16,34,9,4,8,1,0,0,0,21,,0,0,0,,,,,,,0,93,1,94,,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,B,96,186,43,3,2,0,1,1,0,18,,0,11,0,,,,,,,0,361,4,365,467,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,C01,100,187,32,1,1,1,2,3,0,22,,0,14,3,,,,,,,0,366,4,370,467,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,B,191,243,32,1,1,0,2,0,0,3,,0,1,0,,,,,,,0,474,3,477,558,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,C01,177,232,46,0,0,0,2,0,1,2,,0,0,2,,,,,,,0,462,6,468,557,,,,
