ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IHG,CG,PSM,PSG,CAND_IND1,CAND_IND2,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,PAN_PRD_MC,PAN_MC,PRI_PVEM,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PRD_MC,PAN_PRD
12,GUERRERO,48,PEDRO ASCENCIO ALQUISIRAS,21,22,,,,,34,1810,,,,8,0,0,0,0,,,,,,,,,,987,126,2965,0,170,3135,4997,0,0
12,GUERRERO,49,PETATLAN,53,75,,,,,118,,59,,,0,15,13,0,142,,,,,,,,6456,,5826,4538,17167,5,971,18143,33070,0,0
12,GUERRERO,50,PILCAYA,16,22,,851,,305,906,,1980,,,164,0,0,0,0,,,,,,,,2493,,,170,6869,2,224,7095,8941,0,0
12,GUERRERO,51,PUNGARABATO,23,54,,,,,314,,69,,,,,201,,,,,,,,,,4329,,7115,4741,16769,3,865,17637,29152,0,0
12,GUERRERO,52,QUECHULTENANGO,40,53,,1122,,109,151,,78,775,0,25,0,0,0,559,,,,,,,,10313,,,,13132,23,1025,14180,23864,0,0
12,GUERRERO,53,SAN LUIS ACATLAN,25,55,,4445,,1353,2353,,185,,,1191,68,206,64,78,,,,,,,,4099,,,2977,17019,6,1665,18690,27802,0,0
12,GUERRERO,54,SAN MARCOS,47,75,,,,,156,,72,,,469,0,14,81,65,,,,,,,,11886,,8804,1822,23369,0,1848,25217,36339,0,0
12,GUERRERO,55,SAN MIGUEL TOTOLAPAN,37,43,,112,,347,51,,,,,,,,,,,,,,,,,6707,,,1677,8894,0,337,9231,14432,0,0
12,GUERRERO,56,TAXCO DE ALARCON,87,154,,,,,1247,,5950,,,2580,997,1190,344,75,,,,,,,,15746,,12224,7987,48340,12,2146,50498,81143,0,0
12,GUERRERO,57,TECOANAPA,39,62,3973,,2711,,117,795,193,,,465,8,24,40,33,,,,,,,,,,5958,6022,20339,1,843,21183,31017,0,0
12,GUERRERO,58,TECPAN DE GALEANA,66,103,,9448,,,165,,189,,,,24,49,93,108,,,,,,,,10455,,,7214,27745,2,1204,28951,47490,0,0
12,GUERRERO,59,TELOLOAPAN,78,103,,1296,,173,464,8763,78,,,22,60,0,0,31,,,,,,,,,,,1478,21879,2,1714,23595,38009,0,9514
12,GUERRERO,60,TEPECOACUILCO DE TRUJANO,31,49,,5184,,241,99,2386,488,1520,0,301,95,18,23,0,,,,,,,,,,,,15346,0,721,16067,25208,0,4991
12,GUERRERO,61,TETIPAC,23,27,,2202,,1813,23,,35,,,13,13,0,0,0,,,,,,,,2332,,,469,6900,0,285,7185,9818,0,0
12,GUERRERO,62,TIXTLA DE GUERRERO,29,57,,,,,188,,65,,,67,100,98,257,27,,,,,,,,6431,,5789,5558,18580,2,1012,19594,30372,0,0
12,GUERRERO,63,TLACOACHISTLAHUACA,14,29,916,81,,1094,1457,,563,,,2641,0,0,0,41,,,,,,,,,,,325,9654,1,771,10426,14779,2536,0
12,GUERRERO,64,TLACOAPA,10,15,14,1696,1476,29,352,0,0,,,0,0,0,0,0,,,,,,,,,,,1011,4578,1,243,4822,6187,0,0
12,GUERRERO,65,TLALCHAPA,18,23,,125,,414,15,,,,,1,,,,,,,,,,,,5222,,,587,6364,0,158,6522,9677,0,0
12,GUERRERO,66,TLALIXTAQUILLA DE MALDONADO,8,12,,1479,,6,874,,6,358,0,2,0,0,0,75,,,,,,,,468,,,,3268,0,125,3393,5324,0,0
12,GUERRERO,67,TLAPA DE COMONFORT,37,104,,,,,8154,,85,11678,0,528,245,306,82,672,0,,,,,,,3562,,9748,,35060,24,1798,36882,59777,0,0
12,GUERRERO,68,TLAPEHUALA,22,34,,,,,232,,18,,,3,,,,,,,,,,,,6319,,2805,1610,10987,0,392,11379,16824,0,0
12,GUERRERO,69,LA UNION DE ISIDORO MONTES DE OCA,33,51,,2087,,3672,42,,31,,,8,0,0,0,0,,,,,,,,8192,,,697,14729,1104,3,15836,21738,0,0
12,GUERRERO,70,XALPATLAHUAC,14,20,,2588,,117,1564,,843,386,0,2,1,4,0,0,,,,,,,,481,,,,5986,0,520,6506,9715,0,0
12,GUERRERO,71,XOCHIHUEHUETLAN,8,13,,,,,1607,,,,,,,,,,,,,,,,,517,,1395,346,3865,0,148,4013,5805,0,0
12,GUERRERO,72,XOCHISTLAHUACA,15,35,,,,,2970,,,,,,,,36,19,,,,,,,,229,,5153,7430,15837,1,407,16245,19365,0,0
12,GUERRERO,73,ZAPOTITLAN TABLAS,9,14,,1186,,774,1680,,,,,297,0,10,0,773,,,,,,,,201,,,287,5208,0,352,5560,6959,0,0
12,GUERRERO,74,ZIRANDARO,22,32,,,,,34,,158,,,13,,,,,,,,,,,,712,,2192,5834,8943,0,225,9168,13976,0,0
12,GUERRERO,75,ZITLALA,19,34,,,,,109,,492,459,0,16,9,14,0,10,,,,,,,,6484,,2328,,9921,2,734,10657,16098,0,0
12,GUERRERO,76,ACATEPEC,26,57,5823,49,7902,1123,0,0,0,,,0,0,0,0,0,,,,,,,,,,,869,15766,0,724,16490,19891,0,0
12,GUERRERO,77,JOSE JOAQUIN DE HERRERA,9,19,26,,876,,80,0,0,,,23,5,90,0,2305,,,,,,,,,,2753,1338,7496,1,477,7974,10244,0,0
12,GUERRERO,78,ILIATENCO,6,13,,16,,921,52,,,,,26,1398,0,53,0,,,,,,,394,1730,,,255,4845,6,236,5087,6738,0,0
12,GUERRERO,79,COCHOAPA EL GRANDE,16,32,,2606,,105,1705,,,164,11,4,0,3,6,6,,,,,,,,3016,,,,7626,0,505,8131,14727,0,0
12,GUERRERO,80,MARQUELIA,11,19,,,,,2075,,19,,,14,158,426,0,69,,,,,,,,839,,1880,554,6034,201,323,6558,9529,0,0
12,GUERRERO,81,JUCHITAN,12,15,,,,,198,,374,222,209,9,1,0,0,3,,,,,,,,927,,1919,,3862,1,210,4073,5705,0,0
