ID_ESTADO,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
11,12,PVEM,AMPARO ALCÁNTARA PORTUGUEZ,
11,12,PT,JOSÉ MANUEL DELGADO REYES,
11,12,MC,HILARIO PÉREZ ORTIZ,
11,12,MORENA,JOSÉ MANUEL PADILLA DELGADO,
11,12,NA_Gto,J. ROMÁN GÓMEZ TRONCOSO,
11,12,PRI_PRD,MAURICIO ARCE CANCHOLA,
11,13,PAN,ANNEL MIRANDA RESÉNDIZ,
11,13,PRI,JANETH  ZARAZÚA SUÁREZ,
11,13,PRD,ABID BAZALDÚA LUGO,
11,13,PVEM,ADÁN BAZALDÚA VALENCIA,
11,13,MORENA,ÉDGAR JAVIER RESÉNDIZ JACOBO,
11,13,NA_Gto,EVANGELINA RÍOS RIVERA,
11,13,PES,AARÓN CABRERA VELÁZQUEZ,
11,13,RSP,JOSÉ LUIS RODRÍGUEZ MARTÍNEZ,
11,13,FXM,JUAN BAUTISTA RESÉNDIZ,
11,14,PAN,ADRIÁN HERNÁNDEZ ALEJANDRI,
11,14,PRI,MIGUEL ÁNGEL RAYAS ORTIZ,
11,14,PRD,MIGUEL ÁNGEL RAYAS ORTIZ,
11,14,PVEM,ULISES BARBA AGUILERA,
11,14,PT,BEATRIZ EUGENIA DÍAZ TORRES,
11,14,MC,LEONEL RODRÍGUEZ JIMÉNEZ,
11,14,MORENA,MARÍA JOSEFA MONCADA JIMÉNEZ,
11,14,NA_Gto,MARTÍN ACUÑA CHARLES,
11,14,PES,JOSÉ LUIS PICÓN GALVÁN,
11,14,RSP,YAZMÍN VÁZQUEZ GODÍNEZ,
11,14,FXM,HÉCTOR YOVANHI FERNÁNDEZ ÁNGELES,
11,14,PRI_PRD,MIGUEL ÁNGEL RAYAS ORTIZ,
11,14,CAND_IND_1,JOSÉ JULIO GONZÁLEZ LANDEROS,
11,15,PAN,MARIO ALEJANDRO NAVARRO SALDAÑA,
11,15,PRI,ÉDGAR CASTRO CERRILLO,
11,15,PRD,ÉDGAR CASTRO CERRILLO,
11,15,PVEM,ISRAEL CABRERA BARRÓN,
11,15,PT,OLGA FABIOLA DURÁN TORRES,
11,15,MC,CHRISTIAN MANUEL  ORTIZ MUÑIZ,
11,15,MORENA,MARÍA DEL CARMEN CANO CANCHOLA,
11,15,NA_Gto,MARIBEL TOVAR ALVAREZ,
11,15,PES,FLOR JANETT HERNÁNDEZ VARGAS,
11,15,RSP,DAPHNE GARCÍA GALVÁN,
11,15,FXM,RAÚL LUNA PAVÓN,
11,15,PRI_PRD,ÉDGAR CASTRO CERRILLO,
11,16,PAN,M. TERESA CHACÓN GONZÁLEZ,
11,16,PRI,MA. JOSEFINA MORALES MENDOZA,
11,16,PRD,MA. JOSEFINA MORALES MENDOZA,
11,16,PVEM,LAURA VILLALPANDO ARROYO,
11,16,MC,EDELMIRA GARCÍA GALLARDO,
11,16,MORENA,ROBERTO CONTRERAS  NÚÑEZ,
11,16,NA_Gto,ANA KAREN RODRÍGUEZ HERNÁNDEZ,
11,16,RSP,CARLOS AGUIRRE MOSQUEDA,
11,16,PRI_PRD,MA. JOSEFINA MORALES MENDOZA,
11,17,PAN,LORENA DEL CARMEN ALFARO GARCÍA,
11,17,PRI,KAREN MARLEN GUERRA RAMÍREZ,
11,17,PRD,MARÍA GUADALUPE PÉREZ SOLÍS,
11,17,PVEM,MARTHA PATRICIA ORTIZ VELA,
11,17,PT,JULIA ARACELI EURESTI SALDAÑA,
11,17,MC,JUAN FRANCISCO MARTÍNEZ ARREDONDO,
11,17,MORENA,JOSÉ JAVIER AGUIRRE GALLARDO,
11,17,NA_Gto,OFELIA VILLASEÑOR ÁVILA,
11,17,PES,LAURA FABIOLA ALMANZA GONZÁLEZ,
11,17,RSP,RICARDO CASTRO TORRES,
11,17,CAND_IND_1,VÍCTOR MANUEL SAAVEDRA ZAMUDIO,
11,18,PAN,LETICIA GÓMEZ CERVANTES,
11,18,PRI,PATRICIA ELÍAS GARCÍA,
11,18,PRD,PATRICIA ELÍAS GARCÍA,
11,18,PVEM,ELISA RAMÍREZ RODRÍGUEZ,
11,18,PT,ROSALÍA CORTEZ SALINAS,
11,18,MC,MARÍA DEL CARMEN RIVERA JUÁREZ,
11,18,MORENA,LUCERO HIGAREDA SEGURA,
11,18,NA_Gto,NEFTALÍ RUIZ LEÓN,
11,18,PES,DIEGO SERRANO HERNÁNDEZ,
11,18,RSP,JOSÉ GONZÁLEZ OJEDA,
11,18,PRI_PRD,PATRICIA ELÍAS GARCÍA,
11,18,CAND_IND_1,JESÚS IGNACIO ORTEGA OJEDA,
11,19,PAN,ESTELA CHÁVEZ CERRILLO,
11,19,PRI,LUIS ALBERTO MONDRAGÓN VEGA,
11,19,PRD,LUIS ALBERTO MONDRAGÓN VEGA,
11,19,PVEM,KARLA ZULEYMA GARCÍA ROMERO,
11,19,MC,LIZBETH SOTO GARCÍA,
11,19,MORENA,FELIPE CARRILLO RODRÍGUEZ,
11,19,NA_Gto,JORGE VEGA CASTILLO,
11,19,PES,FERNANDO GRANADOS ALEJO,
11,19,PRI_PRD,LUIS ALBERTO MONDRAGÓN VEGA,
11,20,PAN,ALEJANDRA GUTIÉRREZ CAMPOS,
11,20,PRI,JUAN PABLO LÓPEZ MARÚN,
11,20,PRD,PAOLA DE LA LUZ ACEVES FLORES,
11,20,PVEM,SERGIO ALEJANDRO CONTRERAS GUERRERO,
11,20,PT,NANCY ELIZABETH FONSECA CALDERA,
11,20,MC,JUAN PABLO DELGADO MIRANDA,
11,20,MORENA,FRANCISCO RICARDO SHEFFIELD PADILLA,
11,20,NA_Gto,MARCOS CECILIO VAQUERO RULL,
11,20,PES,ELIZABETH DEL CARMEN RANGEL ARROYO,
11,20,RSP,ROSA ELBA PÉREZ HERNÁNDEZ,
11,20,FXM,NORMA ELENA NOLASCO ACOSTA,
11,21,PAN,GRECIA SHARINE PANTOJA ÁLVAREZ,
11,21,PRI,MARÍA DEL SOCORRO ORTEGA ALMANZA,
11,21,PRD,MARÍA DEL SOCORRO ORTEGA ALMANZA,
11,21,PVEM,MARÍA DEL ROSÍO  GARCÍA  ORTEGA,
11,21,PT,JUANA SOLEDAD ZAVALA LÓPEZ ,
11,21,MC,ALMA DENISSE SÁNCHEZ BARRAGÁN,
11,21,MORENA,JOSÉ MIGUEL CORTÉS LARA,
11,21,FXM,JONATHAN CORONA SÁNCHEZ,
11,21,PRI_PRD,MARÍA DEL SOCORRO ORTEGA ALMANZA,
11,22,PAN,HILDA MARITZA ALBA GARCÍA,
11,22,PRI,ÉRICK SILVANO MONTEMAYOR LARA,
11,22,PRD,ÉRICK SILVANO MONTEMAYOR LARA,
11,22,PVEM,JUAN JOSÉ VARGAS ANDRADE,
11,22,PT,JAVIER ARENAS ZAMARRIPA,
11,22,MC,JUAN RAFAEL PEDROZA SÁNCHEZ,
11,22,MORENA,SANDRA MARTÍNEZ CAPUCHINO,
11,22,NA_Gto,ANTONIO MARTÍNEZ RODRÍGUEZ,
11,22,PRI_PRD,ÉRICK SILVANO MONTEMAYOR LARA,
11,23,PAN,OMAR GREGORIO MENDOZA FLORES,
11,23,PRI,PEDRO CHÁVEZ ARREDONDO,
11,23,PRD,DANIEL VALDERRAMA ALBA,
11,23,PVEM,ALEJANDRO FLORES RAZO,
11,23,PT,BERNARDETH MORALES RAMÍREZ,
11,23,MC,ROSA MARÍA GONZÁLEZ TAFOYA,
11,23,MORENA,CARLOS ALBERTO CASTILLO CRUZ,
11,23,NA_Gto,NÉSTOR FABRICIO FLORES GUERRERO,
11,23,FXM,MAYRA IVET FLORES PÉREZ,
11,24,PAN,MARÍA GABRIELA VILLALPANDO CELIO,
11,24,PRI,MARÍA CONCEPCIÓN  RAZO  AGUILERA,
11,24,PRD,MARÍA CONCEPCIÓN  RAZO  AGUILERA,
11,24,PVEM,MARÍA DEL CARMEN YADIRA LAGUNA BARRAGÁN,
11,24,PT,ROCÍO ENRIQUETA TAPIA ROSALES,
11,24,MC,LEONARDO SOLÓRZANO VILLANUEVA,
11,24,MORENA,ANNABEL BELMAN GUEVARA,
11,24,NA_Gto,MA. ELEAZAR RAZO GARCÍA,
11,24,FXM,ADELA NEGRETE GALLARDO,
11,24,PRI_PRD,MARÍA CONCEPCIÓN  RAZO  AGUILERA,
11,25,PAN,ROBERTO GARCÍA URBANO,
11,25,PRI,LOURDES EUGENIA PÉREZ GUZMÁN,
11,25,PRD,SERGIO ARMANDO GÓMEZ LEDEZMA,
11,25,PVEM,MARÍA ANGÉLICA LÓPEZ OREJEL,
11,25,PT,IGNACIO CONTRERAS FIERRO,
11,25,MC,SALVADOR CRUZ VILLEGAS,
11,25,MORENA,MÓNICA GUADALUPE LÓPEZ HERNÁNDEZ,
11,25,NA_Gto,KAREN MONTSERRAR BERENICE ÁLVAREZ MORENO,
11,25,PES,ILIANA BERENICE RICO GONZÁLEZ,
11,26,PAN,PEDRO KIYOSHI TANAMACHI REYES,
11,26,PRI,OSWALDO PONCE GRANADOS,
11,26,PRD,LILIA MARTÍNEZ REYES,
11,26,PVEM,DIANA ALICIA HERNÁNDEZ VALENCIA,
11,26,PT,MARIANA AGUIRRE HERNÁNDEZ,
11,26,MC,HERMINIA BERENICE SALAZAR RODRÍGUEZ,
11,26,MORENA,JUAN FRANCISCO RANGEL LAJOVICH,
11,26,NA_Gto,BERTHA ALICIA PUENTES MACHADO,
11,26,FXM,SALUD GUTIÉRREZ CARMONA,
11,27,PAN,ISAAC NOÉ PIÑA VALDIVIA,
11,27,PRI,CORAL VALENCIA BUSTOS,
11,27,PRD,CORAL VALENCIA BUSTOS,
11,27,PVEM,JESÚS GERARDO GONZÁLEZ SALGADO,
11,27,PT,MARÍA BEATRIZ HERNÁNDEZ CRUZ,
11,27,MC,DIEGO CALDERÓN MARTÍNEZ,
11,27,MORENA,JULIO CÉSAR ERNESTO PRIETO GALLARDO,
11,27,NA_Gto,ALEJANDRA VILLAGÓMEZ PÉREZ,
11,27,PES,MARÍA LUISA SILVA ORTIZ,
11,27,FXM,BENITO PÉREZ RIVERA,
11,27,PRI_PRD,CORAL VALENCIA BUSTOS,
11,27,CAND_IND_1,JUAN CARLOS GONZÁLEZ MURO,
11,27,CAND_IND_2,JOSÉ MANUEL CABRERA SIXTO,
11,28,PAN,GERMÁN CERVANTES VEGA,
11,28,PRI,SANDRA NADINE RAMÍREZ VERA,
11,28,PRD,SANDRA NADINE RAMÍREZ VERA,
11,28,PVEM,ELIZABETH MARISOL IBARRA RICO,
11,28,PT,MA. CARMEN HURTADO DELGADO,
11,28,MC,JOSÉ DANIEL SÁMANO JIMÉNEZ,
11,28,MORENA,MA. CONCEPCIÓN DEL ROCÍO PRADO BOCANEGRA,
11,28,NA_Gto,ANDREA DE LOS ÁNGELES PÁRAMO JIMÉNEZ,
11,28,PES,ARACELI SERRANO MEDRANO,
11,28,RSP,RAÚL JORGE PAZ RANGEL,
11,28,FXM,SILVIA SUSANA POLA LÓPEZ,
11,28,PRI_PRD,SANDRA NADINE RAMÍREZ VERA,
11,29,PAN,DIEGO ALBERTO LEYVA MERINO,
11,29,PRI,CLAUDIA MUÑOZ CÁRDENAS,
11,29,PRD,CLAUDIA MUÑOZ CÁRDENAS,
11,29,PVEM,MARÍA DEL CARMEN  SEGUNDO  ÁNGEL ,
11,29,PT,JOSÉ ALFREDO RÍOS GONZÁLEZ,
11,29,MC,JUDITH MARISSA CABRERA SÁNCHEZ,
11,29,MORENA,MA. SOCORRO GASPAR TORRES,
11,29,NA_Gto,ESTEBAN COVARRUBIAS RODRÍGUEZ,
11,29,RSP,JUAN CARLOS CASTILLO CANTERO,
11,29,FXM,MARICELA GORDOA MERCADO,
11,29,PRI_PRD,CLAUDIA MUÑOZ CÁRDENAS,
11,30,PAN,JUAN RAMÓN HERNÁNDEZ ARAIZA,
11,30,PRI,ALMA MARÍA DEL ROSARIO GUERRA VALLEJO,
11,30,PRD,SUSANA LARA FUENTES,
11,30,PVEM,EDUARDO MALDONADO GARCÍA,
11,30,PT,BEATRIZ PÉREZ GARDUÑO,
11,30,MC,MARICELA RODRÍGUEZ  MORALES,
11,30,MORENA,DOLORES BERENICE ACEVES ROCHA,
11,30,NA_Gto,JOSÉ ALFREDO JIMÉNEZ MONTOYA,
11,30,PES,OCTAVIO JUÁREZ SERVÍN,
11,31,PAN,ALEJANDRO ANTONIO MARÚN GONZÁLEZ,
11,31,PRI,JAVIER CASILLAS SALDAÑA,
11,31,PRD,MA. ARAD GONZÁLEZ MURILLO,
11,31,PVEM,MONTSERRAT PAULINA SERNA TORRES,
11,31,PT,MARÍA GABRIELA HERNÁNDEZ CORTÉS,
11,31,MC,YÉSSICA LIZBETH SÁNCHEZ TRUJILLO,
11,31,MORENA,JOSÉ LUIS LEÓN GARCÍA,
11,31,NA_Gto,HERMELINDA RODRÍGUEZ HERNÁNDEZ,
11,31,PES,IRAZÚ ESTEFANÍA CASTRO RODRÍGUEZ,
11,32,PAN,CINDY ABRIL ARVIZU HERNÁNDEZ,
11,32,PRI,FRANCISCO JAVIER VARGAS HERNÁNDEZ,
11,32,PRD,MARÍA NANCY  GONZÁLEZ BECERRA,
11,32,PVEM,ARTURO PEGUEROS VARGAS,
11,32,PT,VÍCTOR ARNULFO MONTES DE LA VEGA,
11,32,MC,CELSO ANTONIO MATA MINUTTI,
11,32,MORENA,MARÍA EMILIA VERENICE RICO MERLO,
11,32,NA_Gto,FELIPE DE JESÚS CABRERA MATA,
11,32,PES,JAVIER RODRÍGUEZ BELTRÁN,
11,32,FXM,PEDRO LÓPEZ OLVERA,
11,33,PAN,ADRIANA PATRICIA OLVERA SALINAS,
11,33,PRI,LUIS GERARDO SÁNCHEZ SÁNCHEZ,
11,33,PRD,LUIS GERARDO SÁNCHEZ SÁNCHEZ,
11,33,PVEM,MARTHA ESTHELA ARELLANO MARTÍNEZ,
11,33,PT,J. SOCORRO NÚÑEZ SEGURA,
11,33,MC,RAÚL IRÁN VILLARREAL BELMONT,
11,33,MORENA,AIDAVETH GARCÍA MONJARÁS,
11,33,NA_Gto,JUAN ANTONIO TORRES ORTIZ,
11,33,PES,RICARDO TREJO LÓPEZ,
11,33,RSP,ÓSCAR ARMANDO RAMÍREZ SÁNCHEZ,
11,33,FXM,ÁLVARO VILLEGAS LINO,
11,33,PRI_PRD,LUIS GERARDO SÁNCHEZ SÁNCHEZ,
11,34,PAN,SONIA GARCÍA TOSCANO,
11,34,PRI,PETRA BARRERA BARRERA,
11,34,PRD,PETRA BARRERA BARRERA,
11,34,PVEM,MARÍA CECILIA FÉLIX GUTIÉRREZ,
11,34,MORENA,JOSEFA BARRERA CABRERA,
11,34,PES,GABRIELA GUERRERO VELÁZQUEZ,
11,34,PRI_PRD,PETRA BARRERA BARRERA,
11,35,PAN,FERNANDO GASCA ALMANZA,
11,35,PRI,NOÉ MONTOYA PIZANO,
11,35,PRD,NOÉ MONTOYA PIZANO,
11,35,PVEM,MARÍA DEL CARMEN RIVERA DE LA CRUZ,
11,35,PT,VÍCTOR MANUEL GARCÍA CERVANTES,
11,35,MC,GONZALO TÉLLEZ QUINTERO,
11,35,MORENA,PAOLA BERENICE NIETO JUÁREZ,
11,35,NA_Gto,JOSÉ RAMÓN VILLEGAS REYES,
11,35,PES,MARÍA GUADALUPE RICO ZAMORA,
11,35,PRI_PRD,NOÉ MONTOYA PIZANO,
11,36,PAN,MARÍA DE LA LUZ BARRIOS SOTO,
11,36,PRI,FERNANDO ROSAS CARDOSO,
11,36,PRD,FERNANDO ROSAS CARDOSO,
11,36,MC,MA. ELENA FLORES CARDOSO,
11,36,MORENA,VIRIDIANA AYALA LÓPEZ,
11,36,PRI_PRD,FERNANDO ROSAS CARDOSO,
11,36,CAND_IND_1,JOSÉ GUADALUPE PANIAGUA CARDOSO,
11,37,PAN,ALEJANDRO PEÑA GALLO,
11,37,PRI,JOSÉ CRUZ RANGEL PÉREZ,
11,37,PRD,JOSÉ CRUZ RANGEL PÉREZ,
11,37,PVEM,MIGUEL BOLAÑOS AUDIFRED,
11,37,MC,INDIRA CONSUELO FLORES RODRÍGUEZ,
11,37,MORENA,CARLOS GARCÍA VILLASEÑOR,
11,37,NA_Gto,MARIANA PALAFOX VÁZQUEZ,
11,37,PES,MIGUEL ÁNGEL ÁNGEL MALDONADO,
11,37,RSP,MARÍA GUTIÉRREZ DELGADO,
11,37,FXM,MANUEL ORELLANA CÁZAREZ,
11,37,PRI_PRD,JOSÉ CRUZ RANGEL PÉREZ,
11,37,CAND_IND_1,LEONEL MATA ZAMORA,
11,38,PAN,ALEJANDRA ALCÁNTAR RUIZ,
11,38,PRI,KATIA DANIELA PINEDA CHÁVEZ,
11,38,PRD,KATIA DANIELA PINEDA CHÁVEZ,
11,38,PVEM,ALMA CRISTINA MONDRAGÓN RUBIO,
11,38,MC,NOEMÍ VALENZUELA CRUZ,
11,38,MORENA,MA. TERESA SÁNCHEZ MENDOZA,
11,38,PRI_PRD,KATIA DANIELA PINEDA CHÁVEZ,
11,39,PAN,MARÍA DEL REFUGIO ARREOLA CABALLERO,
11,39,PRI,MOISÉS MALDONADO LÓPEZ,
11,39,PRD,MOISÉS MALDONADO LÓPEZ,
11,39,PVEM,MARÍA GUADALUPE VEGA MACIEL,
11,39,PT,ADRIANA BRAVO MALDONADO,
11,39,MC,PATRICIA CENTENO TIRADO,
11,39,MORENA,CONSUELO PÉREZ GARCÍA,
11,39,NA_Gto,JESÚS LARA ACEVEDO,
11,39,FXM,MA. SOCORRO SAAVEDRA MENDOZA,
11,39,PRI_PRD,MOISÉS MALDONADO LÓPEZ,
11,40,PAN,YAZMÍN LÓPEZ MONTES,
11,40,PRI,RAMIRO GONZÁLEZ COLÍN,
11,40,PRD,RÓMULO GARCÍA CABRERA,
11,40,PT,ALFREDO HERNÁNDEZ ROMERO,
11,40,MORENA,GERARDO JIMÉNEZ FLORES,
11,40,PES,ALDO ARMANDO RAMOS REYES,
11,41,PAN,AGUSTÍN OROZCO LEÓN,
11,41,PRI,ANASTACIO ROSILES PÉREZ,
11,41,PRD,ANASTACIO ROSILES PÉREZ,
11,41,PVEM,ÓSCAR GARCÍA OLVERA,
11,41,PT,GLORIA GARCÍA DÍAZ,
11,41,MC,GUSTAVO VALLE FLORES,
11,41,MORENA,LETICIA SERRATO GUZMÁN,
11,41,NA_Gto,MIGUEL ÁNGEL RAMÍREZ HERRERA,
11,41,PRI_PRD,ANASTACIO ROSILES PÉREZ,
11,42,PAN,ALEJANDRO ALANÍS CHÁVEZ,
11,42,PRI,ALMA LILIA PRIETO GONZÁLEZ,
11,42,PRD,ALMA LILIA PRIETO GONZÁLEZ,
11,42,PVEM,ISAÍAS VARGAS SOSA,
11,42,PT,SANJUANA YADIRA ZAMORA RODRÍGUEZ,
11,42,MC,JOSÉ LUIS GONZÁLEZ LARA,
11,42,MORENA,LEOPOLDO TORRES GUEVARA,
11,42,NA_Gto,EMILIO ALBERTO HERNÁNDEZ LEAL,
11,42,PES,JUAN CARLOS FLORES DEL VALLE,
11,42,RSP,TERESA SAAVEDRA GARCÍA,
11,42,FXM,ANGÉLICA RODRÍGUEZ ARREDONDO,
11,42,PRI_PRD,ALMA LILIA PRIETO GONZÁLEZ,
11,43,PAN,JUAN DIEGO RAMÍREZ RINCÓN,
11,43,PRI,ÉRIKA SALINAS TREJO,
11,43,PVEM,ILSE DE JESÚS CHÁVEZ DORADO,
11,43,PT,J. SALOMÓN ESPÍNOLA MENDIETA,
11,43,MC,SANDRA MARTÍNEZ BAEZA,
11,43,NA_Gto,OMAR OCTAVIO CHAIRE CHAVERO,
11,43,PES,MA. VIOLETA AMADOR CHAVERO,
11,43,RSP,JUANA GUADALUPE CAPETILLO ARIZAGA,
11,44,PAN,MA CONCEPCIÓN MONTIEL RODRÍGUEZ,
11,44,PRI,DORA ELIA CUEVAS VILLAGÓMEZ,
11,44,PRD,DORA ELIA CUEVAS VILLAGÓMEZ,
11,44,PVEM,ROBERTO ALBERTO VERA,
11,44,PT,ARMANDO MEJÍA QUEMADA,
11,44,MC,MARÍA ALEJANDRA ESTRADA GONZÁLEZ,
11,44,MORENA,CINTHIA GUADALUPE TENIENTE MENDOZA,
11,44,NA_Gto,JUAN LARA MENDOZA,
