municipality,uniqueid,section,year,month,PRI,PAN,PRD,PT,PVEM,Partido_Democrata,PSN,PC,PAS,PCDT,PJS,total,valid,listanominal,STATE,turnout,PRI_PVEM,PT_PCDT_PJS,PCDT_PJS,PT_PCDT,PT_PJS,PAN_PAC,PANAL,PS,PRI_PVEM_PS,PAN_PANAL,PRI_PST,PRD_PT_PC,PRD_PC,PRD_PT,PT_PC,PST,PAC,PP,PLT,PPT,type,MC,no registrados,PAC_PS,PT_PAC,CASILLA,MORENA,PES,PRI_PANAL,PRI_PVEM_PANAL_PS,CI_1,CI_2,CI_3,PRI_PANAL_PS,PRI_PS,CI_4,PRI_PT,PRI_PVEM_PANAL,PVEM_PS,PEST,PISS,RSP,FXM,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,CI_24,CI_25,CI_26,CI_27,CI_28,CI_29,CI_30,CI_31,CI_32,CI_33,CI_34,CI_35,no_reg,nulos,PAN_PRI,MORENA_RSP_PANAL,MORENA_PANAL,MORENA_RSP,RSP_PANAL
APIZACO,29005,41,2001,November,96,212,427,187,22,0,0,0,0,77,6,1088,1027,1708,TLAXCALA,0.637002341920375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,42,2001,November,17,43,55,5,3,0,0,0,0,3,0,126,126,270,TLAXCALA,0.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,43,2001,November,126,218,269,33,27,0,0,0,0,8,2,721,683,1418,TLAXCALA,0.508462623413258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,44,2001,November,101,174,263,31,21,0,0,0,0,13,2,652,605,1005,TLAXCALA,0.648756218905473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,45,2001,November,18,35,43,2,3,0,0,0,0,2,2,115,105,220,TLAXCALA,0.522727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,46,2001,November,61,116,238,63,10,0,0,0,0,25,8,549,521,811,TLAXCALA,0.676942046855734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,47,2001,November,53,177,169,32,8,0,0,0,0,21,8,488,468,1007,TLAXCALA,0.484607745779543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,48,2001,November,25,108,85,6,14,0,0,0,0,7,2,247,247,421,TLAXCALA,0.586698337292162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,49,2001,November,77,87,174,5,0,0,0,0,0,0,0,355,343,515,TLAXCALA,0.689320388349515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,50,2001,November,21,41,92,1,0,0,0,0,0,0,0,155,155,225,TLAXCALA,0.688888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,51,2001,November,34,18,101,1,0,0,0,0,0,1,0,168,155,213,TLAXCALA,0.788732394366197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,52,2001,November,6,13,25,0,0,0,0,0,0,0,0,44,44,64,TLAXCALA,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,53,2001,November,195,96,236,9,0,0,0,0,0,1,0,554,537,792,TLAXCALA,0.69949494949495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,54,2001,November,82,90,19,1,0,0,0,0,0,0,0,196,192,266,TLAXCALA,0.736842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,55,2001,November,61,67,35,0,0,0,0,0,0,0,0,167,163,214,TLAXCALA,0.780373831775701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,56,2001,November,56,435,47,3,0,0,0,0,0,1,0,560,542,727,TLAXCALA,0.770288858321871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,57,2001,November,47,67,21,1,0,0,0,0,0,0,0,143,136,235,TLAXCALA,0.608510638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANGATEPEC,29003,58,2001,November,0,9,5,0,0,0,0,0,0,0,0,14,14,24,TLAXCALA,0.583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENITO JUAREZ,29045,295,2001,November,169,371,263,267,47,0,0,0,0,0,0,1135,1117,1675,TLAXCALA,0.677611940298507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENITO JUAREZ,29045,296,2001,November,82,278,216,196,43,0,0,0,0,0,0,830,815,1172,TLAXCALA,0.708191126279863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,78,2001,November,42,154,148,42,105,348,0,12,0,18,15,1035,884,2001,TLAXCALA,0.517241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,79,2001,November,48,104,167,41,211,358,0,9,0,33,12,1019,983,1697,TLAXCALA,0.600471420153212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,80,2001,November,38,70,125,23,141,344,0,10,0,11,6,803,768,1306,TLAXCALA,0.614854517611026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,81,2001,November,29,57,121,32,126,238,0,30,0,28,4,716,665,1253,TLAXCALA,0.571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,82,2001,November,37,65,70,13,107,200,0,14,0,8,4,539,518,1001,TLAXCALA,0.538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,83,2001,November,61,172,157,28,114,378,0,26,0,35,9,1025,980,1869,TLAXCALA,0.548421615837346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,84,2001,November,18,73,78,42,79,176,0,13,0,14,2,523,495,825,TLAXCALA,0.633939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,85,2001,November,67,150,166,39,124,349,0,6,0,9,44,1015,954,1575,TLAXCALA,0.644444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,86,2001,November,22,128,113,25,92,284,0,14,0,11,44,771,733,1098,TLAXCALA,0.702185792349727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,87,2001,November,27,39,50,13,90,238,0,7,0,4,25,493,493,893,TLAXCALA,0.552071668533035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,88,2001,November,67,58,91,12,71,298,0,17,0,54,4,717,672,1251,TLAXCALA,0.573141486810552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,89,2001,November,43,79,87,12,110,345,0,59,0,13,7,775,755,1382,TLAXCALA,0.560781476121563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,90,2001,November,22,44,77,17,81,241,0,32,0,16,6,572,536,987,TLAXCALA,0.579533941236069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,91,2001,November,3,27,122,11,9,168,0,2,0,4,5,362,351,456,TLAXCALA,0.793859649122807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,92,2001,November,46,17,102,130,201,143,0,12,0,5,32,722,688,1162,TLAXCALA,0.621342512908778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,93,2001,November,34,52,113,52,40,151,0,19,0,8,29,520,498,870,TLAXCALA,0.597701149425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,94,2001,November,25,46,67,36,45,206,0,4,0,4,12,478,445,702,TLAXCALA,0.680911680911681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,95,2001,November,5,25,36,6,10,17,0,1,0,38,1,155,139,275,TLAXCALA,0.563636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,96,2001,November,5,11,41,74,45,58,0,0,0,8,4,246,246,375,TLAXCALA,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,97,2001,November,1,62,134,27,14,77,0,3,0,3,19,362,340,517,TLAXCALA,0.700193423597679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,98,2001,November,70,111,103,24,75,107,0,14,0,21,24,589,549,1098,TLAXCALA,0.536429872495446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALPULALPAN,29006,99,2001,November,2,11,25,1,1,2,0,0,0,0,0,46,42,61,TLAXCALA,0.754098360655738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,122,2001,November,147,144,90,316,0,0,0,0,0,9,2,733,708,1176,TLAXCALA,0.623299319727891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,123,2001,November,133,126,80,318,0,0,0,0,0,12,3,683,672,1182,TLAXCALA,0.577834179357022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,124,2001,November,226,124,83,93,0,0,0,0,0,20,2,594,548,1232,TLAXCALA,0.482142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,125,2001,November,211,195,93,108,0,0,0,0,0,22,3,675,632,1224,TLAXCALA,0.551470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,126,2001,November,86,187,206,197,0,0,0,0,0,37,3,737,716,1175,TLAXCALA,0.627234042553192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,127,2001,November,178,170,197,388,0,0,0,0,0,26,5,992,964,1776,TLAXCALA,0.558558558558559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,128,2001,November,117,86,88,169,0,0,0,0,0,8,0,490,468,1085,TLAXCALA,0.451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,129,2001,November,113,141,69,265,0,0,0,0,0,9,3,621,600,1098,TLAXCALA,0.565573770491803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,130,2001,November,166,96,62,232,0,0,0,0,0,12,2,577,570,895,TLAXCALA,0.644692737430168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,131,2001,November,119,278,132,209,0,0,0,0,0,17,0,771,755,1244,TLAXCALA,0.619774919614148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,132,2001,November,138,170,96,187,0,0,0,0,0,15,1,631,607,1081,TLAXCALA,0.583718778908418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,133,2001,November,147,178,66,175,0,0,0,0,0,16,3,606,585,1014,TLAXCALA,0.597633136094675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,134,2001,November,92,152,90,47,0,0,0,0,0,7,2,410,390,927,TLAXCALA,0.442286947141316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,135,2001,November,88,184,99,49,0,0,0,0,0,9,0,443,429,994,TLAXCALA,0.445674044265594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,136,2001,November,63,74,33,49,0,0,0,0,0,1,0,230,220,432,TLAXCALA,0.532407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,137,2001,November,157,303,150,187,0,0,0,0,0,40,11,899,848,1504,TLAXCALA,0.597739361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,138,2001,November,188,176,90,165,0,0,0,0,0,38,1,686,658,1224,TLAXCALA,0.560457516339869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,139,2001,November,333,205,175,461,0,0,0,0,0,113,7,1336,1294,2378,TLAXCALA,0.561816652649285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,140,2001,November,125,97,78,220,0,0,0,0,0,19,2,559,541,1046,TLAXCALA,0.534416826003824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,141,2001,November,257,341,235,432,0,0,0,0,0,112,13,1485,1390,2573,TLAXCALA,0.577147298872911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,142,2001,November,107,103,110,242,0,0,0,0,0,38,4,632,604,1019,TLAXCALA,0.620215897939156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,143,2001,November,124,118,116,231,0,0,0,0,0,44,3,678,636,1269,TLAXCALA,0.534278959810875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,144,2001,November,175,271,131,187,0,0,0,0,0,30,2,832,796,1443,TLAXCALA,0.576576576576577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,145,2001,November,75,156,261,44,0,0,0,0,0,90,1,668,627,1064,TLAXCALA,0.627819548872181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,146,2001,November,206,211,170,51,0,0,0,0,0,28,11,711,677,1192,TLAXCALA,0.596476510067114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,147,2001,November,80,109,75,118,0,0,0,0,0,46,2,444,430,1033,TLAXCALA,0.429816069699903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,148,2001,November,54,160,43,93,0,0,0,0,0,17,1,384,368,873,TLAXCALA,0.439862542955327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,149,2001,November,214,225,125,165,0,0,0,0,0,7,40,797,776,1912,TLAXCALA,0.4168410041841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,150,2001,November,63,140,17,12,0,0,0,0,0,2,0,235,234,606,TLAXCALA,0.387788778877888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,156,2001,November,104,153,141,74,0,0,0,0,0,13,0,493,485,971,TLAXCALA,0.507723995880536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,157,2001,November,84,105,81,40,0,0,0,0,0,14,0,345,324,683,TLAXCALA,0.505124450951684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,267,2001,November,237,230,133,55,83,0,0,54,0,3,0,813,795,1225,TLAXCALA,0.663673469387755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,268,2001,November,273,280,105,28,83,0,0,10,0,7,0,802,786,1427,TLAXCALA,0.562018220042046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,269,2001,November,184,218,114,36,82,0,0,24,0,16,0,684,674,1273,TLAXCALA,0.537313432835821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,270,2001,November,118,103,82,13,51,0,0,10,0,3,0,395,380,706,TLAXCALA,0.559490084985836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,271,2001,November,230,266,94,45,101,0,0,39,0,15,0,811,790,1382,TLAXCALA,0.586830680173661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,272,2001,November,294,333,347,47,163,0,0,53,0,2,0,1278,1239,2055,TLAXCALA,0.621897810218978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,273,2001,November,376,256,145,19,56,0,0,41,0,0,0,917,893,1411,TLAXCALA,0.649893692416726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,274,2001,November,102,159,130,31,106,0,0,48,0,7,0,598,583,784,TLAXCALA,0.762755102040816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,275,2001,November,183,153,79,26,60,0,0,33,0,16,0,579,550,1052,TLAXCALA,0.550380228136882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,276,2001,November,213,166,93,37,66,0,0,25,0,23,0,650,623,1127,TLAXCALA,0.576752440106477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,277,2001,November,67,71,8,11,20,0,0,0,0,0,0,192,177,265,TLAXCALA,0.724528301886792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,278,2001,November,77,43,54,8,17,0,0,4,0,0,0,210,203,328,TLAXCALA,0.640243902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,279,2001,November,112,295,190,30,36,0,0,15,0,0,0,684,678,1183,TLAXCALA,0.578191039729501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,280,2001,November,40,76,18,8,14,0,0,11,0,1,0,174,168,319,TLAXCALA,0.545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,281,2001,November,262,195,88,20,33,0,0,8,0,1,0,619,607,1281,TLAXCALA,0.483216237314598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,282,2001,November,26,49,22,12,7,0,0,1,0,2,0,119,119,269,TLAXCALA,0.442379182156134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,283,2001,November,193,140,80,9,98,0,0,36,0,0,0,564,556,972,TLAXCALA,0.580246913580247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
