municipality,uniqueid,section,year,month,PRI,PAN,PRD,PT,PVEM,Partido_Democrata,PSN,PC,PAS,PCDT,PJS,total,valid,listanominal,STATE,turnout,PRI_PVEM,PT_PCDT_PJS,PCDT_PJS,PT_PCDT,PT_PJS,PAN_PAC,PANAL,PS,PRI_PVEM_PS,PAN_PANAL,PRI_PST,PRD_PT_PC,PRD_PC,PRD_PT,PT_PC,PST,PAC,PP,PLT,PPT,type,MC,no registrados,PAC_PS,PT_PAC,CASILLA,MORENA,PES,PRI_PANAL,PRI_PVEM_PANAL_PS,CI_1,CI_2,CI_3,PRI_PANAL_PS,PRI_PS,CI_4,PRI_PT,PRI_PVEM_PANAL,PVEM_PS,PEST,PISS,RSP,FXM,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,CI_24,CI_25,CI_26,CI_27,CI_28,CI_29,CI_30,CI_31,CI_32,CI_33,CI_34,CI_35,no_reg,nulos,PAN_PRI,MORENA_RSP_PANAL,MORENA_PANAL,MORENA_RSP,RSP_PANAL
CHIAUTEMPAN,29010,145,2010,July,0,,147,0,0,,,0,,,,865,822,1483,TLAXCALA,0.583277140930546,208,,,,,,,,,170,0,0,0,0,232,35,18,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,146,2010,July,0,,154,0,0,,,0,,,,851,819,1553,TLAXCALA,0.547971667739858,224,,,,,,,,,97,0,0,0,0,260,20,47,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,147,2010,July,0,,300,0,0,,,0,,,,785,754,1398,TLAXCALA,0.561516452074392,156,,,,,,,,,169,0,0,0,0,90,16,5,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,148,2010,July,0,,223,0,0,,,0,,,,714,633,1243,TLAXCALA,0.574416733708769,138,,,,,,,,,153,0,0,0,0,48,19,13,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,149,2010,July,0,,284,0,0,,,0,,,,1191,1153,2623,TLAXCALA,0.454060236370568,353,,,,,,,,,271,0,0,0,0,162,29,36,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,150,2010,July,0,,82,0,0,,,0,,,,324,309,919,TLAXCALA,0.352557127312296,75,,,,,,,,,70,0,0,0,0,69,7,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,156,2010,July,0,,123,0,0,,,0,,,,692,658,1278,TLAXCALA,0.541471048513302,147,,,,,,,,,172,0,0,0,0,185,12,7,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAUTEMPAN,29010,157,2010,July,0,,92,0,0,,,0,,,,480,456,925,TLAXCALA,0.518918918918919,84,,,,,,,,,111,0,0,0,0,144,14,5,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,267,2010,July,454,,31,0,199,,,0,,,,1046,1008,1612,TLAXCALA,0.648883374689826,0,,,,,,,,,287,0,0,0,0,0,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,268,2010,July,475,,36,0,170,,,0,,,,1234,1202,2010,TLAXCALA,0.613930348258707,0,,,,,,,,,488,0,0,0,0,0,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,269,2010,July,436,,29,0,164,,,0,,,,941,913,1542,TLAXCALA,0.610246433203632,0,,,,,,,,,258,0,0,0,0,0,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,270,2010,July,254,,23,0,114,,,0,,,,690,667,1083,TLAXCALA,0.637119113573407,0,,,,,,,,,263,0,0,0,0,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,271,2010,July,500,,26,0,201,,,0,,,,1100,1076,1684,TLAXCALA,0.653206650831354,0,,,,,,,,,336,0,0,0,0,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,272,2010,July,806,,63,0,278,,,0,,,,1795,1767,2766,TLAXCALA,0.648951554591468,0,,,,,,,,,591,0,0,0,0,0,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,273,2010,July,525,,32,0,198,,,0,,,,1157,1113,1776,TLAXCALA,0.651463963963964,0,,,,,,,,,335,0,0,0,0,0,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,274,2010,July,277,,55,0,187,,,0,,,,763,745,1060,TLAXCALA,0.719811320754717,0,,,,,,,,,209,0,0,0,0,0,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,275,2010,July,276,,17,0,314,,,0,,,,950,923,1433,TLAXCALA,0.662944870900209,0,,,,,,,,,275,0,0,0,0,0,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,276,2010,July,375,,22,0,360,,,0,,,,1080,1057,1562,TLAXCALA,0.691421254801537,0,,,,,,,,,246,0,0,0,0,0,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,277,2010,July,110,,10,0,50,,,0,,,,291,274,371,TLAXCALA,0.784366576819407,0,,,,,,,,,91,0,0,0,0,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,278,2010,July,95,,6,0,82,,,0,,,,263,249,468,TLAXCALA,0.561965811965812,0,,,,,,,,,60,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,279,2010,July,590,,83,0,111,,,0,,,,957,930,1498,TLAXCALA,0.638851802403204,0,,,,,,,,,134,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,280,2010,July,74,,8,0,88,,,0,,,,250,244,424,TLAXCALA,0.589622641509434,0,,,,,,,,,66,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,281,2010,July,222,,61,0,193,,,0,,,,881,848,1675,TLAXCALA,0.525970149253731,0,,,,,,,,,347,0,0,0,0,0,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,282,2010,July,120,,11,0,10,,,0,,,,214,201,365,TLAXCALA,0.586301369863014,0,,,,,,,,,48,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTLA DE JUAN CUAMATZI,29018,283,2010,July,318,,18,0,169,,,0,,,,805,781,1292,TLAXCALA,0.623065015479876,0,,,,,,,,,260,0,0,0,0,0,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,107,2010,July,0,,71,0,0,,,0,,,,1417,1368,2173,TLAXCALA,0.65209387942936,489,,,,,,,,,349,0,0,0,0,289,54,116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,108,2010,July,0,,73,0,0,,,0,,,,1935,1913,1387,TLAXCALA,1.39509733237203,1257,,,,,,,,,260,0,0,0,0,182,31,110,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,109,2010,July,0,,89,0,0,,,0,,,,1184,1151,1835,TLAXCALA,0.645231607629428,268,,,,,,,,,355,0,0,0,0,225,72,142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,110,2010,July,0,,39,0,0,,,0,,,,831,780,1139,TLAXCALA,0.729587357330992,338,,,,,,,,,144,0,0,0,0,80,38,141,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,111,2010,July,0,,7,0,0,,,0,,,,167,167,220,TLAXCALA,0.759090909090909,35,,,,,,,,,44,0,0,0,0,22,4,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,112,2010,July,0,,3,0,0,,,0,,,,112,105,132,TLAXCALA,0.848484848484848,37,,,,,,,,,22,0,0,0,0,24,7,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,113,2010,July,0,,4,0,0,,,0,,,,184,172,238,TLAXCALA,0.773109243697479,46,,,,,,,,,34,0,0,0,0,51,11,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,114,2010,July,0,,32,0,0,,,0,,,,472,441,652,TLAXCALA,0.723926380368098,132,,,,,,,,,89,0,0,0,0,111,10,67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,115,2010,July,0,,2,0,0,,,0,,,,279,260,338,TLAXCALA,0.825443786982249,87,,,,,,,,,37,0,0,0,0,48,36,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAPIAXTLA,29008,116,2010,July,0,,17,0,0,,,0,,,,259,247,315,TLAXCALA,0.822222222222222,109,,,,,,,,,63,0,0,0,0,30,6,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAXOMULCO,29009,117,2010,July,133,,0,0,182,,,0,,,,788,753,1157,TLAXCALA,0.681071737251513,0,,,,,,,,,111,0,327,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAXOMULCO,29009,118,2010,July,195,,0,0,218,,,0,,,,706,687,1115,TLAXCALA,0.633183856502242,0,,,,,,,,,89,0,185,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAXOMULCO,29009,119,2010,July,101,,0,0,97,,,0,,,,372,362,472,TLAXCALA,0.788135593220339,0,,,,,,,,,38,0,126,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAXOMULCO,29009,120,2010,July,46,,0,0,19,,,0,,,,164,163,188,TLAXCALA,0.872340425531915,0,,,,,,,,,46,0,52,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUAXOMULCO,29009,121,2010,July,110,,0,0,83,,,0,,,,361,361,478,TLAXCALA,0.755230125523013,0,,,,,,,,,70,0,98,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,100,2010,July,0,,549,0,0,,,0,,,,1347,1244,2326,TLAXCALA,0.579105760963027,292,,,,,,,,,254,0,0,0,0,67,82,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,101,2010,July,0,,562,0,0,,,0,,,,1154,1076,1895,TLAXCALA,0.608970976253298,231,,,,,,,,,158,0,0,0,0,32,93,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,102,2010,July,0,,478,0,0,,,0,,,,1168,1090,1989,TLAXCALA,0.587229763700352,311,,,,,,,,,207,0,0,0,0,42,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,103,2010,July,0,,221,0,0,,,0,,,,628,572,1056,TLAXCALA,0.59469696969697,120,,,,,,,,,147,0,0,0,0,12,72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,104,2010,July,0,,354,0,0,,,0,,,,990,932,1683,TLAXCALA,0.588235294117647,215,,,,,,,,,211,0,0,0,0,46,106,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,105,2010,July,0,,54,0,0,,,0,,,,251,234,320,TLAXCALA,0.784375,88,,,,,,,,,77,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CARMEN TEQUEXQUITLA,29007,106,2010,July,0,,41,0,0,,,0,,,,152,150,192,TLAXCALA,0.791666666666667,50,,,,,,,,,56,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMILIANO ZAPATA,29046,400,2010,July,0,,7,7,0,,,14,,,,70,60,101,TLAXCALA,0.693069306930693,8,,,,,,,,,21,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMILIANO ZAPATA,29046,401,2010,July,0,,30,10,0,,,29,,,,126,114,156,TLAXCALA,0.807692307692308,26,,,,,,,,,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMILIANO ZAPATA,29046,607,2010,July,0,,443,40,0,,,323,,,,1336,1275,1786,TLAXCALA,0.748040313549832,230,,,,,,,,,213,0,0,0,0,0,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMILIANO ZAPATA,29046,608,2010,July,0,,194,35,0,,,67,,,,456,433,589,TLAXCALA,0.774193548387097,58,,,,,,,,,40,0,0,0,0,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,165,2010,July,0,,0,31,0,,,0,,,,1058,998,1692,TLAXCALA,0.625295508274232,89,,,,,,,,,281,0,0,100,0,0,290,16,57,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,166,2010,July,0,,0,1,0,,,0,,,,41,40,62,TLAXCALA,0.661290322580645,9,,,,,,,,,9,0,0,4,0,0,3,1,4,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,167,2010,July,0,,0,16,0,,,0,,,,161,150,266,TLAXCALA,0.605263157894737,23,,,,,,,,,34,0,0,7,0,0,41,7,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,168,2010,July,0,,0,14,0,,,0,,,,400,368,597,TLAXCALA,0.670016750418761,31,,,,,,,,,130,0,0,24,0,0,79,14,55,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,169,2010,July,0,,0,26,0,,,0,,,,143,139,219,TLAXCALA,0.65296803652968,19,,,,,,,,,32,0,0,11,0,0,21,2,6,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,170,2010,July,0,,0,24,0,,,0,,,,372,349,670,TLAXCALA,0.555223880597015,50,,,,,,,,,126,0,0,56,0,0,40,5,5,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,171,2010,July,0,,0,6,0,,,0,,,,154,143,266,TLAXCALA,0.578947368421053,20,,,,,,,,,18,0,0,15,0,0,30,5,3,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,172,2010,July,0,,0,8,0,,,0,,,,162,151,669,TLAXCALA,0.242152466367713,19,,,,,,,,,37,0,0,8,0,0,30,5,16,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,173,2010,July,0,,0,6,0,,,0,,,,166,148,246,TLAXCALA,0.67479674796748,46,,,,,,,,,27,0,0,17,0,0,33,3,10,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,174,2010,July,0,,0,7,0,,,0,,,,122,114,183,TLAXCALA,0.666666666666667,20,,,,,,,,,54,0,0,7,0,0,14,1,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,175,2010,July,0,,0,5,0,,,0,,,,329,322,497,TLAXCALA,0.661971830985916,38,,,,,,,,,104,0,0,53,0,0,50,3,43,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,176,2010,July,0,,0,27,0,,,0,,,,233,213,404,TLAXCALA,0.576732673267327,31,,,,,,,,,48,0,0,57,0,0,16,3,5,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPANITA,29012,177,2010,July,0,,0,9,0,,,0,,,,227,217,328,TLAXCALA,0.692073170731707,7,,,,,,,,,27,0,0,3,0,0,135,5,12,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,178,2010,July,0,,131,34,0,,,20,,,,1679,1630,2905,TLAXCALA,0.577969018932874,970,,,,,,,,,432,0,0,0,0,0,8,11,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,179,2010,July,0,,121,26,0,,,0,,,,1735,1595,3094,TLAXCALA,0.56076276664512,952,,,,,,,,,440,0,0,0,0,0,0,33,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,180,2010,July,0,,75,42,0,,,0,,,,1463,1391,2471,TLAXCALA,0.592067988668555,871,,,,,,,,,354,0,0,0,0,0,28,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,181,2010,July,0,,59,24,0,,,0,,,,1249,1203,2120,TLAXCALA,0.589150943396226,697,,,,,,,,,379,0,0,0,0,0,0,13,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,182,2010,July,0,,43,8,0,,,0,,,,688,648,1257,TLAXCALA,0.54733492442323,368,,,,,,,,,199,0,0,0,0,0,0,20,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,183,2010,July,0,,54,11,0,,,0,,,,991,957,1665,TLAXCALA,0.595195195195195,634,,,,,,,,,236,0,0,0,0,0,0,12,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,184,2010,July,0,,37,9,0,,,0,,,,660,649,988,TLAXCALA,0.668016194331984,402,,,,,,,,,181,0,0,0,0,0,0,17,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,185,2010,July,0,,50,12,0,,,0,,,,744,720,1325,TLAXCALA,0.561509433962264,432,,,,,,,,,205,0,0,0,0,0,0,11,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,186,2010,July,0,,52,10,0,,,0,,,,777,740,1336,TLAXCALA,0.581586826347305,376,,,,,,,,,274,0,0,0,0,0,0,6,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,187,2010,July,0,,64,14,0,,,0,,,,1052,1025,1942,TLAXCALA,0.541709577754892,563,,,,,,,,,325,0,0,0,0,0,0,24,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,188,2010,July,0,,103,17,0,,,0,,,,1591,1404,2728,TLAXCALA,0.583211143695015,795,,,,,,,,,416,0,0,0,0,0,0,41,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,189,2010,July,0,,67,5,0,,,0,,,,813,801,1522,TLAXCALA,0.534165571616294,444,,,,,,,,,271,0,0,0,0,0,0,10,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,190,2010,July,0,,36,11,0,,,0,,,,565,534,1034,TLAXCALA,0.54642166344294,312,,,,,,,,,154,0,0,0,0,0,0,8,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,191,2010,July,0,,40,15,0,,,0,,,,707,678,1150,TLAXCALA,0.614782608695652,391,,,,,,,,,197,0,0,0,0,0,0,20,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,192,2010,July,0,,92,33,0,,,0,,,,1097,1034,1740,TLAXCALA,0.630459770114943,482,,,,,,,,,359,0,0,0,0,0,0,47,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,193,2010,July,0,,16,25,0,,,0,,,,480,459,725,TLAXCALA,0.662068965517241,267,,,,,,,,,127,0,0,0,0,0,0,11,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,194,2010,July,0,,77,53,0,,,0,,,,1273,1212,2169,TLAXCALA,0.586906408483172,692,,,,,,,,,335,0,0,0,0,0,0,35,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,195,2010,July,0,,55,24,0,,,0,,,,875,835,1444,TLAXCALA,0.60595567867036,459,,,,,,,,,249,0,0,0,0,0,0,27,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,196,2010,July,0,,13,13,0,,,0,,,,618,570,878,TLAXCALA,0.703872437357631,346,,,,,,,,,177,0,0,0,0,0,0,18,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,197,2010,July,0,,19,3,0,,,0,,,,135,131,186,TLAXCALA,0.725806451612903,49,,,,,,,,,49,0,0,0,0,0,3,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,198,2010,July,0,,13,4,0,,,0,,,,298,289,432,TLAXCALA,0.689814814814815,122,,,,,,,,,134,0,0,0,0,0,11,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUAMANTLA,29013,199,2010,July,0,,32,7,0,,,0,,,,436,419,531,TLAXCALA,0.821092278719397,285,,,,,,,,,90,0,0,0,0,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
