CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PRD_NVA_ALIANZA,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,27,TABASCO,3,CARDENAS,2,CARDENAS,97,2,6,185,156,3,230,8,1,6,2,1,13,,,,,,0,,,,,,0,611,21,632,921
2,27,TABASCO,3,CARDENAS,2,CARDENAS,98,2,2,200,255,30,190,6,4,87,0,0,19,,,,,,0,,,,,,0,793,31,824,1419
2,27,TABASCO,3,CARDENAS,2,CARDENAS,99,3,6,313,243,16,275,1,4,7,3,13,34,,,,,,0,,,,,,0,915,29,944,1495
2,27,TABASCO,3,CARDENAS,2,CARDENAS,100,3,14,328,199,35,181,9,12,21,5,17,270,,,,,,0,,,,,,0,1091,22,1113,1791
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,101,2,37,184,227,7,173,14,11,68,2,1,2,,,,,,0,,,,,,0,726,20,746,1251
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,102,2,11,83,276,7,63,14,4,60,2,5,0,,,,,,1,,,,,,0,526,14,540,885
2,27,TABASCO,3,CARDENAS,2,CARDENAS,103,2,2,276,220,10,336,10,5,14,1,26,56,,,,,,1,,,,,,0,957,18,975,1418
2,27,TABASCO,3,CARDENAS,2,CARDENAS,104,2,1,135,128,26,175,1,3,23,0,1,37,,,,,,1,,,,,,0,531,13,544,910
2,27,TABASCO,3,CARDENAS,2,CARDENAS,105,2,9,254,123,16,227,3,6,44,2,5,30,,,,,,0,,,,,,0,719,26,745,1410
2,27,TABASCO,3,CARDENAS,2,CARDENAS,106,2,10,193,187,24,210,10,0,18,1,3,21,,,,,,0,,,,,,0,677,12,689,1100
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,107,2,3,158,199,11,235,27,15,43,6,0,0,,,,,,2,,,,,,0,699,26,725,1191
2,27,TABASCO,3,CARDENAS,2,CARDENAS,108,1,2,116,81,7,125,6,1,9,1,0,27,,,,,,0,,,,,,0,375,6,381,637
2,27,TABASCO,3,CARDENAS,2,CARDENAS,109,2,5,154,151,5,261,1,2,27,2,0,4,,,,,,1,,,,,,0,613,35,648,1090
2,27,TABASCO,3,CARDENAS,2,CARDENAS,110,4,21,264,362,40,192,11,6,30,2,9,143,,,,,,0,,,,,,0,1080,38,1118,2340
2,27,TABASCO,3,CARDENAS,2,CARDENAS,111,1,0,107,196,5,176,0,0,0,1,0,1,,,,,,0,,,,,,0,486,5,491,625
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,112,2,7,171,210,10,90,8,5,35,5,2,3,,,,,,0,,,,,,0,546,13,559,946
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,113,2,7,148,194,5,41,33,24,71,13,5,1,,,,,,1,,,,,,0,543,25,568,937
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,114,2,6,230,168,7,82,59,34,46,8,0,3,,,,,,0,,,,,,0,643,21,664,1091
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,115,2,3,198,196,7,36,21,9,17,4,3,2,,,,,,0,,,,,,0,496,17,513,821
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,116,2,3,126,154,8,44,31,9,26,18,8,2,,,,,,0,,,,,,0,429,14,443,808
2,27,TABASCO,3,CARDENAS,2,CARDENAS,117,1,1,146,67,9,61,8,1,4,0,1,1,,,,,,0,,,,,,0,299,3,302,416
2,27,TABASCO,3,CARDENAS,2,CARDENAS,118,2,5,226,222,38,96,3,1,1,2,5,3,,,,,,1,,,,,,0,603,18,621,931
2,27,TABASCO,3,CARDENAS,2,CARDENAS,119,2,4,301,302,19,120,5,3,12,0,0,4,,,,,,2,,,,,,1,772,19,792,1101
2,27,TABASCO,3,CARDENAS,2,CARDENAS,120,2,19,259,203,9,159,12,4,48,4,3,1,,,,,,0,,,,,,0,721,18,739,1269
2,27,TABASCO,3,CARDENAS,2,CARDENAS,121,2,14,295,208,19,148,8,6,36,7,3,15,,,,,,0,,,,,,0,759,26,785,1484
2,27,TABASCO,3,CARDENAS,2,CARDENAS,122,3,32,311,412,15,264,4,4,60,3,0,5,,,,,,3,,,,,,0,1113,23,1136,1774
2,27,TABASCO,3,CARDENAS,2,CARDENAS,123,2,36,138,350,21,79,6,2,11,1,1,49,,,,,,0,,,,,,0,694,17,711,1116
2,27,TABASCO,3,CARDENAS,2,CARDENAS,124,2,97,128,154,26,131,7,3,35,0,0,2,,,,,,0,,,,,,0,583,10,593,932
2,27,TABASCO,3,CARDENAS,2,CARDENAS,125,3,1,373,210,52,194,7,2,11,1,5,24,,,,,,0,,,,,,0,880,19,899,1503
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,126,2,8,147,94,33,124,0,0,5,1,17,31,,,,,,1,,,,,,0,461,10,471,892
2,27,TABASCO,3,CARDENAS,2,CARDENAS,127,2,5,179,218,27,125,4,6,34,2,2,23,,,,,,0,,,,,,0,625,15,640,1091
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,3,9,247,201,26,128,2,4,41,5,3,52,,,,,,0,,,,,,0,718,18,736,1299
2,27,TABASCO,3,CARDENAS,2,CARDENAS,129,2,5,321,205,30,216,29,6,29,1,0,14,,,,,,2,,,,,,0,858,23,881,1453
2,27,TABASCO,3,CARDENAS,2,CARDENAS,130,3,180,355,157,122,111,5,4,101,1,7,10,,,,,,4,,,,,,0,1057,31,1088,1726
2,27,TABASCO,3,CARDENAS,2,CARDENAS,131,3,29,310,157,16,252,6,3,4,1,10,34,,,,,,1,,,,,,0,823,7,830,1507
2,27,TABASCO,3,CARDENAS,2,CARDENAS,132,3,5,320,394,10,210,8,6,26,0,3,39,,,,,,1,,,,,,0,1022,32,1054,1716
2,27,TABASCO,3,CARDENAS,2,CARDENAS,133,2,4,344,243,9,159,3,3,11,0,0,15,,,,,,1,,,,,,0,792,18,810,1221
2,27,TABASCO,3,CARDENAS,2,CARDENAS,134,3,17,457,365,16,74,7,6,15,3,8,5,,,,,,0,,,,,,0,973,20,993,1750
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,135,1,0,139,141,2,18,8,2,2,8,0,0,,,,,,0,,,,,,0,320,8,328,472
2,27,TABASCO,3,CARDENAS,2,CARDENAS,136,2,33,120,197,7,71,17,2,8,2,7,46,,,,,,0,,,,,,0,510,22,532,1036
2,27,TABASCO,3,CARDENAS,2,CARDENAS,137,2,9,179,229,32,46,11,4,42,4,1,18,,,,,,0,,,,,,0,575,17,592,1200
2,27,TABASCO,3,CARDENAS,2,CARDENAS,138,2,8,115,164,26,37,4,9,28,1,2,0,,,,,,0,,,,,,1,394,13,408,1474
2,27,TABASCO,3,CARDENAS,2,CARDENAS,139,3,11,303,259,96,76,15,1,50,10,1,13,,,,,,0,,,,,,0,835,22,857,1623
2,27,TABASCO,3,CARDENAS,2,CARDENAS,140,2,2,136,157,10,81,10,2,37,2,1,34,,,,,,0,,,,,,0,472,9,481,942
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,141,2,11,121,311,25,118,5,6,20,6,19,14,,,,,,0,,,,,,0,656,8,664,1213
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,142,2,4,104,251,13,110,5,2,15,2,8,13,,,,,,1,,,,,,0,528,10,538,988
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,3,5,279,178,70,329,11,11,52,0,10,21,,,,,,0,,,,,,8,966,23,997,1505
2,27,TABASCO,3,CARDENAS,2,CARDENAS,144,3,6,430,464,82,174,4,6,29,4,5,18,,,,,,4,,,,,,0,1226,36,1262,2012
2,27,TABASCO,3,CARDENAS,2,CARDENAS,145,2,29,149,253,46,56,52,5,52,5,8,22,,,,,,0,,,,,,0,677,28,705,1389
2,27,TABASCO,3,CARDENAS,2,CARDENAS,146,3,7,180,220,52,105,8,1,38,1,1,31,,,,,,0,,,,,,0,644,14,658,1807
2,27,TABASCO,3,CARDENAS,2,CARDENAS,147,3,8,262,363,55,80,16,9,38,3,4,37,,,,,,0,,,,,,0,875,37,912,1817
2,27,TABASCO,3,CARDENAS,2,CARDENAS,148,3,31,297,381,70,109,44,6,59,3,6,12,,,,,,0,,,,,,0,1018,22,1040,2075
2,27,TABASCO,3,CARDENAS,2,CARDENAS,149,2,12,156,340,26,57,5,7,50,0,0,6,,,,,,1,,,,,,0,660,9,669,1263
2,27,TABASCO,3,CARDENAS,2,CARDENAS,150,2,7,143,166,17,66,11,5,27,4,2,21,,,,,,0,,,,,,0,469,21,490,1053
2,27,TABASCO,3,CARDENAS,2,CARDENAS,151,3,15,183,191,24,147,47,6,60,16,4,46,,,,,,0,,,,,,1,739,25,765,1598
2,27,TABASCO,3,CARDENAS,2,CARDENAS,152,4,38,207,390,32,106,14,0,97,8,8,106,,,,,,0,,,,,,0,1006,31,1037,2322
2,27,TABASCO,3,CARDENAS,2,CARDENAS,153,1,0,61,40,9,15,4,0,46,0,0,10,,,,,,0,,,,,,0,185,4,189,460
2,27,TABASCO,3,CARDENAS,2,CARDENAS,154,3,8,421,304,31,73,30,8,95,2,8,40,,,,,,0,,,,,,0,1020,27,1047,2195
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,4,18,495,573,38,105,4,6,33,16,9,20,,,,,,0,,,,,,0,1317,37,1354,2454
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,2,19,231,357,21,104,3,3,29,2,10,6,,,,,,0,,,,,,4,785,32,821,1466
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,3,8,217,638,42,108,6,12,45,1,4,7,,,,,,0,,,,,,5,1088,28,1121,1826
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,158,2,6,132,160,13,76,19,5,17,1,16,19,,,,,,0,,,,,,0,464,10,474,940
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,159,2,7,139,172,7,141,13,2,25,5,19,8,,,,,,0,,,,,,14,538,17,569,1213
2,27,TABASCO,2,CARDENAS,2,CARDENAS,160,3,47,192,328,51,146,9,4,52,2,3,15,,,,,,2,,,,,,0,851,24,875,1564
2,27,TABASCO,2,CARDENAS,2,CARDENAS,161,2,9,164,181,25,196,15,5,34,2,12,8,,,,,,2,,,,,,0,653,14,667,1085
2,27,TABASCO,2,CARDENAS,2,CARDENAS,162,5,143,375,435,74,117,48,11,114,9,8,50,,,,,,0,,,,,,0,1384,30,1414,3021
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,3,4,397,570,35,94,0,5,30,0,4,20,,,,,,0,,,,,,24,1159,23,1206,1997
2,27,TABASCO,2,CARDENAS,2,CARDENAS,164,2,82,166,226,16,103,6,4,39,0,6,80,,,,,,0,,,,,,0,728,32,760,1266
2,27,TABASCO,2,CARDENAS,2,CARDENAS,165,3,11,238,290,23,158,59,11,54,5,5,27,,,,,,1,,,,,,0,882,15,897,1940
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,166,3,45,177,334,41,45,29,4,30,4,1,12,,,,,,0,,,,,,7,722,20,749,1701
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,167,1,6,81,129,8,43,13,7,8,0,3,8,,,,,,0,,,,,,0,306,11,317,738
2,27,TABASCO,5,CENTLA,3,CENTLA,168,2,59,156,118,149,4,20,1,25,0,4,,1,,,,,0,,,,,,0,537,9,546,954
2,27,TABASCO,5,CENTLA,3,CENTLA,169,4,109,377,249,402,8,25,8,40,4,7,,8,,,,,6,,,,,,0,1243,48,1291,2304
2,27,TABASCO,5,CENTLA,3,CENTLA,170,2,79,234,56,190,5,22,0,44,2,14,,2,,,,,0,,,,,,0,648,23,671,1086
2,27,TABASCO,5,CENTLA,3,CENTLA,171,2,78,172,112,179,7,14,1,40,2,5,,0,,,,,2,,,,,,0,612,25,637,1069
2,27,TABASCO,5,CENTLA,3,CENTLA,172,1,43,129,37,81,3,12,2,10,3,1,,0,,,,,0,,,,,,0,321,11,332,521
