ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
14,JALISCO,16,AYOTLÁN,19,46,2887,5699,336,233,57,251,181,201,173,6363,35,,5,16416,471,16892,28284,0.5972
14,JALISCO,17,AYUTLA,12,20,2367,1931,62,146,38,2144,62,27,35,10,53,,1,6875,145,7021,10667,0.6582
14,JALISCO,19,BOLAÑOS,4,9,1386,1836,8,21,9,725,393,15,3,5,2,,1,4403,65,4469,5502,0.8123
14,JALISCO,20,CABO CORRIENTES,6,16,167,2060,260,1519,58,1828,48,69,195,15,17,,1,6236,147,6384,8889,0.7182
14,JALISCO,117,CAÑADAS DE OBREGÓN,7,9,839,1012,28,43,9,242,12,13,8,7,4,,2,2217,91,2310,3780,0.6111
14,JALISCO,21,CASIMIRO CASTILLO,14,27,1395,3051,413,136,80,2046,421,696,83,187,103,,1,8611,285,8897,16082,0.5532
14,JALISCO,31,CHAPALA,19,56,4083,5668,376,980,288,6499,647,582,206,247,645,,6,20221,490,20717,35780,0.5790
14,JALISCO,32,CHIMALTITÁN,3,5,931,940,21,11,1,74,7,8,1,0,3,,0,1997,23,2020,2599,0.7772
14,JALISCO,33,CHIQUILISTLÁN,4,7,517,960,1163,62,11,170,19,93,26,5,0,,0,3026,55,3081,4257,0.7237
14,JALISCO,22,CIHUATLÁN,17,45,2259,4986,345,189,64,6510,408,286,52,90,232,,10,15421,329,15760,26788,0.5883
14,JALISCO,25,COCULA,17,37,2349,4956,625,420,76,2765,240,239,1051,105,51,,0,12877,441,13318,22732,0.5859
14,JALISCO,26,COLOTLÁN,15,28,3795,2301,70,186,20,2292,116,176,35,39,6,,3,9036,191,9230,14327,0.6442
14,JALISCO,27,CONCEPCION DE BUENOS AIRES,4,8,749,1232,14,40,9,1201,31,19,6,6,13,,0,3320,70,3390,4836,0.7010
14,JALISCO,28,CUAUTITLÁN DE GARCÍA BARRAGÁN,9,23,4732,4502,24,80,27,819,48,46,12,11,9,,0,10310,115,10425,13093,0.7962
14,JALISCO,29,CUAUTLA,4,5,628,524,5,9,6,214,7,5,2,3,4,,0,1407,27,1434,2167,0.6617
14,JALISCO,30,CUQUÍO,12,25,298,2302,893,156,2535,2534,211,275,66,59,29,,11,9358,208,9577,13949,0.6866
14,JALISCO,34,DEGOLLADO,16,32,4386,4050,229,128,32,555,75,69,27,78,48,,1,9677,189,9867,18093,0.5453
14,JALISCO,35,EJUTLA,2,4,296,471,32,13,7,364,7,7,2,2,3,,0,1204,30,1234,1972,0.6258
14,JALISCO,9,EL ARENAL,5,20,2216,1865,37,1184,943,1196,114,238,41,63,145,0,4,8042,182,8228,13483,0.6102
14,JALISCO,39,EL GRULLO,12,31,3306,2942,302,398,47,1491,159,99,49,112,23,,2,8928,274,9204,19512,0.4717
14,JALISCO,56,EL LIMÓN,6,10,722,959,713,38,20,621,45,46,9,25,112,,3,3310,105,3418,5579,0.6127
14,JALISCO,72,EL SALTO,27,157,7830,15245,700,1072,1581,14179,713,1079,720,2713,546,,283,46378,1332,47993,106199,0.4519
14,JALISCO,36,ENCARNACIÓN DE DÍAZ,31,66,13465,5968,40,161,49,851,211,152,56,566,181,0,14,21700,455,22169,36678,0.6044
14,JALISCO,37,ETZATLÁN,11,26,3375,1160,77,393,45,2957,970,92,56,103,190,,6,9418,199,9623,14608,0.6587
14,JALISCO,38,GOMEZ FARÍAS,8,19,895,1852,2033,400,40,1927,146,71,24,25,4,,0,7417,112,7529,11512,0.6540
14,JALISCO,40,GUACHINANGO,8,10,342,749,77,282,242,536,223,31,7,4,4,,3,2497,72,2572,3687,0.6976
14,JALISCO,41,GUADALAJARA,985,2149,87584,162966,11073,21674,12144,271401,22629,17333,13055,19207,6983,0,680,646049,20003,666732,1271997,0.5242
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,925,2129,1132,131,21,133,35,16,8,9,3,,3,4542,108,4653,6838,0.6805
14,JALISCO,43,HUEJÚCAR,5,10,1059,1359,26,48,6,847,35,30,11,18,7,,1,3446,76,3523,5237,0.6727
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,14,2222,1575,13,27,13,740,9,12,8,5,9,,0,4633,108,4741,7037,0.6737
14,JALISCO,46,IXTLAHUACÁN DE LOS MEMBRILLOS,12,51,1209,7110,1250,712,137,2587,401,497,116,168,191,,26,14378,824,15228,28803,0.5287
14,JALISCO,47,IXTLAHUACÁN DEL RIO,11,26,638,2301,248,267,2860,1708,180,57,62,60,94,,0,8475,193,8668,14957,0.5795
14,JALISCO,48,JALOSTOTITLÁN,22,43,5093,3237,252,247,53,1037,847,118,722,78,19,,4,11703,428,12135,23027,0.5270
14,JALISCO,49,JAMAY,12,29,3514,4086,207,505,251,686,374,591,234,97,4,,0,10549,198,10747,18179,0.5912
14,JALISCO,50,JESÚS MARIA,14,27,3635,3398,61,806,23,196,55,44,28,59,31,,3,8336,228,8567,15995,0.5356
14,JALISCO,51,JILOTLÁN DE LOS DOLORES,9,14,478,1601,51,17,18,2321,7,12,16,4,19,,0,4544,46,4590,6559,0.6998
14,JALISCO,52,JOCOTEPEC,18,52,3766,1639,333,2270,314,8307,548,172,104,119,505,0,13,18077,419,18509,31886,0.5805
14,JALISCO,53,JUANACATLÁN,7,17,2024,1657,112,130,28,2153,85,162,46,197,7,0,4,6601,105,6710,10742,0.6247
14,JALISCO,54,JUCHITLÁN,6,9,934,1213,106,31,110,620,92,205,67,10,0,,0,3388,81,3469,5053,0.6865
14,JALISCO,18,LA BARCA,36,92,5487,7585,952,517,428,4747,3336,1314,191,314,238,,7,25109,738,25854,53280,0.4852
14,JALISCO,45,LA HUERTA,18,32,3097,3546,158,206,46,3958,102,123,40,30,208,,0,11514,277,11791,18315,0.6438
14,JALISCO,55,LAGOS DE MORENO,71,193,12911,21719,401,981,490,13618,1402,1439,435,464,1349,,31,55209,1881,57121,114615,0.4984
14,JALISCO,57,MAGDALENA,10,25,2666,3101,582,219,30,1644,201,49,26,34,9,,1,8561,143,8705,15153,0.5745
14,JALISCO,59,MANZANILLA DE LA PAZ,5,7,703,993,21,32,1,546,24,61,10,11,5,,0,2407,39,2446,3248,0.7531
14,JALISCO,60,MASCOTA,13,23,1061,3071,75,264,203,1891,118,49,41,21,228,,0,7022,151,7173,10982,0.6532
14,JALISCO,61,MAZAMITLA,9,20,623,2385,656,245,66,2303,123,124,48,211,74,,1,6858,227,7086,10393,0.6818
14,JALISCO,62,MEXTICACÁN,7,10,1109,1146,8,27,10,310,182,39,5,9,9,,0,2854,69,2923,4912,0.5951
14,JALISCO,63,MEZQUITIC,8,23,3222,3496,52,40,40,1726,47,237,19,5,253,,8,9137,337,9482,12970,0.7311
14,JALISCO,64,MIXTLÁN,4,7,64,675,2,9,417,901,188,3,4,4,4,,0,2271,26,2297,3221,0.7131
14,JALISCO,65,OCOTLÁN,42,117,5439,10212,3838,1028,876,7687,1408,1055,2127,1294,245,,22,35209,1233,36464,73385,0.4969
14,JALISCO,66,OJUELOS DE JALISCO,15,34,1027,3442,2363,531,51,3046,628,490,43,65,529,,1,12215,674,12890,19665,0.6555
14,JALISCO,67,PIHUAMO,12,21,324,2275,238,73,23,2793,77,78,9,17,15,,0,5922,176,6098,9607,0.6347
14,JALISCO,68,PONCITLÁN,20,55,2156,6229,3584,451,106,5051,237,462,160,163,152,,8,18751,589,19348,34296,0.5641
14,JALISCO,69,PUERTO VALLARTA,78,309,16165,22485,1969,1597,1666,36027,1660,2476,1993,1484,772,0,56,88294,2657,91007,202982,0.4484
14,JALISCO,71,QUITUPAN,12,18,1828,2370,24,61,13,324,31,26,11,8,15,,0,4711,144,4855,8599,0.5646
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,949,803,48,17,3,60,7,11,5,8,2,,0,1913,38,1951,3047,0.6403
14,JALISCO,74,SAN DIEGO DE ALEJANDRÍA,7,11,1523,1680,4,35,3,157,28,11,13,10,11,,0,3475,59,3534,5218,0.6773
14,JALISCO,24,SAN GABRIEL,10,20,1350,2751,2344,50,31,602,45,315,38,25,82,,2,7633,181,7816,11662,0.6702
14,JALISCO,125,SAN IGNACIO CERRO GORDO,8,22,1805,2352,35,1661,33,804,80,34,227,176,24,,9,7231,239,7479,14193,0.5269
14,JALISCO,75,SAN JUAN DE LOS LAGOS,34,81,11539,2462,176,6143,164,2910,880,246,901,130,364,,25,25915,633,26573,49101,0.5412
14,JALISCO,7,SAN JUANITO DE ESCOBEDO,8,12,1236,1139,266,46,17,922,206,591,22,147,4,,1,4596,86,4683,7286,0.6427
14,JALISCO,76,SAN JULIÁN,10,21,2786,2587,35,200,45,1163,131,50,37,29,16,,1,7079,183,7263,12865,0.5646
14,JALISCO,77,SAN MARCOS,2,5,550,691,79,23,12,612,218,20,3,5,4,,0,2217,48,2265,3018,0.7505
14,JALISCO,78,SAN MARTÍN DE BOLAÑOS,5,7,861,750,4,18,2,139,5,10,5,5,5,,1,1804,39,1844,2653,0.6951
14,JALISCO,79,SAN MARTÍN HIDALGO,17,40,1954,5268,205,290,144,4814,330,197,227,156,283,,14,13868,331,14213,23791,0.5974
14,JALISCO,80,SAN MIGUEL EL ALTO,17,39,5354,3982,453,355,54,1176,166,96,106,493,19,,2,12254,422,12678,23167,0.5472
14,JALISCO,99,SAN PEDRO TLAQUEPAQUE,204,718,22752,54059,3126,6858,4365,66336,5429,7211,3859,6213,2781,,150,182989,5722,188861,448790,0.4208
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,68,1183,105,27,19,1376,53,6,423,7,7,,0,3274,111,3385,4653,0.7275
14,JALISCO,82,SANTA MARIA DE LOS ÁNGELES,5,7,905,769,3,11,2,380,3,7,1,2,109,,0,2192,37,2229,3255,0.6848
14,JALISCO,58,SANTA MARÍA DEL ORO,5,6,584,673,69,7,1,2,12,0,1,0,1,,0,1350,21,1371,2076,0.6604
14,JALISCO,83,SAYULA,18,42,2087,2421,4582,320,315,962,1193,1125,462,173,156,,3,13796,401,14200,25909,0.5481
14,JALISCO,84,TALA,31,81,4967,8522,1173,789,182,6525,703,1455,320,1030,322,,7,25988,906,26901,49773,0.5405
14,JALISCO,85,TALPA DE ALLENDE,10,20,2871,3406,38,72,14,1193,124,19,14,18,180,,1,7949,189,8139,11093,0.7337
14,JALISCO,86,TAMAZULA DE GORDIANO,36,66,3806,5105,5238,178,687,2653,463,213,46,31,237,,3,18657,618,19278,34787,0.5542
14,JALISCO,87,TAPALPA,9,23,864,2149,2008,120,498,1230,2391,128,665,105,33,,1,10191,196,10388,13151,0.7899
14,JALISCO,88,TECALITLÁN,16,26,1286,3338,1224,93,29,1412,84,143,16,30,234,,1,7889,345,8235,13061,0.6305
14,JALISCO,90,TECHALUTA DE MONTENEGRO,3,6,365,580,16,46,22,816,22,91,16,23,5,,0,2002,57,2059,3044,0.6764
14,JALISCO,89,TECOLOTLÁN,13,25,4195,3477,103,82,31,886,98,50,35,15,9,,0,8981,102,9083,13473,0.6742
14,JALISCO,91,TENAMAXTLÁN,6,13,1927,1685,60,25,13,137,217,22,7,9,8,,0,4110,71,4181,6262,0.6677
14,JALISCO,92,TEOCALTICHE,23,51,4898,4124,384,619,110,3860,477,104,88,83,23,,8,14770,626,15404,30398,0.5067
14,JALISCO,93,TEOCUITATLÁN DE CORONA,10,18,2970,2513,117,246,12,253,97,58,10,40,104,,1,6420,107,6528,9579,0.6815
14,JALISCO,94,TEPATITLÁN DE MORELOS,54,172,11208,10963,389,1388,386,20944,1611,510,2369,964,323,,37,51055,1830,52922,109199,0.4846
14,JALISCO,95,TEQUILA,22,52,3981,4784,2757,781,130,3211,476,409,129,123,104,,2,16885,421,17308,29948,0.5779
14,JALISCO,96,TEUCHITLÁN,6,12,1761,1120,2075,30,10,164,203,33,9,11,4,,0,5420,74,5494,7798,0.7045
14,JALISCO,97,TIZAPÁN EL ALTO,14,30,1462,3509,81,1646,1167,703,375,314,50,52,7,,0,9366,211,9577,16451,0.5822
14,JALISCO,98,TLAJOMULCO DE ZUÑIGA ,129,422,9080,18765,18377,3486,1534,58304,2679,1903,1593,3130,736,0,83,119587,3975,123645,272269,0.4541
14,JALISCO,100,TOLIMÁN,7,15,391,2206,588,40,40,1653,27,51,12,10,11,,0,5029,95,5124,7626,0.6719
14,JALISCO,101,TOMATLÁN,17,42,330,3116,5508,182,281,4337,126,338,73,29,149,,0,14469,548,15017,24931,0.6023
14,JALISCO,102,TONALÁ,84,460,17240,40724,2711,5198,3720,31123,4765,3592,3354,4455,,,97,116882,4530,121509,310250,0.3916
14,JALISCO,103,TONAYA,5,9,1758,1375,32,29,11,301,12,17,2,7,6,,0,3550,102,3652,5319,0.6866
14,JALISCO,104,TONILA,7,11,1339,1553,192,32,12,309,84,46,489,6,15,,2,4077,71,4150,5791,0.7166
14,JALISCO,105,TOTATICHE,6,10,910,1049,113,63,7,344,131,8,7,5,4,,0,2641,93,2734,4102,0.6665
14,JALISCO,106,TOTOTLÁN,14,31,3657,3562,140,1155,47,1431,62,59,33,29,159,,0,10334,246,10580,17676,0.5986
14,JALISCO,107,TUXCACUESCO,5,8,1021,1241,57,20,10,412,12,16,7,6,3,,1,2805,49,2855,3809,0.7495
14,JALISCO,108,TUXCUECA,4,10,725,748,13,33,278,1303,53,69,139,6,297,,2,3664,50,3716,5273,0.7047
14,JALISCO,109,TUXPAN,23,48,2543,2377,5082,346,344,1327,1438,886,143,953,173,,2,15612,535,16149,27112,0.5956
14,JALISCO,110,UNIÓN DE SAN ANTONIO,10,22,4418,4152,20,117,13,150,39,26,22,24,173,,1,9154,197,9352,13362,0.6999
14,JALISCO,111,UNIÓN DE TULA,12,20,1127,2468,68,132,33,2069,341,138,30,12,9,,0,6427,139,6566,11637,0.5642
14,JALISCO,112,VALLE DE GUADALUPE,7,12,1234,1556,7,44,5,444,31,12,26,82,20,,2,3461,95,3558,5820,0.6113
14,JALISCO,113,VALLE DE JUÁREZ,4,9,1834,1055,15,80,6,362,38,32,14,18,15,,12,3469,109,3590,5172,0.6941
14,JALISCO,114,VILLA CORONA,10,25,1832,1445,199,470,55,1557,270,596,1594,84,75,,2,8177,261,8440,14489,0.5825
14,JALISCO,115,VILLA GUERRERO,8,11,1414,1327,214,30,1,147,12,7,4,3,1,,0,3160,62,3222,4631,0.6957
14,JALISCO,116,VILLA HIDALGO,8,23,2783,2774,19,147,25,1600,257,48,28,37,9,,5,7727,211,7943,14199,0.5594
14,JALISCO,70,VILLA PURIFICACIÓN,9,18,2078,1670,279,76,26,1522,66,438,8,7,122,,0,6292,124,6416,10013,0.6408
14,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO,20,37,3620,7194,55,277,37,428,136,171,70,52,121,,6,12161,377,12544,19651,0.6383
14,JALISCO,119,ZACOALCO DE TORRES,16,37,1024,3029,239,441,99,4501,621,2661,138,393,109,,2,13255,331,13588,22771,0.5967
14,JALISCO,120,ZAPOPAN,447,1479,60257,102530,5201,13551,5912,130853,10447,11005,8142,15087,3238,57215,804,423438,13395,437637,963964,0.4540
14,JALISCO,121,ZAPOTILTIC,21,43,1984,2605,3425,1576,675,2159,153,329,87,76,37,,3,13106,414,13523,23981,0.5639
14,JALISCO,122,ZAPOTITLÁN DE VADILLO,6,10,804,1484,526,19,16,427,12,14,6,6,14,,0,3328,104,3432,4977,0.6896
14,JALISCO,123,ZAPOTLÁN DEL REY,13,24,1774,2499,2656,98,31,735,82,85,35,52,9,,2,8056,209,8267,13915,0.5941
14,JALISCO,23,ZAPOTLÁN EL GRANDE,51,131,4521,8120,9786,877,392,12657,1309,2197,1143,957,393,,19,42352,1303,43674,81508,0.5358
14,JALISCO,124,ZAPOTLANEJO,32,80,2670,7378,272,758,211,11095,358,476,236,255,58,0,8,23767,725,24500,49509,0.4949
