CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND6,PRI_PVEM,CC_PRD_PT_PH_ES,CC_PRD_PT_PH,CC_PRD_PT_ES,CC_PT_PH_ES,CC_PRD_PT,CC_PRD_ES,CC_PRD_NVA_ALIANZA,CC_PT_ES,CC_PAN_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,442,1,70,176,53,6,2,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,314,0,314,547
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,443,1,65,158,12,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,455
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,444,2,71,151,35,0,4,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274,10,284,533
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,445,1,16,118,79,4,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,223,12,235,590
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1369,3,550,351,181,3,10,1,1,15,3,1,0,3,55,0,0,0,0,0,0,0,0,0,1174,23,1197,1705
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1370,4,721,511,207,3,12,0,13,20,0,2,0,1,4,0,0,0,0,0,0,0,0,0,1494,41,1535,2261
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1371,1,51,14,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,89,193
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1372,1,107,61,11,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9,194,343
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1373,4,525,384,181,4,9,1,8,15,1,10,0,0,3,0,0,0,0,0,0,0,0,1,1141,38,1180,2292
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1374,1,137,87,44,2,3,2,2,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,287,12,299,472
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1375,1,145,167,38,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,360,8,368,542
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1376,1,186,203,97,2,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,498,3,501,650
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1377,1,230,199,39,10,5,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,18,518,673
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1498,2,114,203,198,6,15,2,5,16,2,4,0,6,6,0,0,0,0,0,0,0,0,0,577,30,607,1140
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1499,1,65,176,118,2,5,2,4,21,1,2,0,2,0,0,0,0,0,0,0,0,0,0,398,8,406,725
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1500,2,81,258,111,1,6,0,0,27,5,4,0,1,7,0,0,0,0,0,0,0,0,0,501,19,520,844
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1501,2,69,197,220,2,11,1,2,17,4,2,0,0,2,0,0,0,0,0,0,0,0,0,527,23,550,1022
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1502,1,13,193,165,3,0,1,0,5,1,2,0,2,3,0,0,0,0,0,0,0,0,0,388,8,396,663
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1503,2,13,314,218,2,5,0,3,19,1,2,0,1,5,0,0,0,0,0,0,0,0,0,583,14,597,1012
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1504,2,44,314,308,8,8,2,4,6,2,3,0,2,9,0,0,0,0,0,0,0,0,0,710,22,732,1240
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1505,1,7,151,214,0,0,0,0,15,1,0,0,0,5,0,0,0,0,0,0,0,0,0,393,7,400,613
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1506,2,7,285,248,6,4,0,0,31,0,1,0,9,11,0,0,0,0,0,0,0,0,0,602,8,610,981
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1507,2,178,172,221,3,10,0,0,21,1,4,0,0,5,0,0,0,0,0,0,0,0,0,615,12,627,1163
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1508,2,46,189,218,6,7,2,1,5,2,6,0,0,2,0,0,0,0,0,0,0,0,0,484,12,496,1174
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1509,1,33,199,173,7,17,0,2,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,444,18,462,746
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1510,1,27,67,46,1,2,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,153,5,158,296
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1511,1,41,196,94,0,7,0,0,40,1,1,0,7,1,0,0,0,0,0,0,0,0,0,388,7,395,718
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1512,2,42,253,150,0,6,1,3,9,4,3,0,6,1,0,0,0,0,0,0,0,0,0,478,21,499,925
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1513,1,16,65,190,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,5,292,615
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1514,1,16,133,123,3,4,0,1,5,2,2,0,2,3,0,0,0,0,0,0,0,0,0,294,6,300,561
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1515,1,14,50,139,5,1,0,1,11,1,0,0,2,6,0,0,0,0,0,0,0,0,0,230,0,230,483
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1516,1,3,111,133,0,3,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261,9,270,518
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,4,355,489,128,26,18,4,26,28,15,10,0,2,3,0,0,0,0,0,0,0,0,0,1104,51,1155,2330
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,6,484,693,191,49,47,12,57,78,12,15,0,1,1,0,0,0,0,0,0,0,0,0,1640,68,1708,3899
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,5,447,718,188,46,33,6,52,68,5,13,0,2,0,0,0,0,0,0,0,0,0,1,1578,45,1624,3325
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1532,3,330,292,81,8,27,6,20,21,4,6,0,1,0,0,0,0,0,0,0,0,0,0,796,31,827,1807
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1533,3,282,350,80,7,20,2,25,26,9,12,0,4,0,0,0,0,0,0,0,0,0,0,817,34,851,2074
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1534,2,192,256,66,8,12,6,28,25,4,5,0,1,1,0,0,0,0,0,0,0,0,0,604,3,607,1315
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1535,3,232,277,79,10,20,5,25,19,12,3,0,0,2,0,0,0,0,0,0,0,0,0,684,29,713,1752
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1536,2,142,193,52,11,9,1,10,15,3,2,0,2,2,0,0,0,0,0,0,0,0,0,442,15,457,971
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1537,2,189,273,74,6,18,7,17,21,6,4,0,5,1,0,0,0,0,0,0,0,0,1,621,23,645,1391
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1538,2,123,162,82,7,10,1,6,10,1,6,0,1,0,0,0,0,0,0,0,0,0,0,409,14,423,863
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1539,2,99,163,28,12,10,2,12,17,4,1,0,3,1,0,0,0,0,0,0,0,0,1,352,7,360,901
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1540,2,165,193,83,6,9,4,6,18,7,2,0,3,0,0,0,0,0,0,0,0,0,0,496,26,522,992
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1541,3,246,390,180,20,30,9,43,40,5,12,0,8,2,0,0,0,0,0,0,0,0,0,985,39,1024,1759
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1542,3,166,300,94,6,22,0,13,26,9,3,0,1,1,0,0,0,0,0,0,0,0,0,641,16,657,1754
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,4,437,708,172,20,41,13,38,40,15,16,0,4,2,0,0,0,0,0,0,0,0,2,1506,25,1533,2986
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1544,2,217,311,64,12,17,6,22,23,11,5,0,3,2,0,0,0,0,0,0,0,0,0,693,23,716,1319
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1545,3,279,257,94,11,9,5,10,24,3,3,0,3,3,0,0,0,0,0,0,0,0,1,701,25,727,1286
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1546,2,148,192,43,9,13,6,9,19,3,3,0,3,0,0,0,0,0,0,0,0,0,0,448,7,455,884
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1547,1,119,181,30,8,5,1,14,13,4,6,0,1,1,0,0,0,0,0,0,0,0,0,383,11,394,713
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1548,1,112,140,32,3,9,2,23,12,4,2,0,1,0,0,0,0,0,0,0,0,0,0,340,9,349,655
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1549,1,98,108,14,1,4,1,9,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,244,11,256,393
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1550,1,118,118,26,2,2,1,6,2,3,5,0,3,0,0,0,0,0,0,0,0,0,0,286,6,292,505
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1551,1,97,123,25,4,5,2,6,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,274,13,287,493
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1552,2,174,187,53,7,6,5,10,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,463,24,487,959
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1553,2,121,149,36,4,17,4,18,25,2,5,0,1,0,0,0,0,0,0,0,0,0,0,382,14,396,823
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1554,2,99,134,27,5,14,1,21,20,1,3,0,0,3,0,0,0,0,0,0,0,0,0,328,6,334,776
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1555,2,148,185,59,5,12,1,10,7,1,6,0,1,0,0,0,0,0,0,0,0,0,1,435,6,442,812
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1556,2,141,172,59,10,18,3,22,17,5,3,0,1,0,0,0,0,0,0,0,0,0,0,451,12,463,876
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1557,2,93,140,66,7,7,6,6,15,0,4,0,0,2,0,0,0,0,0,0,0,0,0,346,10,356,804
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1558,1,60,119,15,6,3,3,10,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,232,3,235,569
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1559,1,97,126,42,3,7,1,6,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,292,0,292,698
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1560,1,104,149,54,2,6,1,5,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,339,12,351,669
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1561,2,109,173,30,7,6,5,12,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,356,18,374,761
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1562,1,153,128,28,9,3,0,11,14,7,3,0,1,0,0,0,0,0,0,0,0,0,1,357,17,375,669
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1563,2,192,211,50,5,5,10,18,11,6,2,0,2,0,0,0,0,0,0,0,0,0,0,512,3,515,947
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1564,1,93,169,47,6,10,5,6,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,349,6,355,659
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1565,2,91,258,58,6,5,2,13,8,4,4,0,1,1,0,0,0,0,0,0,0,0,0,451,23,474,797
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1566,2,181,282,64,9,11,4,10,19,4,7,0,2,2,0,0,0,0,0,0,0,0,0,595,52,647,1370
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1567,2,169,336,82,8,11,4,17,34,4,8,0,0,0,0,0,0,0,0,0,0,0,2,673,31,706,1456
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,4,310,464,113,13,23,3,34,25,6,3,0,0,1,0,0,0,0,0,0,0,0,0,995,18,1013,2525
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1569,2,105,163,35,1,3,8,10,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,338,10,348,879
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1570,2,98,216,41,2,8,3,11,5,1,2,0,0,1,0,0,0,0,0,0,0,0,1,388,10,399,960
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1571,5,381,624,177,17,45,10,37,66,18,6,0,7,3,0,0,0,0,0,0,0,0,0,1391,40,1431,3615
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1572,5,426,577,203,26,16,8,36,37,7,7,0,2,1,0,0,0,0,0,0,0,0,0,1346,38,1384,3229
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1573,3,340,320,63,7,17,2,17,11,4,1,0,3,0,0,0,0,0,0,0,0,0,0,785,28,813,1791
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1574,1,57,109,9,3,3,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192,10,202,356
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1575,1,24,52,39,4,4,0,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,133,3,136,386
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1576,1,155,103,50,2,13,1,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,342,13,355,728
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1577,2,93,322,105,9,16,4,7,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,572,5,577,1087
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1578,1,86,64,64,4,4,0,2,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,231,24,255,513
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1579,1,77,110,55,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,11,258,574
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1580,2,121,169,64,2,8,1,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,390,13,403,787
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1581,1,50,75,27,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,159,7,166,274
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1582,1,39,120,10,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2,176,293
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1583,3,308,420,102,13,28,1,22,17,11,7,0,150,274,0,0,0,0,0,0,0,0,0,1353,60,1413,2134
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1584,3,118,184,64,9,10,5,5,7,3,5,0,1,1,0,0,0,0,0,0,0,0,0,412,12,424,1672
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1585,1,16,85,41,2,3,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,15,169,357
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1586,2,37,101,119,4,7,2,1,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,286,7,293,809
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1587,3,132,174,137,12,7,3,12,24,4,1,0,2,1,0,0,0,0,0,0,0,0,0,509,31,540,1577
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1588,1,20,59,32,7,3,1,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,133,3,136,276
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1589,2,77,180,125,4,19,5,22,59,4,1,0,2,1,0,0,0,0,0,0,0,0,0,499,17,516,1343
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1939,3,230,313,341,11,12,5,6,23,3,0,0,1,5,0,0,0,0,0,0,0,0,0,950,37,987,1879
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1940,1,101,89,122,3,5,2,3,11,4,1,0,0,2,0,0,0,0,0,0,0,0,0,343,15,358,646
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1941,2,203,137,128,4,7,1,1,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,493,9,502,908
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1942,2,269,208,218,4,15,2,6,11,4,6,0,2,5,0,0,0,0,0,0,0,0,0,750,34,784,1491
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1943,2,147,124,170,8,13,2,4,9,2,0,0,3,4,0,0,0,0,0,0,0,0,0,486,17,503,866
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1944,3,162,189,254,8,12,4,4,22,2,3,0,2,3,0,0,0,0,0,0,0,0,0,665,8,673,1312
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1945,2,54,164,215,4,13,3,6,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,487,40,527,1112
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1946,2,167,132,139,2,7,3,2,1,1,3,0,4,8,0,0,0,0,0,0,0,0,0,469,17,486,906
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1947,2,24,173,327,1,4,1,0,10,2,1,0,3,5,0,0,0,0,0,0,0,0,0,551,11,562,1034
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1948,1,48,114,59,10,7,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,247,29,276,621
5,16,MICHOACAN,1,LA PIEDAD,87,TANHUATO,1949,1,72,41,35,0,6,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,162,4,166,356
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2370,2,93,190,44,4,13,7,15,165,6,4,0,4,3,0,0,0,0,0,0,0,0,0,548,11,559,873
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2371,2,67,178,45,11,9,5,5,182,6,3,0,4,0,0,0,0,0,0,0,0,0,0,515,21,536,770
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2372,1,65,147,46,1,8,2,5,134,5,0,0,0,4,0,0,0,0,0,0,0,0,0,417,11,428,692
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2373,2,110,204,139,4,3,7,7,229,16,3,0,2,2,0,0,0,0,0,0,0,0,16,726,411,1153,1267
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2374,2,77,208,90,3,13,9,15,380,4,4,0,2,5,0,0,0,0,0,0,0,0,0,810,34,844,1337
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2375,2,94,251,109,9,18,4,7,299,12,5,0,6,3,0,0,0,0,0,0,0,0,0,817,33,850,1343
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2376,1,67,159,32,6,6,3,2,156,2,4,0,5,1,0,0,0,0,0,0,0,0,0,443,6,449,659
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2377,2,103,193,48,5,18,8,6,183,4,2,0,1,1,0,0,0,0,0,0,0,0,0,572,0,572,873
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2378,2,50,264,167,5,4,4,4,191,0,2,0,0,1,0,0,0,0,0,0,0,0,0,692,12,704,1111
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2379,3,123,276,289,22,24,10,14,347,9,6,0,5,8,0,0,0,0,0,0,0,0,0,1133,38,1171,1923
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,6,189,576,680,24,41,8,21,615,14,7,0,7,14,0,0,0,0,0,0,0,0,0,2196,81,2277,3993
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2381,2,100,165,315,10,10,7,7,85,4,1,0,1,14,0,0,0,0,0,0,0,0,0,719,11,730,1286
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2382,1,13,29,36,0,0,1,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2,138,234
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2383,2,10,86,187,6,4,2,6,78,3,1,0,4,4,0,0,0,0,0,0,0,0,0,391,5,396,965
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2384,2,34,180,211,9,6,4,6,116,5,0,0,8,3,0,0,0,0,0,0,0,0,0,582,28,610,966
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2385,2,46,146,132,12,12,6,10,180,8,7,0,4,0,0,0,0,0,0,0,0,0,0,563,14,577,916
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2386,2,13,166,173,13,4,2,5,104,4,2,0,2,3,0,0,0,0,0,0,0,0,0,491,39,530,891
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2387,1,4,55,43,4,3,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,115,5,120,376
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2388,1,23,33,70,10,2,4,11,99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,256,8,264,609
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2531,1,106,147,99,0,4,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,364,0,364,599
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2532,1,81,219,126,8,2,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,443,16,459,721
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2533,1,62,131,86,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,286,12,298,499
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2534,1,4,40,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,3,177,249
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2535,1,13,71,68,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3,158,304
5,16,MICHOACAN,1,LA PIEDAD,110,ZINÁPARO,2536,1,37,126,104,2,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,276,7,283,450
