ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
31,YUCATAN,50,MERIDA,470,1095,169651,,,,,24734,,11144,0,0,,,,,,,,160296,,,,,,,,,5894,,,,292,372011,9813,381809,627531,0.6081
31,YUCATAN,51,MOCOCHA,4,5,1043,,,,,5,,0,0,,,,,,,,,,,,,,1213,,,,1,,,,0,2262,24,2286,2525,0.9053
31,YUCATAN,52,MOTUL,19,42,7474,,201,666,74,95,4420,119,,,,,,,,,,,,,5745,,,,,,,,,,4,18798,334,19132,24427,0.7832
31,YUCATAN,53,MUNA,7,15,3541,,,,,0,,102,,,,,,,,,,,,,,,,,,3465,33,,,,0,7141,74,7215,9448,0.7636
31,YUCATAN,54,MUXUPIP,3,4,358,,0,,0,0,840,11,0,,,,,,,,,,785,,,,,,,,,,,,0,1994,16,2010,2241,0.8969
31,YUCATAN,55,OPICHEN,3,8,2251,,0,155,0,0,0,0,,32,,,,,,1261,,,,,,,,,,,,,,,0,3699,52,3752,4510,0.8319
31,YUCATAN,56,OXKUTZCAB,16,37,3057,,,,,42,,150,310,,,,,,,,,,,,,,6035,,,,6287,,,,10,15891,236,16128,21029,0.769
31,YUCATAN,57,PANABA,6,11,2192,,0,,0,0,,0,,0,,,,,,,,,,,,,2523,,,,,,,,1,4716,38,4756,5362,0.8869
31,YUCATAN,58,PETO,17,29,5887,,676,,169,2,,40,,,,,,,,,,,,,,,,,,5222,,,,,0,11996,151,12003,15711,0.7639
31,YUCATAN,59,PROGRESO,30,71,2513,,,,,654,,757,,,,,,,,,,,,,,,,8706,,,,10377,,,179,23186,904,24208,41019,0.5901
31,YUCATAN,60,QUINTANA ROO,1,2,439,,0,,0,0,,0,0,,,,,,,,,,,,,,486,,,,,,,,0,925,5,931,1035,0.8995
31,YUCATAN,61,RIO LAGARTOS,3,6,1039,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1370,,,,,0,2409,21,2431,2660,0.9139
31,YUCATAN,62,SACALUM,3,6,1076,,,507,,128,35,0,,,,,,,,,,,,,1388,,,,,,5,,,,0,3139,34,3173,3475,0.913
31,YUCATAN,63,SAMAHIL,3,6,212,,1312,5,0,0,,0,,,,,,,,,,,,,,,,,1770,,,,,,0,3299,53,3356,3748,0.8954
31,YUCATAN,64,SANAHCAT,1,2,568,,0,,0,0,,0,0,,,,,,,,,,,,,,710,,,,,,,,1,1279,5,1284,1365,0.9406
31,YUCATAN,65,SAN FELIPE,2,3,612,,0,,0,0,,0,,,,,,,,,,,,,,,,,,928,,,,,0,1540,15,1555,1637,0.9499
31,YUCATAN,66,SANTA ELENA,3,6,1080,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1308,,,,,0,2388,18,2406,2839,0.8474
31,YUCATAN,67,SEYE,5,12,1602,,1236,34,0,35,0,896,33,,,,,,,,2032,,,,,,,,,,,,,,0,5868,94,5880,6935,0.8478
31,YUCATAN,68,SINANCHE,3,5,821,,,,,0,,231,,,,,,,,,,,,,,,,,,1002,64,,,,0,2118,25,2143,2438,0.8789
31,YUCATAN,69,SOTUTA,7,11,650,,1662,65,0,119,0,0,,,,,,,,,,,,,1869,,,,,,,,,,0,4365,90,4455,5671,0.7855
31,YUCATAN,70,SUCILA,2,5,1199,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1367,,,,,0,2566,24,2590,2869,0.9027
31,YUCATAN,71,SUDZAL,2,3,407,,,422,,0,,0,,,,,,,,,,,,,,,,,504,,27,,,,0,1360,15,1375,1489,0.9234
31,YUCATAN,72,SUMA,2,4,13,,504,,0,0,,0,0,,,,,,,,,,,,,,859,,,,,,,,0,1376,21,1397,1628,0.8581
31,YUCATAN,73,TAHDZIU,1,4,,,,,,0,,0,,,,1129,,,,,,,,,,,,,,1189,,,,,0,2318,15,2333,2597,0.8983
31,YUCATAN,74,TAHMEK,2,5,140,,0,1272,0,0,56,0,,,,,,,,,,,,,1150,,,,,,,,,,0,2618,32,2650,2977,0.8901
31,YUCATAN,75,TEABO,2,7,1269,,0,,0,0,,25,0,,,,,,,,,,,,,,2514,,,,,,,,0,3808,38,3846,4331,0.887
31,YUCATAN,76,TECOH,10,22,3746,,95,498,39,2,,0,,,,,,,,,,,,,,,,,5278,,,,,,0,9658,174,9832,11735,0.8378
31,YUCATAN,77,TEKAL DE VENEGAS,2,5,990,,69,,0,0,,62,,,,,,,,,,,,,,,,,,785,,,,,0,1906,17,1923,2281,0.843
31,YUCATAN,78,TEKANTO,6,8,1216,,0,,0,0,,7,0,,,,,,,,,,,,,,1427,,,,,,,,0,2650,15,2665,2960,0.9003
31,YUCATAN,79,TEKAX,20,49,3324,,,,,0,,95,,54,,,,,,,,,,,,10110,,,,,7721,,,,1,21305,364,21669,27684,0.7827
31,YUCATAN,80,TEKIT,4,13,3487,,5,,0,0,,0,,,,,,,,,,,,,,,,,,3274,,,,,0,6766,50,6817,7435,0.9168
31,YUCATAN,81,TEKOM,4,6,1132,,0,,0,0,,0,0,,,,,,,,,,,,,,1225,,,,,,,,0,2357,6,2363,2528,0.9347
31,YUCATAN,82,TELCHAC PUEBLO,4,6,648,,0,,0,0,0,28,0,,,,,,,,,,1680,,,,,,,,,,,,35,2391,35,2392,2874,0.8322
31,YUCATAN,83,TELCHAC PUERTO,2,4,391,,0,217,0,8,418,10,,,,,,,,,,,,,405,,,,,,,,,,0,1449,30,1479,1657,0.8925
31,YUCATAN,84,TEMAX,6,11,3119,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1664,,,,,0,4783,34,4818,5355,0.8997
31,YUCATAN,85,TEMOZON,8,17,,,1853,,51,0,,1,,,,,3732,,,,,,,,,,,3021,,,,,,,0,8658,101,8763,9948,0.8809
31,YUCATAN,86,TEPAKAN,3,4,21,,697,,0,0,,0,,,,,,,,,,,,,,,,,,614,,,,,0,1332,12,1344,2048,0.6562
31,YUCATAN,87,TETIZ,2,6,493,,1087,135,0,0,,0,,,,,,,,,,,,,,,,,1333,,,,,,0,3048,47,3095,3566,0.8679
31,YUCATAN,88,TEYA,2,3,55,,,,,0,,0,,,,,,,,,,,,,,,,,,840,238,,,,0,1133,59,1192,1559,0.7645
31,YUCATAN,89,TICUL,16,46,8542,,9,,0,85,370,541,,,,,,,,,,,,,,,,10276,,,,,,,6,19829,322,20168,26555,0.7594
31,YUCATAN,90,TIMUCUY,3,8,1871,,114,,1,0,,37,,,,,,,,,,,,,,,,,,2393,,,,,0,4416,31,4447,4923,0.9033
31,YUCATAN,91,TINUM,7,15,2856,,530,,0,0,,40,,,,,,,,,,,,,,,,,,3247,,,,,0,6673,58,6731,7778,0.8652
31,YUCATAN,92,TIXCACALCUPUL,4,7,1514,,0,,0,0,,0,,,,,,,,,,,,,,,,,,2192,,,,,0,3706,31,3738,4264,0.8766
31,YUCATAN,93,TIXKOKOB,10,23,3896,,65,450,39,2,132,191,438,0,,,,,,,5214,,,,,,,,,,,,,,0,10427,91,10430,12798,0.8149
31,YUCATAN,94,TIXMEHUAC,4,7,,,,,0,0,,5,0,,1378,,,,,,,,,,,,1789,,,,,,,,0,3172,15,3187,3425,0.9305
31,YUCATAN,95,TIXPEUAL,6,9,1245,,395,418,0,0,316,50,,,,,,,,,,,,,1196,,,,,,,,,,0,3620,30,3650,4164,0.8765
31,YUCATAN,96,TIZIMIN,41,91,13268,,388,,1,991,,496,,,,,,,,,,,,,,,,,,19415,,,,,18,34577,743,35320,49647,0.7114
31,YUCATAN,97,TUNKAS,4,7,1311,,112,,0,0,,0,,,,,,,,,,,,,,,,,,1017,,,,,0,2440,15,2455,2841,0.8641
31,YUCATAN,98,TZUCACAB,8,17,1491,,2814,75,0,0,,22,,,,,,,,,,,,,,,,,3102,,,,,,0,7504,108,7613,9201,0.8274
31,YUCATAN,99,UAYMA,3,5,1108,,,,,0,,0,,,,,,,,,,,,,,,,,,1058,203,,,,0,2369,22,2391,2559,0.9343
31,YUCATAN,100,UCU,2,4,965,,0,69,0,0,,0,,,,,,,,,,,,,,,,,1032,,,,,,0,2066,50,2116,2571,0.823
31,YUCATAN,101,UMAN,20,61,11832,,,170,,167,,360,,,,,,,,,,,,,,,,,9655,,897,,,,6,23087,1050,24137,36214,0.6665
31,YUCATAN,102,VALLADOLID,33,81,5743,,3527,,215,274,,12049,,,,,,,,,,,,,,,,,,11555,,,,,30,33393,701,34206,49572,0.69
31,YUCATAN,103,XOCCHEL,2,5,179,,976,,0,9,47,0,0,0,,,,,,,,,,,,,,896,,,,,,,0,2107,29,2136,2464,0.8668
31,YUCATAN,104,YAXCABA,11,18,2999,,,,,0,9,1,,,,,,,,,,,,,,,,4035,,,41,,,,0,7085,50,7137,9755,0.7316
31,YUCATAN,105,YAXKUKUL,1,4,22,,,1000,,0,0,14,,,,,,,,,,,,,892,,,,,,25,,,43,0,1996,22,2019,2319,0.8706
31,YUCATAN,106,YOBAIN,3,4,,,0,,0,0,,5,,,,,938,,,,,,,,,,,812,,,,,,,0,1755,19,1774,1971,0.9
