CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,31,YUCATAN,7,MERIDA,50,MERIDA,611,C05,124,151,1,10,2,15,0,7,0,0,,,,,,,,8,,,,,,,,,0,,,,0,318,12,330,689,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,611,C06,135,118,1,6,4,13,4,10,0,0,,,,,,,,4,,,,,,,,,0,,,,0,295,6,301,688,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,612,B,114,160,10,1,0,15,4,13,0,0,,,,,,,,0,,,,,,,,,0,,,,2,317,9,328,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,612,C01,131,126,3,7,1,11,3,13,0,0,,,,,,,,7,,,,,,,,,0,,,,0,302,4,306,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,612,C02,106,144,5,7,1,20,4,11,0,0,,,,,,,,4,,,,,,,,,0,,,,0,302,1,303,525,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,613,B,90,188,1,5,2,7,0,5,0,0,,,,,,,,2,,,,,,,,,0,,,,0,300,7,307,559,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,613,C01,103,177,2,7,1,9,3,12,0,0,,,,,,,,7,,,,,,,,,0,,,,0,321,2,323,558,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,614,B,148,187,2,5,5,12,1,9,0,0,,,,,,,,8,,,,,,,,,0,,,,0,377,7,384,673,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,614,C01,147,228,1,7,4,11,0,4,0,0,,,,,,,,5,,,,,,,,,1,,,,0,408,8,416,673,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,615,B,155,185,5,16,1,12,5,10,0,0,,,,,,,,3,,,,,,,,,0,,,,0,392,15,407,605,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,615,C01,143,145,2,13,2,12,3,9,0,0,,,,,,,,4,,,,,,,,,0,,,,0,333,12,345,604,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,616,B,182,128,3,4,4,14,0,7,0,0,,,,,,,,6,,,,,,,,,0,,,,0,348,14,362,560,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,2,MERIDA,50,MERIDA,616,C01,159,123,3,6,0,20,2,6,0,0,,,,,,,,4,,,,,,,,,0,,,,0,323,10,333,560,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,617,B,181,161,4,7,3,12,6,9,0,0,,,,,,,,4,,,,,,,,,0,,,,0,387,6,393,614,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,618,B,146,147,4,1,5,29,4,8,0,0,,,,,,,,8,,,,,,,,,0,,,,0,352,11,363,587,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,618,C01,133,183,3,4,2,23,4,10,0,0,,,,,,,,8,,,,,,,,,0,,,,0,370,13,383,587,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,619,B,146,156,4,6,3,10,7,11,0,0,,,,,,,,6,,,,,,,,,0,,,,0,349,10,359,559,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,619,C01,122,167,1,9,3,24,5,6,0,0,,,,,,,,0,,,,,,,,,0,,,,0,337,6,343,559,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,620,B,120,156,2,5,1,16,3,4,0,0,,,,,,,,7,,,,,,,,,0,,,,0,314,12,326,615,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,620,C01,134,162,3,3,0,6,1,15,0,0,,,,,,,,5,,,,,,,,,0,,,,0,329,8,337,615,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,620,C02,134,145,3,9,0,14,2,3,0,0,,,,,,,,3,,,,,,,,,0,,,,0,313,10,323,614,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,621,B,151,198,3,9,3,25,4,16,0,0,,,,,,,,0,,,,,,,,,0,,,,0,409,0,409,749,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,621,C01,142,215,3,8,5,20,3,12,0,0,,,,,,,,3,,,,,,,,,0,,,,1,411,12,424,749,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,622,B,93,157,0,5,0,16,5,8,0,0,,,,,,,,11,,,,,,,,,0,,,,0,295,8,303,540,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,622,C01,97,137,4,5,3,18,4,3,0,0,,,,,,,,9,,,,,,,,,0,,,,0,280,7,287,540,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,623,B,104,152,3,7,0,21,3,13,0,0,,,,,,,,9,,,,,,,,,0,,,,0,312,8,320,648,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,623,C01,128,152,5,13,0,13,3,3,0,0,,,,,,,,6,,,,,,,,,0,,,,0,323,4,327,647,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,624,B,141,181,7,9,3,13,0,13,0,0,,,,,,,,16,,,,,,,,,0,,,,1,383,13,397,726,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,624,C01,130,179,4,12,1,16,5,18,0,0,,,,,,,,0,,,,,,,,,0,,,,0,365,17,382,725,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,B,91,206,0,9,5,10,1,7,0,0,,,,,,,,17,,,,,,,,,0,,,,0,346,9,355,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C01,140,167,4,10,1,11,0,5,0,0,,,,,,,,12,,,,,,,,,0,,,,0,350,8,358,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C02,136,166,2,8,3,11,2,9,0,0,,,,,,,,9,,,,,,,,,0,,,,0,346,11,357,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C03,126,179,1,8,1,6,1,5,0,0,,,,,,,,10,,,,,,,,,0,,,,0,337,6,343,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C04,120,171,0,8,0,5,3,7,0,0,,,,,,,,13,,,,,,,,,0,,,,0,327,9,336,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C05,102,199,3,13,3,12,6,3,0,0,,,,,,,,6,,,,,,,,,0,,,,1,347,9,357,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C06,129,150,2,7,3,5,4,5,0,0,,,,,,,,13,,,,,,,,,0,,,,0,318,15,333,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C07,105,163,4,8,2,7,3,2,0,0,,,,,,,,6,,,,,,,,,0,,,,0,300,9,309,708,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C08,123,158,4,8,1,9,3,7,0,0,,,,,,,,5,,,,,,,,,0,,,,0,318,6,324,707,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C09,122,170,1,6,2,8,1,7,0,0,,,,,,,,13,,,,,,,,,0,,,,0,330,9,339,707,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C10,113,175,2,5,2,8,3,5,0,0,,,,,,,,3,,,,,,,,,0,,,,0,316,6,322,707,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C11,104,175,6,12,0,7,3,4,0,0,,,,,,,,10,,,,,,,,,0,,,,0,321,4,325,707,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,625,C12,122,183,3,7,0,9,4,7,0,0,,,,,,,,6,,,,,,,,,0,,,,0,341,11,352,707,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,626,B,192,148,2,11,0,18,3,4,0,0,,,,,,,,12,,,,,,,,,0,,,,0,390,11,401,731,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,626,C01,175,178,2,4,3,15,1,13,0,0,,,,,,,,9,,,,,,,,,0,,,,0,400,12,412,730,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,626,C02,170,142,7,4,1,16,7,8,0,0,,,,,,,,4,,,,,,,,,0,,,,1,359,15,375,730,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,626,C03,172,138,3,6,5,22,6,9,0,0,,,,,,,,8,,,,,,,,,0,,,,0,369,11,380,730,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,626,C04,152,167,3,9,1,14,8,13,0,0,,,,,,,,5,,,,,,,,,0,,,,1,372,5,378,730,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,627,B,164,157,4,8,1,21,6,10,0,0,,,,,,,,6,,,,,,,,,0,,,,0,377,12,389,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,627,C01,155,158,3,7,2,22,3,9,0,0,,,,,,,,9,,,,,,,,,0,,,,0,368,10,378,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,627,C02,143,168,6,4,1,20,4,13,0,0,,,,,,,,2,,,,,,,,,0,,,,0,361,12,373,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,627,C03,152,167,3,11,0,25,5,11,0,0,,,,,,,,4,,,,,,,,,0,,,,0,378,11,389,663,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,B,106,153,1,5,5,13,6,3,0,0,,,,,,,,8,,,,,,,,,0,,,,0,300,6,306,676,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C01,134,188,2,5,3,7,5,6,0,0,,,,,,,,8,,,,,,,,,0,,,,1,358,10,369,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C02,137,143,2,7,2,9,2,0,0,0,,,,,,,,8,,,,,,,,,0,,,,0,310,10,320,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C03,109,163,7,8,2,7,0,9,0,0,,,,,,,,6,,,,,,,,,0,,,,0,311,0,311,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C04,109,174,3,11,0,11,8,2,0,0,,,,,,,,8,,,,,,,,,0,,,,0,326,12,338,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C05,111,154,2,6,1,8,1,8,0,0,,,,,,,,7,,,,,,,,,0,,,,0,298,11,309,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C06,99,180,1,12,2,7,5,5,0,0,,,,,,,,11,,,,,,,,,0,,,,0,322,15,337,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C07,116,157,2,9,0,6,5,7,0,0,,,,,,,,2,,,,,,,,,0,,,,0,304,1,305,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,7,MERIDA,50,MERIDA,628,C08,114,181,2,7,6,8,0,10,0,0,,,,,,,,11,,,,,,,,,0,,,,0,339,17,356,675,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,629,B,71,213,9,4,0,8,2,3,0,0,,,,,,,,5,,,,,,,,,0,,,,0,315,6,321,397,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,630,B,62,247,2,6,0,16,1,4,0,0,,,,,,,,3,,,,,,,,,0,,,,0,341,6,347,422,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,631,B,99,213,23,12,3,8,1,3,0,0,,,,,,,,8,,,,,,,,,0,,,,0,370,13,383,471,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,631,C01,95,234,8,9,5,4,2,1,0,0,,,,,,,,8,,,,,,,,,0,,,,0,366,0,366,470,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,632,B,77,225,16,3,2,1,3,3,0,0,,,,,,,,5,,,,,,,,,1,,,,1,336,5,342,446,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,632,C01,116,206,25,1,0,3,0,2,0,0,,,,,,,,6,,,,,,,,,0,,,,0,359,3,362,446,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,633,B,157,198,11,2,5,0,0,0,0,0,,,,,,,,6,,,,,,,,,0,,,,0,379,10,389,504,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,633,C01,131,192,12,4,1,6,2,0,0,0,,,,,,,,7,,,,,,,,,0,,,,0,355,19,374,504,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,634,B,103,212,7,3,5,5,4,3,0,0,,,,,,,,5,,,,,,,,,0,,,,0,347,5,352,527,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,634,C01,103,209,4,3,5,8,4,2,0,0,,,,,,,,9,,,,,,,,,0,,,,0,347,10,357,527,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,634,C02,135,171,12,0,1,8,6,8,0,0,,,,,,,,4,,,,,,,,,0,,,,0,345,5,350,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,635,B,125,172,1,7,1,4,1,3,0,0,,,,,,,,9,,,,,,,,,0,,,,0,323,0,323,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,635,C01,98,233,1,4,2,6,3,4,0,0,,,,,,,,8,,,,,,,,,0,,,,0,359,13,372,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,635,C02,126,204,7,5,2,7,2,7,0,0,,,,,,,,8,,,,,,,,,0,,,,0,368,5,373,526,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,636,B,234,56,1,1,0,18,1,6,0,0,,,,,,,,0,,,,,,,,,0,,,,2,317,8,327,536,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,636,C01,227,95,0,0,0,24,2,6,0,0,,,,,,,,1,,,,,,,,,0,,,,3,355,10,368,535,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,637,B,185,275,3,5,0,9,4,9,0,0,,,,,,,,11,,,,,,,,,1,,,,1,502,3,506,665,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,637,C01,190,280,2,8,2,10,8,13,0,0,,,,,,,,8,,,,,,,,,0,,,,0,521,14,535,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,637,C02,134,310,5,9,3,9,7,8,0,0,,,,,,,,2,,,,,,,,,0,,,,0,487,16,503,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,637,C03,163,309,4,5,3,14,2,3,0,0,,,,,,,,4,,,,,,,,,0,,,,0,507,7,514,664,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,638,B,180,224,6,6,0,13,6,0,0,0,,,,,,,,1,,,,,,,,,0,,,,0,436,14,450,650,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,638,C01,163,237,8,7,3,8,1,9,0,0,,,,,,,,6,,,,,,,,,0,,,,0,442,13,455,650,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,638,E01,186,77,7,9,2,32,2,29,0,0,,,,,,,,1,,,,,,,,,0,,,,0,345,13,358,658,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,638,E01C01,191,82,6,3,4,45,2,24,0,0,,,,,,,,3,,,,,,,,,0,,,,0,360,6,366,658,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,B,190,90,10,6,5,47,5,22,0,0,,,,,,,,0,,,,,,,,,0,,,,0,375,9,384,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C01,209,85,4,6,2,37,2,21,0,0,,,,,,,,0,,,,,,,,,0,,,,0,366,10,376,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C02,192,87,2,1,2,45,3,31,0,0,,,,,,,,3,,,,,,,,,0,,,,0,366,10,376,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C03,208,85,2,4,1,38,3,18,0,0,,,,,,,,4,,,,,,,,,0,,,,2,363,10,375,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C04,199,83,2,12,2,55,3,20,0,0,,,,,,,,2,,,,,,,,,0,,,,2,378,15,395,715,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C05,213,76,4,6,0,39,4,18,0,0,,,,,,,,2,,,,,,,,,0,,,,0,362,12,374,715,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,C06,203,82,9,6,4,42,5,18,0,0,,,,,,,,2,,,,,,,,,0,,,,2,371,8,381,715,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,E01,166,232,4,6,2,35,6,7,0,0,,,,,,,,3,,,,,,,,,0,,,,0,461,11,472,631,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,E01C01,191,161,5,7,3,27,0,11,0,0,,,,,,,,3,,,,,,,,,0,,,,0,408,10,418,631,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,639,E01C02,158,224,4,10,3,35,4,11,0,0,,,,,,,,6,,,,,,,,,0,,,,0,455,10,465,631,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,640,B,142,136,1,5,2,22,2,9,0,0,,,,,,,,0,,,,,,,,,0,,,,0,319,11,330,505,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,640,C01,142,139,2,6,1,17,2,7,0,0,,,,,,,,4,,,,,,,,,0,,,,1,320,5,326,504,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,640,C02,143,98,3,5,1,17,5,9,0,0,,,,,,,,6,,,,,,,,,0,,,,0,287,6,293,504,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,641,B,150,152,1,9,2,25,0,13,0,0,,,,,,,,6,,,,,,,,,0,,,,0,358,12,370,630,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,641,C01,166,146,5,7,2,18,3,11,0,0,,,,,,,,2,,,,,,,,,0,,,,1,360,11,372,629,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,641,C02,161,144,3,7,5,11,4,2,0,0,,,,,,,,7,,,,,,,,,0,,,,0,344,11,355,629,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,641,C03,179,140,2,5,1,23,7,8,0,0,,,,,,,,4,,,,,,,,,0,,,,1,369,6,376,629,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,B,209,157,5,3,2,24,3,0,0,0,,,,,,,,6,,,,,,,,,0,,,,0,409,21,430,661,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,C01,200,188,1,7,2,12,6,3,0,0,,,,,,,,7,,,,,,,,,0,,,,0,426,12,438,661,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,C02,191,161,6,9,1,27,2,9,0,0,,,,,,,,3,,,,,,,,,0,,,,0,409,15,424,661,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,C03,196,164,2,5,0,21,1,4,0,0,,,,,,,,2,,,,,,,,,0,,,,0,395,17,412,661,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,C04,192,148,1,7,1,14,1,10,0,0,,,,,,,,4,,,,,,,,,0,,,,0,378,14,392,661,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,642,C05,198,146,2,7,2,16,4,9,0,0,,,,,,,,3,,,,,,,,,0,,,,0,387,10,397,660,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,643,B,177,225,2,2,2,29,2,11,0,0,,,,,,,,3,,,,,,,,,0,,,,0,453,7,460,702,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,643,C01,196,243,8,2,0,36,0,2,0,0,,,,,,,,0,,,,,,,,,0,,,,0,487,6,493,702,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,643,C02,177,164,3,4,2,31,0,15,0,0,,,,,,,,4,,,,,,,,,0,,,,0,400,0,400,701,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,643,C03,176,161,4,3,2,44,4,14,0,0,,,,,,,,6,,,,,,,,,0,,,,0,414,6,420,701,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,644,B,186,173,5,7,1,3,3,7,0,0,,,,,,,,14,,,,,,,,,0,,,,0,399,9,408,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,644,C01,142,197,3,4,1,9,5,7,0,0,,,,,,,,7,,,,,,,,,0,,,,0,375,18,393,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,644,C02,150,186,5,8,2,9,2,10,0,0,,,,,,,,5,,,,,,,,,0,,,,1,377,11,389,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,644,C03,135,185,2,7,0,13,1,3,0,0,,,,,,,,4,,,,,,,,,0,,,,0,350,11,361,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,644,C04,133,208,2,0,1,14,4,7,0,0,,,,,,,,5,,,,,,,,,3,,,,0,377,10,387,716,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,646,B,191,178,3,4,1,17,3,12,0,0,,,,,,,,7,,,,,,,,,0,,,,1,416,10,427,738,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,646,C01,168,138,3,10,3,22,3,10,0,0,,,,,,,,7,,,,,,,,,0,,,,0,364,15,379,738,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,646,C02,204,180,5,6,0,19,3,8,0,0,,,,,,,,7,,,,,,,,,0,,,,1,432,13,446,737,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,6,KANASIN,50,MERIDA,647,B,127,221,6,13,6,1,2,4,0,0,,,,,,,,2,,,,,,,,,0,,,,0,382,11,393,497,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,648,B,98,172,1,0,0,3,1,5,0,0,,,,,,,,0,,,,,,,,,0,,,,0,280,6,286,377,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,3,MERIDA,50,MERIDA,648,C01,97,152,0,1,2,1,1,4,0,0,,,,,,,,1,,,,,,,,,0,,,,0,259,7,266,377,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,6,KANASIN,50,MERIDA,649,B,131,210,3,7,2,9,3,6,0,0,,,,,,,,10,,,,,,,,,0,,,,0,381,8,389,741,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,6,KANASIN,50,MERIDA,649,C01,135,219,4,5,2,13,0,4,0,0,,,,,,,,4,,,,,,,,,0,,,,0,386,16,402,741,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,6,KANASIN,50,MERIDA,649,C02,154,202,1,7,1,8,4,1,0,0,,,,,,,,0,,,,,,,,,0,,,,0,378,3,381,741,Acta casilla,Modificada,SX-JRC-196/2015,
