CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,31,YUCATAN,12,TEKAX,3,AKIL,16,B,62,269,223,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,,,,,0,558,8,566,691,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,16,C01,67,223,250,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,,,,,0,546,1,547,691,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,17,B,83,155,218,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,,,,,0,460,5,465,543,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,17,C01,56,175,200,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,15,,,,,0,447,5,452,543,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,17,C02,46,170,217,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,0,435,10,445,543,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,18,B,69,165,159,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,395,6,401,497,Acta casilla,,,
,31,YUCATAN,12,TEKAX,3,AKIL,18,C01,65,153,160,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,,,,,0,385,7,392,496,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,20,B,87,310,2,22,1,0,176,2,0,0,,,,,,,0,,,,,,,,,,0,,,,0,600,8,608,685,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,20,C01,68,338,0,5,0,0,169,4,0,0,,,,,,,0,,,,,,,,,,0,,,,0,584,9,593,684,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,21,B,62,191,1,10,0,0,137,1,0,0,,,,,,,0,,,,,,,,,,0,,,,0,402,6,408,481,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,21,C01,63,210,0,6,0,0,129,2,0,0,,,,,,,0,,,,,,,,,,0,,,,0,410,3,413,480,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,22,B,68,358,1,7,0,0,209,9,0,0,,,,,,,0,,,,,,,,,,0,,,,0,652,0,652,749,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,23,B,76,266,0,8,0,0,204,9,0,0,,,,,,,0,,,,,,,,,,0,,,,0,563,4,567,636,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,4,BACA,24,B,88,310,0,12,1,0,99,5,0,0,,,,,,,0,,,,,,,,,,0,,,,0,515,6,521,592,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,5,BOKOBA,25,B,44,240,151,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,436,3,439,482,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,5,BOKOBA,25,C01,58,244,139,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,441,0,441,481,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,5,BOKOBA,26,B,62,247,124,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,434,4,438,489,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,5,BOKOBA,26,C01,49,270,118,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,437,5,442,489,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,27,B,269,204,0,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,1,,,,,0,478,4,482,541,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,27,C01,268,190,0,0,0,0,1,7,0,0,,,,,,,,,,,,,,,,0,,,,,0,466,8,474,541,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,27,C02,251,201,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,2,,,,,0,458,7,465,540,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,28,B,231,263,0,2,0,0,0,8,1,0,,,,,,,,,,,,,,,,0,,,,,0,505,0,505,602,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,28,C01,240,260,0,0,0,0,1,3,1,0,,,,,,,,,,,,,,,,0,,,,,0,505,6,511,602,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,28,C02,251,248,0,0,0,0,0,4,1,0,,,,,,,,,,,,,,,,0,,,,,0,504,4,508,601,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,29,B,299,262,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,0,,,,,0,565,2,567,652,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,29,C01,288,275,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,567,3,570,651,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,30,B,204,218,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,0,,,,,0,425,5,430,498,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,30,C01,201,209,0,1,0,0,0,11,1,0,,,,,,,,,,,,,,,,0,,,,,0,423,7,430,498,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,31,B,180,180,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,364,3,367,410,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,6,BUCTZOTZ,32,B,169,170,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,0,,,,,0,342,0,342,388,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,33,B,143,186,34,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,363,1,364,425,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,33,C01,167,149,46,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,362,1,363,424,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,34,B,221,206,42,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,1,473,6,480,565,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,34,C01,193,234,66,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,493,3,496,565,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,34,C02,216,194,57,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,471,6,477,565,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,35,B,241,277,49,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,567,6,573,678,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,35,C01,211,300,33,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,544,13,557,677,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,36,B,235,302,42,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,579,6,585,704,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,7,CACALCHEN,36,C01,249,248,66,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,563,7,570,704,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,37,B,236,303,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,,,,,0,544,6,550,617,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,37,C01,251,286,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,,,,,0,544,4,548,616,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,38,B,206,241,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,0,450,1,451,507,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,38,C01,195,241,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,,,,,0,447,3,450,506,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,39,B,129,186,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,0,317,0,317,340,Acta casilla,,,
,31,YUCATAN,11,VALLADOLID,8,CALOTMUL,40,B,281,293,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,2,,,,,0,578,4,582,624,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,41,B,200,222,17,3,0,18,62,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,522,5,527,625,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,42,B,164,147,21,0,0,12,38,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,382,8,390,467,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,42,C01,141,179,11,0,0,16,51,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,398,1,399,467,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,43,B,132,127,21,0,0,17,51,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,348,2,350,432,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,43,C01,127,150,18,2,0,17,55,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,369,1,370,431,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,44,B,139,153,26,3,0,15,33,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,369,0,369,433,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,44,C01,148,155,24,2,0,11,38,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,378,0,378,433,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,45,B,55,50,10,0,0,6,10,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,131,1,132,153,Acta casilla,,,
,31,YUCATAN,10,TIZIMIN,9,CANSAHCAB,46,B,58,38,1,0,0,8,15,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,120,0,120,130,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,10,CANTAMAYEC,47,B,349,227,0,2,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,578,3,581,611,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,10,CANTAMAYEC,47,C01,271,272,0,13,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,556,3,559,611,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,10,CANTAMAYEC,48,B,113,115,0,9,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,237,0,237,273,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,10,CANTAMAYEC,49,B,88,83,0,3,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,174,0,174,178,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,50,B,19,294,167,5,1,0,1,0,0,0,,6,,,,,,,,,,,,,0,,,,,,0,493,4,497,570,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,50,C01,20,319,134,4,3,0,0,0,0,0,,4,,,,,,,,,,,,,2,,,,,,0,486,5,491,569,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,51,B,23,256,258,5,0,0,2,0,0,0,,6,,,,,,,,,,,,,0,,,,,,0,550,5,555,654,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,51,C01,25,254,232,3,6,0,1,0,0,0,,0,,,,,,,,,,,,,0,,,,,,0,521,15,536,654,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,51,C02,39,285,229,4,1,0,1,0,0,0,,8,,,,,,,,,,,,,0,,,,,,0,567,13,580,653,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,52,B,30,209,104,8,2,3,1,0,0,0,,5,,,,,,,,,,,,,0,,,,,,0,362,7,369,418,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,52,C01,62,186,115,6,1,0,0,0,0,0,,3,,,,,,,,,,,,,1,,,,,,0,374,2,376,418,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,53,B,22,224,168,0,3,0,0,0,0,0,,6,,,,,,,,,,,,,0,,,,,,0,423,8,431,496,Acta casilla,,,
,31,YUCATAN,8,UMAN,11,CELESTUN,53,C01,27,217,160,1,0,0,1,0,0,0,,6,,,,,,,,,,,,,0,,,,,,0,412,6,418,495,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,54,B,146,221,0,2,0,0,2,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,371,2,373,428,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,55,B,171,169,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,343,1,344,413,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,55,C01,181,164,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,345,2,347,412,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,56,B,120,202,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,322,5,327,397,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,56,C01,114,210,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,324,2,326,397,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,57,B,232,358,0,2,0,0,2,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,594,1,595,711,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,12,CENOTILLO,58,B,86,159,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,245,2,247,287,Acta casilla,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,59,B,175,196,0,12,0,0,2,1,0,0,,,,,,,,,,,,,,,0,,,,,,0,386,4,390,507,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,59,C01,176,196,0,17,0,0,1,1,0,0,,,,,,,,,,,,,,,0,,,,,,0,391,4,395,507,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,59,C02,143,226,0,9,0,0,2,6,0,0,,,,,,,,,,,,,,,0,,,,,,0,386,3,389,507,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,60,B,194,165,0,14,0,0,1,0,0,0,,,,,,,,,,,,,,,2,,,,,,0,376,7,383,468,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,60,C01,166,166,0,19,0,0,1,7,0,0,,,,,,,,,,,,,,,1,,,,,,0,360,1,361,467,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,61,B,201,228,0,13,0,0,0,9,0,0,,,,,,,,,,,,,,,0,,,,,,0,451,9,460,575,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,61,C01,184,195,0,17,0,0,1,4,0,0,,,,,,,,,,,,,,,0,,,,,,0,401,9,410,574,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,61,C02,209,193,0,17,0,0,0,6,0,0,,,,,,,,,,,,,,,0,,,,,,1,425,7,433,574,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,62,B,222,182,0,23,0,0,2,8,0,0,,,,,,,,,,,,,,,0,,,,,,0,437,5,442,611,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,62,C01,229,181,0,19,0,0,0,10,0,0,,,,,,,,,,,,,,,0,,,,,,0,439,7,446,611,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,62,C02,248,164,0,25,0,0,3,3,0,0,,,,,,,,,,,,,,,0,,,,,,0,443,13,456,611,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,63,B,35,55,0,15,0,0,0,2,0,0,,,,,,,,,,,,,,,0,,,,,,0,107,2,109,126,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,64,B,223,226,0,35,0,0,3,1,0,0,,,,,,,,,,,,,,,0,,,,,,0,488,4,492,596,Grupo de Recuento,,,
,31,YUCATAN,9,PROGRESO,13,CONKAL,64,C01,228,224,0,34,0,0,0,2,0,0,,,,,,,,,,,,,,,0,,,,,,0,488,9,497,596,Grupo de Recuento,,,
,31,YUCATAN,15,IZAMAL,14,CUNCUNUL,65,B,204,307,0,1,0,0,1,21,0,0,,,,,,,,,,,,,,,,0,,,,,0,534,2,536,573,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,14,CUNCUNUL,65,C01,181,322,0,1,0,0,0,35,0,0,,,,,,,,,,,,,,,,0,,,,,0,539,3,542,572,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,14,CUNCUNUL,66,B,78,123,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,0,,,,,0,203,3,206,212,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,67,B,161,217,122,4,0,0,1,0,0,0,,,,,,,,2,,,,,,,,,,,,,0,507,7,514,597,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,67,C01,197,222,94,4,0,0,1,0,0,0,,,,,,,,1,,,,,,,,,,,,,0,519,12,531,597,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,68,B,135,243,111,5,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,0,496,8,504,586,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,68,C01,137,182,166,3,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,0,490,9,499,586,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,68,C02,164,203,125,2,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,0,494,6,500,586,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,15,CUZAMA,69,B,212,235,57,4,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,0,511,5,516,621,Acta casilla,,,
,31,YUCATAN,12,TEKAX,16,CHACSINKIN,70,B,258,347,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,,,,,,,,0,609,5,614,654,Acta casilla,,,
,31,YUCATAN,12,TEKAX,16,CHACSINKIN,70,C01,285,336,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,621,4,625,654,Acta casilla,,,
,31,YUCATAN,12,TEKAX,16,CHACSINKIN,70,C02,243,366,0,2,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,611,1,612,654,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,17,CHANKOM,71,B,148,312,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,461,2,463,512,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,17,CHANKOM,71,C01,136,334,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,470,0,470,512,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,17,CHANKOM,71,E01,63,137,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,200,0,200,211,Acta casilla,,,
