mun_code,year,precinct,incumbent_party,mun_incumbent_vote,incumbent_vote,incumbent_party_component,mun_party_component,runnerup_party,mun_runnerup_vote,mun_runnerup_party_component,runnerup_vote
7022,1998,331,PRI,778,93,PRI,PRI,PRI,778,PRI,93
7022,1998,332,PRI,778,114,PRI,PRI,PRI,778,PRI,114
7022,1998,333,PRI,778,246,PRI,PRI,PRI,778,PRI,246
7022,1998,334,PRI,778,140,PRI,PRI,PRI,778,PRI,140
7022,1998,335,PRI,778,185,PRI,PRI,PRI,778,PRI,185
7026,1998,384,PRI,4417,326,PRI,PRI,PRI,4417,PRI,326
7026,1998,385,PRI,4417,1,PRI,PRI,PRI,4417,PRI,1
7026,1998,386,PRI,4417,152,PRI,PRI,PRI,4417,PRI,152
7026,1998,387,PRI,4417,77,PRI,PRI,PRI,4417,PRI,77
7026,1998,388,PRI,4417,204,PRI,PRI,PRI,4417,PRI,204
7026,1998,389,PRI,4417,199,PRI,PRI,PRI,4417,PRI,199
7026,1998,390,PRI,4417,112,PRI,PRI,PRI,4417,PRI,112
7026,1998,391,PRI,4417,114,PRI,PRI,PRI,4417,PRI,114
7026,1998,392,PRI,4417,262,PRI,PRI,PRI,4417,PRI,262
7026,1998,393,PRI,4417,576,PRI,PRI,PRI,4417,PRI,576
7026,1998,394,PRI,4417,299,PRI,PRI,PRI,4417,PRI,299
7026,1998,395,PRI,4417,251,PRI,PRI,PRI,4417,PRI,251
7026,1998,396,PRI,4417,138,PRI,PRI,PRI,4417,PRI,138
7026,1998,397,PRI,4417,384,PRI,PRI,PRI,4417,PRI,384
7026,1998,398,PRI,4417,338,PRI,PRI,PRI,4417,PRI,338
7026,1998,399,PRI,4417,416,PRI,PRI,PRI,4417,PRI,416
7026,1998,400,PRI,4417,284,PRI,PRI,PRI,4417,PRI,284
7026,1998,401,PRI,4417,284,PRI,PRI,PRI,4417,PRI,284
7052,1998,753,PRI,6220,112,PRD,PRD,PRI,6220,PRI,112
7096,1998,1471,PRI,3595,277,PRD,PRD,PRI,3595,PRI,277
5006,2018,84,PRD,NA,31,PRD,NA,PRD,NA,NA,31
5006,2018,85,PRD,NA,13,PRD,NA,PRD,NA,NA,13
5006,2018,86,PRD,NA,30,PRD,NA,PRD,NA,NA,30
5006,2018,87,PRD,NA,26,PRD,NA,PRD,NA,NA,26
5006,2018,88,PRD,NA,13,PRD,NA,PRD,NA,NA,13
5006,2018,89,PRD,NA,23,PRD,NA,PRD,NA,NA,23
5006,2018,90,PRD,NA,27,PRD,NA,PRD,NA,NA,27
5006,2018,91,PRD,NA,29,PRD,NA,PRD,NA,NA,29
5006,2018,92,PRD,NA,12,PRD,NA,PRD,NA,NA,12
5006,2018,93,PRD,NA,8,PRD,NA,PRD,NA,NA,8
5006,2018,94,PRD,NA,16,PRD,NA,PRD,NA,NA,16
5006,2018,96,PRD,NA,14,PRD,NA,PRD,NA,NA,14
5006,2018,97,PRD,NA,14,PRD,NA,PRD,NA,NA,14
5006,2018,98,PRD,NA,3,PRD,NA,PRD,NA,NA,3
5006,2018,102,PRD,NA,1,PRD,NA,PRD,NA,NA,1
5006,2018,104,PRD,NA,4,PRD,NA,PRD,NA,NA,4
5006,2018,105,PRD,NA,2,PRD,NA,PRD,NA,NA,2
5006,2018,106,PRD,NA,2,PRD,NA,PRD,NA,NA,2
5006,2018,108,PRD,NA,5,PRD,NA,PRD,NA,NA,5
5006,2018,109,PRD,NA,NA,NA,NA,PRD,NA,NA,NA
5006,2018,1568,PRD,NA,4,PRD,NA,PRD,NA,NA,4
5006,2018,1569,PRD,NA,9,PRD,NA,PRD,NA,NA,9
5006,2018,1570,PRD,NA,11,PRD,NA,PRD,NA,NA,11
6001,2003,170,PRI,4047,254,PRI,PRI,PRI,4047,PRI,254
6001,2003,171,PRI,4047,211,PRI,PRI,PRI,4047,PRI,211
6001,2003,172,PRI,4047,196,PRI,PRI,PRI,4047,PRI,196
6001,2003,173,PRI,4047,271,PRI,PRI,PRI,4047,PRI,271
6001,2003,174,PRI,4047,192,PRI,PRI,PRI,4047,PRI,192
6001,2003,175,PRI,4047,167,PRI,PRI,PRI,4047,PRI,167
6001,2003,176,PRI,4047,244,PRI,PRI,PRI,4047,PRI,244
6001,2003,177,PRI,4047,311,PRI,PRI,PRI,4047,PRI,311
6001,2003,178,PRI,4047,185,PRI,PRI,PRI,4047,PRI,185
6001,2003,179,PRI,4047,168,PRI,PRI,PRI,4047,PRI,168
6001,2003,180,PRI,4047,202,PRI,PRI,PRI,4047,PRI,202
6001,2003,181,PRI,4047,154,PRI,PRI,PRI,4047,PRI,154
6001,2003,182,PRI,4047,197,PRI,PRI,PRI,4047,PRI,197
6001,2003,183,PRI,4047,154,PRI,PRI,PRI,4047,PRI,154
6001,2003,184,PRI,4047,96,PRI,PRI,PRI,4047,PRI,96
6001,2003,185,PRI,4047,106,PRI,PRI,PRI,4047,PRI,106
6001,2003,186,PRI,4047,236,PRI,PRI,PRI,4047,PRI,236
6001,2003,187,PRI,4047,182,PRI,PRI,PRI,4047,PRI,182
6001,2003,188,PRI,4047,259,PRI,PRI,PRI,4047,PRI,259
6001,2003,189,PRI,4047,97,PRI,PRI,PRI,4047,PRI,97
6001,2003,190,PRI,4047,165,PRI,PRI,PRI,4047,PRI,165
12022,2008,943,PRI,5511,243,PRI,PRI,PRI,5511,PRI,243
12022,2008,944,PRI,5511,54,PRI,PRI,PRI,5511,PRI,54
12022,2008,945,PRI,5511,314,PRI,PRI,PRI,5511,PRI,314
12022,2008,946,PRI,5511,289,PRI,PRI,PRI,5511,PRI,289
12022,2008,947,PRI,5511,7,PRI,PRI,PRI,5511,PRI,7
12022,2008,948,PRI,5511,3,PRI,PRI,PRI,5511,PRI,3
12022,2008,949,PRI,5511,76,PRI,PRI,PRI,5511,PRI,76
12022,2008,950,PRI,5511,43,PRI,PRI,PRI,5511,PRI,43
12022,2008,951,PRI,5511,121,PRI,PRI,PRI,5511,PRI,121
12022,2008,952,PRI,5511,24,PRI,PRI,PRI,5511,PRI,24
12022,2008,953,PRI,5511,80,PRI,PRI,PRI,5511,PRI,80
12022,2008,954,PRI,5511,186,PRI,PRI,PRI,5511,PRI,186
12022,2008,955,PRI,5511,70,PRI,PRI,PRI,5511,PRI,70
12022,2008,956,PRI,5511,85,PRI,PRI,PRI,5511,PRI,85
12022,2008,957,PRI,5511,323,PRI,PRI,PRI,5511,PRI,323
12022,2008,958,PRI,5511,103,PRI,PRI,PRI,5511,PRI,103
12022,2008,959,PRI,5511,144,PRI,PRI,PRI,5511,PRI,144
12022,2008,960,PRI,5511,45,PRI,PRI,PRI,5511,PRI,45
12022,2008,961,PRI,5511,38,PRI,PRI,PRI,5511,PRI,38
12022,2008,962,PRI,5511,51,PRI,PRI,PRI,5511,PRI,51
12022,2008,963,PRI,5511,94,PRI,PRI,PRI,5511,PRI,94
12022,2008,964,PRI,5511,120,PRI,PRI,PRI,5511,PRI,120
12022,2008,965,PRI,5511,105,PRI,PRI,PRI,5511,PRI,105
12022,2008,966,PRI,5511,27,PRI,PRI,PRI,5511,PRI,27
12022,2008,967,PRI,5511,100,PRI,PRI,PRI,5511,PRI,100
12022,2008,968,PRI,5511,86,PRI,PRI,PRI,5511,PRI,86
12022,2008,969,PRI,5511,24,PRI,PRI,PRI,5511,PRI,24
12022,2008,970,PRI,5511,137,PRI,PRI,PRI,5511,PRI,137
12022,2008,971,PRI,5511,144,PRI,PRI,PRI,5511,PRI,144
12022,2008,972,PRI,5511,15,PRI,PRI,PRI,5511,PRI,15
12022,2008,973,PRI,5511,149,PRI,PRI,PRI,5511,PRI,149
12022,2008,974,PRI,5511,18,PRI,PRI,PRI,5511,PRI,18
12022,2008,975,PRI,5511,69,PRI,PRI,PRI,5511,PRI,69
12022,2008,976,PRI,5511,134,PRI,PRI,PRI,5511,PRI,134
12022,2008,977,PRI,5511,25,PRI,PRI,PRI,5511,PRI,25
12022,2008,978,PRI,5511,34,PRI,PRI,PRI,5511,PRI,34
12022,2008,979,PRI,5511,223,PRI,PRI,PRI,5511,PRI,223
12022,2008,980,PRI,5511,60,PRI,PRI,PRI,5511,PRI,60
12022,2008,981,PRI,5511,57,PRI,PRI,PRI,5511,PRI,57
12022,2008,982,PRI,5511,30,PRI,PRI,PRI,5511,PRI,30
12022,2008,983,PRI,5511,258,PRI,PRI,PRI,5511,PRI,258
12022,2008,984,PRI,5511,2,PRI,PRI,PRI,5511,PRI,2
12022,2008,985,PRI,5511,35,PRI,PRI,PRI,5511,PRI,35
12022,2008,986,PRI,5511,54,PRI,PRI,PRI,5511,PRI,54
12022,2008,987,PRI,5511,46,PRI,PRI,PRI,5511,PRI,46
12022,2008,988,PRI,5511,262,PRI,PRI,PRI,5511,PRI,262
12022,2008,989,PRI,5511,153,PRI,PRI,PRI,5511,PRI,153
12022,2008,990,PRI,5511,98,PRI,PRI,PRI,5511,PRI,98
12022,2008,991,PRI,5511,170,PRI,PRI,PRI,5511,PRI,170
12022,2008,992,PRI,5511,26,PRI,PRI,PRI,5511,PRI,26
12022,2008,993,PRI,5511,119,PRI,PRI,PRI,5511,PRI,119
12022,2008,994,PRI,5511,68,PRI,PRI,PRI,5511,PRI,68
12022,2008,995,PRI,5511,33,PRI,PRI,PRI,5511,PRI,33
12022,2008,996,PRI,5511,74,PRI,PRI,PRI,5511,PRI,74
12022,2008,997,PRI,5511,13,PRI,PRI,PRI,5511,PRI,13
12022,2008,998,PRI,5511,90,PRI,PRI,PRI,5511,PRI,90
12022,2008,999,PRI,5511,13,PRI,PRI,PRI,5511,PRI,13
12022,2008,1000,PRI,5511,47,PRI,PRI,PRI,5511,PRI,47
16076,2011,1748,PAN,11164,218,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,218
16076,2011,1755,PAN,11164,164,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,164
16076,2011,1745,PAN,11164,249,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,249
16076,2011,1760,PAN,11164,185,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,185
16076,2011,1758,PAN,11164,235,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,235
16076,2011,1724,PAN,11164,194,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,194
16076,2011,1762,PAN,11164,417,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,417
16076,2011,1764,PAN,11164,143,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,143
16076,2011,1754,PAN,11164,189,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,189
16076,2011,1751,PAN,11164,211,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,211
16076,2011,1720,PAN,11164,189,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,189
16076,2011,1736,PAN,11164,189,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,189
16076,2011,1722,PAN,11164,169,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,169
16076,2011,1719,PAN,11164,266,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,266
16076,2011,1750,PAN,11164,212,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,212
16076,2011,1756,PAN,11164,219,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,219
16076,2011,1753,PAN,11164,167,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,167
16076,2011,1761,PAN,11164,392,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,392
16076,2011,1749,PAN,11164,184,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,184
16076,2011,1721,PAN,11164,494,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,494
16076,2011,1740,PAN,11164,204,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,204
16076,2011,1728,PAN,11164,312,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,312
16076,2011,1727,PAN,11164,218,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,218
16076,2011,1742,PAN,11164,145,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,145
16076,2011,1726,PAN,11164,264,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,264
16076,2011,1767,PAN,11164,605,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,605
16076,2011,1739,PAN,11164,69,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,69
16076,2011,1723,PAN,11164,133,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,133
16076,2011,1735,PAN,11164,231,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,231
16076,2011,1763,PAN,11164,322,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,322
16076,2011,1744,PAN,11164,197,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,197
16076,2011,1737,PAN,11164,235,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,235
16076,2011,1734,PAN,11164,259,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,259
16076,2011,1729,PAN,11164,162,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,162
16076,2011,1757,PAN,11164,191,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,191
16076,2011,1765,PAN,11164,107,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,107
16076,2011,1733,PAN,11164,235,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,235
16076,2011,1752,PAN,11164,157,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,157
16076,2011,1731,PAN,11164,284,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,284
16076,2011,1746,PAN,11164,281,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,281
16076,2011,1759,PAN,11164,153,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,153
16076,2011,1747,PAN,11164,243,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,243
16076,2011,1738,PAN,11164,339,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,339
16076,2011,1725,PAN,11164,247,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,247
16076,2011,1732,PAN,11164,339,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,339
16076,2011,1730,PAN,11164,190,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,190
16076,2011,1743,PAN,11164,145,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,145
16076,2011,1766,PAN,11164,30,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,30
16076,2011,1741,PAN,11164,101,PAN_PANAL,PAN_PANAL,PAN,11164,PAN_PANAL,101
16034,2018,548,PRI,NA,55,PRI,NA,PRI,NA,NA,55
16034,2018,544,PRI,NA,126,PRI,NA,PRI,NA,NA,126
16034,2018,527,PRI,NA,203,PRI,NA,PRI,NA,NA,203
16034,2018,530,PRI,NA,11,PRI,NA,PRI,NA,NA,11
16034,2018,504,PRI,NA,31,PRI,NA,PRI,NA,NA,31
16034,2018,509,PRI,NA,40,PRI,NA,PRI,NA,NA,40
16034,2018,550,PRI,NA,99,PRI,NA,PRI,NA,NA,99
16034,2018,528,PRI,NA,28,PRI,NA,PRI,NA,NA,28
16034,2018,490,PRI,NA,282,PRI,NA,PRI,NA,NA,282
16034,2018,512,PRI,NA,83,PRI,NA,PRI,NA,NA,83
16034,2018,542,PRI,NA,135,PRI,NA,PRI,NA,NA,135
16034,2018,493,PRI,NA,182,PRI,NA,PRI,NA,NA,182
16034,2018,534,PRI,NA,130,PRI,NA,PRI,NA,NA,130
16034,2018,536,PRI,NA,37,PRI,NA,PRI,NA,NA,37
16034,2018,515,PRI,NA,64,PRI,NA,PRI,NA,NA,64
16034,2018,503,PRI,NA,405,PRI,NA,PRI,NA,NA,405
16034,2018,540,PRI,NA,30,PRI,NA,PRI,NA,NA,30
16034,2018,492,PRI,NA,211,PRI,NA,PRI,NA,NA,211
16034,2018,485,PRI,NA,258,PRI,NA,PRI,NA,NA,258
16034,2018,491,PRI,NA,255,PRI,NA,PRI,NA,NA,255
16034,2018,514,PRI,NA,104,PRI,NA,PRI,NA,NA,104
16034,2018,499,PRI,NA,264,PRI,NA,PRI,NA,NA,264
16034,2018,486,PRI,NA,334,PRI,NA,PRI,NA,NA,334
16034,2018,489,PRI,NA,131,PRI,NA,PRI,NA,NA,131
16034,2018,552,PRI,NA,44,PRI,NA,PRI,NA,NA,44
16034,2018,481,PRI,NA,262,PRI,NA,PRI,NA,NA,262
16034,2018,508,PRI,NA,180,PRI,NA,PRI,NA,NA,180
16034,2018,501,PRI,NA,217,PRI,NA,PRI,NA,NA,217
16034,2018,533,PRI,NA,27,PRI,NA,PRI,NA,NA,27
16034,2018,513,PRI,NA,418,PRI,NA,PRI,NA,NA,418
16034,2018,526,PRI,NA,226,PRI,NA,PRI,NA,NA,226
16034,2018,500,PRI,NA,276,PRI,NA,PRI,NA,NA,276
16034,2018,510,PRI,NA,256,PRI,NA,PRI,NA,NA,256
16034,2018,546,PRI,NA,619,PRI,NA,PRI,NA,NA,619
16034,2018,488,PRI,NA,135,PRI,NA,PRI,NA,NA,135
16034,2018,537,PRI,NA,32,PRI,NA,PRI,NA,NA,32
16034,2018,551,PRI,NA,98,PRI,NA,PRI,NA,NA,98
16034,2018,529,PRI,NA,25,PRI,NA,PRI,NA,NA,25
16034,2018,523,PRI,NA,41,PRI,NA,PRI,NA,NA,41
16034,2018,549,PRI,NA,86,PRI,NA,PRI,NA,NA,86
16034,2018,541,PRI,NA,27,PRI,NA,PRI,NA,NA,27
16034,2018,539,PRI,NA,33,PRI,NA,PRI,NA,NA,33
16034,2018,506,PRI,NA,36,PRI,NA,PRI,NA,NA,36
16034,2018,538,PRI,NA,30,PRI,NA,PRI,NA,NA,30
16034,2018,516,PRI,NA,78,PRI,NA,PRI,NA,NA,78
16034,2018,518,PRI,NA,68,PRI,NA,PRI,NA,NA,68
16034,2018,496,PRI,NA,275,PRI,NA,PRI,NA,NA,275
16034,2018,547,PRI,NA,42,PRI,NA,PRI,NA,NA,42
16034,2018,480,PRI,NA,281,PRI,NA,PRI,NA,NA,281
16034,2018,511,PRI,NA,213,PRI,NA,PRI,NA,NA,213
16034,2018,532,PRI,NA,145,PRI,NA,PRI,NA,NA,145
16034,2018,502,PRI,NA,226,PRI,NA,PRI,NA,NA,226
16034,2018,517,PRI,NA,255,PRI,NA,PRI,NA,NA,255
16034,2018,494,PRI,NA,404,PRI,NA,PRI,NA,NA,404
16034,2018,522,PRI,NA,60,PRI,NA,PRI,NA,NA,60
16034,2018,520,PRI,NA,24,PRI,NA,PRI,NA,NA,24
16034,2018,495,PRI,NA,492,PRI,NA,PRI,NA,NA,492
16034,2018,498,PRI,NA,283,PRI,NA,PRI,NA,NA,283
16034,2018,487,PRI,NA,191,PRI,NA,PRI,NA,NA,191
16034,2018,482,PRI,NA,299,PRI,NA,PRI,NA,NA,299
16034,2018,545,PRI,NA,190,PRI,NA,PRI,NA,NA,190
16034,2018,484,PRI,NA,208,PRI,NA,PRI,NA,NA,208
16034,2018,505,PRI,NA,28,PRI,NA,PRI,NA,NA,28
16034,2018,497,PRI,NA,257,PRI,NA,PRI,NA,NA,257
16034,2018,525,PRI,NA,105,PRI,NA,PRI,NA,NA,105
16034,2018,531,PRI,NA,174,PRI,NA,PRI,NA,NA,174
16034,2018,535,PRI,NA,8,PRI,NA,PRI,NA,NA,8
16034,2018,521,PRI,NA,169,PRI,NA,PRI,NA,NA,169
16034,2018,543,PRI,NA,27,PRI,NA,PRI,NA,NA,27
16034,2018,483,PRI,NA,349,PRI,NA,PRI,NA,NA,349
16034,2018,519,PRI,NA,26,PRI,NA,PRI,NA,NA,26
16034,2018,524,PRI,NA,42,PRI,NA,PRI,NA,NA,42
18015,2017,NA,PRD,22787,NA,NA,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,NA
18015,2017,484,PRD,22787,355,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,355
18015,2017,466,PRD,22787,244,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,244
18015,2017,514,PRD,22787,104,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,104
18015,2017,438,PRD,22787,273,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,273
18015,2017,474,PRD,22787,195,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,195
18015,2017,530,PRD,22787,125,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,125
18015,2017,507,PRD,22787,215,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,215
18015,2017,449,PRD,22787,85,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,85
18015,2017,543,PRD,22787,255,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,255
18015,2017,501,PRD,22787,148,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,148
18015,2017,516,PRD,22787,189,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,189
18015,2017,538,PRD,22787,148,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,148
18015,2017,492,PRD,22787,86,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,86
18015,2017,470,PRD,22787,316,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,316
18015,2017,490,PRD,22787,225,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,225
18015,2017,439,PRD,22787,154,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,154
18015,2017,487,PRD,22787,411,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,411
18015,2017,460,PRD,22787,298,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,298
18015,2017,502,PRD,22787,257,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,257
18015,2017,447,PRD,22787,218,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,218
18015,2017,546,PRD,22787,199,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,199
18015,2017,531,PRD,22787,198,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,198
18015,2017,481,PRD,22787,41,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,41
18015,2017,508,PRD,22787,297,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,297
18015,2017,520,PRD,22787,202,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,202
18015,2017,499,PRD,22787,102,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,102
18015,2017,518,PRD,22787,22,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,22
18015,2017,483,PRD,22787,349,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,349
18015,2017,455,PRD,22787,174,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,174
18015,2017,526,PRD,22787,233,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,233
18015,2017,532,PRD,22787,299,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,299
18015,2017,454,PRD,22787,78,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,78
18015,2017,440,PRD,22787,195,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,195
18015,2017,515,PRD,22787,133,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,133
18015,2017,443,PRD,22787,180,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,180
18015,2017,489,PRD,22787,283,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,283
18015,2017,453,PRD,22787,90,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,90
18015,2017,496,PRD,22787,200,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,200
18015,2017,513,PRD,22787,134,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,134
18015,2017,461,PRD,22787,151,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,151
18015,2017,512,PRD,22787,216,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,216
18015,2017,495,PRD,22787,189,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,189
18015,2017,451,PRD,22787,285,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,285
18015,2017,510,PRD,22787,141,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,141
18015,2017,458,PRD,22787,289,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,289
18015,2017,436,PRD,22787,390,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,390
18015,2017,435,PRD,22787,292,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,292
18015,2017,457,PRD,22787,247,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,247
18015,2017,468,PRD,22787,172,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,172
18015,2017,475,PRD,22787,142,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,142
18015,2017,521,PRD,22787,150,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,150
18015,2017,479,PRD,22787,41,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,41
18015,2017,441,PRD,22787,293,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS,PRD,22787,PAN_PRD_PT_PRS,293
