CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,BRE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,156,E01,134,120,23,14,2,25,6,5,8,0,0,0,337,12,349,747,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,156,E01C01,139,97,21,9,3,28,8,5,6,1,0,0,317,14,331,747,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,156,E01C02,137,113,21,3,2,31,11,8,5,0,0,1,332,17,349,747,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,157,B,114,51,16,10,2,13,3,3,4,0,0,0,216,7,223,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,157,C01,102,55,14,6,1,12,7,1,9,0,0,1,208,5,213,409,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,158,B,102,71,17,0,0,8,4,0,0,0,0,2,204,0,204,398,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,158,C01,92,53,13,5,6,13,2,5,1,1,0,3,194,9,203,397,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,B,140,80,11,6,0,28,3,7,1,0,0,5,281,2,283,502,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,B,154,88,8,4,2,28,8,4,7,1,0,3,307,6,313,488,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,B,234,111,18,2,3,25,13,6,7,0,0,0,419,14,433,667,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,B,117,91,16,1,1,18,8,7,2,0,0,4,265,6,271,427,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,C01,133,90,8,2,1,21,2,9,7,0,0,1,274,14,288,427,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,B,223,135,18,2,3,27,8,9,2,0,0,0,427,7,434,662,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,B,116,88,7,4,5,18,9,3,3,0,0,0,253,13,266,432,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,C01,112,105,9,3,0,15,4,9,1,0,0,0,258,8,266,432,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,B,125,83,17,1,2,30,4,7,2,1,0,0,272,11,283,450,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,C01,142,91,18,1,2,21,4,10,3,1,0,1,294,7,301,449,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,B,229,148,15,3,0,35,12,10,5,0,0,0,457,16,473,686,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,B,156,103,8,6,0,21,4,7,4,1,0,0,310,9,319,537,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,C01,153,110,12,2,1,21,15,8,4,1,0,2,329,8,337,536,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,B,153,74,15,3,0,26,5,4,4,0,0,1,285,3,288,496,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,C01,165,82,18,4,2,18,9,3,2,1,0,1,305,4,309,495,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,B,73,47,19,2,0,13,5,5,0,0,0,0,164,10,174,382,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,C01,81,41,9,3,1,8,1,3,2,0,0,0,149,4,153,381,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,B,164,94,8,2,4,28,5,3,6,0,0,0,314,6,320,528,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,B,184,93,24,4,1,35,9,2,3,2,0,2,359,6,365,598,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,B,179,130,27,4,6,26,6,8,9,0,0,0,395,20,415,694,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,B,137,94,15,2,2,25,12,6,0,1,0,0,294,12,306,505,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,C01,150,67,13,2,3,36,5,4,4,0,0,1,285,5,290,504,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,B,155,76,20,4,1,21,10,1,2,1,0,2,293,6,299,491,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,C01,142,70,15,2,2,17,2,3,4,1,0,6,264,7,271,491,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,B,163,110,34,1,3,15,4,2,7,1,0,1,341,9,350,652,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,C01,143,119,19,5,5,29,12,5,3,0,0,3,343,9,352,652,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,B,166,86,21,1,2,29,7,1,4,0,0,2,319,21,340,552,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,B,175,81,21,3,2,23,8,4,2,0,0,0,319,4,323,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,B,125,68,33,4,0,24,7,6,7,2,0,5,281,8,289,505,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,B,94,72,15,5,2,29,3,5,4,0,1,0,230,11,241,430,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,C01,121,64,8,1,2,22,2,2,0,0,0,1,223,6,229,430,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,B,127,51,16,5,1,14,7,1,3,0,0,2,227,3,230,455,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,C01,108,70,19,8,1,23,5,1,5,2,0,0,242,8,250,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,181,B,139,84,27,6,2,27,6,1,5,0,0,1,298,15,313,596,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,181,C01,146,105,29,4,2,26,8,5,2,0,1,0,328,9,337,595,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,182,B,120,77,15,1,3,14,4,0,6,0,0,0,240,11,251,416,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,182,C01,106,74,15,1,1,10,2,6,2,0,0,0,217,5,222,415,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,183,B,198,97,31,3,1,29,9,7,5,0,0,2,382,7,389,663,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,184,B,95,79,8,1,2,18,1,2,0,0,0,0,206,7,213,327,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,185,B,171,121,17,1,6,26,16,7,7,0,0,6,378,7,385,681,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,186,B,118,106,16,2,2,17,7,6,1,0,0,2,277,3,280,435,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,186,C01,117,87,13,3,4,34,7,3,5,0,0,4,277,6,283,435,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,187,B,142,83,15,3,0,15,3,4,7,0,0,2,274,7,281,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,187,C01,114,92,8,4,1,24,10,8,4,0,0,0,265,8,273,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,188,B,120,93,12,1,2,18,7,3,3,0,0,0,259,4,263,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,188,C01,118,82,4,1,1,20,4,5,2,1,0,2,240,9,249,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,189,B,151,106,14,2,1,18,8,5,3,1,0,1,310,9,319,487,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,189,C01,131,104,15,0,0,21,11,4,7,0,0,5,298,9,307,486,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,190,B,174,95,8,1,4,28,8,8,2,1,0,1,330,11,341,567,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,190,C01,188,94,21,0,0,31,6,4,2,0,0,1,347,5,352,567,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,191,B,135,80,19,3,1,29,11,6,1,0,0,0,285,3,288,472,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,191,C01,149,98,10,1,1,26,6,13,2,0,0,0,306,10,316,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,192,B,217,135,35,2,1,41,11,7,7,1,0,2,459,14,473,735,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,193,B,121,102,12,1,4,23,8,10,5,0,0,0,286,14,300,448,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,193,C01,138,114,13,6,2,23,4,6,6,0,0,4,316,14,330,448,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,194,B,145,113,27,3,3,31,11,6,8,0,0,3,350,9,359,552,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,195,B,150,118,21,3,2,34,10,6,10,0,0,4,358,15,373,651,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,196,B,134,74,13,2,1,19,7,3,3,0,0,0,256,7,263,454,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,196,C01,135,83,13,1,2,21,13,5,5,0,0,0,278,4,282,454,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,197,B,145,105,16,3,2,32,15,8,6,0,0,4,336,2,338,522,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,197,C01,146,89,22,2,2,15,12,11,0,0,0,2,301,7,308,522,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,197,C02,158,90,16,3,3,29,10,3,2,0,0,1,315,7,322,521,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,198,B,210,99,30,6,6,19,7,6,8,0,0,0,391,13,404,681,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,199,B,165,120,28,3,2,32,6,9,3,1,0,3,372,9,381,600,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,200,B,156,134,13,3,5,31,22,3,4,0,0,3,374,17,391,633,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,201,B,126,82,19,0,0,20,9,11,0,0,0,0,267,11,278,506,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,202,B,210,139,22,0,6,39,11,8,3,0,0,2,440,8,448,670,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,202,C01,197,137,25,1,0,32,11,5,4,0,0,1,413,15,428,669,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,203,B,106,63,15,0,1,20,5,3,1,0,0,1,215,9,224,409,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,203,C01,127,56,19,3,4,17,7,1,2,0,0,0,236,4,240,409,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,204,B,116,54,21,1,2,24,9,1,3,1,0,0,232,9,241,433,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,204,C01,124,60,19,2,1,20,3,2,3,0,0,1,235,8,243,432,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,205,B,184,71,39,1,1,31,11,5,2,3,0,1,349,18,367,667,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,B,172,105,21,3,3,31,18,5,6,0,0,0,364,12,376,666,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,E01,132,74,32,5,4,17,9,2,7,1,0,0,283,7,290,610,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,E01C01,103,100,23,0,0,18,6,0,0,0,0,0,250,0,250,609,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,E01C02,119,92,34,1,0,21,5,0,4,0,0,0,276,12,288,609,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,226,B,162,101,25,2,2,28,10,2,3,0,0,3,338,5,343,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,226,C01,166,100,27,0,4,36,10,3,2,0,0,1,349,9,358,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,B,194,101,14,1,5,33,12,5,3,0,0,1,369,8,377,641,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,C01,171,103,20,8,9,35,12,0,1,0,0,1,360,9,369,640,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,B,195,114,25,8,1,36,10,4,3,0,0,2,398,14,412,733,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,C01,191,122,19,0,3,41,12,5,0,0,0,1,394,10,404,732,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,229,B,202,106,24,7,4,64,15,10,4,0,0,5,441,5,446,737,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,230,B,200,138,54,1,3,41,9,3,6,1,0,3,459,14,473,738,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,231,B,162,83,25,3,1,26,6,5,4,2,0,4,321,11,332,502,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,B,125,59,4,4,0,24,7,3,2,0,0,3,231,2,233,399,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,C01,118,64,18,0,3,24,7,0,6,0,0,2,242,2,244,399,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,233,B,170,93,32,1,8,37,8,3,4,0,0,0,356,3,359,599,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,B,142,78,16,0,3,35,7,0,1,1,0,1,284,7,291,437,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,C01,108,89,24,3,2,30,0,7,3,0,0,9,275,5,280,437,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,B,129,78,19,5,0,29,10,2,2,0,0,1,275,7,282,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,C01,127,73,10,9,1,20,12,1,0,0,0,0,253,7,260,454,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,236,B,132,61,10,2,3,16,10,1,4,0,0,0,239,5,244,417,Acta casilla,,,
