CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,4,C,1,0,C01,3,78,19,75,,3,2,132,40,1,0,0,0,,20,,,,,,,,373,0,12,385,530,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0004_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,B,1,0,B,4,70,26,54,,10,4,149,40,1,0,0,0,,19,,,,,,,,377,1,18,396,563,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0005_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,C,1,0,C01,4,83,16,56,,6,0,129,52,0,0,0,0,,26,,,,,,,,372,0,18,390,563,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0005_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,C,2,0,C02,2,74,26,60,,6,2,123,51,0,1,0,0,,28,,,,,,,,373,0,16,389,562,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0005_C02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,6,B,1,0,B,14,90,72,62,,11,2,171,45,4,0,0,0,,33,,,,,,,,504,0,12,516,705,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0006_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,6,S,1,0,S01,0,30,5,24,,0,1,36,27,0,0,1,0,,7,,,,,,,,131,0,4,135,0,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0006_SMR01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,7,B,1,0,B,3,88,28,58,,14,1,169,41,3,0,0,0,,51,,,,,,,,456,0,21,477,604,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0007_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,7,C,1,0,C01,0,118,0,50,,0,1,159,37,0,0,0,37,,62,,,,,,,,464,0,20,484,604,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0007_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,B,1,0,B,3,64,22,76,,3,3,107,55,2,1,0,1,,9,,,,,,,,346,0,30,376,545,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0008_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,C,1,0,C01,2,54,14,89,,5,3,108,49,1,0,0,0,,3,,,,,,,,328,0,29,357,545,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0008_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,B,1,0,B,2,44,16,133,,5,5,124,96,0,0,0,0,,2,,,,,,,,427,0,29,456,641,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0009_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,C,1,0,C01,0,46,18,115,,5,2,130,84,0,0,0,0,,2,,,,,,,,402,0,21,423,640,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0009_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,10,B,1,0,B,0,28,20,39,,2,0,30,24,0,0,0,0,,4,,,,,,,,147,0,8,155,201,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0010_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,11,B,1,0,B,5,22,7,107,,7,0,58,139,0,0,0,0,,3,,,,,,,,348,0,25,373,534,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0011_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,12,B,1,0,B,7,55,19,50,,8,8,130,157,0,0,0,1,,20,,,,,,,,455,0,20,475,639,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0012_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,B,1,0,B,1,67,8,94,,8,6,152,20,0,0,0,0,,2,,,,,,,,358,0,28,386,531,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0013_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,C,1,0,C01,2,51,8,106,,11,3,149,14,1,0,1,0,,2,,,,,,,,348,0,20,368,531,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0013_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,14,B,1,0,B,6,76,8,113,,14,6,184,37,1,1,0,0,,22,,,,,,,,468,0,42,510,736,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0014_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,15,B,1,0,B,2,82,12,153,,14,14,202,31,2,0,0,0,,6,,,,,,,,518,0,24,542,722,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0015_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,16,B,1,0,B,4,67,5,116,,9,9,234,8,0,0,0,1,,1,,,,,,,,454,0,32,486,723,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0016_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,B,1,0,B,1,43,6,121,,8,5,110,118,2,1,0,0,,5,,,,,,,,420,0,14,434,429,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0017_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,C,1,0,C01,3,42,5,101,,9,3,77,59,0,0,0,0,,0,,,,,,,,299,0,12,311,428,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0017_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,B,1,0,B,8,67,2,45,,1,6,66,152,0,3,0,0,,10,,,,,,,,360,0,25,385,511,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0018_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,C,1,0,C01,5,84,3,53,,3,1,45,133,1,0,0,70,,7,,,,,,,,405,0,17,422,511,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0018_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,19,B,1,0,B,0,25,12,29,,4,1,31,58,0,0,0,0,,5,,,,,,,,165,0,6,171,255,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0019_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,B,1,0,B,3,42,32,119,,11,4,130,110,1,0,0,0,,1,,,,,,,,453,0,24,477,636,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0020_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,B,1,0,B,3,77,9,30,,5,1,56,27,1,0,0,0,,3,,,,,,,,212,0,11,223,292,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0021_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,B,1,0,B,4,40,6,51,,18,1,112,55,0,0,0,0,,0,,,,,,,,287,0,10,297,410,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0022_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,C,1,0,C01,4,41,5,42,,17,1,110,50,0,0,0,1,,3,,,,,,,,274,0,15,289,410,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0022_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,B,1,0,B,0,83,16,73,,3,2,84,35,1,0,0,1,,0,,,,,,,,298,0,17,315,400,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0023_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,E,1,0,E01,3,62,18,66,,7,5,104,50,0,0,0,0,,3,,,,,,,,318,0,14,332,472,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0023_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,B,1,0,B,3,155,9,96,,3,2,81,64,2,0,0,0,,7,,,,,,,,422,0,31,453,587,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0024_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,1,0,C01,4,150,7,71,,0,1,83,48,0,0,0,0,,2,,,,,,,,366,0,22,388,587,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0024_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,2,0,C02,3,167,3,73,,5,2,104,58,0,0,0,0,,2,,,,,,,,417,0,17,434,587,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0024_C02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,B,1,0,B,8,26,5,68,,13,2,64,71,0,0,0,0,,12,,,,,,,,269,0,16,285,389,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0025_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,C,1,0,C01,4,21,8,57,,2,3,61,91,2,1,0,0,,0,,,,,,,,250,13,22,285,388,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0025_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,B,1,0,B,5,106,44,28,,7,1,98,34,0,1,0,1,,5,,,,,,,,330,0,17,347,484,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0027_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,B,1,0,B,6,66,13,20,,1,1,78,24,2,0,0,0,,2,,,,,,,,213,0,21,234,399,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0028_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,C,1,0,C01,3,61,17,16,,5,1,74,37,0,0,0,0,,10,,,,,,,,224,0,11,235,398,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0028_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,B,1,0,B,4,139,7,105,,5,1,123,35,0,0,0,0,,4,,,,,,,,423,0,18,441,622,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0029_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,B,1,0,B,6,41,12,63,,0,1,120,12,0,0,0,0,,0,,,,,,,,255,0,26,281,483,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0030_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,C,1,0,C01,3,43,17,76,,10,2,118,51,0,0,0,0,,9,,,,,,,,329,0,14,343,482,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0030_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,E,1,0,E01,1,30,7,14,,4,0,27,10,0,1,0,0,,0,,,,,,,,94,0,4,98,119,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0030_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,B,1,0,B,1,41,4,30,,7,0,28,10,0,0,0,0,,2,,,,,,,,123,0,13,136,198,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0031_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,B,1,0,B,3,40,5,50,,10,2,58,49,0,0,0,2,,8,,,,,,,,227,0,10,237,317,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0032_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,B,1,0,B,10,18,9,16,,7,0,92,86,0,0,0,0,,3,,,,,,,,241,0,6,247,341,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0033_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,B,1,0,B,3,73,10,24,,0,4,39,84,1,0,0,1,,2,,,,,,,,241,0,5,246,391,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0034_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,B,1,0,B,10,43,24,103,,6,0,128,52,1,1,0,0,,27,,,,,,,,395,0,29,424,575,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0035_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,C,1,0,C01,0,39,17,125,,3,1,137,72,0,0,0,0,,21,,,,,,,,415,3,32,450,574,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0035_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,B,1,0,B,2,73,26,113,,11,2,164,67,2,0,0,0,,0,,,,,,,,460,27,23,510,654,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0036_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,B,1,0,B,6,59,19,88,,5,2,120,139,0,2,0,0,,13,,,,,,,,453,1,21,475,618,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0037_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,C,1,0,C01,6,59,19,88,,5,2,120,139,0,2,0,0,,13,,,,,,,,453,1,21,475,618,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0037_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,B,1,0,B,1,92,3,42,,9,0,113,37,1,0,0,0,,13,,,,,,,,311,0,30,341,433,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0038_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,E,1,0,E01,1,95,5,55,,6,2,50,74,1,0,0,0,,2,,,,,,,,291,0,16,307,352,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0038_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,B,1,0,B,5,54,12,69,,2,2,49,76,0,0,0,0,,5,,,,,,,,274,0,13,287,410,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0039_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,C,1,0,C01,6,35,9,47,,5,2,49,88,0,0,0,0,,2,,,,,,,,243,0,30,273,410,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0039_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,B,1,0,B,4,55,13,88,,6,1,82,18,3,0,0,0,,7,,,,,,,,277,0,19,296,404,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0040_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,C,1,0,C01,6,53,23,86,,3,0,69,25,0,0,0,0,,10,,,,,,,,275,0,13,288,404,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0040_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,B,1,0,B,7,40,8,56,,9,3,73,125,1,0,0,0,,8,,,,,,,,330,0,10,340,474,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0041_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,C,1,0,C01,7,42,7,31,,2,3,84,113,0,0,0,0,,21,,,,,,,,310,0,15,325,473,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0041_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,B,1,0,B,3,64,15,78,,3,0,92,10,0,0,0,0,,0,,,,,,,,265,0,23,288,385,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0042_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,C,1,0,C01,1,88,21,77,,7,0,70,12,0,1,0,1,,0,,,,,,,,278,0,7,285,384,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0042_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,1,0,E01,1,102,4,82,,6,2,176,63,1,0,0,0,,2,,,,,,,,439,0,19,458,588,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0042_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,2,0,E02,6,28,5,48,,4,1,64,57,0,0,0,0,,7,,,,,,,,220,0,12,232,282,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0042_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,B,1,0,B,4,52,14,62,,3,5,111,53,2,1,0,2,,13,,,,,,,,322,0,26,348,494,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0043_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,C,1,0,C01,1,54,13,46,,5,1,108,52,0,0,0,0,,21,,,,,,,,301,0,25,326,493,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0043_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,B,1,0,B,8,72,3,32,,6,2,138,51,0,0,0,0,,4,,,,,,,,316,0,14,330,443,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0044_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,1,0,E01,6,34,9,7,,2,0,23,69,0,0,0,0,,0,,,,,,,,150,0,11,161,214,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0044_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,2,0,E02,1,50,6,14,,1,3,112,93,0,1,0,0,,4,,,,,,,,285,2,10,297,385,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0044_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,B,1,0,B,4,59,11,42,,5,0,174,37,0,0,0,1,,5,,,,,,,,338,1,9,348,537,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0045_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,E,1,0,E01,1,89,26,60,,2,3,111,93,0,0,0,0,,0,,,,,,,,385,0,17,402,534,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/1/PMR_0045_E01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,46,B,1,0,B,3,13,83,6,2,3,2,256,0,0,0,0,1,3,,,,,,,,,372,0,13,385,580,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0046_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,46,C,1,0,C01,2,11,95,3,7,5,4,238,0,0,0,0,0,2,,,,,,,,,367,0,10,377,580,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0046_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,B,1,0,B,1,10,96,7,7,1,7,269,3,1,0,0,2,4,,,,,,,,,408,0,20,428,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,1,0,C01,1,8,87,1,7,3,0,260,4,1,0,0,1,0,,,,,,,,,373,0,22,395,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,2,0,C02,4,6,100,7,9,2,3,236,0,0,0,0,0,1,,,,,,,,,368,0,11,379,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C02.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,3,0,C03,3,14,84,5,5,3,1,243,7,0,0,0,0,3,,,,,,,,,368,0,17,385,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C03.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,4,0,C04,1,21,99,5,5,2,0,262,3,1,0,0,0,3,,,,,,,,,402,0,13,415,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C04.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,5,0,C05,0,11,109,6,5,1,2,246,3,1,2,0,1,2,,,,,,,,,389,0,11,400,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C05.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,C,6,0,C06,3,9,103,8,8,6,2,242,4,1,1,0,0,7,,,,,,,,,394,0,16,410,680,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_C06.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,E,1,0,E01,1,16,62,4,1,2,0,260,0,1,0,0,0,1,,,,,,,,,348,0,16,364,550,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0047_E01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,48,B,1,0,B,1,15,86,6,3,0,2,215,6,0,2,0,0,0,,,,,,,,,336,0,20,356,562,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0048_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,48,C,1,0,C01,1,22,89,5,5,3,5,218,6,0,0,0,0,3,,,,,,,,,357,0,18,375,561,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0048_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,48,C,2,0,C02,1,5,87,1,1,1,1,231,2,0,2,0,1,3,,,,,,,,,336,0,10,346,561,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0048_C02.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,49,B,1,0,B,0,12,81,5,0,0,2,221,2,0,0,0,0,0,,,,,,,,,323,0,11,334,494,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0049_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,49,C,1,0,C01,2,7,72,4,4,1,1,229,1,0,0,0,0,5,,,,,,,,,326,0,12,338,493,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0049_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,50,B,1,0,B,4,15,82,0,4,1,0,224,6,0,0,0,0,2,,,,,,,,,338,0,18,356,538,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0050_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,50,C,1,0,C01,1,23,11,1,0,5,2,299,6,0,0,0,0,4,,,,,,,,,352,0,7,359,538,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0050_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,50,C,2,0,C02,3,13,84,7,3,4,0,229,1,0,0,0,0,0,,,,,,,,,344,0,8,352,537,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0050_C02.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,51,B,1,0,B,1,7,99,6,8,4,0,203,9,0,1,0,0,2,,,,,,,,,340,0,11,351,537,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0051_B.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,51,C,1,0,C01,1,14,84,4,1,2,2,207,6,1,0,0,0,1,,,,,,,,,323,0,11,334,537,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0051_C01.jpg
,27,TABASCO,2,CARDENAS,2,CARDENAS,51,C,2,0,C02,2,4,92,11,3,1,0,229,6,2,0,0,0,6,,,,,,,,,356,0,8,364,537,Acta casilla,,,http://iepct.mx/elecciones2018/PMR/2/PMR_0051_C02.jpg
