ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,PCPP,PSI,MORENA,ES,PAN_PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA_PCPP,PAN_PT_NVA_ALIANZA_PSI,PAN_PT_PCPP_PSI,PAN_NVA_ALIANZA_PCPP_PSI,PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA,PAN_PT_PCPP,PAN_PT_PSI,PAN_NVA_ALIANZA_PCPP,PAN_NVA_ALIANZA_PSI,PAN_PCPP_PSI,PT_NVA_ALIANZA_PCPP,PT_NVA_ALIANZA_PSI,PT_PCPP_PSI,NVA_ALIANZA_PCPP_PSI,PAN_PT,PAN_NVA_ALIANZA,PAN_PCPP,PAN_PSI,PT_NVA_ALIANZA,PT_PCPP,PT_PSI,NVA_ALIANZA_PCPP,NVA_ALIANZA_PSI,PCPP_PSI,PRI_PVEM_ES,PRI_PVEM,PRI_ES,PVEM_ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
21,PUEBLA,023,ATZITZINTLA,5,13,523,583,302,448,33,27,18,82,103,17,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2,0,1,0,1,0,4,10,1,0,30,1,2205,78,2283,5960,0.3831
21,PUEBLA,024,AXUTLA,2,3,164,126,2,0,2,7,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,326,12,338,1060,0.3189
21,PUEBLA,025,AYOTOXCO DE GUERRERO,4,10,1340,1337,20,38,66,53,36,9,93,4,2,1,3,3,1,0,3,0,1,0,1,0,0,2,0,0,11,11,3,0,1,0,0,0,0,0,4,44,2,0,18,1,3108,124,3232,5675,0.5695
21,PUEBLA,026,CALPAN,8,18,773,1191,318,198,144,64,21,184,571,28,4,0,1,3,1,0,2,1,1,2,0,1,0,3,0,0,8,6,4,11,4,0,2,0,2,0,8,90,1,1,184,0,3832,189,4021,10430,0.3855
21,PUEBLA,027,CALTEPEC,7,8,952,918,15,9,30,56,5,27,45,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,9,2,1,1,0,0,0,1,0,2,37,0,0,14,0,2130,44,2174,3570,0.6090
21,PUEBLA,028,CAMOCUAUTLA,2,3,570,559,3,7,77,7,25,47,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,1,3,0,0,12,0,0,2,0,1335,40,1375,1745,0.7880
21,PUEBLA,029,CAÑADA MORELOS,9,24,2282,2188,47,61,52,184,40,59,171,11,8,0,3,0,5,1,1,1,3,4,1,0,0,1,0,0,11,36,6,4,1,0,3,0,2,0,14,45,3,1,34,0,5283,161,5444,13101,0.4155
21,PUEBLA,030,CAXHUACAN,2,4,712,596,34,72,9,92,19,10,83,3,8,1,10,0,0,1,8,0,1,0,1,0,0,1,0,0,20,15,1,1,3,1,1,0,2,0,3,17,0,0,3,0,1728,87,1815,2660,0.6823
21,PUEBLA,031,COATEPEC,1,2,174,251,2,10,2,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,6,0,0,0,0,469,3,472,829,0.5694
21,PUEBLA,032,COATZINGO,3,6,183,475,37,44,17,12,3,63,24,3,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,2,15,0,0,4,0,893,22,915,2303,0.3973
21,PUEBLA,033,COHETZALA,2,3,133,331,4,3,9,28,80,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,0,0,3,0,624,13,637,1231,0.5175
21,PUEBLA,034,COHUECAN,3,6,376,572,143,23,32,33,22,6,35,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,6,12,0,0,0,1,0,1,0,5,23,0,0,19,1,1326,70,1396,3535,0.3949
21,PUEBLA,035,CORONANGO,12,48,2846,2377,968,141,344,262,309,260,2146,82,34,7,8,7,5,0,5,3,3,10,1,5,1,0,0,0,9,39,44,9,0,1,1,3,2,0,48,100,9,8,439,6,10542,396,10938,32345,0.3382
21,PUEBLA,036,COXCATLAN,12,26,1809,1771,183,139,341,654,828,97,900,46,9,5,1,1,0,0,2,1,2,4,2,1,0,1,1,0,4,40,84,1,2,0,3,3,3,4,7,37,2,0,80,2,7070,247,7317,14287,0.5121
21,PUEBLA,037,COYOMEAPAN,8,18,360,1594,41,26,98,3475,14,9,97,2,1,0,1,0,0,0,3,0,0,1,1,0,24,3,0,0,2,23,0,0,5,0,5,2,4,0,3,50,1,0,16,0,5861,208,6069,8372,0.7249
21,PUEBLA,038,COYOTEPEC,3,4,250,527,55,29,10,50,8,1,140,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,21,0,0,9,0,1112,32,1144,1947,0.5876
21,PUEBLA,039,CUAPIAXTLA DE MADERO,2,9,499,646,180,11,87,50,72,3,189,4,2,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,9,4,0,1,0,0,1,0,0,8,40,2,0,24,1,1839,49,1888,5616,0.3362
21,PUEBLA,040,CUAUTEMPAN,4,13,1545,1666,74,47,37,111,194,15,107,17,2,1,0,2,0,0,4,0,0,1,0,0,0,1,0,0,6,11,7,2,2,0,4,2,0,0,2,55,0,0,41,2,3958,203,4161,6403,0.6499
21,PUEBLA,041,CUAUTINCHAN,2,12,831,978,63,506,31,39,70,123,195,15,10,1,3,4,1,1,1,0,2,2,0,0,0,0,0,0,13,4,5,10,1,0,3,0,1,1,4,50,2,1,34,0,3005,135,3140,6152,0.5104
21,PUEBLA,042,CUAUTLANCINGO,16,90,9140,4483,1628,425,176,284,324,116,3458,189,94,28,18,10,10,0,25,5,8,10,3,6,3,5,0,0,48,71,206,10,3,0,2,0,1,2,72,120,20,2,1597,35,22637,785,23422,62842,0.3727
21,PUEBLA,043,CUAYUCA DE ANDRADE,4,8,181,1053,64,9,17,6,2,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,25,1,0,3,0,1417,18,1435,2820,0.5089
21,PUEBLA,044,CUETZALAN DEL PROGRESO,20,51,7517,5871,231,220,382,258,271,222,1123,44,35,7,10,3,5,1,9,1,4,10,9,4,0,2,0,0,33,77,27,7,3,0,9,0,4,2,46,315,9,2,180,6,16959,835,17794,30387,0.5856
21,PUEBLA,045,CUYOACO,7,18,1958,2198,41,84,177,99,47,12,291,17,9,1,0,1,2,0,1,0,0,2,0,0,0,1,0,0,16,26,18,0,1,0,1,0,1,0,19,117,5,2,47,0,5194,194,5388,10953,0.4919
21,PUEBLA,046,CHALCHICOMULA DE SESMA,24,56,5308,4582,349,625,124,865,369,169,1283,99,38,5,9,15,0,1,9,6,7,10,9,2,0,3,0,0,35,210,47,6,9,1,5,0,4,2,43,150,7,3,534,12,14955,653,15608,31947,0.4886
21,PUEBLA,047,CHAPULCO,3,7,860,714,27,5,11,33,177,6,101,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,16,0,0,36,1,2011,64,2075,4693,0.4421
21,PUEBLA,048,CHIAUTLA,17,32,1312,3259,82,50,63,543,550,26,726,52,5,2,0,0,1,0,1,0,0,5,1,0,0,0,1,0,2,16,18,1,0,1,0,3,0,1,26,75,11,1,71,5,6910,154,7064,16078,0.4394
21,PUEBLA,049,CHIAUTZINGO,8,23,1375,1444,220,113,67,158,32,149,420,22,13,1,2,3,0,1,2,2,4,5,3,0,1,1,0,0,7,16,7,10,1,0,1,1,2,3,16,77,4,2,158,1,4344,179,4523,13947,0.3243
21,PUEBLA,050,CHICONCUAUTLA,7,18,2486,1593,192,213,204,106,409,62,100,38,5,2,0,0,0,0,3,1,0,0,0,0,0,2,0,0,29,12,4,6,7,1,4,1,2,2,2,72,2,1,34,5,5600,607,6207,9590,0.6472
21,PUEBLA,051,CHICHIQUILA,9,24,3216,2791,130,91,51,98,14,286,276,20,7,0,7,3,0,0,2,0,4,2,1,1,1,0,0,0,10,20,7,24,2,0,4,0,1,0,24,152,3,2,27,4,7281,270,7551,13548,0.5574
21,PUEBLA,052,CHIETLA,20,49,2631,4272,391,128,178,258,385,314,980,79,21,3,7,5,4,0,7,4,64,3,3,7,0,11,1,0,13,51,18,21,4,1,4,1,1,5,51,130,13,5,129,14,10217,447,10664,27953,0.3815
21,PUEBLA,053,CHIGMECATITLAN,2,2,210,306,1,12,6,6,4,0,96,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,6,0,673,17,690,1063,0.6491
21,PUEBLA,054,CHIGNAHUAPAN,28,74,6948,9276,225,310,588,400,396,1053,866,142,29,8,10,5,5,1,6,1,8,5,11,4,0,2,1,0,29,93,43,53,5,7,14,4,7,1,47,360,18,1,435,15,21432,795,22227,42249,0.5261
21,PUEBLA,055,CHIGNAUTLA,7,32,3135,3774,179,116,128,186,96,141,575,38,14,1,6,2,0,0,7,1,1,4,6,0,0,0,0,0,16,48,16,8,3,0,3,0,0,1,35,185,8,5,95,4,8837,383,9220,19847,0.4646
21,PUEBLA,056,CHILA,4,8,321,1013,218,5,31,233,231,5,111,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,56,1,0,8,0,2255,42,2297,3992,0.5754
21,PUEBLA,057,CHILA DE LA SAL,2,3,246,369,7,1,1,46,5,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17,0,0,3,0,712,6,718,1275,0.5631
21,PUEBLA,058,HONEY,3,9,902,937,50,30,24,61,24,5,80,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,9,1,1,0,0,1,0,0,0,2,27,0,0,11,0,2175,91,2266,5097,0.4446
21,PUEBLA,059,CHILCHOTLA,7,19,1518,1464,52,137,60,151,34,113,157,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,3,0,0,0,6,0,1,1,5,29,0,1,33,2,3799,149,3948,11606,0.3402
21,PUEBLA,060,CHINANTLA,3,5,457,521,4,1,23,19,17,0,28,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,22,0,0,3,0,1106,11,1117,2272,0.4916
21,PUEBLA,061,DOMINGO ARENAS,3,8,278,611,306,17,8,21,21,9,367,41,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,2,0,0,0,1,0,0,0,4,34,1,0,30,0,1764,61,1825,4773,0.3824
21,PUEBLA,062,ELOXOCHITLAN,6,19,312,550,25,2893,40,2243,11,24,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,1,0,15,118,16,1,2,1,2,2,0,0,1,1,6289,165,6454,7974,0.8094
21,PUEBLA,063,EPATLAN,2,6,549,797,54,29,17,19,11,5,73,6,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,7,36,1,0,9,1,1632,39,1671,3757,0.4448
21,PUEBLA,064,ESPERANZA,9,19,1725,940,57,48,35,118,625,316,196,16,8,2,2,0,2,0,0,0,0,14,3,1,0,0,1,0,3,19,15,8,3,0,0,2,2,0,5,14,0,1,151,2,4334,146,4480,10015,0.4473
21,PUEBLA,065,FRANCISCO Z. MENA,9,23,2880,3004,951,131,43,105,216,113,167,12,17,4,9,1,4,0,8,1,3,3,1,2,1,1,0,0,14,21,15,4,1,1,5,0,1,1,17,88,4,2,24,1,7876,214,8090,12292,0.6582
21,PUEBLA,066,GENERAL FELIPE ANGELES,7,22,757,874,98,54,54,113,668,812,345,47,3,1,2,3,3,1,1,1,0,3,2,2,0,1,0,0,5,8,14,12,0,0,14,0,3,8,10,38,5,0,59,0,4021,158,4179,12938,0.3230
21,PUEBLA,067,GUADALUPE,4,10,1538,1395,16,7,4,56,8,0,48,2,3,1,2,11,0,0,0,0,1,0,1,0,0,1,0,0,2,9,0,0,0,0,0,0,0,0,6,72,0,0,11,7,3201,67,3268,5623,0.5812
21,PUEBLA,068,GUADALUPE VICTORIA,10,18,1525,2553,34,31,724,110,113,418,124,11,8,1,5,0,4,0,0,2,3,2,1,2,0,0,0,0,2,15,6,30,2,0,6,0,2,2,31,144,6,1,40,3,5961,144,6105,10762,0.5673
21,PUEBLA,069,HERMENEGILDO GALEANA,4,9,1470,755,19,60,697,61,136,7,37,4,3,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,9,20,4,0,2,0,2,0,1,0,3,51,0,0,9,1,3358,103,3461,5139,0.6735
21,PUEBLA,070,HUAQUECHULA,19,38,3926,4205,132,92,137,96,166,20,425,18,11,1,3,3,1,1,2,0,0,4,2,3,0,1,0,0,11,17,24,2,1,0,2,0,1,0,21,188,7,1,105,2,9631,321,9952,20300,0.4902
21,PUEBLA,071,HUATLATLAUCA,6,11,1014,1719,21,18,93,20,11,9,97,4,2,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,7,2,0,2,0,0,0,1,0,11,104,2,1,8,2,3155,71,3226,5126,0.6293
21,PUEBLA,072,HUAUCHINANGO,37,114,13680,10017,1193,469,623,923,346,250,3516,373,70,13,9,6,8,3,15,7,6,19,5,5,11,6,0,1,57,159,57,30,10,2,8,3,7,7,113,337,29,7,889,54,33343,2863,36206,68532,0.5283
21,PUEBLA,073,HUEHUETLA,9,21,3097,3118,47,399,24,108,133,69,106,6,9,1,6,1,1,0,5,0,1,3,2,0,0,2,0,0,21,9,4,3,0,1,4,0,3,1,8,63,0,0,13,0,7268,149,7417,10707,0.6927
21,PUEBLA,074,HUEHUETLAN EL CHICO,6,13,1026,1630,36,43,28,83,282,8,178,9,2,2,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,7,19,1,0,0,0,0,1,2,15,44,5,0,26,0,3455,84,3539,7419,0.4770
21,PUEBLA,075,HUEHUETLAN EL GRANDE,5,9,642,1285,20,23,64,17,483,17,67,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,7,64,1,0,15,0,2727,57,2784,4973,0.5598
21,PUEBLA,076,HUEJOTZINGO,22,78,5186,5598,755,161,272,557,237,124,1800,95,43,8,10,5,6,0,6,1,2,9,3,2,0,1,1,0,19,88,50,10,1,3,2,4,0,3,72,257,23,4,1100,10,16528,516,17044,49191,0.3465
21,PUEBLA,077,HUEYAPAN,5,12,1901,1795,17,330,27,91,38,13,284,8,12,1,1,1,2,0,8,0,0,3,1,0,0,0,0,1,57,19,2,2,3,2,2,2,3,0,37,74,2,0,36,1,4776,202,4978,7843,0.6347
21,PUEBLA,078,HUEYTAMALCO,15,33,3404,4291,235,177,179,280,19,68,967,43,8,1,3,0,5,1,4,0,3,2,0,0,0,1,0,0,11,44,7,1,5,0,8,0,1,1,15,221,8,0,112,2,10127,458,10585,18989,0.5574
21,PUEBLA,079,HUEYTLALPAN,3,7,1142,955,26,11,29,36,55,20,87,3,4,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,3,22,2,0,2,0,2,2,1,0,3,65,0,0,9,0,2488,143,2631,3861,0.6814
21,PUEBLA,080,HUITZILAN DE SERDAN,5,15,796,1916,33,306,34,99,105,83,285,9,0,0,1,1,0,0,0,1,4,1,2,0,0,3,0,1,12,9,2,5,6,0,6,0,0,1,6,138,1,0,8,4,3878,155,4033,8659,0.4658
21,PUEBLA,081,HUITZILTEPEC,3,7,571,662,37,19,18,12,24,1,244,5,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,4,9,1,0,1,0,0,0,0,3,27,2,0,18,0,1665,25,1690,3935,0.4295
21,PUEBLA,082,ATLEQUIZAYAN,2,3,355,729,10,5,1,42,16,8,24,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,10,1,1,0,0,1212,20,1232,1749,0.7044
21,PUEBLA,083,IXCAMILPA DE GUERRERO,3,7,571,928,10,6,4,15,37,3,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,13,1,0,7,1,1613,22,1635,3098,0.5278
21,PUEBLA,084,IXCAQUIXTLA,3,9,568,1254,61,41,16,124,64,3,472,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,2,1,0,0,0,1,0,0,15,74,4,1,40,0,2760,58,2818,5620,0.5014
21,PUEBLA,085,IXTACAMAXTITLAN,15,37,3617,4940,139,130,101,595,320,49,371,27,9,1,3,1,1,4,1,1,0,6,4,1,0,2,0,1,3,79,22,2,0,0,6,0,0,0,23,138,3,0,132,2,10734,329,11063,17501,0.6321
21,PUEBLA,086,IXTEPEC,3,8,990,887,99,32,99,21,172,41,145,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,0,0,0,1,0,0,8,58,0,0,10,0,2592,123,2715,4538,0.5983
21,PUEBLA,087,IZUCAR DE MATAMOROS,34,102,5124,7976,844,1416,422,718,818,224,3171,171,60,15,6,14,9,2,8,6,4,9,1,2,11,6,1,0,75,82,41,12,4,1,4,3,8,2,122,340,24,5,601,23,22385,856,23241,57134,0.4068
21,PUEBLA,088,JALPAN,6,16,1357,1497,141,45,76,122,955,43,181,27,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,10,19,1,0,0,0,1,0,1,6,24,2,0,22,1,4540,164,4704,9025,0.5212
21,PUEBLA,089,JOLALPAN,6,15,926,2547,94,27,66,67,575,23,213,14,4,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,5,6,8,2,0,0,0,0,0,2,9,95,6,2,23,0,4720,101,4821,9406,0.5125
21,PUEBLA,090,JONOTLA,3,7,546,895,19,28,16,41,7,3,45,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,3,25,0,0,32,0,1677,77,1754,3337,0.5256
21,PUEBLA,091,JOPALA,7,16,1847,1168,60,216,53,190,482,195,282,266,4,0,0,1,1,0,1,1,1,0,2,1,2,5,0,1,3,16,5,4,1,0,4,2,4,0,13,21,5,1,29,14,4901,189,5090,8795,0.5787
21,PUEBLA,092,JUAN C. BONILLA,6,23,1709,969,553,47,68,112,212,34,804,30,19,5,3,1,1,1,4,1,0,7,1,0,0,0,1,0,3,14,22,1,2,0,1,2,1,0,6,42,4,3,201,18,4902,179,5081,15378,0.3304
21,PUEBLA,093,JUAN GALINDO,5,11,398,897,129,58,73,51,44,18,429,29,2,0,0,0,1,2,1,0,0,0,1,1,3,0,0,0,2,3,1,2,0,0,1,1,2,0,4,20,2,1,82,3,2261,206,2467,5802,0.4252
21,PUEBLA,094,JUAN N. MENDEZ,4,7,820,706,26,62,8,27,20,60,89,8,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,10,15,3,2,0,0,0,0,1,0,3,41,1,1,19,1,1933,68,2001,3721,0.5378
21,PUEBLA,095,LAFRAGUA,8,11,955,977,22,30,18,264,1,446,59,3,2,0,1,0,0,0,1,1,1,0,3,0,0,1,0,0,2,17,3,20,0,0,7,0,1,0,3,21,0,1,6,0,2866,42,2908,5651,0.5146
21,PUEBLA,096,LIBRES,11,37,4528,3130,126,83,154,283,958,207,897,52,13,8,5,1,0,1,2,2,3,4,0,5,0,1,0,0,6,33,37,10,0,2,7,1,1,0,38,112,6,0,233,8,10957,419,11376,21811,0.5216
21,PUEBLA,097,LA MAGDALENA TLATLAUQUITEPEC,1,1,134,116,2,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,285,4,289,528,0.5473
21,PUEBLA,098,MAZAPILTEPEC DE JUAREZ,2,3,322,328,21,7,6,42,12,138,39,5,2,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,1,2,3,11,0,0,3,0,0,1,2,9,0,1,7,0,969,26,995,2012,0.4945
21,PUEBLA,099,MIXTLA,2,3,180,359,101,13,27,6,12,4,148,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,14,1,880,25,905,1672,0.5413
21,PUEBLA,100,MOLCAXAC,5,8,592,810,214,202,14,27,94,18,201,7,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,29,0,0,32,0,2254,65,2319,4924,0.4710
