ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,PCPP,PSI,MORENA,ES,PAN_PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA_PCPP,PAN_PT_NVA_ALIANZA_PSI,PAN_PT_PCPP_PSI,PAN_NVA_ALIANZA_PCPP_PSI,PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA,PAN_PT_PCPP,PAN_PT_PSI,PAN_NVA_ALIANZA_PCPP,PAN_NVA_ALIANZA_PSI,PAN_PCPP_PSI,PT_NVA_ALIANZA_PCPP,PT_NVA_ALIANZA_PSI,PT_PCPP_PSI,NVA_ALIANZA_PCPP_PSI,PAN_PT,PAN_NVA_ALIANZA,PAN_PCPP,PAN_PSI,PT_NVA_ALIANZA,PT_PCPP,PT_PSI,NVA_ALIANZA_PCPP,NVA_ALIANZA_PSI,PCPP_PSI,PRI_PVEM_ES,PRI_PVEM,PRI_ES,PVEM_ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
21,PUEBLA,204,YAONAHUAC,4,10,773,1410,159,147,167,111,129,24,238,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,1,0,18,76,0,1,38,1,3315,103,3418,5275,0.6480
21,PUEBLA,205,YEHUALTEPEC,9,25,1392,1917,76,49,90,111,452,128,590,40,8,1,1,1,1,0,1,0,2,1,3,2,0,0,0,0,3,14,21,17,0,0,0,0,0,2,16,85,4,0,699,1,5728,211,5939,15325,0.3875
21,PUEBLA,206,ZACAPALA,4,6,376,618,22,24,30,8,202,44,74,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,1,0,0,0,0,0,5,26,4,0,16,0,1465,47,1512,3330,0.4541
21,PUEBLA,207,ZACAPOAXTLA,27,62,4757,5618,375,319,235,483,709,83,1663,147,44,11,7,5,3,1,10,3,2,10,5,4,0,3,0,0,29,83,52,10,6,2,10,5,3,3,69,208,28,2,451,7,15465,973,16438,36354,0.4522
21,PUEBLA,208,ZACATLAN,30,99,12648,10665,581,518,366,854,696,117,1653,205,68,16,8,6,8,2,16,5,4,10,8,7,1,4,1,1,52,132,54,9,4,8,9,5,4,3,87,392,21,3,984,25,30260,1609,31869,56491,0.5641
21,PUEBLA,209,ZAPOTITLAN,9,14,980,1508,55,14,92,389,52,7,131,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,3,27,3,1,1,0,0,0,3,0,6,37,1,1,30,7,3359,79,3438,6470,0.5314
21,PUEBLA,210,ZAPOTITLAN DE MENDEZ,3,7,598,904,28,239,44,45,81,25,169,10,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,3,0,0,0,2,0,2,0,8,54,0,0,9,1,2243,99,2342,3698,0.6333
21,PUEBLA,211,ZARAGOZA,6,19,1170,1688,90,41,644,219,252,155,781,42,7,1,5,1,2,0,1,1,0,2,2,2,0,0,0,0,5,17,7,11,0,0,1,0,1,0,19,123,2,0,119,6,5417,255,5672,11192,0.5068
21,PUEBLA,212,ZAUTLA,12,27,1119,2317,2291,73,189,80,131,39,684,25,4,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,1,10,4,0,2,1,4,0,3,0,11,89,5,0,64,1,7154,322,7476,13555,0.5515
21,PUEBLA,213,ZIHUATEUTLA,7,17,2069,1220,101,726,616,110,14,24,155,58,8,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,10,15,1,2,3,1,8,0,0,0,7,65,0,0,26,1,5246,252,5498,9044,0.6079
21,PUEBLA,214,ZINACATEPEC,6,17,1419,1567,748,107,260,127,165,11,412,9,6,0,1,2,0,0,3,1,1,2,1,0,1,0,0,0,2,23,211,0,0,0,0,1,1,0,5,93,0,0,40,1,5220,164,5384,11094,0.4853
21,PUEBLA,215,ZONGOZOTLA,2,5,815,852,19,84,16,42,58,10,32,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,10,1,0,0,0,0,0,0,1,6,33,0,0,34,0,2022,77,2099,3318,0.6326
21,PUEBLA,216,ZOQUIAPAN,2,4,360,575,5,34,10,39,8,2,19,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,7,25,0,0,4,0,1109,34,1143,1794,0.6371
21,PUEBLA,217,ZOQUITLAN,12,21,958,2304,1193,178,65,195,159,45,105,9,1,0,2,0,1,0,0,0,2,1,23,0,0,3,0,0,3,19,2,1,2,0,6,2,1,0,4,87,1,0,13,3,5388,389,5777,11804,0.4894
