CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1450,3,85,176,14,125,160,59,24,117,9,3,1,1,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,0,20,808,2069
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1451,3,87,161,13,128,151,59,17,154,11,0,1,1,0,1,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,0,35,874,2065
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1452,3,118,232,25,92,118,66,14,150,12,1,2,4,0,0,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,0,43,914,2111
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1458,3,114,255,11,111,89,56,34,123,9,1,2,6,0,6,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,0,22,888,1993
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1459,3,105,184,14,96,87,62,14,105,6,4,1,5,0,0,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,0,39,772,1906
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1460,3,75,126,5,66,37,51,11,66,5,1,0,0,0,0,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,20,496,1868
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1461,3,90,213,17,118,104,44,24,143,18,6,2,2,1,0,22,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,0,39,921,2221
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1462,4,125,218,9,109,132,74,17,128,15,4,8,4,0,0,14,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,0,25,933,2349
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1463,4,157,265,13,141,94,111,32,144,6,21,3,5,3,2,27,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,0,50,1146,2646
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2124,18,670,1154,73,420,698,330,196,841,51,38,45,32,4,11,66,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4814,2,172,4988,13417
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2125,3,165,190,14,162,94,124,28,167,19,9,7,1,1,0,45,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,0,39,1114,2203
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2126,9,452,407,30,498,292,238,59,486,34,19,15,8,0,1,124,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809,0,67,2876,6307
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2127,3,261,169,14,141,105,138,24,217,22,10,4,3,2,17,74,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,0,28,1286,2245
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2128,6,456,296,30,290,213,282,57,329,34,17,6,4,0,1,79,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,2,55,2260,3852
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2129,6,520,255,19,280,152,286,67,407,30,9,2,5,0,1,92,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262,2,54,2318,4012
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2130,6,535,304,20,284,176,290,57,385,27,11,5,5,2,2,89,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,2,52,2372,4104
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2131,6,197,358,26,197,188,101,40,215,12,21,7,7,1,1,66,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1,58,1571,3776
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2132,8,214,513,22,222,258,132,72,368,24,4,10,7,0,3,25,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,1,74,2066,5276
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2133,7,338,393,24,279,224,205,67,253,35,35,9,5,0,0,34,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0,62,2069,4845
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2134,15,1774,742,58,587,305,814,155,984,72,37,17,9,0,3,197,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,3,129,6273,11208
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1453,4,236,185,8,65,153,222,11,203,16,5,1,1,1,0,,,16,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,0,22,1189,1937
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1454,3,129,227,7,64,159,123,11,179,15,3,12,4,2,2,,,9,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,8,46,1049,2196
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1455,4,98,343,16,79,219,70,15,189,15,2,6,45,0,0,,,2,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,0,76,1221,2991
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1456,4,117,330,10,50,122,68,15,106,5,3,3,4,1,0,,,10,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,0,52,935,2462
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1457,2,71,248,5,39,83,61,7,76,7,1,4,5,0,0,,,8,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,0,45,677,1485
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1467,3,171,234,18,48,104,75,14,224,14,1,1,5,0,1,,,22,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,1,34,1027,1942
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1468,3,147,203,10,60,116,91,11,182,13,1,2,0,0,0,,,15,46,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,1,22,940,1997
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1469,3,138,224,12,56,115,94,16,194,10,2,4,2,0,0,,,17,64,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,1,40,1015,2056
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1470,4,159,255,11,72,159,121,47,221,84,9,6,6,2,4,,,22,57,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,1,32,1286,2318
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1471,3,216,152,7,48,147,118,38,204,20,5,3,1,0,0,,,39,57,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,1,46,1126,1941
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1472,3,92,281,1,40,135,57,16,100,11,3,5,3,0,0,,,5,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0,39,819,1852
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1473,3,90,286,7,41,174,69,10,139,6,2,5,3,2,1,,,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,0,33,906,2194
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1474,3,73,202,5,38,121,53,13,91,14,2,5,4,0,1,,,10,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,0,39,710,1843
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1475,3,78,230,4,46,122,35,13,102,6,1,2,8,0,1,,,3,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,0,44,727,1717
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1476,3,76,246,6,30,92,38,11,84,19,0,0,0,0,0,,,4,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,4,60,707,1857
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1477,3,117,246,5,35,125,67,7,111,7,1,7,4,1,2,,,10,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0,27,823,1761
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1478,3,87,199,6,42,130,72,20,145,14,5,2,0,0,0,,,11,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,0,46,827,1661
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1479,3,190,212,7,57,145,94,19,172,11,1,8,4,1,1,,,25,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,0,30,1023,1999
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1480,4,227,235,5,60,140,129,46,262,21,3,8,7,4,0,,,137,63,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397,1,46,1444,2596
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1495,3,134,292,5,54,121,70,24,197,7,2,0,3,0,0,,,21,46,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,0,18,1012,2004
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1496,3,125,168,3,44,100,58,18,131,14,4,7,1,0,1,,,17,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,0,37,780,1545
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1497,3,132,232,4,58,156,78,17,129,15,2,6,5,0,1,,,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,0,36,922,1960
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1498,3,88,325,6,33,66,47,13,154,4,3,2,2,0,0,,,16,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,1,61,848,1988
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1499,3,135,328,9,56,141,60,13,172,14,3,4,1,0,0,,,5,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2,54,1058,2081
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1500,3,127,178,7,49,85,64,39,151,18,1,1,5,0,0,,,16,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,1,45,855,1697
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1501,2,209,161,3,49,34,68,14,119,13,3,5,0,0,0,,,12,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,1,34,779,1239
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1513,4,425,253,12,68,167,187,18,280,22,4,2,3,0,2,,,43,111,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,0,49,1659,2943
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1514,3,312,150,6,58,86,123,28,155,15,6,2,2,0,0,,,12,53,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2,30,1059,1550
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1516,2,281,148,8,56,59,89,17,144,16,2,2,2,1,0,,,11,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,0,27,927,1413
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1517,3,112,133,2,30,56,33,9,98,5,1,3,4,0,1,,,2,33,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,0,31,571,1821
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1518,4,137,270,7,51,147,47,17,188,10,1,2,4,1,0,,,7,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,0,51,972,2357
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1519,3,83,300,6,33,195,30,6,122,11,2,4,4,0,0,,,4,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,0,50,884,2190
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1520,4,90,264,9,45,385,29,11,129,9,3,4,2,0,0,,,2,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,1,55,1091,2552
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1521,4,116,244,5,47,361,37,15,129,9,3,8,3,0,0,,,2,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,1,54,1070,2600
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1522,3,72,207,5,31,404,29,2,87,4,0,4,7,2,0,,,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,0,28,906,2165
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1523,3,134,250,13,36,181,71,20,156,21,3,3,11,0,0,,,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,0,56,1003,1850
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1524,3,161,218,10,41,100,75,15,160,15,1,1,6,1,2,,,8,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,30,888,1859
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1525,3,125,147,7,39,39,55,14,94,11,1,2,4,0,1,,,8,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,0,23,601,1657
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1526,2,241,175,10,43,59,100,9,139,11,1,3,1,0,2,,,7,59,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,1,27,902,1311
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1527,3,230,164,6,63,63,52,15,96,10,1,1,2,0,0,,,37,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,0,14,785,1676
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1540,2,264,123,37,45,188,124,28,65,13,0,2,2,1,0,,,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,0,31,948,1446
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1541,3,108,114,4,22,56,41,11,85,11,1,3,2,0,2,,,5,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,0,40,529,1579
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1542,2,105,65,1,20,25,36,4,53,7,0,0,0,0,0,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,6,6,341,1065
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1543,2,226,118,4,12,49,69,16,117,13,2,3,3,0,1,,,6,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,1,30,726,1180
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1544,3,93,155,5,23,73,40,9,121,9,4,3,2,0,1,,,2,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0,37,633,1650
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1545,3,185,182,13,29,121,73,25,222,13,2,6,3,0,2,,,11,61,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,1,46,1003,1894
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1546,3,153,238,23,26,142,69,14,160,21,1,5,10,1,0,,,9,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0,43,963,1916
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1547,3,103,156,39,28,196,59,8,134,15,0,10,6,0,0,,,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0,23,819,1763
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1548,3,97,298,10,47,275,39,7,68,10,2,0,0,0,0,,,4,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,1,55,940,2198
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1553,3,133,190,9,43,140,69,8,162,15,2,3,10,0,1,,,5,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,0,33,861,1983
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1554,2,89,212,5,27,113,50,12,113,5,2,4,2,0,0,,,7,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,0,21,712,1488
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1555,3,129,220,14,29,161,75,9,160,8,1,9,3,0,1,,,4,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,1,49,910,1875
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1556,2,121,216,3,27,69,61,10,124,11,0,1,0,1,1,,,15,53,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,0,40,767,1369
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1557,1,142,97,6,13,22,35,9,50,8,3,0,0,0,0,,,1,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,12,434,672
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1558,1,156,87,2,16,27,50,0,49,8,0,2,2,2,1,,,3,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,18,448,661
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1559,2,253,151,6,34,55,84,25,162,5,3,1,2,0,0,,,11,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,1,34,886,1414
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1560,3,313,178,6,48,67,137,18,140,20,3,3,4,0,0,,,16,69,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,0,27,1060,1761
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1561,4,79,176,7,27,417,41,12,118,5,1,12,16,4,2,,,7,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,0,43,993,2368
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1562,3,204,92,3,34,197,56,14,141,10,1,3,9,1,1,,,7,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,0,15,822,1527
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1563,3,230,158,6,56,137,80,27,161,18,3,6,2,1,3,,,10,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,2,32,1005,1783
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1564,3,134,159,8,41,108,71,15,144,13,4,1,0,1,0,,,6,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,3,48,799,1745
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1565,3,155,144,6,37,101,65,7,138,11,9,1,1,1,1,,,2,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,11,45,778,1535
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1566,2,238,107,4,42,77,62,23,131,15,3,2,2,0,0,,,6,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,0,30,794,1250
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1582,2,289,103,6,31,62,91,15,133,18,8,3,3,1,1,,,13,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,1,43,873,1315
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1583,2,315,130,5,44,56,153,28,147,10,4,1,0,0,0,,,9,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,0,26,985,1311
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1584,3,408,162,9,47,60,120,35,163,13,4,3,1,2,6,,,33,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094,19,24,1137,1566
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1585,5,351,207,6,51,290,97,10,182,24,5,4,6,0,1,,,7,54,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,0,38,1352,3453
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1586,3,223,178,6,29,102,107,22,177,19,3,8,0,0,0,,,11,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,0,34,1001,1819
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1587,3,256,184,9,59,103,102,25,215,24,2,11,2,0,0,,,22,63,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1,33,1129,2125
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1588,3,225,214,10,41,125,70,15,187,10,2,2,5,0,1,,,16,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,1,30,1004,1877
