ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
25,SINALOA,5,LOS MOCHIS,1,AHOME,28,1,79,214,1,5,2,1,10,2,34,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,,3,,,364,0,5,369,474
25,SINALOA,5,LOS MOCHIS,1,AHOME,29,1,61,82,2,0,2,2,4,5,38,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,,2,,,206,0,4,210,317
25,SINALOA,5,LOS MOCHIS,1,AHOME,30,1,45,71,3,0,8,1,2,3,81,4,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,1,0,0,,1,,,227,0,1,228,323
25,SINALOA,5,LOS MOCHIS,1,AHOME,31,1,28,59,2,2,4,1,3,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,,0,,,148,0,1,149,205
25,SINALOA,5,LOS MOCHIS,1,AHOME,32,1,52,75,9,9,7,4,7,7,113,6,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,,7,,,311,0,10,321,478
25,SINALOA,5,LOS MOCHIS,1,AHOME,33,1,59,54,7,2,16,6,3,4,156,3,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,,6,,,326,0,5,331,505
25,SINALOA,5,LOS MOCHIS,1,AHOME,34,1,35,33,3,2,2,2,1,2,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,140,0,8,148,210
25,SINALOA,5,LOS MOCHIS,1,AHOME,35,3,240,395,18,16,21,12,17,26,571,30,9,3,1,3,0,0,0,0,1,1,0,0,11,2,0,2,2,5,3,0,,20,,,1409,0,16,1425,2210
25,SINALOA,5,LOS MOCHIS,1,AHOME,36,1,7,38,5,2,9,3,4,1,56,1,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,3,,,135,0,6,141,225
25,SINALOA,5,LOS MOCHIS,1,AHOME,37,1,32,34,0,0,1,2,1,1,47,1,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,,1,,,129,0,2,131,212
25,SINALOA,5,LOS MOCHIS,1,AHOME,38,1,15,32,0,1,6,1,0,2,57,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,,0,,,122,3,2,127,175
25,SINALOA,5,LOS MOCHIS,1,AHOME,39,5,282,431,26,22,43,24,21,52,813,17,21,0,3,1,0,0,1,1,0,2,0,0,18,12,2,11,11,7,2,0,,19,,,1842,1,28,1871,3046
25,SINALOA,5,LOS MOCHIS,1,AHOME,40,1,15,39,3,3,2,1,3,3,65,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,1,,0,,,146,0,8,154,222
25,SINALOA,5,LOS MOCHIS,1,AHOME,41,1,52,61,3,4,15,4,3,5,84,5,4,2,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,1,0,0,,2,,,255,0,6,261,409
25,SINALOA,5,LOS MOCHIS,1,AHOME,42,1,0,61,1,4,6,1,2,9,103,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,192,0,14,206,441
25,SINALOA,5,LOS MOCHIS,1,AHOME,43,6,285,516,17,21,50,20,17,49,876,20,28,0,0,1,0,0,0,0,0,0,1,1,19,7,7,2,15,3,1,1,,7,,,1964,0,33,1997,3258
25,SINALOA,5,LOS MOCHIS,1,AHOME,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,332
25,SINALOA,5,LOS MOCHIS,1,AHOME,45,1,46,47,10,6,14,2,1,9,96,3,3,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,3,,0,,,249,0,17,266,432
25,SINALOA,5,LOS MOCHIS,1,AHOME,46,1,35,73,2,2,3,3,3,8,111,4,2,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,3,2,0,0,,3,,,260,0,13,273,402
25,SINALOA,5,LOS MOCHIS,1,AHOME,47,1,41,52,6,2,4,0,4,7,120,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,,6,,,253,0,1,254,395
25,SINALOA,5,LOS MOCHIS,1,AHOME,48,1,41,107,3,4,5,3,2,8,142,3,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,1,0,0,,5,,,340,0,4,344,507
25,SINALOA,5,LOS MOCHIS,1,AHOME,50,1,22,51,1,1,1,0,2,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,,3,,,138,0,0,138,210
25,SINALOA,5,LOS MOCHIS,1,AHOME,51,2,30,61,2,2,3,4,6,4,66,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,,,186,0,6,192,215
25,SINALOA,5,LOS MOCHIS,1,AHOME,52,1,55,92,0,7,6,3,0,3,77,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,,6,,,259,0,4,263,387
25,SINALOA,5,LOS MOCHIS,1,AHOME,53,1,42,47,0,0,3,2,2,2,63,4,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,2,0,0,,0,,,182,0,0,182,302
25,SINALOA,5,LOS MOCHIS,1,AHOME,54,1,32,72,2,1,2,1,0,1,43,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,,1,,,165,0,2,167,271
25,SINALOA,5,LOS MOCHIS,1,AHOME,55,1,38,117,2,12,11,5,6,2,117,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,,0,,,322,0,5,327,495
25,SINALOA,5,LOS MOCHIS,1,AHOME,56,1,22,40,2,3,0,1,5,7,73,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,2,,,161,0,6,167,241
25,SINALOA,5,LOS MOCHIS,1,AHOME,57,1,36,43,3,0,6,2,2,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,,0,,,167,0,7,174,268
25,SINALOA,5,LOS MOCHIS,1,AHOME,58,1,28,35,2,2,1,3,1,2,86,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,2,,,169,0,1,170,250
25,SINALOA,5,LOS MOCHIS,1,AHOME,59,1,17,21,1,2,5,3,6,6,73,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,,142,0,3,145,222
25,SINALOA,5,LOS MOCHIS,1,AHOME,60,1,16,46,3,2,2,2,7,3,47,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,,137,0,6,143,217
25,SINALOA,5,LOS MOCHIS,1,AHOME,61,1,41,82,2,6,9,3,1,18,101,2,5,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,2,0,1,0,,4,,,288,0,3,291,452
25,SINALOA,5,LOS MOCHIS,1,AHOME,62,1,19,54,2,2,2,1,1,3,53,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,140,0,6,146,239
25,SINALOA,5,LOS MOCHIS,1,AHOME,63,1,64,107,24,2,5,4,2,6,167,3,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,4,,,401,0,11,412,641
25,SINALOA,5,LOS MOCHIS,1,AHOME,64,2,26,70,1,4,4,3,6,4,83,3,4,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,3,0,3,0,,4,,,229,0,8,237,270
25,SINALOA,5,LOS MOCHIS,1,AHOME,65,1,33,41,0,0,4,2,0,5,77,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,,0,,,175,1,4,180,317
25,SINALOA,4,LOS MOCHIS,1,AHOME,66,1,28,59,0,3,7,0,4,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,2,,,119,0,3,122,248
25,SINALOA,4,LOS MOCHIS,1,AHOME,67,1,33,60,1,3,2,5,4,10,70,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,,3,,,202,0,3,205,302
25,SINALOA,4,LOS MOCHIS,1,AHOME,68,1,21,47,1,1,2,4,5,5,89,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,184,0,5,189,291
25,SINALOA,4,LOS MOCHIS,1,AHOME,69,1,57,121,9,4,10,10,7,19,169,6,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,,0,,,425,0,6,431,722
25,SINALOA,5,LOS MOCHIS,1,AHOME,70,1,29,45,3,6,5,2,0,1,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,,2,,,163,1,3,167,265
25,SINALOA,5,LOS MOCHIS,1,AHOME,71,1,7,30,2,2,2,0,0,0,43,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,,91,0,0,91,147
25,SINALOA,5,LOS MOCHIS,1,AHOME,72,1,24,53,1,2,3,2,2,6,64,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,,1,,,168,2,0,170,254
25,SINALOA,5,LOS MOCHIS,1,AHOME,73,1,31,53,0,3,2,0,1,4,40,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,138,0,0,138,215
25,SINALOA,5,LOS MOCHIS,1,AHOME,74,1,2,32,2,4,1,3,6,3,68,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,,0,,,130,0,1,131,233
25,SINALOA,5,LOS MOCHIS,1,AHOME,75,1,28,60,4,2,1,2,1,5,76,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,2,,,188,0,4,192,283
25,SINALOA,5,LOS MOCHIS,1,AHOME,76,1,14,39,1,1,2,4,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,,,78,0,4,82,179
25,SINALOA,5,LOS MOCHIS,1,AHOME,77,1,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,69,0,0,0,61,0,0,0,,0,,,167,0,4,171,248
25,SINALOA,5,LOS MOCHIS,1,AHOME,78,1,15,46,5,0,1,0,3,1,53,2,1,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,2,0,0,,2,,,143,0,1,144,242
25,SINALOA,5,LOS MOCHIS,1,AHOME,79,1,39,61,2,0,3,3,6,2,84,7,2,0,1,3,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,,3,,,221,0,4,225,356
25,SINALOA,5,LOS MOCHIS,1,AHOME,80,4,232,366,16,17,33,18,22,42,756,19,15,2,0,0,0,1,1,0,0,0,0,0,17,2,0,2,13,5,1,1,,31,,,1612,0,30,1642,2685
25,SINALOA,5,LOS MOCHIS,1,AHOME,81,6,280,463,27,23,86,30,33,48,948,26,21,4,3,1,2,0,1,1,0,1,0,1,25,9,0,20,14,10,4,0,,21,,,2102,1,38,2141,3881
25,SINALOA,5,LOS MOCHIS,1,AHOME,82,2,76,264,3,7,9,4,5,12,173,2,4,1,1,0,0,0,1,0,0,0,0,0,5,1,0,0,8,4,1,0,,10,,,591,0,11,602,935
25,SINALOA,5,LOS MOCHIS,1,AHOME,83,6,208,446,24,23,74,20,25,25,681,21,9,1,2,1,1,0,0,0,2,0,0,0,32,9,5,9,11,10,1,0,,27,,,1667,0,65,1732,3642
25,SINALOA,5,LOS MOCHIS,1,AHOME,84,19,665,1226,65,88,201,56,70,140,2834,72,49,7,6,1,1,0,4,2,2,0,0,0,59,21,5,19,21,15,2,1,,54,,,5686,15,96,5797,11728
25,SINALOA,5,LOS MOCHIS,1,AHOME,85,1,28,35,3,1,13,3,2,6,83,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,2,1,0,0,,7,,,192,0,7,199,347
25,SINALOA,5,LOS MOCHIS,1,AHOME,86,6,243,372,25,19,42,29,16,66,850,22,14,1,0,0,0,1,1,1,1,0,0,0,20,5,0,1,7,5,0,1,,29,,,1771,1,41,1813,3226
25,SINALOA,5,LOS MOCHIS,1,AHOME,87,8,282,480,27,25,69,32,64,71,1267,29,20,5,1,0,0,1,0,0,0,1,0,0,22,4,0,8,17,6,0,0,,67,,,2498,0,32,2530,4632
25,SINALOA,5,LOS MOCHIS,1,AHOME,88,3,124,213,11,14,30,17,13,15,490,8,7,3,1,1,2,0,1,0,0,0,0,0,11,9,1,4,1,3,1,0,,27,,,1007,0,27,1034,1894
25,SINALOA,5,LOS MOCHIS,1,AHOME,89,1,43,48,2,7,13,2,4,13,123,7,3,1,0,1,0,0,1,0,0,0,0,0,0,3,1,2,4,0,1,0,,2,,,281,0,7,288,518
25,SINALOA,5,LOS MOCHIS,1,AHOME,90,1,46,57,3,2,19,3,3,12,151,5,4,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,,5,,,319,0,11,330,539
25,SINALOA,5,LOS MOCHIS,1,AHOME,91,1,60,93,4,3,12,5,5,7,139,8,4,0,1,1,0,0,1,1,1,0,0,0,3,1,1,3,3,5,1,0,,5,,,367,5,7,379,615
25,SINALOA,5,LOS MOCHIS,1,AHOME,92,1,27,42,7,3,9,0,4,1,80,6,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,,2,,,194,0,7,201,350
25,SINALOA,5,LOS MOCHIS,1,AHOME,93,1,41,36,3,4,11,5,0,9,101,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,,8,,,230,0,10,240,385
25,SINALOA,4,LOS MOCHIS,1,AHOME,94,1,20,180,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,243,0,3,246,143
25,SINALOA,4,LOS MOCHIS,1,AHOME,95,1,41,65,3,5,16,3,4,14,136,7,4,0,0,0,0,0,0,0,1,0,0,0,13,2,0,4,0,0,0,0,,8,,,326,0,13,339,620
25,SINALOA,4,LOS MOCHIS,1,AHOME,96,2,74,154,2,12,18,8,2,10,249,9,5,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,3,1,0,,7,,,563,5,13,581,983
25,SINALOA,4,LOS MOCHIS,1,AHOME,97,2,99,220,13,12,11,7,13,31,381,10,17,1,2,0,0,0,0,0,0,0,0,0,2,2,0,3,1,5,0,0,,7,,,837,0,11,848,1284
25,SINALOA,4,LOS MOCHIS,1,AHOME,98,1,51,101,3,4,3,5,8,9,199,12,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,,7,,,412,8,0,420,599
25,SINALOA,4,LOS MOCHIS,1,AHOME,99,1,42,113,6,0,3,4,10,4,200,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,,,395,0,2,397,639
25,SINALOA,4,LOS MOCHIS,1,AHOME,100,1,56,82,3,5,4,2,5,9,134,10,5,1,1,1,0,0,1,0,0,0,0,0,1,1,0,3,3,1,0,0,,2,,,330,7,0,337,501
25,SINALOA,4,LOS MOCHIS,1,AHOME,101,3,152,264,6,11,28,8,21,28,348,15,12,0,1,0,0,0,1,0,0,0,0,0,6,2,0,1,8,2,0,0,,17,,,931,0,16,947,1583
25,SINALOA,4,LOS MOCHIS,1,AHOME,102,2,55,123,7,9,11,12,22,199,104,8,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,3,0,0,,12,,,581,0,13,594,1042
25,SINALOA,4,LOS MOCHIS,1,AHOME,103,6,264,507,20,39,42,27,23,62,1068,25,29,2,2,0,0,0,10,0,0,0,0,0,7,15,3,2,12,1,1,0,,14,,,2175,1,25,2201,3807
25,SINALOA,4,LOS MOCHIS,1,AHOME,104,1,9,24,2,3,5,5,0,4,27,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,2,,,90,0,3,93,153
25,SINALOA,4,LOS MOCHIS,1,AHOME,105,1,36,56,4,4,11,4,3,20,132,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,,6,,,292,0,4,296,428
25,SINALOA,4,LOS MOCHIS,1,AHOME,106,1,16,37,5,1,7,4,2,2,64,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,,1,,,155,0,7,162,259
25,SINALOA,4,LOS MOCHIS,1,AHOME,107,1,7,26,3,2,4,0,3,3,93,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,,0,,,148,9,0,157,276
25,SINALOA,4,LOS MOCHIS,1,AHOME,108,1,16,39,3,1,4,2,3,10,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,,,153,0,2,155,255
25,SINALOA,4,LOS MOCHIS,1,AHOME,109,1,16,30,2,0,2,1,2,7,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,,3,,,74,0,1,75,191
25,SINALOA,4,LOS MOCHIS,1,AHOME,110,1,27,54,2,11,9,10,6,8,137,3,6,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,,1,,,280,0,12,292,549
25,SINALOA,2,LOS MOCHIS,1,AHOME,111,2,82,148,2,8,8,7,6,11,212,2,4,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,5,3,4,0,,4,,,513,0,5,518,803
25,SINALOA,2,LOS MOCHIS,1,AHOME,112,1,80,152,2,7,10,0,7,17,206,1,12,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,5,3,1,0,,11,,,521,0,3,524,736
25,SINALOA,2,LOS MOCHIS,1,AHOME,113,1,22,52,6,0,1,1,2,6,76,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,,,171,2,2,175,261
25,SINALOA,2,LOS MOCHIS,1,AHOME,114,3,230,383,10,24,18,17,29,45,567,7,17,3,3,0,0,0,0,0,0,0,0,0,3,2,0,3,7,3,3,2,,28,,,1404,1,18,1423,2045
25,SINALOA,2,LOS MOCHIS,1,AHOME,115,2,123,227,4,8,15,5,7,17,161,6,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,,11,,,603,0,8,611,1319
25,SINALOA,2,LOS MOCHIS,1,AHOME,116,2,109,218,2,2,5,3,11,10,367,7,7,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,4,1,0,0,,6,,,762,0,13,775,1128
25,SINALOA,2,LOS MOCHIS,1,AHOME,117,1,33,56,2,3,5,4,4,12,101,2,4,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,,0,,,233,0,5,238,341
25,SINALOA,2,LOS MOCHIS,1,AHOME,118,1,28,52,13,0,12,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,185,0,0,185,368
25,SINALOA,2,LOS MOCHIS,1,AHOME,119,1,54,62,6,5,22,4,5,4,137,2,3,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,1,1,0,0,,3,,,321,0,11,332,563
25,SINALOA,2,LOS MOCHIS,1,AHOME,120,1,49,76,3,2,16,3,3,5,157,5,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,2,0,,5,,,338,0,19,357,574
25,SINALOA,2,LOS MOCHIS,1,AHOME,121,1,49,68,0,6,11,3,5,11,209,6,5,1,0,0,0,0,0,1,0,0,0,0,6,7,0,1,2,1,0,0,,4,,,396,0,9,405,659
25,SINALOA,2,LOS MOCHIS,1,AHOME,122,3,136,246,6,6,32,8,15,27,479,10,10,1,1,0,1,0,0,0,0,0,0,0,6,3,0,3,3,3,0,6,,15,,,1017,0,17,1034,1661
25,SINALOA,2,LOS MOCHIS,1,AHOME,123,1,50,85,6,1,9,6,4,17,138,2,6,1,0,0,0,0,1,0,0,0,0,0,7,3,0,3,0,0,0,0,,4,,,343,0,11,354,610
25,SINALOA,2,LOS MOCHIS,1,AHOME,124,1,30,43,1,3,5,3,4,4,82,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,,2,,,185,0,3,188,361
