ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
25,SINALOA,2,LOS MOCHIS,1,AHOME,11,B,1,0,B,34,51,4,4,3,2,3,8,106,5,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,2,0,0,,1,,,233,0,5,238,407,ACTA CASILLA,,,
25,SINALOA,2,LOS MOCHIS,1,AHOME,12,B,1,0,B,21,41,2,0,4,0,0,5,76,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,,0,,,158,0,8,166,286,ACTA CASILLA,,,
25,SINALOA,2,LOS MOCHIS,1,AHOME,13,B,1,0,B,34,32,0,3,7,2,3,3,96,5,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,1,0,0,,1,,,197,0,5,202,370,ACTA CASILLA,,,
25,SINALOA,2,LOS MOCHIS,1,AHOME,14,B,1,0,B,35,85,2,1,5,4,5,5,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,246,0,0,246,407,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,15,B,1,0,B,33,37,3,4,6,4,1,11,86,3,2,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,,0,,,200,0,0,200,338,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,16,B,1,0,B,32,50,1,4,6,0,6,4,87,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,2,,,200,0,3,203,310,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,17,B,1,0,B,26,32,3,0,7,2,2,7,87,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,,1,,,177,0,3,180,271,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,18,B,1,0,B,22,38,0,3,3,6,3,4,74,4,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,,,162,0,6,168,282,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,19,B,1,0,B,81,178,2,6,2,1,5,2,67,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,4,0,,4,,,361,0,6,367,543,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,20,B,1,0,B,75,195,1,2,8,3,3,2,55,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,,4,,,358,0,4,362,505,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,21,B,1,0,B,58,151,0,3,2,2,3,8,85,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,,0,,,323,2,5,330,392,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,22,B,1,0,B,76,160,7,3,7,1,8,13,143,2,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,1,0,0,,8,,,443,0,5,448,659,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,23,B,1,0,B,80,119,2,4,4,5,2,12,147,4,11,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,,8,,,407,0,4,411,566,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,24,B,1,0,B,83,71,2,3,5,2,3,5,40,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,,2,,,226,0,10,236,364,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,25,B,1,0,B,41,92,4,4,6,2,6,13,175,6,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,,2,,,359,0,4,363,546,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,26,B,1,0,B,85,119,5,6,10,6,9,15,192,8,1,0,1,1,0,0,0,0,0,0,0,0,8,2,1,0,3,0,0,1,,4,,,477,1,7,485,716,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,27,B,1,0,B,51,64,1,2,1,2,0,2,71,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,,3,,,204,0,7,211,302,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,28,B,1,0,B,79,214,1,5,2,1,10,2,34,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,,3,,,364,0,5,369,474,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,29,B,1,0,B,61,82,2,0,2,2,4,5,38,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,,2,,,206,0,4,210,317,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,30,B,1,0,B,45,71,3,0,8,1,2,3,81,4,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,1,0,0,,1,,,227,0,1,228,323,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,31,B,1,0,B,28,59,2,2,4,1,3,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,,0,,,148,0,1,149,205,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,32,B,1,0,B,52,75,9,9,7,4,7,7,113,6,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,,7,,,311,0,10,321,478,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,33,B,1,0,B,59,54,7,2,16,6,3,4,156,3,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,,6,,,326,0,5,331,505,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,34,B,1,0,B,35,33,3,2,2,2,1,2,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,140,0,8,148,210,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,35,B,1,0,B,94,132,4,1,4,4,5,6,196,10,4,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,3,0,0,,4,,,477,0,3,480,737,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,36,B,1,0,B,7,38,5,2,9,3,4,1,56,1,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,3,,,135,0,6,141,225,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,37,B,1,0,B,32,34,0,0,1,2,1,1,47,1,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,,1,,,129,0,2,131,212,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,38,B,1,0,B,15,32,0,1,6,1,0,2,57,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,,0,,,122,3,2,127,175,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,39,B,1,0,B,77,78,14,5,13,5,7,15,155,3,5,0,2,0,0,0,0,0,0,2,0,0,2,8,0,0,2,2,0,0,,0,,,395,0,15,410,696,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,40,B,1,0,B,15,39,3,3,2,1,3,3,65,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,1,,0,,,146,0,8,154,222,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,41,B,1,0,B,52,61,3,4,15,4,3,5,84,5,4,2,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,1,0,0,,2,,,255,0,6,261,409,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,42,B,1,0,B,0,61,1,4,6,1,2,9,103,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,192,0,14,206,441,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,43,B,1,0,B,47,51,6,1,15,5,0,9,121,2,3,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,3,1,1,0,,0,,,274,0,16,290,454,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,44,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,332,PAQUETE NO ENTREGADO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,45,B,1,0,B,46,47,10,6,14,2,1,9,96,3,3,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,3,,0,,,249,0,17,266,432,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,46,B,1,0,B,35,73,2,2,3,3,3,8,111,4,2,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,3,2,0,0,,3,,,260,0,13,273,402,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,47,B,1,0,B,41,52,6,2,4,0,4,7,120,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,,6,,,253,0,1,254,395,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,48,B,1,0,B,41,107,3,4,5,3,2,8,142,3,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,1,0,0,,5,,,340,0,4,344,507,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,50,B,1,0,B,22,51,1,1,1,0,2,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,,3,,,138,0,0,138,210,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,51,B,1,0,B,26,50,2,2,3,2,4,2,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,,,133,0,5,138,215,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,52,B,1,0,B,55,92,0,7,6,3,0,3,77,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,,6,,,259,0,4,263,387,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,53,B,1,0,B,42,47,0,0,3,2,2,2,63,4,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,2,0,0,,0,,,182,0,0,182,302,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,54,B,1,0,B,32,72,2,1,2,1,0,1,43,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,,1,,,165,0,2,167,271,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,55,B,1,0,B,38,117,2,12,11,5,6,2,117,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,,0,,,322,0,5,327,495,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,56,B,1,0,B,22,40,2,3,0,1,5,7,73,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,2,,,161,0,6,167,241,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,57,B,1,0,B,36,43,3,0,6,2,2,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,,0,,,167,0,7,174,268,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,58,B,1,0,B,28,35,2,2,1,3,1,2,86,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,2,,,169,0,1,170,250,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,59,B,1,0,B,17,21,1,2,5,3,6,6,73,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,,142,0,3,145,222,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,60,B,1,0,B,16,46,3,2,2,2,7,3,47,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,,137,0,6,143,217,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,61,B,1,0,B,41,82,2,6,9,3,1,18,101,2,5,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,2,0,1,0,,4,,,288,0,3,291,452,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,62,B,1,0,B,19,54,2,2,2,1,1,3,53,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,140,0,6,146,239,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,63,B,1,0,B,64,107,24,2,5,4,2,6,167,3,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,4,,,401,0,11,412,641,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,64,B,1,0,B,23,57,1,2,2,3,2,3,63,3,3,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,3,0,3,0,,4,,,182,0,6,188,270,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,65,B,1,0,B,33,41,0,0,4,2,0,5,77,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,,0,,,175,1,4,180,317,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,66,B,1,0,B,28,59,0,3,7,0,4,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,2,,,119,0,3,122,248,GRUPO DE RECUENTO,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,67,B,1,0,B,33,60,1,3,2,5,4,10,70,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,,3,,,202,0,3,205,302,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,68,B,1,0,B,21,47,1,1,2,4,5,5,89,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,184,0,5,189,291,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,69,B,1,0,B,57,121,9,4,10,10,7,19,169,6,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,,0,,,425,0,6,431,722,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,70,B,1,0,B,29,45,3,6,5,2,0,1,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,,2,,,163,1,3,167,265,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,71,B,1,0,B,7,30,2,2,2,0,0,0,43,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,,91,0,0,91,147,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,72,B,1,0,B,24,53,1,2,3,2,2,6,64,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,,1,,,168,2,0,170,254,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,73,B,1,0,B,31,53,0,3,2,0,1,4,40,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,138,0,0,138,215,GRUPO DE RECUENTO,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,74,B,1,0,B,2,32,2,4,1,3,6,3,68,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,,0,,,130,0,1,131,233,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,75,B,1,0,B,28,60,4,2,1,2,1,5,76,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,2,,,188,0,4,192,283,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,76,B,1,0,B,14,39,1,1,2,4,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,,,78,0,4,82,179,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,77,B,1,0,B,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,69,0,0,0,61,0,0,0,,0,,,167,0,4,171,248,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,78,B,1,0,B,15,46,5,0,1,0,3,1,53,2,1,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,2,0,0,,2,,,143,0,1,144,242,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,79,B,1,0,B,39,61,2,0,3,3,6,2,84,7,2,0,1,3,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,,3,,,221,0,4,225,356,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,80,B,1,0,B,57,95,3,2,15,0,8,13,203,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,1,,11,,,421,0,10,431,672,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,81,B,1,0,B,43,58,1,1,7,4,3,14,134,1,2,1,2,0,0,0,1,1,0,1,0,0,2,2,0,3,4,5,0,0,,3,,,293,0,8,301,564,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,82,B,1,0,B,41,131,1,5,5,1,4,6,91,0,2,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,6,4,0,0,,6,,,309,0,4,313,468,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,83,B,1,0,B,38,81,2,2,10,4,2,4,101,2,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,4,1,0,,0,,,263,0,11,274,511,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,84,B,1,0,B,30,91,8,6,11,1,4,3,114,8,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,3,4,4,0,0,,3,,,298,0,19,317,594,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,85,B,1,0,B,28,35,3,1,13,3,2,6,83,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,2,1,0,0,,7,,,192,0,7,199,347,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,86,B,1,0,B,33,52,3,3,7,7,3,7,128,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,3,,,255,0,6,261,454,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,87,B,1,0,B,39,62,4,2,10,5,9,12,159,1,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,0,,7,,,322,0,2,324,577,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,88,B,1,0,B,41,69,3,3,16,2,6,10,173,3,1,1,0,0,1,0,1,0,0,0,0,0,8,4,1,1,1,2,0,0,,6,,,353,0,6,359,632,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,89,B,1,0,B,43,48,2,7,13,2,4,13,123,7,3,1,0,1,0,0,1,0,0,0,0,0,0,3,1,2,4,0,1,0,,2,,,281,0,7,288,518,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,90,B,1,0,B,46,57,3,2,19,3,3,12,151,5,4,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,,5,,,319,0,11,330,539,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,91,B,1,0,B,60,93,4,3,12,5,5,7,139,8,4,0,1,1,0,0,1,1,1,0,0,0,3,1,1,3,3,5,1,0,,5,,,367,5,7,379,615,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,92,B,1,0,B,27,42,7,3,9,0,4,1,80,6,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,,2,,,194,0,7,201,350,ACTA CASILLA,,,
25,SINALOA,5,LOS MOCHIS,1,AHOME,93,B,1,0,B,41,36,3,4,11,5,0,9,101,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,,8,,,230,0,10,240,385,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,94,B,1,0,B,20,180,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,243,0,3,246,143,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,95,B,1,0,B,41,65,3,5,16,3,4,14,136,7,4,0,0,0,0,0,0,0,1,0,0,0,13,2,0,4,0,0,0,0,,8,,,326,0,13,339,620,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,96,B,1,0,B,41,83,2,7,9,3,2,3,109,7,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,3,1,0,,7,,,286,0,7,293,492,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,97,B,1,0,B,48,109,6,8,7,2,5,17,198,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,7,,,418,0,4,422,642,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,98,B,1,0,B,51,101,3,4,3,5,8,9,199,12,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,,7,,,412,8,0,420,599,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,99,B,1,0,B,42,113,6,0,3,4,10,4,200,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,,,395,0,2,397,639,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,100,B,1,0,B,56,82,3,5,4,2,5,9,134,10,5,1,1,1,0,0,1,0,0,0,0,0,1,1,0,3,3,1,0,0,,2,,,330,7,0,337,501,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,101,B,1,0,B,63,78,2,2,5,3,4,10,160,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,,9,,,348,0,5,353,528,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,102,B,1,0,B,42,96,4,9,6,9,18,199,9,7,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,,11,,,425,0,9,434,739,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,103,B,1,0,B,53,111,3,3,7,4,4,13,156,3,0,1,1,0,0,0,10,0,0,0,0,0,1,10,0,1,5,0,0,0,,0,,,386,0,0,386,669,ACTA CASILLA,,,
25,SINALOA,4,LOS MOCHIS,1,AHOME,104,B,1,0,B,9,24,2,3,5,5,0,4,27,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,2,,,90,0,3,93,153,ACTA CASILLA,,,
