CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND6,PRI_PVEM,CC_PRD_PT_PH_ES,CC_PRD_PT_PH,CC_PRD_PT_ES,CC_PT_PH_ES,CC_PRD_PT,CC_PRD_ES,CC_PRD_NVA_ALIANZA,CC_PT_ES,CC_PAN_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2327,B,95,72,130,3,3,12,22,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,348,9,357,487,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2327,C01,82,75,138,1,7,12,21,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,347,4,351,487,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2328,B,276,48,83,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,6,437,611,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2328,C01,250,63,67,1,7,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,14,435,610,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2329,B,241,28,61,0,4,3,2,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,356,7,363,502,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2329,C01,229,51,46,1,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,7,349,502,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2330,B,75,49,103,1,5,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240,7,247,385,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2330,C01,98,48,64,1,3,0,1,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,225,3,228,384,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2331,B,52,145,154,0,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,10,377,665,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2332,B,48,62,146,2,5,1,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279,3,282,442,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2332,C01,37,58,127,0,3,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,233,5,238,442,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2333,B,116,52,267,2,7,2,2,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,456,6,462,701,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2334,B,131,92,134,0,2,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,374,619,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2335,B,40,93,106,3,5,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,259,9,268,404,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2335,C01,49,108,107,1,4,3,5,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,289,0,289,403,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2335,E01,35,11,60,1,1,1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,7,127,161,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2336,B,101,93,65,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,262,8,270,380,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2337,B,26,176,188,0,5,1,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,404,10,414,617,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2338,B,52,68,139,0,7,2,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,277,7,284,438,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2338,C01,48,75,150,1,5,2,2,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,293,9,302,438,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2339,B,29,164,67,5,3,3,19,6,1,1,0,1,0,1,0,0,0,0,0,0,0,1,300,10,311,582,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2339,C01,35,172,72,4,6,2,15,4,1,1,0,1,0,2,0,0,0,0,0,0,0,0,315,10,325,582,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2340,B,37,172,112,6,7,4,20,10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,372,18,390,700,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2340,C01,48,172,115,3,0,2,49,7,1,0,0,7,0,2,0,0,0,0,0,0,0,0,406,19,425,700,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2341,B,134,34,43,53,7,2,89,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,390,54,444,687,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2341,C01,121,45,54,56,11,1,79,23,4,2,0,2,0,3,0,0,0,0,0,0,0,0,401,33,434,687,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2342,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,SIN BOLETAS,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2342,C01,106,25,19,29,6,1,45,4,0,1,0,1,0,5,0,0,0,0,0,0,0,0,242,22,264,424,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2343,B,164,77,45,30,13,4,59,21,8,1,0,1,0,2,0,0,0,0,0,0,0,0,425,42,467,679,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2343,E01,54,32,97,9,8,0,29,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,242,11,253,496,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2344,B,32,62,24,2,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,7,144,419,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2344,E01,14,18,11,5,1,0,13,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,69,7,76,205,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2345,B,10,22,11,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,55,157,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2345,E01,12,71,29,3,4,0,12,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,136,2,138,274,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2346,B,25,54,32,0,2,0,14,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,132,5,137,417,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2347,B,12,54,161,1,1,1,2,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,241,7,248,490,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2348,B,15,31,183,0,0,1,5,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,273,1,274,466,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2348,C01,12,42,156,0,2,1,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,231,0,231,466,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2349,B,12,16,93,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,7,138,223,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2349,E01,16,38,100,5,0,0,11,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,231,7,238,560,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2350,B,38,175,71,1,0,0,28,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,317,24,341,647,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2350,C01,54,171,46,0,2,0,18,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,296,19,315,646,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2350,C02,39,199,67,3,2,0,9,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,326,8,334,646,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2351,B,31,77,42,1,4,0,41,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,200,11,211,362,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2352,B,26,90,42,0,3,3,22,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,189,0,189,433,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2352,C01,17,88,44,3,4,0,40,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,201,7,208,433,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2353,B,42,54,100,3,3,1,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,213,12,225,345,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2353,E01,37,59,72,4,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7,191,359,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2354,B,30,75,41,3,7,2,25,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,191,12,203,415,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2354,C01,47,77,43,4,3,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,8,199,415,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2355,B,8,52,48,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,7,123,217,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2355,E01,9,53,30,5,7,0,33,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,142,6,148,295,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2356,B,13,38,31,2,2,0,8,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,98,8,106,325,ACTA CASILLA,,,
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2356,E01,6,16,17,3,3,0,24,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,5,78,159,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2357,B,36,106,121,4,97,19,4,89,0,1,0,1,0,0,1,0,0,0,0,0,0,0,479,21,500,677,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2357,C01,45,113,114,6,111,18,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,14,473,676,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2358,B,22,63,70,1,91,3,0,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,287,14,301,440,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2358,C01,19,68,51,5,110,5,4,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,293,13,306,439,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2359,B,32,129,137,5,77,20,7,59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,469,17,486,720,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2360,B,45,32,75,1,60,11,6,40,0,2,0,1,0,0,0,0,0,0,0,0,0,0,273,9,282,575,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2360,C01,37,114,72,1,62,3,7,59,0,2,0,0,0,0,1,0,0,0,0,0,0,0,358,9,367,574,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2360,C02,40,116,57,2,65,10,10,65,0,2,0,0,0,0,1,0,0,0,0,0,0,0,368,12,380,574,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2361,B,26,168,75,3,80,10,9,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,413,10,423,614,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2361,C01,34,134,67,5,97,9,8,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,406,16,422,613,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2361,C02,34,137,66,0,77,18,4,56,0,1,0,2,0,0,1,0,0,0,0,0,0,0,396,16,412,613,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2362,B,46,156,88,2,117,5,2,71,0,2,0,2,0,0,0,0,0,0,0,0,0,0,491,20,511,682,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2362,C01,43,140,123,4,90,6,5,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,465,11,476,682,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2363,B,13,58,40,1,25,0,3,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,10,194,401,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2363,C01,8,57,58,3,21,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,8,192,400,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2364,B,15,72,56,0,42,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,194,10,204,423,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2365,B,22,65,38,1,34,4,5,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234,8,242,547,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2365,C01,17,67,50,2,31,7,7,55,0,1,0,1,0,0,2,0,0,0,0,0,0,1,240,16,257,547,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2366,B,11,44,35,2,65,4,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,14,198,466,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2366,C01,8,27,44,1,88,2,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,199,4,203,466,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2367,B,7,70,120,4,28,1,3,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,258,6,264,429,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2367,C01,19,87,95,1,38,2,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,261,5,266,429,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2368,B,16,63,33,3,74,4,11,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,262,8,270,438,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2368,C01,16,45,44,4,71,5,5,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,253,2,255,437,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2369,B,25,95,85,5,146,1,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,6,408,707,ACTA CASILLA,,,
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2369,C01,19,91,85,2,142,1,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,380,10,390,706,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2370,B,49,93,22,4,9,4,7,81,3,1,0,3,3,0,0,0,0,0,0,0,0,0,279,4,283,437,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2370,C01,44,97,22,0,4,3,8,84,3,3,0,1,0,0,0,0,0,0,0,0,0,0,269,7,276,436,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2371,B,38,96,22,7,5,2,1,76,1,1,0,1,0,0,0,0,0,0,0,0,0,0,250,12,262,385,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2371,C01,29,82,23,4,4,3,4,106,5,2,0,3,0,0,0,0,0,0,0,0,0,0,265,9,274,385,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2372,B,65,147,46,1,8,2,5,134,5,0,0,0,4,0,0,0,0,0,0,0,0,0,417,11,428,692,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2373,B,48,113,63,0,0,0,3,115,9,0,0,0,0,0,0,0,0,0,0,0,0,0,351,19,370,634,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2373,C01,62,91,76,4,3,7,4,114,7,3,0,2,2,0,0,0,0,0,0,0,0,16,375,392,783,633,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2374,B,37,105,55,2,4,5,7,195,4,2,0,1,3,0,0,0,0,0,0,0,0,0,420,16,436,669,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2374,C01,40,103,35,1,9,4,8,185,0,2,0,1,2,0,0,0,0,0,0,0,0,0,390,18,408,668,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2375,B,51,131,63,6,8,2,4,134,4,3,0,1,2,0,0,0,0,0,0,0,0,0,409,18,427,672,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2375,C01,43,120,46,3,10,2,3,165,8,2,0,5,1,0,0,0,0,0,0,0,0,0,408,15,423,671,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2376,B,67,159,32,6,6,3,2,156,2,4,0,5,1,0,0,0,0,0,0,0,0,0,443,6,449,659,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2377,B,63,92,18,2,12,4,2,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,295,437,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2377,C01,40,101,30,3,6,4,4,84,1,2,0,1,1,0,0,0,0,0,0,0,0,0,277,0,277,436,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2378,B,24,135,77,5,4,4,4,95,0,2,0,0,1,0,0,0,0,0,0,0,0,0,351,12,363,556,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2378,C01,26,129,90,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,341,555,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2379,B,35,103,86,4,5,4,3,138,2,1,0,5,2,0,0,0,0,0,0,0,0,0,388,13,401,641,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2379,C01,47,90,97,12,7,2,5,97,4,4,0,0,5,0,0,0,0,0,0,0,0,0,370,16,386,641,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2379,C02,41,83,106,6,12,4,6,112,3,1,0,0,1,0,0,0,0,0,0,0,0,0,375,9,384,641,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,B,41,109,108,1,7,2,6,124,1,2,0,3,1,0,0,0,0,0,0,0,0,0,405,18,423,666,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,C01,33,85,127,6,11,1,3,102,2,1,0,2,2,0,0,0,0,0,0,0,0,0,375,11,386,666,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,C02,42,118,120,5,3,1,5,90,1,1,0,2,4,0,0,0,0,0,0,0,0,0,392,12,404,666,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,C03,27,71,115,3,6,1,4,98,4,2,0,0,5,0,0,0,0,0,0,0,0,0,336,16,352,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,C04,24,80,121,6,9,1,2,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,354,15,369,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2380,C05,22,113,89,3,5,2,1,92,4,1,0,0,2,0,0,0,0,0,0,0,0,0,334,9,343,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2381,B,59,82,140,2,6,6,3,55,3,1,0,1,12,0,0,0,0,0,0,0,0,0,370,11,381,643,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2381,C01,41,83,175,8,4,1,4,30,1,0,0,0,2,0,0,0,0,0,0,0,0,0,349,0,349,643,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2382,B,13,29,36,0,0,1,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2,138,234,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2383,B,7,47,87,1,2,1,2,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,191,2,193,483,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2383,C01,3,39,100,5,2,1,4,37,3,1,0,1,4,0,0,0,0,0,0,0,0,0,200,3,203,482,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2384,B,9,99,103,6,3,2,2,51,3,0,0,3,2,0,0,0,0,0,0,0,0,0,283,16,299,483,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2384,C01,25,81,108,3,3,2,4,65,2,0,0,5,1,0,0,0,0,0,0,0,0,0,299,12,311,483,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2385,B,24,66,71,8,4,2,7,81,6,6,0,2,0,0,0,0,0,0,0,0,0,0,277,7,284,458,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2385,C01,22,80,61,4,8,4,3,99,2,1,0,2,0,0,0,0,0,0,0,0,0,0,286,7,293,458,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2386,B,8,68,95,8,3,1,3,38,1,1,0,2,1,0,0,0,0,0,0,0,0,0,229,29,258,446,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2386,C01,5,98,78,5,1,1,2,66,3,1,0,0,2,0,0,0,0,0,0,0,0,0,262,10,272,445,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2387,B,4,55,43,4,3,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,115,5,120,376,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,107,YURÉCUARO,2388,B,23,33,70,10,2,4,11,99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,256,8,264,609,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2389,B,85,70,49,16,20,79,6,20,0,4,0,0,0,0,0,0,0,0,0,0,0,1,349,32,382,693,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2389,C01,80,64,49,15,25,74,15,30,0,4,0,1,0,0,0,0,0,0,0,0,0,0,357,32,389,692,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2390,B,71,67,70,23,18,70,10,13,0,8,0,0,0,0,1,0,0,0,0,0,0,0,351,25,376,735,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2390,C01,60,73,83,16,18,74,7,26,0,10,0,0,0,0,2,0,0,0,0,0,0,0,369,29,398,734,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2390,C02,59,78,75,15,13,83,7,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,363,40,403,734,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,B,46,55,70,25,20,48,7,12,0,3,0,0,0,0,1,0,0,0,0,0,0,0,287,25,312,621,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,C01,50,65,70,27,17,42,6,11,0,5,0,0,0,0,4,0,0,0,0,0,0,0,297,15,312,621,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,C02,42,55,80,21,34,37,2,12,0,8,0,1,0,0,2,0,0,0,0,0,0,0,294,21,315,621,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,C03,63,61,60,23,25,55,4,10,0,5,0,2,0,0,0,0,0,0,0,0,0,0,308,17,325,621,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,C04,50,71,78,20,16,29,6,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,292,13,305,620,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2392,B,33,37,51,16,16,50,9,30,0,5,0,0,0,0,2,0,0,0,0,0,0,1,249,23,273,547,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2392,C01,38,44,42,14,10,60,9,25,0,5,0,0,0,0,1,0,0,0,0,0,0,2,248,25,275,546,ACTA CASILLA,,,
