Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI,PRD,PT,PVEM,PCP,PMC,PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRD_PT_PMC,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,PRI_PVEM,PRD_PT_PMC,CC_1,CC_2,CC_3
1,20,MATEHUALA ,505,C01,613,133,96,17,7,2,17,2,6,41,32,10,0,363,10,373,180,130,36,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,506,B01,518,131,73,15,4,4,12,10,6,39,12,3,0,309,8,317,176,89,32,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,506,C01,518,110,91,14,7,3,11,7,3,30,20,5,0,301,5,306,143,114,33,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,507,B01,588,127,106,8,5,3,12,1,2,39,33,6,0,342,4,346,168,142,20,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,507,C01,588,117,85,14,5,1,22,2,5,27,28,8,0,314,10,324,149,114,29,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,508,B01,642,106,103,8,5,2,9,4,6,34,27,6,0,310,14,324,146,132,23,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,508,C01,641,111,103,19,6,5,4,3,5,37,15,8,0,316,8,324,153,123,36,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,509,B01,622,93,126,12,4,4,7,0,9,27,31,4,0,317,0,317,129,161,20,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,509,C01,621,84,115,4,5,6,10,8,6,33,37,6,0,314,11,325,123,158,23,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,509,C02,621,48,140,8,2,3,8,0,9,17,33,6,0,274,1,275,74,176,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,510,B01,632,121,108,6,4,1,10,3,8,21,29,4,0,315,7,322,150,138,17,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,510,C01,632,118,105,5,4,10,7,1,10,23,30,4,0,317,14,331,151,145,14,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,511,B01,637,134,108,17,15,2,20,9,12,39,36,10,0,402,11,413,185,146,51,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,511,C01,637,128,103,26,8,4,22,7,7,28,37,13,0,383,10,393,163,144,54,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,512,B01,527,91,103,10,4,6,11,0,3,54,23,6,0,311,10,321,148,132,20,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,512,C01,527,127,81,11,6,6,12,2,3,50,18,5,0,321,10,331,180,105,24,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,513,B01,643,103,94,20,3,4,13,3,5,54,41,9,0,349,14,363,162,139,35,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,513,C01,642,112,107,3,1,5,7,1,9,64,43,10,0,362,15,377,185,155,15,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,513,C02,642,128,110,15,7,2,5,4,7,65,34,10,0,387,11,398,200,146,36,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,514,B01,626,145,100,10,6,5,14,4,3,38,22,5,0,352,5,357,186,127,25,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,514,C01,625,135,96,10,3,8,12,3,4,37,31,8,0,347,4,351,176,135,24,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,515,B01,601,132,103,13,5,1,5,2,8,42,24,6,0,341,10,351,182,128,26,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,515,C01,601,131,103,13,4,3,12,4,8,33,18,7,0,336,9,345,172,124,28,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,515,C02,601,121,110,18,4,3,13,3,10,57,23,7,0,369,10,379,188,136,32,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,516,B01,419,101,59,10,4,3,18,3,3,24,21,7,0,253,8,261,128,83,24,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,516,C01,418,81,76,11,2,6,8,1,3,24,18,8,0,238,8,246,108,100,22,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,517,B01,575,118,124,16,11,7,15,10,2,40,29,4,0,376,6,382,160,160,41,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,517,C01,574,123,102,13,5,10,8,6,7,35,37,9,0,355,2,357,165,149,33,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,518,B01,672,109,143,9,2,9,17,2,5,29,38,5,0,368,7,375,143,190,18,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,518,C01,672,112,116,11,8,10,18,3,7,36,35,9,0,365,9,374,155,161,31,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,518,C02,671,109,118,9,8,12,14,4,6,34,42,3,0,359,9,368,149,172,24,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,518,C03,671,128,122,8,6,4,13,6,5,41,38,13,0,384,7,391,174,164,33,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,519,B01,410,74,63,6,0,1,12,0,0,31,36,4,0,227,11,238,105,100,10,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,519,C01,410,60,86,3,1,6,18,1,6,18,37,5,0,241,8,249,84,129,10,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,520,B01,486,91,85,4,5,4,18,0,5,28,22,3,0,265,11,276,124,111,12,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,520,C01,486,98,98,12,5,7,12,3,2,39,23,4,0,303,5,308,139,128,24,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,521,B01,576,124,106,8,5,6,17,1,7,45,46,2,0,367,2,369,176,158,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,521,C01,576,112,93,14,3,6,16,1,8,39,31,5,0,328,8,336,159,130,23,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,521,C02,575,102,86,8,3,8,16,1,12,57,39,4,0,336,11,347,171,133,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,522,B01,485,78,85,9,6,4,13,2,8,24,28,4,0,261,7,268,110,117,21,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,522,C01,485,93,93,10,0,4,9,0,4,28,26,1,0,268,13,281,125,123,11,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,523,B01,491,76,89,4,1,3,6,2,8,26,31,6,0,252,8,260,110,123,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,523,C01,491,72,75,15,2,5,13,2,7,34,21,3,0,249,9,258,113,101,22,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,524,B01,568,82,97,11,4,3,11,1,4,21,42,6,0,282,4,286,107,142,22,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,524,C01,568,86,97,18,7,2,14,1,4,30,32,7,0,298,9,307,120,131,33,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,525,B01,511,94,82,4,3,2,10,0,7,24,17,4,0,247,4,251,125,101,11,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,525,C01,510,82,88,3,1,5,10,0,10,25,23,3,0,250,12,262,117,116,7,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,525,C02,510,118,77,7,3,3,13,1,2,30,22,6,0,282,0,282,150,102,17,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,526,B01,610,73,99,5,4,5,12,1,3,34,23,3,0,262,7,269,110,127,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,526,C01,610,85,84,9,4,4,13,2,8,22,26,8,0,265,5,270,115,114,23,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,526,C02,610,84,87,7,6,3,17,1,6,24,37,9,0,281,12,293,114,127,23,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,527,B01,606,91,99,11,0,5,9,1,7,31,41,4,0,299,5,304,129,145,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,527,C01,606,70,99,3,3,2,5,3,10,31,58,6,0,290,13,303,111,159,15,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,527,C02,605,72,114,9,0,4,15,2,6,21,48,2,0,293,8,301,99,166,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,527,C03,605,97,65,6,3,5,8,0,6,24,37,7,0,258,10,268,127,107,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,528,B01,381,44,87,1,8,3,0,0,4,11,14,4,0,176,5,181,59,104,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,529,B01,443,69,85,1,3,5,1,0,4,13,15,0,0,196,4,200,86,105,4,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,530,B01,275,61,70,8,5,3,0,2,1,19,24,2,0,195,5,200,81,97,17,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,531,B01,589,84,101,4,7,10,2,1,9,23,46,6,0,293,13,306,116,157,18,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,531,C01,588,109,94,4,3,5,4,0,8,22,36,1,0,286,10,296,139,135,8,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,532,B01,428,28,99,3,2,3,2,2,3,11,39,0,0,192,2,194,42,141,7,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,532,C01,427,27,122,3,2,4,1,2,3,10,28,2,0,204,10,214,40,154,9,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,533,B01,638,137,123,22,10,3,17,2,3,33,27,13,0,390,7,397,173,153,47,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,534,B01,198,21,63,8,4,0,4,0,3,3,17,4,0,127,10,137,27,80,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,535,B01,119,14,39,2,5,2,0,2,1,1,9,1,0,76,4,80,16,50,10,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,536,B01,747,103,140,4,5,5,2,3,4,31,52,1,0,350,20,370,138,197,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,536,C01,746,66,141,9,2,7,3,3,6,51,67,2,0,357,10,367,123,215,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,537,B01,110,6,39,2,2,1,1,0,1,4,7,0,0,63,2,65,11,47,4,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,538,B01,143,43,42,1,3,1,0,0,2,6,2,1,0,101,4,105,51,45,5,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,539,B01,388,56,85,10,3,9,1,4,1,12,15,8,0,204,7,211,69,109,25,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,540,B01,492,86,92,3,4,5,5,1,8,55,33,3,0,295,14,309,149,130,11,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,541,B01,678,119,132,10,3,10,4,1,4,38,41,2,0,364,17,381,161,183,16,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,542,B01,208,32,57,0,2,1,1,0,0,7,25,0,0,125,4,129,39,83,2,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,543,B01,198,13,61,0,0,2,0,0,1,3,10,0,0,90,2,92,17,73,0,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,544,B01,450,52,120,4,3,10,3,0,5,11,32,1,0,241,18,259,68,162,8,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,545,B01,740,58,184,7,9,10,15,3,5,4,27,3,0,325,17,342,67,221,22,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,545,E01,231,6,57,3,2,1,1,0,3,1,15,1,0,90,6,96,10,73,6,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,546,B01,346,26,94,4,1,6,0,0,2,6,40,1,0,180,8,188,34,140,6,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,547,B01,428,76,91,4,1,5,5,1,3,23,30,3,0,242,13,255,102,126,9,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,548,B01,307,29,70,2,2,1,0,2,3,6,12,2,0,129,4,133,38,83,8,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,549,B01,573,73,116,4,2,9,0,0,7,11,26,0,0,248,6,254,91,151,6,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,550,B01,417,59,88,3,1,2,1,1,2,15,18,0,0,190,7,197,76,108,5,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,551,B01,220,48,35,0,3,0,0,0,5,7,6,1,0,105,5,110,60,41,4,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,552,B01,655,39,162,3,3,5,3,1,2,10,76,5,0,309,14,323,51,243,12,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,553,B01,572,51,152,2,5,6,1,2,2,2,35,4,0,262,17,279,55,193,13,PAN_PNA,PRI_PVEM,PRD_PT_PMC
1,20,MATEHUALA ,554,B01,437,71,110,6,1,6,2,1,3,7,15,1,0,223,10,233,81,131,9,PAN_PNA,PRI_PVEM,PRD_PT_PMC
