id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,pan-panal,pri,prd,pt,pvem,pc,pa,noregistrados,anulados,total
1,5/8/2007,12,Ayuntamientos,1,0,19,1,C,Contigua,0,1,AGUASCALIENTES,541,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,86,71,4,4,4,46,0,0,25,240
1,5/8/2007,12,Ayuntamientos,1,0,19,1,B,Basica,0,1,AGUASCALIENTES,540,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,70,84,10,2,5,61,1,0,8,241
1,5/8/2007,12,Ayuntamientos,1,0,20,1,C,Contigua,0,1,AGUASCALIENTES,568,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,79,78,7,2,8,61,2,1,7,245
1,5/8/2007,12,Ayuntamientos,1,0,20,1,B,Basica,0,1,AGUASCALIENTES,567,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,88,74,15,7,6,72,3,0,17,282
1,5/8/2007,12,Ayuntamientos,1,0,21,1,B,Basica,0,1,AGUASCALIENTES,717,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,93,82,18,7,5,64,2,1,4,276
1,5/8/2007,12,Ayuntamientos,1,0,21,1,C,Contigua,0,1,AGUASCALIENTES,718,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,88,88,6,0,8,62,1,0,17,270
1,5/8/2007,12,Ayuntamientos,1,0,22,1,C,Contigua,0,1,AGUASCALIENTES,426,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,68,65,8,0,1,34,2,0,5,183
1,5/8/2007,12,Ayuntamientos,1,0,22,1,B,Basica,0,1,AGUASCALIENTES,425,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,72,58,3,2,3,39,0,0,5,182
1,5/8/2007,12,Ayuntamientos,1,0,23,1,B,Basica,0,1,AGUASCALIENTES,539,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,77,68,6,0,1,62,3,0,10,227
1,5/8/2007,12,Ayuntamientos,1,0,23,1,C,Contigua,0,1,AGUASCALIENTES,540,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,84,64,4,4,2,54,4,0,8,224
1,5/8/2007,12,Ayuntamientos,1,0,24,1,B,Basica,0,1,AGUASCALIENTES,701,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,103,79,3,2,9,64,7,0,9,276
1,5/8/2007,12,Ayuntamientos,1,0,25,1,B,Basica,0,1,AGUASCALIENTES,523,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,42,11,0,5,47,3,0,9,207
1,5/8/2007,12,Ayuntamientos,1,0,25,1,C,Contigua,0,1,AGUASCALIENTES,523,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,91,60,5,2,8,55,3,0,7,231
1,5/8/2007,12,Ayuntamientos,1,0,26,1,C,Contigua,0,1,AGUASCALIENTES,607,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,106,83,6,5,8,64,1,0,6,279
1,5/8/2007,12,Ayuntamientos,1,0,26,1,B,Basica,0,1,AGUASCALIENTES,606,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,109,81,7,4,7,47,1,0,21,277
1,5/8/2007,12,Ayuntamientos,1,0,27,1,B,Basica,0,1,AGUASCALIENTES,657,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,113,81,9,6,7,56,4,0,13,289
1,5/8/2007,12,Ayuntamientos,1,0,28,1,B,Basica,0,1,AGUASCALIENTES,473,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,61,58,9,1,2,29,2,0,6,168
1,5/8/2007,12,Ayuntamientos,1,0,29,1,B,Basica,0,1,AGUASCALIENTES,510,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,60,61,6,1,2,46,3,0,5,184
1,5/8/2007,12,Ayuntamientos,1,0,29,1,C,Contigua,0,1,AGUASCALIENTES,510,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,67,80,8,2,5,52,2,0,8,224
1,5/8/2007,12,Ayuntamientos,1,0,30,1,B,Basica,0,1,AGUASCALIENTES,730,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,94,78,7,2,6,65,1,2,6,261
1,5/8/2007,12,Ayuntamientos,1,0,31,1,C,Contigua,0,1,AGUASCALIENTES,507,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,80,57,7,0,9,50,2,0,9,214
1,5/8/2007,12,Ayuntamientos,1,0,31,1,B,Basica,0,1,AGUASCALIENTES,506,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,91,59,11,2,10,33,2,0,9,217
1,5/8/2007,12,Ayuntamientos,1,0,32,1,C,Contigua,0,1,AGUASCALIENTES,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,84,92,6,2,10,47,0,0,8,249
1,5/8/2007,12,Ayuntamientos,1,0,32,1,B,Basica,0,1,AGUASCALIENTES,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,110,79,5,2,5,44,2,0,5,252
1,5/8/2007,12,Ayuntamientos,1,0,33,1,B,Basica,0,1,AGUASCALIENTES,481,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,52,73,5,1,5,58,0,0,11,205
1,5/8/2007,12,Ayuntamientos,1,0,33,1,C,Contigua,0,1,AGUASCALIENTES,481,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,63,42,7,3,5,53,1,0,7,181
1,5/8/2007,12,Ayuntamientos,1,0,34,1,B,Basica,0,1,AGUASCALIENTES,419,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,102,19,2,1,2,28,1,0,7,162
1,5/8/2007,12,Ayuntamientos,1,0,34,1,C,Contigua,0,1,AGUASCALIENTES,419,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,88,21,0,3,9,36,1,1,3,162
1,5/8/2007,12,Ayuntamientos,1,0,35,1,C,Contigua,0,1,AGUASCALIENTES,550,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,71,4,0,5,68,4,0,7,255
1,5/8/2007,12,Ayuntamientos,1,0,35,2,C,Contigua,0,1,AGUASCALIENTES,550,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,61,6,1,8,55,1,1,11,240
1,5/8/2007,12,Ayuntamientos,1,0,35,1,B,Basica,0,1,AGUASCALIENTES,549,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,77,71,10,1,5,43,1,0,13,221
1,5/8/2007,12,Ayuntamientos,1,0,36,1,B,Basica,0,1,AGUASCALIENTES,498,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,80,52,13,0,5,72,1,2,8,233
1,5/8/2007,12,Ayuntamientos,1,0,36,1,C,Contigua,0,1,AGUASCALIENTES,498,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,87,93,6,2,6,65,3,0,10,272
1,5/8/2007,12,Ayuntamientos,1,0,37,1,C,Contigua,0,1,AGUASCALIENTES,681,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,118,90,19,3,4,67,1,1,10,313
1,5/8/2007,12,Ayuntamientos,1,0,37,1,B,Basica,0,1,AGUASCALIENTES,681,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,127,99,11,0,7,97,1,0,17,359
1,5/8/2007,12,Ayuntamientos,1,0,38,1,B,Basica,0,1,AGUASCALIENTES,734,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,129,94,13,2,7,74,2,1,17,339
1,5/8/2007,12,Ayuntamientos,1,0,38,1,C,Contigua,0,1,AGUASCALIENTES,734,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,108,103,20,2,10,64,8,1,17,333
1,5/8/2007,12,Ayuntamientos,1,0,39,1,C,Contigua,0,1,AGUASCALIENTES,480,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,52,64,18,2,6,39,3,2,5,191
1,5/8/2007,12,Ayuntamientos,1,0,39,1,B,Basica,0,1,AGUASCALIENTES,480,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,57,46,14,0,6,47,1,0,13,184
1,5/8/2007,12,Ayuntamientos,1,0,40,1,B,Basica,0,1,AGUASCALIENTES,705,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,119,118,12,3,8,60,1,3,11,335
1,5/8/2007,12,Ayuntamientos,1,0,40,1,C,Contigua,0,1,AGUASCALIENTES,706,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,89,16,4,6,68,1,1,20,295
1,5/8/2007,12,Ayuntamientos,1,0,41,1,B,Basica,0,1,AGUASCALIENTES,702,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,100,101,7,5,12,51,1,1,10,288
1,5/8/2007,12,Ayuntamientos,1,0,41,1,C,Contigua,0,1,AGUASCALIENTES,702,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,104,96,6,6,19,64,1,0,12,308
1,5/8/2007,12,Ayuntamientos,1,0,41,2,C,Contigua,0,1,AGUASCALIENTES,703,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,101,115,8,1,16,29,1,0,5,276
1,5/8/2007,12,Ayuntamientos,1,0,42,1,B,Basica,0,1,AGUASCALIENTES,528,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,81,62,2,2,22,29,0,0,15,213
1,5/8/2007,12,Ayuntamientos,1,0,42,1,C,Contigua,0,1,AGUASCALIENTES,528,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,62,66,0,3,20,52,0,0,0,203
1,5/8/2007,12,Ayuntamientos,1,0,43,1,B,Basica,0,1,AGUASCALIENTES,534,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,84,47,12,2,10,45,3,1,14,218
1,5/8/2007,12,Ayuntamientos,1,0,43,1,C,Contigua,0,1,AGUASCALIENTES,535,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,54,11,2,6,51,2,0,10,226
1,5/8/2007,12,Ayuntamientos,1,0,43,2,C,Contigua,0,1,AGUASCALIENTES,535,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,80,48,13,0,13,71,2,1,6,234
1,5/8/2007,12,Ayuntamientos,1,0,44,1,C,Contigua,0,1,AGUASCALIENTES,744,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,134,94,16,0,12,76,0,2,20,354
1,5/8/2007,12,Ayuntamientos,1,0,44,1,B,Basica,0,1,AGUASCALIENTES,743,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,162,76,26,5,11,81,2,0,12,375
1,5/8/2007,12,Ayuntamientos,1,0,44,3,C,Contigua,0,1,AGUASCALIENTES,744,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,123,123,30,0,10,70,2,2,14,374
1,5/8/2007,12,Ayuntamientos,1,0,44,2,C,Contigua,0,1,AGUASCALIENTES,744,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,159,75,13,0,8,103,1,4,9,372
1,5/8/2007,12,Ayuntamientos,1,0,44,4,C,Contigua,0,1,AGUASCALIENTES,744,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,130,110,17,1,3,67,0,0,15,343
1,5/8/2007,12,Ayuntamientos,1,0,45,2,C,Contigua,0,1,AGUASCALIENTES,564,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,130,85,13,5,3,70,3,1,10,320
1,5/8/2007,12,Ayuntamientos,1,0,45,1,C,Contigua,0,1,AGUASCALIENTES,563,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,133,73,7,2,3,72,1,0,16,307
1,5/8/2007,12,Ayuntamientos,1,0,45,1,B,Basica,0,1,AGUASCALIENTES,563,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,115,69,13,1,6,83,0,1,13,301
1,5/8/2007,12,Ayuntamientos,1,0,46,2,C,Contigua,0,1,AGUASCALIENTES,600,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,109,53,13,2,5,65,4,1,17,269
1,5/8/2007,12,Ayuntamientos,1,0,46,1,B,Basica,0,1,AGUASCALIENTES,599,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,98,80,12,1,5,55,1,0,16,268
1,5/8/2007,12,Ayuntamientos,1,0,46,1,C,Contigua,0,1,AGUASCALIENTES,599,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,142,60,11,1,3,57,1,2,7,284
1,5/8/2007,12,Ayuntamientos,1,0,47,1,C,Contigua,0,1,AGUASCALIENTES,639,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,121,87,7,2,7,51,1,0,13,289
1,5/8/2007,12,Ayuntamientos,1,0,47,3,C,Contigua,0,1,AGUASCALIENTES,640,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,149,76,6,1,5,37,3,0,13,290
1,5/8/2007,12,Ayuntamientos,1,0,47,4,C,Contigua,0,1,AGUASCALIENTES,640,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,108,70,11,3,3,55,2,2,10,264
1,5/8/2007,12,Ayuntamientos,1,0,47,2,C,Contigua,0,1,AGUASCALIENTES,640,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,157,59,13,0,10,43,0,0,14,296
1,5/8/2007,12,Ayuntamientos,1,0,47,1,B,Basica,0,1,AGUASCALIENTES,639,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,108,83,11,0,4,63,0,0,20,289
1,5/8/2007,12,Ayuntamientos,1,0,48,1,B,Basica,0,1,AGUASCALIENTES,548,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,104,68,5,0,8,40,3,0,9,237
1,5/8/2007,12,Ayuntamientos,1,0,48,1,C,Contigua,0,1,AGUASCALIENTES,548,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,117,50,7,2,12,30,1,0,10,229
1,5/8/2007,12,Ayuntamientos,1,0,48,2,C,Contigua,0,1,AGUASCALIENTES,549,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,106,63,7,0,7,33,2,0,6,224
1,5/8/2007,12,Ayuntamientos,1,0,49,2,C,Contigua,0,1,AGUASCALIENTES,501,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,70,54,3,2,12,38,1,1,1,182
1,5/8/2007,12,Ayuntamientos,1,0,49,1,C,Contigua,0,1,AGUASCALIENTES,500,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,62,72,10,2,6,36,5,1,5,199
1,5/8/2007,12,Ayuntamientos,1,0,49,1,B,Basica,0,1,AGUASCALIENTES,500,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,54,67,6,1,11,48,2,1,8,198
1,5/8/2007,12,Ayuntamientos,1,0,50,1,C,Contigua,0,1,AGUASCALIENTES,507,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,72,66,8,1,13,38,0,0,8,206
1,5/8/2007,12,Ayuntamientos,1,0,50,1,B,Basica,0,1,AGUASCALIENTES,506,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,69,48,9,0,13,57,3,4,10,213
1,5/8/2007,12,Ayuntamientos,1,0,50,2,C,Contigua,0,1,AGUASCALIENTES,507,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,65,38,5,2,11,61,3,0,6,191
1,5/8/2007,12,Ayuntamientos,1,0,51,1,C,Contigua,0,1,AGUASCALIENTES,636,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,111,77,6,1,9,79,1,0,12,296
1,5/8/2007,12,Ayuntamientos,1,0,51,1,B,Basica,0,1,AGUASCALIENTES,635,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,71,73,14,0,8,85,1,0,7,259
1,5/8/2007,12,Ayuntamientos,1,0,52,1,B,Basica,0,1,AGUASCALIENTES,617,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,87,63,17,4,7,63,1,0,15,257
1,5/8/2007,12,Ayuntamientos,1,0,52,1,C,Contigua,0,1,AGUASCALIENTES,617,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,98,63,10,3,4,63,4,2,13,260
1,5/8/2007,12,Ayuntamientos,1,0,53,1,B,Basica,0,1,AGUASCALIENTES,552,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,79,70,12,5,10,65,7,0,12,260
1,5/8/2007,12,Ayuntamientos,1,0,53,2,C,Contigua,0,1,AGUASCALIENTES,553,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,93,68,8,0,7,54,3,0,14,247
1,5/8/2007,12,Ayuntamientos,1,0,53,1,C,Contigua,0,1,AGUASCALIENTES,552,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,108,71,9,3,8,55,0,0,14,268
1,5/8/2007,12,Ayuntamientos,1,0,54,1,B,Basica,0,1,AGUASCALIENTES,608,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,111,56,3,1,6,44,3,0,4,228
1,5/8/2007,12,Ayuntamientos,1,0,54,1,C,Contigua,0,1,AGUASCALIENTES,608,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,78,61,5,0,11,62,2,0,10,229
1,5/8/2007,12,Ayuntamientos,1,0,55,1,C,Contigua,0,1,AGUASCALIENTES,610,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,75,13,0,2,44,1,0,14,245
