Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI_PVEM,PRD,PT,PCP,PMC,PNA,CC_PAN_PNA,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,CC_1
5,28,SAN LUIS POTOSI ,774,C05,685,68,128,20,12,7,8,6,11,0,260,11,271,85,PAN_PNA
5,28,SAN LUIS POTOSI ,774,C06,685,82,170,19,8,3,4,4,12,0,302,15,317,98,PAN_PNA
5,28,SAN LUIS POTOSI ,774,C07,684,74,130,32,6,5,7,7,12,0,273,21,294,93,PAN_PNA
5,28,SAN LUIS POTOSI ,774,C08,684,95,131,15,9,2,7,4,13,0,276,15,291,112,PAN_PNA
5,28,SAN LUIS POTOSI ,774,C09,684,65,142,20,8,3,7,13,19,0,277,16,293,97,PAN_PNA
5,28,SAN LUIS POTOSI ,774,C10,684,75,143,15,5,2,2,4,18,0,264,16,280,97,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C10,733,82,158,13,4,1,13,15,8,0,294,13,307,105,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C10,733,77,141,12,8,7,9,9,18,0,281,24,305,104,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C02,733,67,153,22,9,1,5,9,14,0,280,13,293,90,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C03,733,75,189,10,7,3,9,6,22,0,321,14,335,103,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C04,733,75,155,9,8,2,10,8,7,0,274,19,293,90,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C05,733,80,139,16,6,6,8,11,11,0,277,18,295,102,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C06,733,71,150,12,7,5,15,5,11,0,276,13,289,87,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C07,733,67,181,13,9,2,10,3,21,0,306,8,314,91,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C08,732,80,135,18,5,0,8,4,10,0,260,8,268,94,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C09,732,62,142,12,7,8,14,6,11,0,262,16,278,79,PAN_PNA
5,28,SAN LUIS POTOSI ,775,C10,732,67,145,15,6,2,9,6,15,0,265,16,281,88,PAN_PNA
5,28,SAN LUIS POTOSI ,776,B01,709,95,110,14,6,5,19,4,25,0,278,15,293,124,PAN_PNA
5,28,SAN LUIS POTOSI ,776,C01,709,100,96,16,4,2,15,10,12,0,255,13,268,122,PAN_PNA
5,28,SAN LUIS POTOSI ,776,C02,709,84,101,18,6,4,3,5,22,0,243,13,256,111,PAN_PNA
5,28,SAN LUIS POTOSI ,776,C03,708,87,92,24,6,1,16,7,12,0,245,21,266,106,PAN_PNA
5,28,SAN LUIS POTOSI ,776,C04,708,81,96,8,4,3,12,5,21,0,230,23,253,107,PAN_PNA
5,28,SAN LUIS POTOSI ,777,B01,622,94,166,30,6,1,8,8,9,0,322,10,332,111,PAN_PNA
5,28,SAN LUIS POTOSI ,777,C01,621,97,177,29,6,3,11,2,16,0,341,8,349,115,PAN_PNA
5,28,SAN LUIS POTOSI ,778,B01,689,92,192,24,6,2,5,9,16,0,346,18,364,117,PAN_PNA
5,28,SAN LUIS POTOSI ,778,C01,688,101,183,23,9,3,10,13,14,0,356,8,364,128,PAN_PNA
5,28,SAN LUIS POTOSI ,778,C02,688,87,202,31,6,1,7,5,9,0,348,16,364,101,PAN_PNA
5,28,SAN LUIS POTOSI ,778,C03,688,88,200,17,8,2,7,14,14,0,350,11,361,116,PAN_PNA
5,28,SAN LUIS POTOSI ,779,B01,711,99,176,13,7,4,6,10,15,0,330,21,351,124,PAN_PNA
5,28,SAN LUIS POTOSI ,779,C01,711,91,177,19,3,1,8,6,16,0,321,16,337,113,PAN_PNA
5,28,SAN LUIS POTOSI ,779,C02,711,81,189,27,7,1,9,10,23,0,347,17,364,114,PAN_PNA
5,28,SAN LUIS POTOSI ,779,C03,710,84,176,22,4,0,4,13,21,0,324,10,334,118,PAN_PNA
5,28,SAN LUIS POTOSI ,779,C04,710,103,176,16,10,3,6,11,20,0,345,16,361,134,PAN_PNA
5,28,SAN LUIS POTOSI ,780,B01,631,77,152,21,5,1,6,5,17,0,284,19,303,99,PAN_PNA
5,28,SAN LUIS POTOSI ,780,C01,630,63,146,23,2,1,3,5,12,0,255,13,268,80,PAN_PNA
5,28,SAN LUIS POTOSI ,780,C02,630,74,157,33,4,5,6,5,14,0,298,15,313,93,PAN_PNA
5,28,SAN LUIS POTOSI ,780,C03,630,73,178,22,6,3,8,4,15,0,309,12,321,92,PAN_PNA
5,28,SAN LUIS POTOSI ,781,B01,729,99,184,19,3,0,5,9,10,0,329,7,336,118,PAN_PNA
5,28,SAN LUIS POTOSI ,781,C01,729,81,161,20,10,2,16,6,16,0,312,13,325,103,PAN_PNA
5,28,SAN LUIS POTOSI ,781,C02,728,71,130,20,2,4,3,10,7,0,247,13,260,88,PAN_PNA
5,28,SAN LUIS POTOSI ,781,C03,728,99,152,23,7,2,8,5,27,0,323,13,336,131,PAN_PNA
5,28,SAN LUIS POTOSI ,781,C04,728,90,159,14,13,3,8,12,19,0,318,10,328,121,PAN_PNA
5,28,SAN LUIS POTOSI ,782,B01,693,99,125,23,5,8,12,10,17,0,299,17,316,126,PAN_PNA
5,28,SAN LUIS POTOSI ,782,C01,692,103,133,18,6,8,13,2,15,0,298,28,326,120,PAN_PNA
5,28,SAN LUIS POTOSI ,782,C02,692,84,122,16,7,3,21,10,14,0,277,9,286,108,PAN_PNA
5,28,SAN LUIS POTOSI ,783,B01,664,71,148,21,8,4,4,2,20,0,278,21,299,93,PAN_PNA
5,28,SAN LUIS POTOSI ,783,C01,664,83,154,29,8,1,5,10,19,0,309,13,322,112,PAN_PNA
5,28,SAN LUIS POTOSI ,783,C02,664,88,161,12,4,2,7,10,15,0,299,18,317,113,PAN_PNA
5,28,SAN LUIS POTOSI ,783,C03,663,109,182,26,9,4,6,8,13,0,357,17,374,130,PAN_PNA
5,28,SAN LUIS POTOSI ,784,B01,538,72,125,15,8,0,4,7,15,0,246,10,256,94,PAN_PNA
5,28,SAN LUIS POTOSI ,784,C01,537,73,109,15,8,3,15,3,10,0,236,12,248,86,PAN_PNA
5,28,SAN LUIS POTOSI ,784,C02,537,75,133,15,4,2,4,2,11,0,246,17,263,88,PAN_PNA
5,28,SAN LUIS POTOSI ,785,B01,574,55,136,23,2,1,5,6,7,0,235,13,248,68,PAN_PNA
5,28,SAN LUIS POTOSI ,785,C01,573,61,124,26,8,5,6,5,14,0,249,11,260,80,PAN_PNA
5,28,SAN LUIS POTOSI ,785,C02,573,81,156,18,2,4,9,4,9,0,283,9,292,94,PAN_PNA
5,28,SAN LUIS POTOSI ,786,B01,637,129,206,32,9,3,11,9,7,0,406,11,417,145,PAN_PNA
5,28,SAN LUIS POTOSI ,786,C01,637,112,221,28,4,5,5,4,14,0,393,12,405,130,PAN_PNA
5,28,SAN LUIS POTOSI ,786,C02,637,114,190,28,6,8,8,8,10,0,372,15,387,132,PAN_PNA
5,28,SAN LUIS POTOSI ,786,C03,636,119,201,36,4,1,14,12,11,0,398,13,411,142,PAN_PNA
5,28,SAN LUIS POTOSI ,787,B01,719,124,175,17,7,1,8,8,17,0,357,11,368,149,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C01,719,137,158,16,9,4,7,7,15,0,353,18,371,159,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C02,719,131,158,24,7,2,8,11,22,0,363,11,374,164,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C03,719,118,171,22,13,4,4,4,20,0,356,16,372,142,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C04,719,128,173,28,6,7,10,4,11,0,367,15,382,143,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C05,719,113,149,18,11,2,10,14,15,0,332,12,344,142,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C06,719,125,156,18,6,8,4,8,19,0,344,15,359,152,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C07,719,114,170,16,5,9,10,6,20,0,350,20,370,140,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C08,719,121,181,11,8,3,6,11,28,0,369,16,385,160,PAN_PNA
5,28,SAN LUIS POTOSI ,787,C09,718,104,177,20,9,8,5,2,23,0,348,12,360,129,PAN_PNA
5,28,SAN LUIS POTOSI ,788,B01,464,102,141,27,2,2,4,4,21,0,303,9,312,127,PAN_PNA
5,28,SAN LUIS POTOSI ,788,C01,463,118,133,22,2,2,6,5,14,0,302,9,311,137,PAN_PNA
5,28,SAN LUIS POTOSI ,789,B01,695,138,171,22,9,5,5,6,11,0,367,8,375,155,PAN_PNA
5,28,SAN LUIS POTOSI ,789,C01,695,91,184,23,5,6,7,12,10,0,338,21,359,113,PAN_PNA
5,28,SAN LUIS POTOSI ,790,B01,729,94,171,19,8,2,5,4,19,0,322,16,338,117,PAN_PNA
5,28,SAN LUIS POTOSI ,790,C01,728,125,167,18,7,5,5,8,29,0,364,15,379,162,PAN_PNA
5,28,SAN LUIS POTOSI ,790,C02,728,93,201,24,3,3,7,2,17,0,350,10,360,112,PAN_PNA
5,28,SAN LUIS POTOSI ,791,B01,598,79,107,16,6,5,15,10,11,0,249,13,262,100,PAN_PNA
5,28,SAN LUIS POTOSI ,791,C01,598,89,127,28,7,4,7,2,12,0,276,14,290,103,PAN_PNA
5,28,SAN LUIS POTOSI ,791,C02,598,71,115,18,0,9,13,9,6,0,241,13,254,86,PAN_PNA
5,28,SAN LUIS POTOSI ,791,C03,598,90,101,19,3,5,20,4,22,0,264,22,286,116,PAN_PNA
5,28,SAN LUIS POTOSI ,792,B01,654,100,123,24,8,7,33,6,16,0,317,22,339,122,PAN_PNA
5,28,SAN LUIS POTOSI ,792,C01,654,102,131,28,7,5,32,6,19,0,330,15,345,127,PAN_PNA
5,28,SAN LUIS POTOSI ,792,C02,653,101,125,9,2,4,64,9,16,0,330,15,345,126,PAN_PNA
5,28,SAN LUIS POTOSI ,792,C03,653,79,150,18,5,2,57,5,13,0,329,14,343,97,PAN_PNA
5,28,SAN LUIS POTOSI ,793,B01,694,106,181,35,7,2,6,10,16,0,363,14,377,132,PAN_PNA
5,28,SAN LUIS POTOSI ,793,C01,693,106,192,28,8,2,15,10,18,0,379,15,394,134,PAN_PNA
5,28,SAN LUIS POTOSI ,794,B01,736,120,168,25,8,6,4,9,20,0,360,28,388,149,PAN_PNA
5,28,SAN LUIS POTOSI ,794,C01,736,117,183,25,9,6,3,7,15,0,365,28,393,139,PAN_PNA
5,28,SAN LUIS POTOSI ,794,C02,736,114,153,22,8,8,4,11,17,0,337,21,358,142,PAN_PNA
5,28,SAN LUIS POTOSI ,795,B01,744,98,184,29,3,7,8,9,22,0,360,18,378,129,PAN_PNA
5,28,SAN LUIS POTOSI ,795,C01,744,91,188,22,8,5,4,10,16,0,344,7,351,117,PAN_PNA
5,28,SAN LUIS POTOSI ,795,C02,744,121,196,24,7,7,9,15,14,0,393,24,417,150,PAN_PNA
5,28,SAN LUIS POTOSI ,796,B01,595,99,165,23,11,1,5,5,26,0,335,12,347,130,PAN_PNA
5,28,SAN LUIS POTOSI ,796,C01,595,148,144,18,4,3,3,6,37,0,363,14,377,191,PAN_PNA
5,28,SAN LUIS POTOSI ,796,C02,595,117,143,14,10,5,7,8,16,0,320,11,331,141,PAN_PNA
5,28,SAN LUIS POTOSI ,796,C03,594,121,146,24,6,7,6,3,22,0,335,17,352,146,PAN_PNA
5,28,SAN LUIS POTOSI ,797,B01,618,93,153,21,7,4,5,7,9,0,299,9,308,109,PAN_PNA
5,28,SAN LUIS POTOSI ,797,C01,617,93,180,17,7,3,2,13,12,0,327,19,346,118,PAN_PNA
5,28,SAN LUIS POTOSI ,797,C02,617,74,154,23,11,3,3,9,15,0,292,15,307,98,PAN_PNA
5,28,SAN LUIS POTOSI ,798,B01,565,135,124,27,3,0,7,3,17,0,316,12,328,155,PAN_PNA
5,28,SAN LUIS POTOSI ,798,C01,564,116,125,18,7,3,9,5,19,0,302,20,322,140,PAN_PNA
5,28,SAN LUIS POTOSI ,799,B01,410,60,124,19,0,3,2,3,15,0,226,9,235,78,PAN_PNA
5,28,SAN LUIS POTOSI ,799,C01,409,60,118,25,5,2,8,9,9,0,236,10,246,78,PAN_PNA
5,28,SAN LUIS POTOSI ,800,B01,648,133,224,25,3,7,2,9,22,0,425,9,434,164,PAN_PNA
5,28,SAN LUIS POTOSI ,800,C01,647,127,214,20,5,6,5,9,18,0,404,18,422,154,PAN_PNA
5,28,SAN LUIS POTOSI ,801,B01,658,136,197,36,4,6,7,9,19,0,414,19,433,164,PAN_PNA
5,28,SAN LUIS POTOSI ,801,C01,657,96,230,33,3,2,10,9,16,0,399,6,405,121,PAN_PNA
5,28,SAN LUIS POTOSI ,802,B01,654,119,190,28,6,1,4,7,28,0,383,15,398,154,PAN_PNA
5,28,SAN LUIS POTOSI ,802,C01,654,130,190,37,2,9,11,7,23,0,409,11,420,160,PAN_PNA
5,28,SAN LUIS POTOSI ,803,B01,642,136,205,32,6,3,3,9,15,0,409,11,420,160,PAN_PNA
5,28,SAN LUIS POTOSI ,803,C01,641,168,178,23,8,3,6,9,13,0,408,10,418,190,PAN_PNA
5,28,SAN LUIS POTOSI ,803,C02,641,153,194,22,4,3,10,9,21,0,416,10,426,183,PAN_PNA
5,28,SAN LUIS POTOSI ,803,C03,641,151,200,31,2,2,7,7,15,0,415,10,425,173,PAN_PNA
5,28,SAN LUIS POTOSI ,804,B01,719,145,235,28,8,1,10,16,17,0,460,32,492,178,PAN_PNA
5,28,SAN LUIS POTOSI ,805,B01,713,118,184,25,8,1,8,5,22,0,371,15,386,145,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C01,713,114,209,15,3,4,8,15,20,0,388,9,397,149,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C02,713,141,195,29,6,2,7,10,14,0,404,17,421,165,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C03,712,111,193,22,5,5,9,12,15,0,372,22,394,138,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C04,712,136,172,14,9,3,11,5,15,0,365,19,384,156,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C05,712,114,178,20,14,5,9,11,20,0,371,17,388,145,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C06,712,120,176,27,7,2,5,5,11,0,353,12,365,136,PAN_PNA
5,28,SAN LUIS POTOSI ,805,C07,712,122,200,24,8,0,10,10,15,0,389,14,403,147,PAN_PNA
5,28,SAN LUIS POTOSI ,806,B01,477,117,164,29,7,3,5,3,12,0,340,14,354,132,PAN_PNA
5,28,SAN LUIS POTOSI ,806,C01,476,95,157,28,7,2,3,4,9,0,305,6,311,108,PAN_PNA
5,28,SAN LUIS POTOSI ,807,B01,552,146,164,31,5,4,5,5,14,0,374,12,386,165,PAN_PNA
5,28,SAN LUIS POTOSI ,807,C01,552,138,146,32,5,4,9,9,13,0,356,14,370,160,PAN_PNA
5,28,SAN LUIS POTOSI ,808,B01,655,66,169,22,3,8,21,9,13,0,311,18,329,88,PAN_PNA
5,28,SAN LUIS POTOSI ,808,C01,654,105,159,26,10,4,16,5,15,0,340,13,353,125,PAN_PNA
5,28,SAN LUIS POTOSI ,808,C02,654,92,161,19,4,1,21,8,13,0,319,20,339,113,PAN_PNA
5,28,SAN LUIS POTOSI ,809,B01,524,71,146,17,4,3,16,8,9,0,274,11,285,88,PAN_PNA
5,28,SAN LUIS POTOSI ,809,C01,524,84,143,22,3,4,10,3,14,0,283,6,289,101,PAN_PNA
5,28,SAN LUIS POTOSI ,809,C02,524,72,146,13,4,2,12,7,11,0,267,13,280,90,PAN_PNA
5,28,SAN LUIS POTOSI ,810,B01,511,100,159,29,7,3,11,4,16,0,329,12,341,120,PAN_PNA
5,28,SAN LUIS POTOSI ,810,C01,510,107,150,15,3,7,13,9,10,0,314,16,330,126,PAN_PNA
5,28,SAN LUIS POTOSI ,810,C02,510,93,145,18,3,3,20,6,16,0,304,11,315,115,PAN_PNA
5,28,SAN LUIS POTOSI ,811,B01,712,148,212,43,9,7,13,9,17,0,458,16,474,174,PAN_PNA
5,28,SAN LUIS POTOSI ,812,B01,723,173,226,31,2,3,10,13,19,0,477,9,486,205,PAN_PNA
5,28,SAN LUIS POTOSI ,812,C01,723,183,232,36,2,3,9,5,20,0,490,14,504,208,PAN_PNA
5,28,SAN LUIS POTOSI ,813,B01,630,135,192,37,4,4,5,5,14,0,396,16,412,154,PAN_PNA
5,28,SAN LUIS POTOSI ,813,C01,630,155,162,39,4,2,4,8,24,0,398,10,408,187,PAN_PNA
5,28,SAN LUIS POTOSI ,814,B01,508,84,150,16,0,4,3,3,15,0,275,12,287,102,PAN_PNA
5,28,SAN LUIS POTOSI ,814,C01,508,88,123,16,4,3,5,10,12,0,261,10,271,110,PAN_PNA
5,28,SAN LUIS POTOSI ,815,B01,483,93,136,17,5,2,6,9,9,0,277,0,277,111,PAN_PNA
5,28,SAN LUIS POTOSI ,815,C01,482,81,132,23,2,1,9,8,7,0,263,7,270,96,PAN_PNA
5,28,SAN LUIS POTOSI ,816,B01,568,116,188,29,4,5,6,8,10,0,366,14,380,134,PAN_PNA
5,28,SAN LUIS POTOSI ,816,C01,568,111,155,30,3,3,7,10,20,0,339,10,349,141,PAN_PNA
5,28,SAN LUIS POTOSI ,816,C02,567,114,179,37,5,2,2,10,14,0,363,12,375,138,PAN_PNA
5,28,SAN LUIS POTOSI ,817,B01,584,155,161,38,3,1,13,4,18,0,393,9,402,177,PAN_PNA
5,28,SAN LUIS POTOSI ,817,C01,583,163,153,32,0,5,7,8,11,0,379,11,390,182,PAN_PNA
5,28,SAN LUIS POTOSI ,818,B01,688,153,208,30,3,3,11,6,16,0,430,16,446,175,PAN_PNA
5,28,SAN LUIS POTOSI ,819,B01,453,90,161,18,7,1,2,5,9,0,293,11,304,104,PAN_PNA
5,28,SAN LUIS POTOSI ,819,C01,453,94,148,18,3,8,4,2,22,0,299,19,318,118,PAN_PNA
5,28,SAN LUIS POTOSI ,820,B01,376,97,100,14,2,2,3,9,16,0,243,11,254,122,PAN_PNA
5,28,SAN LUIS POTOSI ,820,C01,376,87,111,20,3,2,10,4,16,0,253,12,265,107,PAN_PNA
5,28,SAN LUIS POTOSI ,821,B01,700,104,182,39,5,7,9,8,15,0,369,25,394,127,PAN_PNA
5,28,SAN LUIS POTOSI ,821,C01,700,128,155,26,6,1,8,9,23,0,356,26,382,160,PAN_PNA
5,28,SAN LUIS POTOSI ,821,C02,700,151,162,19,5,9,4,8,21,0,379,13,392,180,PAN_PNA
5,28,SAN LUIS POTOSI ,822,B01,677,106,207,15,6,2,7,7,11,0,361,11,372,124,PAN_PNA
5,28,SAN LUIS POTOSI ,822,C01,677,119,199,38,8,1,6,12,8,0,391,15,406,139,PAN_PNA
5,28,SAN LUIS POTOSI ,837,B01,565,104,161,33,8,3,4,13,9,0,335,10,345,126,PAN_PNA
5,28,SAN LUIS POTOSI ,837,C01,564,79,187,30,3,3,4,7,8,0,321,8,329,94,PAN_PNA
5,28,SAN LUIS POTOSI ,1076,B01,462,153,112,0,2,1,1,4,37,0,310,15,325,194,PAN_PNA
5,28,SAN LUIS POTOSI ,1077,B01,488,133,129,3,3,0,1,7,40,0,316,16,332,180,PAN_PNA
5,28,SAN LUIS POTOSI ,1078,B01,158,55,29,0,0,0,0,0,4,0,88,7,95,59,PAN_PNA
5,28,SAN LUIS POTOSI ,1079,B01,354,106,64,1,5,1,0,4,24,0,205,9,214,134,PAN_PNA
5,28,SAN LUIS POTOSI ,1080,B01,129,48,16,2,1,0,0,1,7,0,75,2,77,56,PAN_PNA
5,28,SAN LUIS POTOSI ,1081,B01,182,63,35,2,0,0,1,1,10,0,112,7,119,74,PAN_PNA
5,28,SAN LUIS POTOSI ,1082,B01,255,72,41,3,1,3,0,2,16,0,138,2,140,90,PAN_PNA
5,28,SAN LUIS POTOSI ,1083,B01,161,33,26,1,4,1,0,1,5,0,71,4,75,39,PAN_PNA
5,28,SAN LUIS POTOSI ,1084,B01,313,28,58,0,0,0,1,2,1,0,90,6,96,31,PAN_PNA
5,28,SAN LUIS POTOSI ,1085,B01,218,35,70,0,6,1,0,2,6,0,120,13,133,43,PAN_PNA
5,28,SAN LUIS POTOSI ,1086,B01,425,118,89,5,2,1,0,3,38,0,256,8,264,159,PAN_PNA
5,28,SAN LUIS POTOSI ,1086,C01,425,121,89,2,3,0,1,4,19,0,239,10,249,144,PAN_PNA
5,28,SAN LUIS POTOSI ,1087,B01,222,57,41,0,1,1,0,2,10,0,112,8,120,69,PAN_PNA
5,28,SAN LUIS POTOSI ,1088,B01,478,125,136,8,1,0,3,3,20,0,296,12,308,148,PAN_PNA
5,28,SAN LUIS POTOSI ,1089,B01,327,71,102,10,2,1,0,6,13,0,205,6,211,90,PAN_PNA
5,28,SAN LUIS POTOSI ,1090,B01,412,73,127,14,9,0,4,4,18,0,249,9,258,95,PAN_PNA
5,28,SAN LUIS POTOSI ,1091,B01,243,36,43,5,3,4,1,1,2,0,95,6,101,39,PAN_PNA
5,28,SAN LUIS POTOSI ,1092,B01,568,77,181,7,0,1,1,1,3,0,271,14,285,81,PAN_PNA
5,28,SAN LUIS POTOSI ,1093,B01,495,169,62,7,4,0,0,4,10,0,256,30,286,183,PAN_PNA
5,28,SAN LUIS POTOSI ,1094,B01,113,21,46,1,1,1,0,1,1,0,72,4,76,23,PAN_PNA
5,28,SAN LUIS POTOSI ,1095,B01,158,56,5,3,1,0,1,2,4,0,72,1,73,62,PAN_PNA
5,28,SAN LUIS POTOSI ,1096,B01,699,176,93,4,4,4,2,9,15,0,307,27,334,200,PAN_PNA
5,28,SAN LUIS POTOSI ,1097,B01,550,172,29,0,1,0,9,6,22,0,239,7,246,200,PAN_PNA
5,28,SAN LUIS POTOSI ,1098,B01,167,39,12,1,1,0,1,1,8,0,63,4,67,48,PAN_PNA
5,28,SAN LUIS POTOSI ,1099,B01,127,38,16,2,2,1,0,2,5,0,66,2,68,45,PAN_PNA
5,28,SAN LUIS POTOSI ,1100,B01,474,99,66,4,0,0,12,7,17,0,205,10,215,123,PAN_PNA
5,28,SAN LUIS POTOSI ,1100,C01,473,102,54,5,3,0,4,6,20,0,194,13,207,128,PAN_PNA
5,28,SAN LUIS POTOSI ,1101,B01,470,36,49,1,1,24,0,3,14,0,128,6,134,53,PAN_PNA
5,28,SAN LUIS POTOSI ,1101,C01,469,50,59,4,1,14,0,3,15,0,146,9,155,68,PAN_PNA
5,28,SAN LUIS POTOSI ,1102,B01,195,31,35,0,1,0,11,1,10,0,89,9,98,42,PAN_PNA
5,28,SAN LUIS POTOSI ,1103,B01,501,62,110,5,2,0,22,3,9,0,213,20,233,74,PAN_PNA
5,28,SAN LUIS POTOSI ,1104,B01,474,88,68,6,4,6,4,4,25,0,205,14,219,117,PAN_PNA
5,28,SAN LUIS POTOSI ,1104,C01,473,74,94,3,2,5,2,5,20,0,205,13,218,99,PAN_PNA
5,28,SAN LUIS POTOSI ,1105,B01,729,82,125,3,4,6,1,5,16,0,242,9,251,103,PAN_PNA
5,28,SAN LUIS POTOSI ,1106,B01,729,236,219,37,15,4,6,19,48,0,584,50,634,303,PAN_PNA
5,28,SAN LUIS POTOSI ,1106,C01,728,158,88,20,2,0,2,7,14,0,291,9,300,179,PAN_PNA
6,28,SAN LUIS POTOSI ,838,B01,489,77,147,20,5,4,9,7,11,0,280,11,291,95,PAN_PNA
6,28,SAN LUIS POTOSI ,838,C01,488,91,120,22,8,5,12,8,13,0,279,9,288,112,PAN_PNA
6,28,SAN LUIS POTOSI ,839,B01,641,151,203,24,5,1,15,9,13,0,421,12,433,173,PAN_PNA
6,28,SAN LUIS POTOSI ,839,C01,640,137,208,26,6,5,8,12,14,0,416,19,435,163,PAN_PNA
6,28,SAN LUIS POTOSI ,840,B01,558,130,137,27,9,3,16,1,8,0,331,17,348,139,PAN_PNA
6,28,SAN LUIS POTOSI ,840,C01,557,103,141,28,11,5,11,4,17,0,320,18,338,124,PAN_PNA
6,28,SAN LUIS POTOSI ,841,B01,420,65,95,14,5,2,31,3,7,0,222,11,233,75,PAN_PNA
6,28,SAN LUIS POTOSI ,841,C01,420,68,110,15,2,1,21,1,9,0,227,5,232,78,PAN_PNA
6,28,SAN LUIS POTOSI ,849,B01,509,80,138,24,1,6,11,5,7,0,272,13,285,92,PAN_PNA
6,28,SAN LUIS POTOSI ,849,C01,508,70,141,14,2,6,17,0,10,0,260,16,276,80,PAN_PNA
6,28,SAN LUIS POTOSI ,850,B01,378,61,117,12,1,0,6,2,6,0,205,9,214,69,PAN_PNA
6,28,SAN LUIS POTOSI ,850,C01,378,52,94,16,2,2,11,6,5,0,188,9,197,63,PAN_PNA
6,28,SAN LUIS POTOSI ,851,B01,726,174,191,53,9,5,18,10,12,0,472,16,488,196,PAN_PNA
6,28,SAN LUIS POTOSI ,851,C01,725,178,181,36,5,8,19,14,22,0,463,15,478,214,PAN_PNA
6,28,SAN LUIS POTOSI ,852,B01,393,85,116,21,3,4,5,8,15,0,257,15,272,108,PAN_PNA
6,28,SAN LUIS POTOSI ,852,C01,393,77,99,17,5,5,9,4,8,0,224,13,237,89,PAN_PNA
6,28,SAN LUIS POTOSI ,853,B01,420,85,103,26,1,1,1,7,8,13,245,0,245,100,PAN_PNA
6,28,SAN LUIS POTOSI ,854,B01,455,46,119,10,3,8,20,5,9,0,220,14,234,60,PAN_PNA
6,28,SAN LUIS POTOSI ,854,C01,455,70,104,15,4,19,16,4,14,0,246,10,256,88,PAN_PNA
