Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI_PVEM,PRD,PT,PCP,PMC,PNA,CC_PAN_PNA,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,CC_1
6,28,SAN LUIS POTOSI ,1073,C08,694,97,188,22,8,5,10,5,12,0,347,13,360,114,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C09,694,80,166,42,3,1,12,8,15,0,327,13,340,103,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C10,694,119,185,16,10,4,13,4,9,0,360,10,370,132,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C11,694,89,202,16,7,7,8,8,11,0,348,12,360,108,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C12,694,105,192,17,6,5,15,15,11,0,366,5,371,131,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,B01,740,92,178,29,11,9,7,9,14,0,349,8,357,115,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C01,740,91,156,33,14,7,16,12,13,0,342,14,356,116,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C02,740,102,195,30,5,14,8,8,15,0,377,13,390,125,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C03,740,101,161,26,5,10,11,13,19,0,346,17,363,133,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C04,740,107,165,31,11,7,9,8,12,0,350,14,364,127,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C05,740,92,193,16,3,9,10,9,17,0,349,10,359,118,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C06,740,84,159,27,2,4,2,7,24,0,309,21,330,115,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C07,740,90,146,21,13,6,10,10,7,0,303,7,310,107,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C08,740,92,172,25,8,10,7,9,11,0,334,14,348,112,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C09,740,117,169,31,8,8,8,11,11,0,363,22,385,139,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C10,740,101,154,25,5,5,5,5,17,0,317,18,335,123,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C11,740,85,147,27,8,7,9,6,16,0,305,16,321,107,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C12,740,94,157,29,5,5,6,8,19,0,323,15,338,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C13,739,109,142,20,10,6,6,12,16,0,321,18,339,137,PAN_PNA
6,28,SAN LUIS POTOSI ,1074,C14,739,88,152,23,6,5,5,8,19,0,306,20,326,115,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,B01,677,109,141,37,5,1,6,6,16,0,321,20,341,131,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C01,677,108,157,26,11,2,7,8,7,0,326,8,334,123,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C02,677,129,141,34,7,3,2,10,8,0,334,11,345,147,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C03,676,119,134,37,5,6,10,8,12,0,331,13,344,139,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C04,676,113,155,33,3,5,11,6,14,0,340,18,358,133,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C05,676,114,149,26,5,5,7,10,14,0,330,13,343,138,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C06,676,97,131,28,8,0,4,11,10,0,289,14,303,118,PAN_PNA
6,28,SAN LUIS POTOSI ,1075,C07,676,87,144,36,8,5,12,7,11,0,310,9,319,105,PAN_PNA
7,28,SAN LUIS POTOSI ,823,B01,535,104,170,32,2,6,10,7,14,0,345,13,358,125,PAN_PNA
7,28,SAN LUIS POTOSI ,823,C01,534,115,167,23,7,5,9,2,15,0,343,22,365,132,PAN_PNA
7,28,SAN LUIS POTOSI ,824,B01,556,129,152,26,3,2,7,10,20,0,349,9,358,159,PAN_PNA
7,28,SAN LUIS POTOSI ,824,C01,556,136,167,30,3,5,2,11,14,0,368,9,377,161,PAN_PNA
7,28,SAN LUIS POTOSI ,824,C02,555,113,134,19,4,5,10,4,9,0,298,17,315,126,PAN_PNA
7,28,SAN LUIS POTOSI ,825,B01,650,157,186,28,4,4,3,3,19,0,404,17,421,179,PAN_PNA
7,28,SAN LUIS POTOSI ,825,C01,650,139,185,26,1,5,8,5,18,0,387,22,409,162,PAN_PNA
7,28,SAN LUIS POTOSI ,826,B01,516,99,181,16,0,4,4,5,10,0,319,12,331,114,PAN_PNA
7,28,SAN LUIS POTOSI ,826,C01,516,117,147,22,4,12,4,6,9,0,321,12,333,132,PAN_PNA
7,28,SAN LUIS POTOSI ,826,C02,515,96,160,20,3,2,4,6,14,0,305,17,322,116,PAN_PNA
7,28,SAN LUIS POTOSI ,827,B01,611,139,165,29,4,5,8,9,15,0,374,19,393,163,PAN_PNA
7,28,SAN LUIS POTOSI ,827,C01,610,148,195,35,5,4,8,9,18,0,422,14,436,175,PAN_PNA
7,28,SAN LUIS POTOSI ,828,B01,739,121,193,37,7,5,11,6,10,0,390,22,412,137,PAN_PNA
7,28,SAN LUIS POTOSI ,828,C01,738,144,232,25,10,10,8,11,28,0,468,19,487,183,PAN_PNA
7,28,SAN LUIS POTOSI ,828,C02,738,133,200,32,4,3,4,9,23,0,408,20,428,165,PAN_PNA
7,28,SAN LUIS POTOSI ,829,B01,631,126,141,24,5,1,9,10,15,0,331,13,344,151,PAN_PNA
7,28,SAN LUIS POTOSI ,829,C01,631,130,118,35,3,0,2,4,21,0,313,13,326,155,PAN_PNA
7,28,SAN LUIS POTOSI ,829,C02,631,97,137,26,2,3,5,6,14,0,290,13,303,117,PAN_PNA
7,28,SAN LUIS POTOSI ,830,B01,596,117,129,12,5,5,5,7,21,0,301,15,316,145,PAN_PNA
7,28,SAN LUIS POTOSI ,830,C01,596,102,159,16,5,2,7,4,12,0,307,14,321,118,PAN_PNA
7,28,SAN LUIS POTOSI ,830,C02,595,110,138,22,3,2,7,4,13,0,299,8,307,127,PAN_PNA
7,28,SAN LUIS POTOSI ,831,B01,714,128,188,29,8,3,6,8,13,0,383,19,402,149,PAN_PNA
7,28,SAN LUIS POTOSI ,831,C01,714,102,210,26,4,3,1,6,18,0,370,20,390,126,PAN_PNA
7,28,SAN LUIS POTOSI ,832,B01,592,97,151,31,10,5,4,7,8,0,313,9,322,112,PAN_PNA
7,28,SAN LUIS POTOSI ,832,C01,591,101,169,19,6,4,2,6,20,0,327,18,345,127,PAN_PNA
7,28,SAN LUIS POTOSI ,833,B01,509,106,137,19,1,1,3,2,11,0,280,12,292,119,PAN_PNA
7,28,SAN LUIS POTOSI ,833,C01,508,104,144,14,1,2,6,7,13,0,291,24,315,124,PAN_PNA
7,28,SAN LUIS POTOSI ,833,C02,508,95,132,19,5,2,4,7,20,0,284,13,297,122,PAN_PNA
7,28,SAN LUIS POTOSI ,834,B01,581,126,166,17,2,3,1,4,13,0,332,17,349,143,PAN_PNA
7,28,SAN LUIS POTOSI ,834,C01,581,95,194,22,5,4,4,10,13,0,347,13,360,118,PAN_PNA
7,28,SAN LUIS POTOSI ,834,C02,580,82,166,14,2,4,6,13,12,0,299,19,318,107,PAN_PNA
7,28,SAN LUIS POTOSI ,835,B01,582,132,170,27,3,6,3,8,18,0,367,10,377,158,PAN_PNA
7,28,SAN LUIS POTOSI ,835,C01,582,135,170,20,5,4,3,6,16,0,359,15,374,157,PAN_PNA
7,28,SAN LUIS POTOSI ,835,C02,582,121,189,29,6,3,4,1,19,0,372,11,383,141,PAN_PNA
7,28,SAN LUIS POTOSI ,836,B01,382,73,121,12,3,1,2,9,8,0,229,10,239,90,PAN_PNA
7,28,SAN LUIS POTOSI ,836,C01,381,93,106,13,1,4,4,5,13,0,239,10,249,111,PAN_PNA
7,28,SAN LUIS POTOSI ,842,B01,513,112,117,20,7,3,3,2,13,0,277,5,282,127,PAN_PNA
7,28,SAN LUIS POTOSI ,842,C01,512,89,158,24,4,6,7,10,10,0,308,14,322,109,PAN_PNA
7,28,SAN LUIS POTOSI ,842,C02,512,106,136,19,5,4,6,4,18,0,298,16,314,128,PAN_PNA
7,28,SAN LUIS POTOSI ,843,B01,551,90,154,23,9,2,7,10,17,0,312,11,323,117,PAN_PNA
7,28,SAN LUIS POTOSI ,843,C01,551,107,162,22,5,7,8,5,17,0,333,20,353,129,PAN_PNA
7,28,SAN LUIS POTOSI ,843,C02,550,136,164,25,6,0,8,8,16,0,363,6,369,160,PAN_PNA
7,28,SAN LUIS POTOSI ,844,B01,677,175,185,38,2,2,4,10,26,0,442,10,452,211,PAN_PNA
7,28,SAN LUIS POTOSI ,844,C01,676,155,182,26,3,2,5,20,17,0,410,13,423,192,PAN_PNA
7,28,SAN LUIS POTOSI ,844,C02,676,156,199,25,5,1,2,6,23,0,417,12,429,185,PAN_PNA
7,28,SAN LUIS POTOSI ,844,C03,676,148,212,19,7,2,6,11,11,0,416,11,427,170,PAN_PNA
7,28,SAN LUIS POTOSI ,845,B01,494,91,160,27,1,2,2,6,8,0,297,7,304,105,PAN_PNA
7,28,SAN LUIS POTOSI ,845,C01,493,89,179,33,3,4,3,8,14,0,333,9,342,111,PAN_PNA
7,28,SAN LUIS POTOSI ,846,B01,670,301,170,24,1,3,0,1,19,0,519,11,530,321,PAN_PNA
7,28,SAN LUIS POTOSI ,846,C01,670,265,172,9,2,3,5,1,23,0,480,5,485,289,PAN_PNA
7,28,SAN LUIS POTOSI ,846,C02,669,238,183,10,5,6,7,5,33,0,487,9,496,276,PAN_PNA
7,28,SAN LUIS POTOSI ,847,B01,583,83,149,19,7,4,2,8,16,0,288,17,305,107,PAN_PNA
7,28,SAN LUIS POTOSI ,847,C01,583,94,159,21,6,4,4,5,13,0,306,16,322,112,PAN_PNA
7,28,SAN LUIS POTOSI ,847,C02,583,77,150,32,7,1,8,8,13,0,296,6,302,98,PAN_PNA
7,28,SAN LUIS POTOSI ,847,C03,583,97,181,24,1,4,7,17,13,0,344,10,354,127,PAN_PNA
7,28,SAN LUIS POTOSI ,848,B01,512,108,154,23,2,2,5,5,29,0,328,14,342,142,PAN_PNA
7,28,SAN LUIS POTOSI ,848,C01,512,95,125,20,8,5,9,7,14,0,283,4,287,116,PAN_PNA
7,28,SAN LUIS POTOSI ,848,C02,512,113,139,23,4,4,9,7,12,0,311,7,318,132,PAN_PNA
7,28,SAN LUIS POTOSI ,857,B01,604,166,193,29,7,4,9,7,19,0,434,13,447,192,PAN_PNA
7,28,SAN LUIS POTOSI ,857,C01,604,152,178,20,8,2,3,9,19,0,391,16,407,180,PAN_PNA
7,28,SAN LUIS POTOSI ,857,C02,604,135,152,15,17,6,2,2,10,0,339,12,351,147,PAN_PNA
7,28,SAN LUIS POTOSI ,857,C03,604,143,181,23,9,4,7,7,13,0,387,14,401,163,PAN_PNA
7,28,SAN LUIS POTOSI ,858,B01,638,213,162,30,8,2,1,9,28,0,453,9,462,250,PAN_PNA
7,28,SAN LUIS POTOSI ,858,C01,637,204,184,27,5,3,2,7,18,0,450,16,466,229,PAN_PNA
7,28,SAN LUIS POTOSI ,859,B01,605,106,152,27,4,3,3,7,13,0,315,22,337,126,PAN_PNA
7,28,SAN LUIS POTOSI ,859,C01,604,117,151,17,3,1,4,5,14,0,312,18,330,136,PAN_PNA
7,28,SAN LUIS POTOSI ,860,B01,555,94,152,32,3,3,5,4,10,0,303,9,312,108,PAN_PNA
7,28,SAN LUIS POTOSI ,860,C01,554,124,131,25,0,2,1,0,14,0,297,7,304,138,PAN_PNA
7,28,SAN LUIS POTOSI ,861,B01,666,135,178,33,5,5,4,7,20,0,387,16,403,162,PAN_PNA
7,28,SAN LUIS POTOSI ,862,B01,718,131,196,25,9,7,9,8,19,0,404,15,419,158,PAN_PNA
7,28,SAN LUIS POTOSI ,865,B01,571,158,157,37,5,4,3,1,15,0,380,12,392,174,PAN_PNA
7,28,SAN LUIS POTOSI ,865,C01,570,142,168,27,5,2,5,6,26,0,381,11,392,174,PAN_PNA
7,28,SAN LUIS POTOSI ,866,B01,663,116,173,25,5,3,8,8,15,0,353,21,374,139,PAN_PNA
7,28,SAN LUIS POTOSI ,866,C01,662,131,174,23,6,3,4,7,14,1,363,25,388,152,PAN_PNA
7,28,SAN LUIS POTOSI ,867,B01,626,136,190,21,8,3,11,8,23,0,400,10,410,167,PAN_PNA
7,28,SAN LUIS POTOSI ,867,C01,626,132,173,23,6,3,5,4,15,0,361,11,372,151,PAN_PNA
7,28,SAN LUIS POTOSI ,868,B01,684,218,187,32,4,5,6,6,29,0,487,14,501,253,PAN_PNA
7,28,SAN LUIS POTOSI ,868,C01,684,245,160,21,3,7,4,4,29,0,473,15,488,278,PAN_PNA
7,28,SAN LUIS POTOSI ,869,B01,469,191,104,17,0,6,4,3,24,0,349,5,354,218,PAN_PNA
7,28,SAN LUIS POTOSI ,869,C01,468,184,125,15,4,1,1,1,14,0,345,6,351,199,PAN_PNA
7,28,SAN LUIS POTOSI ,870,B01,521,137,175,28,1,7,4,6,13,0,371,9,380,156,PAN_PNA
7,28,SAN LUIS POTOSI ,870,C01,521,128,137,24,6,1,2,4,13,0,315,12,327,145,PAN_PNA
7,28,SAN LUIS POTOSI ,870,C02,521,155,139,16,3,3,3,1,17,0,337,14,351,173,PAN_PNA
7,28,SAN LUIS POTOSI ,871,B01,614,130,182,44,5,3,5,7,15,0,391,14,405,152,PAN_PNA
7,28,SAN LUIS POTOSI ,871,C01,613,133,186,35,8,0,2,7,22,0,393,12,405,162,PAN_PNA
7,28,SAN LUIS POTOSI ,872,B01,430,77,102,26,5,2,4,5,8,0,229,22,251,90,PAN_PNA
7,28,SAN LUIS POTOSI ,872,C01,430,97,99,24,2,1,6,8,8,0,245,0,245,113,PAN_PNA
7,28,SAN LUIS POTOSI ,881,B01,509,92,125,23,3,2,5,7,9,0,266,13,279,108,PAN_PNA
7,28,SAN LUIS POTOSI ,882,B01,457,72,117,30,7,3,4,11,9,0,253,19,272,92,PAN_PNA
7,28,SAN LUIS POTOSI ,883,B01,483,179,116,11,1,2,7,3,30,0,349,13,362,212,PAN_PNA
7,28,SAN LUIS POTOSI ,883,C01,482,169,130,18,1,1,4,3,24,0,350,4,354,196,PAN_PNA
7,28,SAN LUIS POTOSI ,884,B01,639,263,163,13,2,1,2,4,26,0,474,13,487,293,PAN_PNA
7,28,SAN LUIS POTOSI ,884,C01,638,233,159,23,6,5,3,5,25,0,459,11,470,263,PAN_PNA
7,28,SAN LUIS POTOSI ,885,B01,608,216,176,23,0,1,1,5,26,0,448,16,464,247,PAN_PNA
7,28,SAN LUIS POTOSI ,885,C01,607,228,150,22,1,1,2,6,19,0,429,15,444,253,PAN_PNA
7,28,SAN LUIS POTOSI ,885,C02,607,217,152,29,4,3,4,4,22,0,435,18,453,243,PAN_PNA
7,28,SAN LUIS POTOSI ,886,B01,632,220,159,26,3,5,8,5,16,0,442,10,452,241,PAN_PNA
7,28,SAN LUIS POTOSI ,886,C01,632,238,157,18,3,2,4,4,20,0,446,9,455,262,PAN_PNA
7,28,SAN LUIS POTOSI ,887,B01,402,160,93,16,0,4,2,3,19,0,297,6,303,182,PAN_PNA
7,28,SAN LUIS POTOSI ,887,C01,401,145,100,17,3,2,1,2,17,0,287,7,294,164,PAN_PNA
7,28,SAN LUIS POTOSI ,888,B01,571,160,139,23,1,2,5,7,34,0,371,14,385,201,PAN_PNA
7,28,SAN LUIS POTOSI ,888,C01,571,152,163,15,1,1,3,2,23,0,360,17,377,177,PAN_PNA
7,28,SAN LUIS POTOSI ,889,B01,389,128,80,23,3,0,0,4,22,0,260,14,274,154,PAN_PNA
7,28,SAN LUIS POTOSI ,889,C01,389,112,112,22,6,1,3,4,10,0,270,5,275,126,PAN_PNA
7,28,SAN LUIS POTOSI ,890,B01,641,226,147,27,1,2,5,8,23,0,439,16,455,257,PAN_PNA
7,28,SAN LUIS POTOSI ,890,C01,640,201,143,36,1,1,6,2,22,0,412,12,424,225,PAN_PNA
7,28,SAN LUIS POTOSI ,891,B01,593,180,139,43,6,2,7,7,16,0,400,8,408,203,PAN_PNA
7,28,SAN LUIS POTOSI ,892,B01,205,40,65,15,3,3,3,2,3,0,134,4,138,45,PAN_PNA
7,28,SAN LUIS POTOSI ,893,B01,259,66,70,17,5,1,3,3,3,0,168,3,171,72,PAN_PNA
7,28,SAN LUIS POTOSI ,903,B01,715,186,157,30,6,10,4,8,41,0,442,20,462,235,PAN_PNA
7,28,SAN LUIS POTOSI ,904,B01,463,96,113,28,7,1,5,4,14,0,268,14,282,114,PAN_PNA
7,28,SAN LUIS POTOSI ,904,C01,462,138,124,19,2,1,5,3,14,0,306,18,324,155,PAN_PNA
7,28,SAN LUIS POTOSI ,905,B01,554,165,161,23,3,8,2,7,18,0,387,6,393,190,PAN_PNA
7,28,SAN LUIS POTOSI ,906,B01,681,216,182,50,3,3,7,6,16,0,483,13,496,238,PAN_PNA
7,28,SAN LUIS POTOSI ,906,C01,680,185,182,30,4,5,3,6,23,0,438,10,448,214,PAN_PNA
7,28,SAN LUIS POTOSI ,907,B01,517,172,136,19,5,0,6,5,19,0,362,9,371,196,PAN_PNA
7,28,SAN LUIS POTOSI ,907,C01,516,136,134,22,0,2,2,3,28,0,327,7,334,167,PAN_PNA
7,28,SAN LUIS POTOSI ,907,C01,516,164,131,17,5,2,3,2,22,0,346,2,348,188,PAN_PNA
7,28,SAN LUIS POTOSI ,908,B01,452,165,103,23,1,1,2,11,16,0,322,8,330,192,PAN_PNA
7,28,SAN LUIS POTOSI ,908,C01,452,144,126,19,2,7,2,17,19,0,336,11,347,180,PAN_PNA
7,28,SAN LUIS POTOSI ,909,B01,647,224,170,27,3,2,5,6,13,0,450,14,464,243,PAN_PNA
7,28,SAN LUIS POTOSI ,910,B01,622,248,116,26,2,2,3,3,33,0,433,11,444,284,PAN_PNA
7,28,SAN LUIS POTOSI ,910,C01,621,228,131,31,1,2,4,5,21,0,423,16,439,254,PAN_PNA
7,28,SAN LUIS POTOSI ,911,B01,640,277,131,31,3,2,2,6,25,0,477,7,484,308,PAN_PNA
7,28,SAN LUIS POTOSI ,912,B01,425,166,116,10,0,3,6,6,7,0,314,12,326,179,PAN_PNA
7,28,SAN LUIS POTOSI ,912,C01,425,150,106,16,1,1,6,3,19,0,302,8,310,172,PAN_PNA
7,28,SAN LUIS POTOSI ,913,B01,719,283,162,22,2,3,1,3,30,0,506,10,516,316,PAN_PNA
7,28,SAN LUIS POTOSI ,913,C01,719,268,186,22,6,0,0,3,34,0,519,14,533,305,PAN_PNA
7,28,SAN LUIS POTOSI ,914,B01,663,269,150,19,1,5,8,4,17,0,473,8,481,290,PAN_PNA
7,28,SAN LUIS POTOSI ,914,C01,663,255,172,26,1,4,7,5,20,0,490,5,495,280,PAN_PNA
7,28,SAN LUIS POTOSI ,915,B01,563,216,140,17,1,1,3,2,13,0,393,13,406,231,PAN_PNA
7,28,SAN LUIS POTOSI ,915,C01,563,173,158,15,1,2,3,4,25,0,381,16,397,202,PAN_PNA
7,28,SAN LUIS POTOSI ,916,B01,597,183,183,27,5,3,1,4,23,0,429,12,441,210,PAN_PNA
7,28,SAN LUIS POTOSI ,916,C01,597,144,170,33,5,8,9,5,24,0,398,15,413,173,PAN_PNA
7,28,SAN LUIS POTOSI ,917,B01,512,137,161,17,4,5,3,4,16,0,347,5,352,157,PAN_PNA
7,28,SAN LUIS POTOSI ,918,B01,535,128,142,34,3,9,4,3,19,0,342,18,360,150,PAN_PNA
7,28,SAN LUIS POTOSI ,928,B01,466,123,124,17,1,17,5,4,7,0,298,11,309,134,PAN_PNA
7,28,SAN LUIS POTOSI ,929,B01,677,292,179,22,2,2,5,4,22,0,528,14,542,318,PAN_PNA
7,28,SAN LUIS POTOSI ,929,C01,677,266,175,14,1,6,4,1,26,0,493,12,505,293,PAN_PNA
7,28,SAN LUIS POTOSI ,930,B01,657,275,156,20,3,2,3,4,21,0,484,14,498,300,PAN_PNA
7,28,SAN LUIS POTOSI ,982,B01,679,254,164,20,4,3,1,8,16,0,470,9,479,278,PAN_PNA
7,28,SAN LUIS POTOSI ,982,C01,678,249,155,19,4,4,6,3,20,0,460,7,467,272,PAN_PNA
7,28,SAN LUIS POTOSI ,983,B01,637,270,170,20,1,2,4,3,20,0,490,10,500,293,PAN_PNA
7,28,SAN LUIS POTOSI ,983,C01,636,231,185,16,3,2,4,5,20,0,466,4,470,256,PAN_PNA
7,28,SAN LUIS POTOSI ,983,C02,636,263,164,14,2,1,2,4,20,0,470,8,478,287,PAN_PNA
7,28,SAN LUIS POTOSI ,984,B01,635,263,152,25,1,3,4,6,19,0,473,10,483,288,PAN_PNA
7,28,SAN LUIS POTOSI ,984,C01,635,255,153,28,2,0,5,3,23,0,469,7,476,281,PAN_PNA
7,28,SAN LUIS POTOSI ,984,C02,634,271,146,25,3,6,5,1,24,0,481,9,490,296,PAN_PNA
7,28,SAN LUIS POTOSI ,985,B01,542,145,120,32,4,8,7,12,28,0,356,21,377,185,PAN_PNA
7,28,SAN LUIS POTOSI ,985,C01,542,148,154,31,4,0,4,5,21,0,367,22,389,174,PAN_PNA
7,28,SAN LUIS POTOSI ,986,B01,621,183,161,38,8,3,13,6,14,0,426,14,440,203,PAN_PNA
7,28,SAN LUIS POTOSI ,987,B01,442,92,149,28,2,7,6,3,12,0,299,9,308,107,PAN_PNA
7,28,SAN LUIS POTOSI ,987,C01,442,124,118,30,2,8,7,6,14,0,309,9,318,144,PAN_PNA
7,28,SAN LUIS POTOSI ,988,B01,422,72,116,15,5,2,7,5,11,0,233,7,240,88,PAN_PNA
7,28,SAN LUIS POTOSI ,988,C01,421,65,114,17,3,3,3,6,8,0,219,8,227,79,PAN_PNA
7,28,SAN LUIS POTOSI ,989,B01,385,95,125,30,1,3,5,11,8,0,278,11,289,114,PAN_PNA
7,28,SAN LUIS POTOSI ,989,C01,385,109,100,23,5,8,5,4,20,0,274,10,284,133,PAN_PNA
7,28,SAN LUIS POTOSI ,996,B01,511,80,122,28,7,5,6,4,13,0,265,13,278,97,PAN_PNA
7,28,SAN LUIS POTOSI ,996,C01,510,93,135,16,4,3,3,4,11,0,269,17,286,108,PAN_PNA
7,28,SAN LUIS POTOSI ,997,B01,575,127,185,38,2,3,5,7,16,0,383,27,410,150,PAN_PNA
7,28,SAN LUIS POTOSI ,997,C01,574,135,189,36,6,2,7,5,24,0,404,9,413,164,PAN_PNA
7,28,SAN LUIS POTOSI ,998,B01,544,154,146,24,6,3,3,4,18,0,358,10,368,176,PAN_PNA
7,28,SAN LUIS POTOSI ,998,C01,544,150,132,27,2,6,3,7,25,0,352,11,363,182,PAN_PNA
7,28,SAN LUIS POTOSI ,998,C02,544,144,167,13,3,3,4,6,15,0,355,12,367,165,PAN_PNA
7,28,SAN LUIS POTOSI ,999,C03,633,239,158,25,3,1,4,6,16,0,452,14,466,261,PAN_PNA
7,28,SAN LUIS POTOSI ,999,B01,633,213,169,25,1,7,5,9,26,0,455,9,464,248,PAN_PNA
7,28,SAN LUIS POTOSI ,999,C01,633,200,168,20,5,3,5,2,24,0,427,18,445,226,PAN_PNA
7,28,SAN LUIS POTOSI ,1000,B01,565,249,129,14,1,0,5,3,8,0,409,9,418,260,PAN_PNA
7,28,SAN LUIS POTOSI ,1000,C01,564,267,124,17,1,2,7,3,13,0,434,8,442,283,PAN_PNA
7,28,SAN LUIS POTOSI ,1000,C02,564,216,141,15,3,3,5,5,20,0,408,16,424,241,PAN_PNA
7,28,SAN LUIS POTOSI ,1001,B01,519,162,133,21,5,2,6,2,14,0,345,8,353,178,PAN_PNA
7,28,SAN LUIS POTOSI ,1001,C01,518,164,128,27,6,2,6,5,11,0,349,14,363,180,PAN_PNA
7,28,SAN LUIS POTOSI ,1001,C02,518,168,153,18,5,5,6,0,18,0,373,13,386,186,PAN_PNA
7,28,SAN LUIS POTOSI ,1002,B01,429,116,139,16,3,4,5,1,7,0,291,15,306,124,PAN_PNA
7,28,SAN LUIS POTOSI ,1002,C01,429,126,110,14,5,2,1,3,18,0,279,10,289,147,PAN_PNA
7,28,SAN LUIS POTOSI ,1003,B01,533,82,164,24,2,3,2,9,8,1,295,8,303,99,PAN_PNA
7,28,SAN LUIS POTOSI ,1004,B01,641,234,171,32,5,0,2,6,16,0,466,9,475,256,PAN_PNA
7,28,SAN LUIS POTOSI ,1004,C01,641,249,146,25,3,3,3,10,25,0,464,13,477,284,PAN_PNA
7,28,SAN LUIS POTOSI ,1005,B01,451,140,135,23,5,4,8,3,17,0,335,13,348,160,PAN_PNA
7,28,SAN LUIS POTOSI ,1005,C01,451,155,120,16,5,6,6,4,10,0,322,3,325,169,PAN_PNA
7,28,SAN LUIS POTOSI ,1006,B01,448,101,133,24,6,1,3,4,12,0,284,2,286,117,PAN_PNA
7,28,SAN LUIS POTOSI ,1006,C01,447,85,133,17,2,2,4,5,8,0,256,14,270,98,PAN_PNA
7,28,SAN LUIS POTOSI ,1007,B01,448,85,152,16,4,5,6,7,9,0,284,14,298,101,PAN_PNA
7,28,SAN LUIS POTOSI ,1007,C01,447,88,113,29,5,9,6,7,8,0,265,11,276,103,PAN_PNA
7,28,SAN LUIS POTOSI ,1019,B01,636,157,209,36,4,5,8,8,15,0,442,10,452,180,PAN_PNA
7,28,SAN LUIS POTOSI ,1019,C01,636,146,200,47,6,4,3,10,21,0,437,20,457,177,PAN_PNA
7,28,SAN LUIS POTOSI ,1020,B01,586,122,125,33,5,3,4,4,21,0,317,16,333,147,PAN_PNA
7,28,SAN LUIS POTOSI ,1020,C01,586,126,150,39,7,6,3,11,14,0,356,14,370,151,PAN_PNA
7,28,SAN LUIS POTOSI ,1021,B01,603,157,204,30,4,4,4,5,15,0,423,15,438,177,PAN_PNA
7,28,SAN LUIS POTOSI ,1021,C01,603,170,200,26,6,8,6,9,20,11,456,0,456,199,PAN_PNA
7,28,SAN LUIS POTOSI ,1022,B01,507,173,135,15,3,5,4,8,18,0,361,4,365,199,PAN_PNA
7,28,SAN LUIS POTOSI ,1022,C01,507,180,143,18,3,3,3,5,21,0,376,8,384,206,PAN_PNA
7,28,SAN LUIS POTOSI ,1022,C02,506,196,105,21,2,8,3,8,13,0,356,15,371,217,PAN_PNA
7,28,SAN LUIS POTOSI ,1023,B01,750,178,196,12,4,4,6,7,15,0,422,10,432,200,PAN_PNA
7,28,SAN LUIS POTOSI ,1023,C01,750,229,193,21,7,3,3,4,11,0,471,7,478,244,PAN_PNA
7,28,SAN LUIS POTOSI ,1023,C02,750,172,191,25,9,3,7,4,13,0,424,13,437,189,PAN_PNA
7,28,SAN LUIS POTOSI ,1023,C03,750,162,208,29,3,5,9,12,12,0,440,14,454,186,PAN_PNA
7,28,SAN LUIS POTOSI ,1023,C04,749,198,205,24,8,4,6,8,21,0,474,16,490,227,PAN_PNA
7,28,SAN LUIS POTOSI ,1024,B01,518,145,156,26,4,5,5,8,14,0,363,8,371,167,PAN_PNA
7,28,SAN LUIS POTOSI ,1024,C01,518,121,159,12,5,4,17,3,14,0,335,12,347,138,PAN_PNA
7,28,SAN LUIS POTOSI ,1025,B01,472,96,146,18,7,6,5,12,12,0,302,14,316,120,PAN_PNA
7,28,SAN LUIS POTOSI ,1025,C01,472,114,135,31,8,6,3,4,14,0,315,6,321,132,PAN_PNA
7,28,SAN LUIS POTOSI ,1037,B01,576,154,160,50,5,3,5,6,18,0,401,14,415,178,PAN_PNA
7,28,SAN LUIS POTOSI ,1037,C01,575,135,178,32,8,4,6,4,11,0,378,15,393,150,PAN_PNA
7,28,SAN LUIS POTOSI ,1038,B01,456,109,147,21,8,7,11,12,14,0,329,5,334,135,PAN_PNA
