CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1339,1,2,42,9,0,0,0,4,5,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,8,150,192
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1340,1,3,104,27,1,1,0,10,2,229,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,29,406,529
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1341,1,9,116,8,6,1,0,8,24,221,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,32,425,530
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1242,2,12,90,39,7,9,0,30,5,357,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,86,635,889
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1343,1,6,93,26,0,2,0,4,1,83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,13,228,302
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1344,2,20,94,193,3,10,0,27,3,433,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,68,851,1215
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1345,1,10,56,14,1,5,0,12,4,162,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,36,300,448
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1346,2,9,72,13,5,2,0,23,4,320,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,448,23,473,747
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1347,1,11,105,43,2,6,0,28,6,300,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,501,27,528,740
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1348,1,9,85,98,2,1,0,15,4,171,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,20,405,540
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1350,3,152,431,34,17,21,23,35,66,215,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,994,23,1018,2204
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1351,3,78,502,12,20,8,27,36,47,182,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,912,15,927,1855
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1352,5,124,932,16,28,18,41,51,65,307,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1582,29,1611,3350
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1353,4,138,684,20,24,13,23,44,42,287,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1275,26,1302,2584
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1354,3,60,284,20,11,13,15,33,46,185,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,667,13,680,1301
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1355,3,73,323,10,19,10,16,71,29,233,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,784,16,800,1675
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1356,2,68,291,10,11,10,28,37,42,119,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,616,16,632,1404
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1357,5,120,379,29,9,15,31,29,66,263,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,941,30,971,3018
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1358,6,131,641,38,39,17,37,56,130,287,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1376,39,1415,3776
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1359,2,61,168,16,9,6,8,23,72,107,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,470,26,498,985
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1360,2,95,249,8,12,9,7,18,80,96,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,574,16,592,1307
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1361,2,69,180,15,10,4,9,14,66,59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,12,438,904
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1362,7,282,780,91,29,31,57,84,248,346,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1948,47,1999,5230
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1363,16,446,1210,120,49,51,74,225,387,467,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3029,86,3117,10203
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1364,7,128,812,31,21,10,25,83,192,194,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1496,39,1537,4712
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1365,3,97,423,26,13,9,14,48,64,120,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,814,17,831,2128
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1366,4,126,573,16,11,9,27,39,74,127,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1002,21,1023,2262
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1367,6,185,983,42,28,18,24,52,125,195,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1652,48,1700,3920
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1368,10,347,1296,71,57,43,59,115,160,339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2487,56,2543,6780
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1767,2,42,248,9,5,4,15,9,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,366,11,378,912
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1768,2,42,256,12,8,4,6,9,16,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,9,420,964
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1769,2,43,195,6,5,4,5,23,20,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,356,8,365,1073
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1770,3,47,153,14,9,7,11,40,36,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,12,391,1511
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1771,1,39,55,7,3,2,6,7,20,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,9,183,671
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1772,2,42,111,14,9,3,4,11,29,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,10,278,815
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1773,2,35,140,12,0,3,5,5,31,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,289,3,292,859
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1774,2,23,155,38,5,2,12,15,31,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,9,320,894
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1775,2,33,100,9,5,1,8,11,36,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,5,257,848
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1776,2,35,99,16,5,2,9,20,24,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,273,5,279,823
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1777,2,65,152,11,5,5,8,13,31,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,15,354,951
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1778,2,24,118,4,7,4,6,13,23,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,6,244,802
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1779,1,28,104,10,8,1,6,12,24,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,230,6,238,709
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1780,2,44,151,12,3,4,7,25,30,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,14,326,956
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1781,2,30,63,8,1,2,3,6,17,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,6,151,920
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1782,2,35,132,15,15,3,16,23,26,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,7,309,1043
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1783,2,61,137,15,6,5,12,20,32,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,310,10,320,876
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1784,2,27,153,8,4,3,7,11,18,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,6,274,763
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1785,2,45,281,11,14,10,7,14,15,71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,11,479,1028
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1786,2,30,331,6,4,5,7,18,26,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,12,519,1119
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1787,2,43,296,8,3,5,7,17,39,59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,17,494,1217
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1369,2,0,132,59,4,171,17,82,117,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,584,17,601,876
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1370,2,0,176,81,11,194,37,89,209,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,803,7,810,1175
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1371,1,0,84,52,13,81,20,49,126,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,428,10,440,629
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1372,1,0,91,66,11,100,57,32,109,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,6,478,710
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1373,2,0,173,104,11,208,58,64,261,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,888,11,899,1375
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1374,3,0,233,114,21,307,108,108,306,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1201,17,1218,1823
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1375,2,0,163,191,14,316,34,57,107,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,886,16,902,1484
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1376,4,0,334,149,16,511,99,95,270,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1480,41,1521,2523
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1377,3,0,227,157,32,164,116,224,255,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1186,30,1216,1947
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1378,2,0,232,16,0,0,0,294,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,12,554,782
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1379,1,0,219,8,0,0,0,199,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,10,436,631
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1380,1,0,191,23,0,0,0,376,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,590,15,607,747
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1381,1,0,186,6,0,0,0,173,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,7,372,536
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1382,2,0,107,1,0,0,0,131,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,7,246,384
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1383,1,0,89,25,0,0,0,167,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,9,290,412
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1384,1,0,55,1,0,0,0,59,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,3,118,169
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1385,1,0,89,2,0,0,0,103,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,6,200,266
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1386,1,0,164,4,0,0,0,170,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,338,10,348,464
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1387,1,0,55,0,0,0,0,46,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,3,104,131
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1388,2,0,292,2,0,0,0,329,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,623,12,635,797
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1389,1,0,57,1,0,0,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,5,163,208
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1390,1,0,67,3,0,0,0,131,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,4,205,273
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1391,1,0,159,10,0,0,0,254,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,423,18,441,595
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1392,1,0,127,18,0,0,0,143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,288,16,304,452
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1393,1,0,77,3,0,0,0,231,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,3,314,392
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1394,1,0,57,2,0,0,0,85,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,10,154,200
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1395,2,50,121,19,3,119,170,74,62,15,5,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,0,826,29,855,1268
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1396,2,50,105,15,2,70,216,44,26,7,4,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,0,792,18,810,1088
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1397,2,52,103,19,1,113,218,37,57,13,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,0,783,15,798,1132
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1398,2,50,111,13,2,156,264,27,88,24,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,0,938,28,966,1468
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1399,3,41,105,31,1,105,234,65,67,19,7,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,0,962,16,978,1501
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1400,1,4,79,19,5,9,18,17,13,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,0,206,4,210,348
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1401,1,15,73,6,4,67,44,33,17,25,5,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,0,387,8,395,603
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1402,2,58,91,5,8,39,75,81,54,3,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,0,503,10,513,836
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1403,3,568,491,19,7,0,0,43,15,293,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,0,1467,38,1505,2145
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1404,1,138,50,0,2,0,0,2,1,31,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,227,10,237,347
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1405,1,124,30,2,0,0,0,7,4,71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,243,23,266,495
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1406,1,174,118,8,0,0,0,14,8,101,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,439,40,479,728
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1407,1,241,180,0,6,0,0,14,4,129,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,578,34,612,736
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1408,2,295,138,3,1,0,0,4,5,118,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,570,19,589,816
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1409,1,256,122,4,1,0,0,9,3,133,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,539,13,552,695
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1410,5,631,292,18,3,0,0,27,34,355,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,0,1378,61,1439,1925
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1411,1,277,140,9,3,0,0,5,4,137,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,585,14,600,739
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1412,2,273,130,1,2,0,0,11,4,161,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,593,29,622,837
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1413,1,138,164,4,1,0,0,7,2,136,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,459,35,494,641
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1414,2,246,179,15,8,0,0,20,7,480,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,0,973,80,1053,1446
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1415,2,391,253,6,9,0,0,8,132,147,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,952,39,991,1288
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1416,1,110,106,2,1,0,0,11,7,53,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,291,6,297,363
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1417,2,223,193,3,0,0,0,0,5,169,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0,601,21,622,863
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1418,1,171,143,11,5,0,0,2,13,52,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,403,52,455,572
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1419,2,318,76,2,2,0,0,6,16,329,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,757,50,807,1021
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1420,1,66,75,49,2,0,0,5,10,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,257,14,271,345
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1421,1,116,136,2,1,0,0,6,5,35,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,306,14,320,454
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1422,2,323,408,28,15,0,0,8,7,74,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,870,49,919,1202
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1423,3,337,266,10,7,0,0,10,9,282,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,934,58,992,1273
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1424,2,209,196,10,5,0,0,10,3,69,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,510,24,534,786
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1425,2,185,230,4,3,0,0,7,6,166,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,605,27,632,821
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,743
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1427,1,101,121,7,0,0,0,6,21,101,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,373,32,405,581
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1428,4,507,561,20,8,0,0,35,20,260,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,0,1476,54,1530,1990
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1429,3,324,100,124,3,4,155,36,212,60,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1021,46,1067,1775
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1430,4,634,130,221,7,4,198,83,356,83,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1722,48,1774,2736
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1431,3,380,90,204,13,5,88,40,284,43,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1152,25,1177,1811
