MUNICIPIO,Dtto,SECCION,LNOM,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,PL,PCD,PAS,PSN,NULOS,CCM1,CCM2,TOTAL
Ramos Arizpe,5,652,1142,330,231,11,0,0,0,23,24,8,0,0,15,0,0,642
Ramos Arizpe,5,653,834,270,135,6,3,0,0,4,8,18,0,0,21,0,0,465
Ramos Arizpe,5,654,1311,402,309,3,3,0,0,5,13,11,0,0,19,0,0,765
Ramos Arizpe,5,655,1301,424,292,10,2,0,0,6,8,3,0,0,24,0,0,769
Ramos Arizpe,5,656,744,256,203,3,0,0,0,2,5,4,0,0,8,0,0,481
Ramos Arizpe,5,657,1136,441,241,3,0,0,0,6,12,2,0,0,9,0,0,714
Ramos Arizpe,5,658,673,174,163,2,4,0,0,5,5,3,0,0,2,0,0,358
Ramos Arizpe,5,659,1222,428,255,9,1,0,0,12,3,1,0,0,7,0,0,716
Ramos Arizpe,5,660,1273,418,245,7,1,0,0,14,12,10,0,0,6,0,0,713
Ramos Arizpe,5,661,1586,446,349,6,3,0,0,3,11,4,0,0,16,0,0,838
Ramos Arizpe,5,662,745,214,157,1,3,0,0,3,3,5,0,0,3,0,0,389
Ramos Arizpe,5,663,2949,891,430,13,3,0,0,27,61,28,0,0,32,0,0,1485
Ramos Arizpe,5,664,3337,880,651,27,10,0,0,8,36,22,0,0,22,0,0,1656
Ramos Arizpe,5,665,192,31,53,2,0,0,0,4,0,1,0,0,3,0,0,94
Ramos Arizpe,5,666,247,41,66,0,0,0,0,2,1,2,0,0,1,0,0,113
Ramos Arizpe,5,667,279,66,54,4,0,0,0,0,0,0,0,0,0,0,0,124
Ramos Arizpe,5,668,115,20,33,1,0,0,0,1,0,0,0,0,0,0,0,55
Ramos Arizpe,5,669,335,97,103,0,0,0,0,1,0,1,0,0,2,0,0,204
Ramos Arizpe,5,670,197,52,55,2,0,0,0,8,0,0,0,0,3,0,0,120
Ramos Arizpe,5,671,330,91,78,0,1,0,0,5,0,2,0,0,4,0,0,181
Ramos Arizpe,5,672,93,27,19,0,0,0,0,0,0,0,0,0,4,0,0,50
Ramos Arizpe,5,673,820,246,186,2,1,0,0,16,2,0,0,0,13,0,0,466
Ramos Arizpe,5,674,178,38,73,0,0,0,0,5,0,0,0,0,1,0,0,117
Ramos Arizpe,5,675,75,9,12,15,0,0,0,0,0,0,0,0,0,0,0,36
Ramos Arizpe,5,676,386,91,153,2,1,0,0,6,0,0,0,0,6,0,0,259
Ramos Arizpe,5,677,354,100,88,2,0,0,0,9,1,0,0,0,8,0,0,208
Ramos Arizpe,5,678,86,14,17,0,0,0,0,1,0,0,0,0,0,0,0,32
Ramos Arizpe,5,679,126,35,46,8,0,0,0,0,0,0,0,0,2,0,0,91
Ramos Arizpe,5,680,94,22,35,0,0,0,0,2,1,0,0,0,1,0,0,61
Ramos Arizpe,5,681,159,29,44,0,0,0,0,0,1,3,0,0,0,0,0,77
Ramos Arizpe,5,682,90,12,40,0,0,0,0,0,0,0,0,0,2,0,0,54
Ramos Arizpe,5,683,157,19,59,0,2,0,0,1,0,0,0,0,5,0,0,86
Ramos Arizpe,5,684,243,44,46,0,0,0,0,0,0,0,0,0,8,0,0,98
Ramos Arizpe,5,685,275,30,68,3,1,0,0,1,0,0,0,0,2,0,0,105
Ramos Arizpe,5,686,324,46,49,28,4,0,0,2,0,1,0,0,0,0,0,130
Ramos Arizpe,5,687,127,27,25,0,0,0,0,0,0,0,0,0,0,0,0,52
Ramos Arizpe,5,688,242,25,69,0,2,0,0,4,0,0,0,0,0,0,0,100
Ramos Arizpe,5,689,204,29,88,0,0,0,0,9,1,0,0,0,4,0,0,131
Ramos Arizpe,5,690,125,6,48,14,0,0,0,1,0,0,0,0,0,0,0,69
Sabinas,17,691,813,24,148,27,3,0,71,5,0,189,0,0,4,1,0,472
Sabinas,17,692,2170,51,389,39,11,0,235,11,0,424,0,0,20,3,0,1183
Sabinas,17,693,2368,61,328,71,22,0,148,15,0,531,0,0,20,3,0,1199
Sabinas,17,694,1438,54,258,23,12,0,127,4,0,268,0,0,12,0,0,758
Sabinas,17,695,1121,32,262,22,5,0,124,10,0,201,0,0,6,1,0,663
Sabinas,17,696,1214,30,234,19,3,0,163,10,0,218,0,0,8,1,0,686
Sabinas,17,697,577,19,139,10,3,0,53,3,0,109,0,0,4,0,0,340
Sabinas,17,698,1044,22,224,15,4,0,95,9,0,193,0,0,12,0,0,574
Sabinas,17,699,867,37,189,15,11,0,88,3,0,132,0,0,10,1,0,486
Sabinas,17,700,782,19,240,21,5,0,107,2,0,100,0,0,3,0,0,497
Sabinas,17,701,1085,30,221,23,10,0,83,8,0,167,0,0,4,4,0,550
Sabinas,17,702,1252,52,270,25,6,0,86,19,0,208,0,0,18,0,0,684
Sabinas,17,703,1369,38,251,47,7,0,78,10,0,232,0,0,24,33,0,720
Sabinas,17,704,437,9,99,14,3,0,36,0,0,69,0,0,0,18,0,248
Sabinas,17,705,784,22,183,11,4,0,82,1,0,110,0,0,9,1,0,423
Sabinas,17,706,1102,65,206,24,8,0,76,12,0,185,0,0,23,14,0,613
Sabinas,17,707,1025,48,172,37,18,0,58,2,0,172,0,0,28,0,0,535
Sabinas,17,708,1056,39,186,34,20,0,88,10,0,147,0,0,25,3,0,552
Sabinas,17,709,1323,38,243,41,28,0,52,13,0,258,0,0,19,5,0,697
Sabinas,17,710,1055,38,223,39,12,0,68,6,0,112,0,0,24,3,0,525
Sabinas,17,711,1218,57,213,21,28,0,85,13,0,157,0,0,46,0,0,620
Sabinas,17,712,319,8,54,4,4,0,18,5,0,60,0,0,7,1,0,161
Sabinas,17,713,253,8,48,4,4,0,28,3,0,40,0,0,1,2,0,138
Sabinas,17,714,987,35,207,14,9,0,96,3,0,185,0,0,4,1,0,554
Sabinas,17,715,1319,77,255,24,22,0,90,3,0,218,0,0,9,0,0,698
Sabinas,17,716,156,3,66,4,4,0,7,7,0,5,0,0,17,0,0,113
Sabinas,17,717,675,97,65,15,3,0,11,12,0,137,0,0,7,0,0,347
Sabinas,17,718,609,65,36,14,0,0,14,18,0,219,0,0,5,0,0,371
Sabinas,17,719,641,49,62,7,7,0,27,13,0,182,0,0,10,0,0,357
Sabinas,17,720,548,49,55,27,5,0,6,41,0,94,0,0,3,0,0,280
Sabinas,17,721,750,13,105,21,2,0,18,4,0,266,0,0,5,0,0,434
Sabinas,17,722,858,11,108,11,1,0,23,3,0,340,0,0,184,0,0,681
Sabinas,17,723,1306,22,111,8,6,0,23,9,0,647,0,0,15,0,0,841
Sabinas,17,724,1151,23,213,15,0,0,34,9,0,392,0,0,11,1,0,698
Sabinas,17,725,877,13,127,30,2,0,12,18,0,311,0,0,8,0,0,521
Sabinas,17,726,492,10,48,11,3,0,14,10,0,209,0,0,5,2,0,312
Sabinas,17,727,144,1,48,1,1,0,12,0,0,33,0,0,3,0,0,99
Sacramento,14,728,740,213,214,0,156,0,0,0,0,0,0,0,6,0,0,589
Sacramento,14,729,713,175,282,0,99,0,0,0,0,0,0,0,8,0,0,564
Saltillo,2,730,1118,225,249,23,7,3,1,1,0,0,0,5,4,0,0,518
Saltillo,2,731,1637,235,275,9,5,9,2,3,0,0,0,0,4,0,0,542
Saltillo,2,732,1068,211,276,12,7,3,2,3,0,0,0,4,6,1,0,525
Saltillo,2,733,1664,285,384,16,17,2,7,5,0,0,0,2,5,0,0,723
Saltillo,2,734,1647,252,328,16,11,4,5,4,0,0,0,8,7,0,0,635
Saltillo,2,735,973,97,219,9,12,1,1,7,0,0,0,3,9,1,0,359
Saltillo,2,736,1260,124,373,9,7,5,0,4,0,0,0,1,11,0,0,534
Saltillo,2,737,1550,93,382,11,15,9,3,17,0,0,0,9,4,1,0,544
Saltillo,2,738,2109,109,880,5,7,7,0,17,0,0,0,1,19,0,0,1045
Saltillo,2,739,1417,101,358,10,7,1,0,3,0,0,0,7,13,0,0,500
Saltillo,2,740,1584,403,343,12,10,6,2,3,0,0,0,2,5,2,0,788
Saltillo,2,741,950,171,181,11,4,2,0,0,0,0,0,1,5,0,0,375
Saltillo,2,742,1522,172,395,14,4,1,0,1,0,0,0,4,8,0,0,599
Saltillo,2,743,1510,264,384,16,10,5,3,1,0,0,0,8,11,0,0,702
Saltillo,2,744,1248,87,344,6,2,5,0,1,0,0,0,3,8,1,0,457
Saltillo,2,745,937,97,155,13,6,4,0,0,0,0,0,3,4,0,0,282
Saltillo,2,746,1131,69,279,7,2,5,0,5,0,0,0,2,6,0,0,375
Saltillo,2,747,1122,76,234,4,5,2,4,7,0,0,0,3,5,14,0,354
Saltillo,2,748,1412,64,297,6,6,6,5,4,0,0,0,1,7,2,0,398
Saltillo,2,749,889,158,233,16,7,4,1,1,0,0,0,3,4,1,0,428
Saltillo,2,750,1391,316,291,14,4,4,0,1,0,0,0,8,8,10,0,656
Saltillo,2,751,2125,362,430,28,5,13,2,0,0,0,0,6,10,0,0,856
Saltillo,2,752,2844,369,738,24,13,6,2,4,0,0,0,9,9,1,0,1175
Saltillo,2,753,1352,233,255,5,2,5,1,1,0,0,0,6,10,0,0,518
Saltillo,2,754,1163,80,253,9,4,3,2,7,0,0,0,6,5,0,0,369
Saltillo,2,755,1173,31,220,9,6,2,0,0,0,0,0,18,12,0,0,298
Saltillo,3,756,1147,81,222,7,2,3,0,1,0,0,0,15,10,3,0,344
Saltillo,2,757,1892,240,478,26,6,8,2,3,0,0,0,6,6,3,0,778
Saltillo,2,758,1259,159,292,15,6,0,1,12,0,0,0,8,7,0,0,500
Saltillo,2,759,1749,263,345,19,8,1,0,1,0,0,0,0,5,0,0,642
Saltillo,2,760,738,89,205,3,5,4,0,0,0,0,0,3,2,0,0,311
Saltillo,2,761,1177,141,306,13,8,4,0,3,0,0,0,3,3,0,0,481
Saltillo,2,762,910,231,214,18,8,0,2,0,0,0,0,0,1,2,0,476
Saltillo,2,763,1541,275,346,18,6,5,0,4,0,0,0,58,17,0,0,729
Saltillo,2,764,1521,308,375,16,5,7,2,6,0,0,0,5,12,1,0,737
Saltillo,2,765,1146,120,259,10,3,3,0,1,0,0,0,7,5,0,0,408
Saltillo,2,766,1159,91,229,2,14,3,0,1,0,0,0,6,5,14,0,365
Saltillo,2,767,857,124,234,8,3,5,0,1,0,0,0,3,2,0,0,380
Saltillo,2,768,2316,152,462,9,10,6,2,2,0,0,0,7,10,0,0,660
Saltillo,2,769,1175,85,227,6,5,3,0,3,0,0,0,4,3,1,0,337
Saltillo,2,770,926,71,172,4,4,2,0,1,0,0,0,0,1,0,0,255
Saltillo,2,771,1386,47,215,8,8,2,6,136,0,0,0,2,5,0,0,429
Saltillo,2,772,815,142,193,21,9,5,0,1,0,0,0,1,5,9,0,386
Saltillo,2,773,872,262,205,9,1,5,0,0,0,0,0,4,4,0,0,490
Saltillo,2,774,1420,155,296,15,5,7,1,0,0,0,0,0,7,0,0,486
Saltillo,2,775,1179,117,280,11,4,4,0,0,0,0,0,2,7,0,0,425
Saltillo,3,776,1135,176,329,14,8,2,1,2,0,0,0,5,5,0,0,542
Saltillo,3,777,1324,69,184,4,3,1,0,13,0,0,0,3,55,0,0,332
Saltillo,2,778,1286,186,319,4,2,5,0,6,0,0,0,4,5,0,0,531
Saltillo,2,779,1384,223,267,17,10,9,1,4,0,0,0,7,4,1,0,543
Saltillo,2,780,1079,151,291,22,4,6,0,0,0,0,0,2,4,0,0,480
Saltillo,1,781,1042,217,274,14,20,0,0,1,0,0,0,5,5,0,0,536
Saltillo,1,782,992,222,249,13,6,5,0,1,0,0,0,3,7,0,0,506
Saltillo,1,783,1254,209,465,14,14,2,0,4,0,0,0,2,6,0,0,716
Saltillo,1,784,932,230,242,10,4,6,0,1,0,0,0,2,6,0,0,501
Saltillo,1,785,785,200,206,17,7,7,3,0,0,0,0,7,4,0,0,451
Saltillo,1,786,1074,259,273,36,2,1,2,0,0,0,0,9,5,0,0,587
Saltillo,2,787,1427,92,261,5,5,3,2,11,0,0,0,0,6,0,0,385
Saltillo,2,788,1379,58,221,4,1,2,2,77,0,0,0,0,10,0,0,375
Saltillo,2,789,906,65,238,7,5,2,0,3,0,0,0,7,7,0,0,334
Saltillo,2,790,1342,75,355,20,6,4,0,5,0,0,0,5,18,0,0,488
Saltillo,2,791,1083,126,208,12,7,3,0,2,0,0,0,1,4,2,0,365
Saltillo,2,792,1577,117,372,10,6,5,3,4,0,0,0,3,8,0,0,528
Saltillo,2,793,961,63,249,14,15,3,0,3,0,0,0,1,4,0,0,352
Saltillo,2,794,1353,61,170,7,7,2,13,81,0,0,0,2,7,0,0,350
Saltillo,2,795,1785,110,408,7,13,4,2,14,0,0,0,2,3,0,0,563
Saltillo,1,796,1842,373,438,19,10,10,2,0,0,0,0,7,10,0,0,869
Saltillo,1,797,831,188,203,10,3,1,0,0,0,0,0,2,9,0,0,416
Saltillo,1,798,1022,239,271,5,3,6,1,0,0,0,0,4,5,0,0,534
Saltillo,1,799,887,165,207,19,6,5,0,0,0,0,0,3,5,0,0,410
Saltillo,3,800,1546,235,386,14,13,4,1,6,0,0,0,1,9,0,0,669
Saltillo,3,801,1154,150,336,5,3,3,1,2,0,0,0,2,9,0,0,511
Saltillo,3,802,705,89,159,12,2,10,1,3,0,0,0,1,3,2,0,282
Saltillo,3,803,1050,93,231,10,4,3,5,8,0,0,0,3,6,2,0,365
Saltillo,3,804,1329,118,263,10,5,16,3,7,0,0,0,2,9,0,0,433
Saltillo,3,805,1235,90,246,4,4,23,3,4,0,0,0,4,2,0,0,380
Saltillo,3,806,620,119,190,5,5,3,1,2,0,0,0,1,4,0,0,330
Saltillo,1,807,1186,114,302,7,8,5,0,1,0,0,0,8,6,1,0,452
Saltillo,1,808,1036,134,241,12,3,1,0,1,0,0,0,4,12,9,0,417
Saltillo,1,809,794,81,216,8,5,8,0,1,0,0,0,3,9,0,0,331
Saltillo,1,810,899,235,218,16,5,10,1,1,0,0,0,7,6,1,0,500
Saltillo,1,811,746,161,191,3,1,2,0,0,0,0,0,1,2,0,0,361
Saltillo,2,812,1336,99,294,8,7,4,1,3,0,0,0,0,9,0,0,425
Saltillo,2,813,1107,88,219,7,3,3,0,7,0,0,0,4,13,0,0,344
Saltillo,2,814,1596,73,258,8,10,3,4,43,0,0,0,5,11,1,0,416
Saltillo,2,815,1156,90,266,6,9,5,1,8,0,0,0,1,10,1,0,397
Saltillo,2,816,2513,191,575,14,29,15,4,10,0,0,0,3,19,0,0,860
Saltillo,2,817,1188,51,349,6,4,0,1,6,0,0,0,1,7,0,0,425
Saltillo,2,818,1278,54,328,1,2,3,1,12,0,0,0,3,15,0,0,419
Saltillo,2,819,1469,89,379,14,4,8,0,13,0,0,0,1,3,0,0,511
Saltillo,2,820,1078,61,263,9,14,0,1,1,0,0,0,1,9,1,0,360
Saltillo,2,821,1005,79,254,7,7,7,1,6,0,0,0,3,11,0,0,375
Saltillo,2,822,1053,61,278,4,12,9,0,6,0,0,0,3,12,0,0,385
Saltillo,2,823,970,79,241,4,4,3,0,2,0,0,0,4,3,0,0,340
Saltillo,2,824,846,61,196,3,3,4,0,14,0,0,0,0,3,0,0,284
Saltillo,2,825,880,55,211,4,6,3,0,3,0,0,0,4,2,0,0,288
Saltillo,1,826,847,125,239,5,3,3,1,16,0,0,0,0,8,0,0,400
Saltillo,1,827,930,163,199,9,8,3,1,1,0,0,0,11,5,0,0,400
Saltillo,3,828,1251,121,319,7,4,3,1,0,0,0,0,9,9,0,0,473
Saltillo,3,829,1669,138,342,5,5,18,2,9,0,0,0,1,7,0,0,527
Saltillo,3,830,3748,174,747,15,14,12,4,12,0,0,0,21,11,0,0,1010
Saltillo,3,831,1395,94,293,13,10,5,0,2,0,0,0,2,6,0,0,425
Saltillo,3,832,1567,127,330,16,5,9,6,4,0,0,0,9,20,0,0,526
Saltillo,3,833,1252,197,279,11,2,5,2,2,0,0,0,2,8,0,0,508
Saltillo,3,834,854,21,273,1,4,0,2,5,0,0,0,3,2,7,0,318
Saltillo,3,835,1325,52,249,1,1,7,0,17,0,0,0,1,13,1,0,342
Saltillo,3,836,1705,107,357,16,10,3,0,19,0,0,0,4,12,2,0,530
Saltillo,3,837,1056,82,209,12,3,1,0,3,0,0,0,2,6,0,0,318
Saltillo,3,838,1134,117,237,6,3,5,0,5,0,0,0,3,9,8,0,393
Saltillo,3,839,925,131,218,11,2,8,0,5,0,0,0,2,3,1,0,381
Saltillo,3,840,818,86,247,5,3,4,2,3,0,0,0,2,6,0,0,358
Saltillo,1,841,804,82,220,6,6,5,1,0,0,0,0,5,7,0,0,332
Saltillo,1,842,734,93,213,4,5,3,1,3,0,0,0,3,0,0,0,325
Saltillo,1,843,822,88,216,12,5,0,2,6,0,0,0,0,7,0,0,336
Saltillo,1,844,697,107,157,8,4,9,0,4,0,0,0,5,2,1,0,297
Saltillo,1,845,732,86,192,8,2,5,1,1,0,0,0,1,2,0,0,298
Saltillo,1,846,810,92,251,7,3,2,1,1,0,0,0,2,7,0,0,366
Saltillo,1,847,1269,149,366,12,3,1,0,2,0,0,0,3,11,10,0,557
Saltillo,1,848,899,157,236,4,7,2,0,0,0,0,0,0,2,0,0,408
Saltillo,1,849,677,40,163,5,6,2,0,0,0,0,0,5,2,0,0,223
Saltillo,1,850,1392,185,336,10,14,6,2,8,0,0,0,4,8,1,0,574
Saltillo,1,851,1292,116,359,9,8,6,0,4,0,0,0,1,4,0,0,507
Saltillo,2,852,1091,33,221,8,2,5,5,1,0,0,0,0,11,1,0,287
Saltillo,1,853,1328,82,304,10,3,4,1,4,0,0,0,2,8,0,0,418
Saltillo,1,854,1235,135,345,9,8,2,0,4,0,0,0,2,6,0,0,511
Saltillo,1,855,1028,194,286,9,16,4,1,1,0,0,0,7,10,0,0,528
Saltillo,1,856,1134,132,316,11,5,4,0,6,0,0,0,5,6,0,0,485
Saltillo,1,857,991,165,222,4,1,2,0,2,0,0,0,0,1,7,0,404
Saltillo,1,858,911,114,163,6,1,1,1,0,0,0,0,1,1,0,0,288
Saltillo,1,859,958,144,216,7,8,0,1,2,0,0,0,3,4,1,0,386
Saltillo,1,860,960,120,215,13,5,3,0,0,0,0,0,3,0,1,0,360
Saltillo,1,861,764,121,183,12,0,1,0,1,0,0,0,1,227,0,0,546
Saltillo,3,862,1030,93,253,9,3,3,0,4,0,0,0,3,4,0,0,372
Saltillo,3,863,1603,121,346,8,6,5,0,7,0,0,0,4,14,0,0,511
Saltillo,3,864,1546,171,270,2,2,7,0,0,0,0,0,6,9,9,0,476
Saltillo,3,865,1407,181,319,10,8,3,1,1,0,0,0,1,14,0,0,538
Saltillo,3,866,1152,187,295,9,7,1,0,8,0,0,0,5,6,1,0,519
Saltillo,3,867,1444,166,333,18,2,2,1,4,0,0,0,4,12,14,0,556
Saltillo,3,868,2477,160,596,11,4,13,2,8,0,0,0,4,4,0,0,802
Saltillo,3,869,3028,153,583,18,14,6,1,10,0,0,0,4,7,0,0,796
Saltillo,3,870,778,113,195,8,2,2,1,2,0,0,0,1,9,7,0,340
Saltillo,3,871,1049,227,246,10,5,6,1,1,0,0,0,1,7,0,0,504
Saltillo,3,872,1477,267,318,24,8,4,2,4,0,0,0,4,3,0,0,634
Saltillo,3,873,1159,99,279,10,9,4,0,6,0,0,0,5,7,0,0,419
Saltillo,3,874,646,81,180,7,4,3,0,1,0,0,0,0,5,0,0,281
Saltillo,1,875,947,141,210,9,4,4,1,0,0,0,0,2,6,0,0,377
Saltillo,1,876,1087,115,267,15,0,6,1,0,0,0,0,1,10,0,0,415
Saltillo,1,877,1085,159,258,8,3,9,0,1,0,0,0,1,2,0,0,441
Saltillo,1,878,704,163,107,8,4,5,0,0,0,0,0,0,6,0,0,293
Saltillo,1,879,882,92,198,10,2,3,0,1,0,0,0,1,3,0,0,310
Saltillo,1,880,1143,98,313,11,6,2,2,5,0,0,0,4,2,0,0,443
Saltillo,1,881,739,95,201,10,6,2,0,2,0,0,0,1,4,0,0,321
Saltillo,1,882,894,122,282,7,2,1,1,3,0,0,0,2,7,0,0,427
Saltillo,1,883,1374,97,459,8,9,3,1,10,0,0,0,2,7,0,0,596
Saltillo,1,884,1094,116,258,18,11,3,2,7,0,0,0,3,22,2,0,442
Saltillo,1,885,1182,75,377,9,7,7,4,3,0,0,0,5,12,0,0,499
Saltillo,1,886,1315,96,376,12,9,5,0,2,0,0,0,5,11,0,0,516
Saltillo,1,887,1314,111,293,2,13,1,1,3,0,0,0,9,11,0,0,444
Saltillo,1,888,1574,136,398,16,5,3,1,3,0,0,0,4,9,0,0,575
Saltillo,1,889,1136,66,309,7,11,2,1,6,0,0,0,1,2,0,0,405
Saltillo,1,890,1009,60,279,1,7,1,1,2,0,0,0,2,7,0,0,360
Saltillo,1,891,906,113,269,9,3,3,1,3,0,0,0,3,9,1,0,414
Saltillo,1,892,813,119,222,17,6,4,0,0,0,0,0,2,5,0,0,375
Saltillo,1,893,1114,153,258,6,4,5,1,1,0,0,0,3,1,0,0,432
Saltillo,1,894,808,72,149,0,4,9,0,2,0,0,0,5,7,6,0,254
Saltillo,1,895,1197,72,282,3,2,6,0,12,0,0,0,4,6,23,0,410
Saltillo,4,896,1061,101,243,20,0,2,0,1,0,0,0,2,9,13,0,391
Saltillo,4,897,1329,127,302,14,8,6,3,4,0,0,0,5,4,0,0,473
Saltillo,4,898,1006,125,255,16,7,5,0,1,0,0,0,2,4,0,0,415
Saltillo,3,899,975,126,279,8,8,1,0,1,0,0,0,1,6,1,0,431
Saltillo,4,900,566,67,154,5,1,2,0,0,0,0,0,1,6,0,0,236
Saltillo,3,901,519,87,136,0,0,1,9,2,0,0,0,1,0,1,0,237
Saltillo,3,902,1277,136,346,20,0,3,1,4,0,0,0,4,10,0,0,524
Saltillo,3,903,1287,58,241,3,2,6,1,6,0,0,0,2,6,0,0,325
Saltillo,3,904,1047,54,212,14,10,9,10,13,0,0,0,2,8,9,0,341
Saltillo,3,905,2257,140,403,17,7,6,0,12,0,0,0,8,21,0,0,614
Saltillo,3,906,1131,70,259,16,2,5,0,3,0,0,0,0,2,0,0,357
Saltillo,3,907,5228,112,967,34,11,5,5,219,0,0,0,3,26,0,0,1382
Saltillo,3,908,1067,36,254,3,0,2,4,0,0,0,0,2,6,0,0,307
Saltillo,3,909,1124,49,245,6,7,0,1,5,0,0,0,3,10,0,0,326
Saltillo,3,910,1080,50,181,5,5,2,0,6,0,0,0,1,41,7,0,298
Saltillo,3,911,1258,121,347,7,4,4,2,6,0,0,0,0,8,0,0,499
Saltillo,4,912,1136,132,310,11,5,6,0,2,0,0,0,3,7,0,0,476
Saltillo,4,913,1136,128,324,4,3,1,0,2,0,0,0,4,9,8,0,483
Saltillo,4,914,1159,119,297,8,5,7,2,0,0,0,0,3,7,0,0,448
Saltillo,4,915,1022,105,239,7,4,1,0,6,0,0,0,4,15,0,0,381
Saltillo,4,916,872,107,229,6,7,0,0,1,0,0,0,0,6,0,0,356
Saltillo,4,917,929,56,243,9,5,5,2,3,0,0,0,1,7,0,0,331
Saltillo,4,918,951,69,198,12,10,5,0,5,0,0,0,4,3,1,0,307
Saltillo,4,919,1245,199,330,7,11,4,0,5,0,0,0,4,6,0,0,566
Saltillo,4,920,944,95,272,3,3,3,0,6,0,0,0,0,10,7,0,399
Saltillo,1,921,1270,100,335,8,7,4,0,3,0,0,0,8,8,0,0,473
Saltillo,1,922,1366,91,300,15,6,4,5,5,0,0,0,3,4,1,0,434
Saltillo,1,923,1449,70,345,11,17,3,2,4,0,0,0,6,16,0,0,474
Saltillo,1,924,954,64,276,3,6,4,3,8,0,0,0,4,10,0,0,378
Saltillo,1,925,1101,78,272,7,12,3,1,6,0,0,0,1,8,0,0,388
Saltillo,1,926,1134,49,319,3,5,6,2,3,0,0,0,7,7,1,0,402
Saltillo,1,927,1146,66,341,5,8,10,0,3,0,0,0,4,17,0,0,454
Saltillo,1,928,1118,56,334,2,10,3,8,5,0,0,0,4,7,1,0,430
Saltillo,4,929,1193,64,249,16,7,2,0,10,0,0,0,5,10,0,0,363
Saltillo,4,930,1373,89,324,13,20,7,3,2,0,0,0,3,8,0,0,469
Saltillo,4,931,1109,88,243,15,3,7,0,7,0,0,0,1,6,2,0,372
Saltillo,4,932,1514,103,399,16,16,5,1,4,0,0,0,2,10,0,0,556
Saltillo,4,933,1343,108,267,8,9,3,4,3,0,0,0,2,8,0,0,412
Saltillo,4,934,1176,99,354,10,5,4,1,4,0,0,0,3,5,0,0,485
Saltillo,4,935,1217,78,315,14,9,5,0,5,0,0,0,2,14,0,0,442
Saltillo,4,936,1240,85,302,10,2,0,0,2,0,0,0,11,6,0,0,418
Saltillo,4,937,1211,113,288,12,6,4,0,0,0,0,0,3,6,0,0,432
Saltillo,4,938,1252,58,474,4,5,4,0,0,0,0,0,6,3,0,0,554
Saltillo,3,939,869,57,239,1,5,2,0,0,0,0,0,3,11,0,0,318
Saltillo,3,940,998,75,261,5,2,3,0,1,0,0,0,1,2,6,0,356
Saltillo,3,941,1249,80,299,4,2,5,0,3,0,0,0,1,7,0,0,401
Saltillo,3,942,1266,76,337,7,6,4,1,0,0,0,0,7,6,0,0,444
Saltillo,3,943,2712,131,478,19,5,6,0,6,0,0,0,1,7,1,0,654
Saltillo,3,944,712,18,164,11,0,0,0,0,0,0,0,0,6,0,0,199
Saltillo,3,945,775,20,222,7,3,3,2,7,0,0,0,2,2,0,0,268
Saltillo,3,946,1108,31,204,8,3,2,9,8,0,0,0,3,5,1,0,274
Saltillo,3,947,764,69,201,11,4,1,1,5,0,0,0,1,2,0,0,295
Saltillo,3,948,828,53,184,5,2,2,1,4,0,0,0,1,7,0,0,259
Saltillo,3,949,2443,139,518,19,12,11,3,5,0,0,0,4,6,0,0,717
Saltillo,3,950,1567,55,228,5,9,6,1,13,0,0,0,2,10,0,0,329
Saltillo,3,951,786,26,175,2,6,5,0,2,0,0,0,4,6,0,0,226
Saltillo,3,952,1908,123,389,11,11,6,1,1,0,0,0,3,9,0,0,554
Saltillo,3,953,1412,99,303,7,10,4,1,1,0,0,0,4,13,13,0,455
Saltillo,3,954,1309,118,277,4,4,3,2,2,0,0,0,2,4,0,0,416
Saltillo,4,955,1217,73,301,14,2,2,1,2,0,0,0,3,16,0,0,414
Saltillo,4,956,1475,79,365,26,5,2,0,2,0,0,0,5,6,0,0,490
Saltillo,4,957,1132,129,401,11,2,4,0,5,0,0,0,3,11,0,0,566
Saltillo,4,958,1294,167,425,18,11,6,2,1,0,0,0,0,12,0,0,642
Saltillo,4,959,1175,91,299,5,7,5,0,8,0,0,0,1,8,0,0,424
Saltillo,4,960,830,66,253,9,5,3,0,0,0,0,0,2,4,0,0,342
Saltillo,4,961,1520,105,369,23,15,6,2,7,0,0,0,4,11,0,0,542
Saltillo,4,962,941,102,299,13,11,3,2,0,0,0,0,0,6,0,0,436
Saltillo,4,963,1388,98,304,13,20,4,15,9,0,0,0,3,13,0,0,479
Saltillo,4,964,1259,102,348,18,9,3,2,3,0,0,0,4,8,0,0,497
Saltillo,4,965,1273,83,301,6,13,8,0,0,0,0,0,4,17,8,0,440
Saltillo,4,966,1331,166,232,16,11,5,1,2,0,0,0,4,11,0,0,448
Saltillo,4,967,1509,101,367,8,9,2,2,14,0,0,0,2,338,0,0,843
Saltillo,1,968,916,62,266,7,8,1,1,23,0,0,0,5,8,0,0,381
Saltillo,4,969,1149,93,318,1,10,6,1,1,0,0,0,2,11,0,0,443
Saltillo,4,970,3157,187,549,19,22,10,4,2,0,0,0,1,29,13,0,836
Saltillo,4,971,1249,108,296,0,0,4,0,0,0,0,0,0,5,24,0,437
Saltillo,4,972,1429,147,383,7,0,8,0,0,0,0,0,1,8,20,0,574
Saltillo,4,973,1438,66,369,14,6,5,1,3,0,0,0,7,10,0,0,481
