MUNICIPIO,Dtto,SECCION,LNOM,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,PL,PCD,PAS,PSN,NULOS,CCM1,CCM2,TOTAL
Acuña,19,23,1079,39,136,81,2,0,74,13,1,1,0,0,9,14,0,370
Acuña,19,24,1073,30,178,117,0,0,34,0,0,0,0,0,12,9,0,380
Acuña,19,25,1345,64,199,130,2,0,116,8,3,1,0,0,6,17,0,546
Acuña,19,26,740,38,106,94,5,0,98,4,1,1,0,0,16,0,0,363
Acuña,19,27,1234,49,177,107,0,0,95,9,5,0,0,0,9,14,0,465
Acuña,19,28,1452,75,225,197,2,0,61,1,7,2,0,0,13,4,0,587
Acuña,19,29,1693,78,269,111,3,0,111,4,6,2,0,0,16,7,0,607
Acuña,19,30,1319,77,267,119,0,0,157,13,3,2,0,0,9,10,0,657
Acuña,19,31,2350,123,330,236,2,0,237,36,6,5,0,0,27,16,0,1018
Acuña,19,32,1355,41,228,83,2,0,79,18,3,0,0,0,6,9,0,469
Acuña,19,33,1526,54,207,102,3,0,175,6,2,2,0,0,17,17,0,585
Acuña,19,34,3067,146,585,201,15,0,252,11,6,3,0,0,19,10,0,1248
Acuña,19,35,2060,71,347,128,3,0,129,9,2,3,0,0,33,2,0,727
Acuña,19,36,1441,50,256,101,1,0,88,8,3,2,0,0,19,0,0,528
Acuña,19,37,1002,43,239,50,1,0,81,1,1,0,0,0,9,13,0,438
Acuña,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acuña,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acuña,19,40,64,0,34,1,0,0,0,0,0,0,0,0,0,0,0,35
Acuña,19,41,1030,32,304,29,3,0,42,4,6,1,0,0,21,3,0,445
Allende,17,42,801,191,238,19,0,0,0,0,0,0,0,0,1,0,0,449
Allende,17,43,1078,261,330,14,0,0,0,0,0,0,0,0,4,0,0,609
Allende,17,44,955,225,292,4,0,0,0,0,0,0,0,0,3,0,0,524
Allende,17,45,884,229,243,7,0,0,0,0,0,0,0,0,6,0,0,485
Allende,17,46,930,205,286,9,0,0,0,0,0,0,0,0,1,0,0,501
Allende,17,47,1068,215,364,17,0,0,0,0,0,0,0,0,3,0,0,599
Allende,17,48,701,158,202,2,0,0,0,0,0,0,0,0,5,0,0,367
Allende,17,49,1274,323,350,7,0,0,0,0,0,0,0,0,7,0,0,687
Allende,17,50,1247,327,317,10,0,0,0,0,0,0,0,0,5,0,0,659
Allende,17,51,834,201,280,7,0,0,0,0,0,0,0,0,3,0,0,491
Allende,17,52,732,173,206,6,0,0,0,0,0,0,0,0,6,0,0,391
Allende,17,53,840,189,267,6,0,0,0,0,0,0,0,0,7,0,0,469
Allende,17,54,1242,336,360,13,0,0,0,0,0,0,0,0,8,0,0,717
Allende,17,55,1055,243,294,14,0,0,0,0,0,0,0,0,3,0,0,554
Allende,17,56,109,10,52,0,0,0,0,0,0,0,0,0,0,0,0,62
Arteaga,5,57,1972,134,454,168,22,0,0,27,0,0,0,0,7,0,0,812
Arteaga,5,58,465,63,113,47,3,0,0,8,0,0,0,0,5,0,0,239
Arteaga,5,59,1350,74,352,163,9,0,0,21,0,0,0,0,10,0,0,629
Arteaga,5,60,53,4,10,15,1,0,0,0,0,0,0,0,2,0,0,32
Arteaga,5,61,159,6,30,20,1,0,0,1,0,0,0,0,0,0,0,58
Arteaga,5,62,114,2,34,14,1,0,0,1,0,0,0,0,1,0,0,53
Arteaga,5,63,764,31,159,64,3,0,0,30,0,0,0,0,4,0,0,291
Arteaga,5,64,841,25,253,52,7,0,0,3,0,0,0,0,9,0,0,349
Arteaga,5,65,55,3,16,2,0,0,0,0,0,0,0,0,2,0,0,23
Arteaga,5,66,463,13,101,17,2,0,0,1,0,0,0,0,13,0,0,147
Arteaga,5,67,120,14,44,13,0,0,0,2,0,0,0,0,5,0,0,78
Arteaga,5,68,278,8,62,46,5,0,0,0,0,0,0,0,0,0,0,121
Arteaga,5,69,714,47,231,28,7,0,0,9,0,0,0,0,6,0,0,328
Arteaga,5,70,376,13,149,9,1,0,0,1,0,0,0,0,2,0,0,175
Arteaga,5,71,157,0,48,1,1,0,0,0,0,0,0,0,4,0,0,54
Arteaga,5,72,104,3,50,10,0,0,0,0,0,0,0,0,1,0,0,64
Arteaga,5,73,168,7,65,25,1,0,0,0,0,0,0,0,7,0,0,105
Arteaga,5,74,377,14,83,49,0,0,0,1,0,0,0,0,12,0,0,159
Arteaga,5,75,1334,64,386,188,14,0,0,4,0,0,0,0,42,0,0,698
Arteaga,5,76,130,6,34,29,1,0,0,0,0,0,0,0,0,0,0,70
Arteaga,5,77,126,3,32,26,0,0,0,0,0,0,0,0,2,0,0,63
Arteaga,5,78,703,18,216,29,4,0,0,115,0,0,0,0,20,0,0,402
Arteaga,5,79,1048,19,527,18,1,0,0,24,0,0,0,0,20,0,0,609
Arteaga,5,80,271,13,94,54,0,0,0,2,0,0,0,0,3,0,0,166
Candela,16,81,387,79,213,0,0,0,0,0,0,0,0,0,1,0,0,293
Candela,16,82,726,174,371,0,0,0,0,0,0,0,0,0,9,0,0,554
Candela,16,83,189,24,137,0,0,0,0,0,0,0,0,0,3,0,0,164
Castaños,14,84,1036,63,261,142,22,0,0,2,0,1,2,0,3,0,0,496
Castaños,14,85,596,66,109,89,16,0,0,0,0,1,5,0,5,0,0,291
Castaños,14,86,483,28,96,88,10,0,0,3,0,0,0,0,5,0,0,230
Castaños,14,87,1342,95,335,217,22,0,0,7,0,0,10,0,6,0,0,692
Castaños,14,88,1231,77,336,200,2,0,0,7,0,1,3,0,16,0,0,642
Castaños,14,89,1354,105,310,165,11,0,0,3,0,3,2,0,9,0,0,608
Castaños,14,90,864,138,186,83,13,0,0,1,0,2,1,0,9,0,0,433
Castaños,14,91,1012,103,302,108,11,0,0,0,0,1,0,0,3,0,0,528
Castaños,14,92,863,53,270,84,1,0,0,2,0,0,0,0,12,0,0,422
Castaños,14,93,824,33,261,104,12,0,0,1,0,1,2,0,2,0,0,416
Castaños,14,94,1400,119,286,211,19,0,0,3,0,2,3,0,9,0,0,652
Castaños,14,95,1218,107,298,159,16,0,0,4,0,1,1,0,8,0,0,594
Castaños,14,96,1274,101,265,148,8,0,0,6,0,2,8,0,14,0,0,552
Castaños,14,97,302,12,96,43,0,0,0,0,0,0,0,0,5,0,0,156
Castaños,14,98,143,14,43,13,0,0,0,0,0,0,0,0,4,0,0,74
Castaños,14,99,95,1,47,5,0,0,0,0,0,0,0,0,7,0,0,60
Castaños,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castaños,14,101,104,7,30,17,1,0,0,0,0,0,0,0,1,0,0,56
Castaños,14,102,139,1,38,40,1,0,0,0,0,0,0,0,2,0,0,82
Castaños,14,103,64,3,32,6,0,0,0,0,0,0,0,0,0,0,0,41
Castaños,14,104,253,1,90,41,4,0,0,0,0,0,0,0,12,0,0,148
Castaños,14,105,160,0,67,13,0,0,0,0,0,0,1,0,7,0,0,88
Castaños,14,106,142,4,42,31,5,0,0,0,0,0,1,0,6,0,0,89
Castaños,14,107,89,5,25,21,0,0,0,0,0,0,3,0,1,0,0,55
Castaños,14,108,154,2,115,9,0,0,0,0,0,0,0,0,2,0,0,128
Castaños,14,109,164,1,67,10,1,0,0,1,0,0,0,0,3,0,0,83
Cuatrociénegas,12,110,533,204,140,1,4,0,0,0,0,0,0,0,2,0,0,351
Cuatrociénegas,12,111,960,299,261,28,4,0,0,0,0,0,0,0,1,0,0,593
Cuatrociénegas,12,112,619,194,189,3,4,0,0,0,0,0,0,0,5,0,0,395
Cuatrociénegas,12,113,988,297,281,11,2,0,0,0,0,0,0,0,9,0,0,600
Cuatrociénegas,12,114,767,216,222,8,6,0,0,0,0,0,0,0,6,0,0,458
Cuatrociénegas,12,115,834,290,188,6,3,0,0,0,0,0,0,0,2,0,0,489
Cuatrociénegas,12,116,1047,337,241,11,13,0,0,0,0,0,0,0,9,0,0,611
Cuatrociénegas,12,117,73,23,19,0,0,0,0,0,0,0,0,0,0,0,0,42
Cuatrociénegas,12,118,82,13,28,3,0,0,0,0,0,0,0,0,0,0,0,44
Cuatrociénegas,12,119,139,31,27,1,1,0,0,0,0,0,0,0,1,0,0,61
Cuatrociénegas,12,120,56,25,13,0,1,0,0,0,0,0,0,0,0,0,0,39
Cuatrociénegas,12,121,117,14,58,0,0,0,0,0,0,0,0,0,0,0,0,72
Cuatrociénegas,12,122,266,74,99,2,2,0,0,0,0,0,0,0,0,0,0,177
Cuatrociénegas,12,123,370,123,106,4,0,0,0,0,0,0,0,0,3,0,0,236
Cuatrociénegas,12,124,160,8,97,1,0,0,0,0,0,0,0,0,1,0,0,107
Cuatrociénegas,12,125,130,45,46,0,1,0,0,0,0,0,0,0,2,0,0,94
Cuatrociénegas,12,126,222,21,127,1,0,0,0,0,0,0,0,0,0,0,0,149
Escobedo,17,127,194,67,77,0,0,0,0,0,0,0,0,0,1,0,0,145
Escobedo,17,128,190,61,78,0,0,0,0,0,0,0,0,0,1,0,0,140
Escobedo,17,129,285,59,120,0,0,0,0,0,0,0,0,0,106,0,0,285
Escobedo,17,130,1293,480,412,0,0,0,0,0,0,0,0,0,14,0,0,906
Francisco I. Madero,12,131,1454,10,257,47,18,3,1,467,0,9,0,0,9,0,0,821
Francisco I. Madero,12,132,860,13,166,133,18,6,52,104,0,4,0,0,16,21,0,533
Francisco I. Madero,12,133,652,30,141,64,7,5,6,20,0,3,0,0,14,2,0,292
Francisco I. Madero,12,134,1191,40,296,106,20,10,17,66,0,10,0,0,12,8,0,585
Francisco I. Madero,12,135,1379,81,435,59,9,6,21,59,0,16,0,0,13,2,0,701
Francisco I. Madero,12,136,1005,79,369,52,12,6,10,32,0,1,0,0,14,0,0,575
Francisco I. Madero,12,137,635,17,198,65,3,2,15,15,0,5,0,0,1,2,0,323
Francisco I. Madero,12,138,930,58,279,59,11,9,18,16,0,2,0,0,13,0,0,465
Francisco I. Madero,12,139,991,61,280,74,8,5,19,12,0,0,0,0,10,2,0,471
Francisco I. Madero,12,140,555,42,185,45,9,2,0,6,0,1,0,0,7,0,0,297
Francisco I. Madero,12,141,896,46,237,70,18,7,21,21,0,6,0,0,10,0,0,436
Francisco I. Madero,12,142,826,40,237,70,19,6,21,14,0,3,0,0,7,2,0,419
Francisco I. Madero,12,143,1188,62,354,70,20,10,9,22,0,5,0,0,17,5,0,574
Francisco I. Madero,12,144,1297,68,381,92,20,14,8,18,0,8,0,0,13,1,0,623
Francisco I. Madero,12,145,1131,30,221,176,20,18,17,32,0,1,0,0,16,11,0,542
Francisco I. Madero,12,146,1349,10,312,311,41,8,17,26,0,10,0,0,20,10,0,765
Francisco I. Madero,12,147,1106,15,263,114,41,14,5,35,0,3,0,0,8,4,0,502
Francisco I. Madero,12,148,716,6,128,74,6,116,6,50,0,7,0,0,3,0,0,396
Francisco I. Madero,12,149,199,0,82,10,2,0,1,9,0,0,0,0,2,0,0,106
Francisco I. Madero,12,150,415,6,101,46,7,2,4,39,0,5,0,0,5,0,0,215
Francisco I. Madero,12,151,112,1,37,0,0,0,25,1,0,1,0,0,3,0,0,68
Francisco I. Madero,12,152,536,3,119,143,1,2,13,18,0,1,0,0,28,0,0,328
Francisco I. Madero,12,153,447,1,96,20,2,2,0,99,0,2,0,0,2,0,0,224
Francisco I. Madero,12,154,529,1,253,5,1,0,3,32,0,1,0,0,4,0,0,300
Francisco I. Madero,12,155,295,1,147,4,3,0,0,11,0,0,0,0,2,0,0,168
Francisco I. Madero,12,156,574,4,98,165,3,0,0,43,0,8,0,0,13,165,0,499
Francisco I. Madero,12,157,757,0,265,39,7,3,3,130,0,0,0,0,16,5,0,468
Francisco I. Madero,12,158,556,8,157,121,9,2,4,22,0,1,0,0,12,1,0,337
Francisco I. Madero,12,159,918,4,262,31,4,1,4,104,0,6,0,0,7,0,0,423
Francisco I. Madero,12,160,492,5,159,111,2,0,1,32,0,6,0,0,10,1,0,327
Francisco I. Madero,12,161,646,0,129,56,2,1,9,137,0,72,0,0,21,4,0,431
Francisco I. Madero,12,162,1251,9,431,50,5,1,3,75,0,32,0,0,9,28,0,643
Francisco I. Madero,12,163,533,4,125,30,7,8,2,65,0,4,0,0,3,1,0,249
Francisco I. Madero,12,164,399,3,184,32,4,2,10,8,0,19,0,0,3,2,0,267
Francisco I. Madero,12,165,598,3,105,28,6,0,38,98,0,0,0,0,6,2,0,286
Francisco I. Madero,12,166,619,4,167,48,2,1,4,127,0,1,0,0,6,0,0,360
Francisco I. Madero,12,167,241,3,66,35,4,1,0,13,0,0,0,0,1,0,0,123
Francisco I. Madero,12,168,1099,13,298,60,12,2,7,82,0,7,0,0,9,1,0,491
Francisco I. Madero,12,169,1221,17,238,209,22,4,3,52,0,5,0,0,5,10,0,565
Francisco I. Madero,12,170,450,1,108,77,56,1,14,16,0,9,0,0,4,1,0,287
Francisco I. Madero,12,171,769,2,197,202,10,5,29,11,0,3,0,0,12,138,0,609
Francisco I. Madero,12,172,486,3,128,106,12,5,0,26,0,4,0,0,6,106,0,396
Frontera,14,173,1294,203,188,8,3,89,0,14,23,0,5,0,6,0,0,539
Frontera,14,174,1832,320,330,15,15,58,0,35,16,0,3,0,10,0,0,802
Frontera,14,175,1350,113,263,2,6,103,0,9,7,0,0,0,9,0,0,512
Frontera,14,176,1157,156,219,2,20,88,0,3,17,0,3,0,5,0,0,513
Frontera,14,177,1356,286,218,11,3,88,0,1,16,0,4,0,11,0,0,638
Frontera,14,178,1177,301,123,12,1,88,0,17,9,0,7,0,10,0,0,568
Frontera,14,179,1172,294,137,10,9,144,0,6,9,0,4,0,20,0,0,633
Frontera,14,180,1310,191,215,5,10,95,0,7,42,0,4,0,8,0,0,577
Frontera,14,181,620,110,164,1,0,7,0,3,17,0,8,0,7,0,0,317
Frontera,14,182,785,273,128,1,3,41,0,2,1,0,1,0,4,0,0,454
Frontera,14,183,820,298,136,0,2,30,0,2,4,0,0,0,5,0,0,477
Frontera,14,184,684,159,143,3,3,39,0,1,1,0,0,0,28,0,0,377
Frontera,14,185,1203,523,136,1,1,37,0,3,2,0,3,0,8,0,0,714
Frontera,14,186,998,251,217,2,8,30,0,8,5,0,8,0,7,0,0,536
Frontera,14,187,1235,302,192,12,15,34,0,8,22,0,4,0,342,0,0,931
Frontera,14,188,1035,247,209,3,3,20,0,5,11,0,5,0,7,0,0,510
Frontera,14,189,533,175,96,2,0,9,0,0,2,0,6,0,7,0,0,297
Frontera,14,190,950,369,124,12,2,35,0,0,5,0,2,0,7,0,0,556
Frontera,14,191,520,128,113,1,1,18,0,4,1,0,2,0,2,0,0,270
Frontera,14,192,1341,363,268,5,17,7,0,0,3,0,7,0,15,0,0,685
Frontera,14,193,1302,399,225,2,1,48,0,2,6,0,0,0,2,0,0,685
Frontera,14,194,664,199,116,8,6,9,0,3,6,0,3,0,24,0,0,374
Frontera,14,195,1072,250,164,3,11,24,0,9,8,0,0,0,5,0,0,474
Frontera,14,196,790,154,99,2,12,28,0,7,11,0,0,0,1,0,0,314
Frontera,14,197,1196,317,161,2,7,12,0,19,26,0,11,0,4,0,0,559
Frontera,14,198,982,239,194,7,9,24,0,4,9,0,4,0,5,0,0,495
Frontera,14,199,1258,290,173,9,7,51,0,1,12,0,1,0,5,0,0,549
Frontera,14,200,1291,212,142,15,19,55,0,7,36,0,3,0,7,0,0,496
Frontera,14,201,789,117,96,4,85,29,0,1,7,0,2,0,4,0,0,345
Frontera,14,202,1030,144,206,5,14,18,0,1,28,0,1,0,3,0,0,420
Frontera,14,203,1025,254,183,0,4,16,0,3,21,0,0,0,2,0,0,483
Frontera,14,204,1044,186,203,2,0,15,0,1,31,0,2,0,4,0,0,444
Frontera,14,205,500,74,190,0,5,4,0,0,11,0,1,0,7,0,0,292
Frontera,14,206,1012,147,177,4,4,32,0,0,31,0,0,0,29,0,0,424
Frontera,14,207,1106,183,281,6,1,43,0,1,22,0,1,0,3,0,0,541
Frontera,14,208,1103,180,198,4,4,37,0,0,12,0,3,0,9,0,0,447
Frontera,14,209,1013,164,184,0,2,67,0,1,21,0,1,0,13,0,0,453
Frontera,14,210,1049,140,241,0,5,21,0,2,14,0,1,0,5,0,0,429
Frontera,14,211,972,284,194,1,1,11,0,8,7,0,0,0,17,0,0,523
Frontera,14,212,941,244,205,3,0,27,0,3,3,0,1,0,9,0,0,495
Frontera,14,213,133,33,34,1,0,4,0,0,0,0,1,0,2,0,0,75
General Cepeda,5,214,929,177,258,2,0,0,0,110,0,0,2,0,8,0,0,557
General Cepeda,5,215,788,146,185,5,0,0,0,152,0,0,4,0,4,0,0,496
General Cepeda,5,216,1027,297,228,7,0,0,0,126,0,0,1,0,7,0,0,666
General Cepeda,5,217,574,83,101,4,0,0,0,78,0,0,0,0,4,0,0,270
General Cepeda,5,218,343,29,110,11,0,0,0,38,0,0,1,0,3,0,0,192
General Cepeda,5,219,99,17,26,0,0,0,0,22,0,0,0,0,2,0,0,67
General Cepeda,5,220,319,92,68,1,0,0,0,19,0,0,0,0,3,0,0,183
General Cepeda,5,221,80,11,18,1,0,0,0,10,0,0,0,0,0,0,0,40
General Cepeda,5,222,526,48,158,6,0,0,0,27,0,0,1,0,4,0,0,244
General Cepeda,5,223,453,72,88,4,0,0,0,37,0,0,2,0,5,0,0,208
General Cepeda,5,224,57,10,14,0,0,0,0,6,0,0,0,0,3,0,0,33
General Cepeda,5,225,391,108,87,3,0,0,0,17,0,0,1,0,6,0,0,222
General Cepeda,5,226,258,69,50,0,0,0,0,30,0,0,0,0,5,0,0,154
General Cepeda,5,227,357,54,92,1,0,0,0,24,0,0,1,0,3,0,0,175
General Cepeda,5,228,262,31,78,0,0,0,0,37,0,0,0,0,1,0,0,147
General Cepeda,5,229,277,89,38,9,0,0,0,54,0,0,1,0,4,0,0,195
General Cepeda,5,230,193,27,31,1,0,0,0,47,0,0,1,0,5,0,0,112
General Cepeda,5,231,558,94,146,3,0,0,0,42,0,0,0,0,9,0,0,294
General Cepeda,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerrero,20,233,478,0,180,0,0,0,0,0,0,0,0,0,10,0,0,190
Guerrero,20,234,336,0,133,0,0,0,0,0,0,0,0,0,10,0,0,143
Guerrero,20,235,156,0,55,0,0,0,0,0,0,0,0,0,3,0,0,58
Guerrero,20,236,295,0,115,0,0,0,0,0,0,0,0,0,17,0,0,132
Guerrero,20,237,173,0,85,0,0,0,0,0,0,0,0,0,3,0,0,88
Hidalgo,20,238,375,168,111,0,0,0,0,0,0,0,0,0,10,0,0,289
Hidalgo,20,239,381,138,136,0,0,0,0,0,0,0,0,0,5,0,0,279
Jiménez,19,240,425,10,183,32,4,0,3,0,0,0,0,0,3,0,0,235
Jiménez,19,241,377,5,153,41,3,0,4,0,0,0,0,0,3,0,0,209
Jiménez,19,242,1201,74,373,111,19,0,4,0,0,0,0,0,4,0,0,585
Jiménez,19,243,773,74,98,113,96,0,11,0,0,0,0,0,12,0,0,404
Jiménez,19,244,488,35,70,91,56,0,1,0,0,0,0,0,6,0,0,259
Jiménez,19,245,1124,95,167,342,7,0,9,0,0,0,0,0,14,0,0,634
Jiménez,19,246,1067,48,193,364,7,0,19,0,0,0,0,0,6,0,0,637
Jiménez,19,247,56,22,5,4,3,0,0,0,0,0,0,0,0,0,0,34
Jiménez,19,248,170,6,81,13,1,0,0,0,0,0,0,0,2,0,0,103
Jiménez,19,249,456,9,189,105,4,0,3,0,0,0,0,0,0,0,0,310
Juárez,17,250,373,115,135,0,0,0,0,0,0,0,0,0,2,0,0,252
Juárez,17,251,241,96,67,0,0,0,0,0,0,0,0,0,5,0,0,168
Juárez,17,252,264,75,114,0,0,0,0,0,0,0,0,0,2,0,0,191
Juárez,17,253,76,19,25,0,0,0,0,0,0,0,0,0,0,0,0,44
Juárez,17,254,105,38,46,0,0,0,0,0,0,0,0,0,2,0,0,86
Lamadrid,15,255,621,99,207,108,0,0,0,0,0,0,0,0,1,0,0,415
Lamadrid,15,256,778,122,300,137,0,0,0,0,0,0,0,0,8,0,0,567
Matamoros,6,257,937,69,301,5,27,0,95,6,2,5,1,0,23,5,0,539
Matamoros,6,258,1295,159,460,72,4,0,50,16,5,8,0,0,23,0,0,797
Matamoros,6,259,1249,117,237,8,11,0,255,22,6,9,7,0,15,0,0,687
Matamoros,6,260,1480,136,424,14,21,0,140,21,4,12,10,0,28,6,0,816
Matamoros,6,261,1434,184,321,11,64,0,223,27,6,10,7,0,26,4,0,883
Matamoros,6,262,1649,179,468,9,24,0,190,23,2,9,1,0,22,0,0,927
Matamoros,6,263,1410,178,386,4,11,0,209,62,2,5,6,0,17,3,0,883
Matamoros,6,264,1051,88,323,17,12,0,130,21,3,2,2,0,26,0,0,624
Matamoros,6,265,1393,180,367,15,14,0,182,25,1,8,6,0,18,3,0,819
Matamoros,6,266,1247,163,343,6,8,0,225,34,2,14,4,0,24,3,0,826
Matamoros,6,267,1150,160,305,19,9,0,188,10,1,10,0,0,12,7,0,721
Matamoros,6,268,627,53,143,10,9,0,50,9,3,4,3,0,7,2,0,293
Matamoros,6,269,2211,216,604,7,17,0,247,17,2,10,3,0,31,3,0,1157
Matamoros,6,270,976,220,211,5,4,0,127,12,1,0,1,0,26,0,0,607
Matamoros,6,271,1758,333,302,11,23,0,261,36,1,16,7,0,25,5,0,1020
Matamoros,6,272,1678,155,511,5,10,0,276,17,2,8,4,0,44,0,0,1032
Matamoros,6,273,1105,180,290,8,4,0,77,33,0,5,3,0,21,0,0,621
Matamoros,6,274,1491,126,359,0,13,0,139,27,8,8,4,0,33,0,0,717
Matamoros,6,275,879,48,249,2,12,0,103,2,5,10,3,0,19,0,0,453
Matamoros,6,276,991,64,244,0,15,0,126,19,1,7,1,0,22,2,0,501
Matamoros,6,277,611,69,194,3,10,0,65,11,2,2,0,0,13,4,0,373
Matamoros,6,278,515,7,207,35,6,0,102,4,2,0,1,0,10,0,0,374
Matamoros,6,279,646,6,310,35,3,0,36,13,0,1,7,0,12,6,0,429
Matamoros,6,280,1474,37,492,40,10,0,112,7,16,8,23,0,15,5,0,765
Matamoros,6,281,479,8,195,4,29,0,42,2,0,2,15,0,4,0,0,301
Matamoros,6,282,675,11,273,82,8,0,19,0,2,2,2,0,10,1,0,410
Matamoros,6,283,851,10,279,33,6,0,176,19,5,3,3,0,34,13,0,581
Matamoros,6,284,1035,12,255,21,5,0,224,16,38,2,28,0,9,6,0,616
Matamoros,6,285,1047,12,286,25,2,0,187,17,47,3,14,0,14,0,0,607
Matamoros,6,286,1070,18,326,13,5,0,249,3,29,5,11,0,11,1,0,671
Matamoros,6,287,1339,21,450,23,6,0,330,4,28,3,11,0,20,4,0,900
Matamoros,6,288,1288,24,455,34,9,0,185,4,9,7,23,0,17,9,0,776
Matamoros,6,289,645,10,204,30,10,0,66,61,30,3,2,0,8,0,0,424
Matamoros,6,290,1243,22,303,54,4,0,187,3,2,6,62,0,17,9,0,669
Matamoros,6,291,1132,13,455,25,6,0,218,3,5,0,7,0,24,9,0,765
Matamoros,6,292,504,10,103,2,17,0,118,4,2,6,21,0,7,0,0,290
Matamoros,6,293,921,17,325,39,11,0,102,0,10,4,3,0,12,0,0,523
Matamoros,6,294,796,12,108,0,5,0,259,0,3,14,44,0,9,0,0,454
Matamoros,6,295,383,2,145,23,4,0,109,2,5,0,0,0,5,0,0,295
Matamoros,6,296,738,6,164,23,6,0,159,9,3,2,2,0,107,0,0,481
Matamoros,6,297,1333,40,437,10,20,0,131,28,6,40,5,0,10,0,0,727
Matamoros,6,298,823,17,241,15,24,0,103,12,6,41,15,0,9,0,0,483
Matamoros,6,299,357,6,144,1,6,0,74,0,1,2,2,0,10,0,0,246
Matamoros,6,300,455,14,119,2,7,0,81,0,4,6,4,0,2,0,0,239
Matamoros,6,301,455,6,141,20,2,0,33,1,4,14,1,0,11,0,0,233
Matamoros,6,302,515,16,151,30,3,0,77,2,10,18,0,0,31,0,0,338
Matamoros,6,303,699,28,155,14,3,0,101,4,1,13,2,0,15,3,0,339
Matamoros,6,304,803,30,210,13,17,0,98,13,4,4,2,0,10,0,0,401
Matamoros,6,305,1783,88,502,42,11,0,183,10,4,12,26,0,19,3,0,900
Matamoros,6,306,1410,41,424,6,92,0,178,39,0,6,5,0,37,1,0,829
Matamoros,6,307,934,26,271,9,29,0,100,43,2,4,0,0,21,0,0,505
Matamoros,6,308,766,12,133,11,13,0,111,57,12,8,7,0,23,1,0,388
Matamoros,6,309,398,6,185,56,6,0,0,2,3,7,3,0,14,0,0,282
Matamoros,6,310,890,44,140,9,15,0,167,14,5,8,4,0,22,0,0,428
Matamoros,6,311,436,10,158,0,20,0,108,3,0,0,2,0,13,0,0,314
Matamoros,6,312,1348,27,305,13,37,0,274,11,9,4,2,0,36,1,0,719
Matamoros,6,313,408,5,83,3,0,0,204,1,2,1,1,0,13,7,0,320
Matamoros,6,314,725,15,235,11,5,0,111,13,2,7,4,0,6,3,0,412
Matamoros,6,315,313,5,98,2,1,0,73,3,2,4,15,0,7,1,0,211
Matamoros,6,316,184,2,48,1,2,0,69,1,0,0,1,0,3,0,0,127
Matamoros,6,317,195,5,59,4,3,0,50,1,2,2,0,0,7,0,0,133
Matamoros,6,318,801,39,161,15,14,0,95,21,3,3,0,0,14,3,0,368
Monclova,15,319,717,109,138,4,12,0,0,1,0,0,4,0,7,0,0,275
Monclova,15,320,641,90,155,4,21,0,0,1,0,0,3,1,2,0,0,277
Monclova,15,321,1047,67,253,4,3,0,0,0,0,0,2,2,6,0,0,337
Monclova,15,322,661,103,119,9,6,0,0,1,0,0,14,1,3,0,0,256
Monclova,15,323,968,180,109,15,11,0,0,0,0,0,5,0,1,0,0,321
