CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,164,C,2,0,C02,15,104,3,4,16,91,14,89,4,0,4,2,0,0,0,,,346,0,14,360,542,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,165,B,1,0,B,52,123,1,6,4,128,12,89,1,0,6,1,3,0,1,,,427,0,12,439,636,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,165,C,1,0,C01,45,89,4,6,9,123,16,102,5,0,3,3,0,0,1,,,406,0,13,419,635,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,166,B,1,0,B,21,82,1,1,6,24,2,17,0,0,7,1,0,0,0,,,162,0,6,168,237,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,166,E,1,0,E01,10,30,2,0,2,21,1,12,0,0,0,0,1,0,0,,,79,0,7,86,114,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,167,B,1,0,B,9,104,0,2,1,26,5,6,0,0,5,1,0,0,0,,,159,0,10,169,233,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,167,E,1,0,E01,8,63,1,1,2,43,2,6,0,0,5,0,1,0,1,,,133,0,0,133,173,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,167,E,2,0,E02,9,65,1,6,6,57,1,15,4,0,3,2,0,0,0,,,169,0,13,182,274,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,168,B,1,0,B,19,141,6,1,9,84,0,53,1,0,5,4,1,0,1,,,325,0,17,342,529,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,169,B,1,0,B,29,95,0,1,11,71,5,35,1,0,1,2,1,0,0,,,252,0,15,267,359,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,337,B,1,0,B,38,68,4,7,6,75,18,100,5,1,1,3,1,0,0,,,327,0,5,332,639,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,337,C,1,0,C01,39,94,2,9,8,80,8,98,4,1,0,7,2,0,1,,,353,1,11,365,639,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,338,B,1,0,B,44,77,6,2,9,105,18,119,4,1,4,2,3,0,0,,,394,0,4,398,711,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,338,C,1,0,C01,44,61,4,5,11,89,15,123,2,0,3,5,3,0,1,,,366,0,6,372,710,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,339,B,1,0,B,34,58,1,4,8,55,5,58,0,0,1,3,1,0,1,,,229,1,5,235,398,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,340,B,1,0,B,30,57,2,3,4,82,10,95,3,1,1,3,1,0,0,,,292,0,2,294,459,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,341,B,1,0,B,25,48,2,5,6,47,14,59,1,0,0,2,0,1,0,,,210,1,2,213,324,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,342,B,1,0,B,33,45,4,4,3,79,10,94,5,1,1,2,0,0,0,,,281,0,3,284,410,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,343,B,1,0,B,70,144,3,8,12,141,22,104,5,0,1,0,1,1,0,,,512,1,7,520,743,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,344,B,1,0,B,28,57,1,6,3,116,10,61,4,0,1,2,1,0,0,,,290,1,7,298,426,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,344,C,1,0,C01,22,77,0,4,4,84,10,63,2,0,1,1,0,0,0,,,268,0,7,275,425,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,345,B,1,0,B,38,128,2,4,17,124,6,109,7,0,2,0,4,0,0,,,441,0,19,460,703,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,346,B,1,0,B,32,91,0,8,9,100,8,58,5,0,2,2,1,0,1,,,317,0,11,328,463,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,347,B,1,0,B,54,93,0,9,11,181,13,120,4,2,0,1,0,0,0,,,488,0,5,493,694,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,348,B,1,0,B,18,73,0,6,7,74,11,67,0,1,2,1,1,0,0,,,261,0,2,263,386,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,348,C,1,0,C01,29,42,2,5,5,88,11,68,2,1,2,0,1,0,0,,,256,0,4,260,385,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,349,B,1,0,B,32,78,5,2,3,95,8,74,1,0,1,1,1,1,1,,,303,0,6,309,438,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,349,C,1,0,C01,32,48,3,4,5,109,18,89,4,0,2,2,0,0,0,,,316,0,5,321,437,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,350,B,1,0,B,33,60,2,7,5,76,6,56,4,0,3,0,2,0,1,,,255,1,3,259,378,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,350,C,1,0,C01,26,62,1,4,6,79,12,62,1,0,1,2,1,0,0,,,257,0,5,262,378,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,351,B,1,0,B,36,58,1,10,7,102,15,88,4,0,4,1,2,0,0,,,328,0,5,333,459,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,352,B,1,0,B,34,74,1,5,11,92,10,97,2,0,1,4,1,0,0,,,332,1,4,337,509,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,353,B,1,0,B,14,63,1,4,7,79,10,95,4,0,0,3,0,0,0,,,280,0,8,288,429,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,354,B,1,0,B,47,114,2,7,11,143,15,136,4,3,2,2,4,0,0,,,490,0,13,503,704,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,355,B,1,0,B,32,69,2,6,8,83,8,80,3,0,2,1,0,1,0,,,295,0,12,307,447,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,355,C,1,0,C01,38,81,2,4,10,71,9,80,1,1,2,1,2,0,0,,,302,0,5,307,446,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,356,B,1,0,B,22,72,2,5,3,65,9,57,2,1,1,2,1,0,1,,,243,0,5,248,385,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,356,C,1,0,C01,12,79,0,7,13,70,9,47,2,2,3,5,0,0,0,,,249,1,3,253,385,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,357,B,1,0,B,41,113,1,11,21,120,12,136,5,1,2,2,0,0,0,,,465,0,6,471,704,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,358,B,1,0,B,50,106,0,12,11,145,15,105,4,1,7,4,1,0,0,,,461,1,12,474,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,359,B,1,0,B,39,136,4,6,9,101,19,123,2,0,3,5,1,0,0,,,448,0,7,455,698,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,360,B,1,0,B,59,100,4,12,3,94,19,100,3,0,3,1,0,0,1,,,399,1,8,408,601,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,361,B,1,0,B,18,63,2,6,1,74,12,78,3,1,1,0,1,0,2,,,262,1,3,266,403,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,361,C,1,0,C01,28,64,3,6,6,66,11,84,5,1,0,4,0,0,0,,,278,0,4,282,402,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,362,B,1,0,B,25,72,2,7,7,65,3,65,4,0,0,3,1,0,0,,,254,0,6,260,514,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,362,C,1,0,C01,25,80,2,5,10,66,8,69,3,0,5,4,0,0,0,,,277,1,3,281,514,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,363,B,1,0,B,31,90,3,6,7,87,10,82,4,0,0,6,1,0,2,,,329,0,6,335,550,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,363,C,1,0,C01,29,81,1,8,11,75,9,93,3,1,2,7,0,1,0,,,321,0,6,327,549,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,364,B,1,0,B,31,98,1,8,18,86,12,115,8,0,2,5,1,0,1,,,386,0,3,389,628,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,365,B,1,0,B,25,79,1,7,6,64,2,86,2,1,0,4,0,0,0,,,277,0,4,281,446,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,366,B,1,0,B,34,79,4,4,14,62,8,84,6,1,1,1,0,0,0,,,298,0,6,304,500,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,367,B,1,0,B,25,70,5,4,8,57,11,77,6,0,1,0,0,0,0,,,264,0,5,269,494,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,368,B,1,0,B,50,81,1,6,10,76,10,92,4,0,3,2,3,0,0,,,338,0,4,342,512,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,369,B,1,0,B,32,95,4,5,7,67,5,83,0,3,1,0,0,0,0,,,302,0,8,310,482,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,369,C,1,0,C01,21,85,2,6,11,79,12,76,3,0,5,6,0,0,0,,,306,0,8,314,481,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,370,B,1,0,B,25,155,1,5,8,73,12,84,4,0,5,2,0,0,0,,,374,0,3,377,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,370,C,1,0,C01,18,135,4,7,6,106,12,81,4,1,2,1,0,0,0,,,377,0,4,381,590,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,371,B,1,0,B,54,128,4,9,11,121,18,121,4,1,3,2,0,0,1,,,477,0,10,487,682,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,372,B,1,0,B,26,46,1,5,8,84,20,88,3,0,2,2,0,0,1,,,286,0,6,292,419,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,170,B,1,0,B,47,117,8,17,18,7,22,127,2,3,11,12,3,0,1,,,395,0,10,405,614,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,170,C,1,0,C01,41,110,2,15,12,3,22,145,4,1,10,1,2,0,2,,,370,0,15,385,614,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,170,C,2,0,C02,29,129,3,14,13,3,20,123,3,1,2,12,2,0,4,,,358,0,18,376,614,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,171,B,1,0,B,28,93,4,25,25,6,29,118,2,3,6,4,3,0,0,,,346,0,15,361,541,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,171,C,1,0,C01,35,97,11,9,14,7,28,116,3,3,6,13,2,0,2,,,346,0,12,358,540,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,171,C,2,0,C02,35,91,4,15,17,8,26,121,3,3,7,14,0,0,1,,,345,0,12,357,540,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,172,B,1,0,B,18,63,0,9,14,8,8,119,2,1,2,8,1,0,4,,,257,0,9,266,421,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,172,C,1,0,C01,19,77,5,16,7,5,17,96,1,0,3,9,0,0,0,,,255,0,9,264,421,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,173,B,1,0,B,46,125,6,15,15,8,31,109,2,1,9,1,1,0,2,,,371,0,15,386,570,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,173,C,1,0,C01,45,106,5,14,17,2,26,136,3,3,6,8,2,0,2,,,375,0,7,382,569,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,174,B,1,0,B,29,75,5,9,19,8,22,112,1,3,3,6,4,0,2,,,298,0,24,322,482,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,174,C,1,0,C01,24,84,8,19,21,9,35,97,1,4,6,6,2,0,0,,,316,0,6,322,482,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,175,B,1,0,B,42,115,2,22,16,6,20,119,2,2,8,11,2,0,1,,,368,0,13,381,561,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,176,B,1,0,B,27,87,4,9,10,4,18,108,1,2,4,3,5,0,1,,,283,0,12,295,501,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,176,C,1,0,C01,23,109,3,7,21,2,19,116,1,3,5,3,1,1,1,,,315,0,9,324,501,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,177,B,1,0,B,46,110,6,18,24,9,14,152,9,1,10,6,0,0,1,,,406,0,14,420,664,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,177,C,1,0,C01,33,92,5,21,32,7,8,148,5,0,10,9,3,0,0,,,373,0,25,398,663,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,178,B,1,0,B,84,90,8,20,28,5,10,132,1,6,1,15,2,0,2,,,404,0,22,426,627,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,178,C,1,0,C01,53,74,6,21,29,3,13,163,2,10,10,12,4,0,3,,,403,1,18,422,627,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,179,B,1,0,B,22,84,6,9,12,9,11,129,1,1,2,4,5,0,1,,,296,0,7,303,448,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,179,C,1,0,C01,27,84,3,11,5,5,13,108,2,1,2,7,3,1,1,,,273,0,7,280,448,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,180,B,1,0,B,32,61,5,14,8,4,18,83,4,1,5,8,2,0,0,,,245,0,10,255,381,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,180,C,1,0,C01,11,65,3,12,9,3,23,83,1,4,8,9,4,0,2,,,237,0,7,244,381,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,181,B,1,0,B,35,96,7,1,7,11,28,101,3,0,1,8,1,1,2,,,302,0,7,309,559,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,181,C,1,0,C01,21,70,8,5,16,4,26,113,2,3,6,4,3,1,0,,,282,0,17,299,559,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,182,B,1,0,B,30,88,8,6,5,3,23,114,4,2,3,7,0,0,2,,,295,0,11,306,598,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,182,C,1,0,C01,30,94,8,5,11,7,22,108,0,2,4,9,2,0,0,,,302,0,16,318,597,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,183,B,1,0,B,17,70,4,11,18,9,45,111,2,0,5,6,0,0,0,,,298,0,15,313,497,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,183,C,1,0,C01,22,69,18,17,13,5,38,92,4,2,2,5,4,0,3,,,294,0,14,308,497,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,184,B,1,0,B,55,54,6,37,9,20,12,71,4,5,9,1,0,3,6,,,292,0,14,306,462,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,185,B,1,0,B,37,43,3,6,11,2,6,89,3,2,7,5,2,1,0,,,217,0,19,236,464,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,185,C,1,0,C01,26,44,9,14,14,4,10,82,3,2,4,6,0,0,1,,,219,0,19,238,464,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,186,B,1,0,B,37,63,5,21,19,6,24,117,1,1,10,21,4,1,1,,,331,0,22,353,578,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,186,C,1,0,C01,40,66,3,15,14,4,23,110,4,3,7,10,3,0,0,,,302,0,15,317,577,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,187,B,1,0,B,33,63,3,16,17,1,11,99,7,1,13,13,4,0,1,,,282,0,20,302,544,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,187,C,1,0,C01,37,62,6,23,7,1,17,105,5,1,12,13,2,0,0,,,291,0,12,303,544,Acta de Casilla,,,
5,6,COLIMA,9,,6,ARMERIA,188,B,1,0,B,77,67,3,15,17,8,13,66,2,5,9,3,3,0,1,,,289,0,24,313,531,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,188,C,1,0,C01,73,75,3,17,10,2,11,77,2,7,10,6,3,0,0,,,296,0,14,310,531,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,188,C,2,0,C02,82,83,4,10,6,5,16,76,3,6,8,7,1,0,1,,,308,0,18,326,530,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,189,B,1,0,B,10,61,4,22,6,2,70,42,1,0,2,3,0,0,1,,,224,0,6,230,295,Acta Levantada en el Consejo,,,
5,6,COLIMA,9,,6,ARMERIA,190,B,1,0,B,12,94,2,14,13,5,72,119,1,1,3,4,0,0,0,,,340,0,14,354,462,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,191,B,1,0,B,7,231,1,25,59,8,19,69,47,1,10,36,0,3,1,,,517,0,15,532,632,Acta del Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,191,C,1,0,C01,13,210,1,19,64,12,11,78,44,1,6,46,2,1,3,,,511,0,10,521,632,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,192,B,1,0,B,5,199,1,9,38,10,15,103,45,1,13,30,0,4,3,,,476,0,13,489,626,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,192,C,1,0,C01,3,195,3,26,50,12,24,83,49,0,4,41,4,3,2,,,499,0,12,511,625,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,193,B,1,0,B,1,70,0,6,11,0,1,24,6,0,2,10,0,0,1,,,132,0,5,137,149,Acta de Casilla,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,193,E,1,0,E01,2,52,0,0,11,5,2,21,3,1,1,8,2,2,0,,,110,0,1,111,147,Acta de Casilla,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,194,B,1,0,B,13,160,1,6,35,4,4,38,12,1,8,9,0,0,2,,,293,0,3,296,333,Acta de Casilla,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,195,B,1,0,B,13,126,2,7,59,20,4,42,34,0,6,23,6,2,0,,,344,0,20,364,562,Acta de Casilla,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,196,B,1,0,B,7,77,0,10,44,7,5,50,48,0,3,27,4,2,4,,,288,0,10,298,384,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,197,B,1,0,B,12,67,0,14,27,1,4,25,11,0,3,23,5,0,0,,,192,0,5,197,259,Acta Levantada en el Consejo,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,199,B,1,0,B,4,146,2,1,68,3,12,87,75,0,10,56,5,3,3,,,475,0,19,494,606,Acta de Casilla,,,
5,6,COLIMA,16,,7,IXTLAHUACAN,199,E,1,0,E01,1,44,0,2,7,0,6,33,2,0,0,9,0,0,0,,,104,0,1,105,129,Acta Levantada en el Consejo,,,
5,6,COLIMA,13,,8,MANZANILLO,200,B,1,0,B,67,26,0,126,6,7,6,95,2,0,8,3,0,0,2,,24,372,0,9,381,606,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,201,B,1,0,B,22,5,1,15,1,6,1,17,1,1,1,0,0,0,0,,3,74,0,3,77,123,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,202,B,1,0,B,49,40,2,70,4,11,14,104,5,2,9,6,2,0,0,,37,355,0,8,363,632,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,202,C,1,0,C01,39,36,2,80,10,13,8,119,8,1,2,1,2,0,0,,41,362,0,19,381,632,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,202,C,2,0,C02,46,49,6,62,7,16,16,112,2,0,5,4,0,0,0,,46,371,0,15,386,632,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,202,C,3,0,C03,52,32,4,50,11,9,6,114,6,0,3,11,0,0,0,,37,335,0,14,349,632,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,203,B,1,0,B,34,49,2,49,7,15,5,80,0,0,5,1,0,0,0,,26,273,0,8,281,458,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,203,C,1,0,C01,44,37,0,56,6,19,1,73,3,0,6,4,2,0,0,,13,264,0,8,272,457,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,204,B,1,0,B,49,30,4,64,9,6,7,146,6,1,8,4,2,0,2,,59,397,0,22,419,747,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,204,C,1,0,C01,59,51,4,73,13,13,8,143,2,0,4,4,0,0,0,,32,406,0,26,432,746,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,205,B,1,0,B,45,31,3,38,7,12,3,71,7,2,2,5,2,0,1,,22,251,1,11,263,477,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,205,C,1,0,C01,32,29,4,46,5,17,6,85,1,0,4,0,0,0,0,,15,244,0,10,254,476,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,206,B,1,0,B,40,41,1,77,10,14,4,105,6,0,3,2,1,0,0,,22,326,0,21,347,581,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,206,C,1,0,C01,42,29,3,75,8,6,8,109,3,1,7,2,0,0,1,,37,331,0,10,341,581,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,206,C,2,0,C02,41,30,2,93,8,7,4,108,3,0,3,4,4,0,0,,31,338,0,9,347,580,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,207,B,1,0,B,58,43,2,70,4,16,8,95,2,2,3,6,0,0,0,,24,333,0,10,343,510,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,208,B,1,0,B,33,20,1,66,10,12,1,85,1,1,4,4,1,0,1,,30,270,0,7,277,432,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,208,C,1,0,C01,37,34,2,58,5,5,3,82,2,2,5,2,2,0,2,,24,265,0,5,270,431,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,209,B,1,0,B,52,56,4,62,7,15,5,86,4,1,9,8,1,0,0,,34,344,0,17,361,582,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,209,C,1,0,C01,50,45,2,49,7,19,0,102,4,0,7,5,3,0,1,,39,333,0,11,344,582,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,210,B,1,0,B,47,34,0,61,8,11,5,105,1,1,8,3,1,0,0,,33,318,0,20,338,610,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,210,C,1,0,C01,30,30,2,73,8,8,2,91,1,1,6,6,1,0,0,,31,290,0,11,301,610,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,211,B,1,0,B,39,29,3,77,5,7,6,109,5,1,7,8,2,0,0,,35,333,0,25,358,659,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,211,C,1,0,C01,43,38,1,95,6,9,6,121,4,4,7,9,2,0,0,,36,381,0,13,394,659,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,211,C,2,0,C02,34,34,4,99,6,6,2,99,2,0,7,2,0,0,0,,42,337,0,19,356,659,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,212,B,1,0,B,49,30,2,74,8,15,13,96,2,0,7,4,0,0,0,,38,338,0,14,352,530,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,213,B,1,0,B,34,48,0,108,5,15,9,110,10,0,9,5,1,0,0,,28,382,0,17,399,591,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,213,C,1,0,C01,54,37,4,107,5,7,7,98,3,1,11,5,3,0,1,,40,383,0,13,396,590,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,214,B,1,0,B,56,31,4,85,10,10,5,111,9,0,4,12,3,0,1,,21,362,0,14,376,550,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,214,C,1,0,C01,56,34,4,72,7,7,6,97,4,1,8,8,2,0,0,,23,329,0,11,340,550,Acta de Casilla,,,
5,6,COLIMA,9,,8,MANZANILLO,215,B,1,0,B,26,43,4,84,6,6,2,104,3,1,4,6,2,0,0,,34,325,1,19,345,591,Acta de Casilla,,,
5,6,COLIMA,9,,8,MANZANILLO,215,C,1,0,C01,23,34,4,81,8,12,3,111,2,0,9,2,2,0,3,,41,335,0,10,345,591,Acta de Casilla,,,
5,6,COLIMA,9,,8,MANZANILLO,215,C,2,0,C02,30,30,4,80,9,8,3,101,9,0,6,6,0,0,3,,25,314,0,12,326,591,Acta de Casilla,,,
5,6,COLIMA,13,,8,MANZANILLO,216,B,1,0,B,31,40,2,59,7,15,6,95,6,1,5,4,1,0,2,,37,311,0,7,318,573,Acta de Casilla,,,
