CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,22,China,32,Juárez,2333,B,36,50,0,0,30,0,4,0,2,0,4,88,,,,,,,,,,,,,214,12,226,450,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2333,E01,26,87,2,3,12,5,6,0,1,4,2,72,,,,,,,,,,,,,220,4,224,614,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2333,E01C01,30,88,6,2,18,11,10,0,0,3,1,60,,,,,,,,,,,,,229,5,234,614,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2333,E01C02,33,86,4,0,8,10,3,0,0,3,3,70,,,,,,,,,,,,,220,15,235,614,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2333,E01C03,30,88,3,3,15,10,6,0,3,5,5,55,,,,,,,,,,,,,223,6,229,614,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2333,E01C04,33,102,1,4,15,5,2,0,0,2,5,61,,,,,,,,,,,,,230,5,235,613,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2334,B,50,82,6,3,21,3,3,0,0,1,6,69,,,,,,,,,,,,,244,6,250,558,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2334,C01,47,65,1,5,24,9,1,1,0,2,4,70,,,,,,,,,,,,,229,6,235,558,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2335,B,30,66,1,6,26,6,5,0,0,3,2,65,,,,,,,,,,,,,210,2,212,432,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2335,C01,40,50,3,2,17,11,5,1,0,3,15,55,,,,,,,,,,,,,202,7,209,432,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2336,B,73,78,1,3,32,13,8,0,1,10,6,80,,,,,,,,,,,,,305,3,308,696,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2337,B,74,69,2,3,57,15,9,0,1,8,4,96,,,,,,,,,,,,,338,5,343,675,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2338,B,71,72,2,2,47,17,4,2,0,7,4,108,,,,,,,,,,,,,336,0,336,662,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2339,B,66,92,5,1,32,7,7,0,2,3,3,111,,,,,,,,,,,,,329,9,338,611,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2340,B,35,71,2,3,16,9,8,0,1,4,2,59,,,,,,,,,,,,,210,6,216,400,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2341,B,47,69,5,7,44,9,3,0,1,5,5,64,,,,,,,,,,,,,259,7,266,605,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2342,B,29,85,2,4,22,5,3,0,2,1,5,48,,,,,,,,,,,,,206,5,211,537,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2343,B,50,87,2,7,21,12,4,1,1,0,3,74,,,,,,,,,,,,,262,3,265,593,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2343,C01,45,93,3,3,20,6,7,0,0,8,2,76,,,,,,,,,,,,,263,5,268,592,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2343,C02,46,71,3,5,32,14,1,1,1,5,6,76,,,,,,,,,,,,,261,6,267,592,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2344,B,67,73,3,13,53,15,3,1,0,0,5,83,,,,,,,,,,,,,316,4,320,638,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2345,B,54,40,2,5,36,4,4,2,2,3,4,70,,,,,,,,,,,,,226,5,231,451,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2346,B,54,70,5,1,67,11,3,1,0,0,0,4,,,,,,,,,,,,,216,95,311,614,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2347,B,42,58,1,4,24,7,3,0,0,4,5,76,,,,,,,,,,,,,224,6,230,413,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2347,C01,37,54,1,3,25,9,3,0,1,2,0,92,,,,,,,,,,,,,227,5,232,413,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2348,B,54,80,2,3,28,12,4,0,0,0,6,81,,,,,,,,,,,,,270,4,274,525,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2348,C01,55,67,0,2,30,4,3,2,0,3,4,98,,,,,,,,,,,,,268,4,272,524,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2349,B,48,73,0,2,34,8,3,0,0,6,6,72,,,,,,,,,,,,,252,7,259,497,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2349,C01,64,55,4,5,18,5,3,1,0,6,0,78,,,,,,,,,,,,,239,8,247,496,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2350,B,64,57,5,0,22,8,11,0,0,3,4,89,,,,,,,,,,,,,263,5,268,464,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2350,C01,68,44,2,4,27,7,2,0,0,0,2,76,,,,,,,,,,,,,232,0,232,463,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2351,B,49,105,3,5,29,10,6,2,4,4,4,65,,,,,,,,,,,,,286,2,288,560,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2352,B,51,85,1,6,23,13,4,0,2,4,5,65,,,,,,,,,,,,,259,5,264,608,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2352,C01,55,89,2,2,22,12,7,1,2,8,4,54,,,,,,,,,,,,,258,1,259,608,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2353,B,76,47,5,2,21,35,3,0,2,7,3,24,,,,,,,,,,,,,225,2,227,415,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2353,C01,60,57,1,3,15,28,8,1,4,4,8,19,,,,,,,,,,,,,208,2,210,415,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2354,B,63,124,0,6,13,16,6,2,3,3,5,27,,,,,,,,,,,,,268,8,276,521,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2355,B,139,46,7,3,13,65,40,0,1,10,7,60,,,,,,,,,,,,,391,8,399,593,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2356,B,89,37,3,1,10,49,28,2,3,9,13,47,,,,,,,,,,,,,291,5,296,462,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2356,C01,95,44,3,4,9,9,24,0,2,9,8,54,,,,,,,,,,,,,261,8,269,462,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2357,B,89,39,3,2,11,46,24,0,0,10,9,37,,,,,,,,,,,,,270,2,272,406,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2357,C01,84,41,4,2,7,45,13,1,1,14,6,54,,,,,,,,,,,,,272,3,275,406,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2358,B,130,74,9,9,20,90,40,2,4,10,12,36,,,,,,,,,,,,,436,6,442,672,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2358,C01,140,86,3,5,22,87,37,1,5,14,6,54,,,,,,,,,,,,,460,9,469,671,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2359,B,32,102,2,5,29,10,9,2,0,4,6,40,,,,,,,,,,,,,241,9,250,464,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2360,B,78,104,0,5,15,16,5,0,1,3,2,34,,,,,,,,,,,,,263,9,272,574,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2360,C01,70,102,3,7,14,13,14,0,0,2,3,33,,,,,,,,,,,,,261,5,266,573,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2361,B,74,114,4,9,33,27,5,2,0,6,7,70,,,,,,,,,,,,,351,9,360,693,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2361,C01,99,120,2,5,31,22,10,2,3,6,1,45,,,,,,,,,,,,,346,7,353,693,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2362,B,85,112,4,2,20,31,18,2,2,4,4,66,,,,,,,,,,,,,350,6,356,626,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2362,C01,88,89,5,1,21,26,15,1,2,7,10,92,,,,,,,,,,,,,357,7,364,625,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2363,B,110,86,2,4,32,38,9,1,2,7,15,57,,,,,,,,,,,,,363,19,382,702,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2364,B,54,62,1,0,13,8,6,0,1,1,2,32,,,,,,,,,,,,,180,10,190,379,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2364,C01,52,81,1,2,8,8,2,1,4,2,4,19,,,,,,,,,,,,,184,4,188,378,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2365,B,132,121,4,10,20,25,7,0,1,10,8,47,,,,,,,,,,,,,385,6,391,683,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2366,B,87,78,7,5,18,25,10,0,1,6,5,43,,,,,,,,,,,,,285,4,289,512,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2366,C01,79,79,6,7,10,19,11,1,2,7,11,48,,,,,,,,,,,,,280,3,283,511,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2367,B,67,53,2,8,13,12,7,1,1,0,6,28,,,,,,,,,,,,,198,6,204,377,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2367,C01,65,70,5,5,10,16,3,0,1,7,6,26,,,,,,,,,,,,,214,4,218,377,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2368,B,77,56,5,3,16,23,3,3,1,1,9,29,,,,,,,,,,,,,226,4,230,404,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2368,C01,68,51,2,1,19,30,4,2,2,6,3,31,,,,,,,,,,,,,219,3,222,404,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2369,B,28,87,4,2,20,7,2,1,0,1,6,20,,,,,,,,,,,,,178,11,189,409,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2369,C01,30,86,3,4,12,4,4,2,1,2,4,8,,,,,,,,,,,,,160,8,168,409,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2370,B,49,83,2,4,10,3,3,1,0,3,3,22,,,,,,,,,,,,,183,7,190,410,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2370,C01,65,70,2,1,13,11,4,0,0,5,8,20,,,,,,,,,,,,,199,7,206,410,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2371,B,46,85,0,3,10,1,1,0,0,5,5,8,,,,,,,,,,,,,164,8,172,420,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2371,C01,36,79,1,4,13,5,4,0,2,3,2,21,,,,,,,,,,,,,170,29,199,420,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2372,B,39,174,4,12,17,7,7,2,0,7,1,16,,,,,,,,,,,,,286,11,297,719,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2373,B,77,132,2,3,34,6,2,0,2,1,3,43,,,,,,,,,,,,,305,12,317,655,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2373,C01,62,154,7,5,16,4,3,0,0,2,3,53,,,,,,,,,,,,,309,31,340,655,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2374,B,32,117,1,3,30,12,7,2,1,4,7,26,,,,,,,,,,,,,242,8,250,494,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2374,C01,40,100,3,2,20,7,4,1,1,4,4,36,,,,,,,,,,,,,222,11,233,493,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2375,B,59,74,1,4,16,11,7,0,1,5,6,27,,,,,,,,,,,,,211,5,216,587,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2375,C01,57,72,2,5,22,18,2,0,2,6,7,33,,,,,,,,,,,,,226,1,227,586,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2376,B,78,114,9,4,33,16,6,0,1,9,3,54,,,,,,,,,,,,,327,6,333,741,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2376,C01,67,132,4,8,35,12,4,0,0,5,8,71,,,,,,,,,,,,,346,6,352,741,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2377,B,43,100,2,7,15,5,3,0,1,1,4,27,,,,,,,,,,,,,208,3,211,418,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2377,C01,32,115,3,3,12,6,7,0,0,1,5,20,,,,,,,,,,,,,204,4,208,418,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2378,B,79,149,7,7,20,16,3,2,2,6,8,53,,,,,,,,,,,,,352,6,358,637,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2379,B,43,94,0,3,18,7,9,0,1,4,2,41,,,,,,,,,,,,,222,6,228,448,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2380,B,44,74,6,3,19,6,3,0,0,4,4,20,,,,,,,,,,,,,183,12,195,434,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2380,C01,45,92,0,3,14,3,2,0,1,4,4,23,,,,,,,,,,,,,191,11,202,433,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2381,B,55,65,3,3,22,7,1,0,2,0,0,0,,,,,,,,,,,,,158,0,158,403,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2381,C01,45,82,2,2,20,5,2,0,2,4,3,31,,,,,,,,,,,,,198,3,201,403,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2382,B,96,159,6,7,22,9,6,0,3,5,8,35,,,,,,,,,,,,,356,9,365,729,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2383,B,77,87,5,4,4,14,7,0,0,7,4,14,,,,,,,,,,,,,223,10,233,499,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2384,B,65,135,2,3,36,14,2,0,0,7,7,38,,,,,,,,,,,,,309,6,315,695,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2385,B,62,133,7,3,54,13,7,0,2,1,4,36,,,,,,,,,,,,,322,2,324,673,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2386,B,34,91,5,2,17,5,4,0,2,3,4,36,,,,,,,,,,,,,203,8,211,446,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2386,C01,51,85,6,7,21,2,6,0,0,3,6,43,,,,,,,,,,,,,230,6,236,445,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2387,B,37,104,7,2,16,4,2,0,1,3,3,39,,,,,,,,,,,,,218,5,223,440,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2387,C01,44,84,5,4,16,8,1,2,0,3,3,32,,,,,,,,,,,,,202,7,209,439,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2388,B,68,94,4,0,27,11,6,1,2,5,9,42,,,,,,,,,,,,,269,10,279,651,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2388,C01,62,87,3,3,34,16,9,0,3,5,3,60,,,,,,,,,,,,,285,6,291,650,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2388,C02,62,97,9,4,22,9,9,2,2,3,6,60,,,,,,,,,,,,,285,2,287,650,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2389,B,39,88,3,2,14,4,5,1,0,3,11,54,,,,,,,,,,,,,224,8,232,422,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2389,C01,46,82,3,4,16,2,2,3,2,2,2,46,,,,,,,,,,,,,210,8,218,422,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2390,B,55,101,1,1,27,4,4,0,4,1,4,24,,,,,,,,,,,,,226,11,237,481,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2390,C01,48,95,4,1,25,4,4,0,1,3,7,32,,,,,,,,,,,,,224,6,230,480,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2391,B,45,104,1,2,27,15,2,1,2,3,5,35,,,,,,,,,,,,,242,7,249,527,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2391,C01,54,120,1,6,27,7,5,0,4,3,5,37,,,,,,,,,,,,,269,6,275,526,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2392,B,66,87,4,3,16,17,9,1,4,6,6,47,,,,,,,,,,,,,266,6,272,725,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2392,C01,51,113,5,1,8,15,9,1,4,8,7,40,,,,,,,,,,,,,262,3,265,725,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2392,C02,51,88,1,5,16,19,5,0,3,3,7,50,,,,,,,,,,,,,248,9,257,725,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2392,C03,41,91,4,2,21,20,4,2,0,7,8,32,,,,,,,,,,,,,232,8,240,725,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2393,B,43,177,2,3,29,7,3,2,0,5,5,57,,,,,,,,,,,,,333,19,352,653,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2393,C01,30,158,4,2,31,3,5,1,0,3,3,75,,,,,,,,,,,,,315,13,328,652,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2394,B,69,103,4,6,10,15,4,0,1,1,4,30,,,,,,,,,,,,,247,5,252,443,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2394,C01,61,104,4,5,15,16,7,0,2,6,3,44,,,,,,,,,,,,,267,3,270,443,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2395,B,46,78,5,4,20,15,1,1,1,5,4,37,,,,,,,,,,,,,217,8,225,431,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2395,C01,61,91,1,1,11,12,2,0,3,6,7,34,,,,,,,,,,,,,229,4,233,430,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2396,B,66,67,7,4,12,18,2,1,2,8,7,27,,,,,,,,,,,,,221,3,224,462,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2396,C01,67,54,3,5,14,14,4,1,2,9,6,36,,,,,,,,,,,,,215,13,228,462,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2397,B,49,67,1,3,5,8,5,3,1,4,7,44,,,,,,,,,,,,,197,6,203,397,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2397,C01,51,69,0,8,13,19,2,2,2,3,6,40,,,,,,,,,,,,,215,5,220,396,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2398,B,36,84,6,2,10,12,9,1,1,2,6,40,,,,,,,,,,,,,209,2,211,448,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2399,B,110,110,3,6,17,11,4,6,1,5,5,58,,,,,,,,,,,,,336,7,343,740,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2399,C01,92,141,4,2,21,8,4,3,0,11,5,56,,,,,,,,,,,,,347,4,351,739,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2400,B,60,71,2,3,21,15,6,0,0,4,1,52,,,,,,,,,,,,,235,3,238,437,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2400,C01,53,72,1,3,21,11,9,2,1,6,4,44,,,,,,,,,,,,,227,0,227,437,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2401,B,72,61,4,3,10,13,9,0,1,3,2,33,,,,,,,,,,,,,211,3,214,425,Grupo de Recuento,,,
2,19,NUEVO LEON,22,China,32,Juárez,2401,C01,57,95,3,3,15,15,8,1,0,6,3,30,,,,,,,,,,,,,236,4,240,425,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2402,B,94,99,2,6,14,20,7,1,1,7,5,53,,,,,,,,,,,,,309,3,312,585,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2403,B,53,128,2,3,14,14,5,1,1,8,8,43,,,,,,,,,,,,,280,6,286,567,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2403,C01,66,120,3,7,17,14,9,3,1,5,4,38,,,,,,,,,,,,,287,7,294,566,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2403,C02,58,132,3,5,24,9,10,2,3,10,5,40,,,,,,,,,,,,,301,4,305,566,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2404,B,50,136,4,7,17,16,8,2,3,9,6,43,,,,,,,,,,,,,301,13,314,689,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2404,C01,68,127,6,3,17,14,6,1,0,7,3,41,,,,,,,,,,,,,293,9,302,688,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2405,B,86,111,5,5,15,26,15,3,4,6,7,66,,,,,,,,,,,,,349,9,358,667,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2405,C01,77,106,4,9,14,32,8,6,3,7,15,61,,,,,,,,,,,,,342,7,349,666,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2405,C02,77,100,3,9,21,31,11,2,3,8,5,50,,,,,,,,,,,,,320,7,327,666,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2406,B,75,130,3,1,14,20,7,1,1,2,4,49,,,,,,,,,,,,,307,7,314,544,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2406,C01,63,152,3,2,11,14,5,1,2,1,6,40,,,,,,,,,,,,,300,11,311,544,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2406,C02,58,157,1,5,19,17,7,1,4,7,5,39,,,,,,,,,,,,,320,10,330,544,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2407,B,58,132,1,10,26,3,7,5,3,10,5,34,,,,,,,,,,,,,294,17,311,746,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2661,B,79,92,2,6,18,28,9,2,4,4,4,37,,,,,,,,,,,,,285,4,289,629,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2661,C01,78,91,3,5,17,22,9,1,0,7,8,22,,,,,,,,,,,,,263,11,274,628,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2661,C02,64,86,0,7,16,24,11,2,2,8,5,23,,,,,,,,,,,,,248,5,253,628,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2662,B,40,72,0,2,18,7,3,0,0,2,3,52,,,,,,,,,,,,,199,7,206,444,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2662,C01,31,68,2,3,21,3,3,0,3,2,1,61,,,,,,,,,,,,,198,6,204,443,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2663,B,47,99,3,3,29,10,3,1,2,5,3,70,,,,,,,,,,,,,275,5,280,648,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2664,B,38,83,3,4,22,9,9,0,1,4,4,49,,,,,,,,,,,,,226,3,229,540,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2664,C01,46,76,3,5,25,13,6,0,1,6,8,57,,,,,,,,,,,,,246,6,252,540,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2665,B,34,125,6,3,33,5,3,1,0,2,2,40,,,,,,,,,,,,,254,12,266,605,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2666,B,31,106,1,2,28,9,1,2,3,2,3,105,,,,,,,,,,,,,293,1,294,691,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2667,B,40,0,1,2,15,3,5,1,1,1,2,65,,,,,,,,,,,,,136,0,136,404,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2667,C01,30,79,4,0,14,6,2,0,2,2,1,36,,,,,,,,,,,,,176,4,180,404,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2668,B,38,70,2,1,12,7,5,0,2,5,5,35,,,,,,,,,,,,,182,8,190,416,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2668,C01,19,77,2,2,15,1,3,0,1,3,2,51,,,,,,,,,,,,,176,16,192,416,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2669,B,46,83,3,1,20,17,7,0,3,7,4,76,,,,,,,,,,,,,267,4,271,641,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2670,B,50,107,5,9,23,15,9,0,3,5,5,56,,,,,,,,,,,,,287,12,299,592,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2671,B,66,50,4,5,18,15,3,2,2,4,2,23,,,,,,,,,,,,,194,6,200,385,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2671,C01,65,60,3,2,21,16,6,2,1,7,2,20,,,,,,,,,,,,,205,4,209,385,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2672,B,45,46,1,1,19,8,3,0,2,1,2,26,,,,,,,,,,,,,154,19,173,395,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2672,C01,25,60,2,0,16,8,6,1,0,0,1,44,,,,,,,,,,,,,163,1,164,394,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2673,B,63,59,5,6,31,30,14,1,5,8,12,83,,,,,,,,,,,,,317,5,322,604,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2674,B,53,101,3,10,23,10,8,0,0,6,2,70,,,,,,,,,,,,,286,9,295,591,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2675,B,50,63,2,3,32,8,3,1,0,6,2,46,,,,,,,,,,,,,216,9,225,528,Grupo de Recuento,,,
2,19,NUEVO LEON,22,China,32,Juárez,2676,B,68,76,6,8,22,35,31,0,7,10,3,85,,,,,,,,,,,,,351,10,361,601,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2677,B,89,157,4,3,24,19,6,2,3,5,9,38,,,,,,,,,,,,,359,8,367,636,Acta Casilla,,,
2,19,NUEVO LEON,22,China,32,Juárez,2678,B,55,96,3,1,26,10,5,2,0,8,6,41,,,,,,,,,,,,,253,9,262,508,Acta Casilla,,,
