CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,184,3,269,215,5,13,307,30,12,4,4,15,56,18,,,,,,,,,,,,,948,19,967,1535
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,185,2,149,105,4,11,176,22,9,0,1,5,34,12,,,,,,,,,,,,,528,16,544,897
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,186,2,209,175,2,15,220,22,22,3,3,10,38,15,,,,,,,,,,,,,734,16,750,1189
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,187,3,270,234,5,20,344,28,19,1,4,19,54,17,,,,,,,,,,,,,1015,23,1038,1568
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,188,2,198,197,7,12,294,21,10,3,1,25,34,11,,,,,,,,,,,,,813,10,823,1269
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,189,3,279,285,3,34,431,28,22,1,6,24,79,16,,,,,,,,,,,,,1208,30,1238,2140
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,190,3,343,324,11,29,208,41,39,4,3,62,52,20,,,,,,,,,,,,,1136,15,1151,1645
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,191,21,2044,1901,64,160,1876,244,138,39,19,252,339,213,,,,,,,,,,,,,7289,138,7427,14328
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,192,1,52,125,1,2,98,10,6,10,0,4,19,2,,,,,,,,,,,,,329,11,340,677
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,193,2,121,179,5,15,151,8,12,5,1,0,19,6,,,,,,,,,,,,,522,18,540,927
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,194,2,112,166,2,6,174,8,6,4,1,6,11,4,,,,,,,,,,,,,500,14,514,874
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,195,1,14,33,0,2,61,1,2,0,0,0,2,0,,,,,,,,,,,,,115,4,119,220
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,196,3,153,139,5,7,211,17,9,12,1,18,30,17,,,,,,,,,,,,,619,10,629,1263
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,197,2,32,153,0,4,197,2,6,2,0,2,8,2,,,,,,,,,,,,,408,14,422,890
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,198,1,39,60,2,2,64,5,3,1,1,0,10,1,,,,,,,,,,,,,188,8,196,382
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,199,1,43,105,0,2,148,2,5,1,2,0,9,3,,,,,,,,,,,,,320,16,336,614
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,200,2,81,195,1,2,216,7,11,2,0,1,7,6,,,,,,,,,,,,,529,27,556,963
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,201,2,104,150,2,3,180,2,1,0,1,0,7,2,,,,,,,,,,,,,452,24,476,871
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,202,1,47,147,0,1,35,1,1,0,0,0,2,0,,,,,,,,,,,,,234,10,244,404
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,203,1,97,116,0,8,82,5,3,0,2,0,8,2,,,,,,,,,,,,,323,27,350,644
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,204,1,35,78,1,3,99,3,1,0,1,0,3,2,,,,,,,,,,,,,226,13,239,462
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,205,2,73,162,0,1,139,5,10,1,2,2,5,2,,,,,,,,,,,,,402,22,424,845
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,206,1,20,86,0,4,94,1,2,0,0,2,4,1,,,,,,,,,,,,,214,10,224,437
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,207,1,27,66,1,1,36,4,6,0,1,0,3,3,,,,,,,,,,,,,148,6,154,304
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,208,1,18,37,1,2,34,1,1,0,0,0,0,0,,,,,,,,,,,,,94,0,94,205
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,209,1,47,57,0,0,71,5,5,1,0,1,5,1,,,,,,,,,,,,,193,19,212,395
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,210,2,83,233,1,8,117,81,4,1,3,0,24,0,,,,,,,,,,,,,555,13,568,954
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,211,1,51,146,0,12,68,1,2,0,0,1,11,1,,,,,,,,,,,,,293,4,297,459
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,212,2,92,239,1,40,124,12,8,0,0,1,13,2,,,,,,,,,,,,,532,27,559,874
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,213,1,31,69,4,14,81,0,4,1,4,2,7,1,,,,,,,,,,,,,218,14,232,466
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,214,1,60,87,0,10,100,4,4,0,0,0,14,2,,,,,,,,,,,,,281,14,295,509
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,215,1,15,23,0,16,33,1,1,0,0,0,4,7,,,,,,,,,,,,,100,5,105,212
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,216,1,50,88,0,16,66,5,5,0,0,2,6,0,,,,,,,,,,,,,238,13,251,494
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,9,CADEREYTA JIMENEZ,217,2,153,253,0,20,83,25,7,1,2,4,43,5,,,,,,,,,,,,,596,28,624,1124
2,19,NUEVO LEON,20,HIDALGO,10,EL CARMEN,218,6,508,628,19,342,93,197,63,45,,25,29,,,,,,,,,,,135,,,2084,73,2157,3961
2,19,NUEVO LEON,20,HIDALGO,10,EL CARMEN,219,4,368,375,10,501,79,196,71,25,,10,13,,,,,,,,,,,39,,,1687,54,1741,2623
2,19,NUEVO LEON,20,HIDALGO,10,EL CARMEN,220,7,842,528,44,489,113,244,102,60,,27,27,,,,,,,,,,,83,,,2559,66,2625,4705
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,221,2,455,322,2,0,3,4,2,0,0,1,0,4,,,,,,,,,,,,,793,24,817,1216
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,222,2,490,274,1,2,5,11,5,1,1,1,0,12,,,,,,,,,,,,,803,16,819,1136
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,223,2,326,239,1,0,3,17,6,1,1,3,1,5,,,,,,,,,,,,,603,19,622,986
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,224,2,280,254,0,1,2,8,3,0,1,2,0,6,,,,,,,,,,,,,557,10,567,912
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,225,2,366,224,3,0,6,15,8,1,2,2,5,2,,,,,,,,,,,,,634,13,647,923
2,19,NUEVO LEON,22,CHINA,11,CERRALVO,226,2,472,255,3,2,6,13,10,1,1,2,2,2,,,,,,,,,,,,,769,20,789,1150
2,19,NUEVO LEON,20,HIDALGO,12,CIENEGA DE FLORES,232,17,834,1175,1493,140,544,204,353,230,,59,145,,,,,,,,,,,144,,,5321,230,5551,10181
2,19,NUEVO LEON,20,HIDALGO,12,CIENEGA DE FLORES,233,3,187,194,247,30,122,46,127,29,,9,40,,,,,,,,,,,35,,,1066,57,1123,1814
2,19,NUEVO LEON,20,HIDALGO,12,CIENEGA DE FLORES,234,2,128,145,68,6,65,25,62,9,,4,15,,,,,,,,,,,23,,,550,13,563,929
2,19,NUEVO LEON,20,HIDALGO,12,CIENEGA DE FLORES,235,15,924,1391,852,103,462,192,260,43,,57,98,,,,,,,,,,,153,,,4535,118,4653,9372
2,19,NUEVO LEON,20,HIDALGO,12,CIENEGA DE FLORES,236,1,31,18,26,6,10,8,8,0,,5,9,,,,,,,,,,,4,,,125,4,129,281
2,19,NUEVO LEON,22,CHINA,13,CHINA,237,1,157,107,0,0,7,9,77,2,13,3,36,40,,,,,,,,,,,,,451,28,479,686
2,19,NUEVO LEON,22,CHINA,13,CHINA,238,1,111,163,0,1,8,15,86,1,14,5,40,51,,,,,,,,,,,,,495,30,525,814
2,19,NUEVO LEON,22,CHINA,13,CHINA,239,2,111,160,1,1,8,3,97,0,6,2,40,56,,,,,,,,,,,,,485,38,523,766
2,19,NUEVO LEON,22,CHINA,13,CHINA,240,2,207,189,0,1,10,12,60,1,18,3,50,50,,,,,,,,,,,,,601,33,634,949
2,19,NUEVO LEON,22,CHINA,13,CHINA,241,2,173,142,3,0,13,3,63,0,10,3,39,48,,,,,,,,,,,,,497,19,516,829
2,19,NUEVO LEON,22,CHINA,13,CHINA,242,2,219,178,0,4,9,7,97,0,6,2,43,67,,,,,,,,,,,,,632,33,665,975
2,19,NUEVO LEON,22,CHINA,13,CHINA,243,2,152,170,4,1,5,8,83,1,4,0,68,43,,,,,,,,,,,,,539,40,579,835
2,19,NUEVO LEON,22,CHINA,13,CHINA,244,2,261,225,3,4,25,5,81,2,8,3,47,102,,,,,,,,,,,,,766,46,812,1194
2,19,NUEVO LEON,22,CHINA,13,CHINA,245,2,217,280,0,4,18,5,109,1,10,8,82,113,,,,,,,,,,,,,847,61,908,1341
2,19,NUEVO LEON,22,CHINA,13,CHINA,253,1,29,63,0,1,2,2,50,3,0,2,8,31,,,,,,,,,,,,,191,28,219,304
2,19,NUEVO LEON,22,CHINA,13,CHINA,256,1,223,78,1,1,2,4,43,0,1,1,73,55,,,,,,,,,,,,,482,32,514,732
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,257,2,208,426,3,3,7,0,1,0,0,0,1,1,,,,,,,,,,,,,650,14,664,834
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,258,3,605,916,9,4,30,10,10,0,0,3,7,9,,,,,,,,,,,,,1603,22,1625,2110
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,259,2,294,505,15,0,29,2,22,0,0,2,12,0,,,,,,,,,,,,,881,13,894,1148
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,260,2,271,445,9,1,16,4,8,0,1,1,7,3,,,,,,,,,,,,,766,17,783,1083
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,261,2,346,531,16,2,10,6,13,0,0,4,6,6,,,,,,,,,,,,,940,16,956,1236
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,262,3,566,685,6,0,8,2,3,1,2,3,6,3,,,,,,,,,,,,,1285,43,1328,1668
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,263,2,343,540,9,2,16,2,12,1,0,2,4,0,,,,,,,,,,,,,931,28,959,1253
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,264,1,43,55,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,104,6,110,151
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,265,1,133,221,5,13,0,1,1,1,1,0,2,1,,,,,,,,,,,,,379,14,393,550
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,266,1,127,243,1,3,2,1,0,0,0,1,1,0,,,,,,,,,,,,,379,13,392,542
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,267,1,60,229,1,2,0,0,0,0,1,1,0,0,,,,,,,,,,,,,294,3,297,403
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,268,3,268,706,17,46,9,4,26,0,1,2,2,2,,,,,,,,,,,,,1083,25,1108,1379
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,269,1,175,195,1,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,378,16,394,488
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,270,1,293,267,1,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,565,13,578,655
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,271,3,379,658,10,14,9,0,14,1,0,1,1,13,,,,,,,,,,,,,1100,32,1132,1385
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,272,1,169,266,1,13,3,2,4,0,0,2,0,0,,,,,,,,,,,,,460,20,480,605
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,273,1,181,191,1,1,2,0,0,0,0,0,1,0,,,,,,,,,,,,,377,5,382,471
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,274,1,176,237,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,417,25,442,513
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,275,2,224,391,1,0,0,1,0,1,0,0,0,2,,,,,,,,,,,,,620,17,637,791
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,276,2,359,411,2,7,1,2,3,0,0,1,1,0,,,,,,,,,,,,,787,17,804,964
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,277,2,216,425,5,3,4,0,3,0,0,1,0,2,,,,,,,,,,,,,659,20,679,885
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,278,1,82,153,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,238,1,239,286
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,279,1,187,195,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,384,0,384,468
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,280,1,137,217,4,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,361,13,374,475
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,281,1,109,190,3,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,305,7,312,406
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,282,1,211,253,0,5,5,0,5,1,0,0,3,0,,,,,,,,,,,,,483,12,495,584
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,283,1,177,316,3,0,6,4,6,0,1,2,9,1,,,,,,,,,,,,,525,22,547,660
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,284,1,74,155,2,2,1,0,1,2,0,0,0,1,,,,,,,,,,,,,238,10,248,332
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,285,1,52,102,0,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,157,6,163,215
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,286,1,92,140,1,6,6,0,6,0,0,0,1,0,,,,,,,,,,,,,252,11,263,375
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,287,1,89,201,1,1,2,0,2,0,1,0,0,0,,,,,,,,,,,,,297,12,309,415
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,288,1,167,229,1,2,4,0,0,0,0,0,0,0,,,,,,,,,,,,,403,2,405,641
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,289,1,187,210,6,4,2,0,2,0,0,0,1,0,,,,,,,,,,,,,412,14,426,553
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,290,1,67,173,6,0,7,0,1,0,0,0,0,0,,,,,,,,,,,,,254,21,275,389
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,291,1,126,264,3,2,0,0,3,0,0,1,0,0,,,,,,,,,,,,,399,25,424,573
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,292,2,243,368,3,1,1,0,3,0,0,1,1,0,,,,,,,,,,,,,621,29,650,880
2,19,NUEVO LEON,26,GALEANA,14,DR. ARROYO,293,1,93,142,1,1,3,0,0,0,1,1,0,0,,,,,,,,,,,,,242,8,250,292
2,19,NUEVO LEON,22,CHINA,15,DR. COSS,294,1,105,102,0,9,1,1,3,0,0,0,2,1,,,,,,,,,,,,,224,0,224,330
2,19,NUEVO LEON,22,CHINA,15,DR. COSS,295,2,225,325,1,49,4,7,6,0,1,4,2,1,,,,,,,,,,,,,625,11,636,957
2,19,NUEVO LEON,22,CHINA,15,DR. COSS,296,1,65,89,0,2,6,0,22,0,0,0,0,0,,,,,,,,,,,,,184,5,189,284
2,19,NUEVO LEON,22,CHINA,15,DR. COSS,303,1,209,232,0,5,2,1,22,0,6,1,1,1,,,,,,,,,,,,,480,16,496,800
2,19,NUEVO LEON,22,CHINA,15,DR. COSS,304,1,78,132,0,0,3,4,3,0,0,0,0,1,,,,,,,,,,,,,221,9,230,342
2,19,NUEVO LEON,22,CHINA,16,DR. GONZALEZ,305,2,213,237,0,183,28,21,5,0,3,2,5,27,,,,,,,,,,,,,724,16,740,1062
2,19,NUEVO LEON,22,CHINA,16,DR. GONZALEZ,306,2,104,98,0,82,8,11,2,0,2,0,0,7,,,,,,,,,,,,,314,11,325,998
2,19,NUEVO LEON,22,CHINA,16,DR. GONZALEZ,307,1,110,163,4,83,28,11,1,0,0,1,2,6,,,,,,,,,,,,,409,17,426,716
2,19,NUEVO LEON,22,CHINA,16,DR. GONZALEZ,308,1,45,48,2,22,9,28,0,0,2,3,3,5,,,,,,,,,,,,,167,10,177,247
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,309,3,83,376,7,19,7,49,470,2,1,8,4,94,,,,,,,,,,,,,1120,52,1172,1643
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,310,2,64,296,3,21,15,39,359,1,0,4,9,52,,,,,,,,,,,,,863,37,900,1237
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,311,4,140,635,4,37,10,76,652,1,3,12,31,84,,,,,,,,,,,,,1685,65,1750,2416
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,312,3,346,511,1,9,16,13,37,1,0,0,23,39,,,,,,,,,,,,,996,51,1047,1528
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,313,1,152,204,1,2,2,4,29,0,2,1,0,11,,,,,,,,,,,,,408,14,422,665
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,314,1,7,49,2,26,2,0,25,0,2,1,0,5,,,,,,,,,,,,,119,12,131,222
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,315,1,26,128,0,17,6,1,44,1,0,0,1,13,,,,,,,,,,,,,237,24,261,386
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,316,2,57,277,10,8,2,2,85,1,0,2,2,26,,,,,,,,,,,,,472,55,527,786
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,317,1,61,263,1,4,0,0,32,0,0,0,1,10,,,,,,,,,,,,,372,23,395,609
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,318,2,99,261,16,6,8,16,70,2,0,1,11,44,,,,,,,,,,,,,534,55,589,992
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,319,1,153,175,0,3,3,1,31,0,0,0,1,36,,,,,,,,,,,,,403,15,418,731
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,320,3,223,448,8,2,0,1,29,0,0,0,2,31,,,,,,,,,,,,,744,20,764,1162
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,321,3,178,426,5,22,20,2,72,0,0,0,6,21,,,,,,,,,,,,,752,29,781,1312
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,322,2,177,367,24,7,12,25,79,0,2,3,9,73,,,,,,,,,,,,,778,40,818,1299
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,323,2,126,300,5,30,17,2,6,0,1,0,1,12,,,,,,,,,,,,,500,37,537,951
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,324,1,1,133,0,1,3,5,47,0,0,0,0,7,,,,,,,,,,,,,197,16,213,277
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,325,2,9,297,2,12,1,10,135,1,2,2,4,13,,,,,,,,,,,,,488,51,539,742
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,326,2,27,481,1,11,5,9,318,1,1,2,10,7,,,,,,,,,,,,,873,55,928,1219
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,327,1,11,194,1,2,1,0,37,0,1,0,3,24,,,,,,,,,,,,,274,35,309,398
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,328,2,329,280,1,1,1,1,198,0,1,0,1,4,,,,,,,,,,,,,817,19,836,1075
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,329,3,396,357,2,4,10,2,108,1,0,0,2,34,,,,,,,,,,,,,916,44,960,1331
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,330,1,33,80,0,3,0,0,3,0,0,0,0,14,,,,,,,,,,,,,133,4,137,215
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,331,1,92,92,1,11,0,0,15,0,0,0,0,6,,,,,,,,,,,,,217,28,245,318
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,332,1,43,105,0,4,7,4,19,0,0,0,1,18,,,,,,,,,,,,,201,23,224,393
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,333,1,8,79,0,2,1,1,12,0,0,0,1,26,,,,,,,,,,,,,130,20,150,208
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,334,2,138,289,1,17,1,1,63,0,1,1,0,28,,,,,,,,,,,,,540,41,581,867
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,335,1,22,112,2,22,1,2,69,1,1,0,6,11,,,,,,,,,,,,,249,21,270,372
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,336,1,14,160,2,8,1,8,154,2,1,0,1,17,,,,,,,,,,,,,368,20,388,548
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,337,1,15,100,0,3,2,3,27,1,0,0,0,5,,,,,,,,,,,,,156,13,169,227
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,338,1,8,70,0,3,5,4,56,0,0,2,0,1,,,,,,,,,,,,,149,15,164,268
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,339,1,20,66,1,8,2,2,63,0,0,1,2,8,,,,,,,,,,,,,173,3,176,250
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,340,2,82,167,2,55,6,17,198,1,1,4,10,26,,,,,,,,,,,,,569,30,599,882
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,341,1,12,121,0,6,1,1,56,0,0,2,0,3,,,,,,,,,,,,,202,18,220,293
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,342,2,32,246,0,9,4,10,189,4,1,9,11,123,,,,,,,,,,,,,638,65,703,946
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,343,3,427,645,4,12,4,4,87,1,1,1,3,43,,,,,,,,,,,,,1232,97,1329,1882
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,344,1,28,90,0,43,4,4,21,0,0,0,3,6,,,,,,,,,,,,,199,23,222,304
2,19,NUEVO LEON,26,GALEANA,17,GALEANA,345,2,220,302,3,3,7,0,17,3,0,4,4,2,,,,,,,,,,,,,565,31,596,827
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,346,12,452,1734,339,66,113,135,58,99,,32,66,,,,,,,,,,,536,,,3630,134,3764,7946
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,347,18,924,2735,893,100,136,242,145,88,,112,111,,,,,,,,,,,862,,,6348,217,6565,12679
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,348,2,215,286,72,10,14,36,22,11,,13,10,,,,,,,,,,,152,,,841,25,866,1259
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,349,3,146,354,143,16,6,25,8,5,,1,14,,,,,,,,,,,85,,,803,30,833,1519
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,350,4,280,518,266,23,25,53,46,19,,19,27,,,,,,,,,,,180,,,1456,48,1504,2513
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,352,1,20,91,6,3,6,2,4,0,,2,0,,,,,,,,,,,22,,,156,12,168,273
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,354,1,13,124,56,7,2,2,4,1,,2,3,,,,,,,,,,,24,,,238,0,238,391
2,19,NUEVO LEON,20,HIDALGO,18,GARCIA,355,2,131,349,59,3,6,6,5,8,,1,2,,,,,,,,,,,17,,,587,42,629,1006
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,356,3,217,205,3,9,44,68,22,7,5,7,71,12,,,,,,,,47,,,,,717,25,742,1584
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,357,2,267,233,7,13,30,41,14,4,0,6,126,14,,,,,,,,29,,,,,784,33,817,1499
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,358,2,201,192,37,7,28,47,26,9,3,6,54,13,,,,,,,,22,,,,,645,34,679,1357
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,359,5,740,373,45,28,76,178,57,17,6,27,120,25,,,,,,,,110,,,,,1802,41,1843,3282
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,360,3,577,199,32,20,52,120,37,4,5,25,65,17,,,,,,,,92,,,,,1245,16,1261,2182
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,361,3,353,273,13,10,34,88,27,6,2,19,79,16,,,,,,,,50,,,,,970,34,1004,1848
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,362,3,422,156,11,10,30,115,33,6,6,11,63,19,,,,,,,,60,,,,,942,23,965,1552
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,363,3,442,172,8,13,40,83,20,3,3,11,51,9,,,,,,,,80,,,,,935,22,957,1576
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,364,3,530,133,26,14,32,130,44,8,3,13,46,29,,,,,,,,101,,,,,1109,17,1126,1646
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,365,3,447,186,19,12,53,132,63,7,5,11,62,14,,,,,,,,51,,,,,1062,29,1091,1725
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,366,3,334,333,14,13,42,97,22,13,1,13,47,9,,,,,,,,39,,,,,977,45,1022,1947
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,19,SAN PEDRO GARZA GARCIA,367,3,313,244,11,26,27,74,36,7,0,8,48,7,,,,,,,,50,,,,,851,37,888,1619
