"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","PRI-VERDE-NUEVA ALIANZA","PRI-VERDE","PRI-NUEVA ALIANZA","VERDE-NUEVA ALIANZA","NO REGISTRADO","NULO"
"Ixmiquilpan","575","CONTIGUA 1","169","109","10","4","1","3","7","47","1","0","1","2","0","0","10"
"Ixmiquilpan","575","CONTIGUA 2","128","136","9","1","0","0","28","33","1","2","0","0","0","0","7"
"Ixmiquilpan","576","BASICA","200","78","1","2","0","0","18","6","1","2","0","0","0","0","8"
"Ixmiquilpan","577","BASICA","205","122","10","4","3","15","6","22","1","3","0","0","1","0","11"
"Ixmiquilpan","578","BASICA","47","137","5","3","1","3","8","24","7","0","1","0","0","0","12"
"Ixmiquilpan","579","BASICA","121","67","5","1","6","8","3","26","1","0","0","0","0","0","5"
"Ixmiquilpan","579","CONTIGUA 1","106","78","5","6","10","5","5","30","3","0","0","0","0","0","11"
"Ixmiquilpan","580","BASICA","272","68","3","1","5","8","8","20","0","1","0","0","0","1","6"
"Ixmiquilpan","580","CONTIGUA 1","217","77","5","3","1","3","4","19","2","1","0","1","0","0","10"
"Ixmiquilpan","581","BASICA","257","88","3","2","3","5","12","18","3","1","0","1","0","0","9"
"Ixmiquilpan","581","CONTIGUA 1","243","113","5","3","0","4","8","13","3","0","1","0","0","0","12"
"Ixmiquilpan","581","CONTIGUA 2","235","108","2","2","2","3","20","12","0","1","0","2","0","0","12"
"Ixmiquilpan","582","BASICA","223","81","8","1","5","1","8","21","4","0","0","0","0","0","6"
"Ixmiquilpan","583","BASICA","226","228","7","2","4","2","13","7","2","1","0","1","0","0","3"
"Ixmiquilpan","584","BASICA","90","60","0","1","1","1","24","11","0","1","0","0","0","0","2"
"Ixmiquilpan","585","BASICA","138","226","5","2","0","7","2","13","2","0","0","0","0","0","8"
"Ixmiquilpan","586","BASICA","127","112","3","1","2","15","3","14","1","2","1","1","0","0","13"
"Ixmiquilpan","586","CONTIGUA 1","140","120","2","2","5","25","7","11","1","0","0","0","0","0","7"
"Ixmiquilpan","587","BASICA","234","102","7","2","2","4","6","26","2","3","0","1","0","0","5"
"Ixmiquilpan","588","BASICA","329","97","5","1","0","1","6","13","2","0","0","0","0","0","13"
"Ixmiquilpan","589","BASICA","147","64","3","2","1","1","5","8","2","0","0","0","0","0","9"
"Ixmiquilpan","590","BASICA","176","92","9","1","0","1","1","9","1","0","0","0","0","0","4"
"Ixmiquilpan","590","CONTIGUA 1","197","78","4","0","1","7","3","14","2","0","0","0","0","0","9"
"Ixmiquilpan","591","BASICA","194","100","7","4","2","14","20","20","2","0","0","0","0","0","14"
"Ixmiquilpan","592","BASICA","268","52","3","1","2","8","7","4","1","0","0","0","0","0","2"
"Ixmiquilpan","593","BASICA","227","81","13","1","1","9","13","14","1","0","0","0","0","0","9"
"Ixmiquilpan","593","CONTIGUA 1","204","83","7","6","5","10","10","11","4","0","0","0","0","0","15"
"Ixmiquilpan","593","CONTIGUA 2","245","74","8","4","4","12","13","13","5","0","0","0","0","0","11"
"Ixmiquilpan","593","CONTIGUA 3","220","89","10","2","1","3","12","10","5","1","0","3","0","0","8"
"Ixmiquilpan","594","BASICA","253","89","4","2","3","2","8","8","1","0","0","0","0","0","6"
"Ixmiquilpan","594","CONTIGUA 1","241","74","5","5","2","3","7","6","1","1","1","0","0","0","11"
"Ixmiquilpan","594","CONTIGUA 2","203","129","4","1","0","0","12","5","2","2","0","0","0","0","9"
"Ixmiquilpan","594","CONTIGUA 3","207","90","2","2","0","3","16","9","4","0","0","0","0","0","14"
"Ixmiquilpan","595","BASICA","278","116","3","2","4","24","27","9","3","1","0","0","0","0","12"
"Ixmiquilpan","595","CONTIGUA 1","205","161","3","4","2","5","38","12","1","4","0","2","0","0","9"
"Ixmiquilpan","595","CONTIGUA 2","260","130","3","3","5","7","34","7","0","0","0","0","1","0","12"
"Ixmiquilpan","595","EXTRAORDINARIA 1","86","159","22","0","3","8","5","10","0","0","2","0","0","0","9"
"Ixmiquilpan","595","EXTRAORDINARIA 1 CONTIGUA 1","134","109","23","3","0","8","6","11","1","1","0","0","0","0","9"
"Ixmiquilpan","596","BASICA","195","129","4","0","5","28","1","20","11","0","0","0","0","0","11"
"Ixmiquilpan","596","CONTIGUA 1","187","97","5","3","3","36","7","14","4","1","0","1","0","0","9"
"Ixmiquilpan","597","BASICA","287","81","2","1","3","3","32","15","4","0","0","0","0","0","5"
"Ixmiquilpan","597","CONTIGUA 1","243","126","3","2","4","3","25","10","1","0","0","0","0","0","7"
"Ixmiquilpan","597","CONTIGUA 2","266","119","2","2","1","0","32","8","3","0","2","0","1","0","6"
"Ixmiquilpan","597","CONTIGUA 3","230","100","3","0","5","3","31","26","5","0","2","0","0","0","5"
"Ixmiquilpan","598","BASICA","156","45","4","1","1","4","6","1","1","0","0","0","0","0","5"
"Ixmiquilpan","598","CONTIGUA 1","158","57","3","1","2","6","6","13","1","0","0","0","0","0","2"
"Ixmiquilpan","599","BASICA","94","53","1","1","1","6","1","5","3","0","0","0","0","0","3"
"Ixmiquilpan","600","BASICA","271","69","14","2","1","2","15","6","3","0","0","0","0","0","2"
"Ixmiquilpan","600","CONTIGUA 1","224","81","14","0","0","6","10","7","2","0","0","0","0","0","9"
"Ixmiquilpan","601","BASICA","148","261","2","1","2","5","33","25","6","2","0","0","1","0","10"
"Ixmiquilpan","601","CONTIGUA 1","137","318","4","1","2","9","38","21","3","1","0","1","0","0","10"
"Ixmiquilpan","601","CONTIGUA 2","139","272","9","2","3","7","47","13","2","0","0","0","0","0","15"
"Ixmiquilpan","602","BASICA","129","61","3","1","1","16","4","10","2","0","0","0","0","0","10"
"Ixmiquilpan","602","CONTIGUA 1","106","78","8","0","0","19","9","11","2","0","0","0","0","1","5"
"Ixmiquilpan","603","BASICA","222","87","6","1","2","4","15","15","5","2","1","0","0","0","6"
"Ixmiquilpan","603","CONTIGUA 1","212","77","6","4","4","3","18","18","4","1","1","1","0","0","8"
"Ixmiquilpan","604","BASICA","48","33","1","0","0","1","0","3","1","0","0","0","0","0","0"
"Ixmiquilpan","605","BASICA","123","24","2","0","1","1","1","5","1","0","0","0","0","0","30"
"Ixmiquilpan","605","CONTIGUA 1","104","26","3","4","0","1","0","1","0","0","1","0","0","0","28"
"Ixmiquilpan","606","BASICA","48","157","8","1","1","21","24","7","3","0","0","1","1","0","8"
"Ixmiquilpan","607","BASICA","142","78","9","0","4","5","11","48","2","1","1","0","0","0","8"
"Ixmiquilpan","607","CONTIGUA 1","143","99","3","0","1","8","4","34","3","0","0","0","0","0","6"
"Ixmiquilpan","607","CONTIGUA 2","135","89","4","0","1","9","13","55","3","0","0","0","0","0","4"
"Ixmiquilpan","607","EXTRAORDINARIA 1","210","71","7","5","0","26","13","29","0","0","0","0","0","0","6"
