CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,C,1,0,C01,16,29,46,4,25,3,103,44,1,0,0,0,1,1,0,2,7,282,0,25,307,428,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0017_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,B,1,0,B,25,53,46,6,15,4,89,103,1,2,0,1,0,0,0,2,6,353,0,44,397,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0018_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,C,1,0,C01,14,61,29,1,15,1,72,111,2,0,0,0,5,0,0,0,4,315,0,40,355,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0018_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,19,B,1,0,B,8,18,19,2,6,1,58,44,0,0,0,0,1,0,0,1,3,161,0,10,171,255,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0019_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,B,1,0,B,36,28,77,3,32,4,148,70,2,1,0,2,3,1,0,1,3,411,0,66,477,636,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0020_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,B,1,0,B,12,33,21,5,13,1,87,19,0,0,0,0,0,0,0,0,1,192,0,21,213,292,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0021_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,B,1,0,B,4,32,19,2,37,2,131,42,1,0,0,0,0,0,0,0,0,270,0,22,292,410,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0022_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,C,1,0,C01,8,28,21,0,32,1,129,83,0,0,1,1,0,0,0,0,5,309,0,22,331,410,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0022_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,B,1,0,B,16,20,81,3,26,0,94,30,5,1,0,0,1,0,0,5,2,284,0,27,311,400,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0023_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,E,1,0,E01,12,29,62,3,13,5,112,45,0,0,0,2,0,0,0,0,0,283,1,48,332,472,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0023_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,B,1,0,B,21,107,60,3,25,0,125,55,2,2,1,1,0,0,0,2,4,408,0,47,455,587,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0024_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,1,0,C01,18,90,37,7,11,3,123,49,1,0,0,0,3,2,0,1,8,353,0,35,388,587,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0024_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,2,0,C02,19,108,37,5,24,4,140,44,4,0,0,0,2,0,0,0,6,393,0,41,434,587,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0024_C02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,B,1,0,B,33,19,46,2,19,3,78,49,0,0,0,0,1,0,0,0,8,258,0,25,283,389,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0025_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,C,1,0,C01,20,13,40,3,21,1,71,62,4,2,1,0,3,0,0,0,0,241,0,15,256,388,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0025_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,B,1,0,B,15,63,65,3,16,1,127,28,2,1,0,0,2,0,0,0,8,331,0,15,346,484,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0027_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,B,1,0,B,12,42,22,0,7,3,84,22,3,0,0,0,3,1,0,1,16,216,0,28,244,399,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0028_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,C,1,0,C01,12,44,21,2,11,2,82,30,1,0,0,1,4,1,0,0,16,227,0,10,237,398,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0028_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,B,1,0,B,17,93,67,2,18,1,162,29,0,0,0,0,1,0,0,2,1,393,0,48,441,622,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0029_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,B,1,0,B,15,24,35,5,10,4,153,48,0,0,0,0,0,0,0,0,10,304,0,54,358,483,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0030_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,C,1,0,C01,8,20,45,3,15,3,147,2,0,0,0,2,1,0,1,0,13,260,0,50,310,482,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0030_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,E,1,0,E01,2,15,14,3,6,2,40,5,1,1,0,0,0,0,0,0,0,89,0,10,99,119,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0030_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,B,1,0,B,5,28,24,0,10,0,42,9,1,0,0,0,0,0,0,0,1,120,0,17,137,198,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0031_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,B,1,0,B,13,26,20,2,13,2,68,35,0,1,0,2,1,1,0,1,15,200,0,37,237,317,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0032_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,B,1,0,B,20,5,30,0,7,2,114,51,0,0,0,0,4,1,1,2,0,237,0,12,249,341,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0033_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,B,1,0,B,11,43,42,3,10,3,34,78,1,0,0,1,0,0,1,0,1,228,1,16,245,391,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0034_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,B,1,0,B,22,14,110,1,18,3,180,39,2,1,0,0,2,0,0,1,10,403,0,48,451,575,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0035_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,C,1,0,C01,13,23,98,6,20,0,153,38,1,1,1,1,2,1,1,3,20,382,10,44,436,574,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0035_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,B,1,0,B,27,38,97,9,36,2,194,42,4,4,0,0,0,0,0,0,18,471,0,43,514,654,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0036_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,B,1,0,B,21,16,146,6,23,0,147,58,1,3,0,3,3,1,0,4,3,435,0,37,472,618,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0037_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,C,1,0,C01,19,33,141,3,26,0,155,53,1,2,0,1,0,2,0,0,6,442,0,33,475,618,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0037_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,B,1,0,B,13,37,47,8,19,2,127,33,3,0,0,0,3,0,1,0,8,301,0,40,341,433,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0038_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,E,1,0,E01,14,46,44,3,12,2,93,59,1,0,0,0,4,0,0,1,2,281,0,26,307,352,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0038_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,B,1,0,B,19,27,63,8,19,1,82,35,0,0,0,1,1,0,0,0,10,266,0,21,287,410,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0039_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,C,1,0,C01,8,17,51,1,21,2,79,45,2,3,1,0,3,0,0,1,1,235,0,38,273,410,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0039_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,B,1,0,B,12,32,41,5,16,1,121,12,4,0,0,0,2,0,0,2,4,252,0,46,298,404,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0040_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,C,1,0,C01,22,31,36,4,31,2,86,14,0,0,0,2,1,0,0,0,5,234,0,51,285,404,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0040_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,B,1,0,B,23,36,52,5,7,2,84,92,1,1,0,0,0,0,0,4,8,315,0,25,340,474,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0041_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,C,1,0,C01,24,35,35,2,5,1,96,81,0,0,0,0,0,0,0,2,16,297,0,29,326,473,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0041_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,B,1,0,B,12,31,38,3,11,2,125,13,2,0,0,0,2,0,0,1,1,241,0,47,288,385,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0042_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,C,1,0,C01,14,51,46,6,14,0,102,9,0,0,0,0,0,0,0,0,0,242,0,52,294,384,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0042_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,1,0,E01,8,48,45,1,12,2,222,53,0,0,0,0,1,0,0,0,5,397,0,60,457,588,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0042_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,2,0,E02,18,11,29,4,17,0,88,43,1,0,1,0,1,1,0,2,2,218,0,14,232,282,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0042_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,B,1,0,B,7,34,42,0,12,1,138,42,4,0,0,2,0,1,0,1,11,295,0,53,348,494,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0043_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,C,1,0,C01,6,31,41,1,14,2,133,46,1,1,0,0,1,0,0,1,0,278,0,48,326,493,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0043_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,B,1,0,B,26,47,21,5,16,4,144,35,1,1,0,0,2,2,0,2,2,308,0,22,330,443,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0044_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,1,0,E01,15,13,18,2,8,0,32,49,2,0,0,0,0,0,0,0,0,139,0,16,155,214,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0044_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,2,0,E02,13,16,15,5,8,2,142,71,0,0,0,0,0,0,0,0,4,276,0,21,297,385,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0044_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,B,1,0,B,17,37,49,8,13,2,170,17,1,0,0,0,1,1,0,0,4,320,0,30,350,537,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0045_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,E,1,0,E01,18,55,71,3,23,1,121,76,2,0,0,0,2,0,0,0,1,373,0,34,407,534,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_0045_E01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,B,1,0,B,9,67,17,6,24,1,171,4,0,0,0,0,0,0,0,0,1,300,0,23,323,432,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1089_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,E,1,0,E01,5,70,19,0,4,0,116,2,0,0,0,0,1,2,0,3,1,223,0,11,234,278,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1089_E01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,B,1,0,B,9,144,34,4,10,1,243,1,2,0,0,0,2,0,0,1,1,452,0,9,461,706,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1090_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C,1,0,C01,8,100,31,0,12,3,230,0,0,0,0,0,0,0,0,0,0,384,0,3,387,706,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1090_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C,2,0,C02,12,96,37,5,12,2,261,0,1,0,0,0,1,0,0,1,4,432,0,19,451,705,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1090_C02.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,B,1,0,B,10,62,13,4,8,0,130,2,1,0,0,0,3,0,0,0,2,235,0,4,239,395,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1091_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,C,1,0,C01,3,69,26,2,7,1,143,2,0,0,0,0,1,1,1,0,1,257,0,5,262,394,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1091_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1092,B,1,0,B,14,159,45,3,9,1,208,5,3,0,0,0,5,0,0,0,2,454,0,10,464,628,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1092_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1093,B,1,0,B,6,108,59,7,16,0,258,3,2,0,1,0,0,0,0,0,0,460,0,15,475,703,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1093_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,B,1,0,B,8,82,36,3,8,0,172,2,1,0,0,1,4,1,0,1,4,323,0,5,328,463,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1094_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,C,1,0,C01,2,93,38,2,4,0,176,2,1,0,0,0,2,0,0,1,1,322,0,9,331,463,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1094_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1095,B,1,0,B,16,138,61,3,13,0,302,0,0,0,0,0,0,1,0,0,5,539,0,7,546,679,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1095_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,B,1,0,B,7,98,32,6,9,1,223,1,0,0,0,0,1,2,0,2,5,387,0,8,395,565,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1096_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,C,1,0,C01,14,91,43,4,12,3,223,9,2,2,0,0,3,1,0,0,4,411,0,15,426,565,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1096_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,B,1,0,B,4,77,34,1,12,1,191,2,1,0,0,0,1,2,0,1,2,329,0,11,340,478,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1097_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,C,1,0,C01,6,78,33,4,7,0,208,3,0,0,0,0,3,0,0,0,0,342,0,4,346,477,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1097_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,B,1,0,B,3,129,21,2,9,3,198,2,0,0,0,0,3,4,0,0,3,377,0,19,396,561,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1098_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,C,1,0,C01,6,97,28,5,24,0,215,2,1,0,0,0,6,0,0,0,2,386,0,19,405,561,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1098_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,B,1,0,B,16,155,36,3,7,0,295,1,0,0,0,0,8,0,0,0,0,521,5,7,533,747,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1099_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,C,1,0,C01,7,111,43,4,11,3,289,4,2,2,1,0,8,0,0,0,3,488,0,16,504,746,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1099_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,S,1,0,S01,7,42,24,5,9,2,224,3,3,0,0,1,4,0,0,0,6,330,0,10,340,0,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1099_SMR01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1100,B,1,0,B,3,99,26,1,4,1,252,5,0,0,0,0,4,0,0,1,5,401,0,26,427,616,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/1/GUB_1100_B.jpg
