CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PRI_PVEM ,PT_MORENA_ES ,PT_MORENA ,PT_ES ,MORENA_ES , CAND_IND41, CAND_IND42, CAND_IND43, CAND_IND44, CAND_IND45, CAND_IND46, CAND_IND47, CAND_IND48, CAND_IND49, CAND_IND50, CAND_IND51, CAND_IND52, CAND_IND53, CAND_IND54, CAND_IND55, CAND_IND56, CAND_IND57, CAND_IND58, CAND_IND59, CAND_IND60, CAND_IND61, CAND_IND62, CAND_IND63, CAND_IND64, CAND_IND65, CAND_IND66, CAND_IND67, CAND_IND68, CAND_IND69, CAND_IND70, CAND_IND71, CAND_IND72, CAND_IND73, CAND_IND74, CAND_IND75, CAND_IND76, CAND_IND77, CAND_IND78, CAND_IND79, CAND_IND80, CAND_IND81, CAND_IND82, CAND_IND83, CAND_IND84, CAND_IND85, CAND_IND86, CAND_IND87, CAND_IND88, CAND_IND89, CAND_IND90, CAND_IND91, CAND_IND92, CAND_IND93, NUM_VOTOS_VALIDOS, NUM_VOTOS_CAN_NREG, NUM_VOTOS_NULOS, TOTAL_VOTOS, LISTA_NOMINAL
2,19,NUEVO LEON,24,LINARES,34,LINARES,902,2,213,219,5,23,16,7,89,31,5,2,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,0,54,668,1488
2,19,NUEVO LEON,24,LINARES,34,LINARES,903,1,72,42,2,4,6,0,16,8,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,9,161,284
2,19,NUEVO LEON,24,LINARES,34,LINARES,904,1,58,51,1,2,2,0,37,8,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,12,173,484
2,19,NUEVO LEON,24,LINARES,34,LINARES,906,1,55,76,2,9,8,4,44,17,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0,23,241,431
2,19,NUEVO LEON,24,LINARES,34,LINARES,907,2,160,180,3,7,19,4,51,33,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0,37,494,984
2,19,NUEVO LEON,24,LINARES,36,MELCHOR OCAMPO,911,2,9,0,0,2,350,0,421,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,0,16,801,959
2,19,NUEVO LEON,24,LINARES,36,MELCHOR OCAMPO,912,1,10,0,0,1,191,0,391,0,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,0,15,616,739
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,931,4,199,331,0,24,99,56,27,446,25,4,0,4,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,1260,0,15,1275,2384
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,932,2,65,165,0,18,44,17,30,189,7,3,0,4,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,559,0,20,579,1119
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,933,2,82,289,0,4,80,34,58,262,13,5,0,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,852,0,24,876,1461
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,934,2,53,198,0,6,90,53,34,180,11,6,0,9,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,668,0,15,683,1077
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,935,5,250,533,0,14,211,61,88,636,41,20,0,3,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,1894,0,19,1913,3463
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,936,2,32,159,0,6,70,11,26,160,12,11,0,5,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,502,0,15,517,869
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,703
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,938,3,89,366,0,14,64,29,45,227,7,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,855,3,22,880,1820
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,939,6,150,786,0,23,359,49,137,441,43,12,0,11,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,2056,0,62,2118,4313
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,940,2,67,236,0,5,87,11,39,156,17,4,0,1,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,642,0,21,663,1341
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,941,2,71,133,0,4,67,15,20,123,11,3,0,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,460,1,12,473,966
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,942,2,51,209,0,6,88,41,33,131,7,6,0,6,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,602,0,15,617,1067
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,943,1,16,55,0,4,15,7,11,32,3,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,151,0,2,153,250
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,944,2,39,240,0,8,83,33,17,195,9,11,0,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,656,0,26,682,1138
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,945,2,38,159,0,2,68,21,21,142,15,4,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,486,0,8,494,721
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,946,3,98,372,0,19,121,53,43,281,23,15,0,18,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,1082,0,33,1115,1728
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,947,4,184,390,0,26,133,55,45,353,26,39,0,12,9,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,1297,0,20,1317,2334
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,948,6,165,678,0,20,277,44,130,496,29,14,0,12,18,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,1918,1,56,1975,4387
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,949,2,51,266,0,6,95,18,35,163,16,4,0,3,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,677,0,33,710,1498
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,950,2,77,247,0,6,102,19,43,156,9,2,0,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,675,0,11,686,1437
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,951,3,67,235,0,14,74,20,29,259,15,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,726,0,17,743,1529
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,952,2,75,331,0,7,0,10,10,266,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,710,0,20,730,1387
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,953,1,24,84,0,2,16,5,2,15,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,0,148,356
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,954,2,98,180,0,6,25,10,7,51,5,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,396,0,18,414,773
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,956,1,20,64,0,2,20,0,4,27,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,142,0,7,149,313
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,957,1,9,41,0,2,8,3,3,24,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,92,0,6,98,183
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,958,2,35,125,0,3,38,11,28,85,6,5,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,344,0,18,362,757
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,959,1,13,28,0,0,0,3,2,17,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,65,0,2,67,123
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,960,1,34,80,0,4,26,6,21,43,4,2,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,225,0,15,240,377
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,961,6,324,635,0,31,248,113,69,805,37,23,0,8,4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,2354,0,56,2410,4261
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,962,1,50,100,0,3,18,12,10,25,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,227,0,14,241,602
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,963,3,183,246,0,18,54,25,19,101,3,3,0,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,669,0,38,707,1600
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,964,2,94,251,0,22,60,27,21,124,10,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,638,0,40,678,1348
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,965,2,77,128,0,5,70,20,19,156,8,9,0,7,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,518,0,24,542,1100
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,966,1,22,48,0,1,18,1,9,31,1,1,0,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,139,0,7,146,260
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,967,1,27,34,0,1,10,1,3,15,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,3,95,181
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,968,1,7,61,0,1,15,1,0,17,2,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,5,114,219
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,969,1,29,103,0,12,0,5,4,0,0,1,0,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,237,0,8,245,595
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,970,1,27,91,0,1,15,4,3,28,2,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,6,183,355
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,971,1,27,40,0,5,7,2,7,11,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,6,108,293
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,972,1,26,89,0,0,18,4,11,23,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,0,10,183,419
2,19,NUEVO LEON,24,LINARES,39,MONTEMORELOS,973,1,13,78,0,2,24,2,16,28,5,1,0,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,180,0,26,206,463
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,430,4,156,494,3,81,107,29,2,138,9,5,0,3,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,0,70,1104,2793
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,431,3,76,311,3,94,60,30,4,120,4,2,0,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,0,55,767,1891
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,432,4,129,399,3,106,97,36,6,137,13,5,0,6,7,0,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,1,66,1017,2696
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,441,27,894,1685,52,636,262,181,81,956,59,10,0,30,44,7,5,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4947,1,227,5175,18015
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,442,4,357,594,3,77,36,56,18,230,15,9,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446,0,26,1472,2455
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,443,8,562,680,20,167,120,96,17,321,23,4,0,13,7,1,0,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,0,112,2182,5594
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,444,6,610,665,20,187,51,83,22,239,25,7,0,12,9,7,1,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,3,110,2061,3804
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,445,3,274,318,2,95,34,53,18,105,14,6,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,3,58,983,1864
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,446,2,174,165,3,46,17,27,14,51,6,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,0,14,527,996
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,452,3,268,254,5,47,26,29,20,90,5,4,0,6,2,0,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,0,33,795,1625
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,453,5,530,672,7,102,46,45,14,218,35,7,0,19,1,0,2,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,0,87,1796,3204
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,454,3,166,124,3,32,14,19,6,63,6,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,0,23,468,1811
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,455,3,189,222,4,50,34,34,10,116,5,2,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0,38,707,1802
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,456,3,393,358,15,25,27,50,13,124,15,6,0,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,0,55,1086,2102
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,457,4,515,291,7,31,22,30,5,121,16,3,0,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,0,62,1112,2542
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,458,6,672,744,9,90,67,57,11,246,17,9,0,9,2,0,1,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,1,92,2044,4227
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,492,8,1082,1272,18,106,65,97,57,331,25,15,0,10,2,0,24,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,7,115,3254,5244
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2136,26,632,1940,56,556,367,170,49,898,71,10,0,22,16,3,5,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824,7,235,5066,18617
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2137,2,54,141,6,60,45,16,1,53,5,1,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,1,19,413,949
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2138,1,42,74,1,21,23,3,2,28,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,0,19,216,721
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2139,4,169,488,12,92,57,47,13,217,11,4,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,0,53,1178,2828
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2140,3,156,397,7,65,55,29,2,146,12,3,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,0,62,944,2208
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2141,2,80,253,5,36,37,19,4,100,4,2,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,0,33,576,1321
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2142,1,5,20,0,27,0,1,1,7,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,6,69,154
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2143,2,37,197,9,24,39,21,0,66,4,0,0,1,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,25,428,982
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2144,2,71,200,6,36,21,19,6,78,6,1,0,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,44,496,989
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2145,2,68,175,3,34,32,22,5,82,6,1,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,0,41,476,971
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2146,2,92,156,1,54,37,18,3,85,8,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,0,31,515,1379
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2147,2,61,221,5,65,46,19,4,101,1,2,0,1,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0,45,579,1428
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2148,4,143,373,8,67,75,43,8,247,14,2,0,9,5,0,2,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2,55,1062,2969
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2149,4,139,345,8,85,78,40,10,201,14,2,0,5,3,0,3,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,0,44,989,2552
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2150,2,77,135,5,39,38,17,3,70,3,0,0,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,0,31,423,1018
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2151,2,90,140,4,30,51,9,3,83,10,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,51,475,1191
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2152,2,33,45,2,13,15,11,2,33,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,15,172,962
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2153,2,57,157,3,32,24,16,2,58,2,1,0,3,1,0,2,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,0,23,392,1004
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2154,2,84,189,1,32,29,22,2,71,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,10,462,1166
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2155,2,73,225,0,78,30,20,2,98,3,2,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,0,31,568,1329
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2156,2,69,226,3,32,18,25,5,86,7,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,0,36,511,1069
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2157,2,38,260,5,44,24,12,8,68,2,1,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,0,35,500,1015
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2158,2,47,273,4,55,30,25,4,66,6,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,0,48,562,1150
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2159,2,56,237,5,44,31,13,7,71,6,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,0,26,510,1189
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2160,2,48,175,3,27,26,17,4,64,7,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0,23,401,968
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2161,2,59,167,1,20,29,16,4,39,4,5,0,1,4,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,23,377,1047
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2162,2,41,93,3,17,20,13,6,41,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,16,252,1232
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2163,2,68,142,4,12,20,19,3,75,5,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0,29,381,923
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2164,2,92,137,1,34,27,21,0,56,4,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,8,407,929
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2165,2,79,121,2,27,14,17,6,100,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,0,9,405,934
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2515,2,86,160,2,13,6,24,2,70,5,3,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,1,23,409,776
2,19,NUEVO LEON,25,ESCOBEDO,21,GRAL. ESCOBEDO,2516,1,85,145,0,21,18,23,6,76,7,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,0,26,409,723
