CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,6,TEPIC,17,TEPIC,770,C01,48,105,57,8,13,2,3,15,64,2,2,0,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,36,14,15,,,,,,,0,389,28,417,730,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,770,E01,29,33,16,1,5,0,0,1,13,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,10,2,8,,,,,,,0,121,6,127,188,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,771,B,19,48,5,7,5,1,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,3,42,,,,,,,0,146,17,163,272,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,771,E01,10,39,5,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,3,,,,,,,0,65,6,71,143,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,772,B,59,129,15,6,1,2,2,2,27,3,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,17,1,28,,,,,,,1,296,13,310,454,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,772,E01,6,26,4,2,1,0,5,3,20,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,23,5,28,,,,,,,0,124,9,133,196,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,773,B,24,70,17,8,5,1,8,5,29,1,1,0,1,0,0,2,0,0,1,0,1,,,,,,,,,,,,,,,,99,5,7,,,,,,,0,285,11,296,470,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,774,B,106,207,32,4,0,1,2,7,26,0,4,2,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,24,2,46,,,,,,,0,466,20,486,685,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,774,C01,130,170,20,6,2,0,5,4,23,0,3,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,18,4,76,,,,,,,0,463,18,481,684,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,775,B,11,25,6,5,1,3,2,2,9,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14,1,20,,,,,,,0,104,7,111,183,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,775,E01,8,17,2,0,1,0,1,0,6,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,2,13,,,,,,,0,59,1,60,89,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,776,B,11,28,6,1,2,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,2,5,,,,,,,0,76,3,79,104,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,777,B,16,37,12,2,1,0,2,1,13,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,2,17,,,,,,,0,111,1,112,190,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,778,B,80,33,47,4,4,1,4,8,22,0,1,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,10,0,33,,,,,,,0,250,14,264,521,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,779,B,42,58,16,4,7,0,4,5,44,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,69,1,70,,,,,,,0,322,15,337,517,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,779,C01,43,54,23,2,11,1,5,1,33,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,86,4,49,,,,,,,0,315,1,316,517,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,780,B,53,79,24,2,14,2,10,4,42,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,54,3,73,,,,,,,0,362,29,391,619,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,780,C01,36,79,25,5,20,1,10,5,59,1,2,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,44,4,67,,,,,,,0,361,26,387,619,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,780,C02,35,77,22,4,21,2,10,4,42,1,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,45,3,66,,,,,,,0,335,17,352,619,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,781,B,49,56,19,4,14,0,5,2,49,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,47,1,47,,,,,,,0,303,26,329,481,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,781,C01,43,47,16,6,16,2,9,2,44,2,4,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,36,1,57,,,,,,,0,286,8,294,481,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,782,B,52,29,15,3,12,2,6,7,52,0,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,83,3,55,,,,,,,0,322,13,335,517,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,782,C01,30,42,12,8,15,0,5,5,54,2,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,67,1,63,,,,,,,0,307,17,324,516,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,783,B,28,52,16,5,9,0,7,3,48,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,64,1,72,,,,,,,0,308,13,321,449,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,783,C01,45,44,21,4,6,2,2,7,33,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,67,3,62,,,,,,,0,297,8,305,448,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,784,B,21,41,24,1,7,0,2,4,1,0,0,1,0,0,0,3,0,0,1,1,0,,,,,,,,,,,,,,,,2,0,24,,,,,,,0,133,7,140,220,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,784,E01,5,32,2,1,5,1,0,3,79,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,2,2,45,,,,,,,0,179,6,185,230,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,785,B,23,45,12,4,14,2,0,5,41,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,42,7,52,,,,,,,0,250,30,280,502,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,785,C01,13,63,12,2,13,1,5,4,38,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,51,3,58,,,,,,,0,267,29,296,502,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,785,C02,19,53,21,2,8,1,5,6,39,1,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,42,3,58,,,,,,,0,261,27,288,502,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,786,B,12,66,19,5,5,1,9,4,46,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,46,2,37,,,,,,,0,256,11,267,436,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,787,B,39,83,19,4,5,1,6,3,11,0,1,0,0,0,0,2,2,0,2,0,0,,,,,,,,,,,,,,,,18,0,57,,,,,,,0,253,13,266,366,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,788,B,57,66,11,7,2,1,6,6,32,1,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,21,1,74,,,,,,,0,289,8,297,418,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,788,C01,64,65,8,4,6,0,4,3,29,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,10,1,64,,,,,,,0,259,9,268,417,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,789,B,54,63,23,5,4,0,7,4,35,1,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,26,1,79,,,,,,,0,306,11,317,516,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,789,C01,52,70,20,4,5,1,6,3,50,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,28,3,59,,,,,,,0,308,14,322,516,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,790,B,34,58,6,3,2,0,4,6,16,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,4,18,,,,,,,1,170,11,182,342,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,791,B,8,42,3,0,3,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,2,9,,,,,,,0,89,3,92,140,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,792,B,38,10,26,6,13,1,7,14,44,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,18,3,17,,,,,,,0,200,17,217,675,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,793,B,17,54,5,2,2,0,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,1,27,,,,,,,0,126,1,127,173,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,793,E01,24,38,1,1,4,0,2,6,15,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,32,5,16,,,,,,,0,146,9,155,216,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,794,B,25,32,6,5,0,0,2,6,14,0,2,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,118,3,34,,,,,,,0,250,15,265,442,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,795,B,52,89,14,6,1,0,5,12,12,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,36,5,40,,,,,,,0,275,6,281,411,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,795,C01,36,66,13,5,2,0,5,4,21,1,0,1,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,29,5,52,,,,,,,0,244,10,254,411,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,796,B,50,61,12,2,6,0,1,5,18,1,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,40,4,70,,,,,,,0,272,11,283,466,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,796,C01,52,93,11,1,5,0,4,8,21,1,4,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,31,0,73,,,,,,,0,307,13,320,465,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,797,B,62,78,11,3,8,2,3,11,16,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,27,7,50,,,,,,,2,280,18,300,488,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,797,C01,57,80,15,3,9,2,10,10,26,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,34,16,45,,,,,,,0,309,22,331,487,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,798,B,44,154,18,3,10,1,0,11,32,2,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,82,4,90,,,,,,,0,454,13,467,692,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,B,44,61,22,5,5,3,8,9,33,3,5,0,0,0,0,0,0,6,1,0,0,,,,,,,,,,,,,,,,92,3,59,,,,,,,0,359,12,371,719,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,C01,64,65,8,4,6,0,4,3,29,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,10,0,64,,,,,,,0,258,9,267,718,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,C02,57,54,20,2,10,2,3,6,38,7,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,114,4,65,,,,,,,0,385,17,402,718,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E01,57,45,15,4,7,1,15,1,54,5,2,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,59,5,70,,,,,,,0,344,8,352,706,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E01C01,60,50,20,6,8,3,17,4,43,2,2,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,82,4,61,,,,,,,0,364,3,367,706,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E01C02,49,43,17,6,7,0,11,7,37,5,3,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,60,82,7,,,,,,,0,337,10,347,706,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E02,56,68,30,8,11,1,6,7,30,2,0,2,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,62,3,55,,,,,,,0,343,13,356,721,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E02C01,52,67,33,7,6,0,7,3,29,4,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,72,2,47,,,,,,,0,332,11,343,721,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E02C02,56,66,24,4,12,0,11,2,33,2,1,1,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,63,6,49,,,,,,,0,333,14,347,720,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E03,52,50,24,6,12,1,27,4,5,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,72,4,53,,,,,,,0,320,1,321,703,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E03C01,50,50,16,0,8,0,9,2,32,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,77,11,38,,,,,,,1,297,9,307,703,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,799,E04,8,136,7,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,24,3,10,,,,,,,0,201,5,206,328,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,800,B,49,93,13,5,6,1,7,4,29,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,39,5,42,,,,,,,0,297,20,317,531,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,801,B,74,56,32,10,5,3,6,3,27,3,4,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,52,4,75,,,,,,,0,356,12,368,599,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,801,C01,65,65,31,6,9,0,11,6,27,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,47,0,80,,,,,,,0,350,12,362,599,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,802,B,25,54,12,3,2,3,4,7,12,0,2,1,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,96,3,10,,,,,,,0,238,16,254,405,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,802,C01,25,64,16,7,2,0,5,3,18,0,1,0,0,0,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,100,7,11,,,,,,,0,262,14,276,404,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,803,B,20,101,13,2,3,1,2,4,15,2,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,58,5,17,,,,,,,0,246,16,262,424,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,803,E01,49,44,34,24,8,2,10,7,28,1,2,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,92,6,20,,,,,,,0,330,21,351,601,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,804,B,68,65,19,9,7,0,8,2,42,5,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,46,4,49,,,,,,,0,328,19,347,704,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,804,C01,59,59,16,8,9,0,21,3,46,6,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,43,6,42,,,,,,,0,320,15,335,704,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,804,C02,62,60,15,2,13,1,10,5,34,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,45,5,40,,,,,,,0,298,15,313,704,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,804,C03,59,67,11,7,12,1,7,9,45,11,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,51,5,39,,,,,,,0,325,21,346,704,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,804,C04,51,55,14,8,11,2,12,15,28,6,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,43,8,41,,,,,,,0,296,17,313,704,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,805,B,71,59,25,10,11,1,20,12,46,3,1,0,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,48,6,37,,,,,,,0,354,13,367,631,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,805,C01,66,51,16,6,12,1,14,9,45,4,1,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,62,11,34,,,,,,,0,335,17,352,630,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,806,B,43,55,31,4,9,1,8,7,22,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,54,3,43,,,,,,,0,283,6,289,438,,,,
1,18,NAYARIT,6,TEPIC,17,TEPIC,806,C01,30,58,25,5,9,1,16,7,36,5,1,2,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,50,4,26,,,,,,,1,276,9,286,438,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,807,B,55,17,28,1,10,0,10,14,65,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,46,2,56,,,,,,,0,313,19,332,725,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,807,C01,84,100,28,7,16,1,11,23,41,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,30,6,44,,,,,,,0,397,30,427,724,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,807,C02,68,86,24,6,10,1,9,18,68,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,50,6,48,,,,,,,1,397,18,416,724,,,,
1,18,NAYARIT,7,TEPIC,17,TEPIC,808,B,58,102,18,5,30,0,17,16,46,3,2,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,73,10,33,,,,,,,0,416,15,431,702,,,,
1,18,NAYARIT,11,TEPIC,17,TEPIC,809,B,60,45,36,8,8,1,6,2,14,2,4,1,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,40,3,42,,,,,,,0,275,2,277,452,,,,
1,18,NAYARIT,11,TEPIC,17,TEPIC,809,C01,55,43,23,4,5,0,7,3,33,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,46,6,53,,,,,,,0,280,2,282,451,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,879,B,31,57,14,2,9,1,5,3,28,1,1,1,0,1,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,55,3,65,,,,,,,0,280,9,289,521,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,879,C01,44,56,20,8,4,0,10,8,30,3,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,46,10,46,,,,,,,0,288,16,304,520,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,880,B,75,105,39,4,6,2,9,3,43,0,3,3,0,0,0,1,1,0,3,0,0,,,,,,,,,,,,,,,,85,5,68,,,,,,,0,455,13,468,729,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,881,B,39,50,26,5,3,0,7,4,24,3,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,31,4,31,,,,,,,0,230,13,243,395,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,881,C01,37,52,38,3,3,1,2,5,26,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,33,3,36,,,,,,,0,240,5,245,394,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,882,B,44,46,15,5,6,2,6,1,19,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,35,3,59,,,,,,,1,245,9,255,453,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,882,C01,41,57,19,3,4,0,5,5,29,4,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,40,1,36,,,,,,,0,247,5,252,452,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,883,B,33,43,23,4,8,0,9,5,35,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,57,2,61,,,,,,,0,283,8,291,502,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,883,C01,55,39,17,6,5,3,2,4,32,2,2,1,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,45,1,72,,,,,,,0,291,3,294,501,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,884,B,42,109,24,14,7,1,12,5,39,2,3,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,47,3,62,,,,,,,0,372,15,387,635,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,885,B,42,100,33,11,3,0,11,11,41,4,2,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,58,9,67,,,,,,,2,396,12,410,653,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,886,B,59,59,19,11,11,2,12,4,34,0,3,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,89,1,66,,,,,,,0,373,7,380,715,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,887,B,45,68,20,18,3,2,4,2,29,0,1,2,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,77,0,47,,,,,,,0,320,5,325,556,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,888,B,40,54,22,5,2,0,4,2,22,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,62,1,33,,,,,,,0,250,10,260,419,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,888,C01,33,43,21,8,4,0,6,5,15,3,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,67,5,40,,,,,,,0,253,4,257,418,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,889,B,40,36,17,2,9,2,6,0,35,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,25,3,47,,,,,,,0,224,7,231,434,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,890,B,39,45,21,7,3,0,3,5,24,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,70,1,46,,,,,,,0,265,5,270,463,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,890,C01,39,41,22,4,1,0,6,4,45,1,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,63,0,27,,,,,,,0,257,8,265,462,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,891,B,68,33,39,2,12,1,13,8,65,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,85,5,92,,,,,,,0,426,10,436,749,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,892,B,60,38,19,6,6,0,1,3,16,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,41,0,51,,,,,,,0,244,7,251,423,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,892,C01,41,10,20,2,5,3,7,4,21,2,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,46,2,55,,,,,,,0,221,8,229,422,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,893,B,38,59,21,8,2,1,6,2,18,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,59,2,30,,,,,,,0,248,10,258,474,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,894,B,30,61,18,7,2,0,9,2,21,2,0,1,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,27,2,50,,,,,,,0,236,11,247,452,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,894,C01,41,90,28,4,5,0,6,4,25,2,3,0,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,38,2,35,,,,,,,0,288,6,294,452,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,895,B,38,39,23,1,0,0,6,2,26,4,1,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,39,1,68,,,,,,,0,251,3,254,417,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,895,C01,34,26,20,0,4,0,6,1,37,2,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,45,5,69,,,,,,,0,252,1,253,417,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,896,B,66,60,29,5,5,1,6,1,42,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,39,3,65,,,,,,,0,327,2,329,536,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,896,C01,60,50,25,14,7,4,9,2,44,1,2,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,45,3,51,,,,,,,0,322,6,328,535,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,897,B,64,86,27,8,8,1,8,3,44,1,5,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,60,2,79,,,,,,,0,397,11,408,722,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,898,B,62,48,9,8,3,1,7,2,25,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,51,4,71,,,,,,,0,292,6,298,487,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,899,B,37,39,22,8,3,0,4,3,39,4,1,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,47,3,51,,,,,,,0,264,3,267,409,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,899,C01,35,47,19,2,1,0,7,2,30,1,2,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,39,4,47,,,,,,,0,239,3,242,408,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,900,B,63,61,23,15,8,2,6,5,39,2,2,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,51,5,69,,,,,,,0,353,8,361,573,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,901,B,80,60,38,13,8,1,16,1,35,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,66,3,73,,,,,,,0,399,3,402,671,,,,
