CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C01,140,53,17,13,4,22,10,58,25,14,0,4,0,0,0,360,14,374,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1689-D1690.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,409,B,13,64,13,4,101,1,74,21,2,3,4,3,2,1,0,306,2,308,560,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3215-D3216.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C02,139,45,12,9,3,24,6,56,22,8,0,0,0,0,1,324,20,345,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1691-D1692.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,556,B,28,39,13,98,6,6,6,30,20,2,2,13,0,0,0,263,12,275,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1431-D1432.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,B,126,259,19,13,4,1,19,17,24,0,0,0,0,0,0,482,20,502,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0181-D0182.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C03,134,45,20,11,6,26,14,59,34,2,0,1,0,0,2,352,13,367,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1693-D1694.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,409,C01,16,63,15,8,94,6,63,23,7,0,2,1,1,0,0,299,6,305,560,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3217-D3218.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C04,142,44,12,7,4,21,9,62,24,9,0,1,0,0,1,335,13,349,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1695-D1696.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,556,C01,25,39,14,87,5,5,4,20,20,7,0,10,0,0,0,236,7,243,451,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1433-D1434.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,C01,135,215,17,17,5,3,14,10,27,11,1,13,0,0,0,468,19,487,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0183-D0184.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,414,B,69,133,27,7,21,1,4,17,1,16,1,0,0,0,0,297,12,309,517,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3219-D3220.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C05,122,63,22,12,6,26,5,59,22,9,0,4,0,0,1,350,19,370,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1697-D1698.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C06,131,40,26,7,4,17,8,56,27,8,1,1,0,0,1,326,10,337,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1699-D1700.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,30,B,42,49,26,118,4,2,3,37,26,9,1,5,0,0,0,322,12,334,644,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0817-D0818.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,C02,123,215,33,37,1,2,15,14,26,8,3,9,0,0,0,486,16,502,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0185-D0186.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C07,132,43,16,10,5,19,12,54,17,8,1,4,0,0,4,321,12,337,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1701-D1702.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C08,124,47,8,22,5,29,14,56,20,7,0,4,1,0,1,337,10,348,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1703-D1704.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,C03,107,243,22,28,7,1,16,23,19,11,6,8,1,0,0,492,17,509,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0187-D0188.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,C09,127,55,12,14,4,18,9,61,44,8,0,1,0,0,1,353,15,369,743,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1705-D1706.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,627,B,119,42,17,12,5,22,5,68,22,9,0,2,0,0,3,323,9,335,681,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1707-D1708.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,627,C01,120,40,10,19,6,15,12,71,31,4,0,1,0,0,1,329,17,347,681,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1709-D1710.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,557,B,44,57,21,63,4,8,8,42,37,9,15,0,0,0,0,308,15,323,635,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1435-D1436.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,B,125,152,6,6,1,3,33,16,13,4,5,6,3,0,0,373,14,387,526,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0189-D0190.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,628,C01,104,40,22,22,4,19,14,72,36,9,0,2,0,0,0,344,22,366,739,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1713-D1714.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C02,120,33,11,17,4,27,8,47,26,5,2,2,0,0,0,302,20,322,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1769-D1770.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C03,118,46,14,21,1,22,1,38,21,8,0,1,0,0,1,291,16,308,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1771-D1772.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,C01,112,149,5,7,2,3,24,18,26,6,2,2,0,0,0,356,13,369,526,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0191-D0192.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C04,130,45,12,14,2,22,4,51,16,7,1,5,1,0,2,310,15,327,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1773-D1774.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,C02,109,135,9,5,3,7,22,18,24,2,1,1,1,0,0,337,9,346,525,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0193-D0194.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,629,B,70,30,12,25,0,9,5,35,11,5,0,2,0,0,0,204,9,213,466,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1715-D1716.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,B,196,237,12,6,2,0,27,31,4,10,2,4,2,0,0,533,15,548,705,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0195-D0196.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C05,121,42,10,20,4,32,4,48,21,7,1,1,0,0,1,311,16,328,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1775-D1776.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,E01,151,122,32,5,3,5,30,17,58,6,0,2,0,0,0,431,18,449,596,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0197-D0198.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,34,C01,24,26,14,79,4,14,0,19,3,9,1,13,0,0,0,206,6,212,423,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0831-D0832.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,629,C01,68,30,18,28,5,7,6,33,21,4,0,5,0,0,0,225,6,231,465,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1717-D1718.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,289,B,124,89,40,3,20,1,2,5,3,6,1,2,0,0,0,296,9,305,379,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0201-D0202.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,630,B,17,24,9,114,3,3,2,22,15,3,3,8,0,0,0,223,14,237,430,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1719-D1720.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,414,C01,61,153,27,10,14,1,3,26,1,22,3,2,0,0,0,323,11,334,516,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3221-D3222.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,415,B,81,141,42,10,17,3,3,100,6,19,5,5,0,0,0,432,16,448,672,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3223-D3224.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,E01C01,152,124,28,2,0,6,22,33,48,8,0,1,1,0,0,425,15,440,595,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0199-D0200.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,631,B,39,65,17,166,9,3,8,24,21,7,3,24,0,0,0,386,13,399,641,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1721-D1722.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C06,114,33,17,17,4,31,8,33,19,8,0,2,0,0,1,286,14,301,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1777-D1778.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,558,C01,32,35,14,62,2,8,5,24,32,4,0,9,0,0,0,227,10,237,441,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1439-D1440.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,631,C01,38,57,9,183,11,3,6,20,27,4,2,14,0,1,0,375,21,396,641,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1723-D1724.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,415,C01,72,149,37,20,11,3,9,69,5,19,5,6,1,0,0,406,23,429,672,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3225-D3226.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,415,E01,79,84,23,5,10,0,12,17,0,6,1,1,0,0,0,238,10,248,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3227-D3228.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,289,C01,97,97,41,4,10,0,4,16,5,12,0,3,0,0,0,289,7,296,378,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0203-D0204.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,631,C02,30,75,11,196,11,3,2,22,20,7,4,17,0,0,0,398,17,415,641,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1725-D1726.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,416,B,96,79,62,10,10,1,7,7,0,29,2,2,0,0,0,305,17,322,427,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3229-D3230.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,632,B,49,77,14,33,4,10,8,54,25,2,8,0,0,0,1,284,18,303,721,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1727-D1728.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,290,B,226,180,22,7,5,3,3,30,17,15,2,7,0,0,0,517,25,542,724,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0205-D0206.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,416,C01,102,92,41,13,3,1,8,13,0,30,1,3,2,0,0,309,13,322,426,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3231-D3232.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,632,C01,49,60,15,41,6,7,8,58,32,5,0,9,0,0,1,290,5,296,721,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1729-D1730.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,268,C02,54,288,118,7,5,2,11,18,45,12,0,0,0,0,0,560,25,585,733,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3053-D3054.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,572,B,38,48,18,31,11,8,9,34,44,6,0,12,0,0,0,259,12,271,649,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1441-D1442.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,290,C01,180,177,19,7,4,10,9,35,32,8,5,6,0,0,0,492,10,502,723,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0207-D0208.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,632,C02,56,63,11,37,9,9,7,74,32,5,0,4,0,0,1,307,12,320,721,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1731-D1732.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,632,C03,54,65,10,41,12,7,7,59,35,5,0,0,0,0,1,295,12,308,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1733-D1734.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,417,C01,80,131,30,14,6,2,9,36,5,15,1,5,1,1,0,336,19,355,586,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3235-D3236.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,291,B,213,136,10,1,1,0,8,4,1,14,2,9,1,0,0,400,3,403,499,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0211-D0212.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,573,B,24,43,14,74,2,8,4,31,14,6,0,11,0,0,0,231,7,238,425,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1443-D1444.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,633,B,13,48,17,139,4,3,3,22,10,6,2,23,0,0,0,290,10,300,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1735-D1736.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,418,B,92,158,49,4,11,1,5,49,3,56,1,6,0,0,0,435,16,451,704,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3237-D3238.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,291,E01,134,159,13,15,4,0,3,2,32,3,2,3,0,0,1,370,8,379,433,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0213-D0214.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,633,C01,24,44,28,133,6,2,10,20,14,4,1,18,0,0,0,304,10,314,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1737-D1738.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,832,B,68,60,18,52,11,11,8,85,22,7,2,5,0,0,3,349,13,365,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0461-D0462.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,633,C02,21,48,20,142,9,3,7,23,9,8,0,16,0,0,0,306,23,329,522,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1739-D1740.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,418,C01,125,178,38,6,9,1,2,36,1,40,1,8,1,0,0,446,12,458,703,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3239-D3240.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,573,C01,22,44,13,56,7,2,3,41,14,3,0,6,0,0,0,211,13,224,424,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1445-D1446.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,B,86,88,57,6,0,6,16,17,1,11,0,4,1,0,0,293,9,302,395,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0215-D0216.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,813,B,16,38,17,84,8,5,7,23,12,3,2,6,0,0,0,221,9,230,437,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0393-D0394.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,641,B,25,73,10,132,3,3,9,24,20,9,0,23,0,1,0,332,15,347,569,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1741-D1742.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,419,B,92,131,52,3,15,3,5,28,3,36,3,7,0,0,0,378,20,398,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3241-D3242.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,C01,92,76,58,8,6,4,25,5,2,5,2,5,0,0,1,288,9,298,394,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0217-D0218.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C07,128,35,15,21,4,38,7,47,20,2,0,4,0,0,0,321,17,338,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1779-D1780.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,37,B,24,53,4,37,1,2,3,19,18,0,0,0,0,0,0,161,0,161,414,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0841-D0842.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,C08,113,56,15,18,13,20,8,50,22,12,0,4,0,0,0,331,13,344,741,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1781-D1782.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,419,C01,89,138,38,6,10,0,4,26,2,36,1,8,0,0,0,358,13,371,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3243-D3244.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,574,B,20,74,15,86,3,6,4,32,22,2,15,0,0,0,0,279,12,291,522,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1447-D1448.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,419,C02,95,156,40,10,5,3,7,15,0,34,1,6,1,0,0,373,13,386,586,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3245-D3246.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,420,B,114,135,21,25,16,0,2,16,2,15,3,11,0,0,0,360,14,374,600,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3247-D3248.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,420,E01,70,176,13,10,22,1,23,38,6,9,1,7,1,1,0,378,34,412,619,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3249-D3250.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,E01,115,124,23,43,6,1,20,15,61,9,1,9,0,0,0,427,19,446,552,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0219-D0220.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,420,E02,65,111,62,5,15,0,0,8,1,26,1,3,1,0,0,298,17,315,515,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3251-D3252.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,575,B,18,48,12,63,1,3,9,25,17,1,4,13,0,0,1,214,10,225,434,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1449-D1450.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,B,140,110,6,6,7,13,7,40,50,11,2,0,0,0,0,392,8,400,550,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0221-D0222.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,454,B,30,5,15,74,7,9,8,28,28,3,0,11,0,0,0,218,19,237,498,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0871-D0872.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,430,B,109,139,74,15,13,8,6,21,0,22,3,4,1,0,0,415,18,433,696,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3253-D3254.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,431,B,0,0,0,0,14,4,0,14,1,129,142,0,0,0,0,304,20,324,494,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3255-D3256.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,417,B,63,127,30,10,6,1,6,58,0,15,1,3,0,0,0,320,12,332,586,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3233-D3234.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,575,C01,23,36,11,61,2,8,7,31,15,6,3,12,0,0,0,215,8,223,434,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1451-D1452.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,458,C01,25,25,29,105,8,2,3,19,20,3,3,13,0,0,0,255,9,264,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0885-D0886.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,C01,181,107,0,0,9,5,27,50,27,0,0,0,0,0,0,406,0,406,550,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0223-D0224.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,431,C01,61,109,45,10,8,9,18,17,2,13,2,1,0,0,0,295,17,312,494,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3257-D3258.JPG
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,432,B,87,194,49,6,8,4,2,62,3,16,1,1,0,0,2,433,24,459,660,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3259-D3260.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,C02,164,122,10,10,7,6,6,43,22,11,0,5,0,1,0,407,9,416,549,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0225-D0226.JPG
