CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,6,C01,39,32,13,38,1,6,1,20,11,8,0,1,0,0,2,170,9,181,436,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0795-D0796.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,23,C01,33,36,14,33,4,6,5,36,22,9,7,0,0,0,0,205,8,213,405,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0995-D0996.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,24,B,50,70,26,43,4,7,5,48,20,11,1,6,0,0,0,291,13,304,564,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0997-D0998.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,B,27,48,24,46,5,1,5,49,24,4,0,8,0,1,1,242,17,260,536,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0797-D0798.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,24,C01,71,62,19,41,5,12,3,57,15,2,1,5,0,0,0,293,6,299,564,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0999-D1000.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,25,B,64,51,35,61,5,4,7,51,33,6,2,13,0,0,1,332,17,350,718,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1001-D1002.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,27,B,23,50,19,60,4,6,3,41,23,4,1,6,0,0,0,240,13,253,512,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1005-D1006.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,27,C01,26,33,21,47,5,10,5,38,32,6,3,12,0,0,0,238,10,248,512,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1007-D1008.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,28,B,45,44,25,85,7,7,4,38,18,10,4,22,0,0,1,309,9,319,600,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1009-D1010.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,28,C01,25,65,22,69,5,5,6,34,21,7,3,10,0,1,0,273,10,283,600,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1011-D1012.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,44,B,47,48,18,53,5,11,6,38,27,4,1,9,0,0,0,267,7,274,630,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1017-D1018.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,57,B,62,46,20,30,4,7,5,53,11,7,0,3,0,1,3,249,10,262,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1025-D1026.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,57,C01,61,38,18,21,8,9,9,36,16,8,1,4,0,0,0,229,9,238,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1027-D1028.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,57,C02,69,56,12,27,5,4,2,34,24,4,0,9,1,0,0,247,8,255,518,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1029-D1030.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,58,B,80,61,29,39,6,15,9,91,27,7,2,2,0,0,4,368,15,387,714,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1031-D1032.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,59,B,64,38,19,24,3,11,10,56,15,6,0,3,0,0,0,249,10,259,572,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1033-D1034.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,60,C01,30,54,20,43,1,4,6,56,26,3,0,9,0,0,0,252,9,261,526,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1039-D1040.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,60,C02,30,42,20,49,4,15,5,47,31,12,1,5,0,0,0,261,5,266,525,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1041-D1042.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,61,B,56,33,24,55,6,10,1,51,23,12,2,5,0,0,0,278,7,285,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1043-D1044.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,61,C01,41,42,16,49,4,10,9,50,22,8,0,11,0,1,1,263,13,277,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1045-D1046.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,62,B,41,45,20,45,6,10,5,60,21,6,8,0,0,0,0,267,9,276,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1047-D1048.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,C01,35,45,32,39,6,9,1,42,12,4,1,6,1,0,1,233,14,248,535,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0799-D0800.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,62,C01,37,46,21,45,3,6,7,49,24,2,1,5,0,0,0,246,7,253,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1049-D1050.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,63,B,33,45,8,43,5,1,5,34,16,5,0,6,0,0,0,201,11,212,411,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1051-D1052.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,63,C01,25,36,12,39,1,3,3,33,16,3,0,1,1,0,0,173,10,183,410,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1053-D1054.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,64,B,37,40,17,61,7,3,8,31,21,12,0,6,0,0,0,243,6,249,465,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1055-D1056.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,64,C01,23,38,11,48,10,6,6,32,24,5,0,12,0,0,0,215,5,220,464,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1057-D1058.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,65,B,22,35,28,48,3,5,2,29,24,6,0,4,0,0,1,206,8,215,546,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1059-D1060.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,65,C01,21,38,13,64,4,12,0,31,26,9,0,6,0,0,3,224,10,237,546,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1061-D1062.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,68,B,20,38,9,42,4,2,4,27,10,4,0,6,0,0,0,166,3,169,468,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1069-D1070.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,C02,37,52,29,52,5,9,5,35,23,3,0,6,0,0,0,256,11,267,535,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0801-D0802.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,68,C01,22,32,8,47,5,4,4,22,12,7,0,5,0,0,0,168,8,176,468,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1071-D1072.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,69,B,36,36,23,62,4,3,4,30,27,4,2,3,0,0,0,234,14,248,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1073-D1074.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,B,83,46,17,40,4,15,7,71,24,9,1,2,0,0,1,319,20,340,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1075-D1076.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,C01,76,46,14,65,6,11,7,48,23,10,1,8,0,0,0,315,19,334,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1077-D1078.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,C02,79,52,15,60,7,11,5,61,23,4,0,7,0,0,1,324,14,339,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1079-D1080.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,B,74,26,9,17,2,7,2,42,18,12,0,3,0,0,1,212,5,218,489,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1081-D1082.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,8,B,28,37,16,76,4,3,3,8,7,0,1,5,0,0,0,188,9,197,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0803-D0804.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,C01,61,30,12,15,5,2,4,48,16,8,0,4,0,0,0,205,9,214,488,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1083-D1084.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,B,49,40,8,75,7,3,10,43,12,8,0,7,0,0,1,262,9,272,557,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1085-D1086.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,C01,45,38,16,88,7,12,3,45,17,3,0,0,7,0,0,281,10,291,556,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1087-D1088.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,80,B,33,20,11,57,4,2,8,29,7,2,0,4,0,0,0,177,9,186,414,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1093-D1094.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,80,C01,28,32,14,65,4,3,2,37,16,7,1,8,0,0,0,217,4,221,414,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1095-D1096.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,8,C01,26,48,12,96,0,1,4,26,21,1,2,8,0,0,2,245,9,256,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0805-D0806.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,81,B,34,30,19,49,2,6,5,27,17,1,0,3,0,0,0,193,7,200,455,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1097-D1098.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,81,C01,23,47,12,61,4,4,5,27,14,7,0,5,0,0,0,209,11,220,454,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1099-D1100.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,82,B,48,59,28,83,7,4,4,62,32,13,0,12,0,0,0,352,21,373,746,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1101-D1102.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,B,35,46,17,47,1,4,2,40,11,8,0,5,0,0,0,216,17,233,552,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1103-D1104.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,298,B,174,63,25,4,5,3,3,29,6,28,0,2,0,0,0,342,13,355,549,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3311-D3312.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,C01,21,28,13,40,7,5,4,41,18,5,0,5,0,0,0,187,11,198,551,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1105-D1106.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,298,C01,150,66,12,6,5,2,4,38,9,18,4,1,1,0,0,316,3,319,549,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3313-D3314.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,9,C01,25,34,15,47,4,8,5,32,9,2,1,5,0,0,0,187,5,192,405,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0809-D0810.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,299,B,134,108,21,6,13,5,3,26,10,2,3,0,0,0,0,331,15,346,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3315-D3316.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,299,C01,155,92,17,4,8,3,3,27,18,35,1,3,0,0,0,366,14,380,586,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3317-D3318.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,10,B,28,52,23,148,9,7,6,37,34,3,1,13,0,0,0,361,13,374,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0811-D0812.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,303,B,153,86,17,5,3,5,5,40,8,27,0,4,0,0,0,353,15,368,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3319-D3320.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,303,C01,173,73,26,6,8,8,10,45,8,20,0,1,0,0,0,378,13,391,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3321-D3322.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,29,B,32,31,18,67,3,2,3,33,20,9,0,5,0,0,0,223,7,230,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0813-D0814.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,304,B,171,90,11,9,3,10,5,35,13,18,0,4,0,0,0,369,10,379,580,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3323-D3324.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,304,C01,174,71,15,6,3,6,1,37,15,34,0,4,0,0,0,366,9,375,580,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3325-D3326.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,305,B,175,85,30,8,4,6,9,43,7,17,0,3,0,0,0,387,10,397,601,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3327-D3328.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,26,B,44,69,28,93,6,9,11,52,42,8,0,11,0,0,0,373,17,390,714,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1003-D1004.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,305,C01,190,90,18,2,8,7,6,38,8,31,1,0,0,0,0,399,6,405,601,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3329-D3330.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,29,C01,37,31,24,63,1,7,6,33,17,8,0,7,0,0,0,234,8,242,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0815-D0816.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,306,B,154,65,19,3,9,6,12,45,9,26,1,2,1,0,0,352,11,363,516,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3331-D3332.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,306,C01,142,88,29,6,4,8,9,39,8,25,1,7,0,0,0,366,3,369,515,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3333-D3334.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,B,203,85,18,8,7,8,10,48,12,39,5,3,0,0,3,446,16,465,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3335-D3336.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,43,B,32,43,14,34,3,2,7,22,25,5,0,10,0,0,0,197,11,208,430,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1013-D1014.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,C01,210,97,15,6,8,6,4,51,5,37,1,4,0,0,0,444,11,455,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3337-D3338.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,C02,191,86,21,2,13,6,7,58,10,30,1,0,0,0,0,425,12,437,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3339-D3340.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,31,B,27,44,13,55,2,3,1,20,10,2,1,9,0,0,0,187,3,190,377,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0819-D0820.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,C03,210,69,17,6,10,9,6,42,4,23,4,3,1,0,0,404,16,420,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3341-D3342.JPG
