CIRCUNSCRIPCION	ID_ESTADO	NOMBRE_ESTADO	ID_DISTRITO	CABECERA_DISTRITAL	ID_MUNICIPIO	MUNICIPIO	SECCION	CASILLAS	PAN	PRI	PRD	PT	PVEM	MC	NVA_ALIANZA	MORENA	ES	PAN_PRD_PT	PRD_PAN	PAN_PT	PRD_PT	PRI_PVEM_NVA_ALIANZA	PRI_PVEM	PRI_NVA_ALIANZA	PVEM_NVA_ALIANZA	COAL_PRI_PVEM	CAND_IND7	CAND_IND8	CAND_IND9	CAND_IND10	CAND_IND11	CAND_IND12	CAND_IND13	CAND_IND14	CAND_IND15	CAND_IND16	CAND_IND17	CAND_IND18	CAND_IND19	CAND_IND20	CAND_IND21	CAND_IND22	CAND_IND23	CAND_IND24	CAND_IND25	NUM_VOTOS_CAN_NREG	NUM_VOTOS_VALIDOS	NUM_VOTOS_NULOS	TOTAL_VOTOS	LISTA_NOMINAL
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	62	1	122	59	7	7	89	22	71	51	4		2							5														4						0	443	6	449	628
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	63	1	194	64	10	6	99	11	56	24	7		8							6														10						1	495	23	519	735
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	64	2	307	46	6	16	152	11	63	42	15		10							10														6						0	684	17	701	923
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	65	1	99	59	4	6	63	11	18	31	2		8							9														17						0	327	13	340	452
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	66	1	193	63	12	16	126	21	26	27	5		8							11														3						0	511	13	524	677
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	67	1	82	17	2	2	113	7	27	5	5		5							7														0						0	272	4	276	355
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	68	1	36	15	1	7	41	4	34	7	3		3							3														9						0	163	6	169	218
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	69	2	132	75	2	5	161	20	80	17	7		4							17														7						0	527	10	537	768
2	32	ZACATECAS	16	RIO GRANDE	6	CAÑITAS DE FELIPE PESCADOR	70	1	118	27	4	7	50	3	62	14	2		5							5														3						0	300	11	311	443
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	40	5	396	378	78	114	26	8	19	209	67		35			0	4	0	0									100								84				0	1518	41	1559	3117
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	41	3	244	240	61	70	14	4	10	142	23		21			1	2	0	0									61								98				1	991	29	1021	1780
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	42	1	121	80	23	22	2	5	4	39	20		12			0	0	0	0									12								28				0	368	16	384	594
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	43	2	112	122	12	15	3	3	1	124	12		5			0	0	0	0									13								43				0	465	4	469	843
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	44	2	98	157	18	25	5	3	16	111	34		12			3	2	0	0									19								70				0	573	10	583	1072
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	45	2	111	113	38	17	2	3	6	76	16		16			1	0	0	0									27								28				0	454	11	465	812
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	46	2	110	138	21	56	0	0	4	39	12		8			0	0	0	0									20								18				0	426	10	436	819
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	47	2	118	141	24	68	3	0	4	73	17		16			0	0	0	0									34								23				0	521	14	535	819
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	48	5	400	414	101	138	19	19	22	250	176		31			7	2	0	0									91								89				1	1759	60	1820	3498
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	49	1	60	74	21	51	1	0	4	39	9		4			0	0	1	0									32								9				0	305	13	318	573
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	50	2	137	142	34	76	4	1	3	43	21		8			2	0	0	0									61								26				0	558	11	569	1046
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	51	2	124	91	26	121	2	0	5	70	10		9			2	0	0	1									40								19				0	520	16	536	855
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	52	1	87	77	17	49	4	5	6	24	15		7			2	0	0	0									24								6				1	323	11	335	594
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	53	3	232	234	85	88	8	8	16	148	72		26			1	6	0	0									65								51				0	1040	30	1070	1979
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	54	5	422	389	78	107	15	10	19	203	143		33			1	1	0	0									57								86				0	1564	36	1600	3040
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	55	2	236	162	34	49	6	6	7	74	26		22			0	0	0	0									41								43				1	706	21	728	1310
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	56	2	76	251	115	25	12	5	13	85	37		18			2	1	0	0									39								150				1	829	32	862	1382
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	57	2	51	243	135	52	10	2	15	79	35		31			0	3	0	0									44								83				1	783	33	817	1484
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	58	2	29	136	38	18	6	2	10	96	14		15			0	1	0	0									11								33				0	409	21	430	778
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	59	1	17	84	7	21	2	3	4	116	12		1			0	0	0	0									52								8				0	327	15	342	534
2	32	ZACATECAS	2	ZACATECAS	5	CALERA	60	1	6	33	12	9	3	1	3	6	2		1			0	1	0	0									7								2				0	86	5	91	134
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	114	1	15	169	1	102	3	0	10	48	0		1			4	0	3	0																					0	356	9	365	569
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	115	1	10	130	2	133	1	0	13	35	0		0			0	0	0	0																					0	324	4	328	531
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	116	1	16	169	2	125	0	0	11	33	0		0			3	0	0	0																					0	359	7	366	571
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	117	1	3	122	5	82	0	0	4	23	0		0			0	0	0	0																					0	239	3	242	377
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	118	1	9	143	2	100	0	0	1	15	0		1			4	0	1	0																					1	276	2	279	396
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	119	1	24	204	24	137	0	0	4	21	0		1			1	1	1	0																					0	418	8	426	671
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	120	1	6	103	14	55	2	0	1	10	0		0			1	1	1	0																					0	194	4	198	298
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	121	2	2	67	2	56	0	0	2	17	0		1			1	1	0	0																					1	149	6	156	254
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	122	1	5	157	3	45	4	0	3	14	0		0			0	1	0	0																					0	232	2	234	363
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	123	1	1	105	28	113	1	0	1	13	0		1			3	0	0	1																					2	267	16	285	440
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	124	2	22	133	21	55	3	0	3	11	0		1			0	0	0	0																					0	249	8	257	420
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	125	2	18	126	27	118	3	0	7	6	0		2			4	2	1	0																					0	314	4	318	499
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	126	1	2	39	7	20	1	0	0	13	0		0			0	1	0	0																					0	83	2	85	137
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	127	1	6	132	14	100	1	0	7	20	0		1			1	1	2	0																					0	285	8	293	545
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	128	1	17	156	19	103	3	0	1	14	0		0			1	2	0	0																					0	316	6	322	519
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	129	1	4	122	4	84	1	0	3	27	0		1			3	0	1	0																					0	250	4	254	409
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	130	1	7	110	7	72	2	0	3	11	0		2			1	0	1	0																					0	216	14	230	401
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	131	2	4	35	8	10	0	0	1	21	0		0			0	1	0	0																					0	80	1	81	152
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	132	1	4	117	12	76	2	0	4	12	0		0			0	0	0	0																					0	227	6	233	376
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	133	1	8	76	4	42	0	0	1	4	0		0			1	0	0	0																					0	136	5	141	230
2	32	ZACATECAS	17	SOMBRERETE	9	CHALCHIHUITES	134	1	2	87	27	37	0	0	1	9	0		0			0	0	0	0																					0	163	1	164	250
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	73	1	9	171	32	4	6	13	3	199	0		2							0					2															0	441	6	447	663
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	74	1	3	164	10	0	9	8	4	133	0		0							3					5															2	339	3	344	508
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	75	1	3	128	31	5	6	3	0	123	0		0							0					9															0	308	8	316	466
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	76	2	30	323	24	8	1	11	5	263	0		0							0					7															0	672	6	678	1037
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	77	1	15	189	34	7	7	11	6	184	0		0							0					8															0	461	9	470	697
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	78	1	6	174	21	4	27	18	5	160	0		2							2					10															0	429	1	430	539
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	79	2	9	268	36	7	5	24	7	239	0		2							3					5															0	605	17	622	915
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	80	2	15	217	39	6	9	15	10	200	0		5							0					8															0	524	9	533	802
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	82	1	2	150	8	8	4	6	1	68	0		0							0					1															0	248	3	251	386
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	83	1	0	100	6	2	0	0	0	109	0		1							1					1															0	220	4	224	290
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	84	1	3	209	17	28	8	6	4	157	0		0							1					2															0	435	11	446	701
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	85	1	4	44	9	5	1	2	1	54	0		1							1					1															0	123	2	125	209
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	86	1	0	53	1	12	0	1	0	76	0		0							0					0															3	143	3	149	215
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	87	1	1	54	3	3	0	0	3	61	0		0							0					0															0	125	4	129	184
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	91	1	1	62	3	1	0	2	3	100	0		0							0					0															0	172	2	174	256
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	92	1	0	59	0	2	1	2	2	105	0		1							0					0															0	172	1	173	261
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	93	1	0	33	1	0	0	1	0	50	0		0							0					0															0	85	3	88	109
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	94	1	1	49	8	2	1	0	1	72	0		0							0					1															0	135	3	138	209
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	95	1	3	48	3	2	1	0	1	37	0		0							0					1															0	96	3	99	119
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	96	1	10	93	10	3	1	4	0	71	0		2							0					0															0	194	5	199	260
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	98	1	0	83	1	1	0	1	2	65	0		0							0					0															1	153	2	156	233
2	32	ZACATECAS	12	VILLA DE COS	7	CONCEPCION DEL ORO	99	1	1	61	4	8	1	0	1	108	0		0							0					0															0	184	6	190	271
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	103	2	14	226	71	205	37	0	13	28	24		3							4																				0	625	19	644	920
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	104	2	12	209	131	273	33	0	15	32	19		7							1																				0	732	14	746	992
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	105	2	17	319	96	375	29	0	12	14	18		4							5																				0	889	29	918	1262
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	106	2	9	284	48	226	11	0	1	20	24		1							7																				0	631	16	647	850
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	107	2	16	138	70	216	31	0	11	30	9		10							2																				0	533	19	552	770
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	108	2	28	331	99	322	101	0	15	19	27		3							9																				0	954	27	981	1299
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	109	1	6	97	54	26	22	0	2	34	11		1							2																				0	255	8	263	369
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	110	1	10	77	86	95	17	0	1	4	5		7							1																				0	303	7	310	512
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	111	1	9	57	80	45	9	0	3	5	5		6							1																				0	220	10	230	357
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	112	2	8	202	159	252	133	0	5	4	21		7							2																				0	793	22	815	992
2	32	ZACATECAS	11	VILLANUEVA	8	CUAUHTEMOC	113	1	6	79	33	44	16	0	3	6	20		0							12																				0	219	9	228	321
2	32	ZACATECAS	13	JALPA	10	EL PLATEADO DE JOAQUIN AMARO	428	1	23	206	270	0	2	0	0	2	0		15							6																				0	524	7	531	712
2	32	ZACATECAS	13	JALPA	10	EL PLATEADO DE JOAQUIN AMARO	429	1	8	95	98	0	0	0	0	1	0		0							5																				0	207	1	208	290
2	32	ZACATECAS	13	JALPA	10	EL PLATEADO DE JOAQUIN AMARO	430	1	9	106	144	0	7	0	0	0	0		7							5																				0	278	4	282	404
2	32	ZACATECAS	13	JALPA	10	EL PLATEADO DE JOAQUIN AMARO	433	1	0	49	30	0	2	0	0	1	0		3							5																				0	90	0	90	116
2	32	ZACATECAS	13	JALPA	10	EL PLATEADO DE JOAQUIN AMARO	435	1	0	52	28	0	1	0	0	0	0		2							0																				0	83	0	83	134
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1283	1	4	25	36	0	208	0	0	12	0		0							6																				0	291	3	294	364
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1284	1	5	35	51	0	242	0	0	23	0		0							5																				0	361	5	366	472
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1285	1	0	4	51	0	38	0	0	3	0		3							0																				0	99	1	100	137
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1286	1	3	24	276	0	244	0	0	7	20		8							7																				0	589	10	599	714
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1287	1	0	44	62	0	171	0	0	1	1		4							2																				0	285	6	291	359
2	32	ZACATECAS	12	VILLA DE COS	11	EL SALVADOR	1288	1	0	5	18	0	61	0	0	3	1		0							0																				0	88	2	90	113
2	32	ZACATECAS	7	FRESNILLO	13	FRESNILLO	135	4	167	351	91	55	19	30	19	244	74		13			4	5	1	0					81																0	1154	37	1191	2574
2	32	ZACATECAS	7	FRESNILLO	13	FRESNILLO	136	4	116	365	74	42	30	28	19	210	101		8			4	9	1	2					78																1	1087	35	1123	2422
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	137	5	157	450	88	35	23	42	29	298	106		15			3	8	0	0					133																0	1387	36	1423	3006
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	138	1	34	119	17	10	5	6	9	89	24		0			1	2	0	0					22																0	338	12	350	652
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	139	3	94	354	52	29	18	42	19	250	50		3			3	6	1	0					80																0	1001	23	1024	2095
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	140	7	315	759	136	38	37	119	41	546	141		14			2	46	2	0					269																0	2465	47	2512	5087
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	141	2	74	131	29	6	9	13	6	87	24		2			3	1	1	0					42																0	428	9	437	909
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	142	2	46	113	27	6	5	10	7	125	20		3			2	4	0	0					36																0	404	9	413	839
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	143	1	32	107	26	12	5	13	5	105	19		0			0	1	0	0					35																0	360	0	360	680
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	144	2	40	213	29	12	15	5	14	100	50		2			0	1	0	0					29																0	510	13	523	989
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	145	1	22	102	11	6	5	3	2	79	25		0			0	0	0	0					22																0	277	5	282	547
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	146	2	40	115	27	8	4	25	11	135	26		3			2	5	0	0					50																1	451	9	461	904
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	147	2	63	95	22	12	8	18	7	87	20		3			2	0	0	0					49																0	386	16	402	801
2	32	ZACATECAS	7	FRESNILLO	13	FRESNILLO	148	4	132	299	107	42	16	48	20	338	73		10			0	3	0	0					82																1	1170	41	1212	2022
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	149	2	94	229	34	12	5	21	6	115	21		7			1	2	0	0					74																0	621	8	629	1140
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	150	2	73	168	42	11	3	25	10	143	19		4			1	1	0	0					72																0	572	11	583	898
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	151	2	74	168	33	26	22	31	10	125	10		2			3	3	0	0					67																1	574	10	585	1016
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	152	2	58	154	19	8	6	19	3	100	4		3			1	1	0	0					76																0	452	7	459	779
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	153	1	41	87	12	3	1	4	4	58	6		0			0	0	0	0					36																0	252	4	256	406
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	154	2	82	190	48	18	6	36	6	194	30		2			6	0	0	0					60																0	678	12	690	1430
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	155	3	91	341	48	22	21	28	14	195	59		1			5	2	0	1					117																0	945	29	974	1852
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	156	3	129	354	66	33	13	34	18	216	60		7			0	4	1	0					96																0	1031	22	1053	1935
2	32	ZACATECAS	5	FRESNILLO	13	FRESNILLO	157	3	123	337	74	28	13	50	30	274	48		4			1	1	0	1					122																1	1106	23	1130	2031
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	158	1	35	49	23	4	3	13	2	61	7		4			1	0	0	0					31																0	233	4	237	391
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	159	1	50	108	19	10	5	10	2	111	9		0			0	1	0	0					55																0	380	10	390	572
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	160	1	48	59	17	7	4	9	2	74	4		2			1	1	0	0					35																0	263	7	270	389
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	161	1	51	103	14	6	3	13	1	63	11		5			0	2	0	1					31																1	304	2	307	510
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	162	1	42	111	24	9	8	31	5	143	15		2			0	4	0	0					38																0	432	6	438	715
2	32	ZACATECAS	7	FRESNILLO	13	FRESNILLO	163	5	187	416	99	23	27	79	18	422	82		5			1	6	0	0					191																1	1556	41	1598	3017
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	164	2	68	139	43	15	11	40	15	145	27		3			0	0	0	0					75																1	581	11	593	1100
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	165	1	48	81	13	11	4	19	3	91	12		4			1	1	0	0					43																0	331	5	336	597
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	166	1	63	119	24	7	9	17	1	96	7		2			1	1	0	0					50																0	397	7	404	656
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	167	1	53	96	35	11	5	20	3	106	16		2			0	1	1	0					35																0	384	12	396	644
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	168	1	54	86	11	15	9	8	3	74	7		1			0	0	0	0					40																0	308	10	318	542
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	169	1	50	109	21	9	6	8	7	103	14		0			0	3	0	0					29																0	359	20	379	706
2	32	ZACATECAS	6	FRESNILLO	13	FRESNILLO	170	2	72	113	29	14	7	10	5	125	17		2			1	6	0	1					34																0	436	5	441	758
