CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT,PAN_PRD,PAN_PT,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,10,B,69,9,4,,4,10,104,17,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,219,6,225,330,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,13,B,167,16,12,,6,15,79,11,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,314,16,331,595,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,14,B,58,135,5,70,3,114,,73,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,460,12,472,669,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,15,B,67,77,,65,8,178,,49,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,447,12,459,690,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,16,B,2,31,,29,,18,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,99,5,104,206,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,17,B,32,119,6,197,6,9,,12,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,387,13,400,573,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,17,C01,28,124,3,164,1,16,,14,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,353,12,365,572,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,18,B,29,145,4,196,4,14,,8,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,401,16,417,626,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,19,B,5,91,3,66,2,17,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,203,2,205,321,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,20,B,27,121,7,48,4,22,,25,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,256,13,269,444,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,21,B,1,38,1,22,2,20,,13,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,97,2,99,177,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,22,B,34,167,33,55,4,,137,,,,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,446,29,475,744,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,23,B,33,76,9,46,3,,65,,,,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,237,3,240,386,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,24,B,26,115,17,59,8,,57,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,290,12,302,456,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,26,B,31,104,13,20,3,,18,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,194,12,206,321,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,27,B,14,40,11,35,2,,23,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,125,8,133,183,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,28,B,12,36,8,15,1,,14,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,89,6,95,141,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,29,B,5,32,1,17,2,,13,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,70,7,77,109,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,30,B,12,25,1,19,,,21,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,80,7,87,115,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,31,B,176,107,5,,3,,,8,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,301,8,309,409,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,32,B,208,110,8,,10,,,10,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,349,5,354,492,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,33,B,129,78,1,,4,,,8,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,228,11,239,344,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,34,B,159,124,5,,2,,,19,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,312,5,317,450,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,35,B,181,147,8,,7,,,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,359,5,364,588,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,36,B,156,71,2,,3,,,4,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,240,5,245,371,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,37,B,118,52,2,,3,,,5,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,181,3,184,258,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,38,B,115,118,4,,4,,,3,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,246,2,248,356,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,39,B,91,55,,,6,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,156,3,159,184,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,B,80,77,14,30,7,3,5,35,13,,3,,,0,2,0,0,,,,,,,,,15,,,,,,,,19,,,,,303,8,311,624,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C01,80,77,18,17,5,,1,51,18,,11,,,0,1,0,0,,,,,,,,,27,,,,,,,,18,,,,,324,9,333,624,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C03,80,69,11,17,10,,5,42,11,,4,,,0,0,0,0,,,,,,,,,23,,,,,,,,17,,,,,289,10,299,623,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C02,81,77,19,26,1,3,2,33,11,,5,,,0,0,0,0,,,,,,,,,20,,,,,,,,12,,,,,290,9,299,623,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C04,75,78,16,24,3,2,6,48,14,,12,,,0,1,0,0,,,,,,,,,15,,,,,,,,18,,,,,312,5,317,623,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,B,84,90,20,18,4,2,2,41,8,,8,,,0,0,0,0,,,,,,,,,22,,,,,,,,45,,,,,344,11,355,594,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C01,77,69,24,20,7,1,2,44,10,,5,,,0,2,0,0,,,,,,,,,15,,,,,,,,37,,,,1,313,14,328,593,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C02,83,81,17,32,3,1,6,57,5,,8,,,1,0,0,0,,,,,,,,,24,,,,,,,,16,,,,,334,4,338,593,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,42,B,121,80,23,22,2,5,4,39,20,,12,,,0,0,0,0,,,,,,,,,12,,,,,,,,28,,,,,368,16,384,594,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,B,55,65,5,7,2,3,,67,2,,4,,,0,0,0,0,,,,,,,,,6,,,,,,,,17,,,,,233,,233,422,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,C01,57,57,7,8,1,,1,57,10,,1,,,0,0,0,0,,,,,,,,,7,,,,,,,,26,,,,,232,4,236,421,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,B,49,84,4,12,3,1,7,52,21,,7,,,0,2,0,0,,,,,,,,,7,,,,,,,,31,,,,,280,6,286,536,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,C01,49,73,14,13,2,2,9,59,13,,5,,,3,0,0,0,,,,,,,,,12,,,,,,,,39,,,,,293,4,297,536,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,B,65,54,25,7,2,2,2,36,4,,8,,,0,0,0,0,,,,,,,,,15,,,,,,,,12,,,,,232,6,238,406,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,C01,46,59,13,10,,1,4,40,12,,8,,,1,0,0,0,,,,,,,,,12,,,,,,,,16,,,,,222,5,227,406,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,B,56,71,8,34,,,,24,7,,2,,,0,0,0,0,,,,,,,,,5,,,,,,,,11,,,,,218,5,223,410,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,C01,54,67,13,22,,,4,15,5,,6,,,0,0,0,0,,,,,,,,,15,,,,,,,,7,,,,,208,5,213,409,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,B,65,64,17,29,1,,2,36,6,,9,,,0,0,0,0,,,,,,,,,17,,,,,,,,8,,,,,254,7,261,410,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,C01,53,77,7,39,2,,2,37,11,,7,,,0,0,0,0,,,,,,,,,17,,,,,,,,15,,,,,267,7,274,409,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,B,67,70,25,21,2,5,9,50,32,,7,,,0,0,0,0,,,,,,,,,15,,,,,,,,20,,,,,323,13,336,700,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C01,82,87,21,35,3,6,6,57,32,,8,,,0,0,0,0,,,,,,,,,17,,,,,,,,18,,,,,372,6,378,700,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C02,73,79,16,21,4,1,2,47,39,,6,,,4,0,0,0,,,,,,,,,22,,,,,,,,22,,,,,336,16,352,700,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C03,94,94,24,28,8,3,3,48,42,,6,,,2,0,0,0,,,,,,,,,17,,,,,,,,10,,,,1,379,11,391,699,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C04,84,84,15,33,2,4,2,48,31,,4,,,1,2,0,0,,,,,,,,,20,,,,,,,,19,,,,,349,14,363,699,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,49,B,60,74,21,51,1,,4,39,9,,4,,,0,0,1,0,,,,,,,,,32,,,,,,,,9,,,,,305,13,318,573,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,B,62,74,18,40,1,1,2,22,15,,5,,,1,0,0,0,,,,,,,,,25,,,,,,,,16,,,,,282,8,290,523,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,C01,75,68,16,36,3,,1,21,6,,3,,,1,0,0,0,,,,,,,,,36,,,,,,,,10,,,,,276,3,279,523,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,B,56,59,14,60,,,2,36,6,,4,,,0,0,0,0,,,,,,,,,21,,,,,,,,10,,,,,268,4,272,428,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,C01,68,32,12,61,2,,3,34,4,,5,,,2,0,0,1,,,,,,,,,19,,,,,,,,9,,,,,252,12,264,427,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,52,B,87,77,17,49,4,5,6,24,15,,7,,,2,0,0,0,,,,,,,,,24,,,,,,,,6,,,,1,323,11,335,594,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,B,63,87,32,26,5,4,10,53,19,,10,,,0,2,0,0,,,,,,,,,21,,,,,,,,23,,,,,355,11,366,660,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C01,87,77,21,30,,2,3,47,33,,3,,,0,2,0,0,,,,,,,,,27,,,,,,,,17,,,,,349,12,361,660,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C02,82,70,32,32,3,2,3,48,20,,13,,,1,2,0,0,,,,,,,,,17,,,,,,,,11,,,,,336,7,343,659,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,B,77,76,16,25,3,,4,44,34,,5,,,0,0,0,0,,,,,,,,,15,,,,,,,,13,,,,,312,15,327,608,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C01,88,78,19,19,2,2,3,40,42,,12,,,0,0,0,0,,,,,,,,,13,,,,,,,,7,,,,,325,6,331,608,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C02,80,76,18,21,2,1,4,39,24,,6,,,0,1,0,0,,,,,,,,,10,,,,,,,,19,,,,,301,7,308,608,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C03,83,78,11,18,1,5,5,35,22,,7,,,0,0,0,0,,,,,,,,,12,,,,,,,,18,,,,,295,7,302,608,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C04,94,81,14,24,7,2,3,45,21,,3,,,1,0,0,0,,,,,,,,,7,,,,,,,,29,,,,,331,1,332,608,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,B,118,91,16,24,2,2,5,47,14,,9,,,0,0,0,0,,,,,,,,,23,,,,,,,,20,,,,1,371,7,379,655,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,C01,118,71,18,25,4,4,2,27,12,,13,,,0,0,0,0,,,,,,,,,18,,,,,,,,23,,,,,335,14,349,655,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,B,36,131,73,12,2,3,7,37,20,,5,,,1,0,0,0,,,,,,,,,26,,,,,,,,69,,,,1,422,12,435,691,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,C01,40,120,42,13,10,2,6,48,17,,13,,,1,1,0,0,,,,,,,,,13,,,,,,,,81,,,,,407,20,427,691,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,B,20,127,78,27,5,,6,42,23,,15,,,0,0,0,0,,,,,,,,,26,,,,,,,,30,,,,,399,19,418,742,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,C01,31,116,57,25,5,2,9,37,12,,16,,,0,3,0,0,,,,,,,,,18,,,,,,,,53,,,,1,384,14,399,742,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,B,12,63,22,14,1,1,4,44,4,,7,,,0,0,0,0,,,,,,,,,7,,,,,,,,12,,,,,191,10,201,389,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,C01,17,73,16,4,5,1,6,52,10,,8,,,0,1,0,0,,,,,,,,,4,,,,,,,,21,,,,,218,11,229,389,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,59,B,17,84,7,21,2,3,4,116,12,,1,,,0,0,0,0,,,,,,,,,52,,,,,,,,8,,,,,327,15,342,534,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,B,6,33,12,9,3,1,3,6,2,,1,,,0,1,0,0,,,,,,,,,7,,,,,,,,2,,,,,86,5,91,134,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,61,B,151,32,7,2,54,8,30,10,15,,2,,,,,,,8,,,,,,,,,,,,,,5,,,,,,,324,8,332,411,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,61,C01,122,30,7,7,53,13,22,5,23,,3,,,,,,,3,,,,,,,,,,,,,,7,,,,,,,295,2,297,411,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,62,B,122,59,7,7,89,22,71,51,4,,2,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,443,6,449,628,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,63,B,194,64,10,6,99,11,56,24,7,,8,,,,,,,6,,,,,,,,,,,,,,10,,,,,,1,495,23,519,735,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,64,B,155,26,3,5,77,5,31,20,8,,5,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,343,8,351,462,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,64,C01,152,20,3,11,75,6,32,22,7,,5,,,,,,,3,,,,,,,,,,,,,,5,,,,,,,341,9,350,461,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,65,B,99,59,4,6,63,11,18,31,2,,8,,,,,,,9,,,,,,,,,,,,,,17,,,,,,,327,13,340,452,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,66,B,193,63,12,16,126,21,26,27,5,,8,,,,,,,11,,,,,,,,,,,,,,3,,,,,,,511,13,524,677,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,67,B,82,17,2,2,113,7,27,5,5,,5,,,,,,,7,,,,,,,,,,,,,,,,,,,,,272,4,276,355,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,68,B,36,15,1,7,41,4,34,7,3,,3,,,,,,,3,,,,,,,,,,,,,,9,,,,,,,163,6,169,218,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,69,B,69,42,2,2,72,10,38,15,4,,2,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,265,4,269,384,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,69,C01,63,33,,3,89,10,42,2,3,,2,,,,,,,10,,,,,,,,,,,,,,5,,,,,,,262,6,268,384,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,70,B,118,27,4,7,50,3,62,14,2,,5,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,300,11,311,443,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,73,B,9,171,32,4,6,13,3,199,,,2,,,,,,,0,,,,,2,,,,,,,,,,,,,,,,441,6,447,663,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,74,B,3,164,10,,9,8,4,133,,,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,2,339,3,344,508,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,75,B,3,128,31,5,6,3,,123,,,,,,,,,,0,,,,,9,,,,,,,,,,,,,,,,308,8,316,466,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,C01,,159,24,5,1,6,,130,,,,,,,,,,0,,,,,2,,,,,,,,,,,,,,,,327,,327,518,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,B,30,164,,3,,5,5,133,,,,,,,,,,0,,,,,5,,,,,,,,,,,,,,,,345,6,351,519,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,77,B,15,189,34,7,7,11,6,184,,,,,,,,,,0,,,,,8,,,,,,,,,,,,,,,,461,9,470,697,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,78,B,6,174,21,4,27,18,5,160,,,2,,,,,,,2,,,,,10,,,,,,,,,,,,,,,,429,1,430,539,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,79,C01,3,141,25,4,2,11,5,120,,,2,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,317,2,319,457,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,79,B,6,127,11,3,3,13,2,119,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,,,,288,15,303,458,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,80,C01,5,94,22,1,3,6,3,118,,,1,,,,,,,0,,,,,7,,,,,,,,,,,,,,,,260,6,266,401,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,80,B,10,123,17,5,6,9,7,82,,,4,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,264,3,267,401,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,82,B,2,150,8,8,4,6,1,68,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,248,3,251,386,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,83,B,,100,6,2,,,,109,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,220,4,224,290,ACTA CASILLA,,,
