CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA_PS,PRI_NVA_ALIANZA,PRI_PS,PRI_PVEM,PRD_PT,PVEM_PS,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,356,5,598,,,,58,70,,52,,271,13,,,519,,,,618,,,,,,,,,,,,,,,,,,,,,,,,,,0,2199,88,2287,3384
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,357,5,466,,,,13,16,,4,,435,9,,,354,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,0,1765,37,1802,2670
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,358,5,686,,,,23,51,,12,,305,11,,,410,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,0,1983,51,2034,3060
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,359,3,491,,,,26,23,,15,,196,8,,,345,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,0,1429,50,1479,2181
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,360,3,536,,,,27,46,,16,,172,9,,,216,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,0,1342,47,1389,2084
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,361,4,1424,,,,6,20,,4,,52,3,,,67,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,0,1815,69,1884,2723
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,362,5,1493,,,,11,44,,12,,62,5,,,167,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,0,2177,85,2262,3479
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,363,6,570,,,,41,229,,35,,156,18,,,700,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,0,2384,152,2536,3778
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,4,366,,,,24,105,,31,,118,11,,,444,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459,68,1527,2375
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,365,3,201,87,35,26,115,110,,11,29,40,3,,,,,,,,,,,,,,,,,,,,,,,,,286,18,,,,,,,5,966,47,1013,1788
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,366,3,307,344,55,48,165,85,,24,32,20,14,,,,,,,,,,,,,,,,,,,,,,,,,326,21,,,,,,,2,1443,41,1484,2040
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,367,3,205,108,50,9,81,287,,25,6,46,8,,,,,,,,,,,,,,,,,,,,,,,,,508,6,,,,,,,0,1339,53,1392,1963
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,368,3,111,124,63,17,121,257,,21,3,25,5,,,,,,,,,,,,,,,,,,,,,,,,,465,9,,,,,,,0,1221,27,1248,1754
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,369,3,213,211,64,50,285,129,,49,6,21,3,,,,,,,,,,,,,,,,,,,,,,,,,310,21,,,,,,,0,1362,51,1413,2057
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,370,2,118,154,27,29,210,30,,9,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,,118,7,,,,,,,0,717,15,732,919
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,371,4,260,615,32,129,365,15,,119,2,21,12,,,,,,,,,,,,,,,,,,,,,,,,,26,74,,,,,,,1,1671,38,1709,2474
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,372,2,287,,20,9,4,65,,181,,31,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,778,26,804,1277
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,373,2,202,,16,7,4,152,,99,,18,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,715,28,743,1147
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,374,2,175,,26,3,2,39,,114,,46,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,509,13,522,911
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,375,3,309,,43,11,2,103,,287,,110,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1064,32,1096,1960
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,376,2,164,,26,12,3,120,,148,,159,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,863,19,882,1430
4,29,TLAXCALA,15,VICENTE GUERRERO,27,TENANCINGO,377,3,346,,46,8,2,95,,210,,126,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1011,30,1041,1806
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,378,3,229,,244,163,,61,5,38,6,179,31,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1170,37,1207,1594
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,379,4,173,,230,236,,83,6,111,10,189,52,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1499,48,1547,2206
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,380,5,466,,321,437,,250,4,49,7,296,139,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2504,85,2589,3712
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,381,3,77,,131,221,,143,11,102,2,135,55,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1236,67,1303,1905
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,382,2,130,,184,311,,42,3,31,3,73,24,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,0,984,34,1018,1436
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,383,2,220,,311,170,,41,14,22,5,184,11,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1168,18,1186,1495
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,384,3,180,,261,144,,48,3,29,3,164,11,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1157,28,1185,1566
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,385,1,35,,48,41,,25,1,8,0,15,25,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,9,292,338
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,SAN LUIS TEOLOCHOLCO,386,3,203,,302,315,,146,4,96,4,155,24,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1436,50,1486,1948
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,387,3,55,,296,,,91,,5,18,26,122,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1143,34,1177,1601
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,388,2,48,,225,,,72,,6,15,23,76,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,867,30,897,1248
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,389,1,10,,59,,,54,,3,3,17,10,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,5,285,434
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,390,2,45,,131,,,126,,8,13,24,27,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,623,17,640,876
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,391,3,72,521,,,,176,3,167,6,17,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,0,1247,53,1300,1751
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,392,2,39,360,,,,135,3,83,1,22,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,0,961,26,987,1347
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,393,2,20,,160,,,106,,9,21,20,27,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,574,19,593,801
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,394,3,51,,323,,,382,,22,306,15,19,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1470,31,1501,1811
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,47,SAN JUAN HUACTZINCO,395,4,21,,124,268,87,247,,321,603,40,150,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1939,69,2008,2781
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,47,SAN JUAN HUACTZINCO,396,4,21,,109,270,108,165,,353,421,73,125,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1693,41,1734,2345
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,397,3,29,,283,,,585,,31,44,47,20,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1298,24,1322,1666
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,398,3,434,,13,830,,1,35,,22,172,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1592,38,1630,2208
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,399,2,273,,11,590,,0,32,,23,66,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1089,53,1142,1495
4,29,TLAXCALA,3,SAN COSME XALOZTOC,54,EMILIANO ZAPATA,400,1,29,,0,0,,0,0,0,20,1,0,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,4,94,102
4,29,TLAXCALA,3,SAN COSME XALOZTOC,54,EMILIANO ZAPATA,401,1,19,,0,0,,0,0,0,38,1,0,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,7,133,164
4,29,TLAXCALA,3,SAN COSME XALOZTOC,55,LAZARO CARDENAS,402,1,0,41,1,52,54,,,4,49,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,4,212,239
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,403,2,263,,8,266,,0,84,,46,26,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,0,839,31,870,1196
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,404,4,183,,8,327,,4,600,,175,53,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1585,94,1679,2282
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,405,1,31,,2,56,,0,18,,4,2,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,0,197,8,205,244
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,406,1,100,,0,104,,2,32,,7,14,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,19,350,438
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,407,1,186,,4,194,,1,37,,17,22,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,0,505,16,521,662
4,29,TLAXCALA,3,SAN COSME XALOZTOC,30,TERRENATE,408,2,245,,3,499,,2,44,,10,11,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,0,868,30,898,1197
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,409,2,158,,227,3,,72,,11,191,17,5,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,1,766,31,797,1271
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,410,2,244,,237,4,,83,,4,235,15,3,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,897,19,916,1223
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,411,4,267,,578,13,,206,,15,358,50,15,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1572,54,1626,2480
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,412,4,297,,596,13,,187,,31,379,28,31,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1609,51,1660,2742
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,413,2,190,,248,6,,75,,27,208,20,4,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,0,822,34,856,1214
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,414,2,71,,119,2,,118,,9,89,28,8,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463,18,481,818
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,415,2,117,,130,6,,150,,14,91,31,6,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,26,593,1044
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,416,2,357,,48,5,,25,,3,355,9,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,817,24,841,1065
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,417,1,57,,12,5,,9,,0,127,2,2,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,4,250,302
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,418,1,77,,63,3,,33,,3,75,11,2,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,13,313,13,326,407
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,419,1,43,,42,1,,69,,4,272,4,0,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,14,468,582
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,420,3,771,,45,4,,58,,9,208,21,4,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1161,40,1201,1776
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,421,3,853,,97,5,,50,,6,132,27,3,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1238,34,1272,2025
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,422,5,507,,338,21,,135,,32,547,41,12,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1896,60,1956,3251
4,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,423,1,64,,10,1,,10,,1,56,7,0,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,8,191,219
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,424,2,9,,40,6,799,10,,88,11,41,32,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1070,11,1081,1380
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,425,2,49,,14,7,257,11,,71,22,118,456,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1076,20,1096,1442
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,426,2,21,,23,18,278,8,,70,19,113,408,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1005,28,1033,1403
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,427,3,8,,15,237,126,17,,216,31,236,134,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1208,37,1245,1822
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,428,2,5,,38,219,92,25,,41,43,175,116,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1020,25,1045,1466
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,53,SAN DAMIAN TEXOLOC,429,3,72,,511,5,,84,,469,,75,,54,,,,,,,,,,,,,,,,,,,,,,201,29,,,,,,,,,0,1500,34,1534,1979
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,53,SAN DAMIAN TEXOLOC,430,3,56,,600,22,,95,,542,,52,,93,,,,,,,,,,,,,,,,,,,,,,218,8,,,,,,,,,0,1686,34,1720,2200
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,431,2,18,,50,38,185,55,,70,23,71,206,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,793,21,814,1077
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,56,SAN JERONIMO ZACUALPAN,432,2,77,,,,,,,0,197,290,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,998,23,1021,1272
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,56,SAN JERONIMO ZACUALPAN,433,3,133,,,,,,,0,228,411,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1247,38,1285,1634
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,32,TETLATLAHUCA,434,1,3,,18,28,155,22,,88,15,23,34,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,15,437,557
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,435,3,132,,,,,13,,155,,71,17,435,,,,,,134,,,,,,,,,,,,,,,,,,,,43,,,,,,0,1000,40,1040,1632
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,436,3,168,,,,,30,,159,,61,24,402,,,,,,200,,,,,,,,,,,,,,,,,,,,58,,,,,,0,1102,39,1141,1775
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,437,2,163,,,,,14,,137,,43,16,286,,,,,,147,,,,,,,,,,,,,,,,,,,,27,,,,,,0,833,35,868,1330
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,438,3,131,,,,,5,,120,,65,12,225,,,,,,117,,,,,,,,,,,,,,,,,,,,24,,,,,,0,699,27,726,1541
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,439,3,217,,,,,34,,215,,106,21,469,,,,,,244,,,,,,,,,,,,,,,,,,,,46,,,,,,0,1352,43,1395,2147
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,440,3,183,,,,,20,,203,,74,37,325,,,,,,279,,,,,,,,,,,,,,,,,,,,56,,,,,,0,1177,39,1216,1753
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,441,2,102,,,,,9,,100,,63,19,281,,,,,,124,,,,,,,,,,,,,,,,,,,,25,,,,,,0,723,21,744,1164
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,442,2,149,,,,,16,,98,,58,10,183,,,,,,155,,,,,,,,,,,,,,,,,,,,60,,,,,,0,729,29,758,1180
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,443,1,61,,,,,10,,60,,41,12,146,,,,,,73,,,,,,,,,,,,,,,,,,,,19,,,,,,1,423,12,435,699
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,444,6,359,,,,,60,,371,,209,53,653,,,,,,419,,,,,,,,,,,,,,,,,,,,139,,,,,,4,2267,83,2350,3794
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,445,2,107,,,,,22,,188,,65,38,261,,,,,,171,,,,,,,,,,,,,,,,,,,,57,,,,,,0,909,26,935,1439
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,446,1,59,,,,,2,,73,,27,6,172,,,,,,109,,,,,,,,,,,,,,,,,,,,26,,,,,,0,474,13,487,741
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,447,2,61,,,,,15,,104,,49,33,181,,,,,,109,,,,,,,,,,,,,,,,,,,,26,,,,,,1,579,13,592,891
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,448,3,94,,,,,23,,132,,67,61,207,,,,,,257,,,,,,,,,,,,,,,,,,,,46,,,,,,0,887,28,915,2114
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,449,2,110,,,,,23,,146,,70,14,259,,,,,,140,,,,,,,,,,,,,,,,,,,,67,,,,,,0,829,17,846,1346
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,450,2,99,,,,,7,,72,,52,22,156,,,,,,101,,,,,,,,,,,,,,,,,,,,24,,,,,,0,533,22,555,841
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,451,3,135,,,,,42,,151,,122,57,314,,,,,,305,,,,,,,,,,,,,,,,,,,,76,,,,,,4,1206,51,1257,1944
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,452,3,83,,,,,20,,106,,62,25,171,,,,,,124,,,,,,,,,,,,,,,,,,,,31,,,,,,3,625,18,643,1530
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,453,9,425,,,,,88,,573,,260,87,936,,,,,,692,,,,,,,,,,,,,,,,,,,,162,,,,,,0,3223,97,3320,6425
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,454,2,77,,,,,29,,59,,38,16,138,,,,,,82,,,,,,,,,,,,,,,,,,,,40,,,,,,0,479,10,489,865
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,455,1,79,,,,,10,,54,,29,18,116,,,,,,89,,,,,,,,,,,,,,,,,,,,18,,,,,,0,413,16,429,728
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,456,3,177,,,,,23,,168,,115,42,358,,,,,,246,,,,,,,,,,,,,,,,,,,,78,,,,,,4,1211,41,1252,1921
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,457,2,78,,,,,12,,102,,84,15,234,,,,,,189,,,,,,,,,,,,,,,,,,,,39,,,,,,0,753,35,788,1246
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,458,7,290,,,,,52,,395,,167,46,773,,,,,,386,,,,,,,,,,,,,,,,,,,,141,,,,,,2,2252,83,2335,4855
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,459,3,196,,,,,42,,162,,108,42,208,,,,,,284,,,,,,,,,,,,,,,,,,,,66,,,,,,8,1116,38,1154,1934
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,460,2,146,,,,,26,,160,,56,25,248,,,,,,173,,,,,,,,,,,,,,,,,,,,40,,,,,,3,877,17,894,1399
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,461,4,294,,,,,28,,226,,88,48,412,,,,,,238,,,,,,,,,,,,,,,,,,,,113,,,,,,5,1452,44,1496,2093
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,462,3,127,,,,,33,,64,,61,80,201,,,,,,126,,,,,,,,,,,,,,,,,,,,107,,,,,,5,804,40,844,1883
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,463,3,135,,,,,69,,171,,76,17,222,,,,,,143,,,,,,,,,,,,,,,,,,,,34,,,,,,31,898,32,930,1760
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,464,6,364,,,,,111,,332,,189,66,600,,,,,,354,,,,,,,,,,,,,,,,,,,,104,,,,,,54,2174,98,2272,4273
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,465,6,355,,,,,64,,381,,203,45,702,,,,,,513,,,,,,,,,,,,,,,,,,,,108,,,,,,1,2372,114,2486,4263
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,466,6,246,,,,,63,,309,,156,52,719,,,,,,443,,,,,,,,,,,,,,,,,,,,114,,,,,,2,2104,101,2205,3798
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,467,2,122,,,,,8,,93,,61,70,331,,,,,,137,,,,,,,,,,,,,,,,,,,,18,,,,,,0,840,31,871,1341
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,468,4,133,,,,,72,,265,,123,29,548,,,,,,281,,,,,,,,,,,,,,,,,,,,92,,,,,,0,1543,59,1602,2316
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,469,3,137,,,,,45,,216,,76,30,300,,,,,,244,,,,,,,,,,,,,,,,,,,,60,,,,,,0,1108,32,1140,1519
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,470,2,18,167,129,,1,44,105,26,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,0,613,21,634,894
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,471,2,44,196,163,,6,31,75,17,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,0,771,40,811,1239
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,472,2,18,177,92,,1,72,76,25,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,0,720,32,752,1175
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,473,2,13,208,58,,0,24,129,42,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,0,667,12,679,975
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,474,3,35,262,272,,1,32,166,16,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,0,1025,17,1042,1586
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,475,3,17,332,59,,1,29,72,87,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,0,815,16,831,1237
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,476,4,23,312,117,,16,40,127,33,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,,,,,0,1576,47,1623,2533
