CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRI_PT_NVA_ALIANZA,PRI_PT,PRI_NVA_ALIANZA,PT_NVA_ALIANZA,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,519,B,89,72,10,4,2,8,8,35,4,0,1,0,0,,,57,,,,,,0,290,3,293,583,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,52,B,151,62,14,2,3,12,7,14,3,0,1,0,0,,,70,,,,,,0,339,11,350,582,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,52,C01,146,70,14,0,2,10,7,12,2,0,0,0,0,,,63,,,,,,0,326,8,334,581,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,520,B,73,41,5,1,4,3,3,8,7,0,0,0,0,,,30,,,,,,0,175,7,182,390,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,520,C01,63,42,8,1,1,4,8,11,2,0,0,0,0,,,33,,,,,,0,173,2,175,389,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,521,B,141,59,11,4,2,10,3,4,3,0,0,0,0,,,70,,,,,,0,307,7,314,720,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,522,B,67,50,19,1,3,0,10,2,2,1,0,0,0,,,23,,,,,,0,178,4,182,430,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,522,C01,69,55,17,0,0,3,7,6,2,0,0,0,0,,,0,,,,,,0,159,0,159,429,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,523,B,57,83,3,3,2,1,4,9,9,0,2,0,0,,,19,,,,,,0,192,9,201,420,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,523,C01,64,72,9,8,3,3,8,13,1,0,0,0,0,,,15,,,,,,0,196,4,200,419,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,524,B,63,65,14,3,9,2,3,9,8,1,0,0,0,,,18,,,,,,0,195,9,204,479,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,524,C01,56,75,9,2,5,3,3,7,2,0,0,0,0,,,16,,,,,,3,178,8,189,478,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,525,B,81,44,20,3,5,2,5,7,3,0,0,0,0,,,17,,,,,,0,187,6,193,448,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,525,C01,88,49,8,3,2,3,6,7,2,0,0,0,0,,,13,,,,,,0,181,6,187,447,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,526,B,81,47,6,3,2,5,6,4,6,0,0,0,0,,,6,,,,,,0,166,1,167,390,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,526,C01,73,57,12,2,1,3,7,9,5,0,1,0,0,,,26,,,,,,0,196,1,197,389,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,527,B,50,43,10,3,1,6,3,11,5,0,0,0,0,,,28,,,,,,0,160,3,163,389,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,527,C01,42,64,5,1,6,10,3,9,6,2,0,0,0,,,24,,,,,,0,172,4,176,388,,,,
,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,528,B,120,98,14,4,2,8,3,16,7,0,0,0,0,,,57,,,,,,0,329,13,342,681,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,529,B,67,57,13,0,5,3,5,6,1,0,0,0,0,,,27,,,,,,0,184,9,193,440,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,529,C01,63,63,10,1,2,2,11,3,3,0,0,0,0,,,27,,,,,,0,185,3,188,440,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,B,125,74,11,3,3,9,4,10,2,0,0,1,0,,,68,,,,,,0,310,9,319,514,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,C01,143,51,3,1,2,14,5,7,2,0,0,0,1,,,80,,,,,,0,309,10,319,514,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,C02,142,60,10,1,7,9,3,10,2,0,0,1,0,,,67,,,,,,0,312,6,318,514,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,B,85,48,18,1,6,6,6,1,5,0,0,0,0,,,20,,,,,,0,196,4,200,552,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,C01,99,43,13,0,13,3,10,8,3,0,0,0,0,,,21,,,,,,0,213,6,219,551,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,C02,84,46,12,6,6,1,6,2,1,1,1,0,0,,,21,,,,,,0,187,2,189,551,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,531,B,72,69,7,3,4,3,6,8,4,0,0,0,0,,,36,,,,,,1,212,4,217,439,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,531,C01,66,45,9,3,6,2,4,9,6,0,0,0,0,,,34,,,,,,0,184,9,193,439,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,532,B,65,47,7,5,8,4,8,13,2,1,0,1,0,,,20,,,,,,0,181,3,184,445,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,532,C01,69,55,11,4,7,5,6,9,7,0,1,0,0,,,19,,,,,,0,193,9,202,444,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,533,B,54,43,10,1,6,5,5,5,4,0,0,0,0,,,23,,,,,,0,156,0,156,416,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,533,C01,72,39,8,0,6,4,5,4,4,1,1,1,0,,,25,,,,,,0,170,4,174,416,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,534,B,76,62,10,18,13,0,1,6,6,0,26,0,0,,,26,,,,,,0,244,5,249,454,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,534,C01,84,57,9,12,4,2,1,5,2,0,0,0,0,,,33,,,,,,0,209,0,209,454,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,535,B,104,51,14,2,5,2,3,4,4,2,0,0,0,,,12,,,,,,0,203,8,211,471,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,535,C01,77,54,12,6,5,4,1,5,6,0,0,0,0,,,10,,,,,,0,180,11,191,470,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,536,B,80,65,31,5,4,2,0,6,3,0,0,0,0,,,27,,,,,,0,223,10,233,549,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,536,C01,96,61,15,7,6,4,5,12,6,0,1,1,0,,,31,,,,,,1,245,5,251,548,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,537,B,63,65,9,4,2,1,3,8,6,0,0,0,0,,,14,,,,,,0,175,5,180,444,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,537,C01,59,49,8,2,5,2,4,5,2,0,0,1,0,,,33,,,,,,0,170,5,175,444,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,538,B,114,101,18,0,8,8,2,18,2,1,0,1,0,,,52,,,,,,0,325,16,341,674,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,539,B,100,79,10,2,25,5,9,18,10,0,0,0,0,,,28,,,,,,0,286,9,295,714,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,54,B,121,49,4,7,2,4,10,4,6,0,2,0,0,,,31,,,,,,0,240,0,240,543,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,54,C01,124,54,4,2,2,4,6,9,4,0,0,2,0,,,34,,,,,,0,245,3,248,543,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,540,B,57,58,6,5,5,3,6,4,2,0,0,0,0,,,14,,,,,,0,160,7,167,425,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,540,C01,56,57,3,5,3,1,2,6,3,0,0,0,0,,,7,,,,,,0,143,3,146,424,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,541,B,98,108,9,0,3,3,6,6,5,0,0,1,0,,,39,,,,,,0,278,7,285,687,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,542,B,67,66,5,1,9,0,2,7,7,0,0,0,0,,,15,,,,,,0,179,2,181,430,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,542,C01,51,68,8,3,7,0,3,11,5,0,0,0,0,,,23,,,,,,0,179,5,184,430,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,543,B,84,50,4,2,5,5,3,6,5,0,0,0,0,,,16,,,,,,1,180,9,190,428,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,543,C01,76,55,15,4,2,1,1,4,5,3,0,0,0,,,12,,,,,,0,178,6,184,428,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,544,B,79,54,5,7,5,1,1,4,5,0,0,0,0,,,12,,,,,,0,173,14,187,429,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,544,C01,62,64,9,1,2,3,4,8,1,1,1,0,0,,,11,,,,,,0,167,6,173,428,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,545,B,82,88,8,2,4,3,2,0,1,0,0,0,0,,,24,,,,,,0,214,7,221,460,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,545,C01,85,64,3,4,4,5,1,4,2,0,0,0,0,,,18,,,,,,0,190,11,201,460,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,546,B,91,68,6,7,3,5,1,19,7,0,0,0,0,,,31,,,,,,0,238,8,246,558,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,546,C01,91,82,14,0,7,7,0,5,6,0,1,0,0,,,27,,,,,,0,240,12,252,558,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,547,B,88,72,8,2,3,0,5,6,5,0,0,0,0,,,36,,,,,,0,225,9,234,505,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,547,C01,99,87,6,1,5,4,4,8,3,0,0,0,0,,,32,,,,,,0,249,10,259,504,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,548,B,61,60,13,5,4,7,4,7,4,0,0,0,1,,,15,,,,,,2,181,6,189,403,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,548,C01,59,64,4,8,5,4,4,5,0,0,0,0,0,,,19,,,,,,0,172,5,177,403,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,B,79,89,18,4,3,5,9,11,11,0,0,1,0,,,44,,,,,,2,274,8,284,549,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,C01,95,56,14,3,3,9,5,23,9,1,0,1,0,,,54,,,,,,0,273,9,282,548,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,C02,74,82,9,4,1,2,8,11,9,0,0,0,0,,,50,,,,,,0,250,9,259,548,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,55,B,119,72,9,2,1,6,4,24,2,0,0,0,0,,,43,,,,,,0,282,8,290,535,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,55,C01,151,58,17,2,1,5,9,12,4,0,0,0,0,,,35,,,,,,0,294,10,304,534,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,550,B,111,99,18,1,6,4,13,17,6,0,0,1,0,,,69,,,,,,2,345,10,357,663,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,551,B,139,97,9,5,8,11,10,5,5,0,0,0,0,,,56,,,,,,1,345,7,353,695,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,552,B,108,62,10,1,6,7,8,18,13,1,0,0,0,,,66,,,,,,0,300,9,309,612,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,553,B,84,39,7,1,1,6,3,6,1,0,0,1,0,,,1,,,,,,0,150,3,153,385,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,553,C01,77,42,5,1,2,6,7,6,2,0,0,0,0,,,2,,,,,,1,150,2,153,385,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,554,B,81,65,5,3,2,4,3,6,3,0,0,0,0,,,36,,,,,,0,208,5,213,389,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,554,C01,55,62,6,3,7,6,5,13,6,0,0,0,0,,,26,,,,,,0,189,4,193,389,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,B,98,79,13,3,6,11,7,30,8,0,0,0,0,,,73,,,,,,1,328,10,339,748,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C01,111,89,12,2,3,11,7,18,4,1,0,0,0,,,83,,,,,,0,341,6,347,748,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C02,104,92,21,3,6,7,12,16,6,0,0,0,0,,,61,,,,,,0,328,6,334,748,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C03,84,93,18,8,8,2,8,16,6,1,1,0,0,,,76,,,,,,0,321,7,328,747,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,556,B,97,77,9,6,8,7,9,20,8,0,0,2,0,,,63,,,,,,0,306,7,313,693,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,557,B,106,82,18,2,8,11,13,14,9,0,0,1,0,,,75,,,,,,0,339,7,346,698,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,558,B,134,98,11,1,5,11,8,20,15,1,0,0,0,,,57,,,,,,0,361,15,376,737,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,559,B,139,63,16,1,4,11,5,19,6,0,0,0,0,,,91,,,,,,0,355,7,362,674,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,B,134,51,10,1,0,3,4,5,1,0,2,0,0,,,20,,,,,,0,231,2,233,477,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,C01,145,57,7,1,8,5,2,3,2,0,0,0,0,,,43,,,,,,0,273,8,281,477,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,560,B,82,57,11,1,2,4,6,9,5,0,0,0,0,,,33,,,,,,0,210,4,214,466,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,560,C01,62,52,21,1,3,4,9,11,3,0,0,0,0,,,0,,,,,,0,166,4,170,465,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,561,B,66,44,7,1,2,5,1,7,3,0,0,0,0,,,40,,,,,,0,176,3,179,352,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,562,B,71,43,13,2,10,2,5,2,1,0,0,0,0,,,8,,,,,,1,157,5,163,426,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,562,C01,57,64,23,5,4,7,4,7,1,1,0,0,0,,,6,,,,,,0,179,5,184,426,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,563,B,80,64,10,1,3,1,5,5,5,0,0,0,0,,,16,,,,,,0,190,9,199,445,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,563,C01,71,67,20,0,3,2,7,11,3,0,0,0,0,,,14,,,,,,0,198,9,207,445,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,564,B,69,54,6,2,2,1,5,5,4,2,0,0,0,,,18,,,,,,3,168,6,177,421,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,564,C01,68,52,8,1,7,2,10,4,0,0,0,0,0,,,21,,,,,,1,173,9,183,421,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,565,B,90,80,46,4,8,6,5,12,5,0,0,0,0,,,24,,,,,,0,280,21,301,705,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,566,B,119,97,10,3,10,2,7,8,5,0,1,1,1,,,39,,,,,,0,303,13,316,750,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,567,B,58,56,6,4,8,6,10,13,2,0,0,1,0,,,28,,,,,,0,192,6,198,427,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,567,C01,53,60,5,7,2,0,5,8,8,0,0,2,0,,,15,,,,,,0,165,9,174,427,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,568,B,95,97,12,7,10,3,24,7,8,0,0,0,0,,,37,,,,,,0,300,13,313,653,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,569,B,109,112,10,13,7,3,29,9,13,0,0,2,0,,,34,,,,,,0,341,10,351,749,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,B,124,65,6,1,4,3,4,4,2,0,0,0,0,,,23,,,,,,0,236,5,241,428,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,C01,118,58,1,4,5,5,1,7,6,0,0,0,0,,,24,,,,,,0,229,5,234,428,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,570,B,76,51,10,8,7,4,10,11,3,1,0,0,0,,,36,,,,,,0,217,10,227,598,,,,
,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,571,B,80,90,13,4,5,8,20,8,2,0,0,0,0,,,12,,,,,,0,242,7,249,595,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,B,100,68,10,3,7,7,5,18,7,1,0,0,0,,,54,,,,,,1,280,7,288,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C01,98,58,14,3,6,8,6,14,6,2,0,1,0,,,56,,,,,,1,272,6,279,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C02,101,65,7,5,1,6,7,14,4,0,0,0,0,,,45,,,,,,0,255,5,260,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C03,93,86,15,7,2,4,6,14,11,1,0,0,0,,,49,,,,,,0,288,9,297,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C04,105,53,17,4,7,3,5,15,7,2,0,0,0,,,43,,,,,,0,261,10,271,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C05,92,71,10,3,3,12,8,13,7,1,0,0,0,,,42,,,,,,0,262,7,269,675,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C06,99,66,13,4,5,5,6,22,4,0,0,0,0,,,56,,,,,,0,280,5,285,674,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,C07,125,70,11,4,5,5,7,13,7,0,0,0,0,,,49,,,,,,0,296,9,305,674,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,573,B,96,108,4,6,1,1,4,6,10,0,0,0,0,,,6,,,,,,0,242,16,258,490,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,573,C01,82,76,9,9,5,6,5,11,8,0,0,0,0,,,3,,,,,,0,214,10,224,490,,,,
,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,574,B,57,103,7,9,2,6,13,7,6,0,0,0,0,,,5,,,,,,0,215,8,223,469,,,,
,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,574,C01,55,112,3,7,4,5,11,1,2,1,0,0,0,,,5,,,,,,0,206,10,216,469,,,,
,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,575,B,77,97,8,12,6,4,7,5,3,0,0,0,0,,,10,,,,,,0,229,6,235,581,,,,
,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,575,C01,96,114,9,7,6,5,4,3,4,1,0,0,0,,,9,,,,,,0,258,8,266,581,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,576,B,70,121,6,4,1,4,3,6,5,0,0,0,0,,,4,,,,,,0,224,10,234,424,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,576,C01,83,92,4,2,5,1,2,6,2,0,1,1,0,,,4,,,,,,0,203,8,211,424,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,577,B,93,98,9,2,7,2,6,4,1,0,0,0,,,,9,,,,,,0,231,9,240,460,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,577,C01,81,91,11,1,8,1,3,1,2,1,0,0,0,,,6,,,,,,0,206,0,206,459,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,578,B,142,112,18,4,4,2,13,13,9,1,0,0,0,,,25,,,,,,0,343,11,354,747,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,579,B,92,103,18,3,7,7,7,6,4,0,0,0,0,,,16,,,,,,0,263,7,270,661,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,58,B,157,93,10,0,2,9,17,12,4,0,0,0,0,,,25,,,,,,0,329,13,342,640,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,580,B,66,46,7,2,6,2,20,9,6,0,1,0,0,,,7,,,,,,0,172,7,179,396,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,580,C01,65,57,5,3,4,4,20,6,7,0,0,0,1,,,9,,,,,,0,181,4,185,395,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,581,B,80,45,6,5,5,3,16,1,4,0,0,0,0,,,11,,,,,,2,176,5,183,383,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,581,C01,72,51,6,3,4,4,6,6,1,0,0,1,0,,,11,,,,,,0,165,2,167,383,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,582,B,60,72,5,0,2,2,15,2,6,0,0,1,0,,,10,,,,,,0,175,1,176,422,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,582,C01,72,48,4,6,5,1,6,6,5,0,0,0,0,,,0,,,,,,0,153,0,153,421,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,583,B,69,43,12,3,7,3,6,3,5,0,1,0,0,,,15,,,,,,0,167,0,167,418,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,583,C01,79,45,17,3,7,1,7,9,3,0,0,0,0,,,11,,,,,,0,182,6,188,417,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,584,B,64,33,7,3,4,3,6,8,6,0,0,0,0,,,9,,,,,,0,143,3,146,385,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,584,C01,71,45,11,2,7,1,8,6,5,0,0,0,0,,,21,,,,,,0,177,4,181,384,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,585,B,57,47,12,3,3,2,9,3,2,0,0,0,0,,,18,,,,,,0,156,3,159,389,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,585,C01,70,35,15,4,3,3,11,4,7,0,0,0,0,,,12,,,,,,0,164,12,176,389,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,586,B,92,30,8,2,1,7,6,0,7,0,0,0,0,,,6,,,,,,0,159,10,169,408,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,586,C01,98,43,7,3,6,0,4,4,6,1,0,0,0,,,14,,,,,,0,186,9,195,408,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,587,B,96,59,12,1,4,11,5,13,4,2,1,0,0,,,9,,,,,,0,217,8,225,471,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,587,C01,106,40,7,1,4,6,4,3,10,0,0,0,0,,,14,,,,,,0,195,5,200,471,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,588,B,87,53,17,2,4,4,5,3,1,0,0,1,0,,,13,,,,,,0,190,10,200,484,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,588,C01,89,53,10,3,2,4,4,7,3,1,0,1,0,,,23,,,,,,0,200,5,205,484,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,B,139,79,5,2,9,2,0,14,7,0,0,0,1,,,19,,,,,,0,277,10,287,750,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C01,126,69,16,4,4,4,8,6,4,0,0,0,0,,,16,,,,,,0,257,9,266,750,,,,
,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C02,114,80,14,5,7,2,11,8,3,1,0,1,0,,,25,,,,,,0,271,12,283,750,,,,
