ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
7,CHIAPAS,39,HUIXTAN,11,28,28,2149,3432,0,1792,0,485,1514,21,0,43,327,0,0,0,0,0,0,0,0,2,9791,473,10266,13435,0.7641
7,CHIAPAS,40,HUIXTLA,25,68,701,2378,132,266,5353,130,187,8067,1987,202,86,546,0,0,0,0,0,0,0,0,4,20035,680,20719,36772,0.5634
7,CHIAPAS,41,LA INDEPENDENCIA,15,47,11,108,0,39,13244,23,95,7587,21,0,0,37,0,0,0,0,0,0,0,0,13,21165,648,21826,28415,0.7681
7,CHIAPAS,42,IXHUATAN,4,11,0,261,2270,0,1727,557,28,207,3,0,0,23,0,0,0,0,0,0,0,0,1,5076,119,5196,6338,0.8198
7,CHIAPAS,43,IXTACOMITAN,6,13,179,2692,0,72,1626,0,18,10,18,0,0,645,0,0,0,0,0,0,0,0,0,5260,99,5359,6878,0.7792
7,CHIAPAS,44,IXTAPA,9,30,15,63,21,39,4115,54,38,3607,3787,0,0,1434,0,0,0,0,0,0,0,0,63,13173,187,13423,16602,0.8085
7,CHIAPAS,45,IXTAPANGAJOYA,2,7,6,1529,1,0,1888,0,6,22,3,0,0,12,0,0,0,0,0,0,0,0,0,3467,51,3518,4021,0.8749
7,CHIAPAS,46,JIQUIPILAS,24,53,437,623,383,0,9610,0,297,7336,458,107,0,1454,0,0,0,0,0,0,0,0,456,20705,638,21799,28859,0.7554
7,CHIAPAS,47,JITOTOL,7,21,18,4770,1920,64,2183,0,69,25,593,0,5,0,0,0,0,0,0,0,0,0,0,9647,309,9956,11132,0.8944
7,CHIAPAS,48,JUAREZ,13,29,93,2095,61,0,3777,0,118,166,124,0,14,3198,0,0,0,0,0,0,0,0,31,9646,314,9991,14570,0.6857
7,CHIAPAS,49,LARRAINZAR,10,29,0,5844,0,0,4398,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,290,10572,13501,0.7831
7,CHIAPAS,50,LA LIBERTAD,5,9,1157,871,12,0,37,0,9,1540,9,0,0,65,0,0,0,0,0,0,0,0,0,3700,63,3763,4320,0.8711
7,CHIAPAS,51,MAPASTEPEC,21,54,2636,2173,600,295,3551,0,85,1793,888,571,0,4776,0,0,0,0,0,0,0,0,25,17368,549,17942,30688,0.5847
7,CHIAPAS,52,LAS MARGARITAS,39,149,196,3891,10054,0,20444,919,458,7790,543,314,0,1896,0,0,0,0,0,0,0,0,59,46505,2904,49468,74164,0.667
7,CHIAPAS,53,MAZAPA DE MADERO,5,12,0,1467,503,37,1482,0,12,513,8,0,0,0,0,0,0,0,0,0,0,0,6,4022,83,4111,5532,0.7431
7,CHIAPAS,54,MAZATAN,15,36,189,2077,2364,219,3872,228,88,2931,118,0,259,0,0,0,0,0,0,0,0,0,59,12345,190,12594,18114,0.6953
7,CHIAPAS,55,METAPA DE DOMINGUEZ,2,7,28,433,113,0,1527,0,24,950,74,0,0,116,0,0,0,0,0,0,0,0,0,3265,61,3326,4378,0.7597
7,CHIAPAS,56,MITONTIC,5,11,0,1544,0,0,1168,0,41,1144,11,0,0,38,0,0,0,0,0,0,0,0,5,3946,309,4260,5921,0.7195
7,CHIAPAS,57,MOTOZINTLA,27,86,67,3613,352,2510,8258,695,114,9643,1266,272,93,128,0,0,0,0,0,0,0,0,2,27011,1154,28167,45056,0.6252
7,CHIAPAS,58,NICOLAS RUIZ,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,0
7,CHIAPAS,59,OCOSINGO,56,235,5466,10061,725,519,24047,10785,1340,288,3686,550,0,3340,0,0,0,0,0,0,0,0,198,60807,3679,64684,120502,0.5368
7,CHIAPAS,60,OCOTEPEC,3,10,4,3072,8,0,2312,0,8,4,6,0,0,534,0,0,0,0,0,0,0,0,1,5948,36,5985,6952,0.8609
7,CHIAPAS,61,OCOZOCOAUTLA DE ESPINOSA,28,97,2768,3377,4111,265,6012,8842,2128,7217,1141,371,108,1493,0,0,0,0,0,0,0,0,9,37833,1043,38885,57022,0.6819
7,CHIAPAS,62,OSTUACAN,10,24,72,4236,0,117,3320,39,90,299,27,0,0,1289,0,0,0,0,0,0,0,0,0,9489,197,9686,12069,0.8026
7,CHIAPAS,63,OSUMACINTA,2,5,608,111,17,0,746,0,508,171,6,0,0,0,0,0,0,0,0,0,0,0,0,2167,55,2222,2682,0.8285
7,CHIAPAS,64,OXCHUC,19,66,142,1025,575,99,10083,190,7117,2845,562,120,0,206,0,0,0,0,0,0,0,0,19,22964,1437,24420,31662,0.7713
7,CHIAPAS,65,PALENQUE,33,130,202,943,769,4794,14124,1101,1188,9746,2205,614,0,7016,0,0,780,0,0,0,0,0,3,43482,1700,45185,77462,0.5833
7,CHIAPAS,66,PANTELHO,8,22,15,0,3741,1399,2388,0,24,1461,10,8,3,189,0,0,0,0,0,0,0,0,1,9238,261,9500,11524,0.8244
7,CHIAPAS,67,PANTEPEC,5,15,2859,36,756,0,2151,0,35,5,28,0,0,230,0,0,0,0,0,0,0,0,0,6100,158,6258,7145,0.8759
7,CHIAPAS,68,PICHUCALCO,18,45,94,961,2517,161,5001,193,257,612,484,0,147,3336,0,0,0,0,0,0,0,0,4,13763,758,14525,21833,0.6653
7,CHIAPAS,69,PIJIJIAPAN,26,67,1585,4425,1770,0,6331,105,109,5328,1394,0,0,1800,0,0,0,0,0,0,0,0,3,22847,584,23434,34957,0.6704
7,CHIAPAS,70,EL PORVENIR,5,15,18,1009,70,397,2125,0,24,2478,91,16,0,35,0,0,0,0,0,0,0,0,1,6263,172,6436,8402,0.766
7,CHIAPAS,71,PUEBLO NUEVO SOLISTAHUACAN,9,27,58,777,5703,0,3325,145,45,377,31,0,0,2648,0,0,0,0,0,0,0,0,6,13109,352,13467,15561,0.8654
7,CHIAPAS,72,RAYON,3,10,8,83,1631,0,2031,0,12,82,29,0,0,765,0,0,0,0,0,0,0,0,0,4641,0,4641,5475,0.8477
7,CHIAPAS,73,REFORMA,18,48,81,2740,938,145,11252,152,137,1124,236,0,160,289,0,0,0,0,0,0,0,0,103,17254,308,17665,27716,0.6374
7,CHIAPAS,74,LAS ROSAS,12,30,62,1464,145,302,3401,21,170,3124,115,0,0,2727,0,0,0,0,0,0,0,0,4,11531,592,12127,16511,0.7345
7,CHIAPAS,75,SABANILLA,10,31,15,36,6162,26,7359,0,53,92,76,0,0,325,0,0,0,0,0,0,0,0,1,14144,260,14405,16307,0.8834
7,CHIAPAS,76,SALTO DE AGUA,21,70,248,1709,7407,155,10392,151,109,2978,649,425,0,2884,0,0,0,0,0,0,0,0,1,27107,891,27999,37981,0.7372
7,CHIAPAS,77,SAN CRISTOBAL DE LAS CASAS,52,198,2661,5887,7359,905,13703,803,448,4082,9401,0,1453,8336,0,0,0,0,0,0,0,0,716,55038,3404,59158,121183,0.4882
7,CHIAPAS,78,SAN FERNANDO,13,39,390,4311,134,563,5360,95,109,286,62,0,18,5400,0,0,0,665,0,0,0,0,63,17393,570,18026,23209,0.7767
7,CHIAPAS,79,SAN JUAN CANCUC,9,33,88,8896,176,0,5916,0,80,228,0,0,0,305,0,0,0,0,0,0,0,0,0,15689,480,16169,18749,0.8624
7,CHIAPAS,80,SAN LUCAS,2,7,3,1252,329,0,1603,0,6,2,1,0,0,476,0,0,0,0,0,0,0,0,0,3672,32,3704,4545,0.815
7,CHIAPAS,81,SILTEPEC,18,47,439,2836,1815,303,4119,312,72,5834,103,101,0,950,0,0,0,0,0,0,0,0,5,16884,584,17473,24615,0.7099
7,CHIAPAS,82,SIMOJOVEL,15,48,24,9349,89,107,10703,0,184,41,266,0,0,21,0,0,0,0,0,0,0,0,0,20784,474,21258,25651,0.8287
7,CHIAPAS,83,SITALA,4,13,0,13,0,6,3298,0,6,8,2,0,4,3391,0,0,0,0,0,0,0,0,0,6728,73,6801,8045,0.8454
7,CHIAPAS,84,SOCOLTENANGO,7,22,0,4831,0,0,4057,0,31,355,103,24,0,7,0,0,0,0,0,0,0,0,1,9408,183,9592,12349,0.7767
7,CHIAPAS,85,SOLOSUCHIAPA,3,11,441,1305,0,0,1625,0,17,5,44,0,9,941,0,0,0,0,0,0,0,0,0,4387,102,4489,5407,0.8302
7,CHIAPAS,86,SOYALO,4,12,224,2101,121,0,1647,17,274,601,28,0,27,256,0,0,0,0,0,0,0,0,0,5296,98,5394,6562,0.822
7,CHIAPAS,87,SUCHIAPA,7,23,1579,784,89,52,4565,6,43,3224,84,0,0,947,0,0,0,0,0,0,0,0,100,11373,212,11685,15050,0.7764
7,CHIAPAS,88,SUCHIATE,17,41,1476,3246,67,358,4932,1295,70,739,2410,86,0,80,0,0,0,0,0,0,0,0,0,14759,400,15159,21661,0.6998
7,CHIAPAS,89,SUNUAPA,1,3,0,12,0,0,541,0,601,27,2,0,0,340,0,0,0,0,0,0,0,0,0,1523,30,1553,1745,0.89
7,CHIAPAS,90,TAPACHULA,172,399,4337,20796,1711,1849,20073,1031,1318,4485,29208,1142,615,4682,0,0,0,0,1594,0,0,0,84,92841,4093,97018,218803,0.4434
7,CHIAPAS,91,TAPALAPA,2,6,0,1224,1300,0,99,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,2632,40,2672,3152,0.8477
7,CHIAPAS,92,TAPILULA,5,14,59,208,49,88,1800,887,33,784,11,0,52,1800,0,0,0,0,0,0,0,0,1,5771,183,5955,7742,0.7692
7,CHIAPAS,93,TECPATAN,13,28,29,2504,0,0,3838,17,51,108,91,0,11,1281,0,0,0,0,0,2744,0,0,0,10674,391,11065,14061,0.7869
7,CHIAPAS,94,TENEJAPA,16,50,31,6641,4244,82,6489,0,43,277,81,24,0,183,0,0,0,0,0,0,0,0,0,18095,696,18791,23865,0.7874
7,CHIAPAS,95,TEOPISCA,10,37,162,3839,52,64,8201,66,97,786,114,106,0,3355,0,0,0,0,0,0,0,0,6,16842,777,17625,22831,0.772
7,CHIAPAS,96,TILA,22,82,73,10264,2813,250,16136,0,115,578,517,0,0,291,0,0,0,0,0,0,0,0,5,31037,1502,32544,44548,0.7305
7,CHIAPAS,97,TONALA,44,118,1433,9715,844,2379,12466,3391,303,2598,701,0,0,711,0,0,0,0,0,0,0,0,30,34541,859,35430,63075,0.5617
7,CHIAPAS,98,TOTOLAPA,2,10,5,5,2351,0,2004,0,0,95,4,0,0,0,0,0,0,0,0,0,0,0,2,4464,31,4497,4858,0.9257
7,CHIAPAS,99,LA TRINITARIA,36,90,148,311,271,245,21036,0,170,337,147,0,0,17197,0,0,0,0,0,0,0,0,118,39862,1253,41233,53505,0.7706
7,CHIAPAS,100,TUMBALA,12,38,26,324,45,426,8736,35,116,1101,476,96,0,5512,0,0,0,0,0,0,0,0,4,16893,529,17426,20577,0.8469
7,CHIAPAS,101,TUXTLA CHICO,22,51,1706,3386,2874,0,4943,478,49,1901,525,52,32,2567,0,0,0,0,0,0,0,0,0,18513,627,19140,28451,0.6727
7,CHIAPAS,102,TUXTLA GUTIERREZ,232,662,65719,15908,2389,2023,46756,1819,1400,1882,15105,1127,1767,1915,0,0,0,0,0,0,3740,0,169,161550,5529,167248,408925,0.409
7,CHIAPAS,103,TUZANTAN,16,35,241,4455,1249,0,3152,227,62,1100,1783,0,0,362,0,0,0,0,0,0,0,0,1,12631,372,13004,19233,0.6761
7,CHIAPAS,104,TZIMOL,7,19,12,4449,0,18,3991,0,11,3,165,0,0,12,0,0,0,0,0,0,0,0,9,8661,165,8835,10588,0.8344
7,CHIAPAS,105,UNION JUAREZ,8,19,2450,817,181,190,1858,0,180,285,1374,120,0,109,0,0,0,0,0,0,0,0,8,7564,217,7789,10473,0.7437
7,CHIAPAS,106,VENUSTIANO CARRANZA,25,68,298,5207,126,404,11336,555,414,235,595,153,19,2893,0,0,0,0,0,0,0,491,25,22726,1514,24265,39449,0.6151
7,CHIAPAS,107,VILLACOMALTITLAN,16,37,171,127,40,1325,4968,0,351,3735,219,0,6,2742,0,0,0,0,0,0,0,0,1,13684,316,14001,20177,0.6939
7,CHIAPAS,108,VILLA CORZO,23,69,123,6562,179,320,8409,124,169,7142,2933,215,0,1761,0,0,0,0,0,0,0,0,15,27937,747,28699,41386,0.6934
7,CHIAPAS,109,VILLAFLORES,46,126,1007,5125,2864,561,13340,398,431,399,3411,396,0,15182,0,0,0,0,0,0,0,0,9,43114,1424,44547,70903,0.6283
7,CHIAPAS,110,YAJALON,13,40,74,5455,0,159,6980,0,112,3031,591,41,9,463,0,0,0,0,0,0,0,0,1,16915,747,17663,23458,0.753
7,CHIAPAS,111,ZINACANTAN,15,44,0,14571,54,0,7710,0,81,36,24,0,9,119,0,0,0,0,0,0,0,0,0,22604,340,22944,24509,0.9361
7,CHIAPAS,112,ALDAMA,4,9,0,1525,0,0,859,0,11,7,14,0,5,37,0,0,0,0,0,0,0,0,1,2458,95,2554,3128,0.8165
7,CHIAPAS,113,BENEMERITO DE LAS AMERICAS,8,25,152,1638,0,353,1687,0,34,2851,214,0,0,887,0,0,0,0,0,0,0,0,0,7816,179,7995,11911,0.6712
7,CHIAPAS,114,MARAVILLA TENEJAPA,9,22,0,74,2011,0,1907,4,0,13,2,0,0,1523,0,0,0,0,0,0,0,0,0,5534,120,5654,7695,0.7348
7,CHIAPAS,115,MARQUES DE COMILLAS,9,18,2326,0,0,0,2572,0,8,26,6,0,0,440,0,0,0,0,0,0,0,0,0,5378,86,5464,6888,0.7933
7,CHIAPAS,116,MONTECRISTO DE GUERRERO,4,9,62,215,108,0,1168,0,273,1329,150,0,0,835,0,0,0,0,0,0,0,0,0,4140,93,4233,4914,0.8614
7,CHIAPAS,117,SAN ANDRES DURAZNAL,2,5,0,333,0,0,674,0,14,381,2,0,0,606,0,0,0,0,0,0,0,0,1,2010,55,2066,2939,0.703
7,CHIAPAS,118,SANTIAGO EL PINAR,1,3,0,0,0,0,1009,0,0,706,0,0,0,5,0,0,0,0,0,0,0,0,0,1720,7,1727,1955,0.8834
7,CHIAPAS,119,BELISARIO DOMINGUEZ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0
7,CHIAPAS,120,EMILIANO ZAPATA,7,13,276,891,7,0,1844,11,172,476,30,0,0,1882,0,0,0,0,0,0,0,0,10,5589,96,5695,7509,0.7584
7,CHIAPAS,121,MEZCALAPA,14,30,136,3463,959,0,3933,93,67,1020,211,0,0,153,0,0,0,0,0,0,0,0,2,10035,310,10347,14218,0.7277
7,CHIAPAS,122,EL PARRAL,6,17,26,1132,34,1911,1627,102,329,1229,43,0,0,1081,0,0,0,0,0,0,0,0,0,7514,122,7636,10186,0.7497
