Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 72 - PURUANDIRO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C2,AC,Urna tradicional,200,133,43,20,0,2,2,,,,,0,,0,,,0,,0,0,400,740
C3,AC,Urna tradicional,194,105,49,21,6,2,2,,,,,0,,0,,,0,,1,20,400,740
Total,,,831,486,163,94,19,4,5,0,0,0,0,8,0,4,0,0,1,0,1,56,1672,2959
Sección 1610 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,132,17,6,5,0,0,,,,,0,,0,,,0,,0,2,253,447
C1,AC,Urna tradicional,107,115,28,11,5,0,1,,,,,1,,5,,,0,,0,5,278,448
Total,,,198,247,45,17,10,0,1,0,0,0,0,1,0,5,0,0,0,0,0,7,531,895
Sección 1611 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,174,34,16,2,0,1,,,,,3,,4,,,0,,0,12,375,670
C1,AC,Urna tradicional,121,150,43,19,11,2,4,,,,,2,,4,,,2,,0,11,369,670
C2,AC,Urna tradicional,120,166,49,19,6,0,2,,,,,4,,10,,,2,,0,8,386,671
Total,,,370,490,126,54,19,2,7,0,0,0,0,9,0,18,0,0,4,0,0,31,1130,2011
Sección 1612 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,89,53,26,5,1,1,,,,,6,,4,,,2,,0,12,347,567
C1,AC,Urna tradicional,126,103,41,21,0,0,8,,,,,6,,4,,,0,,0,20,329,568
Total,,,274,192,94,47,5,1,9,0,0,0,0,12,0,8,0,0,2,0,0,32,676,1135
Sección 1613 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,139,143,49,31,2,2,0,,,,,7,,2,,,0,,1,16,392,666
C1,AC,Urna tradicional,131,155,45,40,8,1,3,,,,,3,,4,,,1,,0,15,406,666
C2,AC,Urna tradicional,128,132,62,36,5,2,4,,,,,4,,1,,,0,,2,16,392,667
C3,AC,Urna tradicional,135,134,43,31,3,1,3,,,,,0,,0,,,0,,0,16,366,667
Total,,,533,564,199,138,18,6,10,0,0,0,0,14,0,7,0,0,1,0,3,63,1556,2666
Sección 1614 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,124,35,22,6,1,2,,,,,5,,5,,,0,,1,13,329,603
C1,AC,Urna tradicional,128,136,45,24,2,0,0,,,,,3,,2,,,0,,0,7,347,604
Total,,,243,260,80,46,8,1,2,0,0,0,0,8,0,7,0,0,0,0,1,20,676,1207
Sección 1615 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,22,75,9,5,2,0,,,,,2,,0,,,0,,0,12,273,640
C1,AC,Urna tradicional,145,30,77,12,4,1,1,,,,,0,,1,,,1,,0,13,285,641
C2,AC,Urna tradicional,117,31,67,14,4,1,2,,,,,0,,0,,,0,,0,4,240,641
Total,,,408,83,219,35,13,4,3,0,0,0,0,2,0,1,0,0,1,0,0,29,798,1922
Sección 1616 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,18,46,10,1,1,0,,,,,1,,0,,,0,,0,13,218,563
C1,AC,Urna tradicional,119,26,52,17,2,4,1,,,,,0,,0,,,0,,0,11,232,564
Total,,,247,44,98,27,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,24,450,1127
Sección 1617 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,27,132,10,1,0,0,,,,,1,,2,,,0,,0,11,266,526
C1,AC,Urna tradicional,67,14,107,9,3,1,1,,,,,3,,0,,,3,,0,31,239,526
Total,,,149,41,239,19,4,1,1,0,0,0,0,4,0,2,0,0,3,0,0,42,505,1052
Sección 1618 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,32,135,28,1,1,2,,,,,2,,2,,,0,,0,8,286,617
C1,AC,Urna tradicional,67,36,112,18,4,0,5,,,,,0,,0,,,0,,0,11,253,617
Total,,,142,68,247,46,5,1,7,0,0,0,0,2,0,2,0,0,0,0,0,19,539,1234
Sección 1619 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,18,99,46,1,0,0,,,,,1,,0,,,2,,0,5,212,538
C1,AC,Urna tradicional,46,47,74,49,2,1,2,,,,,2,,1,,,2,,0,8,234,539
Total,,,86,65,173,95,3,1,2,0,0,0,0,3,0,1,0,0,4,0,0,13,446,1077
Sección 1620 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,43,69,26,1,0,0,,,,,0,,0,,,0,,0,14,196,418
C1,AC,Urna tradicional,41,46,58,31,0,0,0,,,,,1,,0,,,2,,0,4,183,419
Total,,,84,89,127,57,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,18,379,837
Sección 1621 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,9,21,7,0,2,0,,,,,0,,0,,,0,,0,4,119,437
C1,AC,Urna tradicional,71,9,29,1,0,0,0,,,,,0,,0,,,0,,0,7,117,438
Total,,,147,18,50,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,236,875
Sección 1622 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,11,49,3,0,0,0,,,,,0,,0,,,0,,0,15,235,740
Total,,,157,11,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,235,740
Sección 1623 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,22,122,12,0,1,1,,,,,0,,1,,,1,,0,6,222,532
C1,AC,Urna tradicional,61,35,83,10,2,0,1,,,,,2,,2,,,0,,0,8,204,532
C2,AC,Urna tradicional,50,46,78,6,4,1,1,,,,,3,,1,,,1,,0,11,202,532
Total,,,167,103,283,28,6,2,3,0,0,0,0,5,0,4,0,0,2,0,0,25,628,1596
Sección 1624 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,39,77,11,1,0,0,,,,,1,,0,,,0,,0,14,258,739
C1,AC,Urna tradicional,95,75,88,13,0,0,0,,,,,0,,0,,,0,,0,12,283,739
C2,AC,Urna tradicional,111,34,104,23,0,0,0,,,,,0,,0,,,0,,0,13,285,740
Total,,,321,148,269,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,826,2218
Sección 1625 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,44,87,34,1,1,5,,,,,1,,3,,,2,,0,10,287,573
C1,AC,Urna tradicional,115,35,77,29,1,0,4,,,,,3,,0,,,1,,0,10,275,573
C2,AC,Urna tradicional,91,28,66,21,4,2,4,,,,,1,,0,,,0,,0,16,233,573
C3,AC,Urna tradicional,110,36,60,32,3,1,4,,,,,1,,2,,,2,,0,10,261,573
Total,,,415,143,290,116,9,4,17,0,0,0,0,6,0,5,0,0,5,0,0,46,1056,2292
Sección 1626 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,105,93,21,0,0,0,,,,,0,,0,,,0,,0,13,265,522
C1,AC,Urna tradicional,37,69,117,26,2,1,1,,,,,0,,0,,,1,,0,17,271,522
Total,,,70,174,210,47,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,536,1044
Sección 1627 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,57,129,26,1,0,0,,,,,0,,0,,,0,,0,10,258,482
Total,,,35,57,129,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,258,482
Sección 1628 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,72,68,39,4,0,0,,,,,0,,0,,,0,,1,6,205,539
C1,AC,Urna tradicional,12,85,56,30,6,0,0,,,,,0,,0,,,0,,0,9,198,540
Total,,,27,157,124,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,403,1079
Sección 1629 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,26,81,9,3,1,0,,,,,1,,0,,,2,,0,5,179,523
C1,AC,Urna tradicional,49,45,53,13,2,1,1,,,,,0,,2,,,0,,0,0,166,523
C2,AC,Urna tradicional,58,23,66,13,0,1,1,,,,,0,,0,,,0,,0,8,170,524
Total,,,158,94,200,35,5,3,2,0,0,0,0,1,0,2,0,0,2,0,0,13,515,1570
Sección 1630 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,56,117,10,2,1,0,,,,,0,,0,,,2,,0,17,308,737
Total,,,103,56,117,10,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,17,308,737
Sección 1631 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,14,66,50,2,1,1,,,,,0,,0,,,0,,0,7,160,435
C1,AC,Urna tradicional,24,12,73,51,2,1,1,,,,,0,,0,,,2,,0,11,177,435
Total,,,43,26,139,101,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,18,337,870
Sección 1632 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,41,192,29,2,0,1,,,,,0,,0,,,0,,0,6,277,663
C1,AC,Urna tradicional,13,48,177,25,2,3,0,,,,,0,,1,,,0,,0,9,278,664
Total,,,19,89,369,54,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,15,555,1327
Sección 1633 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,28,36,3,2,1,1,,,,,1,,0,,,0,,0,8,158,729
C1,AC,Urna tradicional,62,35,34,6,2,0,2,,,,,0,,2,,,0,,0,5,148,729
Total,,,140,63,70,9,4,1,3,0,0,0,0,1,0,2,0,0,0,0,0,13,306,1458
Sección 1634 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,43,41,6,5,4,0,,,,,3,,0,,,0,,0,9,176,470
C1,AC,Urna tradicional,64,28,29,7,2,2,3,,,,,0,,0,,,0,,0,7,142,470
Total,,,129,71,70,13,7,6,3,0,0,0,0,3,0,0,0,0,0,0,0,16,318,940
Sección 1635 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,28,73,22,3,0,0,,,,,0,,0,,,2,,0,16,232,614
C1,AC,Urna tradicional,90,34,59,20,2,2,2,,,,,0,,0,,,0,,1,11,221,614
C2,AC,Urna tradicional,98,16,71,30,0,1,0,,,,,0,,1,,,1,,0,7,225,614
Total,,,276,78,203,72,5,3,2,0,0,0,0,0,0,1,0,0,3,0,1,34,678,1842
Sección 1636 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,72,70,39,0,0,0,,,,,2,,0,,,1,,0,15,230,715
C1,AC,Urna tradicional,35,76,61,11,0,3,0,,,,,0,,3,,,0,,0,9,198,716
Total,,,66,148,131,50,0,3,0,0,0,0,0,2,0,3,0,0,1,0,0,24,428,1431
Sección 1637 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,52,45,59,18,3,0,2,,,,,0,,0,,,0,,0,9,188,679
C1,AC,Urna tradicional,45,29,59,21,2,1,0,,,,,0,,0,,,0,,0,9,166,680
C2,AC,Urna tradicional,61,30,42,16,2,3,1,,,,,0,,0,,,0,,0,7,162,680
Total,,,158,104,160,55,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,25,516,2039
Sección 1638 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,40,40,74,2,0,1,,,,,2,,0,,,1,,0,19,305,630
C1,AC,Urna tradicional,109,27,29,57,1,2,0,,,,,0,,0,,,0,,0,5,230,630
C2,AC,Urna tradicional,90,36,40,42,1,0,2,,,,,0,,0,,,0,,0,0,211,630
Total,,,325,103,109,173,4,2,3,0,0,0,0,2,0,0,0,0,1,0,0,24,746,1890
Sección 1639 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,14,33,29,2,2,0,,,,,0,,0,,,0,,0,3,141,632
Total,,,58,14,33,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,632
Sección 1640 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,22,43,8,4,0,0,,,,,0,,0,,,0,,0,5,140,558
C1,AC,Urna tradicional,89,15,25,10,6,0,0,,,,,0,,0,,,0,,0,9,154,558
Total,,,147,37,68,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,294,1116
Sección 1641 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,107,86,22,5,4,0,,,,,0,,0,,,0,,0,9,272,545
C1,AC,Urna tradicional,39,75,115,22,1,1,0,,,,,1,,4,,,3,,0,13,274,545
Total,,,78,182,201,44,6,5,0,0,0,0,0,1,0,4,0,0,3,0,0,22,546,1090
Sección 1642 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,94,80,16,2,1,0,,,,,1,,1,,,2,,0,17,236,719
Total,,,22,94,80,16,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,17,236,719
Sección 1643 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,61,39,5,1,0,0,,,,,0,,0,,,0,,0,1,117,452
C1,AC,Urna tradicional,14,54,59,4,1,0,0,,,,,1,,0,,,0,,0,3,136,453
Total,,,24,115,98,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,253,905
Sección 1644 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,23,82,5,0,3,1,,,,,0,,0,,,0,,0,4,128,458
C1,AC,Urna tradicional,20,27,71,7,1,1,1,,,,,0,,0,,,0,,0,4,132,459
Total,,,30,50,153,12,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,260,917
Sección 1645 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,21,98,7,4,4,0,,,,,0,,0,,,0,,0,0,143,501
C1,AC,Urna tradicional,19,28,117,6,1,1,0,,,,,0,,0,,,0,,1,13,186,501
Total,,,28,49,215,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,13,329,1002
Sección 1646 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,60,87,14,1,3,0,,,,,1,,0,,,0,,0,12,237,543
C1,AC,Urna tradicional,81,56,101,13,2,2,0,,,,,0,,0,,,0,,1,10,266,543
C2,AC,Urna tradicional,91,26,101,9,3,0,1,,,,,1,,0,,,0,,1,14,247,544
Total,,,231,142,289,36,6,5,1,0,0,0,0,2,0,0,0,0,0,0,2,36,750,1630
Total municipal,,,10342,7394,6839,2144,300,103,135,0,0,0,0,200,0,123,0,0,52,0,14,1046,28692,63705
