DISTRITO,CABECERA,CODIGO MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PC,PT,PVEM,PPS,PDM
7,CANANEA,19,CANANEA,74,B,460,339,121,0,0,7,0,4
7,CANANEA,19,CANANEA,75,B,431,426,108,0,0,11,0,12
7,CANANEA,19,CANANEA,76,B,399,298,60,0,0,8,0,1
7,CANANEA,19,CANANEA,77,B,294,284,87,0,0,7,0,2
11,URES,20,CARBO,329,B,695,458,0,3,0,0,0,0
11,URES,20,CARBO,330,B,347,244,0,0,0,0,0,0
14,HERMOSILLO NORESTE,21,LA COLORADA,335,B,111,96,7,0,0,0,0,0
14,HERMOSILLO NORESTE,21,LA COLORADA,334,B,128,125,0,0,0,0,0,0
14,HERMOSILLO NORESTE,21,LA COLORADA,333,B,77,76,0,0,0,0,0,0
14,HERMOSILLO NORESTE,21,LA COLORADA,332,B,95,176,17,0,0,0,0,0
14,HERMOSILLO NORESTE,21,LA COLORADA,331,B,155,174,1,0,0,0,0,0
8,ARIZPE,22,CUCURPE,89,B,237,184,0,0,0,0,0,0
8,ARIZPE,22,CUCURPE,90,B,18,68,0,0,0,0,0,0
8,ARIZPE,22,CUCURPE,91,B,42,14,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,94,X,81,58,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,99,B,134,187,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,98,B,129,96,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,97,B,222,229,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,96,B,194,234,0,0,0,0,0,11
9,MOCTEZUMA,23,CUMPAS,95,B,42,40,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,94,B,254,243,0,0,0,0,0,0
9,MOCTEZUMA,23,CUMPAS,93,B,279,237,0,0,0,0,0,1
9,MOCTEZUMA,23,CUMPAS,92,B,155,113,0,0,0,0,0,1
9,MOCTEZUMA,24,DIVISADEROS,100,B,217,320,0,0,0,0,0,0
15,GUAYMAS,25,EMPALME,1014,B,118,240,302,0,78,1,0,2
15,GUAYMAS,25,EMPALME,1013,B,108,216,282,1,48,11,0,1
15,GUAYMAS,25,EMPALME,1012,B,119,250,111,0,11,5,0,0
15,GUAYMAS,25,EMPALME,1011,B,136,416,159,1,24,14,0,0
15,GUAYMAS,25,EMPALME,1010,B,166,345,221,0,33,28,0,3
15,GUAYMAS,25,EMPALME,1009,B,79,187,300,1,43,10,0,1
15,GUAYMAS,25,EMPALME,1015,B,127,186,295,2,20,2,0,2
15,GUAYMAS,25,EMPALME,1016,B,18,152,176,0,37,0,0,0
15,GUAYMAS,25,EMPALME,1017,B,171,177,328,9,68,7,0,1
15,GUAYMAS,25,EMPALME,1018,B,33,167,137,0,5,2,0,0
15,GUAYMAS,25,EMPALME,1019,B,45,116,74,0,35,2,0,0
15,GUAYMAS,25,EMPALME,1020,B,27,81,158,0,12,2,0,0
15,GUAYMAS,25,EMPALME,1021,B,38,199,160,5,18,0,0,0
15,GUAYMAS,25,EMPALME,1015,X,18,48,122,0,10,3,0,1
15,GUAYMAS,25,EMPALME,1020,X,40,103,58,2,21,3,0,1
15,GUAYMAS,25,EMPALME,1008,B,66,262,170,0,12,4,0,0
15,GUAYMAS,25,EMPALME,1007,B,119,301,224,3,18,12,0,0
15,GUAYMAS,25,EMPALME,992,B,77,133,154,1,39,3,0,3
15,GUAYMAS,25,EMPALME,993,B,99,110,209,2,22,5,0,1
15,GUAYMAS,25,EMPALME,994,B,83,185,258,2,71,4,0,4
15,GUAYMAS,25,EMPALME,995,B,80,157,238,3,39,2,0,0
15,GUAYMAS,25,EMPALME,996,B,58,194,352,0,44,2,0,1
15,GUAYMAS,25,EMPALME,997,B,27,92,170,1,77,1,0,0
15,GUAYMAS,25,EMPALME,998,B,149,269,413,7,78,10,0,0
15,GUAYMAS,25,EMPALME,999,B,110,195,290,1,51,8,0,0
15,GUAYMAS,25,EMPALME,1000,B,152,259,345,2,85,9,0,1
15,GUAYMAS,25,EMPALME,1006,B,177,204,151,3,23,4,0,0
15,GUAYMAS,25,EMPALME,1005,B,41,86,66,0,14,0,0,0
15,GUAYMAS,25,EMPALME,1004,B,181,254,261,2,49,4,0,0
15,GUAYMAS,25,EMPALME,1003,B,108,219,230,3,28,12,0,0
15,GUAYMAS,25,EMPALME,1002,B,74,122,300,1,31,4,0,0
15,GUAYMAS,25,EMPALME,1001,B,138,177,364,4,68,3,0,0
20,ETCHOJOA,26,ETCHOJOA,1178,B,63,399,566,0,5,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1177,B,21,50,117,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1176,B,12,152,289,0,14,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1175,B,6,115,138,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1174,B,79,405,500,0,4,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1173,B,28,125,147,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1172,B,35,167,191,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1171,B,57,280,275,0,4,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1179,B,20,136,140,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1180,B,10,170,205,0,6,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1181,B,34,344,490,0,12,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1158,X,11,12,78,0,0,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1188,B,54,197,329,0,6,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1187,B,43,214,314,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1186,B,133,132,287,0,20,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1185,B,28,177,238,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1184,B,36,218,573,0,10,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1183,B,51,158,521,0,8,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1182,B,33,157,377,0,17,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1170,B,82,399,232,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1169,B,6,86,176,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1168,B,33,404,497,0,9,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1153,B,1,185,193,0,0,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1145,B,59,227,292,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1144,B,5,22,85,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1143,B,16,100,130,0,6,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1141,B,200,149,206,0,10,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1140,B,209,286,281,0,4,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1139,B,188,189,171,0,14,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1138,B,74,210,347,0,11,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1154,B,11,26,74,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1158,B,21,190,296,0,0,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1159,B,44,241,373,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1167,B,26,193,232,0,3,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1166,B,12,245,327,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1165,B,93,258,323,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1164,B,2,119,150,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1163,B,25,176,320,0,2,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1162,B,10,147,356,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1161,B,4,142,288,0,1,0,0,0
20,ETCHOJOA,26,ETCHOJOA,1160,B,10,194,285,0,2,0,0,0
5,AGUA PRIETA,27,FRONTERAS,103,X,7,79,0,0,74,0,0,0
5,AGUA PRIETA,27,FRONTERAS,105,B,288,126,0,0,152,0,0,0
5,AGUA PRIETA,27,FRONTERAS,104,B,168,209,0,0,376,0,0,3
5,AGUA PRIETA,27,FRONTERAS,103,B,19,79,0,0,228,0,0,3
5,AGUA PRIETA,27,FRONTERAS,102,B,22,92,0,0,28,0,0,3
5,AGUA PRIETA,27,FRONTERAS,101,B,202,308,0,0,83,0,0,10
9,MOCTEZUMA,28,GRANADOS,106,B,321,379,0,0,0,0,0,0
15,GUAYMAS,29,GUAYMAS,1075,B,113,187,249,20,4,9,2,7
15,GUAYMAS,29,GUAYMAS,1076,B,90,164,404,6,6,8,11,2
15,GUAYMAS,29,GUAYMAS,1077,B,16,16,22,0,1,0,0,0
15,GUAYMAS,29,GUAYMAS,1078,B,55,125,147,2,5,4,0,2
15,GUAYMAS,29,GUAYMAS,1079,B,40,84,111,1,7,4,0,0
15,GUAYMAS,29,GUAYMAS,1080,B,103,163,204,7,9,6,1,9
15,GUAYMAS,29,GUAYMAS,1081,B,115,213,156,4,8,7,2,3
15,GUAYMAS,29,GUAYMAS,1082,B,146,144,165,0,3,12,0,1
15,GUAYMAS,29,GUAYMAS,1074,B,58,81,87,4,1,3,0,7
15,GUAYMAS,29,GUAYMAS,1073,B,124,229,379,4,9,7,1,15
15,GUAYMAS,29,GUAYMAS,1072,B,109,220,250,3,18,4,1,37
15,GUAYMAS,29,GUAYMAS,1064,B,99,271,281,3,8,6,0,2
15,GUAYMAS,29,GUAYMAS,1065,B,78,221,202,6,5,24,1,1
15,GUAYMAS,29,GUAYMAS,1066,B,120,269,276,4,17,6,1,2
15,GUAYMAS,29,GUAYMAS,1067,B,115,201,323,25,4,3,10,4
15,GUAYMAS,29,GUAYMAS,1068,B,134,295,300,3,5,4,3,7
15,GUAYMAS,29,GUAYMAS,1069,B,196,276,324,13,6,4,0,38
15,GUAYMAS,29,GUAYMAS,1070,B,156,197,360,13,4,6,4,14
15,GUAYMAS,29,GUAYMAS,1071,B,93,236,340,8,6,6,3,4
15,GUAYMAS,29,GUAYMAS,1083,B,134,274,130,3,6,6,4,1
15,GUAYMAS,29,GUAYMAS,1084,B,157,275,163,3,3,0,0,4
15,GUAYMAS,29,GUAYMAS,1085,B,22,168,189,0,1,2,0,1
15,GUAYMAS,29,GUAYMAS,1096,B,45,125,214,10,5,5,1,0
15,GUAYMAS,29,GUAYMAS,1097,B,38,168,345,5,3,2,0,5
15,GUAYMAS,29,GUAYMAS,1098,B,34,299,458,2,5,5,0,2
15,GUAYMAS,29,GUAYMAS,1099,B,23,66,192,1,0,1,0,0
15,GUAYMAS,29,GUAYMAS,1100,B,5,143,118,0,0,0,0,0
15,GUAYMAS,29,GUAYMAS,1034,X,8,34,34,1,2,0,0,0
15,GUAYMAS,29,GUAYMAS,1082,X,19,25,8,1,3,2,0,0
15,GUAYMAS,29,GUAYMAS,1089,X,6,95,39,0,0,1,0,0
15,GUAYMAS,29,GUAYMAS,1095,B,37,122,310,11,3,1,1,2
15,GUAYMAS,29,GUAYMAS,1094,B,54,186,322,6,11,11,3,3
15,GUAYMAS,29,GUAYMAS,1086,B,10,41,4,0,0,0,0,0
15,GUAYMAS,29,GUAYMAS,1087,B,9,89,115,0,1,0,0,0
15,GUAYMAS,29,GUAYMAS,1088,B,54,105,92,0,3,6,1,0
15,GUAYMAS,29,GUAYMAS,1089,B,37,244,220,2,4,4,0,0
15,GUAYMAS,29,GUAYMAS,1090,B,165,253,210,2,6,1,4,11
15,GUAYMAS,29,GUAYMAS,1091,B,42,113,101,2,2,1,1,1
15,GUAYMAS,29,GUAYMAS,1092,B,25,103,177,2,3,9,1,0
15,GUAYMAS,29,GUAYMAS,1093,B,33,133,220,2,4,7,1,0
15,GUAYMAS,29,GUAYMAS,1091,X,16,15,17,1,0,0,0,0
15,GUAYMAS,29,GUAYMAS,1063,B,64,155,147,3,6,4,0,4
15,GUAYMAS,29,GUAYMAS,1022,B,173,254,369,3,11,8,0,6
15,GUAYMAS,29,GUAYMAS,1033,B,21,38,78,1,8,2,0,0
15,GUAYMAS,29,GUAYMAS,1034,B,155,242,275,2,17,3,0,4
15,GUAYMAS,29,GUAYMAS,1035,B,169,191,279,3,17,10,1,1
15,GUAYMAS,29,GUAYMAS,1036,B,78,184,385,1,11,2,0,2
15,GUAYMAS,29,GUAYMAS,1037,B,97,168,228,3,11,4,0,6
15,GUAYMAS,29,GUAYMAS,1038,B,90,144,281,2,13,4,1,2
15,GUAYMAS,29,GUAYMAS,1039,B,166,228,331,3,13,8,0,4
15,GUAYMAS,29,GUAYMAS,1040,B,200,248,245,1,7,7,4,3
15,GUAYMAS,29,GUAYMAS,1032,B,120,199,203,5,17,6,1,2
15,GUAYMAS,29,GUAYMAS,1031,B,94,175,253,2,16,7,1,1
15,GUAYMAS,29,GUAYMAS,1023,B,224,302,334,4,8,7,2,0
15,GUAYMAS,29,GUAYMAS,1024,B,265,270,145,3,5,5,3,3
15,GUAYMAS,29,GUAYMAS,1025,B,95,149,164,0,4,3,1,1
15,GUAYMAS,29,GUAYMAS,1026,B,130,193,216,2,7,0,1,3
15,GUAYMAS,29,GUAYMAS,1027,B,145,213,284,9,5,4,1,2
15,GUAYMAS,29,GUAYMAS,1028,B,176,346,438,2,9,6,2,4
15,GUAYMAS,29,GUAYMAS,1029,B,163,249,315,3,13,6,1,5
15,GUAYMAS,29,GUAYMAS,1030,B,40,92,78,0,3,0,0,1
15,GUAYMAS,29,GUAYMAS,1041,B,166,192,115,0,2,5,1,3
15,GUAYMAS,29,GUAYMAS,1042,B,49,54,48,1,2,0,3,1
15,GUAYMAS,29,GUAYMAS,1043,B,107,260,288,4,5,9,1,5
15,GUAYMAS,29,GUAYMAS,1055,B,68,135,205,6,5,4,1,9
15,GUAYMAS,29,GUAYMAS,1056,B,130,211,239,4,10,4,5,7
15,GUAYMAS,29,GUAYMAS,1057,B,111,111,174,2,1,6,8,9
15,GUAYMAS,29,GUAYMAS,1058,B,135,102,41,1,1,1,1,1
15,GUAYMAS,29,GUAYMAS,1059,B,147,190,258,5,13,7,2,3
15,GUAYMAS,29,GUAYMAS,1060,B,121,146,209,4,7,4,1,3
15,GUAYMAS,29,GUAYMAS,1061,B,93,194,251,8,9,2,4,1
15,GUAYMAS,29,GUAYMAS,1062,B,159,211,304,10,2,1,4,8
15,GUAYMAS,29,GUAYMAS,1054,B,152,225,272,11,9,6,1,0
15,GUAYMAS,29,GUAYMAS,1053,B,78,147,213,3,4,5,1,6
15,GUAYMAS,29,GUAYMAS,1052,B,56,145,142,4,1,9,2,2
15,GUAYMAS,29,GUAYMAS,1044,B,122,292,357,6,11,5,2,5
15,GUAYMAS,29,GUAYMAS,1045,B,168,278,311,1,4,6,1,8
15,GUAYMAS,29,GUAYMAS,1046,B,107,182,224,1,4,5,1,7
15,GUAYMAS,29,GUAYMAS,1047,B,189,241,342,3,15,6,2,7
15,GUAYMAS,29,GUAYMAS,1048,B,222,309,429,6,6,8,2,2
15,GUAYMAS,29,GUAYMAS,1049,B,104,221,222,1,3,2,1,7
15,GUAYMAS,29,GUAYMAS,1050,B,106,171,192,7,4,5,0,3
15,GUAYMAS,29,GUAYMAS,1051,B,184,237,392,4,10,4,0,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,368,B,261,155,37,3,10,8,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,367,B,346,283,76,6,14,11,0,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,366,B,291,254,58,3,13,9,0,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,365,B,416,307,60,9,27,19,4,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,364,B,290,236,51,4,14,30,3,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,363,B,188,184,21,1,4,8,0,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,362,B,331,328,40,0,19,5,1,2
14,HERMOSILLO NORESTE,30,HERMOSILLO,361,B,259,189,33,3,7,4,4,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,360,B,324,295,49,9,27,11,2,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,359,B,753,559,166,3,22,20,3,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,369,B,257,277,41,3,13,7,2,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,370,B,298,235,49,1,6,8,2,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,379,B,266,243,48,2,12,8,2,5
12,HERMOSILLO NOROESTE,30,HERMOSILLO,378,B,315,275,61,1,12,11,3,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,377,B,421,251,65,8,18,12,0,5
12,HERMOSILLO NOROESTE,30,HERMOSILLO,376,B,466,328,70,1,21,11,0,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,375,B,273,200,83,1,7,6,0,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,374,B,275,304,52,1,11,6,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,373,B,352,254,66,1,23,13,3,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,372,B,313,227,54,3,15,4,1,5
12,HERMOSILLO NOROESTE,30,HERMOSILLO,371,B,248,190,24,0,27,7,3,1
14,HERMOSILLO NORESTE,30,HERMOSILLO,380,B,335,262,64,2,22,10,3,24
14,HERMOSILLO NORESTE,30,HERMOSILLO,358,B,338,290,40,2,23,13,1,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,357,B,338,245,71,1,18,7,3,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,345,B,444,330,104,3,38,12,5,9
14,HERMOSILLO NORESTE,30,HERMOSILLO,344,B,530,444,130,1,6,11,1,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,343,B,359,353,72,0,57,18,4,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,342,B,452,465,117,5,32,16,0,6
14,HERMOSILLO NORESTE,30,HERMOSILLO,341,B,695,651,173,5,30,14,4,9
12,HERMOSILLO NOROESTE,30,HERMOSILLO,340,B,432,410,86,5,35,10,1,17
12,HERMOSILLO NOROESTE,30,HERMOSILLO,339,B,276,267,46,6,16,9,2,0
12,HERMOSILLO NOROESTE,30,HERMOSILLO,338,B,335,366,82,6,26,13,5,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,337,B,342,403,82,35,26,14,2,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,346,B,222,171,20,3,4,3,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,347,B,335,346,58,3,28,8,2,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,356,B,263,219,48,7,19,5,0,11
12,HERMOSILLO NOROESTE,30,HERMOSILLO,355,B,302,223,71,3,13,11,1,11
12,HERMOSILLO NOROESTE,30,HERMOSILLO,354,B,264,166,55,0,31,11,0,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,353,B,185,207,40,6,23,4,0,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,352,B,478,404,103,3,21,15,4,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,351,B,276,363,70,7,23,9,1,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,350,B,338,355,58,11,20,7,3,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,349,B,179,191,33,6,17,3,3,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,348,B,229,192,55,13,24,5,0,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,336,B,387,468,77,10,60,9,9,3
13,HERMOSILLO COSTA,30,HERMOSILLO,558,B,432,346,69,0,14,10,9,5
13,HERMOSILLO COSTA,30,HERMOSILLO,542,B,222,282,44,3,9,4,13,12
13,HERMOSILLO COSTA,30,HERMOSILLO,541,B,333,286,56,3,14,2,6,7
13,HERMOSILLO COSTA,30,HERMOSILLO,540,B,188,211,15,0,12,2,9,1
13,HERMOSILLO COSTA,30,HERMOSILLO,539,B,229,364,50,1,15,6,1,2
13,HERMOSILLO COSTA,30,HERMOSILLO,538,B,313,398,101,3,14,11,3,5
13,HERMOSILLO COSTA,30,HERMOSILLO,537,B,356,338,145,5,23,5,3,4
13,HERMOSILLO COSTA,30,HERMOSILLO,536,B,210,219,50,3,14,4,5,5
13,HERMOSILLO COSTA,30,HERMOSILLO,535,B,180,174,41,4,13,6,0,6
13,HERMOSILLO COSTA,30,HERMOSILLO,534,B,207,150,36,14,4,0,3,9
13,HERMOSILLO COSTA,30,HERMOSILLO,533,B,150,179,43,17,9,8,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,532,B,372,354,110,0,25,10,5,12
13,HERMOSILLO COSTA,30,HERMOSILLO,531,B,237,261,71,1,14,6,1,5
13,HERMOSILLO COSTA,30,HERMOSILLO,543,B,157,147,30,0,5,5,9,5
13,HERMOSILLO COSTA,30,HERMOSILLO,544,B,353,314,85,1,18,10,2,5
13,HERMOSILLO COSTA,30,HERMOSILLO,545,B,307,338,70,2,20,7,2,20
13,HERMOSILLO COSTA,30,HERMOSILLO,557,B,214,162,35,1,11,3,2,1
13,HERMOSILLO COSTA,30,HERMOSILLO,556,B,417,251,55,4,14,12,2,11
13,HERMOSILLO COSTA,30,HERMOSILLO,555,B,355,295,54,0,16,3,2,16
13,HERMOSILLO COSTA,30,HERMOSILLO,554,B,208,161,18,2,6,6,0,2
13,HERMOSILLO COSTA,30,HERMOSILLO,553,B,248,173,43,5,8,3,3,7
13,HERMOSILLO COSTA,30,HERMOSILLO,552,B,227,251,50,2,9,7,2,11
13,HERMOSILLO COSTA,30,HERMOSILLO,551,B,274,226,31,0,10,6,1,12
13,HERMOSILLO COSTA,30,HERMOSILLO,550,B,183,183,56,4,21,7,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,549,B,228,260,41,0,46,6,1,4
13,HERMOSILLO COSTA,30,HERMOSILLO,548,B,262,197,50,5,16,9,3,6
13,HERMOSILLO COSTA,30,HERMOSILLO,547,B,229,217,32,1,12,7,2,3
13,HERMOSILLO COSTA,30,HERMOSILLO,546,B,244,168,44,0,13,5,3,0
13,HERMOSILLO COSTA,30,HERMOSILLO,530,B,193,247,34,2,8,9,0,10
13,HERMOSILLO COSTA,30,HERMOSILLO,529,B,211,299,44,1,15,7,2,13
13,HERMOSILLO COSTA,30,HERMOSILLO,528,B,295,315,49,0,18,3,4,3
13,HERMOSILLO COSTA,30,HERMOSILLO,512,B,500,425,116,1,22,29,4,5
13,HERMOSILLO COSTA,30,HERMOSILLO,511,B,280,182,45,2,15,2,2,5
13,HERMOSILLO COSTA,30,HERMOSILLO,510,B,253,281,57,1,14,11,3,4
13,HERMOSILLO COSTA,30,HERMOSILLO,509,B,376,348,123,2,21,15,5,8
13,HERMOSILLO COSTA,30,HERMOSILLO,508,B,422,356,47,1,12,7,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,507,B,191,161,53,0,2,3,3,1
13,HERMOSILLO COSTA,30,HERMOSILLO,506,B,459,400,26,0,7,2,1,1
13,HERMOSILLO COSTA,30,HERMOSILLO,505,B,536,505,73,0,7,9,5,2
13,HERMOSILLO COSTA,30,HERMOSILLO,504,B,421,322,62,1,5,3,0,4
13,HERMOSILLO COSTA,30,HERMOSILLO,503,B,276,268,50,2,8,1,1,2
13,HERMOSILLO COSTA,30,HERMOSILLO,502,B,260,254,43,0,6,6,1,5
13,HERMOSILLO COSTA,30,HERMOSILLO,501,B,506,413,68,0,6,9,2,9
13,HERMOSILLO COSTA,30,HERMOSILLO,513,B,226,243,69,0,22,9,1,2
13,HERMOSILLO COSTA,30,HERMOSILLO,514,B,273,258,114,2,14,3,2,7
13,HERMOSILLO COSTA,30,HERMOSILLO,515,B,87,103,18,1,8,7,1,1
13,HERMOSILLO COSTA,30,HERMOSILLO,527,B,297,285,53,1,13,10,2,3
13,HERMOSILLO COSTA,30,HERMOSILLO,526,B,174,192,45,0,9,4,1,6
13,HERMOSILLO COSTA,30,HERMOSILLO,525,B,295,340,64,2,13,8,1,5
13,HERMOSILLO COSTA,30,HERMOSILLO,524,B,477,495,72,2,12,8,5,8
13,HERMOSILLO COSTA,30,HERMOSILLO,523,B,208,153,47,0,7,7,0,2
13,HERMOSILLO COSTA,30,HERMOSILLO,522,B,341,349,58,0,6,5,4,9
13,HERMOSILLO COSTA,30,HERMOSILLO,521,B,271,236,44,1,17,6,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,520,B,307,273,44,2,10,7,0,7
13,HERMOSILLO COSTA,30,HERMOSILLO,519,B,246,256,41,1,11,8,1,6
13,HERMOSILLO COSTA,30,HERMOSILLO,518,B,222,264,35,0,9,5,1,0
13,HERMOSILLO COSTA,30,HERMOSILLO,517,B,293,366,49,1,8,7,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,516,B,126,123,28,1,5,4,2,2
13,HERMOSILLO COSTA,30,HERMOSILLO,500,B,210,217,43,0,4,2,1,1
13,HERMOSILLO COSTA,30,HERMOSILLO,559,B,360,258,69,5,20,9,1,4
13,HERMOSILLO COSTA,30,HERMOSILLO,585,X,210,132,20,0,11,0,1,4
13,HERMOSILLO COSTA,30,HERMOSILLO,602,B,207,278,90,13,19,7,2,1
13,HERMOSILLO COSTA,30,HERMOSILLO,601,B,433,534,161,21,41,16,2,3
13,HERMOSILLO COSTA,30,HERMOSILLO,600,B,104,140,18,10,7,2,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,599,B,32,49,10,0,2,1,2,0
13,HERMOSILLO COSTA,30,HERMOSILLO,598,B,262,559,144,5,23,7,1,3
13,HERMOSILLO COSTA,30,HERMOSILLO,597,B,54,63,20,2,7,0,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,596,B,4,15,5,0,1,0,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,595,B,63,70,7,1,2,0,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,594,B,22,22,6,0,3,1,3,0
13,HERMOSILLO COSTA,30,HERMOSILLO,593,B,160,215,17,1,2,0,0,3
13,HERMOSILLO COSTA,30,HERMOSILLO,592,B,572,480,34,4,37,7,2,2
13,HERMOSILLO COSTA,30,HERMOSILLO,591,B,41,81,10,0,1,0,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,603,B,299,387,99,7,17,15,1,2
13,HERMOSILLO COSTA,30,HERMOSILLO,604,B,224,237,82,1,14,8,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,605,B,269,258,82,9,42,7,3,4
13,HERMOSILLO COSTA,30,HERMOSILLO,618,B,5,68,10,0,4,1,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,617,B,13,24,5,0,0,0,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,616,B,29,46,10,0,2,0,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,615,B,70,84,20,1,6,3,1,0
13,HERMOSILLO COSTA,30,HERMOSILLO,614,B,41,47,20,0,5,3,1,0
13,HERMOSILLO COSTA,30,HERMOSILLO,613,B,20,29,14,1,3,1,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,612,B,36,22,8,1,3,1,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,611,B,65,90,6,1,3,2,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,610,B,75,70,9,1,6,1,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,609,B,64,112,13,1,6,0,1,0
13,HERMOSILLO COSTA,30,HERMOSILLO,608,B,65,88,16,2,6,3,2,1
13,HERMOSILLO COSTA,30,HERMOSILLO,606,B,133,152,17,0,6,2,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,590,B,423,289,79,2,14,7,4,2
