DISTRITO,CABECERA,CODIGO MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PC,PT,PVEM,PPS,PDM
10,SAHUARIPA,69,YECORA,1319,B,156,206,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1318,B,56,101,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1317,B,190,270,0,0,0,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1326,B,185,302,10,0,47,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1324,X,24,127,3,2,19,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1330,B,90,160,3,1,9,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1329,B,159,297,14,1,17,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1328,B,55,171,6,0,5,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1327,B,106,279,3,1,15,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1325,B,171,260,8,1,12,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1323,B,124,207,12,1,29,0,0,0
2,PUERTO PEÑASCO,70,PLUTARCO ELIAS CALLES,1324,B,223,368,28,0,70,0,0,0
20,ETCHOJOA,71,BENITO JUAREZ,1155,B,2,187,261,1,0,0,0,1
20,ETCHOJOA,71,BENITO JUAREZ,1157,B,1,53,181,2,0,0,0,1
20,ETCHOJOA,71,BENITO JUAREZ,1331,B,2,163,205,0,1,0,0,1
20,ETCHOJOA,71,BENITO JUAREZ,1156,B,8,404,393,0,2,0,0,2
20,ETCHOJOA,71,BENITO JUAREZ,1152,B,6,227,410,0,6,0,0,3
20,ETCHOJOA,71,BENITO JUAREZ,1151,B,6,357,380,2,4,0,0,9
20,ETCHOJOA,71,BENITO JUAREZ,1142,B,4,274,274,0,4,0,0,21
20,ETCHOJOA,71,BENITO JUAREZ,1147,B,4,253,588,0,1,0,0,2
20,ETCHOJOA,71,BENITO JUAREZ,1148,B,18,305,511,0,6,0,0,7
20,ETCHOJOA,71,BENITO JUAREZ,1149,B,4,378,386,1,1,0,0,13
20,ETCHOJOA,71,BENITO JUAREZ,1150,B,11,602,412,2,2,0,0,19
20,ETCHOJOA,71,BENITO JUAREZ,1146,B,33,169,374,0,4,0,0,1
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1108,X,4,48,81,0,1,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1106,X,5,30,85,0,4,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1108,B,6,83,118,0,1,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1107,B,78,368,197,0,7,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1106,B,14,198,153,0,6,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1104,B,40,279,245,0,15,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1103,B,24,229,314,0,26,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1102,B,27,333,372,0,24,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1101,B,7,110,103,0,4,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1106,2,6,59,60,0,4,0,0,0
15,GUAYMAS,72,SAN IGNACIO RIO MUERTO,1105,B,49,391,362,0,18,0,0,0
