CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,258,SAN MIGUEL AHUEHUETITLAN,1320,3,334,354,45,3,129,1,1,0,0,49,,1,4,7,,,,,,,0,928,19,947,1549
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,258,SAN MIGUEL AHUEHUETITLAN,1321,1,204,78,2,1,67,1,0,0,0,8,,0,4,3,,,,,,,0,368,5,373,334
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1324,2,312,137,24,1,85,40,2,3,1,7,,24,0,5,,,,,,,0,641,13,654,909
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1325,2,260,201,18,3,126,0,1,7,2,21,,0,5,0,,,,,,,0,644,21,665,953
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1326,2,275,189,48,0,97,0,1,3,1,38,,0,1,1,,,,,,,0,654,22,676,1012
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1327,2,117,62,18,0,49,7,0,0,0,4,,0,0,0,,,,,,,0,257,16,273,644
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1328,1,61,54,3,0,41,0,0,0,0,0,,0,1,0,,,,,,,0,160,3,163,152
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1329,1,139,62,4,2,13,0,1,0,0,3,,0,1,0,,,,,,,0,225,5,230,245
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1330,1,41,88,104,1,142,1,0,0,0,3,,0,0,0,,,,,,,0,380,7,387,302
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1331,1,30,35,1,1,0,0,0,0,0,4,,0,0,2,,,,,,,0,73,3,76,537
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,260,SAN MIGUEL AMATITLAN,1332,1,1,70,102,1,2,47,0,0,1,40,,0,0,0,,,,,,,0,264,10,274,147
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,288,SAN NICOLAS HIDALGO,1418,2,22,151,135,6,25,42,1,7,2,80,,1,3,2,,,,,,,0,477,9,486,786
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1594,1,13,27,8,0,3,0,0,2,0,11,,0,0,0,,,,,,,0,64,1,65,441
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1595,1,6,37,6,2,3,0,0,1,5,29,,0,1,0,,,,,,,0,90,4,94,125
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1596,1,6,25,12,1,0,0,0,8,0,31,,0,0,1,,,,,,,0,84,0,84,196
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1597,1,3,23,18,4,3,1,2,8,2,29,,0,3,1,,,,,,,0,97,6,103,132
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1598,1,0,28,12,0,1,0,0,0,0,7,,0,0,1,,,,,,,0,49,3,52,190
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1599,1,6,53,42,4,6,0,1,4,0,14,,0,1,1,,,,,,,0,132,3,135,90
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1600,1,2,183,116,2,3,0,1,0,0,4,,0,6,21,,,,,,,0,338,32,370,258
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,349,SAN SIMON ZAHUATLAN,1636,3,15,401,302,18,9,1,0,3,2,16,,0,8,22,,,,,,,4,797,37,838,2130
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,374,SANTA CATARINA ZAPOQUILA,1683,1,2,88,30,6,7,0,0,18,0,12,,0,0,0,,,,,,,0,163,3,166,357
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,377,SANTA CRUZ DE BRAVO,1690,1,67,117,87,4,1,5,0,2,2,26,,0,5,1,,,,,,,0,317,6,323,289
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1704,2,123,219,132,8,2,1,1,2,0,55,,0,6,2,,,,,,,0,551,7,558,927
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1705,2,66,238,110,2,0,1,0,2,2,61,,1,1,2,,,,,,,0,486,8,494,756
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1706,1,20,169,119,11,5,1,0,1,2,44,,3,2,1,,,,,,,0,378,5,383,368
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,401,SANTA MARIA CAMOTLAN,1787,1,10,136,122,14,16,1,3,2,2,37,,1,2,3,,,,,,,0,349,12,361,696
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,401,SANTA MARIA CAMOTLAN,1788,1,144,192,10,2,3,4,5,2,0,27,,0,2,7,,,,,,,0,398,10,408,700
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,456,SANTIAGO AYUQUILILLA,1971,2,303,265,28,3,5,4,3,3,0,27,,0,4,8,,,,,,,0,653,14,667,1348
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,456,SANTIAGO AYUQUILILLA,1972,1,6,125,129,5,4,1,2,0,0,58,,0,2,1,,,,,,,0,333,8,341,474
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1978,2,11,363,247,10,7,2,4,5,2,156,,1,2,5,,,,,,,1,815,14,830,986
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1979,1,2,86,76,1,2,0,1,2,4,61,,0,0,0,,,,,,,0,235,4,239,692
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1980,1,2,61,39,2,0,0,1,1,0,7,,0,0,0,,,,,,,0,113,4,117,323
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1981,1,1,63,93,1,1,1,0,3,2,25,,0,0,0,,,,,,,0,190,7,197,194
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1982,1,2,58,38,2,1,0,0,0,0,37,,0,1,0,,,,,,,0,139,4,143,293
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1983,1,0,8,3,0,0,0,0,2,3,64,,0,0,0,,,,,,,0,80,4,84,191
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1984,1,1,17,8,1,2,1,2,2,5,123,,1,0,0,,,,,,,0,163,4,167,107
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1985,1,36,92,34,2,0,2,1,0,1,33,,0,0,1,,,,,,,0,202,9,211,233
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1986,1,1,79,43,1,4,2,0,4,1,39,,1,0,0,,,,,,,0,175,9,184,294
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,462,SANTIAGO DEL RIO,1993,1,2,62,10,3,2,0,0,0,1,6,,1,0,0,,,,,,,0,87,8,95,350
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,462,SANTIAGO DEL RIO,1994,1,94,110,88,18,2,1,1,3,2,50,,1,2,2,,,,,,,0,374,17,391,190
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1995,3,219,332,181,38,12,22,3,11,1,192,,0,12,4,,,,,,,1,1027,36,1064,1843
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1996,1,44,90,7,20,3,4,0,2,0,24,,1,1,2,,,,,,,0,198,12,210,377
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1997,1,34,250,90,18,2,50,0,3,0,11,,0,0,0,,,,,,,0,458,15,473,406
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1998,1,6,81,28,2,2,1,0,1,1,23,,0,2,0,,,,,,,0,147,1,148,701
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,477,SANTIAGO MILTEPEC,2070,1,18,118,81,1,9,0,0,1,0,4,,0,3,3,,,,,,,0,238,6,244,305
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2117,2,45,284,138,2,5,5,0,3,2,9,,1,5,8,,,,,,,0,507,20,527,752
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2118,2,71,315,89,1,3,1,1,1,0,5,,1,3,7,,,,,,,0,498,11,509,822
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2119,1,0,62,78,0,3,0,0,0,1,0,,0,4,1,,,,,,,0,149,5,154,379
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2120,1,4,78,97,0,6,0,0,1,25,7,,0,2,0,,,,,,,0,220,6,226,254
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2121,1,2,190,149,2,2,3,0,2,0,26,,0,1,1,,,,,,,0,378,7,385,341
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2122,1,2,40,27,0,4,0,1,0,1,10,,0,1,0,,,,,,,0,86,6,92,535
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2165,1,1,32,17,1,3,5,0,1,0,12,,0,0,0,,,,,,,0,72,4,76,464
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2166,1,2,130,75,9,122,3,0,0,2,29,,2,1,0,,,,,,,0,375,10,385,386
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2237,1,13,128,234,7,19,5,2,2,0,50,,3,1,1,,,,,,,0,465,37,502,649
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2238,1,10,88,115,3,10,2,2,0,0,38,,3,1,0,,,,,,,0,272,19,291,739
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2239,2,4,228,258,5,49,1,1,1,0,48,,0,1,8,,,,,,,0,604,61,665,838
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2240,1,1,23,27,2,8,0,2,1,1,0,,1,0,0,,,,,,,0,66,13,79,663
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2241,1,3,43,68,4,116,0,1,0,2,14,,0,0,0,,,,,,,1,251,24,276,147
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2242,3,5,153,139,8,322,4,2,9,8,62,,1,1,1,,,,,,,0,715,58,773,1890
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2243,2,3,192,85,5,102,3,2,1,3,54,,1,2,2,,,,,,,0,455,26,481,982
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,533,SANTOS REYES YUCUNA,2274,1,4,198,163,2,11,1,0,0,1,23,,0,0,1,,,,,,,0,404,9,413,734
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2275,2,3,369,295,2,24,3,1,3,4,55,,1,4,5,,,,,,,0,769,16,785,1293
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2276,2,6,319,180,2,13,1,0,2,1,30,,0,2,5,,,,,,,0,561,19,580,1094
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2277,1,9,30,63,1,4,0,0,0,1,19,,0,0,0,,,,,,,0,127,4,131,320
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2278,1,3,16,70,0,3,0,3,0,3,61,,0,0,0,,,,,,,0,159,12,171,344
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2279,1,4,20,37,0,1,0,0,0,0,3,,0,0,0,,,,,,,0,65,2,67,374
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2280,1,2,34,25,2,8,0,0,0,0,15,,0,0,2,,,,,,,0,88,11,99,108
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2281,1,3,49,50,0,6,0,2,1,0,11,,0,0,1,,,,,,,0,123,5,128,317
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2282,1,0,75,21,1,3,0,0,0,0,5,,0,0,2,,,,,,,0,107,2,109,269
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2283,1,3,62,49,0,8,0,0,0,0,21,,0,0,0,,,,,,,0,143,9,152,182
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2284,1,2,66,37,0,2,1,0,2,0,9,,0,0,0,,,,,,,0,119,6,125,228
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2285,1,0,45,45,2,3,1,0,0,0,11,,0,0,1,,,,,,,0,108,1,109,288
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2286,1,2,33,42,0,6,0,0,0,0,0,,0,0,0,,,,,,,2,83,7,92,203
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2287,1,2,21,15,0,2,0,1,0,0,1,,0,0,0,,,,,,,0,42,13,55,150
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2288,1,1,15,77,0,2,1,0,0,1,10,,0,2,0,,,,,,,0,109,6,115,102
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2289,1,32,62,3,0,188,13,0,0,0,12,,0,1,1,,,,,,,0,312,7,319,236
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2432,2,82,331,11,1,290,29,3,6,0,28,,2,6,7,,,,,,,0,796,32,828,1064
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2433,1,14,48,4,0,143,11,0,3,1,33,,0,1,1,,,,,,,0,259,20,279,713
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2434,1,3,84,17,8,0,0,1,6,1,28,,0,1,3,,,,,,,0,152,10,162,532
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,569,ZAPOTITLAN PALMAS,2435,2,138,211,15,3,6,1,0,10,0,41,,2,2,6,,,,,,,0,435,12,447,1262
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,117,2,3,152,54,7,216,1,3,7,2,55,,0,0,2,,,,,,,0,502,17,519,1213
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,118,1,3,21,39,7,8,0,5,5,3,23,,3,0,0,,,,,,,0,117,7,124,282
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,4,5,20,108,9,19,2,23,6,7,176,,6,2,0,,,,,,,0,383,42,425,1956
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,120,3,5,32,95,7,65,3,24,11,11,130,,5,1,3,,,,,,,0,392,41,433,1641
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,131,2,5,51,53,4,34,9,9,7,8,388,,7,2,1,,,,,,,0,578,28,606,1444
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,132,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,0,0,0,0,714
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,133,2,0,2,2,0,2,1,14,1,2,629,,6,0,0,,,,,,,0,659,14,673,738
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,198,3,19,154,211,54,163,3,74,10,4,92,,4,2,2,,,,,,,0,792,52,844,2011
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,199,1,3,3,34,0,3,1,6,1,1,66,,1,0,0,,,,,,,0,119,2,121,313
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,200,2,5,24,100,4,16,0,11,1,3,60,,1,2,1,,,,,,,0,228,12,240,1022
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,4,32,112,222,15,143,55,16,6,65,422,,78,1,4,,,,,,,0,1171,95,1266,2149
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,644,3,21,79,157,11,144,82,17,7,17,303,,38,3,7,,,,,,,0,886,51,937,1611
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,4,42,165,240,27,187,64,28,12,33,460,,69,3,1,,,,,,,0,1331,72,1403,2302
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,5,24,203,179,22,232,48,15,5,16,364,,55,4,7,,,,,,,0,1174,73,1247,1816
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,647,2,29,128,200,15,143,16,19,10,6,273,,41,6,5,,,,,,,0,891,32,923,1499
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,4,32,126,297,26,182,76,20,11,35,353,,74,8,4,,,,,,,1,1244,80,1325,2277
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,649,2,8,104,79,7,24,69,2,21,16,135,,16,0,1,,,,,,,0,482,67,549,844
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,650,2,7,98,19,25,23,55,5,13,31,233,,30,0,1,,,,,,,0,540,55,595,911
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,651,1,4,48,14,7,16,33,3,5,45,73,,11,0,2,,,,,,,0,261,38,299,384
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,652,1,4,47,67,8,43,24,6,3,19,115,,17,1,1,,,,,,,0,355,40,395,601
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,653,1,0,1,2,1,3,6,3,1,1,550,,4,0,0,,,,,,,0,572,3,575,617
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,654,2,27,128,204,14,58,60,12,11,17,130,,22,1,2,,,,,,,0,686,47,733,1232
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,655,2,22,59,107,13,136,18,26,10,23,234,,56,0,2,,,,,,,0,706,57,763,1256
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,656,2,16,55,76,13,47,52,10,7,16,343,,16,0,1,,,,,,,0,652,88,740,1203
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,657,2,25,43,76,22,91,56,57,4,19,208,,66,0,1,,,,,,,0,668,66,734,1333
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,658,1,18,31,46,8,11,14,12,4,9,30,,30,0,1,,,,,,,0,214,27,241,441
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,659,3,7,177,64,19,100,69,35,5,27,243,,59,0,0,,,,,,,0,805,85,890,1522
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,660,2,20,235,65,10,6,56,1,5,28,50,,36,1,5,,,,,,,0,518,59,577,967
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,663,2,3,144,30,41,131,0,74,2,2,37,,1,0,14,,,,,,,0,479,10,489,1129
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,664,1,5,93,25,4,45,0,8,2,2,101,,1,0,3,,,,,,,0,289,5,294,710
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,665,2,2,89,25,29,31,4,56,0,5,50,,1,0,0,,,,,,,0,292,5,297,515
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,738,2,11,287,104,21,97,0,0,2,2,41,,0,1,31,,,,,,,0,597,22,619,835
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,739,1,7,69,121,9,128,2,0,0,2,10,,0,0,2,,,,,,,0,350,15,365,497
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,740,1,6,155,119,11,133,0,3,1,0,19,,0,3,9,,,,,,,0,459,13,472,655
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1193,1,1,25,44,5,5,2,0,2,1,96,,1,0,0,,,,,,,0,182,6,188,487
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1194,1,2,21,54,2,11,3,1,2,4,181,,0,0,0,,,,,,,0,281,117,398,686
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1195,2,10,45,72,5,11,2,4,7,6,218,,2,3,0,,,,,,,0,385,26,411,915
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1196,1,0,19,10,4,6,2,0,4,3,33,,1,1,3,,,,,,,0,86,21,107,275
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1197,1,0,26,6,6,0,0,0,1,0,21,,1,0,1,,,,,,,0,62,9,71,152
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1198,1,5,31,92,7,5,2,0,3,4,83,,0,3,1,,,,,,,0,236,10,246,644
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1199,3,8,56,60,6,19,5,4,13,14,291,,13,1,1,,,,,,,0,491,32,523,1252
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1200,1,2,8,34,2,5,2,1,3,5,146,,4,2,0,,,,,,,0,214,14,228,585
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1201,1,0,13,27,5,7,6,1,6,6,184,,4,0,0,,,,,,,1,259,6,266,693
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1202,2,8,31,122,5,10,3,2,29,5,130,,1,0,0,,,,,,,0,346,20,366,785
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1203,1,2,82,37,15,7,2,3,4,6,61,,1,0,1,,,,,,,0,221,18,239,519
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,240,SAN MARTIN ITUNYOSO,1284,4,7,203,145,7,58,8,5,9,12,359,,5,0,0,,,,,,,0,818,48,866,1834
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1286,3,46,116,151,35,57,3,11,25,2,84,,0,0,12,,,,,,,0,542,63,605,1891
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1287,3,37,112,109,37,100,9,14,28,5,104,,2,0,0,,,,,,,0,557,53,610,1821
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1288,2,8,60,96,11,84,1,4,13,3,52,,0,0,0,,,,,,,0,332,25,357,1098
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1289,3,10,81,47,8,64,2,6,10,3,47,,4,0,1,,,,,,,0,283,24,307,1277
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1290,5,11,556,72,13,196,1,4,9,5,26,,0,0,12,,,,,,,0,905,50,955,1836
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,298,SAN PEDRO AMUZGOS,1449,3,3,675,560,8,31,1,4,0,40,179,,1,2,6,,,,,,,1,1510,34,1545,2122
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,298,SAN PEDRO AMUZGOS,1450,2,4,368,341,3,30,2,5,1,6,94,,0,0,3,,,,,,,0,857,15,872,1194
