CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PCP,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PT,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1386,2,148,166,28,6,38,3,5,75,65,3,3,,,8,,1,0,549,32,581,1084
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1387,1,61,94,27,6,51,1,4,41,23,3,4,,,6,,3,0,324,48,372,711
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1388,3,318,110,51,18,35,3,24,138,67,22,7,,,6,,7,0,806,66,872,1437
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1389,2,126,98,46,18,36,5,5,94,40,14,1,,,6,,1,0,490,66,556,1082
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1390,2,295,131,22,9,18,4,10,191,10,12,5,,,9,,2,0,718,66,784,1139
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1391,2,311,104,28,15,69,3,4,99,11,6,2,,,6,,5,0,663,77,740,1330
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1392,3,451,196,39,12,27,3,10,194,43,10,8,,,9,,1,0,1003,87,1090,1904
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1393,2,134,148,36,7,51,3,13,93,56,12,4,,,17,,4,0,578,49,627,1167
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1394,1,174,48,6,3,12,1,1,86,17,3,4,,,7,,0,0,362,27,389,621
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1395,3,517,224,63,13,27,2,12,158,23,5,5,,,19,,5,0,1073,54,1127,1608
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1396,2,357,139,22,5,21,2,8,91,15,3,1,,,14,,0,0,678,38,716,1052
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1397,2,72,76,73,9,24,4,5,41,37,6,1,,,7,,9,0,364,34,398,817
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1398,3,257,158,38,10,119,3,10,161,56,14,1,,,17,,5,0,849,106,955,1712
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1399,1,39,40,25,3,59,2,4,49,53,6,5,,,8,,0,0,293,58,351,580
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1400,1,53,67,14,9,45,1,10,93,44,6,8,,,4,,2,0,356,62,418,737
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1401,2,100,98,46,13,48,3,3,83,46,3,1,,,10,,4,0,458,36,494,895
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1402,2,233,112,12,8,32,1,10,110,22,10,2,,,8,,1,0,561,33,594,998
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1403,1,86,102,20,8,17,0,4,43,4,5,6,,,5,,3,0,303,25,328,452
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1404,2,332,120,10,6,29,0,5,48,12,5,1,,,12,,0,0,580,51,631,1237
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1405,2,89,113,23,2,88,2,5,61,25,6,2,,,16,,0,0,432,49,481,846
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1406,1,223,74,16,4,11,0,1,37,16,7,3,,,2,,1,0,395,31,426,667
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1407,2,197,69,23,6,29,1,2,59,9,9,0,,,12,,1,0,417,70,487,822
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1408,1,98,108,15,7,51,2,3,79,4,4,8,,,0,,0,0,379,36,415,714
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1409,3,408,262,22,5,69,1,5,189,9,5,3,,,28,,2,0,1008,75,1083,1775
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1410,3,131,218,44,14,105,7,6,183,25,10,2,,,16,,3,0,764,82,846,1695
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,1411,3,523,175,55,25,57,6,19,172,79,14,40,,,13,,10,0,1188,44,1232,2044
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1412,2,123,148,160,74,8,10,5,19,19,2,2,,,8,,6,0,584,35,619,767
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1413,1,97,82,108,46,11,7,3,9,11,3,0,,,3,,5,0,385,27,412,508
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1414,2,92,224,283,33,8,10,6,10,32,5,1,,,9,,6,0,719,38,757,915
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1415,1,40,69,131,78,6,5,1,5,3,2,1,,,0,,0,0,341,32,373,425
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1416,1,31,60,70,34,2,1,1,3,2,2,1,,,0,,0,0,207,15,222,251
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1417,2,130,149,306,73,15,40,9,17,8,22,1,,,3,,5,0,778,45,823,1018
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1418,2,135,197,347,97,8,22,11,19,31,7,1,,,4,,1,0,880,75,955,1135
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1419,1,73,22,112,34,13,15,5,5,3,1,0,,,0,,0,0,283,22,305,441
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1420,1,43,40,65,38,2,2,3,1,1,1,0,,,0,,0,0,196,14,210,242
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1421,1,65,109,166,21,7,8,5,2,6,6,2,,,1,,1,1,400,26,426,528
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1422,2,119,157,255,35,4,7,7,3,3,1,5,,,6,,1,0,603,39,642,760
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1423,2,107,120,211,76,28,6,5,3,15,8,0,,,1,,7,0,587,39,626,805
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1424,1,40,124,326,20,1,7,4,5,1,0,1,,,2,,1,0,532,22,554,639
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1425,2,91,185,272,83,1,10,1,8,6,1,0,,,5,,4,0,667,50,717,869
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1426,1,118,48,84,15,4,84,5,2,5,3,0,,,1,,1,0,370,38,408,560
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,1427,2,174,286,206,127,23,12,7,72,21,7,6,,,11,,2,0,954,100,1054,1320
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1428,3,210,170,101,100,22,90,25,237,46,18,13,8,3,,,,1,1044,94,1138,1664
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1429,2,176,146,76,77,17,41,20,221,25,11,9,5,0,,,,0,824,67,891,1254
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1430,1,49,62,22,15,13,12,8,53,21,2,3,0,0,,,,0,260,21,281,400
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1431,1,57,82,25,9,13,12,11,75,2,2,2,0,1,,,,0,291,15,306,434
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1432,2,78,113,69,15,35,52,19,100,49,10,5,0,4,,,,0,549,42,591,867
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1433,1,102,66,16,36,3,48,9,24,20,8,8,0,0,,,,0,340,21,361,565
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1434,1,48,44,13,10,10,7,5,41,8,2,1,1,0,,,,0,190,13,203,285
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1435,1,47,42,22,32,10,10,8,63,11,3,1,2,0,,,,0,251,26,277,441
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1437,1,38,34,18,9,4,14,20,30,45,2,0,1,1,,,,0,216,29,245,401
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1438,1,45,78,41,48,17,35,14,65,15,7,3,0,0,,,,0,368,25,393,592
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1439,1,57,75,77,40,6,31,28,94,18,8,2,0,0,,,,0,436,47,483,744
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1440,1,44,45,39,43,3,18,9,46,1,3,2,1,1,,,,0,255,25,280,391
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1441,1,80,18,54,25,1,32,0,18,29,3,1,2,0,,,,0,263,18,281,360
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1442,1,27,20,56,40,12,1,9,35,6,3,2,0,1,,,,0,212,18,230,285
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1443,1,41,74,61,18,5,21,18,74,4,3,0,1,1,,,,0,321,47,368,508
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1444,1,89,46,62,34,15,11,3,42,3,3,0,0,0,,,,18,326,0,326,445
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1445,2,79,119,15,10,16,8,57,42,28,44,7,86,185,,,,1,697,46,743,1369
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1446,2,145,216,11,4,28,7,29,69,20,30,4,10,19,,,,0,592,26,618,1141
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1447,2,143,230,11,19,24,8,28,106,22,20,6,6,14,,,,0,637,24,661,1127
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1448,2,126,144,5,7,13,4,17,77,14,25,5,12,11,,,,0,460,28,488,821
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1449,2,89,230,12,13,41,6,31,96,11,17,5,3,11,,,,0,565,31,596,953
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1450,2,106,181,4,3,19,3,15,89,10,13,5,12,21,,,,0,481,21,502,845
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1451,1,43,150,3,3,10,3,11,35,6,7,1,4,17,,,,1,294,14,308,515
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1452,1,76,142,12,3,16,4,20,42,17,9,2,4,8,,,,0,355,15,370,590
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1453,1,102,80,1,5,8,2,9,32,7,15,1,6,9,,,,1,278,15,293,474
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1454,2,106,176,10,4,22,10,28,30,24,72,2,4,24,,,,2,514,16,530,882
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1455,4,288,450,37,34,49,27,67,53,32,55,6,20,57,,,,1,1176,58,1234,2482
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1456,1,103,190,6,5,11,6,10,12,11,16,2,2,7,,,,0,381,15,396,708
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1457,1,106,148,4,5,3,8,15,21,7,9,4,11,1,,,,0,342,29,371,666
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1458,1,91,105,9,9,7,9,24,29,4,11,1,5,4,,,,0,308,33,341,485
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1459,1,33,46,4,4,4,0,5,3,3,11,2,2,3,,,,0,120,6,126,242
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1460,2,110,121,22,7,15,4,24,28,6,53,2,6,9,,,,0,407,33,440,805
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1461,1,31,74,21,7,4,5,8,10,2,30,1,1,9,,,,0,203,27,230,364
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1462,2,88,193,21,16,22,6,74,28,11,29,2,2,8,,,,1,501,38,539,1031
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1463,2,140,172,18,10,20,12,23,31,9,15,2,5,8,,,,0,465,34,499,791
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1464,2,213,181,11,11,16,8,65,15,15,41,6,1,5,,,,0,588,32,620,1144
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1465,2,203,180,14,5,6,7,39,11,11,11,0,4,3,,,,0,494,29,523,930
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1466,1,38,34,2,2,1,1,14,2,2,10,1,1,1,,,,0,109,11,120,200
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1467,1,65,69,7,3,16,5,13,19,3,26,0,3,4,,,,0,233,13,246,486
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1468,1,71,112,3,6,14,3,16,36,12,26,5,2,12,,,,0,318,24,342,630
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1469,1,63,46,6,5,3,2,22,2,1,3,0,5,2,,,,0,160,7,167,227
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1470,1,52,56,4,6,4,1,3,5,2,9,1,2,5,,,,0,150,9,159,240
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1471,1,58,127,11,1,8,4,14,2,4,13,2,2,11,,,,0,257,12,269,384
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1472,2,143,159,16,18,17,7,62,29,9,21,2,3,18,,,,0,504,45,549,807
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1473,1,47,25,2,1,6,1,2,3,0,1,0,0,0,,,,0,88,2,90,119
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1474,1,71,133,17,5,15,13,24,38,11,33,5,0,9,,,,0,374,25,399,700
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1475,2,70,144,31,12,10,20,34,66,8,26,28,3,11,,,,0,463,51,514,825
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1476,1,61,166,18,5,8,15,29,10,0,74,8,2,2,,,,0,398,22,420,609
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1477,2,123,229,32,5,23,12,67,53,13,48,10,4,13,,,,0,632,50,682,1044
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1478,1,20,58,8,3,9,0,13,5,14,5,0,0,4,,,,0,139,7,146,256
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1479,1,51,101,8,8,10,0,10,8,15,23,1,3,5,,,,0,243,16,259,394
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1480,3,217,234,140,24,26,11,95,156,177,17,11,13,103,,,,0,1224,116,1340,1735
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1481,3,186,216,200,21,36,14,11,103,220,12,4,11,15,,,,0,1049,85,1134,1502
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1482,1,95,59,12,9,8,1,1,3,42,5,4,3,2,,,,0,244,15,259,328
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1483,1,152,90,90,26,11,3,3,22,84,4,3,15,2,,,,0,505,43,548,724
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1484,1,54,23,31,20,3,0,3,11,29,3,2,1,1,,,,0,181,6,187,255
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1485,1,98,42,37,11,5,3,1,22,66,5,8,3,1,,,,0,302,30,332,433
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1486,1,72,171,24,5,10,0,1,6,120,1,3,0,0,,,,0,413,28,441,509
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1487,1,148,78,45,23,11,2,4,38,91,4,6,0,0,,,,0,450,24,474,623
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1488,1,78,34,52,10,1,3,3,15,41,3,1,0,0,,,,0,241,28,269,359
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1489,1,160,76,43,13,10,3,4,26,75,9,7,8,2,,,,0,436,28,464,634
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1490,2,233,122,105,38,25,9,4,31,203,9,8,1,2,,,,0,790,63,853,1085
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1491,2,118,135,43,19,40,6,4,106,95,9,6,2,0,,,,0,583,32,615,817
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1492,3,324,257,145,45,27,16,27,116,260,13,10,13,3,,,,4,1260,88,1348,1643
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1493,1,209,56,50,16,5,2,2,44,67,2,2,10,0,,,,0,465,26,491,660
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1494,1,98,47,53,14,11,7,1,55,54,4,0,5,4,,,,0,353,26,379,528
2,24,SAN LUIS POTOSI,13,TAMUIN,41,TANLAJAS,1495,2,81,131,109,4,14,9,5,14,170,10,5,0,0,,,,0,552,48,600,768
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1496,3,543,546,1,25,18,4,4,224,35,2,7,9,7,,,,0,1425,63,1488,2025
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1497,3,433,387,10,27,17,2,0,229,36,2,2,22,8,,,,1,1176,45,1221,1592
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1498,2,347,300,9,17,8,3,3,138,32,0,4,13,6,,,,2,882,38,920,1162
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1499,2,351,318,9,26,14,3,1,168,23,3,5,6,3,,,,0,930,46,976,1216
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1500,2,237,258,9,21,9,1,1,153,38,3,3,14,13,,,,25,785,28,813,1027
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1501,2,223,247,6,12,12,3,5,144,156,20,2,5,7,,,,0,842,56,898,1161
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1502,1,140,132,4,3,5,3,2,66,65,4,4,7,3,,,,0,438,31,469,604
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1503,1,87,104,0,0,5,1,0,10,1,0,1,0,0,,,,0,209,12,221,274
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1504,1,140,103,1,4,8,1,1,83,10,3,4,5,4,,,,0,367,17,384,525
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1505,1,44,31,0,2,0,0,0,9,0,0,0,4,5,,,,0,95,6,101,106
2,24,SAN LUIS POTOSI,13,TAMUIN,42,TANQUIAN DE ESCOBEDO,1506,1,44,26,0,0,0,0,0,21,0,0,0,0,0,,,,0,91,6,97,107
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1507,1,60,88,9,1,22,12,19,84,2,0,1,,1,,,,0,299,20,319,496
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1508,2,195,181,12,3,80,39,73,151,7,1,6,,1,,,,0,749,67,816,1345
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1509,2,143,193,8,2,42,32,42,143,8,5,2,,2,,,,4,626,77,703,1127
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1510,1,56,106,10,0,24,20,12,111,7,2,0,,4,,,,0,352,49,401,697
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1511,2,164,229,9,3,65,40,28,243,9,6,6,,7,,,,1,810,102,912,1511
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1512,2,88,228,27,6,22,54,9,107,2,1,2,,5,,,,0,551,41,592,874
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1513,1,102,98,5,1,14,15,4,24,4,2,0,,2,,,,0,271,24,295,403
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1514,1,82,62,0,1,4,3,2,22,1,2,0,,1,,,,0,180,11,191,289
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1515,1,43,69,4,2,10,1,2,14,2,0,1,,1,,,,2,151,9,160,194
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,43,TIERRA NUEVA,1516,1,64,29,5,0,5,3,1,11,1,0,1,,0,,,,0,120,9,129,196
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1520,2,177,154,,23,57,4,12,62,10,,2,,10,,,,0,511,34,545,798
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1521,1,54,77,,25,19,0,6,19,17,,2,,2,,,,1,222,26,248,310
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1522,1,167,146,,34,87,4,10,49,12,,1,,7,,,,0,517,21,538,814
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1524,1,13,33,,23,19,1,1,32,1,,1,,0,,,,0,124,9,133,176
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1525,1,127,40,,20,41,2,0,24,2,,1,,2,,,,0,259,50,309,488
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1526,1,102,27,,24,36,0,0,43,1,,0,,3,,,,0,236,28,264,367
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1527,1,76,97,,31,68,4,0,67,3,,0,,10,,,,0,356,49,405,589
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1528,1,74,25,,35,8,0,0,26,4,,0,,2,,,,0,174,17,191,265
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1530,1,33,25,,14,12,3,1,34,1,,0,,0,,,,0,123,19,142,169
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1531,1,60,67,,18,50,4,1,35,1,,0,,5,,,,0,241,50,291,385
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1532,1,63,37,,4,56,0,0,35,0,,0,,0,,,,0,195,16,211,266
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1533,1,29,53,,14,9,2,6,13,2,,1,,1,,,,0,130,27,157,241
2,24,SAN LUIS POTOSI,1,MATEHUALA,44,VANEGAS,1534,1,85,75,,5,43,1,19,22,2,,1,,6,,,,0,259,16,275,446
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1536,2,280,61,74,23,108,9,5,13,132,,7,,,4,2,,0,718,52,770,1070
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1537,1,161,48,35,21,57,3,9,8,77,,2,,,2,1,,0,424,0,424,623
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1538,2,325,134,155,25,108,10,6,16,152,,10,,,13,3,,0,957,56,1013,1416
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1539,2,384,80,43,23,115,9,11,13,108,,5,,,6,0,,2,799,57,856,1160
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1540,1,142,17,13,6,55,3,3,1,12,,1,,,3,0,,0,256,21,277,386
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1541,1,124,35,30,18,77,7,1,6,16,,0,,,3,1,,0,318,34,352,453
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1542,1,83,30,9,2,39,1,2,2,3,,1,,,2,0,,0,174,17,191,229
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1543,1,123,34,10,2,25,2,0,2,0,,0,,,3,0,,0,201,18,219,286
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1544,2,268,65,133,27,104,9,3,5,49,,7,,,4,5,,0,679,67,746,964
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1545,2,128,46,50,17,115,11,4,7,29,,5,,,15,1,,0,428,78,506,770
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1546,1,84,40,28,3,65,9,2,2,15,,3,,,4,0,,0,255,40,295,401
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1547,1,68,24,38,2,39,1,0,1,9,,2,,,2,0,,0,186,11,197,280
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1548,1,18,20,36,0,19,0,0,0,0,,0,,,0,0,,0,93,4,97,127
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1549,1,89,20,7,0,34,1,2,2,5,,2,,,4,0,,0,166,13,179,214
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1550,1,89,19,11,13,69,2,1,2,40,,1,,,5,0,,0,252,29,281,370
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1551,1,98,29,67,9,57,2,0,4,22,,2,,,1,1,,0,292,32,324,437
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1552,1,73,23,21,9,33,1,1,0,22,,0,,,1,0,,0,184,5,189,285
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1553,1,70,25,13,3,61,4,0,0,4,,0,,,7,0,,0,187,20,207,296
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1554,1,120,34,7,1,25,11,6,2,6,,0,,,4,0,,0,216,25,241,302
2,24,SAN LUIS POTOSI,2,CERRITOS,45,VENADO,1555,1,88,42,18,1,40,2,0,7,17,,1,,,3,2,,0,221,16,237,306
2,24,SAN LUIS POTOSI,2,CERRITOS,46,VILLA DE ARISTA,1556,3,435,493,118,12,40,23,257,11,46,,11,,,3,5,,0,1454,70,1524,2136
