CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PCP,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PT,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,2,135,251,,9,9,4,1,14,44,,19,,5,,,,1,492,27,519,1220
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,2,157,225,,20,15,9,2,16,51,,14,,10,,,,0,519,21,540,1219
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,499,1,125,102,,3,7,11,6,4,42,,8,,11,,,,1,320,13,333,648
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,3,191,293,,24,26,14,7,13,73,,35,,24,,,,0,700,22,722,1722
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,3,265,292,,29,25,23,7,27,75,,16,,11,,,,1,771,22,793,1706
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,4,297,539,,67,56,12,9,37,93,,37,,33,,,,1,1181,44,1225,2814
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,3,195,358,,44,31,18,2,15,61,,15,,54,,,,0,793,54,847,1928
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,3,183,271,,29,21,11,5,21,62,,6,,8,,,,2,619,34,653,1506
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,2,262,202,,2,16,12,3,16,71,,5,,19,,,,1,609,13,622,1146
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,2,214,166,,4,9,11,3,17,65,,7,,8,,,,0,504,12,516,980
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,2,257,154,,2,8,19,5,12,65,,7,,10,,,,1,540,22,562,1134
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,2,177,224,,15,17,7,6,10,61,,10,,21,,,,0,548,36,584,1263
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,3,203,332,,8,18,23,10,23,71,,28,,45,,,,1,762,24,786,1856
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,2,164,262,,6,29,10,6,12,30,,14,,29,,,,1,563,25,588,1319
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,2,261,190,,7,12,12,6,20,127,,3,,25,,,,0,663,21,684,1244
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,2,194,202,,7,22,15,5,18,49,,3,,10,,,,2,527,15,542,1004
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,3,314,375,,13,30,33,9,25,78,,17,,26,,,,0,920,30,950,1940
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,2,176,216,,18,20,33,6,8,59,,6,,29,,,,1,572,19,591,1346
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,3,349,347,,20,26,36,5,43,121,,23,,26,,,,1,997,21,1018,2072
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,2,152,159,,3,21,17,4,7,46,,4,,13,,,,1,427,16,443,824
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,2,191,243,,7,14,12,3,15,80,,11,,22,,,,1,599,25,624,1142
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,4,323,564,,23,36,32,10,35,164,,30,,40,,,,1,1258,54,1312,2819
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,2,117,138,,2,9,14,4,5,35,,11,,38,,,,0,373,19,392,770
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,3,186,207,,5,21,18,3,14,66,,6,,25,,,,2,553,22,575,1697
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,3,254,400,,26,37,41,7,35,69,,19,,50,,,,1,939,33,972,1904
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,2,154,227,,9,28,16,1,6,27,,10,,29,,,,0,507,23,530,960
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,2,134,173,,9,13,6,1,15,40,,2,,17,,,,0,410,21,431,920
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,2,139,223,,4,14,15,1,6,46,,4,,31,,,,2,485,23,508,1112
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,525,3,201,262,,5,12,14,4,27,68,,5,,22,,,,0,620,35,655,2177
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,526,3,157,311,,16,42,22,2,8,52,,11,,46,,,,0,667,34,701,1794
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,527,4,227,509,,37,52,23,4,22,71,,15,,65,,,,0,1025,54,1079,2625
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,528,1,21,81,,4,3,0,1,1,2,,2,,0,,,,1,116,3,119,331
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,529,1,48,59,,12,4,0,0,0,4,,1,,0,,,,0,128,9,137,436
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,530,1,42,77,,5,11,1,1,1,10,,0,,7,,,,0,155,16,171,272
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,531,2,161,219,,25,25,6,7,9,26,,8,,33,,,,0,519,21,540,1188
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,532,2,50,212,,19,10,5,2,8,12,,1,,18,,,,0,337,18,355,866
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,533,2,134,170,,4,15,18,5,6,32,,2,,7,,,,0,393,12,405,754
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,534,1,32,96,,3,5,1,1,6,8,,7,,14,,,,0,173,6,179,308
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,536,3,147,361,,23,25,14,2,17,35,,19,,38,,,,1,682,34,716,1642
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,537,1,9,37,,3,2,0,0,0,2,,1,,7,,,,0,61,4,65,123
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,538,1,30,41,,2,5,0,1,4,3,,0,,1,,,,0,87,1,88,155
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,539,2,48,138,,13,22,7,1,8,18,,0,,10,,,,0,265,6,271,580
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,540,1,50,169,,13,12,2,1,5,14,,1,,14,,,,0,281,5,286,503
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,541,2,53,168,,7,27,2,1,8,21,,2,,28,,,,0,317,13,330,753
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,542,1,13,75,,1,5,1,1,2,5,,0,,12,,,,0,115,2,117,216
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,543,1,16,70,,0,3,0,0,0,4,,0,,5,,,,0,98,5,103,197
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,544,1,37,143,,11,9,1,1,0,3,,0,,12,,,,0,217,19,236,453
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,545,2,43,262,,19,14,6,1,6,7,,3,,21,,,,0,382,27,409,944
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,546,1,15,128,,4,8,0,0,0,3,,0,,24,,,,0,182,11,193,348
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,547,1,42,96,,23,8,3,1,0,2,,2,,10,,,,0,187,11,198,416
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,548,1,28,77,,5,5,3,0,0,3,,2,,4,,,,0,127,7,134,288
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,549,1,67,112,,9,0,9,0,0,3,,0,,17,,,,1,218,12,230,559
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,550,1,35,99,,7,8,1,1,2,4,,1,,9,,,,0,167,7,174,392
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,551,1,37,49,,6,0,0,0,7,0,,0,,0,,,,0,99,9,108,200
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,552,1,110,165,,3,7,0,0,3,5,,1,,0,,,,0,294,0,294,669
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,553,1,37,151,,7,10,18,0,2,7,,0,,17,,,,0,249,12,261,549
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,554,1,65,90,,7,24,9,3,2,14,,0,,8,,,,6,228,6,234,435
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,555,3,191,180,225,52,45,69,142,50,17,,13,,12,,11,,2,1009,100,1109,1576
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,556,3,160,146,86,32,25,163,194,13,7,,4,,18,,5,,0,853,93,946,1743
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,557,2,62,122,41,8,22,33,89,5,2,,0,,17,,2,,1,404,65,469,856
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,558,2,87,84,33,22,8,34,83,9,2,,1,,7,,3,,0,373,64,437,859
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,559,3,145,276,175,41,44,51,150,39,23,,14,,41,,22,,1,1022,127,1149,1912
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,560,2,49,77,45,19,11,345,56,8,3,,2,,8,,2,,0,625,48,673,1132
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,561,2,130,165,183,52,29,59,138,29,7,,2,,19,,28,,0,841,75,916,1298
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,562,2,120,100,96,19,30,66,66,29,6,,5,,6,,5,,0,548,49,597,948
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,563,1,27,30,21,3,12,7,37,1,0,,1,,3,,3,,0,145,22,167,273
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,564,1,24,32,7,1,6,47,24,1,2,,0,,2,,0,,0,146,21,167,361
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,565,3,156,243,81,41,30,24,128,29,3,,2,,9,,10,,0,756,94,850,1607
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,566,2,88,178,71,35,22,13,104,15,7,,7,,25,,5,,0,570,69,639,1202
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,567,1,33,46,73,31,8,10,28,4,3,,1,,4,,8,,0,249,31,280,451
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,568,2,78,154,54,19,33,29,101,25,1,,1,,21,,4,,0,520,56,576,943
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,569,1,19,56,62,11,10,7,50,4,0,,0,,5,,8,,0,232,25,257,313
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,570,1,43,89,27,14,12,32,169,22,1,,0,,9,,1,,0,419,73,492,667
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,571,1,33,94,76,29,12,56,50,16,2,,1,,5,,3,,0,377,34,411,605
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,572,4,119,197,316,72,51,22,190,95,6,,5,,23,,50,,0,1146,121,1267,1796
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,573,3,242,166,281,83,29,21,199,34,13,,7,,27,,46,,0,1148,108,1256,2040
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,574,1,80,42,119,32,17,2,79,9,5,,1,,1,,19,,0,406,47,453,704
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,575,1,36,40,45,9,30,8,31,2,1,,4,,4,,4,,0,214,23,237,353
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,576,1,19,48,12,8,5,4,57,10,0,,0,,53,,20,,0,236,22,258,258
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,577,2,40,177,38,34,13,46,81,4,0,,0,,31,,1,,0,465,68,533,826
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,578,2,109,139,97,35,37,13,172,18,5,,1,,3,,0,,0,629,94,723,1017
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,579,2,114,115,177,61,28,11,107,14,7,,7,,5,,18,,0,664,63,727,1150
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,580,3,248,182,272,75,32,23,181,39,14,,10,,21,,21,,0,1118,61,1179,1697
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,581,3,139,132,169,49,29,17,125,20,11,,10,,6,,14,,0,721,77,798,1198
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,582,2,150,142,129,51,41,31,102,19,17,,12,,10,,7,,0,711,50,761,1102
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,583,1,54,77,62,54,10,12,91,12,5,,0,,13,,5,,0,395,61,456,655
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,584,2,56,93,111,103,11,24,44,16,4,,1,,18,,15,,0,496,71,567,764
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,585,2,260,116,98,44,25,4,72,23,6,,7,,13,,10,,0,678,57,735,1274
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,586,3,242,215,263,72,41,40,151,26,26,,22,,17,,28,,3,1146,101,1247,2041
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,587,2,162,132,187,81,23,21,82,40,12,,15,,1,,2,,0,758,59,817,1215
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,588,3,311,145,171,64,41,29,133,33,27,,16,,2,,6,,0,978,55,1033,1624
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,589,3,641,161,77,42,40,74,64,44,13,,13,,23,,7,,1,1200,73,1273,1781
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,590,3,319,127,49,18,30,12,102,30,39,,8,,11,,2,,0,747,61,808,1222
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,591,1,122,42,23,15,24,85,13,59,35,,1,,1,,1,,0,421,29,450,699
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,592,2,216,118,52,85,59,87,9,95,34,,5,,0,,1,,0,761,46,807,1311
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,593,4,371,157,83,156,89,156,13,173,114,,3,,1,,2,,1,1319,80,1399,2115
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,594,1,15,26,4,7,4,28,0,5,1,,0,,0,,0,,0,90,7,97,140
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,596,1,41,27,4,2,4,36,1,13,2,,0,,0,,2,,0,132,9,141,183
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,597,1,49,44,20,52,10,37,11,56,6,,11,,0,,0,,0,296,32,328,457
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,598,1,123,35,30,52,13,15,4,26,12,,2,,0,,0,,0,312,17,329,450
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,599,1,91,29,9,24,12,4,1,18,3,,1,,0,,0,,0,192,13,205,290
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,600,1,32,24,3,24,5,23,4,58,8,,0,,0,,0,,0,181,19,200,312
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,601,1,197,92,42,23,25,37,3,9,6,,0,,6,,0,,0,440,26,466,697
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,602,1,63,57,25,19,15,26,3,21,4,,0,,0,,0,,0,233,9,242,391
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,603,1,119,53,62,37,11,39,6,14,9,,1,,2,,3,,0,356,27,383,536
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,604,1,210,37,35,38,24,17,6,12,12,,0,,3,,0,,0,394,31,425,533
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,605,1,60,86,24,17,26,52,8,17,5,,0,,2,,0,,0,297,29,326,462
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,606,1,92,60,12,9,23,43,4,44,2,,0,,2,,0,,0,291,24,315,512
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,607,1,64,36,25,55,16,64,13,56,13,,2,,55,,80,,0,479,37,516,603
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,608,2,146,136,37,23,19,38,2,92,8,,0,,2,,0,,0,503,47,550,780
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,609,1,30,37,23,3,19,13,5,73,14,,2,,0,,2,,0,221,27,248,437
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,610,1,69,43,25,19,14,31,0,47,2,,2,,0,,1,,1,254,22,276,427
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,611,1,16,33,16,5,27,12,4,37,4,,1,,3,,0,,0,158,11,169,307
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,612,1,146,63,24,27,11,47,1,60,5,,1,,0,,1,,30,416,0,416,625
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,613,2,149,44,16,12,29,56,6,123,7,,1,,0,,0,,1,444,51,495,788
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,614,1,97,15,2,8,11,13,0,9,0,,0,,0,,0,,0,155,11,166,252
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,615,1,84,39,5,11,10,11,2,25,3,,1,,0,,0,,0,191,25,216,362
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,616,3,572,137,,12,20,17,6,99,12,,15,11,11,,,,2,914,61,975,1555
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,617,2,430,119,,7,23,21,4,121,20,,16,15,6,,,,0,782,45,827,1278
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,618,3,759,131,,19,14,36,7,98,17,,32,12,19,,,,0,1144,98,1242,1974
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,619,1,151,62,,3,10,4,0,35,5,,4,3,4,,,,0,281,24,305,499
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,620,1,145,85,,5,12,0,1,27,4,,7,4,1,,,,0,291,27,318,601
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,621,1,217,67,,2,5,1,2,37,1,,7,0,0,,,,0,339,31,370,652
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,622,1,79,83,,7,21,4,3,30,2,,1,1,7,,,,0,238,43,281,449
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,623,3,185,239,,9,37,3,6,77,15,,12,1,14,,,,0,598,92,690,1129
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,624,1,116,44,,2,4,0,0,18,4,,2,3,2,,,,0,195,13,208,371
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,625,1,112,17,,4,9,1,1,2,0,,3,1,0,,,,0,150,17,167,258
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,626,2,222,188,,7,39,1,1,35,8,,8,3,14,,,,1,527,83,610,848
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,627,1,190,69,,6,13,7,1,34,3,,5,3,9,,,,0,340,54,394,675
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,628,1,92,101,,2,4,1,0,24,6,,1,0,0,,,,0,231,0,231,448
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,629,1,46,22,,1,4,2,0,2,0,,1,1,1,,,,0,80,4,84,156
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,630,1,67,13,,1,1,2,0,1,1,,0,0,0,,,,0,86,17,103,190
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,631,1,40,13,,2,0,0,0,1,5,,0,1,0,,,,0,62,7,69,117
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,632,1,30,34,,0,2,0,0,3,0,,2,1,5,,,,0,77,8,85,111
2,24,SAN LUIS POTOSI,11,CARDENAS,23,RAYON,633,2,305,85,,3,7,1,0,26,1,,3,4,8,,,,0,443,55,498,860
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,634,2,206,227,5,24,21,6,4,8,14,0,7,,,9,,,0,531,15,546,1190
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,635,2,208,298,2,12,22,4,2,4,6,2,1,,,5,,,0,566,16,582,1015
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,636,3,372,255,20,27,34,10,10,14,47,3,27,,,3,,,1,823,22,845,1624
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,637,2,243,194,19,27,22,22,18,12,12,1,20,,,12,,,1,603,21,624,1237
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,638,3,353,313,16,53,34,21,28,36,44,7,50,,,21,,,2,978,41,1019,1828
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,639,2,239,160,14,20,12,14,11,20,14,5,19,,,3,,,1,532,12,544,1073
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,640,2,225,136,8,20,16,20,10,15,21,3,13,,,9,,,1,497,14,511,871
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,641,3,339,287,23,35,20,31,28,33,69,29,52,,,19,,,0,965,43,1008,2171
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,642,2,271,146,10,29,20,10,21,22,32,10,24,,,7,,,0,602,21,623,1065
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,643,2,214,158,10,27,6,10,13,15,24,5,13,,,8,,,0,503,14,517,864
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,644,1,111,85,4,18,13,4,13,7,17,4,5,,,1,,,0,282,9,291,521
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,645,2,166,113,7,18,23,13,15,15,19,0,8,,,7,,,1,405,11,416,809
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,646,3,279,236,20,18,33,26,24,20,9,7,20,,,13,,,1,706,17,723,1561
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,647,2,249,231,13,38,18,27,17,23,34,1,32,,,14,,,1,698,18,716,1386
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,648,2,232,119,15,31,9,18,25,9,19,5,10,,,8,,,1,501,13,514,961
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,649,2,210,127,7,34,7,7,32,7,24,4,6,,,4,,,8,477,15,492,844
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,650,2,235,142,12,21,15,18,23,12,18,6,19,,,1,,,0,522,10,532,973
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,651,2,227,167,10,16,25,21,11,12,21,3,12,,,101,,,1,627,6,633,1024
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,652,2,174,108,11,27,16,6,24,12,14,9,7,,,8,,,0,416,18,434,807
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,653,2,252,149,16,36,19,12,18,6,12,10,11,,,4,,,2,547,19,566,993
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,654,2,237,215,6,24,20,22,11,25,16,8,21,,,24,,,0,629,23,652,1273
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,655,4,401,488,27,56,42,48,41,77,33,24,57,,,32,,,0,1326,42,1368,2758
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,656,2,205,173,7,17,7,0,3,17,15,4,22,,,11,,,0,481,21,502,978
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,657,5,511,451,18,40,41,34,31,50,39,10,49,,,27,,,1,1302,50,1352,3338
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,658,2,299,206,10,32,23,14,18,20,19,18,27,,,18,,,0,704,32,736,1445
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,659,3,380,267,18,24,40,23,24,21,36,12,18,,,18,,,0,881,25,906,1556
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,660,2,311,213,8,18,23,25,14,26,13,2,23,,,5,,,0,681,23,704,1372
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,661,4,451,349,13,30,45,19,18,32,29,9,15,,,24,,,0,1034,37,1071,2381
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,662,3,318,402,17,22,50,14,14,12,19,14,10,,,45,,,2,939,54,993,2175
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,663,1,181,100,4,4,44,0,1,1,5,1,0,,,7,,,0,348,8,356,618
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,664,1,59,101,3,2,17,2,2,1,0,0,2,,,0,,,0,189,5,194,326
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,665,2,206,166,15,23,21,1,0,5,4,3,3,,,12,,,17,476,15,491,907
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,666,2,164,171,6,18,11,0,1,4,0,2,5,,,14,,,0,396,19,415,825
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,667,1,42,94,1,3,35,0,0,5,0,1,0,,,10,,,0,191,5,196,291
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,668,2,199,171,8,8,18,2,5,4,3,4,3,,,5,,,0,430,17,447,981
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,670,2,161,348,33,12,27,6,4,2,2,9,2,,,1,,,0,607,54,661,1274
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,671,1,128,40,2,22,5,0,2,0,2,0,0,,,0,,,0,201,19,220,468
