CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,95,2,,,12,13,,13,,41,33,3,90,,,,,,31,1,2,0,1,,,240,0,22,262,471
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,96,1,,,5,10,,6,,46,28,1,91,,,,,,38,0,0,1,0,,,226,0,23,249,390
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,97,1,,,7,2,,3,,27,5,1,61,,,,,,17,0,0,0,0,,,123,0,22,145,200
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,98,2,,,30,52,114,21,,,149,15,292,240,,,,,,1,2,0,0,,,916,0,65,981,1177
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,99,1,,,0,3,7,0,,,5,0,59,26,,,,,,0,1,0,0,,,101,0,12,113,139
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,101,1,,,4,13,28,2,,,9,1,44,79,,,,,,0,0,0,0,,,180,0,14,194,234
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,102,1,,,3,16,40,6,,,20,1,63,60,,,,,,1,0,0,0,,,210,0,19,229,278
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,103,1,,,2,18,49,3,,,26,1,112,55,,,,,,0,0,0,0,,,266,0,17,283,352
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,105,1,,,6,2,40,3,,,18,1,100,40,,,,,,0,0,0,0,,,210,0,19,229,285
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,106,2,,,5,51,60,10,,,53,7,266,179,,,,,,0,5,0,3,,,639,0,64,703,970
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,107,1,,,0,3,23,0,,,5,0,58,43,,,,,,0,0,0,0,,,132,0,11,143,171
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,108,1,,,0,3,23,0,,,5,0,58,43,,,,,,0,0,0,0,,,132,0,29,161,493
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,110,1,,,6,6,19,5,,,15,0,108,44,,,,,,0,0,0,0,,,203,0,23,226,387
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,111,1,,,2,13,61,7,,,13,1,61,75,,,,,,0,0,0,0,,,233,0,15,248,295
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,112,1,,,5,19,34,16,,,49,2,85,95,,,,,,1,1,0,1,,,308,0,32,340,462
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,113,1,,,4,3,17,18,,,11,0,46,56,,,,,,1,0,0,0,,,156,0,11,167,235
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,114,1,,,16,12,20,1,,,16,1,24,25,,,,,,0,0,0,0,,,115,0,12,127,168
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,115,1,,,2,5,85,10,,,2,0,20,102,,,,,,0,0,0,0,,,226,0,23,249,332
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,116,1,,,5,17,25,8,,,27,4,49,50,,,,,,3,0,1,0,,,189,0,13,202,269
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,117,1,,,2,12,22,5,,,19,1,44,36,,,,,,0,0,0,0,,,141,0,15,156,213
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,118,1,,,3,28,50,11,,,5,2,116,102,,,,,,0,0,0,0,,,317,0,41,358,432
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,119,4,,,54,182,95,20,,,551,42,141,363,,,,,,22,10,4,3,,,1487,1,91,1579,2464
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,120,3,,,42,142,61,15,,,504,35,130,300,,,,,,12,8,1,8,,,1258,0,105,1363,2083
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,121,3,,,28,127,66,18,,,528,9,117,217,,,,,,10,9,1,3,,,1133,0,66,1199,1802
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,122,4,,,49,161,83,24,,,659,38,127,352,,,,,,14,14,0,5,,,1526,0,88,1614,2353
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,123,1,,,4,22,6,0,,,37,6,10,28,,,,,,0,0,0,1,,,114,0,19,133,171
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,124,1,,,5,29,15,2,,,26,7,8,63,,,,,,4,1,0,1,,,161,0,31,192,284
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,125,2,,,28,48,14,1,,,36,7,22,94,,,,,,0,0,0,1,,,251,0,41,292,405
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,126,1,,,9,52,12,4,,,1,4,22,97,,,,,,4,3,1,0,,,209,0,36,245,440
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,127,1,,,5,27,20,7,,,43,4,12,43,,,,,,4,0,0,2,,,167,0,18,185,325
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,128,1,,,8,35,9,4,,,80,7,19,90,,,,,,3,3,1,1,,,260,0,23,283,387
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,129,1,,,1,27,4,2,,,36,1,8,17,,,,,,0,0,0,1,,,97,0,6,103,131
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,130,1,,,9,31,9,3,,,59,5,7,26,,,,,,1,4,0,0,,,154,0,14,168,218
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,131,2,,,24,261,52,8,,,130,12,45,184,,,,,,12,11,5,2,,,746,0,71,817,1143
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,132,1,,,2,19,6,0,,,19,3,7,36,,,,,,3,3,3,0,,,101,0,11,112,161
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,133,1,,,3,41,10,5,,,74,16,21,54,,,,,,4,3,2,2,,,235,0,17,252,333
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,134,1,,,16,48,10,3,,,87,6,19,43,,,,,,3,0,0,0,,,235,0,18,253,358
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,135,1,,,7,93,19,7,,,62,6,22,208,,,,,,7,3,0,0,,,434,0,54,488,648
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,136,2,,,113,52,60,,,,139,16,118,,110,,,,,3,1,2,3,,,617,0,39,656,1049
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,137,3,,,132,78,108,,,,131,12,220,,184,,,,,7,8,0,2,,,882,0,62,944,1030
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,138,1,,,33,36,30,,,,81,8,94,,92,,,,,1,0,0,1,,,376,0,33,409,677
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,139,3,,,131,70,114,,,,166,14,196,,212,,,,,4,2,0,1,,,910,1,75,986,1654
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,140,2,,,61,46,54,,,,140,6,132,,150,,,,,5,2,0,0,,,596,0,60,656,1096
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,141,3,,,113,64,89,,,,231,4,144,,174,,,,,9,2,4,0,,,834,0,91,925,1502
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,142,2,,,63,47,45,,,,161,10,157,,148,,,,,3,1,0,0,,,635,0,21,656,1066
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,143,3,,,114,90,102,,,,202,15,181,,173,,,,,6,5,1,1,,,890,2,69,961,1624
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,144,3,,,84,75,118,,,,260,12,220,,233,,,,,11,2,1,3,,,1019,1,86,1106,1739
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,145,1,,,15,5,15,,,,23,1,7,,25,,,,,2,0,0,1,,,94,1,11,106,164
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,147,1,,,23,14,65,,,,16,3,22,,82,,,,,2,1,0,0,,,228,0,22,250,488
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,148,1,,,22,14,29,,,,3,0,37,,36,,,,,0,0,0,0,,,141,0,19,160,382
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,149,1,,,30,10,24,,,,3,0,6,,17,,,,,0,0,0,0,,,90,0,11,101,161
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,150,1,,,24,11,9,,,,14,0,31,,18,,,,,0,0,0,0,,,107,0,6,113,156
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,151,1,,,5,0,12,,,,9,7,6,,36,,,,,0,0,0,0,,,75,0,2,77,116
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,152,2,,,16,11,99,,,,9,6,82,,140,,,,,0,0,0,0,,,363,0,63,426,888
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,153,1,,,33,3,10,,,,13,0,22,,25,,,,,0,0,0,0,,,106,0,16,122,240
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,154,1,,,13,11,15,,,,20,1,5,,31,,,,,1,1,0,0,,,98,0,8,106,155
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,155,1,,,16,18,40,,,,15,0,23,,31,,,,,4,1,0,0,,,148,0,16,164,322
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,156,1,,,33,23,86,,,,13,4,49,,83,,,,,0,1,0,1,,,293,0,41,334,676
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,158,1,,,17,9,14,,,,24,3,68,,30,,,,,0,1,0,0,,,166,0,23,189,317
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,160,1,,,34,13,12,,,,20,2,13,,11,,,,,1,0,0,0,,,106,0,7,113,170
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,161,1,,,51,16,47,,,,25,5,66,,37,,,,,0,0,0,0,,,247,1,31,279,528
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,162,1,,,12,9,19,,,,12,1,4,,17,,,,,0,0,0,0,,,74,0,8,82,115
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,163,1,,,28,31,21,,,,32,5,51,,62,,,,,0,0,0,0,,,230,0,29,259,410
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,164,1,,,15,10,23,,,,5,0,20,,33,,,,,0,0,0,0,,,106,0,7,113,158
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,165,1,36,,15,6,,17,35,,43,5,,,,89,,,,2,0,0,0,,,248,0,18,266,305
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,167,1,61,,9,11,,8,14,,11,3,,,,88,,,,0,0,0,0,,,205,0,17,222,276
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,169,1,14,,10,4,,9,2,,11,1,,,,57,,,,0,0,0,0,,,108,0,14,122,155
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,170,1,20,,5,3,,7,13,,15,2,,,,59,,,,0,0,0,0,,,124,0,8,132,152
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,4,400,,67,43,,180,114,,305,50,,,,571,,,,1,2,1,1,,,1735,2,124,1861,2259
