CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,CAND_IND185,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,764,C03,101,69,15,16,13,0,21,11,67,9,2,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,11,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,20,407,703,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,764,C04,108,48,38,11,12,0,28,15,84,4,1,1,1,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,13,428,703,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,764,C05,94,68,25,16,5,1,20,12,72,9,3,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,389,14,404,703,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,766,B,60,42,23,9,5,1,10,5,46,4,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,2,274,519,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,766,C01,54,43,19,10,5,1,9,8,41,6,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,10,267,518,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,766,C02,37,53,18,7,7,2,15,10,29,5,3,3,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,13,267,518,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,767,B,100,67,39,2,16,0,37,3,97,8,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,16,426,677,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,809,B,83,47,24,7,7,3,15,5,38,8,1,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,8,270,452,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,809,C01,69,53,24,15,5,2,21,7,82,3,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,5,310,451,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,945,B,53,30,17,4,7,1,13,5,37,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,192,6,199,442,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,945,C01,45,24,20,7,7,1,16,3,35,6,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,17,205,441,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,946,B,55,45,23,8,7,0,15,6,31,10,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,5,234,406,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,946,C01,64,35,17,7,10,3,10,36,8,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,2,215,406,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,947,B,79,41,26,9,12,2,22,6,45,6,6,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,10,291,549,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,948,B,105,86,37,10,11,2,16,9,42,16,2,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,7,384,662,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,949,B,81,38,32,10,2,5,13,6,55,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,5,263,423,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,950,B,105,54,36,6,7,3,11,14,50,7,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,7,330,567,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,951,B,87,39,34,5,5,2,10,5,29,5,3,1,0,1,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,6,250,399,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,952,B,35,55,11,6,3,1,12,4,36,8,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,6,201,376,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,952,C01,45,35,17,10,4,2,11,6,31,6,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,0,183,376,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,953,B,80,65,36,9,14,3,26,9,66,6,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6,369,11,386,693,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,954,B,38,29,19,9,3,1,9,4,25,4,2,0,1,1,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,5,204,409,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,954,C01,44,25,23,5,3,0,14,5,30,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,209,4,213,409,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,955,B,78,56,39,10,15,3,23,7,50,4,5,1,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,11,360,665,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,956,B,93,41,46,11,7,1,11,4,49,8,4,0,0,1,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,315,4,320,576,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,957,B,62,28,12,5,0,1,8,3,23,8,2,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,5,190,402,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,957,C01,51,33,18,6,10,2,11,6,30,7,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,6,209,401,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,958,B,44,28,28,6,5,2,11,5,28,1,2,1,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,4,192,393,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,958,C01,52,28,28,7,4,0,9,5,29,3,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,5,196,393,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,959,B,91,61,40,34,9,2,10,4,36,28,5,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,16,393,663,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,960,B,69,31,10,6,4,1,7,7,22,7,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,4,188,413,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,960,C01,53,31,11,9,2,0,14,8,27,6,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,180,5,186,412,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,961,B,62,35,12,6,7,0,7,4,27,2,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,12,214,458,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,961,C01,54,30,11,7,3,2,14,4,28,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,6,194,458,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,962,B,62,61,22,8,7,0,17,10,50,9,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,288,5,293,576,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,963,B,69,37,17,7,1,3,13,5,34,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,7,221,447,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,963,C01,46,39,9,6,4,1,15,7,24,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,3,193,446,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,964,B,85,58,47,6,6,6,10,8,50,5,0,0,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,8,325,574,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,965,B,52,55,22,7,6,2,14,7,30,5,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,224,7,231,441,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,965,C01,70,54,22,6,4,5,14,1,19,9,4,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,5,234,440,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,966,B,56,41,23,4,4,0,13,3,46,5,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,7,225,397,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,967,B,68,60,25,7,6,2,13,6,34,7,3,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,6,259,411,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,967,C01,78,45,18,102,7,1,16,6,45,5,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,6,351,411,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,968,B,58,42,19,3,5,3,7,6,35,5,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,12,242,452,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,969,B,35,39,11,11,8,3,8,9,51,5,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,7,252,472,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,970,B,76,63,25,5,11,3,13,11,36,8,1,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277,6,284,465,,,,
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,971,B,42,41,15,9,7,4,17,9,43,7,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,4,232,436,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,610,B,94,71,30,7,19,3,12,18,55,1,2,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,0,359,7,366,543,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,610,C01,104,58,14,10,24,1,21,14,59,5,7,1,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,,,,,,,,,,,,,,,,,,,,,,,,,0,367,11,378,543,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,610,C02,108,62,21,11,10,3,24,13,59,5,4,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,0,356,12,368,543,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,726,B,87,73,4,0,8,2,13,6,57,5,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,,1,281,4,286,406,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,726,C01,86,59,2,8,7,2,8,6,61,9,3,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,,,,,,,,,,,0,289,5,294,405,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,727,B,107,93,23,3,9,0,35,16,80,10,2,1,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,31,,,,,,,,,,,,,,,,,,,,,,,,,0,436,17,453,715,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,729,B,109,94,8,6,20,1,15,14,90,17,3,1,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,1,407,18,426,626,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,731,B,88,53,9,8,12,1,17,10,54,7,0,2,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,0,284,7,291,464,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,731,C01,72,36,8,4,13,1,17,9,72,13,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,,,,,,,,,,,,,,,,,,,,,,,,,0,288,11,299,464,,,,
1,18,NAYARIT,17,TEPIC,8,TEPIC 08,733,B,90,70,16,11,18,3,17,11,72,12,0,10,0,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,,,,,,,,,,,0,388,14,402,621,,,,
