SECCION,CASILLA,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CDPPN,PSN,PAS,NOREG,NULOS,VOTACIONTOTAL,LISTANOMINAL,OBS
1078,B,1,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,67,98,3,5,5,1,0,0,0,7,186,561,
1078,C1,1,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,87,106,3,1,1,3,0,0,0,15,216,561,
1079,B,1,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,56,73,6,2,3,0,0,0,0,5,145,403,
1079,C1,1,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,64,65,10,2,6,3,0,0,0,3,153,404,
1080,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,43,54,6,0,6,3,0,0,0,1,113,279,
1081,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,75,77,7,5,5,0,0,0,0,5,174,439,
1082,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,69,41,12,0,1,1,0,0,0,3,127,309,
1083,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,52,72,5,3,3,3,0,0,0,0,138,275,
1084,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,97,94,10,2,17,1,0,0,0,6,227,509,
1085,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,134,76,12,6,15,3,0,0,0,9,255,666,
1086,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,158,104,12,4,14,0,0,0,0,4,296,668,
1086,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,141,133,6,3,20,3,0,0,0,10,316,669,
1087,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,93,87,10,2,22,1,0,0,0,4,219,432,
1087,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,81,0,1,8,2,0,0,0,10,198,432,
1088,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,154,88,4,3,13,0,0,0,1,3,266,570,
1088,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,101,8,3,21,2,0,0,0,7,286,571,
1089,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,156,105,7,2,20,3,0,0,1,3,297,567,
1089,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,150,89,11,2,20,2,0,0,0,4,278,567,
1090,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,143,121,8,2,11,3,0,0,0,7,295,650,
1090,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,137,98,9,4,8,2,0,0,0,9,267,651,
1091,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,131,120,9,4,20,5,0,0,1,9,299,648,
1091,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,157,109,7,3,4,2,0,0,0,5,287,648,
1091,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,148,116,11,1,6,3,0,0,0,7,292,649,
1092,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,105,88,11,13,11,2,0,0,4,5,239,558,
1092,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,89,11,7,6,1,0,0,0,10,234,558,
1092,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,78,16,4,6,6,0,0,0,3,230,559,
1093,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,168,105,10,4,15,1,0,0,1,5,309,717,
1093,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,170,118,12,3,15,1,0,0,0,9,328,718,
1094,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,114,13,0,9,6,0,0,0,5,242,573,
1094,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,94,96,6,4,16,7,0,0,0,4,227,573,
1095,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,190,69,6,1,13,5,0,0,0,6,290,650,
1096,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,200,90,7,1,14,2,0,0,1,2,317,736,
1096,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,155,120,10,1,17,0,0,0,0,10,313,736,
1097,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,112,116,5,5,15,2,0,0,0,11,266,641,
1097,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,138,116,16,7,9,1,0,0,0,10,297,642,
1098,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,89,109,5,4,12,3,0,0,0,0,222,434,
1098,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,71,112,11,2,5,1,0,0,0,3,205,435,
1099,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,135,10,4,9,3,0,0,0,6,311,639,
1099,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,123,110,9,1,14,3,0,0,0,11,271,639,
1099,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,129,108,8,3,10,2,0,0,0,4,264,640,
1100,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,150,85,5,1,17,1,0,0,0,3,262,566,
1100,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,163,77,8,2,14,3,0,0,0,4,271,566,
1101,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,131,89,19,7,20,6,0,0,0,7,279,626,
1101,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,133,93,18,6,18,7,0,0,0,9,284,626,
1101,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,114,131,11,8,3,3,0,0,0,13,283,626,
1102,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,118,88,17,3,15,2,0,0,0,4,247,632,
1102,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,132,105,15,4,16,3,0,0,0,9,284,632,
1103,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,130,104,14,3,16,5,0,0,0,9,281,656,
1104,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,146,69,9,2,24,2,0,0,0,5,257,643,
1105,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,97,10,7,13,2,0,0,0,4,277,670,
1105,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,139,86,10,4,16,3,0,0,0,4,262,671,
1106,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,118,118,10,6,13,6,0,0,0,12,283,704,
1107,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,65,66,6,5,3,3,0,0,0,7,155,472,
1108,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,88,55,8,3,7,1,0,0,0,2,164,335,
1109,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,90,78,10,5,5,4,0,0,0,3,195,448,
1110,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,90,70,10,4,11,2,0,0,1,7,195,434,
1111,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,146,121,15,4,16,6,0,0,0,10,318,654,
1111,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,148,114,10,12,8,2,0,0,0,6,300,654,
1112,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,111,83,5,2,7,1,0,0,0,6,215,425,
1113,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,79,78,10,1,5,3,0,0,0,9,185,382,
1114,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,104,101,12,9,19,4,0,0,0,8,257,598,
1115,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,119,13,6,6,6,0,0,0,269,514,506,
1116,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,169,95,12,7,5,2,0,0,0,14,304,582,
1117,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,92,68,10,1,6,1,0,0,0,3,181,433,
1117,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,91,70,4,4,13,2,0,0,0,1,185,433,
1118,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,103,16,3,14,2,0,0,0,6,254,508,
1118,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,129,74,13,1,21,4,0,0,0,4,246,508,
1119,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,105,64,11,2,18,2,0,0,0,5,207,489,
1120,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,128,116,7,9,16,4,0,0,0,1,281,621,
1120,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,136,83,10,6,18,1,0,0,0,9,263,621,
1121,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,166,112,12,4,8,2,0,0,0,6,310,681,
1121,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,153,121,7,7,6,4,0,0,0,5,303,681,
1122,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,94,67,10,2,12,5,0,0,0,8,198,472,
1122,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,109,72,6,5,9,4,0,0,0,2,207,472,
1123,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,138,124,18,4,5,2,0,0,0,5,296,678,
1124,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,131,116,13,4,10,4,0,0,0,9,287,668,
1124,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,154,117,9,2,18,7,0,0,0,6,313,668,
1125,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,133,93,6,2,15,2,0,0,0,5,256,589,
1125,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,121,101,15,4,9,4,0,0,0,5,259,589,
1126,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,67,131,5,0,12,2,0,0,0,3,220,469,
1126,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,83,99,4,4,6,2,0,0,0,2,200,469,
1127,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,128,120,17,8,17,5,0,0,0,9,304,724,
1127,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,106,18,5,6,2,0,0,0,0,281,724,
1127,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,126,81,16,13,6,2,0,0,0,12,256,724,
1128,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,153,70,7,2,9,2,0,0,0,7,250,640,
1128,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,161,78,8,1,8,1,0,0,0,4,261,640,
1128,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,132,73,6,7,10,1,0,0,0,7,236,640,
1128,C3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,145,76,4,4,8,3,0,0,0,6,246,641,
1129,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,125,71,8,4,10,2,0,0,0,5,225,607,
1129,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,132,98,18,3,3,1,0,0,0,6,261,608,
1130,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,143,114,14,7,16,4,0,0,0,5,303,697,
1130,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,184,96,9,5,8,5,0,0,0,8,315,698,
1131,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,146,88,12,3,10,1,0,0,0,8,268,528,
1131,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,116,75,12,0,9,1,0,0,1,7,221,528,
1131,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,152,89,14,3,14,4,0,0,0,9,285,528,
1132,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,125,91,3,4,10,4,0,0,0,7,244,525,
1132,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,124,75,8,7,14,0,0,0,0,7,235,526,
1133,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,138,118,9,12,12,3,0,0,0,6,298,604,
1133,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,95,7,7,15,5,0,0,0,7,280,605,
1134,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,165,93,8,3,16,6,0,0,0,6,297,666,
1134,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,134,99,22,3,20,2,0,0,0,0,280,667,
1135,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,83,15,3,8,2,0,0,0,5,243,483,
1135,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,80,94,5,5,7,3,0,0,0,5,199,483,
1136,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,125,99,14,5,15,1,0,0,0,10,269,553,
1136,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,120,93,9,8,12,1,0,0,0,3,246,553,
1137,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,128,88,14,10,8,1,0,0,0,8,257,633,
1137,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,151,106,8,10,12,3,0,0,0,6,296,634,
1138,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,70,7,4,7,1,0,0,0,6,191,397,
1138,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,99,91,12,8,6,2,0,0,0,7,225,397,
1139,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,152,87,7,6,14,6,0,0,0,2,274,635,
1140,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,103,6,9,13,3,0,0,0,2,263,577,
1140,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,109,92,11,6,10,2,0,0,0,8,238,578,
1141,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,116,72,10,3,8,4,0,0,1,5,219,434,
1141,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,80,5,4,9,0,0,0,0,3,218,435,
1142,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,134,77,7,1,18,3,0,0,0,7,247,501,
1142,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,98,5,1,6,4,0,0,0,7,248,501,
1142,C2,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,130,108,4,4,11,2,0,0,0,4,263,501,
1143,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,94,56,3,2,14,3,0,0,0,17,189,376,
1143,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,64,5,5,7,2,0,0,0,2,202,376,
1144,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,100,73,3,3,8,0,0,0,0,4,191,414,
1144,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,81,84,5,1,10,2,0,0,0,8,191,414,
1145,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,93,98,7,4,7,1,0,0,0,7,217,435,
1145,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,86,6,7,7,1,0,0,0,8,225,436,
1146,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,130,79,4,8,15,0,0,0,0,4,240,491,
1146,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,140,87,8,6,17,0,0,0,0,5,263,491,
1147,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,134,82,5,3,15,1,0,0,0,7,247,532,
1147,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,166,74,8,5,9,0,0,0,0,2,264,533,
1148,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,203,118,11,2,13,3,0,0,0,18,368,708,
1148,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,156,142,11,3,16,5,0,0,0,6,339,708,
1149,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,164,86,9,2,16,0,0,0,0,4,281,543,
1149,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,148,88,11,3,16,1,0,0,0,9,276,543,
1150,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,94,22,10,10,5,0,0,0,11,262,607,
1150,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,114,111,9,10,8,3,0,0,0,7,262,607,
1151,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,81,7,4,17,0,0,0,0,7,233,577,
1151,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,112,85,15,4,19,4,0,0,0,10,249,578,
1152,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,169,130,5,2,20,5,0,0,0,8,339,728,
1153,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,191,93,11,5,10,0,0,0,2,8,320,684,
1153,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,173,98,5,7,10,0,0,0,0,9,302,685,
1154,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,155,79,8,7,11,2,0,0,0,7,269,544,
1154,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,191,77,2,4,12,4,0,0,0,4,294,545,
1154,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,173,84,7,4,11,4,0,0,1,7,291,545,
1155,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,232,89,8,3,9,2,0,0,0,1,344,655,
1155,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,230,81,3,6,14,5,0,0,0,14,353,656,
1156,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,159,99,19,3,11,1,0,0,0,2,294,543,
1156,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,167,96,5,3,10,2,0,0,0,4,287,544,
1157,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,237,91,9,7,13,2,0,0,0,6,365,656,
1157,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,208,94,13,6,9,2,0,0,0,6,338,657,
1158,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,172,106,7,1,14,1,0,0,0,8,309,618,
1214,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,98,100,9,1,5,3,0,0,0,9,225,665,
1214,C2,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,113,12,3,18,2,0,0,0,9,253,666,
1214,C3,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,114,121,4,2,11,6,0,0,0,6,264,666,
1214,C4,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,99,127,8,4,12,3,0,0,0,7,260,666,
1215,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,135,101,13,9,13,4,0,0,0,6,281,694,
1215,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,129,98,10,3,17,3,0,0,0,9,269,694,
1216,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,181,144,10,3,16,3,0,0,0,8,365,747,
1216,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,207,124,10,5,15,10,0,0,0,15,386,747,
1217,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,159,96,15,1,7,2,0,0,0,11,291,636,
1217,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,150,113,12,6,14,2,0,0,0,5,302,636,
1217,C2,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,137,118,14,2,11,4,0,0,0,12,298,636,
1218,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,154,14,4,16,4,0,0,0,11,330,697,
1218,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,136,140,13,7,14,0,0,0,0,7,317,697,
1219,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,137,17,4,9,3,0,0,0,5,302,698,
1219,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,126,122,16,6,13,4,0,0,0,7,294,698,
1219,C2,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,134,118,3,1,11,3,0,0,0,6,276,699,
1220,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,175,117,24,12,9,2,0,0,0,8,347,744,
1220,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,164,115,12,7,18,2,0,0,0,0,318,745,
1221,B,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,92,110,8,1,6,1,0,0,0,5,223,568,
1221,C1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,99,115,5,5,4,1,0,0,0,0,229,568,
1221,C2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,92,10,5,7,2,0,0,0,4,216,568,
1221,C3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,106,94,10,4,9,1,0,0,0,6,230,568,
1222,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,123,102,6,7,14,3,0,0,0,8,263,616,
1222,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,119,114,8,10,18,5,0,0,0,9,283,617,
1223,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,125,112,6,1,9,4,0,0,0,9,266,533,
1224,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,112,109,13,2,6,2,0,0,0,8,252,624,
1224,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,131,3,2,10,1,0,0,0,7,281,624,
1225,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,126,99,5,4,8,1,0,0,1,4,248,608,
1225,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,106,87,14,9,12,4,0,0,0,11,243,608,
1226,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,70,62,7,1,8,4,0,0,0,10,162,396,
1226,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,81,74,4,3,8,1,0,0,0,1,172,397,
1227,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,99,82,3,4,11,0,0,0,0,8,207,541,
1227,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,100,83,6,8,11,4,0,0,0,3,215,541,
1228,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,103,96,6,3,9,3,0,0,0,7,227,508,
1228,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,101,79,7,4,10,4,0,0,0,7,212,509,
1229,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,116,102,10,5,6,2,0,0,0,4,245,529,
1229,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,99,88,3,9,4,4,0,0,0,8,215,530,
1230,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,131,96,7,1,10,0,0,0,0,9,254,452,
1230,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,97,86,2,4,7,6,0,0,0,3,205,452,
1231,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,92,77,10,2,9,4,0,0,0,5,199,390,
1231,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,79,73,8,3,17,3,0,0,0,9,192,391,
1232,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,129,119,8,9,16,9,0,0,0,2,292,708,
1232,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,122,134,6,3,24,4,0,0,0,14,307,709,
1233,B,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,122,93,8,3,9,1,0,0,0,4,240,524,
1233,C1,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,118,98,6,5,4,2,0,0,0,8,241,524,
1233,C2,5,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,107,84,10,8,13,7,0,0,0,7,236,524,
