CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,1,TEQUILA,5,AMATITAN,40,C,3,0,C03,7,70,11,18,12,129,23,119,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,397,0,20,417,631,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,B,1,0,B,36,93,17,25,4,44,33,107,0,1,0,2,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,365,0,19,384,537,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,C,1,0,C01,39,61,36,19,4,46,44,103,4,2,1,1,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,365,0,21,386,537,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,C,2,0,C02,41,70,15,22,8,50,35,98,2,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,343,0,19,362,537,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,B,1,0,B,31,88,59,30,17,56,58,147,4,1,1,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,498,0,26,524,746,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,C,1,0,C01,49,69,48,36,9,78,43,147,6,4,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,492,0,19,511,746,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,C,2,0,C02,44,78,33,33,6,72,66,148,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,489,0,20,509,746,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,B,1,0,B,54,42,26,31,8,61,38,139,4,0,0,4,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,410,0,15,425,629,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,C,1,0,C01,46,58,19,33,12,56,36,146,3,3,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,415,0,25,440,629,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,C,2,0,C02,43,65,27,33,7,68,52,143,6,1,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,448,0,9,457,629,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,C,3,0,C03,35,47,20,12,2,47,51,154,0,4,2,0,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,379,1,0,380,629,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,44,B,1,0,B,26,42,14,14,3,53,50,82,2,5,2,2,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,300,0,30,330,515,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,45,B,1,0,B,15,38,28,2,8,32,37,58,0,4,0,1,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,227,0,18,245,352,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,46,B,1,0,B,19,71,0,21,9,29,59,73,5,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,288,0,13,301,457,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,47,B,1,0,B,27,76,40,35,3,49,43,58,5,4,1,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,344,0,13,357,501,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,5,AMATITAN,47,C,1,0,C01,42,67,49,40,15,47,52,66,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,382,0,10,392,500,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,B,1,0,B,62,59,0,24,3,123,11,97,3,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,383,0,7,390,572,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,C,1,0,C01,37,45,3,25,2,118,17,114,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,365,0,17,382,571,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,C,2,0,C02,59,64,2,23,6,114,11,91,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,372,0,1,373,571,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,B,1,0,B,47,39,2,21,3,107,22,57,0,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,301,0,3,304,503,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,C,1,0,C01,36,38,2,30,4,116,14,80,1,1,0,0,1,4,0,1,0,,,,,,,,,,,,,,,,,,,,328,0,5,333,503,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,C,2,0,C02,47,39,1,23,5,96,14,89,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,319,0,9,328,503,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,B,1,0,B,55,67,0,19,2,98,14,95,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,351,0,15,366,567,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,C,1,0,C01,50,71,1,17,1,112,19,95,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,368,0,11,379,567,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,B,1,0,B,52,34,3,7,5,73,3,79,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,258,0,2,260,386,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,C,1,0,C01,48,35,1,7,8,47,3,101,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,253,0,8,261,386,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,98,B,1,0,B,53,70,3,28,3,137,10,76,3,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,386,0,0,386,652,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,99,B,1,0,B,24,42,12,0,3,86,5,26,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,199,0,0,199,251,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,100,B,1,0,B,58,104,2,9,4,102,2,118,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,401,0,6,407,548,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,B,1,0,B,37,14,2,4,20,96,4,51,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,229,0,11,240,399,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,C,1,0,C01,27,35,1,16,2,99,11,29,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,221,0,7,228,398,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,B,1,0,B,101,39,4,28,6,116,34,65,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,394,0,16,410,602,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,C,1,0,C01,83,59,6,13,3,118,45,60,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,391,0,20,411,602,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,C,2,0,C02,68,57,2,24,9,122,42,65,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,394,0,16,410,602,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,C,3,0,C03,75,55,1,21,7,135,56,58,3,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,412,0,0,412,602,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,C,4,0,C04,96,52,0,8,6,100,57,69,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,391,0,0,391,602,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,B,1,0,B,84,50,4,11,7,115,42,71,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,386,0,26,412,645,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,C,1,0,C01,88,75,1,24,10,0,43,69,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,314,0,17,331,645,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,C,2,0,C02,57,68,3,13,9,105,47,81,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,386,0,20,406,645,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,C,3,0,C03,81,70,2,22,12,130,48,77,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,443,0,12,455,645,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,B,1,0,B,83,42,0,18,9,125,52,77,5,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,413,0,23,436,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,1,0,C01,90,54,2,13,9,109,44,59,1,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,384,0,0,384,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,2,0,C02,102,44,1,17,2,126,50,76,1,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,422,0,13,435,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,3,0,C03,85,62,2,15,11,130,42,69,5,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,424,0,11,435,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,4,0,C04,88,47,3,18,8,135,49,63,5,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,417,0,16,433,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,5,0,C05,90,67,1,29,4,127,48,78,4,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,449,0,20,469,699,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,B,1,0,B,78,64,2,15,7,138,40,52,4,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,401,0,10,411,600,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,1,0,C01,85,49,0,22,9,113,29,44,7,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,359,1,21,381,599,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,2,0,C02,92,44,4,16,0,138,32,47,2,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,378,0,21,399,599,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,3,0,C03,70,57,1,14,5,132,31,39,3,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,356,0,18,374,599,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,B,1,0,B,111,46,6,26,7,139,39,65,6,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,448,0,12,460,688,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,C,1,0,C01,89,37,3,29,7,154,55,69,3,0,2,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,451,0,24,475,687,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,C,2,0,C02,131,34,1,27,12,135,41,61,6,0,1,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,453,0,11,464,687,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,B,1,0,B,206,99,2,2,4,57,0,45,3,4,0,6,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,429,0,11,440,564,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,C,1,0,C01,155,107,2,6,6,61,3,67,2,0,1,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,416,0,20,436,564,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,293,B,1,0,B,187,131,2,6,3,33,2,48,0,3,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,423,0,13,436,551,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,295,B,1,0,B,147,116,4,10,5,39,1,32,2,1,2,10,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,370,0,18,388,507,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,B,1,0,B,87,64,7,14,6,80,2,92,4,1,0,2,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,361,0,21,382,612,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,C,1,0,C01,81,55,8,7,9,73,4,97,6,3,0,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,347,0,24,371,612,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,C,2,0,C02,100,76,7,9,8,78,11,92,11,2,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,398,1,19,418,612,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,412,B,1,0,B,68,63,4,13,0,88,2,26,0,2,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,270,0,13,283,458,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,B,1,0,B,64,45,3,19,5,74,4,111,7,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,335,0,13,348,578,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,C,1,0,C01,60,50,7,11,4,106,4,80,10,0,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,337,0,0,337,578,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,B,1,0,B,60,63,5,6,4,68,3,99,11,3,0,4,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,328,0,14,342,566,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,C,1,0,C01,67,52,2,9,7,80,5,99,4,2,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,330,1,12,343,566,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,C,2,0,C02,67,77,5,9,4,68,10,69,8,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,319,0,17,336,565,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,B,1,0,B,64,75,1,15,5,69,4,73,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,310,0,16,326,483,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,C,1,0,C01,49,60,2,10,3,73,9,77,5,0,0,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,292,0,20,312,483,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,S,1,0,SMR01,34,45,2,0,1,31,3,37,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,156,0,7,163,0,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,B,1,0,B,55,61,4,7,0,70,4,83,3,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,290,0,14,304,454,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,C,1,0,C01,46,74,3,11,5,54,7,74,2,1,2,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,281,0,18,299,453,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,B,1,0,B,71,63,3,2,4,52,6,74,6,2,0,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,287,0,23,310,493,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,C,1,0,C01,58,46,0,3,8,68,3,73,4,2,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,267,0,32,299,493,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,B,1,0,B,0,87,0,15,0,7,7,0,0,220,0,0,0,119,0,0,0,,,,,,,,,,,,,,,,,,,,455,0,41,496,738,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,C,1,0,C01,100,79,3,14,10,97,10,87,3,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,407,0,18,425,644,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,B,1,0,B,69,53,1,6,7,109,3,89,1,0,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,342,0,17,359,609,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,C,1,0,C01,61,90,6,6,9,81,2,98,3,2,0,3,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,363,0,23,386,609,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,B,1,0,B,62,68,4,12,3,71,6,100,9,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,339,0,33,372,637,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,C,1,0,C01,61,76,1,22,4,87,8,95,7,1,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,367,0,21,388,637,Acta casilla,,,
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,C,2,0,C02,78,62,4,17,3,66,5,97,5,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,340,0,0,340,637,Acta casilla,,,
