CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,34,3,86,308,14,29,22,468,25,356,10,1,0,0,2,1,2,0,2,,,,,,,,,,,,,,,,,,,,1326,1,59,1386,2013
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,35,2,48,136,10,24,21,393,12,312,7,4,1,1,0,6,2,2,1,,,,,,,,,,,,,,,,,,,,980,0,33,1013,1348
1,14,JALISCO,1,TEQUILA,5,AMATITAN,40,4,125,295,105,94,35,272,132,513,11,7,1,0,1,6,0,1,1,,,,,,,,,,,,,,,,,,,,1599,0,54,1653,2525
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,3,116,224,68,66,16,140,112,308,6,4,1,3,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,1073,0,59,1132,1611
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,3,124,235,140,99,32,206,167,442,14,10,2,0,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,1479,0,65,1544,2238
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,4,178,212,92,109,29,232,177,582,13,8,3,4,1,7,1,0,4,,,,,,,,,,,,,,,,,,,,1652,1,49,1702,2516
1,14,JALISCO,1,TEQUILA,5,AMATITAN,44,1,26,42,14,14,3,53,50,82,2,5,2,2,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,300,0,30,330,515
1,14,JALISCO,1,TEQUILA,5,AMATITAN,45,1,15,38,28,2,8,32,37,58,0,4,0,1,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,227,0,18,245,352
1,14,JALISCO,1,TEQUILA,5,AMATITAN,46,1,19,71,0,21,9,29,59,73,5,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,288,0,13,301,457
1,14,JALISCO,1,TEQUILA,5,AMATITAN,47,2,69,143,89,75,18,96,95,124,6,4,2,0,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,726,0,23,749,1001
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,3,158,168,5,72,11,355,39,302,8,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1120,0,25,1145,1714
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,3,130,116,5,74,12,319,50,226,5,3,0,1,1,5,0,1,0,,,,,,,,,,,,,,,,,,,,948,0,17,965,1509
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,2,105,138,1,36,3,210,33,190,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,719,0,26,745,1134
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,2,100,69,4,14,13,120,6,180,3,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,511,0,10,521,772
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,98,1,53,70,3,28,3,137,10,76,3,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,386,0,0,386,652
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,99,1,24,42,12,0,3,86,5,26,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,199,0,0,199,251
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,100,1,58,104,2,9,4,102,2,118,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,401,0,6,407,548
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,2,64,49,3,20,22,195,15,80,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,450,0,18,468,797
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,5,423,262,13,94,31,591,234,317,13,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,1982,0,52,2034,3010
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,4,310,263,10,70,38,350,180,298,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1529,0,75,1604,2580
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,6,538,316,9,110,43,752,285,422,21,0,0,2,1,7,3,0,0,,,,,,,,,,,,,,,,,,,,2509,0,83,2592,4194
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,4,325,214,7,67,21,521,132,182,16,4,1,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1494,1,70,1565,2397
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,3,331,117,10,82,26,428,135,195,15,0,4,3,2,3,1,0,0,,,,,,,,,,,,,,,,,,,,1352,0,47,1399,2062
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,2,361,206,4,8,10,118,3,112,5,4,1,11,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,845,0,31,876,1128
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,293,1,187,131,2,6,3,33,2,48,0,3,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,423,0,13,436,551
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,295,1,147,116,4,10,5,39,1,32,2,1,2,10,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,370,0,18,388,507
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,3,268,195,22,30,23,231,17,281,21,6,0,8,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,1106,1,64,1171,1836
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,412,1,68,63,4,13,0,88,2,26,0,2,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,270,0,13,283,458
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,2,124,95,10,30,9,180,8,191,17,0,3,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,672,0,13,685,1156
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,3,194,192,12,24,15,216,18,267,23,5,0,6,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,977,1,43,1021,1697
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,3,147,180,5,25,9,173,16,187,6,1,0,2,2,3,1,0,1,,,,,,,,,,,,,,,,,,,,758,0,43,801,966
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,2,101,135,7,18,5,124,11,157,5,2,2,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,571,0,32,603,907
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,2,129,109,3,5,12,120,9,147,10,4,0,3,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,554,0,55,609,986
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,2,100,166,3,29,10,104,17,87,3,222,0,2,0,119,0,0,0,,,,,,,,,,,,,,,,,,,,862,0,59,921,1382
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,2,130,143,7,12,16,190,5,187,4,2,0,5,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,705,0,40,745,1218
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,3,201,206,9,51,10,224,19,292,21,3,0,2,1,3,1,0,3,,,,,,,,,,,,,,,,,,,,1046,0,54,1100,1911
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,421,1,72,63,7,4,4,97,5,85,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,340,0,11,351,558
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,423,1,40,30,2,1,3,11,0,20,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,111,0,6,117,249
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,424,1,40,23,1,7,0,34,0,15,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,122,0,10,132,214
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,425,2,173,42,10,26,6,71,5,60,8,8,3,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,416,0,20,436,820
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,426,1,62,72,4,3,2,29,3,27,6,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,210,0,12,222,369
1,14,JALISCO,1,TEQUILA,30,CUQUIO,445,3,65,192,13,51,444,348,17,147,8,1,0,0,0,9,11,0,0,,,,,,,,,,,,,,,,,,,,1306,3,59,1368,1965
1,14,JALISCO,1,TEQUILA,30,CUQUIO,446,4,50,136,18,35,595,391,4,113,4,0,1,0,0,9,13,3,3,,,,,,,,,,,,,,,,,,,,1375,0,75,1450,2231
1,14,JALISCO,1,TEQUILA,30,CUQUIO,447,2,26,70,7,15,270,139,9,82,4,0,0,1,0,2,12,1,0,,,,,,,,,,,,,,,,,,,,638,0,30,668,1033
1,14,JALISCO,1,TEQUILA,30,CUQUIO,448,2,18,74,5,18,429,259,6,22,40,0,0,0,1,3,6,0,0,,,,,,,,,,,,,,,,,,,,881,0,19,900,1259
1,14,JALISCO,1,TEQUILA,30,CUQUIO,449,2,11,50,5,20,226,149,6,47,4,0,0,0,0,3,9,2,0,,,,,,,,,,,,,,,,,,,,532,21,32,585,846
1,14,JALISCO,1,TEQUILA,30,CUQUIO,450,2,20,96,5,34,394,163,2,62,5,0,0,0,0,12,11,0,0,,,,,,,,,,,,,,,,,,,,804,6,40,850,1261
1,14,JALISCO,1,TEQUILA,30,CUQUIO,451,2,31,43,5,11,247,99,6,37,6,0,0,0,0,1,8,0,0,,,,,,,,,,,,,,,,,,,,494,8,32,534,885
1,14,JALISCO,1,TEQUILA,30,CUQUIO,452,1,16,60,5,16,214,65,1,37,5,0,0,0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,427,0,24,451,602
1,14,JALISCO,1,TEQUILA,30,CUQUIO,453,2,32,73,6,9,350,153,5,76,7,1,0,1,1,4,14,5,0,,,,,,,,,,,,,,,,,,,,737,0,46,783,1220
1,14,JALISCO,1,TEQUILA,30,CUQUIO,454,2,32,31,11,15,185,230,6,48,5,0,1,0,0,6,7,0,0,,,,,,,,,,,,,,,,,,,,577,1,32,610,947
1,14,JALISCO,1,TEQUILA,30,CUQUIO,455,2,40,97,10,17,302,135,12,51,6,2,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,676,1,39,716,1007
1,14,JALISCO,1,TEQUILA,30,CUQUIO,456,2,15,33,2,17,325,111,3,44,4,0,0,2,0,9,9,1,0,,,,,,,,,,,,,,,,,,,,575,1,22,598,810
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,476,2,362,343,4,21,4,84,3,74,0,0,1,2,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,901,0,38,939,1191
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,477,2,431,463,1,7,1,127,0,20,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1053,0,25,1078,1287
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,478,1,88,90,1,3,0,78,0,8,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,270,0,10,280,334
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,530,3,258,132,7,26,20,532,115,224,17,1,0,0,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,1337,0,38,1375,2005
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,531,4,361,136,4,38,16,629,128,239,10,6,0,2,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,1573,2,57,1632,2518
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,532,3,214,93,8,53,10,509,96,137,9,1,1,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,1135,0,42,1177,1656
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,533,2,240,68,5,42,12,322,48,124,10,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,874,1,38,913,1320
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,534,1,72,47,3,21,2,169,27,70,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,415,0,6,421,579
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,535,2,163,71,2,22,8,269,39,146,6,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,729,0,42,771,1118
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,536,3,208,102,9,37,12,542,82,174,9,0,0,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,1179,0,47,1226,1850
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,537,1,81,94,3,2,19,145,20,45,4,1,0,0,1,5,1,0,1,,,,,,,,,,,,,,,,,,,,422,0,17,439,690
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,538,2,200,105,9,14,10,314,39,89,8,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,791,17,14,822,1215
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,539,3,173,117,7,22,17,394,112,120,3,1,0,1,1,5,1,0,1,,,,,,,,,,,,,,,,,,,,975,0,21,996,1499
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,540,1,17,17,0,8,1,102,4,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,157,0,8,165,250
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1549,2,132,204,45,10,2,105,4,46,7,16,7,6,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,587,0,34,621,864
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1550,1,45,109,9,3,1,50,2,26,2,7,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,255,0,11,266,370
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1551,1,82,106,20,10,5,74,0,27,0,13,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,338,0,19,357,509
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1552,2,174,237,27,17,13,114,12,60,0,18,1,3,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,678,0,26,704,1010
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1553,3,288,218,45,28,11,108,36,71,4,24,0,1,0,3,1,0,1,,,,,,,,,,,,,,,,,,,,839,0,58,897,1350
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1554,1,42,67,16,5,4,29,4,19,1,5,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,195,0,9,204,362
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1556,1,31,23,41,0,0,25,0,14,0,12,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,149,0,0,149,235
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1557,1,54,22,7,0,4,29,3,8,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,131,0,5,136,203
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1558,2,155,100,35,9,6,62,4,23,1,18,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,413,0,25,438,765
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1559,1,28,61,20,4,2,33,2,16,0,5,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,172,0,11,183,286
1,14,JALISCO,1,TEQUILA,42,HOSTOTIPAQUILLO,1560,1,92,71,25,30,8,68,6,47,2,13,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,366,0,21,387,695
1,14,JALISCO,1,TEQUILA,43,HUEJUCAR,1561,2,122,200,3,13,7,345,8,119,2,1,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,824,0,29,853,1189
1,14,JALISCO,1,TEQUILA,43,HUEJUCAR,1562,2,152,247,3,17,12,376,4,141,3,0,0,3,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,962,0,63,1025,1414
1,14,JALISCO,1,TEQUILA,43,HUEJUCAR,1563,2,73,148,2,8,12,240,6,95,1,0,0,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,589,0,27,616,915
1,14,JALISCO,1,TEQUILA,43,HUEJUCAR,1564,2,135,62,2,11,9,198,7,105,2,6,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,542,0,32,574,897
1,14,JALISCO,1,TEQUILA,43,HUEJUCAR,1565,2,62,156,2,3,2,282,2,36,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,549,0,18,567,855
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1566,3,390,267,5,7,6,105,6,148,3,0,0,1,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,942,0,48,990,1521
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1567,3,499,293,8,15,10,218,4,195,2,1,1,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,1250,1,43,1294,2069
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1568,3,381,192,8,7,54,103,1,126,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,874,0,31,905,1514
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1569,2,133,82,2,3,0,62,1,31,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,315,0,8,323,476
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1570,1,81,32,1,1,0,35,0,7,0,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,160,0,12,172,263
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1571,1,33,31,0,1,3,6,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,92,0,2,94,151
1,14,JALISCO,1,TEQUILA,44,HUEJUQUILLA EL ALTO,1572,3,282,336,4,3,3,57,5,87,0,0,1,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,782,0,54,836,1168
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1602,3,87,334,11,36,96,470,18,118,8,3,0,3,0,6,4,1,1,,,,,,,,,,,,,,,,,,,,1196,7,55,1258,1956
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1603,2,64,181,7,40,61,317,10,60,11,1,0,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,758,2,31,791,1294
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1604,3,146,330,13,44,106,386,24,141,13,1,1,1,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,1212,2,47,1261,1989
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1605,3,143,307,9,35,109,378,27,126,11,3,0,4,1,5,1,0,0,,,,,,,,,,,,,,,,,,,,1159,4,59,1222,1916
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1606,2,34,164,6,24,31,171,8,42,4,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,485,0,36,521,829
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1607,2,64,143,3,39,96,279,24,57,5,4,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,716,0,37,753,1327
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1608,2,48,161,6,38,67,252,21,87,6,1,0,1,0,3,1,0,1,,,,,,,,,,,,,,,,,,,,693,6,26,725,1105
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1609,3,123,286,5,91,83,466,22,157,9,5,0,0,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,1252,1,53,1306,2023
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1610,2,139,136,2,15,36,210,18,110,1,1,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,672,0,27,699,1042
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1611,2,14,107,6,22,38,168,20,69,7,0,0,2,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,458,3,240,701,820
1,14,JALISCO,1,TEQUILA,47,IXTLAHUACAN DEL RIO,1612,2,33,130,1,19,29,193,14,90,5,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,517,8,25,550,858
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1782,2,212,192,11,10,8,77,10,214,14,7,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,759,0,36,795,1341
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1783,3,268,319,22,15,12,146,20,228,10,4,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,1048,0,40,1088,1746
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1784,5,427,701,35,52,29,222,53,514,24,13,0,2,0,4,3,1,1,,,,,,,,,,,,,,,,,,,,2081,0,64,2145,3632
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1785,3,217,273,46,24,15,110,20,261,16,2,1,1,0,7,1,0,0,,,,,,,,,,,,,,,,,,,,994,0,35,1029,1852
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1786,2,159,183,19,19,10,65,11,144,2,2,0,1,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,619,0,41,660,1037
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1787,3,231,297,24,22,8,102,15,184,7,5,1,3,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,903,0,34,937,1548
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1788,2,128,181,11,15,15,86,9,157,4,4,0,1,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,617,0,40,657,1099
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1789,2,99,59,6,14,12,160,3,238,9,2,0,1,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,607,0,20,627,1025
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1790,1,102,160,10,18,5,43,9,101,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,459,1,14,474,722
1,14,JALISCO,1,TEQUILA,57,MAGDALENA,1791,2,229,208,10,12,12,58,17,145,7,6,2,3,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,713,1,33,747,1216
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1831,2,353,243,1,9,4,54,7,59,4,2,1,3,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,742,0,26,768,1196
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1832,2,294,196,2,9,2,64,9,49,2,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,633,0,32,665,970
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1833,1,66,29,1,2,0,4,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,105,0,5,110,181
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1834,1,162,117,3,2,3,11,1,14,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,316,0,10,326,503
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1835,1,205,74,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,295,0,21,316,474
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1838,4,520,374,6,6,7,314,4,72,5,4,1,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,1317,0,102,1419,2201
1,14,JALISCO,1,TEQUILA,63,MEZQUITIC,1839,7,1662,1055,14,12,19,339,12,113,8,3,2,6,0,4,7,1,0,,,,,,,,,,,,,,,,,,,,3257,0,126,3383,4493
1,14,JALISCO,1,TEQUILA,73,SAN CRISTOBAL DE LA BARRANCA,2050,2,328,151,9,48,7,104,5,107,8,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,770,1,49,820,1249
1,14,JALISCO,1,TEQUILA,73,SAN CRISTOBAL DE LA BARRANCA,2051,1,98,70,5,12,3,27,1,29,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,248,0,16,264,370
