CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,2,87,24,4,1,3,21,62,16,3,7,,,,,228,0,29,257,418
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,37,1,52,23,5,1,11,4,64,5,2,3,,,,,170,0,13,183,255
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,38,1,81,48,2,3,8,2,66,7,2,5,,,,,224,0,15,239,328
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,39,1,70,26,1,2,2,16,14,1,1,2,,,,,135,0,16,151,211
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,40,1,121,40,12,5,13,9,134,2,4,2,,,,,342,0,21,363,675
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,2,136,89,51,10,18,6,164,12,3,10,,,,,499,0,27,526,975
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,2,179,113,23,17,9,6,181,13,6,5,,,,,552,0,39,591,1112
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,43,1,107,71,12,6,5,10,160,6,6,3,,,,,386,0,18,404,691
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,2,86,117,16,7,16,23,184,8,11,8,,,,,476,0,14,490,754
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,2,130,81,20,8,8,5,172,17,6,6,,,,,453,0,12,465,757
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,46,1,85,103,8,6,15,13,143,6,6,4,,,,,389,0,13,402,665
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,2,106,85,25,9,23,6,200,4,31,0,,,,,489,0,13,502,848
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,2,209,199,19,9,27,11,190,14,6,5,,,,,689,0,40,729,1123
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,49,1,40,29,0,2,0,0,13,1,0,0,,,,,85,0,10,95,167
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,50,1,38,18,2,2,8,0,38,3,3,0,,,,,112,0,7,119,176
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,51,1,29,50,2,1,6,1,60,1,3,5,,,,,158,0,5,163,285
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,52,1,50,78,7,6,5,1,74,7,3,1,,,,,232,0,17,249,387
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,53,1,42,25,8,18,8,1,58,2,2,5,,,,,169,0,13,182,276
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,3,199,89,15,5,24,6,202,16,5,9,,,,,570,0,39,609,996
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,55,1,97,56,4,3,3,2,85,9,5,2,,,,,266,0,14,280,385
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,56,1,113,67,1,1,13,3,105,41,1,3,,,,,348,0,14,362,540
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,57,1,169,70,6,3,29,16,133,19,3,5,,,,,453,0,23,476,690
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,58,1,132,74,3,3,22,13,111,9,2,3,,,,,372,1,17,390,547
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,2,140,38,12,4,3,53,191,9,6,9,,,,,465,0,22,487,940
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,2,105,29,9,4,4,57,179,3,1,4,,,,,395,0,26,421,771
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,4,253,108,32,6,6,129,527,28,4,25,,,,,1118,0,59,1177,2351
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,62,1,22,7,7,0,0,23,18,1,0,0,,,,,78,0,7,85,152
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,63,1,17,25,1,2,1,0,16,2,1,0,,,,,65,0,6,71,106
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,66,1,25,10,0,1,1,0,12,0,2,0,,,,,51,0,2,53,93
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,67,1,219,106,4,1,2,1,71,8,2,3,,,,,417,0,44,461,595
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,68,1,124,92,3,2,3,2,44,1,3,3,,,,,277,0,20,297,471
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,69,1,104,55,6,4,7,1,114,10,2,5,,,,,308,0,21,329,495
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,70,1,139,112,2,1,2,4,53,4,2,2,,,,,321,0,13,334,437
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,71,1,30,23,3,7,1,1,16,5,1,2,,,,,89,0,3,92,127
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,72,1,152,63,3,9,0,0,63,9,0,11,,,,,310,7,21,338,443
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,73,1,165,83,5,4,4,0,143,7,7,5,,,,,423,0,31,454,648
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,74,1,33,56,0,0,4,1,11,1,0,0,,,,,106,0,6,112,169
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,2,184,59,9,37,0,171,87,9,9,0,,,,,565,0,21,586,972
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,3,314,101,12,50,0,294,123,42,21,0,,,,,957,0,21,978,1618
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,3,152,69,5,45,0,150,67,13,7,0,,,,,508,0,276,784,814
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,2,213,89,18,37,0,204,82,6,7,0,,,,,656,0,36,692,1077
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,79,1,107,78,2,34,0,130,42,6,4,0,,,,,403,1,19,423,639
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,2,206,60,6,39,0,246,72,15,14,0,,,,,658,0,39,697,1073
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,81,1,101,57,1,12,0,92,33,2,6,0,,,,,304,0,12,316,514
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,2,183,108,13,49,0,205,64,11,13,0,,,,,646,0,25,671,1022
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,5,562,229,21,136,0,557,216,41,24,0,,,,,1786,0,215,2001,2776
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,1,21,5,1,24,0,28,56,6,2,0,,,,,143,0,4,147,226
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,3,263,61,15,32,0,144,141,10,12,0,,,,,678,0,47,725,1317
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,1,28,9,1,3,0,15,5,9,1,0,,,,,71,0,8,79,112
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,1,44,2,2,2,0,53,28,6,2,0,,,,,139,0,15,154,251
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,2,131,18,3,121,0,61,91,6,34,0,,,,,465,0,52,517,928
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,2,142,29,6,141,0,56,97,14,23,0,,,,,508,0,56,564,910
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,1,78,28,1,139,0,37,67,6,25,0,,,,,381,0,29,410,608
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,1,65,42,3,70,0,27,71,5,7,0,,,,,290,0,26,316,511
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,92,1,36,28,2,11,0,20,146,2,1,0,,,,,246,0,2,248,346
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,93,1,36,28,2,11,0,20,146,2,1,0,,,,,246,0,2,248,453
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,5,455,179,26,76,0,112,819,31,18,0,,,,,1716,0,89,1805,3293
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,95,2,121,44,4,19,0,29,218,17,2,0,,,,,454,0,15,469,858
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,96,2,128,71,15,33,0,52,297,7,5,0,,,,,608,0,21,629,1133
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,3,199,82,9,42,0,58,403,23,11,0,,,,,827,0,26,853,1101
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,3,243,129,8,95,0,80,525,23,7,0,,,,,1110,0,39,1149,1888
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,99,1,94,28,4,4,0,62,60,5,1,0,,,,,258,0,12,270,372
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,101,1,39,4,2,0,0,28,27,1,0,0,,,,,101,0,5,106,155
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,102,1,77,19,8,8,0,123,65,4,2,0,,,,,306,0,14,320,723
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,103,1,138,42,30,6,0,116,107,10,3,0,,,,,452,0,32,484,747
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,10,774,227,202,51,0,663,1088,46,29,0,,,,,3080,0,277,3357,7023
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,105,1,71,12,2,0,0,16,10,4,0,0,,,,,115,0,3,118,170
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,107,1,50,28,9,3,0,52,72,24,0,0,,,,,238,0,12,250,429
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,108,2,123,61,10,3,0,92,204,52,4,0,,,,,549,0,26,575,975
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,109,1,67,47,2,5,0,60,114,37,1,0,,,,,333,0,25,358,562
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,110,2,62,8,1,1,0,50,18,2,1,0,,,,,143,0,7,150,240
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,111,1,178,38,41,28,0,4,97,5,0,0,,,,,391,0,19,410,305
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,112,1,155,13,5,6,0,62,77,4,3,0,,,,,325,0,20,345,514
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,113,1,85,13,1,5,0,41,57,8,2,0,,,,,212,0,13,225,392
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,114,2,142,74,1,5,0,20,81,198,4,0,,,,,525,0,19,544,792
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,115,1,41,38,1,0,0,14,28,8,1,0,,,,,131,0,9,140,164
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,116,2,271,180,8,9,0,95,147,56,4,0,,,,,770,0,29,799,1174
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,117,2,121,9,7,5,0,38,72,14,3,0,,,,,269,0,33,302,461
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,2,131,5,11,3,0,13,82,3,1,0,,,,,249,2,16,267,419
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,119,1,67,7,5,4,0,21,83,11,4,0,,,,,202,0,13,215,316
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,120,1,121,23,9,4,0,8,78,157,4,0,,,,,404,0,29,433,675
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,121,2,156,53,9,38,17,13,254,17,45,5,,,,,607,0,32,639,1083
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,1,79,55,7,80,33,4,98,12,15,3,32,,,,418,0,31,449,729
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,2,130,56,11,34,24,3,151,14,29,3,85,,,,540,0,27,567,839
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,2,161,90,4,23,24,8,183,4,13,1,94,,,,605,0,33,638,986
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,1,82,73,10,19,13,4,84,9,14,0,68,,,,376,0,13,389,557
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,1,117,39,4,36,23,4,150,6,6,1,47,,,,433,0,33,466,738
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,1,110,17,2,47,20,5,152,3,14,3,26,,,,399,0,17,416,715
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,1,102,22,4,48,9,1,117,3,5,3,30,,,,344,0,14,358,625
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,2,177,24,15,68,32,7,157,11,11,5,42,,,,549,1,20,570,962
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,130,1,39,15,8,18,5,5,90,0,12,1,,,,,193,0,8,201,382
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,131,1,28,15,10,52,6,9,110,11,12,2,,,,,255,0,5,260,499
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,132,1,34,17,5,37,5,4,63,4,12,2,,,,,183,0,10,193,388
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,133,1,32,15,7,23,4,7,75,5,7,3,,,,,178,0,1,179,352
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,134,1,33,12,3,19,3,3,88,2,6,4,,,,,173,0,6,179,309
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,2,144,25,9,60,43,10,198,12,9,5,49,,,,564,1,32,597,1019
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,2,139,52,6,26,19,9,166,6,7,4,27,,,,461,0,29,490,803
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,2,122,82,10,18,24,14,180,3,12,2,47,,,,514,0,21,535,817
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,1,95,45,10,17,24,4,106,6,8,0,42,,,,357,0,21,378,628
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,1,78,41,8,14,16,2,117,2,7,3,19,,,,307,0,20,327,550
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,1,56,26,1,24,15,1,95,8,7,0,24,,,,257,2,15,274,496
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,2,107,24,9,40,37,7,156,4,10,6,33,,,,433,0,20,453,789
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,2,137,35,12,58,51,3,185,18,17,5,33,,,,554,0,32,586,1033
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,143,3,206,61,15,112,87,6,266,23,19,9,44,,,,848,5,64,917,1853
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,2,184,97,15,111,40,4,246,8,18,2,42,,,,767,0,46,813,1488
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,2,97,19,11,35,17,2,135,15,12,11,25,,,,379,0,29,408,753
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,1,76,9,10,34,22,8,122,14,7,2,24,,,,328,0,17,345,609
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,1,56,41,8,40,16,5,41,8,21,3,41,,,,280,0,18,298,689
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,1,93,18,5,14,14,7,124,8,13,2,23,,,,321,0,17,338,539
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,1,54,29,6,29,6,4,168,12,10,1,20,,,,339,0,18,357,603
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,1,51,17,9,35,19,3,133,8,9,5,15,,,,304,0,10,314,484
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,1,70,35,6,27,27,3,115,6,7,5,12,,,,313,0,20,333,649
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,152,2,124,21,9,70,9,4,179,11,11,7,,,,,445,0,13,458,909
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,153,3,165,55,18,189,11,11,281,16,36,11,,,,,793,0,39,832,1530
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,154,2,118,49,20,142,11,8,231,7,34,7,,,,,627,0,37,664,1165
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,155,2,109,54,13,125,10,12,225,13,23,4,,,,,588,0,30,618,1010
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,156,6,372,108,37,441,34,16,665,26,64,17,,,,,1780,0,77,1857,3683
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,157,2,99,20,10,102,12,8,183,11,20,7,,,,,472,0,24,496,863
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,158,2,117,23,14,62,8,14,212,16,28,7,,,,,501,0,26,527,864
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,1,68,43,5,18,10,2,97,5,10,2,52,,,,312,0,20,332,536
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,1,76,38,12,8,16,6,87,6,13,4,48,,,,314,0,20,334,497
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,1,95,66,10,10,18,1,124,9,13,3,76,,,,425,0,20,445,690
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,2,119,80,4,19,20,8,173,6,13,1,105,,,,548,1,25,574,866
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,1,116,61,5,12,18,7,133,10,7,1,79,,,,449,0,15,464,676
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,2,124,64,8,22,28,14,137,6,19,4,98,,,,524,0,22,546,839
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,2,131,96,15,23,20,16,168,6,18,2,77,,,,572,0,18,590,875
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,1,112,103,5,9,10,5,81,4,6,0,127,,,,462,0,18,480,667
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,2,150,65,8,27,57,8,243,11,24,3,116,,,,712,0,28,740,1059
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,2,138,58,8,38,34,9,254,10,15,6,62,,,,632,1,29,662,1011
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,1,144,32,6,32,8,3,111,5,14,3,27,,,,385,0,12,397,713
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,1,98,28,6,18,20,7,118,5,7,1,25,,,,333,1,16,350,508
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,1,89,30,4,8,13,19,144,8,17,2,43,,,,377,0,8,385,609
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,1,88,44,10,16,18,11,157,2,12,1,33,,,,392,0,16,408,645
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,2,129,56,11,34,28,8,212,7,23,10,73,,,,591,0,34,625,1009
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,2,185,38,11,29,22,12,203,12,20,4,61,,,,597,2,25,624,972
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,175,2,221,58,17,28,13,11,308,29,36,6,,,,,727,0,42,769,1301
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,1,97,25,9,15,18,13,113,15,14,0,46,,,,365,0,13,378,566
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,1,99,19,6,25,22,13,126,5,4,1,33,,,,353,0,7,360,559
